tgDataLogger2 started logging at time 01262019_215612, with 6 sensors on 1 senseable objects.
time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,
0.1,-2.7718,-1.59963,-0.712981,0.855786,-0.527758,-2.09638,0.199491,4.64058,-1.5999,-1.26875,1.40224,-0.242853,-2.52579,0.199491,2.20877,-1.74896,-1.51479,0.256039,0.176755,-1.49395,0.199491,-0.0962306,1.79985,2.02397,0.632564,0.164962,-1.45101,0.199491,1.07443,1.5999,2.0334,-1.56187,0.52916,0.0176877,0.199645,-0.418138,1.59989,-2.05297,-1.56007,1.41287,0.0108609,0.199491,
0.2,-2.59276,-1.59994,-0.774965,0.847856,-0.535636,-2.09525,0.199491,4.6654,-1.59991,-1.26551,1.36125,-0.301461,-2.52007,0.199491,2.19168,-1.74871,-1.5267,0.256387,0.193336,-1.48968,0.199491,-0.00981311,1.79989,1.88632,0.70472,0.152637,-1.44223,0.199491,1.14981,1.59992,2.03319,-1.5614,0.505764,0.0193955,0.199645,-0.684063,1.59989,-2.1498,-1.55342,1.30754,0.0179976,0.199491,
0.3,-2.57065,-1.59994,-0.791068,0.903955,-0.506151,-2.12285,0.199491,4.68647,-1.59989,-1.27178,1.38886,-0.264629,-2.52863,0.199491,2.2008,-1.749,-1.51883,0.273484,0.199497,-1.48427,0.199491,0.0773116,1.7999,1.95573,0.791803,0.144231,-1.42625,0.199491,1.23161,1.59994,2.06286,-1.55966,0.563011,0.0208589,0.199645,-0.717944,1.59989,-2.1543,-1.55668,1.20886,0.015095,0.199491,
0.4,-2.56137,-1.59994,-0.801956,0.906828,-0.504093,-2.12383,0.199491,4.70161,-1.59992,-1.27884,1.38751,-0.266849,-2.52893,0.199491,2.21013,-1.74929,-1.51143,0.281035,0.200489,-1.48226,0.199491,0.0883747,1.79988,1.95195,0.785088,0.144586,-1.42779,0.199491,1.24314,1.59991,2.05628,-1.56077,0.530825,0.0197989,0.199645,-0.702359,1.59992,-2.15661,-1.55259,1.20655,0.0194768,0.199491,
0.5,-2.55393,-1.59993,-0.810426,0.914559,-0.499388,-2.12713,0.199491,4.71194,-1.59992,-1.28729,1.38826,-0.265652,-2.52884,0.199491,2.21687,-1.74942,-1.511,0.2862,0.20154,-1.48077,0.199491,0.0978507,1.79988,1.94651,0.781754,0.145844,-1.42751,0.199491,1.25681,1.59991,2.05198,-1.56123,0.531094,0.0188857,0.199645,-0.695034,1.59993,-2.15721,-1.55006,1.19805,0.0222633,0.199491,
0.6,-2.55145,-1.59993,-0.815408,0.914339,-0.499001,-2.12661,0.199491,4.71577,-1.59992,-1.28902,1.38832,-0.265489,-2.52872,0.199491,2.21881,-1.74946,-1.50968,0.288511,0.201926,-1.48013,0.199491,0.0998834,1.79988,1.94641,0.778921,0.146397,-1.42778,0.199491,1.26137,1.59991,2.05012,-1.56116,0.531412,0.0190179,0.199645,-0.693471,1.59992,-2.15636,-1.54814,1.19116,0.0243896,0.199491,
0.7,-2.55022,-1.59994,-0.820471,0.906916,-0.502516,-2.12263,0.199491,4.71828,-1.59992,-1.29374,1.38886,-0.264319,-2.52811,0.199491,2.22055,-1.74946,-1.51157,0.290731,0.202429,-1.47948,0.199491,0.104561,1.79988,1.94298,0.774323,0.147795,-1.42774,0.199491,1.26971,1.59992,2.04676,-1.56133,0.537423,0.0184757,0.199645,-0.691422,1.59994,-2.15563,-1.54625,1.18684,0.0264725,0.199491,
0.8,-2.54958,-1.59994,-0.824581,0.906359,-0.502305,-2.12195,0.199491,4.71999,-1.59992,-1.29399,1.38855,-0.264642,-2.52785,0.199491,2.22111,-1.74946,-1.51095,0.291971,0.202686,-1.47913,0.199491,0.104333,1.79989,1.94371,0.772307,0.148134,-1.42799,0.199491,1.2719,1.59992,2.04551,-1.56112,0.538114,0.0188714,0.199645,-0.691775,1.59994,-2.15445,-1.5447,1.18128,0.028205,0.199491,
0.9,-2.55004,-1.59994,-0.827529,0.906039,-0.501967,-2.12138,0.199491,4.72025,-1.59992,-1.29359,1.38861,-0.264407,-2.52759,0.199491,2.22083,-1.74944,-1.51037,0.292921,0.202812,-1.47888,0.199491,0.104147,1.79989,1.94483,0.770248,0.148551,-1.42818,0.199491,1.27412,1.59993,2.04445,-1.56087,0.540625,0.019287,0.199645,-0.692627,1.59993,-2.15302,-1.54316,1.17685,0.0299275,0.199491,
1,-2.55075,-1.59994,-0.830186,0.905908,-0.501526,-2.1209,0.199491,4.7202,-1.59992,-1.29313,1.38883,-0.263912,-2.52733,0.199491,2.22041,-1.74942,-1.51008,0.29367,0.202946,-1.47867,0.199491,0.103941,1.79989,1.94664,0.771131,0.148582,-1.42791,0.199491,1.27631,1.59993,2.04341,-1.56061,0.5432,0.0197057,0.199645,-0.693959,1.59993,-2.15164,-1.54183,1.17082,0.0314466,0.199491,
