tgDataLogger2 started logging at time 01242019_105150, with 2 sensors on 1 senseable objects.
time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,
0.1,0.0591137,11.8852,-1.73754,-0.726325,0.4931,0.775387,6.00995,-0.0533877,7.16084,1.70782,-1.68153,-0.451276,-0.755221,6.10156,
0.2,0.0555211,10.5473,-1.89951,-0.354008,0.755557,1.02984,6.00995,-0.049849,5.55878,1.86736,-2.00677,-0.0350914,-0.671129,6.10156,
0.3,0.0449356,7.30835,-1.22339,-0.547416,0.673407,0.848625,6.00995,-0.0394224,3.88186,1.2014,-1.91309,-0.207137,-0.645833,6.10156,
0.4,-0.0101618,3.28285,-0.428799,-0.639141,0.63676,0.827177,6.00995,-0.219585,2.19226,0.699412,-1.28089,-0.358745,-0.736471,6.10156,
0.5,-0.16751,3.58567,-0.178323,0.0548506,0.943129,1.883,6.00995,-0.328677,2.13499,0.535096,-1.1164,-0.502801,-0.792205,6.10156,
0.6,-0.131246,3.71083,0.307356,0.499214,0.827241,2.43986,6.00995,-0.325208,2.13499,0.539273,-1.22121,-0.388021,-0.766823,6.10156,
0.7,-0.0534245,3.41426,0.761788,0.598317,0.82857,2.3896,6.00995,-0.223581,2.13499,0.654184,-1.52536,-0.0503071,-0.735122,6.10156,
0.8,0.172955,3.3698,1.23027,0.797047,0.690572,2.2799,6.00995,-0.0156825,2.13499,0.875392,-1.86617,0.289923,-0.816561,6.10156,
0.9,0.437499,3.42028,1.70319,0.864383,0.595265,2.12071,6.00995,0.191716,2.13499,1.08821,-2.27105,0.583685,-0.991643,6.10156,
1,0.72861,3.37595,1.95696,0.679479,0.577891,2.0291,6.00995,0.312035,2.13498,1.21201,-2.57225,0.712195,-1.17464,6.10156,
1.1,1.03005,3.16168,2.04346,0.338108,0.602276,2.06754,6.00995,0.358957,2.13499,1.26043,-2.70596,0.74901,-1.26388,6.10156,
1.2,1.18523,3.14696,1.96838,-0.036006,0.736596,1.83079,6.00995,0.372235,2.13499,1.27409,-2.74542,0.757716,-1.29087,6.10156,
1.3,1.26875,3.14587,1.89293,-0.274473,0.767944,1.6671,6.00995,0.372224,2.13499,1.27373,-2.7453,0.7577,-1.29079,6.10156,
1.4,1.27514,3.14575,1.88704,-0.292591,0.769066,1.65449,6.00995,0.372212,2.13499,1.27336,-2.74519,0.757694,-1.2907,6.10156,
1.5,1.21779,3.14645,1.93863,-0.126084,0.751968,1.7696,6.00995,0.372127,2.13499,1.27322,-2.74491,0.757642,-1.29051,6.10156,
1.6,1.13508,3.14746,2.01309,0.0999251,0.704459,1.92071,6.00995,0.371799,2.13499,1.27324,-2.74469,0.757621,-1.29035,6.10156,
1.7,1.06627,3.14829,2.07505,0.271535,0.647247,2.02854,6.00995,0.371458,2.13499,1.27328,-2.7445,0.757611,-1.29022,6.10156,
