time,0_rod(payload_bars compound_254q9J).X,0_rod(payload_bars compound_254q9J).Y,0_rod(payload_bars compound_254q9J).Z,0_rod(payload_bars compound_254q9J).Euler1,0_rod(payload_bars compound_254q9J).Euler2,0_rod(payload_bars compound_254q9J).Euler3,0_rod(payload_bars compound_254q9J).mass,1_rod(payload_bars compound_254q9J).X,1_rod(payload_bars compound_254q9J).Y,1_rod(payload_bars compound_254q9J).Z,1_rod(payload_bars compound_254q9J).Euler1,1_rod(payload_bars compound_254q9J).Euler2,1_rod(payload_bars compound_254q9J).Euler3,1_rod(payload_bars compound_254q9J).mass,2_rod(payload_bars compound_254q9J).X,2_rod(payload_bars compound_254q9J).Y,2_rod(payload_bars compound_254q9J).Z,2_rod(payload_bars compound_254q9J).Euler1,2_rod(payload_bars compound_254q9J).Euler2,2_rod(payload_bars compound_254q9J).Euler3,2_rod(payload_bars compound_254q9J).mass,3_rod(payload_bars compound_254q9J).X,3_rod(payload_bars compound_254q9J).Y,3_rod(payload_bars compound_254q9J).Z,3_rod(payload_bars compound_254q9J).Euler1,3_rod(payload_bars compound_254q9J).Euler2,3_rod(payload_bars compound_254q9J).Euler3,3_rod(payload_bars compound_254q9J).mass,4_rod(payload_bars compound_254q9J).X,4_rod(payload_bars compound_254q9J).Y,4_rod(payload_bars compound_254q9J).Z,4_rod(payload_bars compound_254q9J).Euler1,4_rod(payload_bars compound_254q9J).Euler2,4_rod(payload_bars compound_254q9J).Euler3,4_rod(payload_bars compound_254q9J).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.7676,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,8.74034,57.6301,19.1268,1.96783,-0.652149,-2.42231,0.199491,7.21779,62.5104,21.3302,1.596,-0.244868,-2.21095,0.199491,8.09952,60.5223,21.4063,1.66386,-0.239276,-0.544824,0.199491,6.75754,59.9411,23.0038,1.85361,-0.482052,-0.801626,0.199491,8.76981,60.1755,22.4821,0.250448,0.0259107,0.353074,0.199645,6.37773,60.1085,19.8165,0.306769,0.102653,0.43176,0.199491,
0.7777,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,8.88689,58.0573,19.4213,2.0017,-0.66411,-2.45341,0.199491,7.25845,62.8425,21.6179,1.61788,-0.265544,-2.22434,0.199491,8.23217,60.8717,21.6911,1.67479,-0.254352,-0.541855,0.199491,6.84874,60.2699,23.235,1.78191,-0.408653,-0.781852,0.199491,8.81393,60.5147,22.7633,0.268707,0.0116387,0.363033,0.199645,6.51804,60.463,20.1067,0.327962,0.0891551,0.441459,0.199491,
0.7878,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,9.04231,58.4617,19.6895,2.0282,-0.678393,-2.47628,0.199491,7.31239,63.1701,21.9183,1.63806,-0.282621,-2.23804,0.199491,8.3338,61.2195,21.9817,1.69748,-0.275417,-0.553193,0.199491,6.93595,60.5796,23.4844,1.85849,-0.467845,-0.823571,0.199491,8.88713,60.8497,23.0512,0.285207,-0.00461398,0.374249,0.199645,6.64213,60.8097,20.3799,0.339259,0.0590913,0.45129,0.199491,
0.7979,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,9.21919,58.836,19.9275,2.06576,-0.678033,-2.50079,0.199491,7.3838,63.5054,22.2386,1.65556,-0.294273,-2.25158,0.199491,8.40203,61.5625,22.2687,1.70845,-0.271446,-0.57358,0.199491,7.00819,60.8581,23.7699,1.8891,-0.484142,-0.842077,0.199491,8.99001,61.1889,23.3473,0.298929,-0.0225559,0.386602,0.199645,6.74595,61.1506,20.6227,0.358366,0.0501809,0.462514,0.199491,
0.808,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,9.39982,59.1951,20.1369,2.0876,-0.684675,-2.51236,0.199491,7.46005,63.8293,22.5702,1.67465,-0.301626,-2.26682,0.199491,8.45324,61.895,22.5644,1.74872,-0.29888,-0.609498,0.199491,7.08062,61.1273,24.06,1.84228,-0.438397,-0.825783,0.199491,9.10818,61.5273,23.6532,0.313028,-0.0389323,0.400064,0.199645,6.84272,61.4785,20.8595,0.372288,0.0353517,0.475056,0.199491,
0.8181,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,9.5787,59.549,20.3321,2.10315,-0.688377,-2.5169,0.199491,7.54054,64.1227,22.907,1.69369,-0.311659,-2.2848,0.199491,8.5071,62.2103,22.8736,1.78172,-0.314892,-0.645457,0.199491,7.16416,61.4083,24.3401,1.97794,-0.533482,-0.893127,0.199491,9.20543,61.8601,23.9545,0.332266,-0.0537352,0.412527,0.199645,6.94416,61.7932,21.1066,0.381931,0.0187417,0.490274,0.199491,
0.8282,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,9.74985,59.9053,20.5294,2.1206,-0.685403,-2.52279,0.199491,7.62096,64.3863,23.2472,1.71592,-0.321329,-2.3064,0.199491,8.57968,62.4992,23.1941,1.80837,-0.328135,-0.67693,0.199491,7.25596,61.7042,24.5986,1.88331,-0.454105,-0.850103,0.199491,9.26942,62.1895,24.2418,0.353046,-0.0702889,0.424856,0.199645,7.05972,62.09,21.3725,0.39129,0.0030695,0.50712,0.199491,
0.8383,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,9.90879,60.2615,20.7423,2.13409,-0.689054,-2.52792,0.199491,7.69767,64.6331,23.5766,1.73836,-0.334864,-2.32808,0.199491,8.66532,62.7762,23.5146,1.82458,-0.33354,-0.700087,0.199491,7.3553,61.9992,24.8453,2.02213,-0.545179,-0.920844,0.199491,9.32229,62.4977,24.5243,0.376948,-0.0819613,0.435762,0.199645,7.18171,62.3776,21.6501,0.400809,-0.0133104,0.523244,0.199491,
0.8484,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,10.0658,60.6103,20.9824,2.15763,-0.693513,-2.54462,0.199491,7.76513,64.8854,23.8926,1.75952,-0.348468,-2.34579,0.199491,8.75786,63.0508,23.8165,1.85312,-0.355246,-0.721434,0.199491,7.44672,62.2632,25.0996,1.98242,-0.512131,-0.906605,0.199491,9.38914,62.7823,24.8085,0.393461,-0.0997481,0.44667,0.199645,7.30195,62.6643,21.9232,0.413491,-0.0278964,0.537112,0.199491,
0.8585,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,10.2189,60.9483,21.2558,2.19148,-0.703794,-2.57321,0.199491,7.82449,65.1552,24.194,1.7775,-0.362667,-2.35771,0.199491,8.84761,63.3301,24.0929,1.86671,-0.362865,-0.732752,0.199491,7.53041,62.4785,25.3652,2.00736,-0.524796,-0.927306,0.199491,9.4855,63.0424,25.1018,0.403306,-0.115504,0.458735,0.199645,7.41518,62.9527,22.1827,0.428025,-0.0461288,0.545945,0.199491,
0.8686,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,10.3679,61.2756,21.56,2.23534,-0.716329,-2.61383,0.199491,7.8749,65.4324,24.4825,1.79294,-0.379217,-2.36485,0.199491,8.93915,63.6114,24.3511,1.88683,-0.379623,-0.741235,0.199491,7.61206,62.6596,25.6334,2.08501,-0.570192,-0.977946,0.199491,9.60078,63.2764,25.3989,0.407825,-0.132102,0.471202,0.199645,7.52276,63.2424,22.4362,0.448076,-0.0600821,0.551244,0.199491,
0.8787,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,10.5052,61.5983,21.8832,2.28351,-0.729426,-2.66067,0.199491,7.92033,65.6959,24.7624,1.81014,-0.397167,-2.3722,0.199491,9.04551,63.8834,24.6076,1.90241,-0.395943,-0.742834,0.199491,7.69739,62.835,25.8906,1.99549,-0.515881,-0.943198,0.199491,9.70755,63.4929,25.6884,0.410642,-0.151409,0.483629,0.199645,7.63696,63.5234,22.6995,0.46441,-0.081748,0.556429,0.199491,
0.8888,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,10.6293,61.917,22.2084,2.32873,-0.742469,-2.70588,0.199491,7.96544,65.9315,25.04,1.82991,-0.418466,-2.38326,0.199491,9.17006,64.1373,24.8775,1.90619,-0.405135,-0.736522,0.199491,7.79427,63.0269,26.1274,2.15128,-0.601389,-1.03802,0.199491,9.78705,63.6983,25.9646,0.419697,-0.165703,0.495115,0.199645,7.76233,63.7886,22.9835,0.482188,-0.100677,0.562463,0.199491,
0.8989,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,10.7494,62.2295,22.5204,2.37001,-0.751094,-2.74701,0.199491,8.01478,66.1383,25.3223,1.8533,-0.439733,-2.39896,0.199491,9.30235,64.372,25.1616,1.91545,-0.420267,-0.733184,0.199491,7.89857,63.2343,26.3545,2.05327,-0.548636,-0.996087,0.199491,9.84467,63.8988,26.2322,0.430239,-0.184512,0.506746,0.199645,7.89416,64.0372,23.28,0.498991,-0.117856,0.571381,0.199491,
0.909,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,10.8774,62.5306,22.8076,2.40563,-0.758756,-2.78077,0.199491,8.07215,66.3307,25.6165,1.87631,-0.459152,-2.41666,0.199491,9.42032,64.5932,25.453,1.92786,-0.433389,-0.73798,0.199491,8.00083,63.4339,26.5899,2.16576,-0.603438,-1.06767,0.199491,9.90769,64.0986,26.5038,0.442534,-0.20204,0.51905,0.199645,8.02103,64.2739,23.57,0.512564,-0.136316,0.582644,0.199491,
0.9191,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.0269,62.8136,23.0647,2.43812,-0.764712,-2.80797,0.199491,8.13959,66.524,25.9304,1.89668,-0.47371,-2.43347,0.199491,9.50158,64.8066,25.7417,1.94922,-0.446013,-0.759027,0.199491,8.09503,63.6009,26.8474,2.17368,-0.605669,-1.07975,0.199491,10.0028,64.2998,26.7933,0.453039,-0.21945,0.532769,0.199645,8.12902,64.5065,23.8329,0.527722,-0.148776,0.594542,0.199491,
0.9292,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.1941,63.0834,23.2943,2.46646,-0.767667,-2.82836,0.199491,8.21572,66.7138,26.2636,1.91537,-0.48362,-2.45039,0.199491,9.56022,65.0074,26.0297,1.99061,-0.468766,-0.798513,0.199491,8.1789,63.7406,27.121,2.14135,-0.590278,-1.06595,0.199491,10.1131,64.5057,27.0933,0.462914,-0.235022,0.548025,0.199645,8.2283,64.7312,24.0782,0.538161,-0.164427,0.608271,0.199491,
0.9393,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.3641,63.348,23.5055,2.48722,-0.770596,-2.83989,0.199491,8.29701,66.8805,26.6016,1.93458,-0.492795,-2.46961,0.199491,9.60846,65.1913,26.3257,2.0151,-0.473152,-0.835308,0.199491,8.26983,63.885,27.3949,2.28093,-0.645582,-1.15145,0.199491,10.2214,64.7049,27.3988,0.473981,-0.252815,0.562951,0.199645,8.32504,64.9427,24.3232,0.540456,-0.186743,0.625611,0.199491,
0.9494,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.5288,63.6116,23.7125,2.50361,-0.769541,-2.84776,0.199491,8.38349,67.0174,26.9403,1.95587,-0.502456,-2.49231,0.199491,9.6712,65.3521,26.6326,2.0564,-0.492466,-0.878878,0.199491,8.36524,64.0462,27.6589,2.16941,-0.599839,-1.08909,0.199491,10.3016,64.8983,27.6907,0.488881,-0.269951,0.576529,0.199645,8.43088,65.1374,24.5843,0.545042,-0.203056,0.644719,0.199491,
0.9595,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.6781,63.8725,23.9295,2.51786,-0.771717,-2.85481,0.199491,8.47043,67.1325,27.2703,1.9796,-0.51407,-2.51766,0.199491,9.75275,65.4958,26.9454,2.07474,-0.49885,-0.907206,0.199491,8.46753,64.2193,27.9114,2.33881,-0.660405,-1.19296,0.199491,10.361,65.0775,27.9706,0.507531,-0.284508,0.588378,0.199645,8.54694,65.3158,24.8617,0.549439,-0.219085,0.664249,0.199491,
0.9696,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.8169,64.123,24.1692,2.5376,-0.775671,-2.86958,0.199491,8.5507,67.2433,27.5873,2.00363,-0.527553,-2.54128,0.199491,9.84558,65.6362,27.2512,2.1016,-0.514079,-0.933729,0.199491,8.57115,64.3786,28.1598,2.27192,-0.637039,-1.15835,0.199491,10.4243,65.234,28.246,0.52125,-0.303093,0.600688,0.199645,8.66362,65.4887,25.1451,0.556116,-0.234321,0.681804,0.199491,
0.9797,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.9486,64.3568,24.4407,2.57024,-0.779591,-2.89881,0.199491,8.62141,67.3667,27.894,2.02486,-0.542212,-2.55921,0.199491,9.94041,65.783,27.5376,2.12251,-0.527317,-0.952014,0.199491,8.6715,64.4952,28.4099,2.33294,-0.658116,-1.20282,0.199491,10.5111,65.3694,28.5257,0.530623,-0.317587,0.614217,0.199645,8.77469,65.663,25.4204,0.565926,-0.249991,0.695033,0.199491,
0.9898,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.0738,64.5708,24.7423,2.61503,-0.785499,-2.94193,0.199491,8.68059,67.5046,28.1915,2.04334,-0.559,-2.5713,0.199491,10.0334,65.9384,27.8055,2.14059,-0.540448,-0.963897,0.199491,8.7723,64.5684,28.6587,2.39458,-0.67835,-1.25098,0.199491,10.6254,65.482,28.8119,0.530519,-0.334642,0.63098,0.199645,8.87767,65.8402,25.688,0.57684,-0.269159,0.703649,0.199491,
0.9999,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.1897,64.769,25.0659,2.66764,-0.79008,-2.99476,0.199491,8.73213,67.6415,28.48,2.06267,-0.576849,-2.58163,0.199491,10.1346,66.0943,28.0662,2.16117,-0.557353,-0.971794,0.199491,8.87478,64.6222,28.9019,2.31045,-0.659537,-1.2104,0.199491,10.7476,65.5748,29.095,0.527955,-0.350666,0.648441,0.199645,8.97982,66.013,25.9585,0.590001,-0.288107,0.710127,0.199491,
1.01,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.292,64.958,25.3981,2.72048,-0.795091,-3.0491,0.199491,8.78361,67.7587,28.7615,2.08442,-0.597279,-2.59457,0.199491,10.2518,66.2371,28.3344,2.1726,-0.572487,-0.970808,0.199491,8.98325,64.6862,29.1342,2.47758,-0.704381,-1.32843,0.199491,10.8539,65.6544,29.3644,0.528227,-0.365492,0.664841,0.199645,9.08954,66.1705,26.2447,0.603563,-0.307031,0.716791,0.199491,
1.0201,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.3864,65.1418,25.7243,2.76839,-0.797987,-3.09897,0.199491,8.84103,67.8469,29.041,2.11102,-0.617757,-2.61332,0.199491,10.3812,66.359,28.6161,2.17973,-0.587209,-0.966581,0.199491,9.09825,64.7727,29.359,2.35715,-0.682192,-1.26332,0.199491,10.9354,65.7261,29.6196,0.53077,-0.383079,0.680772,0.199645,9.20738,66.3086,26.5468,0.615373,-0.326111,0.726156,0.199491,
1.0302,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.4845,65.3222,26.0317,2.80943,-0.799732,-3.14103,0.199491,8.90648,67.9116,29.327,2.13872,-0.63778,-2.63557,0.199491,10.5076,66.4605,28.9066,2.19231,-0.603072,-0.969387,0.199491,9.21344,64.865,29.5873,2.50868,-0.716087,-1.37179,0.199491,11.0063,65.7952,29.873,0.538723,-0.398145,0.695424,0.199645,9.3267,66.4309,26.851,0.624466,-0.344804,0.739139,0.199491,
1.0403,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.5992,65.4972,26.3115,2.84478,-0.803346,3.10833,0.199491,8.97867,67.9665,29.6296,2.16543,-0.653502,-2.65856,0.199491,10.6095,66.5471,29.1973,2.21867,-0.61971,-0.989653,0.199491,9.32369,64.9344,29.8267,2.48726,-0.716656,-1.36704,0.199491,11.0928,65.8639,30.1415,0.543437,-0.416,0.712629,0.199645,9.4366,66.5463,27.1397,0.626068,-0.367725,0.7563,0.199491,
1.0504,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.7389,65.6664,26.5646,2.87537,-0.799641,3.08269,0.199491,9.05748,68.0168,29.9552,2.1873,-0.666145,-2.67924,0.199491,10.682,66.6205,29.4812,2.24009,-0.627833,-1.0182,0.199491,9.42537,64.9659,30.081,2.48605,-0.720598,-1.37235,0.199491,11.1998,65.9351,30.4304,0.548503,-0.431267,0.73067,0.199645,9.53249,66.6608,27.4036,0.634687,-0.380144,0.77224,0.199491,
1.0605,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.8896,65.8336,26.7973,2.90021,-0.801569,3.06434,0.199491,9.14283,68.0525,30.293,2.20761,-0.675343,-2.70005,0.199491,10.7369,66.676,29.7654,2.28883,-0.642945,-1.07058,0.199491,9.52539,64.9824,30.3407,2.6154,-0.739682,-1.46319,0.199491,11.3148,66.0045,30.7314,0.550966,-0.448419,0.750636,0.199645,9.62194,66.7664,27.6577,0.637711,-0.394988,0.791469,0.199491,
1.0706,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,13.0386,65.9994,27.0217,2.91864,-0.803648,3.05304,0.199491,9.2367,68.0632,30.6293,2.22923,-0.685158,-2.7239,0.199491,10.7934,66.711,30.0561,2.32415,-0.650837,-1.11699,0.199491,9.62849,65.0096,30.6026,2.4991,-0.730819,-1.38886,0.199491,11.4156,66.0656,31.0276,0.559021,-0.463956,0.767899,0.199645,9.71414,66.8566,27.9179,0.63578,-0.410985,0.81469,0.199491,
1.0807,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,13.1757,66.1609,27.2502,2.93345,-0.804262,3.04403,0.199491,9.33476,68.0494,30.9572,2.25396,-0.694769,-2.75175,0.199491,10.8704,66.7262,30.3543,2.35941,-0.661248,-1.16,0.199491,9.7332,65.0548,30.8599,2.68985,-0.750442,-1.52126,0.199491,11.4913,66.1174,31.3087,0.568848,-0.48072,0.783934,0.199645,9.81715,66.9266,28.1944,0.636767,-0.423088,0.838095,0.199491,
1.0908,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,13.2956,66.3096,27.4944,2.95134,-0.808679,3.03058,0.199491,9.4316,68.0246,31.2716,2.2818,-0.706376,-2.78156,0.199491,10.9642,66.7331,30.6546,2.38197,-0.67043,-1.18946,0.199491,9.84162,65.1044,31.1122,2.59842,-0.74864,-1.46449,0.199491,11.5587,66.1511,31.5776,0.579112,-0.497456,0.798881,0.199645,9.92624,66.9823,28.4839,0.636389,-0.436957,0.861422,0.199491,
1.1009,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,13.4052,66.4361,27.7651,2.97861,-0.810082,3.00539,0.199491,9.51921,68.0048,31.5767,2.30898,-0.719648,-2.80783,0.199491,11.065,66.7452,30.9457,2.41193,-0.684265,-1.21757,0.199491,9.95166,65.1287,31.3586,2.7024,-0.758869,-1.54286,0.199491,11.6403,66.1654,31.8429,0.585495,-0.512297,0.815139,0.199645,10.032,67.0348,28.7751,0.638053,-0.451615,0.881556,0.199491,
1.111,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,13.5075,66.5348,28.064,3.01896,-0.808987,2.96536,0.199491,9.59374,67.9994,31.8774,2.33351,-0.735583,-2.82786,0.199491,11.1635,66.7698,31.2226,2.43191,-0.696727,-1.23424,0.199491,10.0653,65.11,31.5962,2.73774,-0.766009,-1.57665,0.199491,11.7497,66.1603,32.113,0.581744,-0.526957,0.836545,0.199645,10.1291,67.0905,29.0605,0.64082,-0.469059,0.897139,0.199491,
1.1211,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,13.6035,66.607,28.3845,3.06904,-0.80551,2.91368,0.199491,9.65547,68.0029,32.1743,2.35785,-0.752501,-2.84419,0.199491,11.2622,66.8036,31.4903,2.4564,-0.711757,-1.2487,0.199491,10.1828,65.059,31.8249,2.67916,-0.774512,-1.54707,0.199491,11.8808,66.1361,32.3847,0.57416,-0.538328,0.860116,0.199645,10.2195,67.1459,29.3448,0.64605,-0.487659,0.908595,0.199491,
1.1312,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,13.6894,66.6609,28.717,3.12249,-0.80058,2.85724,0.199491,9.71323,67.9988,32.4644,2.38435,-0.771495,-2.86142,0.199491,11.3714,66.8331,31.7597,2.47847,-0.728352,-1.25709,0.199491,10.3028,65.0034,32.0472,2.83963,-0.779427,-1.67241,0.199491,12.0107,66.0983,32.6473,0.56381,-0.550587,0.884981,0.199645,10.3122,67.1897,29.6375,0.653493,-0.505647,0.918455,0.199491,
1.1413,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,13.7648,66.7058,29.0504,-3.11048,-0.79536,2.80345,0.199491,9.77679,67.9715,32.7473,2.41626,-0.789812,-2.88471,0.199491,11.4947,66.8441,32.0387,2.49105,-0.74505,-1.25692,0.199491,10.4254,64.968,32.2682,2.71334,-0.794336,-1.59531,0.199491,12.1204,66.0519,32.8941,0.557706,-0.562902,0.907847,0.199645,10.4131,67.2126,29.9442,0.659942,-0.523636,0.930165,0.199491,
1.1514,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,13.8376,66.7498,29.373,-3.06765,-0.790049,2.75727,0.199491,9.85082,67.9172,33.028,2.45165,-0.808394,-2.91367,0.199491,11.6245,66.8309,32.3263,2.50538,-0.762237,-1.25957,0.199491,10.548,64.95,32.4946,2.89093,-0.791649,-1.73324,0.199491,12.2094,66.0009,33.1318,0.556606,-0.575794,0.928583,0.199645,10.5203,67.2147,30.2587,0.663195,-0.541164,0.946333,0.199491,
1.1615,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,13.9201,66.798,29.6744,-3.03137,-0.786758,2.71978,0.199491,9.93337,67.8428,33.3178,2.48751,-0.823501,-2.94542,0.199491,11.7445,66.7962,32.6161,2.52626,-0.777591,-1.27314,0.199491,10.6669,64.924,32.7293,2.84134,-0.80553,-1.70783,0.199491,12.2956,65.9472,33.3772,0.555235,-0.590393,0.95048,0.199645,10.6257,67.2049,30.5673,0.664505,-0.556813,0.966015,0.199491,
1.1716,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,14.0228,66.8508,29.9511,-2.99866,-0.786921,2.68932,0.199491,10.0214,67.757,33.6274,2.51859,-0.836196,-2.97452,0.199491,11.837,66.745,32.9002,2.56331,-0.789806,-1.30881,0.199491,10.7818,64.8647,32.9708,2.88583,-0.809948,-1.7479,0.199491,12.4,65.8906,33.6454,0.554093,-0.603335,0.973459,0.199645,10.7186,67.1947,30.8569,0.664052,-0.570501,0.988097,0.199491,
1.1817,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,14.145,66.9074,30.2081,-2.97292,-0.784184,2.66793,0.199491,10.116,67.6586,33.9565,2.54438,-0.845901,-3.00038,0.199491,11.9056,66.6779,33.1775,2.60685,-0.797408,-1.35891,0.199491,10.8922,64.7712,33.2168,2.98574,-0.804146,-1.82531,0.199491,12.5176,65.8326,33.9327,0.549104,-0.616588,0.999653,0.199645,10.8006,67.1844,31.1298,0.66031,-0.583072,1.0131,0.199491,
