time,0_rod(payload_bars compound_254q9J).X,0_rod(payload_bars compound_254q9J).Y,0_rod(payload_bars compound_254q9J).Z,0_rod(payload_bars compound_254q9J).Euler1,0_rod(payload_bars compound_254q9J).Euler2,0_rod(payload_bars compound_254q9J).Euler3,0_rod(payload_bars compound_254q9J).mass,1_rod(payload_bars compound_254q9J).X,1_rod(payload_bars compound_254q9J).Y,1_rod(payload_bars compound_254q9J).Z,1_rod(payload_bars compound_254q9J).Euler1,1_rod(payload_bars compound_254q9J).Euler2,1_rod(payload_bars compound_254q9J).Euler3,1_rod(payload_bars compound_254q9J).mass,2_rod(payload_bars compound_254q9J).X,2_rod(payload_bars compound_254q9J).Y,2_rod(payload_bars compound_254q9J).Z,2_rod(payload_bars compound_254q9J).Euler1,2_rod(payload_bars compound_254q9J).Euler2,2_rod(payload_bars compound_254q9J).Euler3,2_rod(payload_bars compound_254q9J).mass,3_rod(payload_bars compound_254q9J).X,3_rod(payload_bars compound_254q9J).Y,3_rod(payload_bars compound_254q9J).Z,3_rod(payload_bars compound_254q9J).Euler1,3_rod(payload_bars compound_254q9J).Euler2,3_rod(payload_bars compound_254q9J).Euler3,3_rod(payload_bars compound_254q9J).mass,4_rod(payload_bars compound_254q9J).X,4_rod(payload_bars compound_254q9J).Y,4_rod(payload_bars compound_254q9J).Z,4_rod(payload_bars compound_254q9J).Euler1,4_rod(payload_bars compound_254q9J).Euler2,4_rod(payload_bars compound_254q9J).Euler3,4_rod(payload_bars compound_254q9J).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.3434,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,1.30756,33.5736,8.44369,0.874809,-0.23392,-1.87921,0.199491,4.81071,37.9671,8.78938,0.768879,0.244932,-1.87705,0.199491,4.08551,36.1504,9.49571,0.821503,0.239503,-0.211035,0.199491,3.92446,36.8902,11.3282,0.830511,0.0652934,-0.333498,0.199491,4.86974,35.5305,10.1693,-0.680497,0.467101,-0.0473656,0.199645,1.955,37.0476,8.81443,-0.697141,0.53596,0.0347323,0.199491,
0.3535,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,1.43044,34.297,8.66041,0.879562,-0.229579,-1.87267,0.199491,4.85954,38.771,9.10394,0.777273,0.226428,-1.89051,0.199491,4.21377,36.9085,9.80131,0.862359,0.162914,-0.209379,0.199491,4.01568,37.6936,11.569,0.899582,-0.0641801,-0.344124,0.199491,4.96723,36.3784,10.4662,-0.644106,0.47788,-0.0357215,0.199645,2.06179,37.7639,9.10945,-0.674498,0.551947,0.0466116,0.199491,
0.3636,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,1.6064,35.0087,8.91999,0.911191,-0.239794,-1.87981,0.199491,4.93165,39.5763,9.38597,0.816085,0.229748,-1.88789,0.199491,4.30416,37.7013,10.0707,0.881233,0.176833,-0.215186,0.199491,4.07222,38.4601,11.8923,0.923881,-0.0746617,-0.348026,0.199491,5.09344,37.1555,10.7475,-0.622339,0.470407,-0.0300029,0.199645,2.13603,38.5034,9.36351,-0.646009,0.546856,0.0530793,0.199491,
0.3737,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,1.82356,35.7109,9.22262,0.953716,-0.261269,-1.89814,0.199491,5.01546,40.3898,9.64078,0.81085,0.221262,-1.88751,0.199491,4.36511,38.5206,10.3148,0.899404,0.185606,-0.222257,0.199491,4.10982,39.1838,12.2443,0.893514,0.0533607,-0.347935,0.199491,5.23324,37.8673,11.0352,-0.609964,0.446853,-0.0277274,0.199645,2.19213,39.2659,9.59189,-0.612319,0.515037,0.0547546,0.199491,
0.3838,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,2.04123,36.425,9.53285,0.986309,-0.286552,-1.91804,0.199491,5.07404,41.2051,9.88894,0.840584,0.21857,-1.87947,0.199491,4.44615,39.2942,10.544,0.921501,0.16642,-0.215806,0.199491,4.14606,39.9056,12.5878,0.981642,-0.14135,-0.360337,0.199491,5.35915,38.5804,11.3353,-0.596216,0.45527,-0.0261812,0.199645,2.26815,40.0009,9.8303,-0.57802,0.514731,0.0595655,0.199491,
0.3939,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,2.23939,37.1605,9.83319,1.00235,-0.309041,-1.93168,0.199491,5.1002,42.0024,10.1534,0.851056,0.199472,-1.88237,0.199491,4.56954,39.9987,10.7866,0.932606,0.162304,-0.198135,0.199491,4.19047,40.6342,12.8657,0.922147,0.0647057,-0.373132,0.199491,5.43959,39.3396,11.6432,-0.572937,0.421465,-0.0203937,0.199645,2.39107,40.6886,10.1068,-0.542542,0.533224,0.066868,0.199491,
0.404,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,2.44011,37.9065,10.1295,1.02777,-0.321581,-1.94723,0.199491,5.10907,42.7529,10.4448,0.884534,0.181179,-1.88574,0.199491,4.70918,40.6724,11.0572,0.938099,0.166342,-0.181561,0.199491,4.2594,41.3594,13.0699,1.02137,-0.133367,-0.387825,0.199491,5.47247,40.133,11.9487,-0.542354,0.437963,-0.0123368,0.199645,2.53554,41.3524,10.4084,-0.510809,0.531393,0.076707,0.199491,
0.4141,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,2.64265,38.6373,10.413,1.04661,-0.335747,-1.9591,0.199491,5.12994,43.4675,10.7471,0.897101,0.162748,-1.89275,0.199491,4.82738,41.3822,11.3484,0.961575,0.130315,-0.179133,0.199491,4.33599,42.0695,13.2804,1.00383,-0.0460937,-0.390463,0.199491,5.52875,40.8883,12.2405,-0.512502,0.423546,-0.00338198,0.199645,2.65655,42.0248,10.6987,-0.488613,0.450992,0.0841064,0.199491,
0.4242,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,2.82478,39.2846,10.6615,1.10314,-0.335719,-1.97365,0.199491,5.21626,44.1988,11.0415,0.916551,0.158766,-1.89829,0.199491,4.90489,42.1254,11.6291,0.96412,0.20683,-0.197456,0.199491,4.39554,42.7674,13.6076,1.02808,-0.0546117,-0.391027,0.199491,5.65033,41.6108,12.5198,-0.487367,0.412014,0.00471533,0.199645,2.72491,42.7152,10.9384,-0.457589,0.481836,0.0939946,0.199491,
0.4343,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,2.96455,39.9023,10.8682,1.10979,-0.345401,-1.96889,0.199491,5.31678,44.9501,11.3351,0.945818,0.160567,-1.90304,0.199491,4.98168,42.8629,11.9152,1.01467,0.121419,-0.212783,0.199491,4.44204,43.4567,13.9622,1.08915,-0.151761,-0.402478,0.199491,5.82142,42.3194,12.8067,-0.467038,0.416653,0.0151525,0.199645,2.78565,43.3835,11.1801,-0.428175,0.505968,0.103595,0.199491,
0.4444,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,3.10167,40.5165,11.0626,1.11611,-0.346995,-1.95901,0.199491,5.39558,45.6544,11.6457,0.967244,0.153832,-1.91218,0.199491,5.06549,43.601,12.2204,1.0477,0.116338,-0.234424,0.199491,4.5227,44.1434,14.2733,1.03971,0.0107938,-0.40667,0.199491,5.96858,43.0261,13.104,-0.436689,0.3909,0.0266773,0.199645,2.85352,44.046,11.4311,-0.409596,0.49437,0.114508,0.199491,
0.4545,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,3.26277,41.1465,11.263,1.15327,-0.335507,-1.96204,0.199491,5.47476,46.3096,11.9891,0.992443,0.15001,-1.92499,0.199491,5.15585,44.2927,12.5561,1.076,0.0952799,-0.258024,0.199491,4.61146,44.834,14.5216,1.14987,-0.195031,-0.409907,0.199491,6.05593,43.777,13.3712,-0.403246,0.40239,0.0402566,0.199645,2.94225,44.6801,11.7059,-0.389464,0.486918,0.128537,0.199491,
0.4646,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,3.4183,41.7942,11.4725,1.16611,-0.332249,-1.95595,0.199491,5.53918,46.9454,12.328,1.01376,0.136171,-1.94044,0.199491,5.26046,44.9628,12.8959,1.08326,0.137022,-0.278224,0.199491,4.7121,45.5144,14.7331,1.10566,-0.0419359,-0.402713,0.199491,6.11986,44.5199,13.6503,-0.365921,0.401157,0.0541249,0.199645,3.04862,45.2956,11.9966,-0.372211,0.458489,0.140174,0.199491,
0.4747,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,3.5765,42.4204,11.6898,1.1815,-0.332153,-1.95666,0.199491,5.58983,47.6063,12.6462,1.04367,0.126843,-1.95017,0.199491,5.37588,45.6151,13.2028,1.12207,0.0724241,-0.284028,0.199491,4.79283,46.1851,14.9866,1.1779,-0.161742,-0.416614,0.199491,6.1968,45.2293,13.9418,-0.333414,0.388308,0.065455,0.199645,3.16215,45.9086,12.2788,-0.348952,0.46461,0.154501,0.199491,
0.4848,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,3.7508,43.0428,11.9389,1.20229,-0.345054,-1.96372,0.199491,5.6519,48.291,12.9326,1.06222,0.117892,-1.95548,0.199491,5.4712,46.2739,13.4742,1.13813,0.0821327,-0.289084,0.199491,4.84437,46.8127,15.2983,1.19425,-0.155997,-0.426871,0.199491,6.31304,45.8948,14.2374,-0.311887,0.388751,0.0745707,0.199645,3.25813,46.5221,12.5343,-0.320181,0.46674,0.163155,0.199491,
0.4949,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,3.95705,43.664,12.2291,1.23844,-0.36484,-1.98384,0.199491,5.71679,48.9795,13.1998,1.07919,0.11048,-1.95441,0.199491,5.54236,46.9444,13.7216,1.15734,0.0739393,-0.29333,0.199491,4.88534,47.4026,15.629,1.17115,-0.0745294,-0.429781,0.199491,6.44421,46.5083,14.5363,-0.299329,0.363487,0.0799495,0.199645,3.33913,47.1509,12.7695,-0.290977,0.445561,0.166812,0.199491,
0.505,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,4.17499,44.3013,12.5399,1.27832,-0.387789,-2.01058,0.199491,5.76516,49.648,13.4637,1.0878,0.0981701,-1.95329,0.199491,5.62465,47.5909,13.9614,1.17644,0.055341,-0.29129,0.199491,4.92734,47.9837,15.9464,1.25733,-0.227167,-0.449376,0.199491,6.55754,47.111,14.8342,-0.284387,0.358876,0.0846424,0.199645,3.43066,47.7672,13.0093,-0.261867,0.425962,0.1723,0.199491,
0.5151,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,4.37214,44.9479,12.8453,1.30289,-0.411116,-2.03055,0.199491,5.7938,50.2969,13.7344,1.11081,0.0828076,-1.95593,0.199491,5.74502,48.1951,14.214,1.1818,0.0633872,-0.280998,0.199491,4.97811,48.5675,16.2151,1.19305,-0.0624784,-0.451743,0.199491,6.6291,47.732,15.1362,-0.264839,0.343533,0.09154,0.199645,3.55767,48.3549,13.2796,-0.228632,0.424789,0.179721,0.199491,
0.5252,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,4.55631,45.591,13.1361,1.32713,-0.426607,-2.04896,0.199491,5.81124,50.9162,14.02,1.13037,0.0604146,-1.96319,0.199491,5.88853,48.7697,14.4836,1.19177,0.050516,-0.267614,0.199491,5.04553,49.1591,16.4438,1.29879,-0.23678,-0.480438,0.199491,6.6641,48.3696,15.439,-0.23864,0.332602,0.100456,0.199645,3.70564,48.921,13.5717,-0.197213,0.427688,0.190439,0.199491,
0.5353,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,4.73948,46.2195,13.4111,1.35092,-0.439736,-2.06484,0.199491,5.8393,51.5071,14.3169,1.15464,0.0441459,-1.97143,0.199491,6.01292,49.3569,14.7693,1.21116,0.0275023,-0.265186,0.199491,5.12031,49.743,16.6759,1.26966,-0.150308,-0.483475,0.199491,6.71532,48.9897,15.7335,-0.212265,0.322488,0.110404,0.199645,3.83952,49.4826,13.8572,-0.179182,0.378602,0.19824,0.199491,
0.5454,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,4.92981,46.7914,13.6605,1.39837,-0.441836,-2.0843,0.199491,5.91223,52.1061,14.6198,1.1658,0.0323913,-1.97956,0.199491,6.08789,49.9693,15.0556,1.21481,0.0697142,-0.281903,0.199491,5.18339,50.3017,16.9745,1.30252,-0.180009,-0.490807,0.199491,6.82277,49.5889,16.0219,-0.188451,0.314178,0.120081,0.199645,3.92623,50.0536,14.1012,-0.149151,0.390497,0.209693,0.199491,
0.5555,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.10408,47.3282,13.873,1.41674,-0.451308,-2.08846,0.199491,6.00179,52.7159,14.9297,1.19268,0.0314798,-1.98797,0.199491,6.1532,50.5769,15.3474,1.26202,0.00113024,-0.304262,0.199491,5.23113,50.8473,17.3033,1.35733,-0.248649,-0.504172,0.199491,6.96296,50.1879,16.3116,-0.16914,0.302433,0.131648,0.199645,4.00458,50.6069,14.3383,-0.122148,0.395277,0.220649,0.199491,
0.5656,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.26661,47.8528,14.0626,1.42421,-0.457171,-2.08214,0.199491,6.07822,53.2946,15.2475,1.21086,0.0226549,-1.99968,0.199491,6.22145,51.1822,15.6534,1.28799,0.00649876,-0.329504,0.199491,5.30328,51.3974,17.6116,1.30742,-0.128104,-0.502463,0.199491,7.0976,50.7785,16.615,-0.142699,0.291116,0.143875,0.199645,4.08603,51.1498,14.5826,-0.105584,0.379269,0.232441,0.199491,
0.5757,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.43588,48.3831,14.2517,1.45037,-0.449743,-2.08529,0.199491,6.15663,53.8365,15.5867,1.23753,0.017606,-2.01457,0.199491,6.30363,51.7496,15.98,1.32359,-0.0304539,-0.354631,0.199491,5.38337,51.9556,17.8791,1.42338,-0.297586,-0.525735,0.199491,7.18239,51.3904,16.8972,-0.11364,0.281285,0.157176,0.199645,4.18676,51.672,14.8478,-0.0867695,0.373322,0.247458,0.199491,
0.5858,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.60031,48.9304,14.4546,1.4651,-0.448527,-2.08322,0.199491,6.22932,54.3499,15.9246,1.25681,0.00345425,-2.03153,0.199491,6.39472,52.2975,16.3148,1.33069,-0.00328681,-0.376356,0.199491,5.47942,52.5095,18.1119,1.36602,-0.167015,-0.512008,0.199491,7.24027,51.9931,17.1786,-0.0803696,0.279807,0.170722,0.199645,4.30012,52.1789,15.1275,-0.0737722,0.344945,0.259831,0.199491,
0.5959,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.77154,49.4692,14.6723,1.48274,-0.450439,-2.08764,0.199491,6.28711,54.8682,16.2481,1.28274,-0.00710849,-2.0451,0.199491,6.49564,52.834,16.6291,1.36348,-0.0435578,-0.390765,0.199491,5.56345,53.048,18.3609,1.45235,-0.283948,-0.535419,0.199491,7.30375,52.5659,17.4669,-0.0512234,0.268101,0.181893,0.199645,4.41815,52.6858,15.4046,-0.055128,0.334104,0.273742,0.199491,
0.606,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.94885,50.0033,14.917,1.50561,-0.461932,-2.0991,0.199491,6.34483,55.4107,16.547,1.30019,-0.0190773,-2.05375,0.199491,6.59044,53.3674,16.9103,1.38074,-0.0477351,-0.39931,0.199491,5.62338,53.5435,18.6517,1.45511,-0.262313,-0.543231,0.199491,7.39921,53.1095,17.7636,-0.0311024,0.256425,0.191858,0.199645,4.5284,53.1885,15.6617,-0.0299937,0.330921,0.284072,0.199491,
0.6161,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,6.13888,50.5354,15.1976,1.53626,-0.480964,-2.12028,0.199491,6.3999,55.9658,16.8261,1.31821,-0.0293711,-2.05704,0.199491,6.67157,53.9038,17.1654,1.39848,-0.0572141,-0.40459,0.199491,5.67289,53.9991,18.9616,1.44147,-0.220637,-0.548505,0.199491,7.51945,53.6129,18.0675,-0.0182537,0.242204,0.200278,0.199645,4.62786,53.6979,15.9028,-0.00373604,0.316853,0.289272,0.199491,
0.6262,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,6.33532,51.0778,15.5055,1.57662,-0.501305,-2.15152,0.199491,6.44585,56.5043,17.0972,1.32872,-0.0444575,-2.05806,0.199491,6.75989,54.4264,17.41,1.41771,-0.0772315,-0.405013,0.199491,5.72261,54.4409,19.2649,1.52751,-0.33436,-0.580505,0.199491,7.63065,54.0954,18.3685,-0.00710672,0.223983,0.206881,0.199645,4.7317,54.2019,16.1445,0.0217494,0.298918,0.294671,0.199491,
0.6363,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,6.51819,51.6278,15.8183,1.6096,-0.523519,-2.18,0.199491,6.48036,57.0172,17.3704,1.34758,-0.06103,-2.06264,0.199491,6.87492,54.9227,17.6655,1.42287,-0.0764218,-0.39851,0.199491,5.78307,54.8856,19.5317,1.4539,-0.206677,-0.571398,0.199491,7.70685,54.5767,18.6653,0.00898809,0.212602,0.214792,0.199645,4.85811,54.6886,16.4092,0.0495475,0.285889,0.30084,0.199491,
0.6464,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,6.68862,52.1721,16.1185,1.63878,-0.540806,-2.20544,0.199491,6.50773,57.5022,17.6524,1.36658,-0.0831512,-2.07116,0.199491,7.01258,55.3952,17.937,1.43017,-0.0850152,-0.389259,0.199491,5.85742,55.3408,19.7673,1.57307,-0.357021,-0.616576,0.199491,7.74777,55.0624,18.9596,0.0293178,0.197412,0.223628,0.199645,5.0029,55.1576,16.6952,0.0774415,0.278909,0.30978,0.199491,
0.6565,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,6.85649,52.7017,16.3982,1.66646,-0.55405,-2.22749,0.199491,6.541,57.9643,17.9452,1.38907,-0.101991,-2.08241,0.199491,7.14396,55.8604,18.2212,1.44255,-0.0985444,-0.386009,0.199491,5.93677,55.796,20.0029,1.52559,-0.27306,-0.612321,0.199491,7.7896,55.545,19.2506,0.0516671,0.182443,0.23334,0.199645,5.1447,55.6147,16.9814,0.100009,0.26315,0.320119,0.199491,
0.6666,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,7.03412,53.1946,16.6529,1.6919,-0.567316,-2.24396,0.199491,6.60004,58.4295,18.2488,1.40534,-0.116584,-2.09254,0.199491,7.2289,56.3399,18.5099,1.45944,-0.1044,-0.399362,0.199491,6.00991,56.2245,20.2748,1.57563,-0.322447,-0.633676,0.199491,7.88266,56.0137,19.5456,0.0719796,0.169092,0.243725,0.199645,5.25235,56.0715,17.2372,0.123987,0.255546,0.33062,0.199491,
0.6767,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,7.22004,53.6515,16.8761,1.72261,-0.572539,-2.2589,0.199491,6.68106,58.9036,18.5673,1.4247,-0.123474,-2.10385,0.199491,7.29154,56.8147,18.7993,1.49259,-0.133433,-0.424887,0.199491,6.06496,56.631,20.5849,1.62086,-0.36215,-0.650567,0.199491,7.99924,56.4879,19.8386,0.0897225,0.157401,0.255928,0.199645,5.34661,56.5167,17.4726,0.145151,0.245852,0.341062,0.199491,
0.6868,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,7.3991,54.0939,17.0723,1.73939,-0.578425,-2.26186,0.199491,6.75752,59.3553,18.8927,1.4447,-0.130613,-2.11746,0.199491,7.34498,57.2845,19.1024,1.51554,-0.130969,-0.453824,0.199491,6.13499,57.0401,20.8859,1.57015,-0.280449,-0.640519,0.199491,8.12541,56.9541,20.1452,0.109414,0.140795,0.268337,0.199645,5.43689,56.9489,17.7101,0.157157,0.221368,0.352582,0.199491,
0.6969,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,7.57721,54.534,17.2595,1.75814,-0.57612,-2.26521,0.199491,6.83629,59.7738,19.23,1.46607,-0.139014,-2.13429,0.199491,7.41285,57.7281,19.4217,1.55682,-0.168973,-0.485223,0.199491,6.21383,57.4606,21.1633,1.69596,-0.414138,-0.685275,0.199491,8.213,57.4252,20.438,0.134141,0.12831,0.280835,0.199645,5.54118,57.3667,17.9656,0.170748,0.206798,0.367227,0.199491,
0.707,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,7.74638,54.9836,17.4557,1.77518,-0.573945,-2.26747,0.199491,6.91299,60.164,19.5694,1.48838,-0.150455,-2.15375,0.199491,7.49525,58.1467,19.751,1.56899,-0.16138,-0.509131,0.199491,6.30608,57.8873,21.4115,1.62105,-0.306686,-0.659977,0.199491,8.26979,57.8917,20.7224,0.16212,0.119546,0.29349,0.199645,5.65937,57.7665,18.2378,0.182356,0.187729,0.382041,0.199491,
0.7171,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,7.91412,55.4322,17.67,1.79066,-0.576792,-2.27255,0.199491,6.97947,60.5454,19.8966,1.51085,-0.163585,-2.17145,0.199491,7.58711,58.5562,20.0709,1.59406,-0.180743,-0.529393,0.199491,6.39821,58.3019,21.6568,1.73043,-0.415907,-0.702692,0.199491,8.32498,58.3314,21.0085,0.187822,0.105378,0.304474,0.199645,5.78147,58.1641,18.5146,0.195849,0.171051,0.396302,0.199491,
0.7272,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,8.08531,55.8759,17.9125,1.81633,-0.584187,-2.28855,0.199491,7.03973,60.9422,20.2064,1.52978,-0.176621,-2.18412,0.199491,7.6801,58.9623,20.3634,1.61627,-0.197232,-0.543488,0.199491,6.47322,58.6762,21.9268,1.71453,-0.38417,-0.702589,0.199491,8.40299,58.7463,21.3006,0.207513,0.0934843,0.314906,0.199645,5.89949,58.5598,18.7774,0.215554,0.162265,0.408061,0.199491,
0.7373,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,8.25834,56.3136,18.1887,1.84815,-0.600089,-2.3134,0.199491,7.09395,61.3565,20.4978,1.54669,-0.189378,-2.19153,0.199491,7.76569,59.3707,20.6288,1.63094,-0.204116,-0.551732,0.199491,6.53827,59.0047,22.2139,1.71541,-0.37446,-0.711758,0.199491,8.5112,59.1303,21.6023,0.217933,0.0756468,0.325191,0.199645,6.00884,58.9582,19.0254,0.237249,0.147747,0.414396,0.199491,
0.7474,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,8.431,56.7511,18.4943,1.88989,-0.617155,-2.34943,0.199491,7.14062,61.7667,20.7765,1.56002,-0.20542,-2.19525,0.199491,7.85674,59.7733,20.879,1.65099,-0.223486,-0.555853,0.199491,6.60121,59.3106,22.5019,1.7998,-0.452062,-0.755523,0.199491,8.62437,59.4885,21.904,0.226075,0.0589023,0.334441,0.199645,6.11781,59.3551,19.2706,0.259294,0.130702,0.41944,0.199491,
0.7575,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,8.59147,57.1924,18.8133,1.93078,-0.635959,-2.38723,0.199491,7.18074,62.1533,21.0514,1.57689,-0.223073,-2.20109,0.199491,7.96804,60.1581,21.1346,1.66038,-0.23345,-0.552469,0.199491,6.67248,59.6187,22.7667,1.71629,-0.360809,-0.733646,0.199491,8.71411,59.8346,22.1974,0.236171,0.0427048,0.343642,0.199645,6.24039,59.7397,19.5326,0.282107,0.113628,0.424665,0.199491,
