time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_5KJ2Nf).X,6_rod(payload_bars compound_5KJ2Nf).Y,6_rod(payload_bars compound_5KJ2Nf).Z,6_rod(payload_bars compound_5KJ2Nf).Euler1,6_rod(payload_bars compound_5KJ2Nf).Euler2,6_rod(payload_bars compound_5KJ2Nf).Euler3,6_rod(payload_bars compound_5KJ2Nf).mass,7_rod(payload_bars compound_5KJ2Nf).X,7_rod(payload_bars compound_5KJ2Nf).Y,7_rod(payload_bars compound_5KJ2Nf).Z,7_rod(payload_bars compound_5KJ2Nf).Euler1,7_rod(payload_bars compound_5KJ2Nf).Euler2,7_rod(payload_bars compound_5KJ2Nf).Euler3,7_rod(payload_bars compound_5KJ2Nf).mass,8_rod(payload_bars compound_5KJ2Nf).X,8_rod(payload_bars compound_5KJ2Nf).Y,8_rod(payload_bars compound_5KJ2Nf).Z,8_rod(payload_bars compound_5KJ2Nf).Euler1,8_rod(payload_bars compound_5KJ2Nf).Euler2,8_rod(payload_bars compound_5KJ2Nf).Euler3,8_rod(payload_bars compound_5KJ2Nf).mass,9_rod(payload_bars compound_5KJ2Nf).X,9_rod(payload_bars compound_5KJ2Nf).Y,9_rod(payload_bars compound_5KJ2Nf).Z,9_rod(payload_bars compound_5KJ2Nf).Euler1,9_rod(payload_bars compound_5KJ2Nf).Euler2,9_rod(payload_bars compound_5KJ2Nf).Euler3,9_rod(payload_bars compound_5KJ2Nf).mass,10_rod(payload_bars compound_5KJ2Nf).X,10_rod(payload_bars compound_5KJ2Nf).Y,10_rod(payload_bars compound_5KJ2Nf).Z,10_rod(payload_bars compound_5KJ2Nf).Euler1,10_rod(payload_bars compound_5KJ2Nf).Euler2,10_rod(payload_bars compound_5KJ2Nf).Euler3,10_rod(payload_bars compound_5KJ2Nf).mass,
0.7272,-2.39212,53.5631,15.1721,-0.894361,1.00181,-1.59076,0.199491,0.635488,50.8769,8.80203,-0.888877,1.00314,-1.58837,0.199491,-1.07752,51.9884,10.7798,-0.726238,0.990586,0.118765,0.199491,0.706637,49.5166,12.2473,-0.756858,0.829219,0.105036,0.199491,-0.970257,49.5239,11.5772,3.04113,0.484775,-1.26124,0.199645,1.29599,52.646,12.5904,-3.13178,0.441671,-1.19548,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.7373,-2.33618,53.8645,15.4054,-0.771134,1.01505,-1.47173,0.199491,0.60638,51.191,8.92117,-1.01627,1.01695,-1.68313,0.199491,-1.1024,52.3272,10.9469,-0.713456,1.10541,0.148441,0.199491,0.701034,49.7459,12.406,-0.748616,0.963254,0.118581,0.199491,-1.03495,49.8014,11.7303,3.12679,0.439229,-1.22843,0.199645,1.3272,52.9148,12.7453,3.1005,0.441539,-1.22223,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.7474,-2.28776,54.1411,15.6397,-0.669344,1.02273,-1.37,0.199491,0.578346,51.4895,9.03625,-1.05982,1.03301,-1.70795,0.199491,-1.1215,52.6579,11.1198,-0.698123,1.19454,0.18006,0.199491,0.692647,49.969,12.5724,-0.734349,1.10345,0.140684,0.199491,-1.09692,50.0866,11.8766,-3.05601,0.382357,-1.1903,0.199645,1.35916,53.1703,12.8966,3.06452,0.436617,-1.24332,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.7575,-2.23375,54.4019,15.8622,-0.633295,1.03484,-1.32306,0.199491,0.542475,51.7735,9.14921,-0.909455,1.05536,-1.56498,0.199491,-1.14759,52.9824,11.2958,-0.71347,1.20329,0.181844,0.199491,0.681693,50.1835,12.7448,-0.731798,1.17713,0.15498,0.199491,-1.15302,50.3664,12.0186,-3.06988,0.365164,-1.19778,0.199645,1.39704,53.4162,13.057,3.0647,0.421187,-1.2503,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.7676,-2.17673,54.653,16.084,-0.608106,1.04695,-1.28404,0.199491,0.510386,52.0484,9.26297,-0.620873,1.04988,-1.29988,0.199491,-1.17816,53.2983,11.469,-0.756091,1.1523,0.158598,0.199491,0.6748,50.3914,12.9059,-0.779398,1.09968,0.123819,0.199491,-1.21684,50.6275,12.1691,3.12008,0.377462,-1.23513,0.199645,1.43628,53.655,13.2229,3.10098,0.391778,-1.24118,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.7777,-2.1147,54.8968,16.3127,-0.652296,1.06868,-1.30512,0.199491,0.47881,52.3162,9.37804,-0.483411,1.03689,-1.16606,0.199491,-1.20922,53.6063,11.6388,-0.798538,1.08736,0.136542,0.199491,0.663332,50.5885,13.066,-0.823115,0.986519,0.0951282,0.199491,-1.27603,50.8788,12.3226,3.01224,0.391049,-1.27772,0.199645,1.47042,53.8765,13.382,3.1122,0.372628,-1.24422,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.7878,-2.05957,55.1262,16.5369,-0.818464,1.10355,-1.43636,0.199491,0.448358,52.5698,9.49386,-0.702911,1.08387,-1.34291,0.199491,-1.23748,53.9039,11.815,-0.835113,1.03195,0.120152,0.199491,0.651542,50.7819,13.2232,-0.841146,1.00152,0.0896505,0.199491,-1.33429,51.1235,12.4755,3.0107,0.371986,-1.27813,0.199645,1.50693,54.0874,13.5417,3.05888,0.373091,-1.26998,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.7979,-2.00936,55.3472,16.762,-1.00522,1.12912,-1.58939,0.199491,0.414691,52.8177,9.61509,-1.11177,1.10803,-1.69455,0.199491,-1.25416,54.1836,11.9899,-0.846709,1.07641,0.124553,0.199491,0.639916,50.963,13.3794,-0.832004,1.1546,0.107907,0.199491,-1.39597,51.3637,12.6323,3.07234,0.335797,-1.25851,0.199645,1.54324,54.2869,13.6938,2.98618,0.377215,-1.30198,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.808,-1.94903,55.56,16.9803,-0.959906,1.14923,-1.532,0.199491,0.379983,53.0582,9.7433,-0.92977,1.12554,-1.51928,0.199491,-1.27332,54.448,12.1668,-0.836854,1.17472,0.148541,0.199491,0.627383,51.1372,13.5316,-0.839213,1.21361,0.110888,0.199491,-1.45613,51.5955,12.7886,3.01453,0.335768,-1.27983,0.199645,1.57236,54.4727,13.8481,3.01122,0.354955,-1.29847,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8181,-1.88824,55.7561,17.1891,-0.744125,1.1577,-1.31589,0.199491,0.342509,53.2873,9.8765,-0.656296,1.11629,-1.26022,0.199491,-1.28906,54.6967,12.3476,-0.862788,1.16587,0.139035,0.199491,0.610165,51.3139,13.679,-0.892749,1.08714,0.0717607,0.199491,-1.51182,51.8222,12.9481,2.95093,0.336736,-1.30165,0.199645,1.60057,54.6448,14.0048,3.00657,0.339743,-1.30564,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8282,-1.82458,55.9328,17.3871,-0.79086,1.18006,-1.3417,0.199491,0.303524,53.5125,10.0214,-1.03081,1.15266,-1.58751,0.199491,-1.29863,54.9339,12.5315,-0.908774,1.09671,0.111987,0.199491,0.586043,51.4878,13.8218,-0.909867,1.13773,0.0660599,0.199491,-1.56308,52.0418,13.1166,3.00795,0.304992,-1.28624,0.199645,1.62372,54.8014,14.1529,2.93331,0.342082,-1.33552,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8383,-1.75572,56.0994,17.5729,-1.07651,1.20843,-1.59112,0.199491,0.263097,53.7328,10.1771,-1.00443,1.16784,-1.55136,0.199491,-1.29844,55.1482,12.7209,-0.911317,1.17949,0.125064,0.199491,0.5577,51.6575,13.9595,-0.912318,1.27094,0.0723801,0.199491,-1.61305,52.255,13.2854,2.92956,0.309924,-1.31335,0.199645,1.63628,54.9467,14.3016,2.97428,0.316258,-1.32663,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8484,-1.68684,56.2511,17.7503,-1.13633,1.22567,-1.63141,0.199491,0.219031,53.9443,10.3445,-0.74001,1.16688,-1.29527,0.199491,-1.2949,55.3435,12.9129,-0.922137,1.23182,0.130358,0.199491,0.525091,51.8282,14.0917,-0.958674,1.1744,0.0390838,0.199491,-1.65445,52.4652,13.4581,2.93382,0.293486,-1.31527,0.199645,1.64479,55.0764,14.4462,2.93198,0.309892,-1.34436,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8585,-1.61678,56.3884,17.9209,-0.915498,1.23959,-1.40651,0.199491,0.174173,54.1473,10.5205,-1.0611,1.19729,-1.58015,0.199491,-1.28573,55.5228,13.1068,-0.973728,1.16588,0.096946,0.199491,0.484024,52,14.2182,-0.990209,1.12603,0.0196916,0.199491,-1.68961,52.6667,13.6341,2.9614,0.27152,-1.31144,0.199645,1.64952,55.1928,14.5893,2.87987,0.304225,-1.36389,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8686,-1.54229,56.5155,18.0872,-0.807381,1.24765,-1.287,0.199491,0.130083,54.3426,10.7035,-1.24979,1.20665,-1.74465,0.199491,-1.27413,55.6847,13.3013,-1.00562,1.15771,0.0826255,0.199491,0.439506,52.1685,14.342,-1.01545,1.25868,0.00539208,0.199491,-1.72058,52.8589,13.8092,2.86783,0.27887,-1.34082,0.199645,1.64586,55.297,14.7329,2.92409,0.278085,-1.35453,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8787,-1.46894,56.6308,18.2497,-0.996226,1.27501,-1.45001,0.199491,0.0838403,54.5284,10.8915,-1.00318,1.22714,-1.50117,0.199491,-1.25871,55.831,13.4971,-1.01777,1.2456,0.0858107,0.199491,0.391582,52.3302,14.464,-1.05509,1.33901,-0.0214095,0.199491,-1.74803,53.0438,13.986,2.83746,0.270266,-1.35268,0.199645,1.64156,55.392,14.8741,2.91567,0.262951,-1.36069,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8888,-1.39531,56.7344,18.4105,-1.33122,1.28837,-1.75554,0.199491,0.0372254,54.7039,11.0827,-0.796183,1.22984,-1.29272,0.199491,-1.24321,55.9661,13.6921,-1.03383,1.3199,0.0854736,0.199491,0.341466,52.4847,14.5846,-1.08717,1.28451,-0.0405428,0.199491,-1.77125,53.2196,14.1625,2.89135,0.243079,-1.34301,0.199645,1.63523,55.4765,15.0162,2.84594,0.259008,-1.38177,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8989,-1.31969,56.8282,18.5716,-1.57648,1.28473,-1.97671,0.199491,-0.00760584,54.8709,11.2752,-0.852596,1.24974,-1.33186,0.199491,-1.22653,56.0887,13.8867,-1.07374,1.33066,0.0625131,0.199491,0.289158,52.6304,14.7053,-1.10758,1.19475,-0.0492733,0.199491,-1.79386,53.384,14.3381,2.91718,0.221638,-1.342,0.199645,1.62553,55.5521,15.1578,2.79113,0.250959,-1.39777,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.909,-1.24456,56.9106,18.7326,-1.71936,1.28357,-2.10028,0.199491,-0.0522361,55.0272,11.4685,-1.12496,1.27476,-1.57782,0.199491,-1.21051,56.2007,14.0804,-1.12232,1.30484,0.0308957,0.199491,0.235816,52.7685,14.8263,-1.13064,1.14639,-0.0600726,0.199491,-1.81507,53.5378,14.5137,2.88411,0.21318,-1.35421,0.199645,1.61641,55.6185,15.2994,2.77896,0.235011,-1.40246,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.9191,-1.17026,56.9813,18.8944,-1.8043,1.28946,-2.16859,0.199491,-0.0968194,55.1725,11.6622,-1.4643,1.2745,-1.89007,0.199491,-1.19503,56.3037,14.2722,-1.16647,1.27314,0.00312596,0.199491,0.181544,52.8987,14.9477,-1.16266,1.15834,-0.0786042,0.199491,-1.83413,53.681,14.6901,2.81959,0.210541,-1.37236,0.199645,1.60739,55.6749,15.4407,2.79379,0.214297,-1.4011,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.9292,-1.0957,57.0419,19.0567,-1.81952,1.30736,-2.16999,0.199491,-0.140208,55.308,11.8563,-1.71264,1.25911,-2.11563,0.199491,-1.17956,56.3959,14.4631,-1.20674,1.25028,-0.0208685,0.199491,0.127437,53.0183,15.0693,-1.20381,1.19866,-0.105619,0.199491,-1.85336,53.8139,14.8663,2.74913,0.207414,-1.3909,0.199645,1.59694,55.723,15.5817,2.81274,0.192614,-1.39956,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.9393,-1.02187,57.0922,19.219,-1.75455,1.33656,-2.09326,0.199491,-0.183464,55.4338,12.0506,-1.79446,1.26479,-2.18254,0.199491,-1.1638,56.4763,14.6536,-1.24844,1.25571,-0.0464355,0.199491,0.0734391,53.1266,15.1926,-1.26321,1.26154,-0.149804,0.199491,-1.87207,53.9378,15.0411,2.69738,0.199424,-1.40453,0.199645,1.58615,55.7632,15.7228,2.81561,0.173392,-1.40169,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.9494,-0.948509,57.1315,19.3819,-1.59827,1.36944,-1.92622,0.199491,-0.226468,55.5492,12.244,-1.68385,1.30538,-2.06466,0.199491,-1.14789,56.5468,14.8439,-1.29886,1.28713,-0.0807263,0.199491,0.0185992,53.2254,15.3174,-1.36369,1.34175,-0.233732,0.199491,-1.88946,54.0512,15.2147,2.69774,0.181923,-1.40705,0.199645,1.57498,55.7947,15.8641,2.79505,0.157964,-1.40788,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.9595,-0.874511,57.1594,19.5469,-1.39283,1.39435,-1.70953,0.199491,-0.268323,55.6537,12.4362,-1.35565,1.35014,-1.73253,0.199491,-1.13351,56.6091,15.0324,-1.36777,1.33505,-0.133098,0.199491,-0.037998,53.3165,15.4422,-1.49636,1.39544,-0.349876,0.199491,-1.90632,54.1523,15.3882,2.74836,0.156098,-1.40187,0.199645,1.56475,55.8164,16.0063,2.76265,0.143903,-1.41505,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.9696,-0.800128,57.1761,19.7146,-1.3389,1.40916,-1.64133,0.199491,-0.310539,55.7476,12.6273,-1.13891,1.3675,-1.50581,0.199491,-1.1194,56.6636,15.2186,-1.47354,1.38973,-0.222233,0.199491,-0.0954263,53.3977,15.5678,-1.51679,1.37729,-0.355317,0.199491,-1.92235,54.2419,15.561,2.77851,0.133706,-1.40195,0.199645,1.55478,55.8292,16.149,2.72243,0.130457,-1.4222,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.9797,-0.725133,57.1828,19.8856,-1.64596,1.41179,-1.93025,0.199491,-0.353704,55.8306,12.8167,-1.54843,1.37312,-1.89235,0.199491,-1.10613,56.7078,15.4041,-1.58244,1.41383,-0.315042,0.199491,-0.152379,53.467,15.695,-1.46734,1.31183,-0.291794,0.199491,-1.93973,54.3213,15.7314,2.71015,0.127126,-1.41531,0.199645,1.54686,55.8353,16.2919,2.69136,0.115542,-1.42731,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.9898,-0.649019,57.1793,20.0612,-2.07562,1.37895,-2.34066,0.199491,-0.39789,55.9033,13.0043,-2.03884,1.32614,-2.35745,0.199491,-1.09358,56.7438,15.5873,-1.61946,1.39709,-0.337282,0.199491,-0.209006,53.5227,15.8229,-1.49384,1.29744,-0.301608,0.199491,-1.95813,54.3899,15.8996,2.62574,0.121622,-1.42945,0.199645,1.54025,55.8345,16.4355,2.70254,0.094321,-1.42725,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
