time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_5KJ2Nf).X,6_rod(payload_bars compound_5KJ2Nf).Y,6_rod(payload_bars compound_5KJ2Nf).Z,6_rod(payload_bars compound_5KJ2Nf).Euler1,6_rod(payload_bars compound_5KJ2Nf).Euler2,6_rod(payload_bars compound_5KJ2Nf).Euler3,6_rod(payload_bars compound_5KJ2Nf).mass,7_rod(payload_bars compound_5KJ2Nf).X,7_rod(payload_bars compound_5KJ2Nf).Y,7_rod(payload_bars compound_5KJ2Nf).Z,7_rod(payload_bars compound_5KJ2Nf).Euler1,7_rod(payload_bars compound_5KJ2Nf).Euler2,7_rod(payload_bars compound_5KJ2Nf).Euler3,7_rod(payload_bars compound_5KJ2Nf).mass,8_rod(payload_bars compound_5KJ2Nf).X,8_rod(payload_bars compound_5KJ2Nf).Y,8_rod(payload_bars compound_5KJ2Nf).Z,8_rod(payload_bars compound_5KJ2Nf).Euler1,8_rod(payload_bars compound_5KJ2Nf).Euler2,8_rod(payload_bars compound_5KJ2Nf).Euler3,8_rod(payload_bars compound_5KJ2Nf).mass,9_rod(payload_bars compound_5KJ2Nf).X,9_rod(payload_bars compound_5KJ2Nf).Y,9_rod(payload_bars compound_5KJ2Nf).Z,9_rod(payload_bars compound_5KJ2Nf).Euler1,9_rod(payload_bars compound_5KJ2Nf).Euler2,9_rod(payload_bars compound_5KJ2Nf).Euler3,9_rod(payload_bars compound_5KJ2Nf).mass,10_rod(payload_bars compound_5KJ2Nf).X,10_rod(payload_bars compound_5KJ2Nf).Y,10_rod(payload_bars compound_5KJ2Nf).Z,10_rod(payload_bars compound_5KJ2Nf).Euler1,10_rod(payload_bars compound_5KJ2Nf).Euler2,10_rod(payload_bars compound_5KJ2Nf).Euler3,10_rod(payload_bars compound_5KJ2Nf).mass,
0.3131,-4.37155,32.0547,5.79026,-0.266504,0.388375,-1.72301,0.199491,2.76669,30.259,3.16395,-0.275236,0.332583,-1.77601,0.199491,-0.453468,30.4742,3.50769,-0.251878,0.164894,-0.165538,0.199491,1.31587,30.6211,7.14183,-0.30764,0.387063,-0.263488,0.199491,0.229349,28.9496,5.87897,-2.10656,0.652138,-0.420938,0.199645,0.234252,33.1404,5.24984,-2.14363,0.724721,-0.479565,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3232,-4.26179,32.7797,5.97604,-0.653594,0.333474,-1.84372,0.199491,2.651,30.986,3.32379,-0.406963,0.32414,-1.80817,0.199491,-0.449414,31.2028,3.7464,-0.302631,0.393783,-0.163325,0.199491,1.29831,31.2765,7.20376,-0.322089,0.403538,-0.264599,0.199491,0.181444,29.6843,6.01775,-2.05172,0.520988,-0.400277,0.199645,0.264458,33.7613,5.45105,-2.1419,0.684429,-0.482933,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3333,-4.15322,33.4888,6.16289,-0.790188,0.322158,-1.87665,0.199491,2.536,31.7014,3.4893,-0.427577,0.34104,-1.80527,0.199491,-0.447438,31.9204,3.98618,-0.340719,0.547533,-0.163063,0.199491,1.27566,31.9254,7.26238,-0.314182,0.340128,-0.253084,0.199491,0.138316,30.415,6.15534,-2.04742,0.482212,-0.407644,0.199645,0.297564,34.3709,5.64895,-2.02671,0.450115,-0.428565,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3434,-4.04972,34.1858,6.35196,-0.642801,0.386311,-1.81387,0.199491,2.42309,32.4095,3.65364,-0.302997,0.387152,-1.74924,0.199491,-0.438501,32.6241,4.22746,-0.330695,0.429145,-0.139754,0.199491,1.25388,32.5614,7.31765,-0.314627,0.302311,-0.245051,0.199491,0.092247,31.1335,6.29655,-2.13275,0.610699,-0.462823,0.199645,0.328748,34.979,5.84402,-2.06771,0.486512,-0.45501,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3535,-3.95464,34.876,6.54764,-0.280796,0.461216,-1.64717,0.199491,2.31009,33.109,3.82075,-0.3315,0.401783,-1.74663,0.199491,-0.42666,33.3164,4.45415,-0.322723,0.282442,-0.120408,0.199491,1.23195,33.1807,7.37144,-0.350091,0.396696,-0.250099,0.199491,0.0559465,31.8406,6.44107,-2.15803,0.621326,-0.48728,0.199645,0.355924,35.582,6.04249,-2.20827,0.661449,-0.535388,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3636,-3.87309,35.566,6.75334,-0.301575,0.476221,-1.63914,0.199491,2.20908,33.782,3.98433,-0.46499,0.397929,-1.78599,0.199491,-0.420872,33.9962,4.67723,-0.35666,0.46099,-0.118902,0.199491,1.20759,33.791,7.43155,-0.354302,0.383081,-0.236887,0.199491,0.033867,32.5353,6.58217,-2.14052,0.561082,-0.486826,0.199645,0.378878,36.1854,6.23518,-2.12448,0.498969,-0.49506,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3737,-3.81758,36.2642,6.97386,-0.625133,0.448937,-1.77382,0.199491,2.12313,34.433,4.13968,-0.35997,0.439394,-1.72937,0.199491,-0.415589,34.6615,4.88601,-0.367815,0.483959,-0.110904,0.199491,1.1969,34.3857,7.51222,-0.354199,0.358347,-0.216836,0.199491,0.016318,33.2025,6.71554,-2.22221,0.647879,-0.544579,0.199645,0.395124,36.8004,6.42274,-2.23334,0.618864,-0.557284,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3838,-3.79643,36.9672,7.22205,-0.449942,0.480677,-1.68888,0.199491,2.05547,35.0626,4.28135,-0.480518,0.442131,-1.76376,0.199491,-0.412679,35.3169,5.0642,-0.362317,0.369946,-0.0944635,0.199491,1.19925,34.961,7.6188,-0.376483,0.436382,-0.203088,0.199491,0.0147691,33.839,6.84512,-2.19641,0.577965,-0.540556,0.199645,0.400756,37.4317,6.60478,-2.17638,0.494627,-0.527989,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3939,-3.80563,37.6673,7.49154,-0.343417,0.493174,-1.6356,0.199491,2.01621,35.6556,4.40573,-0.335391,0.48142,-1.68071,0.199491,-0.42516,35.9687,5.22193,-0.388754,0.563794,-0.0968541,0.199491,1.20454,35.5238,7.7423,-0.371196,0.397348,-0.170137,0.199491,0.0239978,34.4518,6.97018,-2.28404,0.652026,-0.600597,0.199645,0.410003,38.0825,6.79087,-2.28117,0.597995,-0.58359,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.404,-3.83467,38.3638,7.77996,-0.540349,0.477909,-1.7266,0.199491,1.99313,36.2201,4.51834,-0.494176,0.477247,-1.73491,0.199491,-0.450862,36.6155,5.35554,-0.398619,0.618274,-0.0941384,0.199491,1.21049,36.0758,7.87821,-0.389426,0.492493,-0.141954,0.199491,0.0441733,35.0448,7.09863,-2.24475,0.565944,-0.586366,0.199645,0.42452,38.7407,6.97814,-2.25753,0.531968,-0.57278,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.4141,-3.87743,39.0592,8.07898,-0.571085,0.476844,-1.74088,0.199491,1.98048,36.7745,4.62131,-0.503669,0.491303,-1.72098,0.199491,-0.479213,37.2529,5.47695,-0.386007,0.459155,-0.0794295,0.199491,1.21795,36.6123,8.02518,-0.38313,0.441284,-0.104695,0.199491,0.0687825,35.6197,7.2256,-2.32914,0.626776,-0.642183,0.199645,0.439028,39.3934,7.16707,-2.3198,0.575626,-0.606465,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.4242,-3.92183,39.7426,8.37484,-0.436856,0.497379,-1.67643,0.199491,1.97176,37.3159,4.72036,-0.356357,0.520828,-1.63064,0.199491,-0.511114,37.8835,5.60433,-0.382035,0.366661,-0.0711948,0.199491,1.22263,37.1382,8.18171,-0.38421,0.417993,-0.0713001,0.199491,0.0995224,36.1783,7.34294,-2.39222,0.65134,-0.683915,0.199645,0.451438,40.0446,7.35717,-2.43198,0.666374,-0.67162,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.4343,-3.94895,40.3804,8.63406,-0.24058,0.530081,-1.55924,0.199491,1.96847,37.8539,4.81559,-0.304002,0.53624,-1.59082,0.199491,-0.561175,38.5011,5.7364,-0.39754,0.494482,-0.0729061,0.199491,1.23144,37.6976,8.37482,-0.405237,0.580711,-0.0534335,0.199491,0.095572,36.7332,7.45358,-2.36794,0.59009,-0.666121,0.199645,0.489879,40.668,7.55317,-2.37192,0.576923,-0.645937,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.4444,-3.95132,41.0024,8.90067,-0.256278,0.549337,-1.55244,0.199491,1.98596,38.4093,4.90732,-0.549397,0.533486,-1.70195,0.199491,-0.636419,39.1151,5.85822,-0.422316,0.692031,-0.0710663,0.199491,1.2487,38.2294,8.57326,-0.412469,0.564224,-0.0436467,0.199491,0.0566941,37.2878,7.5744,-2.34544,0.532714,-0.65217,0.199645,0.534485,41.2611,7.74002,-2.37947,0.564531,-0.660991,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.4545,-3.95685,41.6276,9.15488,-0.426484,0.563547,-1.62309,0.199491,1.9915,38.9733,4.99616,-0.483844,0.556202,-1.65515,0.199491,-0.696975,39.7287,5.98056,-0.41713,0.512268,-0.0499256,0.199491,1.27695,38.7431,8.78097,-0.415034,0.439714,-0.0417826,0.199491,0.0168407,37.8041,7.70671,-2.42892,0.589159,-0.701288,0.199645,0.569492,41.8394,7.92086,-2.54595,0.695002,-0.76717,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.4646,-3.94987,42.2478,9.39971,-0.598473,0.565251,-1.702,0.199491,1.99119,39.5342,5.08259,-0.261297,0.577401,-1.51874,0.199491,-0.752908,40.3317,6.10867,-0.420902,0.370565,-0.034066,0.199491,1.31088,39.2337,8.9985,-0.420622,0.413039,-0.0401997,0.199491,-0.0399229,38.3038,7.84727,-2.54619,0.664519,-0.779715,0.199645,0.604469,42.4158,8.08964,-2.51532,0.649298,-0.75534,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.4747,-3.93939,42.8277,9.64244,-0.555828,0.586698,-1.66705,0.199491,1.98914,40.0747,5.17019,-0.206352,0.588906,-1.47073,0.199491,-0.814829,40.9316,6.23986,-0.433306,0.375211,-0.0243054,0.199491,1.34417,39.7305,9.21935,-0.438977,0.565791,-0.0399266,0.199491,-0.094943,38.8136,7.97218,-2.45942,0.556644,-0.730798,0.199645,0.642571,42.9798,8.26863,-2.44739,0.56664,-0.725221,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.4848,-3.92204,43.3877,9.886,-0.33369,0.611253,-1.52653,0.199491,1.99264,40.5985,5.25936,-0.552017,0.60395,-1.65184,0.199491,-0.885456,41.5283,6.37183,-0.449423,0.520417,-0.0182994,0.199491,1.36285,40.2243,9.41981,-0.458757,0.74251,-0.0399061,0.199491,-0.1503,39.3186,8.11247,-2.44029,0.508091,-0.723994,0.199645,0.691896,43.5313,8.44944,-2.5142,0.609351,-0.773317,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.4949,-3.89812,43.9498,10.1344,-0.304493,0.62903,-1.49288,0.199491,1.98996,41.1292,5.35933,-0.518676,0.615708,-1.61961,0.199491,-0.946968,42.1078,6.49352,-0.463081,0.719895,-0.00797906,0.199491,1.38057,40.708,9.60203,-0.460768,0.561465,-0.0361409,0.199491,-0.208091,39.8108,8.2635,-2.62233,0.641267,-0.827905,0.199645,0.735111,44.0538,8.63239,-2.57404,0.636486,-0.815427,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.505,-3.86576,44.4936,10.3588,-0.61266,0.649657,-1.65808,0.199491,1.97096,41.6484,5.46762,-0.345989,0.629476,-1.5063,0.199491,-0.993024,42.6695,6.64881,-0.472601,0.550292,0.00171564,0.199491,1.39865,41.1856,9.78319,-0.473488,0.597844,-0.0369705,0.199491,-0.271727,40.3074,8.40199,-2.52388,0.540341,-0.775995,0.199645,0.77626,44.5658,8.81102,-2.49531,0.55388,-0.780664,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.5151,-3.82349,45.0206,10.5674,-0.563426,0.677538,-1.60856,0.199491,1.93385,42.166,5.59372,-0.623527,0.643555,-1.66091,0.199491,-1.02742,43.2059,6.82028,-0.483016,0.635861,0.0105542,0.199491,1.41359,41.6651,9.951,-0.494665,0.767222,-0.0412007,0.199491,-0.334494,40.8121,8.53786,-2.61647,0.596631,-0.829098,0.199645,0.816199,45.0514,8.98737,-2.66805,0.663561,-0.888481,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.5252,-3.7661,45.5392,10.7758,-0.336561,0.695428,-1.44051,0.199491,1.89119,42.6821,5.73604,-0.369686,0.657439,-1.49643,0.199491,-1.04916,43.7276,6.99583,-0.490447,0.75513,0.0216351,0.199491,1.40704,42.1435,10.0802,-0.496595,0.561681,-0.038817,0.199491,-0.393221,41.3145,8.6898,-2.60061,0.570724,-0.825102,0.199645,0.851363,45.5046,9.16618,-2.54014,0.551868,-0.823174,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.5353,-3.69177,46.0246,10.9699,-0.582637,0.728795,-1.58153,0.199491,1.83653,43.1936,5.8889,-0.551934,0.673807,-1.59747,0.199491,-1.06403,44.2427,7.18737,-0.508987,0.580685,0.0259277,0.199491,1.38453,42.6212,10.1958,-0.520306,0.738818,-0.0466124,0.199491,-0.445537,41.8225,8.8479,-2.64277,0.585461,-0.853026,0.199645,0.884255,45.9376,9.34026,-2.68396,0.633797,-0.911526,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.5454,-3.60936,46.5014,11.1483,-0.780599,0.7401,-1.69757,0.199491,1.76552,43.7039,6.05371,-0.614919,0.690717,-1.62673,0.199491,-1.06318,44.737,7.39725,-0.517298,0.720939,0.0368581,0.199491,1.36411,43.0849,10.3075,-0.540478,0.836147,-0.0524475,0.199491,-0.499844,42.3265,9.0018,-2.75236,0.642158,-0.922365,0.199645,0.90962,46.359,9.50774,-2.65043,0.59279,-0.89884,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.5555,-3.52519,46.9683,11.3283,-0.611326,0.7681,-1.56459,0.199491,1.69222,44.2089,6.22517,-0.397859,0.705332,-1.47455,0.199491,-1.05491,45.2189,7.61048,-0.52238,0.853082,0.0509498,0.199491,1.33631,43.5391,10.4097,-0.540169,0.626128,-0.0461219,0.199491,-0.546478,42.8288,9.15672,-2.59433,0.516114,-0.842223,0.199645,0.927784,46.7592,9.6723,-2.61385,0.547576,-0.885746,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.5656,-3.43856,47.4189,11.5075,-0.396739,0.77348,-1.39545,0.199491,1.61807,44.701,6.40092,-0.492853,0.725786,-1.52388,0.199491,-1.04742,45.6898,7.82253,-0.540584,0.79701,0.0541659,0.199491,1.29707,43.9892,10.4995,-0.553329,0.616948,-0.0462709,0.199491,-0.586519,43.3226,9.31775,-2.64585,0.537843,-0.875614,0.199645,0.949955,47.1521,9.84065,-2.73013,0.601046,-0.955149,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.5757,-3.35102,47.8607,11.6892,-0.341618,0.782786,-1.3359,0.199491,1.54489,45.1827,6.57818,-0.727049,0.737863,-1.66933,0.199491,-1.03932,46.1485,8.03343,-0.564304,0.675948,0.0538098,0.199491,1.25297,44.4322,10.5859,-0.57837,0.790275,-0.05364,0.199491,-0.620651,43.8078,9.47896,-2.85029,0.645828,-0.995953,0.199645,0.968581,47.5321,10.0094,-2.81009,0.624157,-1.00596,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.5858,-3.26366,48.2959,11.8701,-0.472814,0.816927,-1.41054,0.199491,1.46888,45.6584,6.75893,-0.739182,0.756473,-1.66705,0.199491,-1.02586,46.5943,8.24584,-0.579822,0.677836,0.0590976,0.199491,1.21155,44.8592,10.6739,-0.601885,0.910266,-0.0612199,0.199491,-0.656586,44.281,9.63891,-2.89841,0.652274,-1.0307,0.199645,0.983989,47.9055,10.1736,-2.75904,0.575515,-0.981363,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.5959,-3.17638,48.7236,12.0526,-0.758424,0.846,-1.60537,0.199491,1.39354,46.124,6.93952,-0.561091,0.780002,-1.53094,0.199491,-1.01207,47.0268,8.45961,-0.58437,0.801186,0.0717613,0.199491,1.1694,45.2743,10.7647,-0.609258,0.857072,-0.0559596,0.199491,-0.687871,44.7462,9.79433,-2.73045,0.541451,-0.942444,0.199645,0.994537,48.2698,10.3368,-2.71767,0.530177,-0.965074,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.606,-3.08939,49.1425,12.2391,-0.964111,0.849768,-1.74668,0.199491,1.3205,46.5765,7.11878,-0.52735,0.797567,-1.4927,0.199491,-0.998295,47.4509,8.67136,-0.588755,0.890507,0.0844038,0.199491,1.12373,45.6791,10.8546,-0.60924,0.685055,-0.0445764,0.199491,-0.715158,45.1994,9.94959,-2.70996,0.509317,-0.940422,0.199645,1.00264,48.6266,10.5004,-2.78869,0.549157,-1.00703,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.6161,-3.00774,49.5502,12.4342,-0.915059,0.872675,-1.69804,0.199491,1.24636,47.0155,7.29869,-0.769412,0.815576,-1.65425,0.199491,-0.985465,47.8639,8.87378,-0.608887,0.852864,0.0844969,0.199491,1.0767,46.0745,10.9403,-0.625681,0.749837,-0.0421837,0.199491,-0.740593,45.638,10.1062,-2.93566,0.61267,-1.06878,0.199645,1.01761,48.9831,10.6669,-2.84339,0.554856,-1.03913,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.6262,-2.93441,49.9521,12.6424,-0.604072,0.888143,-1.44471,0.199491,1.17555,47.4382,7.47293,-0.730627,0.835784,-1.61256,0.199491,-0.973114,48.2687,9.0699,-0.63315,0.779651,0.0804595,0.199491,1.02989,46.4556,11.0269,-0.64699,0.907051,-0.0413224,0.199491,-0.758938,46.066,10.2592,-2.85689,0.555496,-1.0318,0.199645,1.03073,49.3347,10.8349,-2.82766,0.523213,-1.03344,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.6363,-2.86459,50.3525,12.8624,-0.52152,0.890629,-1.36795,0.199491,1.10753,47.8426,7.6386,-0.585574,0.852876,-1.48909,0.199491,-0.963802,48.6638,9.26337,-0.636243,0.865299,0.0907266,0.199491,0.984367,46.8223,11.1205,-0.649666,0.766813,-0.0239159,0.199491,-0.773503,46.4757,10.4003,-2.82867,0.520015,-1.02439,0.199645,1.04256,49.6885,11.0073,-2.89403,0.532273,-1.06882,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.6464,-2.79899,50.7508,13.0997,-0.798317,0.915788,-1.57696,0.199491,1.04092,48.2315,7.79624,-0.808487,0.872581,-1.64282,0.199491,-0.957447,49.0527,9.44604,-0.634313,0.954121,0.104873,0.199491,0.945091,47.1698,11.2192,-0.659953,0.789661,-0.00907817,0.199491,-0.791786,46.8662,10.5395,-3.01713,0.586304,-1.13184,0.199645,1.05763,50.0446,11.1781,-2.88946,0.506981,-1.06781,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.6565,-2.74121,51.1453,13.3533,-0.984734,0.914853,-1.71853,0.199491,0.978004,48.6044,7.94415,-0.739398,0.892762,-1.57362,0.199491,-0.957183,49.4365,9.61879,-0.656205,0.893355,0.0994805,0.199491,0.909231,47.4997,11.3235,-0.667015,0.954508,0.0101567,0.199491,-0.804622,47.2416,10.6725,-2.88473,0.507764,-1.07011,0.199645,1.07403,50.3982,11.3528,-2.89681,0.486868,-1.07202,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.6666,-2.68974,51.529,13.618,-0.839015,0.930335,-1.59672,0.199491,0.920459,48.9576,8.07957,-0.585247,0.902905,-1.43563,0.199491,-0.960779,49.8172,9.78774,-0.67646,0.83433,0.0942353,0.199491,0.869921,47.8214,11.4332,-0.677784,0.826219,0.0284316,0.199491,-0.814801,47.599,10.7989,-2.94993,0.514855,-1.10857,0.199645,1.09604,50.7515,11.5339,-2.96392,0.494014,-1.10369,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.6767,-2.6438,51.9024,13.8909,-0.597177,0.926867,-1.39668,0.199491,0.86109,49.2959,8.20936,-0.70896,0.924444,-1.51589,0.199491,-0.968577,50.1936,9.94981,-0.678223,0.896054,0.101565,0.199491,0.833763,48.1297,11.5469,-0.691109,0.775171,0.047546,0.199491,-0.825681,47.9443,10.9268,-3.10795,0.553727,-1.1946,0.199645,1.12714,51.0998,11.7137,-2.98153,0.478967,-1.11181,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.6868,-2.59872,52.2664,14.1672,-0.504739,0.920841,-1.3166,0.199491,0.803566,49.6213,8.33276,-0.887229,0.939432,-1.64249,0.199491,-0.979931,50.5641,10.1126,-0.670586,0.993794,0.116721,0.199491,0.798403,48.4262,11.6663,-0.68718,0.919046,0.0802161,0.199491,-0.833561,48.2787,11.0503,-3.04332,0.507858,-1.16548,0.199645,1.15702,51.439,11.8947,-3.00218,0.466238,-1.12171,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.6969,-2.55242,52.6229,14.4451,-0.532962,0.929812,-1.33348,0.199491,0.747432,49.9404,8.45434,-0.87061,0.957315,-1.61296,0.199491,-0.990828,50.924,10.2752,-0.671511,1.03356,0.12576,0.199491,0.763656,48.7085,11.7901,-0.668296,1.04704,0.125242,0.199491,-0.84496,48.5984,11.1701,-2.94275,0.444053,-1.12521,0.199645,1.18674,51.7713,12.0753,-3.05288,0.466019,-1.14441,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.707,-2.5105,52.9533,14.7042,-0.730036,0.960983,-1.48208,0.199491,0.694506,50.2514,8.57306,-0.680515,0.968206,-1.44114,0.199491,-1.00585,51.281,10.4391,-0.689415,1.01049,0.120737,0.199491,0.735065,48.9911,11.9334,-0.68815,1.01593,0.13472,0.199491,-0.862803,48.911,11.2919,-2.99314,0.441056,-1.15061,0.199645,1.22204,52.0876,12.2547,-3.07348,0.452897,-1.15527,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.7171,-2.45328,53.2572,14.937,-0.886398,0.982015,-1.59778,0.199491,0.662357,50.5633,8.68518,-0.619157,0.975273,-1.37604,0.199491,-1.04662,51.6419,10.6142,-0.723401,0.923225,0.104636,0.199491,0.715569,49.2666,12.0914,-0.742438,0.830387,0.108952,0.199491,-0.906432,49.2264,11.435,3.12397,0.477977,-1.22283,0.199645,1.26374,52.3699,12.4198,-3.07161,0.438531,-1.16446,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
