tgDataLogger2 started logging at time 01242019_105318, with 2 sensors on 1 senseable objects.
time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,
0.1,0.0591758,11.8852,-1.73752,-0.726292,0.493138,0.775442,6.00995,-0.0534488,7.16091,1.70781,-1.68158,-0.451276,-0.755191,6.10156,
0.2,0.0555604,10.5472,-1.8995,-0.354222,0.755459,1.02975,6.00995,-0.0498877,5.55884,1.86735,-2.0069,-0.0349977,-0.671092,6.10156,
0.3,0.0449562,7.30833,-1.22339,-0.547652,0.67326,0.848534,6.00995,-0.0394427,3.88188,1.20139,-1.91324,-0.207045,-0.645781,6.10156,
0.4,-0.0170327,3.28292,-0.431929,-0.646899,0.632549,0.822864,6.00995,-0.226025,2.1882,0.687416,-1.30228,-0.332307,-0.73271,6.10156,
0.5,-0.221288,3.59782,-0.20123,0.0317816,0.957486,1.86866,6.00995,-0.351095,2.135,0.529783,-1.07362,-0.530937,-0.819989,6.10156,
0.6,-0.207761,3.71314,0.272105,0.517528,0.840969,2.46137,6.00995,-0.364176,2.13499,0.51376,-1.17928,-0.415554,-0.796585,6.10156,
0.7,-0.133231,3.42259,0.721775,0.641419,0.834002,2.42861,6.00995,-0.268426,2.13499,0.61984,-1.48413,-0.0903241,-0.766683,6.10156,
0.8,0.100677,3.37595,1.17643,0.81109,0.709823,2.28983,6.00995,-0.0575202,2.13499,0.839511,-1.82267,0.252773,-0.799683,6.10156,
0.9,0.367554,3.43536,1.63832,0.834982,0.624159,2.08081,6.00995,0.150379,2.13499,1.05516,-2.21682,0.55774,-0.958728,6.10156,
1,0.652643,3.41269,1.88916,0.624083,0.603274,1.94757,6.00995,0.271819,2.13499,1.18211,-2.50965,0.699882,-1.13015,6.10156,
1.1,0.939647,3.20878,1.97259,0.267015,0.611055,1.96502,6.00995,0.31158,2.13499,1.22464,-2.61384,0.74914,-1.19292,6.10156,
1.2,1.12646,3.14709,1.94655,-0.0881072,0.709116,1.79811,6.00995,0.325163,2.135,1.23911,-2.654,0.760379,-1.2204,6.10156,
