time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,
0.0101,-3.77356,4.40355,-0.395083,-0.0508793,0.000760565,-2.16813,0.199491,3.30026,4.77676,-0.52339,-0.495339,-0.256638,-2.16317,0.199491,0.38794,4.94399,-0.980153,-0.0403025,0.0544579,-0.830031,0.199491,0.782244,6.03493,2.41783,-0.02722,-0.079514,-0.74962,0.199491,0.39375,4.33874,1.86929,-1.56325,0.0583266,0.0160436,0.199645,-0.216175,7.5574,-0.977042,-1.5224,0.196808,-0.0594959,0.199491,
0.0202,-3.48595,5.54694,-0.306504,-0.548773,-0.433896,-2.09928,0.199491,3.07062,6.23387,-0.335187,0.419792,0.393373,-2.12105,0.199491,0.505965,5.47775,-0.37068,0.116258,-0.177885,-0.684259,0.199491,0.749953,7.6982,2.19076,0.0506571,-0.100673,-0.590082,0.199491,0.0355827,5.03065,1.65615,-1.54378,0.124822,-0.0969064,0.199645,-0.0184159,8.05293,-0.478618,-1.47555,0.187118,-0.0111218,0.199491,
0.0303,-3.6417,6.79423,-0.252639,-0.115696,-0.154468,-2.18378,0.199491,2.79912,7.53219,-0.397067,0.350066,0.292163,-2.15111,0.199491,0.51775,6.32256,-0.127978,0.15337,-0.276856,-0.546923,0.199491,0.781894,8.07832,2.2099,0.00489387,-0.0058771,-0.815559,0.199491,0.336388,6.32316,1.97591,-1.49066,0.11762,-0.0441251,0.199645,0.0528126,8.93254,-0.106481,-1.47202,0.0777646,-0.0430483,0.199491,
0.0404,-3.6716,7.9478,-0.0326938,-0.1287,-0.0630935,-2.13496,0.199491,2.9307,8.3385,-0.245154,0.0332185,-0.0254287,-2.18672,0.199491,0.525739,7.62768,-0.202105,0.109024,-0.0894079,-0.583329,0.199491,0.795813,8.80085,2.33372,0.0782701,-0.0535329,-0.78789,0.199491,0.572417,7.31882,2.30781,-1.50098,0.196738,-0.0302758,0.199645,-0.318225,9.83221,0.0857868,-1.49848,0.397892,-0.0235863,0.199491,
0.0505,-3.98487,8.76328,0.223032,-0.000647969,0.0264734,-2.13674,0.199491,3.14008,9.10544,0.0860956,0.296292,0.165109,-2.17588,0.199491,0.503928,8.29952,-0.111082,0.0408201,-0.00106336,-0.601353,0.199491,0.90781,9.93198,2.43084,0.288624,-0.323708,-0.635806,0.199491,0.639559,8.33201,2.41065,-1.49441,0.371069,-0.0348142,0.199645,-0.382968,11.2564,0.153721,-1.56298,0.551567,-0.0100258,0.199491,
0.0606,-4.39819,9.74244,0.455612,0.145685,0.131376,-2.16884,0.199491,3.31797,9.95318,0.318659,0.0868498,0.041603,-2.18373,0.199491,0.502683,9.14279,-0.115292,0.00322566,0.0421546,-0.625056,0.199491,0.951567,11.0999,2.59515,-0.0210352,0.124581,-0.454451,0.199491,0.748182,9.11808,2.71527,-1.53174,0.12235,-0.0359529,0.199645,-0.310007,12.3952,0.169604,-1.54571,0.42078,-0.0171609,0.199491,
0.0707,-4.53379,10.8742,0.671755,-0.204328,-0.063687,-2.17546,0.199491,3.59121,10.8967,0.356029,-0.0175973,-0.0636864,-2.18167,0.199491,0.397334,9.96647,-0.157142,0.13531,-0.15804,-0.611914,0.199491,0.894641,12.0178,2.92151,-0.164266,0.337413,-0.560495,0.199491,0.810624,9.96993,2.98149,-1.58161,0.208156,-0.0126053,0.199645,-0.359114,13.4293,0.311119,-1.56176,0.279341,-0.0415186,0.199491,
0.0808,-4.62215,11.8924,0.812408,0.107497,0.179116,-2.13995,0.199491,3.69439,11.8902,0.403217,-0.286701,-0.191357,-2.14108,0.199491,0.320581,10.8967,-0.152433,0.0870005,-0.105618,-0.585527,0.199491,1.00562,12.9861,3.40772,0.0321319,-0.0121705,-0.623964,0.199491,0.746702,10.8107,3.1157,-1.59462,0.27468,-0.0313573,0.199645,-0.35543,14.321,0.444028,-1.59457,0.382918,-0.0584848,0.199491,
0.0909,-4.5334,12.8346,0.966427,-0.182326,-0.00830914,-2.13849,0.199491,3.63828,12.6915,0.41667,0.0830154,0.127894,-2.14418,0.199491,0.271301,11.8777,0.0314843,-0.163638,0.25597,-0.583707,0.199491,0.922715,14.0857,3.87389,-0.193405,0.236152,-0.683015,0.199491,0.764915,11.6218,3.11854,-1.62767,0.19758,-0.0446524,0.199645,-0.285368,15.2686,0.569591,-1.56331,-0.0898021,-0.0788677,0.199491,
0.101,-4.38854,13.8078,1.17421,0.0863556,0.161267,-2.0879,0.199491,3.58037,13.5572,0.482871,-0.0173088,0.100958,-2.15644,0.199491,0.22359,12.7761,0.222312,0.0370472,-0.0722853,-0.558676,0.199491,0.948015,15.1302,4.06397,-0.101525,0.114438,-0.631525,0.199491,0.637991,12.4649,3.23633,-1.64341,0.277564,-0.0659208,0.199645,-0.234134,16.1663,0.742791,-1.60076,0.154834,-0.106936,0.199491,
