tgDataLogger2 started logging at time 01242019_112543, with 2 sensors on 1 senseable objects.
time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,
0.1,0.316466,9.38139,0.312358,-0.854635,0.2363,0.517355,0.149047,0.233686,9.03836,-0.311295,-1.53366,-0.811526,-0.831297,0.151319,
0.2,0.316473,7.91037,0.31237,-0.85463,0.236321,0.517381,0.149047,0.23368,7.56736,-0.311306,-1.53343,-0.811634,-0.831458,0.151319,
0.3,0.316472,5.45835,0.312376,-0.854626,0.236342,0.517405,0.149047,0.23368,5.11536,-0.311313,-1.53343,-0.811606,-0.831462,0.151319,
0.4,0.30467,2.61983,0.521026,-0.7214,0.596805,0.800556,0.149047,0.174409,2.58591,-0.182298,-1.32105,-0.445656,-0.943994,0.151319,
0.5,0.294737,1.6,0.747714,-0.595176,0.861813,1.09608,0.149047,0.128057,1.78698,0.0735012,-1.58957,-0.0476249,-0.937032,0.151319,
0.6,0.295783,1.6,0.746283,-0.709387,0.820798,1.00995,0.149047,0.127201,1.77876,0.0739866,-1.53755,-0.0827274,-0.942589,0.151319,
0.7,0.295802,1.6,0.746323,-0.709703,0.820668,1.00972,0.149047,0.127237,1.77876,0.0739899,-1.53735,-0.0828728,-0.942617,0.151319,
0.8,0.2958,1.6,0.746322,-0.709685,0.820675,1.00973,0.149047,0.127236,1.77876,0.0739882,-1.53733,-0.0828836,-0.942618,0.151319,
0.9,0.295798,1.6,0.74632,-0.709666,0.820683,1.00974,0.149047,0.127234,1.77876,0.0739868,-1.53732,-0.0828943,-0.942619,0.151319,
1,0.295796,1.6,0.746319,-0.709647,0.820691,1.00976,0.149047,0.127233,1.77876,0.0739854,-1.5373,-0.0829051,-0.94262,0.151319,
1.1,0.295794,1.6,0.746318,-0.709628,0.820699,1.00977,0.149047,0.127231,1.77876,0.0739839,-1.53729,-0.0829158,-0.942621,0.151319,
