time,0_rod(payload_bars compound_x8fOgA).X,0_rod(payload_bars compound_x8fOgA).Y,0_rod(payload_bars compound_x8fOgA).Z,0_rod(payload_bars compound_x8fOgA).Euler1,0_rod(payload_bars compound_x8fOgA).Euler2,0_rod(payload_bars compound_x8fOgA).Euler3,0_rod(payload_bars compound_x8fOgA).mass,1_rod(payload_bars compound_x8fOgA).X,1_rod(payload_bars compound_x8fOgA).Y,1_rod(payload_bars compound_x8fOgA).Z,1_rod(payload_bars compound_x8fOgA).Euler1,1_rod(payload_bars compound_x8fOgA).Euler2,1_rod(payload_bars compound_x8fOgA).Euler3,1_rod(payload_bars compound_x8fOgA).mass,2_rod(payload_bars compound_x8fOgA).X,2_rod(payload_bars compound_x8fOgA).Y,2_rod(payload_bars compound_x8fOgA).Z,2_rod(payload_bars compound_x8fOgA).Euler1,2_rod(payload_bars compound_x8fOgA).Euler2,2_rod(payload_bars compound_x8fOgA).Euler3,2_rod(payload_bars compound_x8fOgA).mass,3_rod(payload_bars compound_x8fOgA).X,3_rod(payload_bars compound_x8fOgA).Y,3_rod(payload_bars compound_x8fOgA).Z,3_rod(payload_bars compound_x8fOgA).Euler1,3_rod(payload_bars compound_x8fOgA).Euler2,3_rod(payload_bars compound_x8fOgA).Euler3,3_rod(payload_bars compound_x8fOgA).mass,4_rod(sense_bar compound_x8fOgA).X,4_rod(sense_bar compound_x8fOgA).Y,4_rod(sense_bar compound_x8fOgA).Z,4_rod(sense_bar compound_x8fOgA).Euler1,4_rod(sense_bar compound_x8fOgA).Euler2,4_rod(sense_bar compound_x8fOgA).Euler3,4_rod(sense_bar compound_x8fOgA).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.2726,-0.651359,10.2129,-1.11584,0.115762,0.0591,1.45438,0.24652,-0.651359,10.2129,-1.11584,0.115762,0.0591,1.45438,0.24652,-0.651359,10.2129,-1.11584,0.115762,0.0591,1.45438,0.24652,-0.651359,10.2129,-1.11584,0.115762,0.0591,1.45438,0.24652,-0.651359,10.2129,-1.11584,0.115762,0.0591,1.45438,0.24652,-1.37547,10.1195,-1.09008,0.130076,0.0543188,-0.8921,0.0592915,0.0963852,10.2953,-1.1824,0.139542,0.0472187,-0.891616,0.0592915,-0.730674,10.6671,-1.71262,0.0797232,-0.0124459,0.66939,0.0592915,-0.547726,9.7477,-0.559582,0.0646459,-0.0314672,0.669934,0.0592915,-0.587306,9.62773,-1.59911,-2.27757,1.48651,-0.82747,0.0592915,-0.69156,10.7879,-0.673847,-1.7785,1.37782,-0.331755,0.0592915,
1.2827,-0.674754,10.3428,-1.15518,0.10053,0.0652952,1.28238,0.24652,-0.674754,10.3428,-1.15518,0.10053,0.0652952,1.28238,0.24652,-0.674754,10.3428,-1.15518,0.10053,0.0652952,1.28238,0.24652,-0.674754,10.3428,-1.15518,0.10053,0.0652952,1.28238,0.24652,-0.674754,10.3428,-1.15518,0.10053,0.0652952,1.28238,0.24652,-1.39966,10.2594,-1.12215,0.066038,0.0899455,-1.06764,0.0592915,0.074407,10.4099,-1.22402,0.16307,0.0357334,-1.06154,0.0592915,-0.744096,10.6896,-1.82142,0.123107,0.0748959,0.499576,0.0592915,-0.580122,9.97901,-0.525563,0.106254,0.0440064,0.497836,0.0592915,-0.608547,9.68362,-1.52946,-1.69768,1.2773,-0.238753,0.0592915,-0.716038,10.9845,-0.817401,-1.66929,1.23557,-0.211048,0.0592915,
1.2928,-0.697955,10.4629,-1.1941,0.0826391,0.0674003,1.11681,0.24652,-0.697955,10.4629,-1.1941,0.0826391,0.0674003,1.11681,0.24652,-0.697955,10.4629,-1.1941,0.0826391,0.0674003,1.11681,0.24652,-0.697955,10.4629,-1.1941,0.0826391,0.0674003,1.11681,0.24652,-0.697955,10.4629,-1.1941,0.0826391,0.0674003,1.11681,0.24652,-1.42396,10.3889,-1.15693,0.113901,0.0632083,-1.23565,0.0592915,0.0524918,10.5131,-1.26458,0.0871023,0.0723516,-1.23746,0.0592915,-0.757345,10.6898,-1.91088,0.116516,0.119441,0.328227,0.0592915,-0.61288,10.2123,-0.510917,0.125979,0.146978,0.329302,0.0592915,-0.631917,9.74859,-1.44965,-1.61394,1.05249,-0.146277,0.0592915,-0.738964,11.1533,-0.97117,-1.66941,1.18831,-0.195588,0.0592915,
1.3029,-0.7212,10.5726,-1.23365,0.0642156,0.0674865,0.946104,0.24652,-0.7212,10.5726,-1.23365,0.0642156,0.0674865,0.946104,0.24652,-0.7212,10.5726,-1.23365,0.0642156,0.0674865,0.946104,0.24652,-0.7212,10.5726,-1.23365,0.0642156,0.0674865,0.946104,0.24652,-0.7212,10.5726,-1.23365,0.0642156,0.0674865,0.946104,0.24652,-1.44767,10.5092,-1.19287,0.125037,0.064972,-1.40595,0.0592915,0.0301351,10.6062,-1.30233,0.0227221,0.0812221,-1.41343,0.0592915,-0.77048,10.674,-1.97935,0.0735104,0.0222246,0.15399,0.0592915,-0.645895,10.4419,-0.516046,0.0768843,0.043956,0.154005,0.0592915,-0.657037,9.82526,-1.36269,-1.61023,0.960022,-0.128301,0.0592915,-0.759959,11.2905,-1.13236,-1.60602,0.935234,-0.124198,0.0592915,
1.313,-0.744297,10.6719,-1.27301,0.0475053,0.0664007,0.76925,0.24652,-0.744297,10.6719,-1.27301,0.0475053,0.0664007,0.76925,0.24652,-0.744297,10.6719,-1.27301,0.0475053,0.0664007,0.76925,0.24652,-0.744297,10.6719,-1.27301,0.0475053,0.0664007,0.76925,0.24652,-0.744297,10.6719,-1.27301,0.0475053,0.0664007,0.76925,0.24652,-1.47191,10.6205,-1.23167,0.0267844,0.0719742,-1.58326,0.0592915,0.00810111,10.6899,-1.3374,0.0696436,0.0725317,-1.58015,0.0592915,-0.784292,10.6457,-2.02567,0.0638921,0.00171883,-0.0176241,0.0592915,-0.67847,10.6644,-0.54345,0.0644664,-0.0287383,-0.0179164,0.0592915,-0.684045,9.91284,-1.27284,-1.59789,0.806416,-0.10284,0.0592915,-0.779237,11.3971,-1.29689,-1.58282,0.68521,-0.0918651,0.0592915,
1.3231,-0.767411,10.7608,-1.31316,0.0298617,0.0617745,0.594764,0.24652,-0.767411,10.7608,-1.31316,0.0298617,0.0617745,0.594764,0.24652,-0.767411,10.7608,-1.31316,0.0298617,0.0617745,0.594764,0.24652,-0.767411,10.7608,-1.31316,0.0298617,0.0617745,0.594764,0.24652,-0.767411,10.7608,-1.31316,0.0298617,0.0617745,0.594764,0.24652,-1.4958,10.7214,-1.27295,0.00581875,0.0622193,-1.75519,0.0592915,-0.0142718,10.7641,-1.36955,0.0996542,0.0790882,-1.74857,0.0592915,-0.799332,10.6073,-2.051,0.0375002,0.102876,-0.190391,0.0592915,-0.709797,10.8775,-0.591584,0.0397967,0.0909291,-0.190571,0.0592915,-0.712847,10.0132,-1.18214,-1.58186,0.550906,-0.0764375,0.0592915,-0.796678,11.4717,-1.45972,-1.58984,0.627328,-0.0802549,0.0592915,
1.3332,-0.790652,10.8398,-1.35317,0.0132842,0.0518362,0.42601,0.24652,-0.790652,10.8398,-1.35317,0.0132842,0.0518362,0.42601,0.24652,-0.790652,10.8398,-1.35317,0.0132842,0.0518362,0.42601,0.24652,-0.790652,10.8398,-1.35317,0.0132842,0.0518362,0.42601,0.24652,-0.790652,10.8398,-1.35317,0.0132842,0.0518362,0.42601,0.24652,-1.51959,10.8112,-1.31575,0.0631476,0.0767294,-1.92252,0.0592915,-0.0367865,10.8286,-1.39982,0.0138199,0.0583336,-1.92585,0.0592915,-0.814971,10.5622,-2.05402,0.0128148,0.0977477,-0.363145,0.0592915,-0.74,11.0776,-0.661886,0.00369437,0.121534,-0.364366,0.0592915,-0.743096,10.1246,-1.09579,-1.5828,0.401719,-0.0615129,0.0592915,-0.812635,11.5152,-1.61925,-1.58924,0.482144,-0.0634388,0.0592915,
1.3433,-0.813587,10.9082,-1.39327,-0.000680795,0.0400793,0.257006,0.24652,-0.813587,10.9082,-1.39327,-0.000680795,0.0400793,0.257006,0.24652,-0.813587,10.9082,-1.39327,-0.000680795,0.0400793,0.257006,0.24652,-0.813587,10.9082,-1.39327,-0.000680795,0.0400793,0.257006,0.24652,-0.813587,10.9082,-1.39327,-0.000680795,0.0400793,0.257006,0.24652,-1.54332,10.8906,-1.36031,0.0264667,0.0641938,-2.09608,0.0592915,-0.0594715,10.8844,-1.42793,-0.0451609,0.0225189,-2.09921,0.0592915,-0.832012,10.5149,-2.03658,0.0421346,-0.0017636,-0.533153,0.0592915,-0.769635,11.2605,-0.751894,0.0399272,0.00197284,-0.533079,0.0592915,-0.774716,10.2473,-1.01765,-1.58874,0.303594,-0.0476838,0.0592915,-0.827545,11.5281,-1.77137,-1.584,0.190164,-0.0458419,0.0592915,
1.3534,-0.836708,10.966,-1.43325,-0.0140929,0.0276066,0.0840558,0.24652,-0.836708,10.966,-1.43325,-0.0140929,0.0276066,0.0840558,0.24652,-0.836708,10.966,-1.43325,-0.0140929,0.0276066,0.0840558,0.24652,-0.836708,10.966,-1.43325,-0.0140929,0.0276066,0.0840558,0.24652,-0.836708,10.966,-1.43325,-0.0140929,0.0276066,0.0840558,0.24652,-1.56662,10.9591,-1.40795,-0.0434109,0.0107891,-2.26946,0.0592915,-0.0823972,10.933,-1.45414,0.00252468,0.0492467,-2.26807,0.0592915,-0.850638,10.4693,-2.00075,0.0279097,0.00198239,-0.704478,0.0592915,-0.797395,11.4222,-0.861001,0.0425829,-0.0152151,-0.705082,0.0592915,-0.807343,10.3786,-0.949911,-1.59047,0.0783455,-0.0313563,0.0592915,-0.841158,11.5127,-1.91171,-1.59024,0.0480219,-0.0306495,0.0592915,
1.3635,-0.859676,11.0136,-1.47357,-0.025373,0.0121413,-0.089518,0.24652,-0.859676,11.0136,-1.47357,-0.025373,0.0121413,-0.089518,0.24652,-0.859676,11.0136,-1.47357,-0.025373,0.0121413,-0.089518,0.24652,-0.859676,11.0136,-1.47357,-0.025373,0.0121413,-0.089518,0.24652,-0.859676,11.0136,-1.47357,-0.025373,0.0121413,-0.089518,0.24652,-1.59022,11.0151,-1.45678,-0.0265922,0.0183527,-2.43973,0.0592915,-0.105453,10.9732,-1.47811,0.018389,0.0710164,-2.43774,0.0592915,-0.871208,10.4276,-1.94822,-0.0522245,0.0544961,-0.878076,0.0592915,-0.823159,11.5602,-0.986486,-0.051489,0.0538759,-0.878137,0.0592915,-0.841032,10.5174,-0.896586,-1.59679,-0.142985,-0.0146438,0.0592915,-0.853956,11.4712,-2.03757,-1.59933,-0.0184167,-0.0136529,0.0592915,
1.3736,-0.882732,11.051,-1.51349,-0.0323015,-0.00649126,-0.259854,0.24652,-0.882732,11.051,-1.51349,-0.0323015,-0.00649126,-0.259854,0.24652,-0.882732,11.051,-1.51349,-0.0323015,-0.00649126,-0.259854,0.24652,-0.882732,11.051,-1.51349,-0.0323015,-0.00649126,-0.259854,0.24652,-0.882732,11.051,-1.51349,-0.0323015,-0.00649126,-0.259854,0.24652,-1.61304,11.0598,-1.50671,-0.00804938,0.0470401,-2.60998,0.0592915,-0.128857,11.0054,-1.50116,-0.0394449,-0.00668394,-2.61061,0.0592915,-0.893411,10.3926,-1.88158,-0.0463535,0.0198305,-1.04788,0.0592915,-0.847408,11.6724,-1.12644,-0.0626661,0.0292176,-1.04856,0.0592915,-0.875045,10.6599,-0.860383,-1.60815,-0.237083,0.00376163,0.0592915,-0.866389,11.4053,-2.14745,-1.60892,-0.259935,0.00462938,0.0592915,
1.3837,-0.905651,11.0781,-1.55346,-0.0361951,-0.0251997,-0.428542,0.24652,-0.905651,11.0781,-1.55346,-0.0361951,-0.0251997,-0.428542,0.24652,-0.905651,11.0781,-1.55346,-0.0361951,-0.0251997,-0.428542,0.24652,-0.905651,11.0781,-1.55346,-0.0361951,-0.0251997,-0.428542,0.24652,-0.905651,11.0781,-1.55346,-0.0361951,-0.0251997,-0.428542,0.24652,-1.63621,11.0927,-1.55779,-0.0403268,-0.016124,-2.78143,0.0592915,-0.152483,11.0298,-1.52314,-0.0586128,-0.0641264,-2.78072,0.0592915,-0.9172,10.3666,-1.80355,0.0261342,-0.0315239,-1.21974,0.0592915,-0.869999,11.7561,-1.27753,0.0306757,-0.0331805,-1.21986,0.0592915,-0.909163,10.8037,-0.843241,-1.62197,-0.387914,0.0246707,0.0592915,-0.878782,11.3183,-2.23823,-1.6263,-0.50415,0.0273882,0.0592915,
1.3938,-0.928597,11.0944,-1.59292,-0.0389396,-0.0444041,-0.59897,0.24652,-0.928597,11.0944,-1.59292,-0.0389396,-0.0444041,-0.59897,0.24652,-0.928597,11.0944,-1.59292,-0.0389396,-0.0444041,-0.59897,0.24652,-0.928597,11.0944,-1.59292,-0.0389396,-0.0444041,-0.59897,0.24652,-0.928597,11.0944,-1.59292,-0.0389396,-0.0444041,-0.59897,0.24652,-1.65866,11.1128,-1.61029,-0.0499149,-0.0699042,-2.95177,0.0592915,-0.176154,11.0479,-1.5452,-0.0385172,-0.0120352,-2.95222,0.0592915,-0.943377,10.3508,-1.71857,-0.00459547,-0.0349734,-1.39014,0.0592915,-0.890767,11.8096,-1.43645,0.0118905,-0.0379635,-1.39106,0.0592915,-0.943284,10.946,-0.846524,-1.64706,-0.643392,0.0544962,0.0592915,-0.891171,11.2151,-2.30832,-1.64326,-0.574797,0.0528825,0.0592915,
1.4039,-0.951617,11.1008,-1.63237,-0.0376681,-0.0644591,-0.771466,0.24652,-0.951617,11.1008,-1.63237,-0.0376681,-0.0644591,-0.771466,0.24652,-0.951617,11.1008,-1.63237,-0.0376681,-0.0644591,-0.771466,0.24652,-0.951617,11.1008,-1.63237,-0.0376681,-0.0644591,-0.771466,0.24652,-0.951617,11.1008,-1.63237,-0.0376681,-0.0644591,-0.771466,0.24652,-1.68134,11.1202,-1.66251,-0.042198,-0.0333612,-3.12276,0.0592915,-0.200344,11.0586,-1.56692,-0.0413644,0.00304042,-3.12278,0.0592915,-0.971044,10.3468,-1.62975,-0.0865916,-0.0483862,-1.55757,0.0592915,-0.909053,11.8318,-1.59919,-0.0885521,-0.0483747,-1.55775,0.0592915,-0.977004,11.0817,-0.871741,-1.67861,-0.800768,0.0922476,0.0592915,-0.903887,11.0976,-2.35713,-1.6688,-0.710835,0.0864514,0.0592915,
1.414,-0.974455,11.097,-1.67154,-0.0312189,-0.083939,-0.943473,0.24652,-0.974455,11.097,-1.67154,-0.0312189,-0.083939,-0.943473,0.24652,-0.974455,11.097,-1.67154,-0.0312189,-0.083939,-0.943473,0.24652,-0.974455,11.097,-1.67154,-0.0312189,-0.083939,-0.943473,0.24652,-0.974455,11.097,-1.67154,-0.0312189,-0.083939,-0.943473,0.24652,-1.70357,11.1158,-1.71455,-0.0441352,-0.0418391,2.98997,0.0592915,-0.224397,11.0616,-1.58878,-0.0367211,-0.090099,2.98948,0.0592915,-1.00071,10.3546,-1.54089,-0.0477639,-0.0707233,-1.73006,0.0592915,-0.926418,11.8227,-1.76256,-0.0606259,-0.0727734,-1.72917,0.0592915,-1.00989,11.2074,-0.919221,-1.71162,-0.887561,0.134239,0.0592915,-0.917711,10.9695,-2.38433,-1.73789,-0.989941,0.156026,0.0592915,
1.4241,-0.997482,11.083,-1.71029,-0.0223735,-0.102065,-1.11381,0.24652,-0.997482,11.083,-1.71029,-0.0223735,-0.102065,-1.11381,0.24652,-0.997482,11.083,-1.71029,-0.0223735,-0.102065,-1.11381,0.24652,-0.997482,11.083,-1.71029,-0.0223735,-0.102065,-1.11381,0.24652,-0.997482,11.083,-1.71029,-0.0223735,-0.102065,-1.11381,0.24652,-1.72563,11.0989,-1.76663,-0.0241209,-0.118757,2.81752,0.0592915,-0.249119,11.0572,-1.61192,-0.0167647,-0.140805,2.81655,0.0592915,-1.03131,10.3739,-1.45535,0.0296172,-0.0675187,-1.9066,0.0592915,-0.94189,11.7822,-1.92305,0.0371632,-0.0648673,-1.90731,0.0592915,-1.0415,11.3204,-0.988187,-1.80142,-1.09353,0.227074,0.0592915,-0.93249,10.8354,-2.39002,-1.833,-1.14548,0.256403,0.0592915,
1.4342,-1.02033,11.0586,-1.74852,-0.011914,-0.119305,-1.28469,0.24652,-1.02033,11.0586,-1.74852,-0.011914,-0.119305,-1.28469,0.24652,-1.02033,11.0586,-1.74852,-0.011914,-0.119305,-1.28469,0.24652,-1.02033,11.0586,-1.74852,-0.011914,-0.119305,-1.28469,0.24652,-1.02033,11.0586,-1.74852,-0.011914,-0.119305,-1.28469,0.24652,-1.74775,11.0691,-1.81742,-0.0143346,-0.127261,2.64564,0.0592915,-0.27325,11.0457,-1.63673,-0.0310816,-0.0956271,2.64751,0.0592915,-1.06406,10.4038,-1.37698,0.000110435,-0.0952277,-2.07577,0.0592915,-0.956289,11.711,-2.0767,0.0122368,-0.0885433,-2.07702,0.0592915,-1.07211,11.4165,-1.07876,-2.07025,-1.31363,0.497514,0.0592915,-0.948464,10.6992,-2.37558,-1.91001,-1.20191,0.345349,0.0592915,
1.4443,-1.04341,11.0246,-1.7866,0.00279323,-0.134839,-1.45804,0.24652,-1.04341,11.0246,-1.7866,0.00279323,-0.134839,-1.45804,0.24652,-1.04341,11.0246,-1.7866,0.00279323,-0.134839,-1.45804,0.24652,-1.04341,11.0246,-1.7866,0.00279323,-0.134839,-1.45804,0.24652,-1.04341,11.0246,-1.7866,0.00279323,-0.134839,-1.45804,0.24652,-1.76943,11.0272,-1.86669,-0.0309562,-0.100673,2.47697,0.0592915,-0.298279,11.0264,-1.66353,-0.0408141,-0.0881128,2.47789,0.0592915,-1.09741,10.4427,-1.30972,-0.0465113,-0.153745,-2.2404,0.0592915,-0.968834,11.611,-2.22003,-0.0482582,-0.155135,-2.24049,0.0592915,-1.10117,11.4913,-1.1879,-2.43049,-1.39063,0.867149,0.0592915,-0.965839,10.5626,-2.34189,-2.38434,-1.38193,0.822679,0.0592915,
1.4544,-1.06624,10.9804,-1.82446,0.0207866,-0.146278,-1.63227,0.24652,-1.06624,10.9804,-1.82446,0.0207866,-0.146278,-1.63227,0.24652,-1.06624,10.9804,-1.82446,0.0207866,-0.146278,-1.63227,0.24652,-1.06624,10.9804,-1.82446,0.0207866,-0.146278,-1.63227,0.24652,-1.06624,10.9804,-1.82446,0.0207866,-0.146278,-1.63227,0.24652,-1.79141,10.9739,-1.91456,0.00348387,-0.139667,2.3024,0.0592915,-0.322709,10.9989,-1.6917,0.0171426,-0.151888,2.30042,0.0592915,-1.13183,10.4886,-1.25633,0.00484863,-0.140507,-2.41812,0.0592915,-0.981343,11.4842,-2.34989,-0.000725897,-0.146739,-2.41732,0.0592915,-1.12845,11.5423,-1.31462,3.08767,-1.42018,1.64089,0.0592915,-0.98527,10.43,-2.2912,2.42196,-1.36832,2.2978,0.0592915,
1.4645,-1.08932,10.9263,-1.86158,0.0398935,-0.155324,-1.80526,0.24652,-1.08932,10.9263,-1.86158,0.0398935,-0.155324,-1.80526,0.24652,-1.08932,10.9263,-1.86158,0.0398935,-0.155324,-1.80526,0.24652,-1.08932,10.9263,-1.86158,0.0398935,-0.155324,-1.80526,0.24652,-1.08932,10.9263,-1.86158,0.0398935,-0.155324,-1.80526,0.24652,-1.81279,10.9085,-1.9606,0.0568396,-0.173865,2.12344,0.0592915,-0.347869,10.9627,-1.72282,0.0683236,-0.180773,2.12142,0.0592915,-1.16636,10.5388,-1.21904,0.058758,-0.0946796,-2.59561,0.0592915,-0.993,11.3326,-2.46411,0.0631179,-0.0874969,-2.59627,0.0592915,-1.15372,11.5675,-1.45624,2.1478,-1.26645,2.58017,0.0592915,-1.00627,10.3039,-2.2271,2.20403,-1.28929,2.52714,0.0592915,
1.4746,-1.1123,10.8622,-1.89842,0.0602138,-0.162419,-1.97814,0.24652,-1.1123,10.8622,-1.89842,0.0602138,-0.162419,-1.97814,0.24652,-1.1123,10.8622,-1.89842,0.0602138,-0.162419,-1.97814,0.24652,-1.1123,10.8622,-1.89842,0.0602138,-0.162419,-1.97814,0.24652,-1.1123,10.8622,-1.89842,0.0602138,-0.162419,-1.97814,0.24652,-1.83477,10.8319,-2.00376,0.0368527,-0.159383,1.95614,0.0592915,-0.372197,10.9179,-1.75709,0.0339661,-0.157853,1.95659,0.0592915,-1.20166,10.5906,-1.20056,0.0502043,-0.145568,-2.76607,0.0592915,-1.00444,11.1593,-2.55985,0.0549102,-0.133729,-2.7669,0.0592915,-1.1774,11.5635,-1.60973,1.95799,-1.09038,2.77454,0.0592915,-1.029,10.1867,-2.15169,2.06706,-1.1917,2.67592,0.0592915,
1.4847,-1.13534,10.7886,-1.93529,0.0825145,-0.165062,-2.15263,0.24652,-1.13534,10.7886,-1.93529,0.0825145,-0.165062,-2.15263,0.24652,-1.13534,10.7886,-1.93529,0.0825145,-0.165062,-2.15263,0.24652,-1.13534,10.7886,-1.93529,0.0825145,-0.165062,-2.15263,0.24652,-1.13534,10.7886,-1.93529,0.0825145,-0.165062,-2.15263,0.24652,-1.85629,10.7444,-2.04435,0.0339724,-0.160181,1.78618,0.0592915,-0.397172,10.8634,-1.79431,0.0180273,-0.156826,1.78869,0.0592915,-1.23665,10.6401,-1.20266,0.0563979,-0.212321,-2.93736,0.0592915,-1.0156,10.968,-2.63582,0.055999,-0.214265,-2.93747,0.0592915,-1.19925,11.5291,-1.77045,1.92096,-0.999528,2.82514,0.0592915,-1.05368,10.0789,-2.06773,1.88914,-0.939262,2.85216,0.0592915,
1.4948,-1.1584,10.705,-1.97167,0.104681,-0.162514,-2.32758,0.24652,-1.1584,10.705,-1.97167,0.104681,-0.162514,-2.32758,0.24652,-1.1584,10.705,-1.97167,0.104681,-0.162514,-2.32758,0.24652,-1.1584,10.705,-1.97167,0.104681,-0.162514,-2.32758,0.24652,-1.1584,10.705,-1.97167,0.104681,-0.162514,-2.32758,0.24652,-1.87815,10.6464,-2.08293,0.11447,-0.169488,1.60251,0.0592915,-0.421591,10.7993,-1.83396,0.102979,-0.169195,1.60444,0.0592915,-1.27106,10.684,-1.22615,0.0889042,-0.158394,-3.11339,0.0592915,-1.02759,10.762,-2.69061,0.0887429,-0.163782,-3.11357,0.0592915,-1.21896,11.463,-1.93632,1.85961,-0.824409,2.89256,0.0592915,-1.08037,9.98308,-1.98,1.83158,-0.739731,2.91301,0.0592915,
1.5049,-1.18149,10.6118,-2.00766,0.126047,-0.157441,-2.50138,0.24652,-1.18149,10.6118,-2.00766,0.126047,-0.157441,-2.50138,0.24652,-1.18149,10.6118,-2.00766,0.126047,-0.157441,-2.50138,0.24652,-1.18149,10.6118,-2.00766,0.126047,-0.157441,-2.50138,0.24652,-1.18149,10.6118,-2.00766,0.126047,-0.157441,-2.50138,0.24652,-1.89986,10.5385,-2.11852,0.143476,-0.162044,1.42733,0.0592915,-0.446302,10.7248,-1.87687,0.164791,-0.158796,1.42393,0.0592915,-1.30474,10.7187,-1.27128,0.101549,-0.0982532,2.99682,0.0592915,-1.04032,10.5447,-2.72383,0.100371,-0.0901973,2.99683,0.0592915,-1.2369,11.365,-2.10346,1.80689,-0.584566,2.94547,0.0592915,-1.10856,9.8982,-1.89234,1.82937,-0.669564,2.933,0.0592915,
1.515,-1.20468,10.5089,-2.04363,0.147476,-0.149673,-2.67457,0.24652,-1.20468,10.5089,-2.04363,0.147476,-0.149673,-2.67457,0.24652,-1.20468,10.5089,-2.04363,0.147476,-0.149673,-2.67457,0.24652,-1.20468,10.5089,-2.04363,0.147476,-0.149673,-2.67457,0.24652,-1.20468,10.5089,-2.04363,0.147476,-0.149673,-2.67457,0.24652,-1.92197,10.4212,-2.15102,0.104746,-0.169215,1.26319,0.0592915,-0.4703,10.6389,-1.92317,0.125157,-0.162537,1.25982,0.0592915,-1.33763,10.7404,-1.3382,0.132365,-0.154084,2.82174,0.0592915,-1.05368,10.32,-2.73571,0.128412,-0.142284,2.82206,0.0592915,-1.25349,11.2349,-2.26714,1.79386,-0.446424,2.9708,0.0592915,-1.13821,9.82533,-1.80743,1.80485,-0.498548,2.96649,0.0592915,
1.5251,-1.22774,10.3962,-2.07971,0.166744,-0.137163,-2.84784,0.24652,-1.22774,10.3962,-2.07971,0.166744,-0.137163,-2.84784,0.24652,-1.22774,10.3962,-2.07971,0.166744,-0.137163,-2.84784,0.24652,-1.22774,10.3962,-2.07971,0.166744,-0.137163,-2.84784,0.24652,-1.22774,10.3962,-2.07971,0.166744,-0.137163,-2.84784,0.24652,-1.94419,10.2948,-2.18099,0.140014,-0.157199,1.08716,0.0592915,-0.494483,10.5418,-1.97207,0.112926,-0.171377,1.09159,0.0592915,-1.36922,10.7452,-1.4261,0.177174,-0.188916,2.64412,0.0592915,-1.06828,10.0917,-2.72699,0.178071,-0.190527,2.64389,0.0592915,-1.26875,11.0741,-2.42375,1.78848,-0.332717,2.99229,0.0592915,-1.16946,9.76287,-1.72873,1.77396,-0.23318,2.99707,0.0592915,
1.5352,-1.25102,10.2741,-2.11547,0.182864,-0.12071,-3.02073,0.24652,-1.25102,10.2741,-2.11547,0.182864,-0.12071,-3.02073,0.24652,-1.25102,10.2741,-2.11547,0.182864,-0.12071,-3.02073,0.24652,-1.25102,10.2741,-2.11547,0.182864,-0.12071,-3.02073,0.24652,-1.25102,10.2741,-2.11547,0.182864,-0.12071,-3.02073,0.24652,-1.96639,10.1593,-2.2088,0.208521,-0.109524,0.907651,0.0592915,-0.518267,10.4329,-2.02306,0.186119,-0.126828,0.910292,0.0592915,-1.39911,10.7298,-1.53286,0.161355,-0.118932,2.47655,0.0592915,-1.08455,9.8629,-2.69909,0.164111,-0.122431,2.4759,0.0592915,-1.28243,10.8833,-2.57078,1.77119,-0.111755,3.01539,0.0592915,-1.20181,9.70949,-1.66128,1.76955,-0.0934252,3.01621,0.0592915,
1.5453,-1.2742,10.1423,-2.15113,0.196732,-0.102777,3.09051,0.24652,-1.2742,10.1423,-2.15113,0.196732,-0.102777,3.09051,0.24652,-1.2742,10.1423,-2.15113,0.196732,-0.102777,3.09051,0.24652,-1.2742,10.1423,-2.15113,0.196732,-0.102777,3.09051,0.24652,-1.2742,10.1423,-2.15113,0.196732,-0.102777,3.09051,0.24652,-1.98904,10.0162,-2.23455,0.199284,-0.1103,0.738393,0.0592915,-0.541991,10.3119,-2.0767,0.225015,-0.0817752,0.735926,0.0592915,-1.42734,10.6912,-1.65725,0.142371,-0.0746714,2.30695,0.0592915,-1.10255,9.63706,-2.65367,0.136091,-0.0689806,2.30739,0.0592915,-1.29537,10.6649,-2.70438,1.76153,0.0958995,3.03444,0.0592915,-1.23487,9.6627,-1.60698,1.77299,-0.00392009,3.03573,0.0592915,
