time,0_rod(payload_bars compound_x8fOgA).X,0_rod(payload_bars compound_x8fOgA).Y,0_rod(payload_bars compound_x8fOgA).Z,0_rod(payload_bars compound_x8fOgA).Euler1,0_rod(payload_bars compound_x8fOgA).Euler2,0_rod(payload_bars compound_x8fOgA).Euler3,0_rod(payload_bars compound_x8fOgA).mass,1_rod(payload_bars compound_x8fOgA).X,1_rod(payload_bars compound_x8fOgA).Y,1_rod(payload_bars compound_x8fOgA).Z,1_rod(payload_bars compound_x8fOgA).Euler1,1_rod(payload_bars compound_x8fOgA).Euler2,1_rod(payload_bars compound_x8fOgA).Euler3,1_rod(payload_bars compound_x8fOgA).mass,2_rod(payload_bars compound_x8fOgA).X,2_rod(payload_bars compound_x8fOgA).Y,2_rod(payload_bars compound_x8fOgA).Z,2_rod(payload_bars compound_x8fOgA).Euler1,2_rod(payload_bars compound_x8fOgA).Euler2,2_rod(payload_bars compound_x8fOgA).Euler3,2_rod(payload_bars compound_x8fOgA).mass,3_rod(payload_bars compound_x8fOgA).X,3_rod(payload_bars compound_x8fOgA).Y,3_rod(payload_bars compound_x8fOgA).Z,3_rod(payload_bars compound_x8fOgA).Euler1,3_rod(payload_bars compound_x8fOgA).Euler2,3_rod(payload_bars compound_x8fOgA).Euler3,3_rod(payload_bars compound_x8fOgA).mass,4_rod(sense_bar compound_x8fOgA).X,4_rod(sense_bar compound_x8fOgA).Y,4_rod(sense_bar compound_x8fOgA).Z,4_rod(sense_bar compound_x8fOgA).Euler1,4_rod(sense_bar compound_x8fOgA).Euler2,4_rod(sense_bar compound_x8fOgA).Euler3,4_rod(sense_bar compound_x8fOgA).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.5959,-0.000207553,32.5915,0.00850468,3.37826e-05,0.000227021,-9.54233e-06,0.24652,-0.000207553,32.5915,0.00850468,3.37826e-05,0.000227021,-9.54233e-06,0.24652,-0.000207553,32.5915,0.00850468,3.37826e-05,0.000227021,-9.54233e-06,0.24652,-0.000207553,32.5915,0.00850468,3.37826e-05,0.000227021,-9.54233e-06,0.24652,-0.000207553,32.5915,0.00850468,3.37826e-05,0.000227021,-9.54233e-06,0.24652,-0.728419,32.5739,0.0153701,0.00523396,0.0129788,-2.35194,0.0592915,0.753111,32.5693,0.0109685,0.00568241,0.0134213,-2.35194,0.0592915,0.00843191,32.05,-0.512831,0.0139594,0.00848239,-0.788897,0.0592915,0.0166294,33.0932,0.53916,0.0172747,0.00519029,-0.788891,0.0592915,0.0242788,32.0498,0.538747,-1.57376,-0.0023003,-0.00309373,0.0592915,0.000712955,33.0934,-0.512413,-1.57392,-0.00343129,-0.0029394,0.0592915,
0.606,-0.000210326,31.9961,0.00850408,4.32464e-05,0.000210731,-1.29998e-05,0.24652,-0.000210326,31.9961,0.00850408,4.32464e-05,0.000210731,-1.29998e-05,0.24652,-0.000210326,31.9961,0.00850408,4.32464e-05,0.000210731,-1.29998e-05,0.24652,-0.000210326,31.9961,0.00850408,4.32464e-05,0.000210731,-1.29998e-05,0.24652,-0.000210326,31.9961,0.00850408,4.32464e-05,0.000210731,-1.29998e-05,0.24652,-0.728423,31.9785,0.0153749,0.00607937,0.0138217,-2.35193,0.0592915,0.753108,31.9739,0.0109633,0.00640321,0.014138,-2.35193,0.0592915,0.0084433,31.4546,-0.512833,0.0160002,0.00645138,-0.788881,0.0592915,0.0166394,32.4978,0.53916,0.0160746,0.00637731,-0.788897,0.0592915,0.024275,31.4544,0.53875,-1.57376,-0.00320279,-0.00309524,0.0592915,0.000713972,32.498,-0.512411,-1.57392,-0.00294963,-0.00293824,0.0592915,
0.6161,-0.000214193,31.3907,0.00850285,4.58751e-05,0.000210611,-9.9217e-06,0.24652,-0.000214193,31.3907,0.00850285,4.58751e-05,0.000210611,-9.9217e-06,0.24652,-0.000214193,31.3907,0.00850285,4.58751e-05,0.000210611,-9.9217e-06,0.24652,-0.000214193,31.3907,0.00850285,4.58751e-05,0.000210611,-9.9217e-06,0.24652,-0.000214193,31.3907,0.00850285,4.58751e-05,0.000210611,-9.9217e-06,0.24652,-0.728425,31.3731,0.0153764,0.00595768,0.0137023,-2.35193,0.0592915,0.753104,31.3686,0.0109656,0.00563634,0.0133777,-2.35194,0.0592915,0.00845581,30.8492,-0.512832,0.0177782,0.00468844,-0.788872,0.0592915,0.016651,31.8924,0.539158,0.0145463,0.00789747,-0.788907,0.0592915,0.0242752,30.8491,0.53875,-1.57376,-0.00362555,-0.00309888,0.0592915,0.000711465,31.8926,-0.512409,-1.57393,-0.00273428,-0.00293859,0.0592915,
0.6262,-0.000211757,30.7754,0.00850341,3.7315e-05,0.000226273,-5.6029e-06,0.24652,-0.000211757,30.7754,0.00850341,3.7315e-05,0.000226273,-5.6029e-06,0.24652,-0.000211757,30.7754,0.00850341,3.7315e-05,0.000226273,-5.6029e-06,0.24652,-0.000211757,30.7754,0.00850341,3.7315e-05,0.000226273,-5.6029e-06,0.24652,-0.000211757,30.7754,0.00850341,3.7315e-05,0.000226273,-5.6029e-06,0.24652,-0.728421,30.7577,0.0153718,0.00510631,0.0128539,-2.35194,0.0592915,0.753107,30.7532,0.010971,0.00481047,0.0125566,-2.35195,0.0592915,0.00844551,30.2338,-0.512831,0.0158757,0.00658252,-0.788883,0.0592915,0.0166421,31.277,0.539158,0.0156302,0.00682611,-0.7889,0.0592915,0.0242791,30.2337,0.538747,-1.57376,-0.00275352,-0.00309786,0.0592915,0.000710285,31.2772,-0.51241,-1.57392,-0.00319736,-0.00293981,0.0592915,
0.6363,-0.000207738,30.15,0.00850446,3.16013e-05,0.000230114,-8.05659e-06,0.24652,-0.000207738,30.15,0.00850446,3.16013e-05,0.000230114,-8.05659e-06,0.24652,-0.000207738,30.15,0.00850446,3.16013e-05,0.000230114,-8.05659e-06,0.24652,-0.000207738,30.15,0.00850446,3.16013e-05,0.000230114,-8.05659e-06,0.24652,-0.000207738,30.15,0.00850446,3.16013e-05,0.000230114,-8.05659e-06,0.24652,-0.728419,30.1323,0.0153699,0.00516796,0.0129131,-2.35194,0.0592915,0.753111,30.1278,0.0109697,0.00546687,0.0132073,-2.35194,0.0592915,0.00843226,29.6084,-0.512831,0.013959,0.00848372,-0.788898,0.0592915,0.0166295,30.6516,0.539159,0.017247,0.0052186,-0.788891,0.0592915,0.0242793,29.6083,0.538747,-1.57376,-0.00227415,-0.00309394,0.0592915,0.000712562,30.6518,-0.512413,-1.57392,-0.00345266,-0.00293951,0.0592915,
0.6464,-0.000209983,29.5145,0.00850407,3.73484e-05,0.000216912,-1.28963e-05,0.24652,-0.000209983,29.5145,0.00850407,3.73484e-05,0.000216912,-1.28963e-05,0.24652,-0.000209983,29.5145,0.00850407,3.73484e-05,0.000216912,-1.28963e-05,0.24652,-0.000209983,29.5145,0.00850407,3.73484e-05,0.000216912,-1.28963e-05,0.24652,-0.000209983,29.5145,0.00850407,3.73484e-05,0.000216912,-1.28963e-05,0.24652,-0.728422,29.4969,0.015374,0.00602071,0.0137628,-2.35193,0.0592915,0.753109,29.4924,0.0109644,0.00638305,0.0141177,-2.35193,0.0592915,0.00844184,28.973,-0.512833,0.015713,0.00673675,-0.788883,0.0592915,0.0166374,30.0162,0.539159,0.0162873,0.00616629,-0.788896,0.0592915,0.0242754,28.9729,0.538749,-1.57376,-0.00311225,-0.00309444,0.0592915,0.000714068,30.0164,-0.51241,-1.57392,-0.00301152,-0.00293794,0.0592915,
0.6565,-0.000214115,28.8691,0.00850294,4.43706e-05,0.000211129,-1.11482e-05,0.24652,-0.000214115,28.8691,0.00850294,4.43706e-05,0.000211129,-1.11482e-05,0.24652,-0.000214115,28.8691,0.00850294,4.43706e-05,0.000211129,-1.11482e-05,0.24652,-0.000214115,28.8691,0.00850294,4.43706e-05,0.000211129,-1.11482e-05,0.24652,-0.000214115,28.8691,0.00850294,4.43706e-05,0.000211129,-1.11482e-05,0.24652,-0.728425,28.8515,0.0153763,0.0060193,0.0137635,-2.35193,0.0592915,0.753104,28.8469,0.0109649,0.00584937,0.0135889,-2.35193,0.0592915,0.00845563,28.3276,-0.512832,0.0177588,0.00470683,-0.788872,0.0592915,0.0166506,29.3708,0.539158,0.0145922,0.00785108,-0.788907,0.0592915,0.0242748,28.3274,0.53875,-1.57376,-0.00364556,-0.00309834,0.0592915,0.000711903,29.371,-0.512409,-1.57393,-0.00271786,-0.00293815,0.0592915,
0.6666,-0.000212126,28.2137,0.00850343,4.14724e-05,0.000221698,-6.09037e-06,0.24652,-0.000212126,28.2137,0.00850343,4.14724e-05,0.000221698,-6.09037e-06,0.24652,-0.000212126,28.2137,0.00850343,4.14724e-05,0.000221698,-6.09037e-06,0.24652,-0.000212126,28.2137,0.00850343,4.14724e-05,0.000221698,-6.09037e-06,0.24652,-0.000212126,28.2137,0.00850343,4.14724e-05,0.000221698,-6.09037e-06,0.24652,-0.728422,28.1961,0.0153726,0.00516867,0.0129164,-2.35194,0.0592915,0.753106,28.1915,0.01097,0.00485982,0.0126059,-2.35195,0.0592915,0.00844704,27.6722,-0.512831,0.0161614,0.00629856,-0.788881,0.0592915,0.0166438,28.7154,0.539158,0.015421,0.00703355,-0.788901,0.0592915,0.0242787,27.672,0.538748,-1.57376,-0.00284501,-0.00309843,0.0592915,0.000710234,28.7156,-0.51241,-1.57392,-0.00313367,-0.00293995,0.0592915,
0.6767,-0.000207807,27.5483,0.00850439,3.51507e-05,0.000227559,-7.17893e-06,0.24652,-0.000207807,27.5483,0.00850439,3.51507e-05,0.000227559,-7.17893e-06,0.24652,-0.000207807,27.5483,0.00850439,3.51507e-05,0.000227559,-7.17893e-06,0.24652,-0.000207807,27.5483,0.00850439,3.51507e-05,0.000227559,-7.17893e-06,0.24652,-0.000207807,27.5483,0.00850439,3.51507e-05,0.000227559,-7.17893e-06,0.24652,-0.728419,27.5307,0.0153703,0.0051108,0.0128566,-2.35194,0.0592915,0.753111,27.5261,0.01097,0.00526047,0.0130027,-2.35194,0.0592915,0.00843248,27.0068,-0.512831,0.0139985,0.00844523,-0.788897,0.0592915,0.0166301,28.05,0.539159,0.0171837,0.00528227,-0.788891,0.0592915,0.0242796,27.0066,0.538747,-1.57376,-0.00225999,-0.00309469,0.0592915,0.000712133,28.0502,-0.512413,-1.57392,-0.00346403,-0.00294008,0.0592915,
0.6868,-0.000209518,26.8728,0.00850412,3.58543e-05,0.00021898,-1.22296e-05,0.24652,-0.000209518,26.8728,0.00850412,3.58543e-05,0.00021898,-1.22296e-05,0.24652,-0.000209518,26.8728,0.00850412,3.58543e-05,0.00021898,-1.22296e-05,0.24652,-0.000209518,26.8728,0.00850412,3.58543e-05,0.00021898,-1.22296e-05,0.24652,-0.000209518,26.8728,0.00850412,3.58543e-05,0.00021898,-1.22296e-05,0.24652,-0.728422,26.8552,0.0153735,0.00595502,0.0136971,-2.35193,0.0592915,0.753109,26.8507,0.010965,0.0063055,0.0140406,-2.35193,0.0592915,0.00844012,26.3313,-0.512832,0.0154298,0.00701844,-0.788885,0.0592915,0.0166358,27.3745,0.53916,0.016491,0.00596452,-0.788895,0.0592915,0.0242758,26.3312,0.538749,-1.57376,-0.00302018,-0.00309414,0.0592915,0.000714037,27.3747,-0.512411,-1.57392,-0.00307639,-0.00293809,0.0592915,
0.6969,-0.000214025,26.1874,0.00850298,4.07275e-05,0.000213829,-1.17041e-05,0.24652,-0.000214025,26.1874,0.00850298,4.07275e-05,0.000213829,-1.17041e-05,0.24652,-0.000214025,26.1874,0.00850298,4.07275e-05,0.000213829,-1.17041e-05,0.24652,-0.000214025,26.1874,0.00850298,4.07275e-05,0.000213829,-1.17041e-05,0.24652,-0.000214025,26.1874,0.00850298,4.07275e-05,0.000213829,-1.17041e-05,0.24652,-0.728424,26.1698,0.0153759,0.00607183,0.0138155,-2.35193,0.0592915,0.753104,26.1652,0.0109647,0.00604533,0.013783,-2.35193,0.0592915,0.00845532,25.6459,-0.512832,0.0176983,0.0047662,-0.788872,0.0592915,0.0166498,26.6891,0.539158,0.0146718,0.00777124,-0.788906,0.0592915,0.0242745,25.6457,0.538751,-1.57376,-0.00365357,-0.0030976,0.0592915,0.00071234,26.6893,-0.512408,-1.57393,-0.00271211,-0.00293759,0.0592915,
0.707,-0.000212638,25.492,0.00850337,4.06963e-05,0.000221756,-6.77568e-06,0.24652,-0.000212638,25.492,0.00850337,4.06963e-05,0.000221756,-6.77568e-06,0.24652,-0.000212638,25.492,0.00850337,4.06963e-05,0.000221756,-6.77568e-06,0.24652,-0.000212638,25.492,0.00850337,4.06963e-05,0.000221756,-6.77568e-06,0.24652,-0.000212638,25.492,0.00850337,4.06963e-05,0.000221756,-6.77568e-06,0.24652,-0.728422,25.4743,0.0153727,0.00523739,0.0129848,-2.35194,0.0592915,0.753106,25.4698,0.0109696,0.0049642,0.0127095,-2.35195,0.0592915,0.00844884,24.9504,-0.512831,0.0164409,0.00602042,-0.788879,0.0592915,0.0166453,25.9936,0.539158,0.0152242,0.00722839,-0.788903,0.0592915,0.0242782,24.9503,0.538748,-1.57376,-0.00293754,-0.00309845,0.0592915,0.000710313,25.9938,-0.51241,-1.57392,-0.00306793,-0.00293958,0.0592915,
0.7171,-0.000207988,24.7865,0.0085043,3.75179e-05,0.000226035,-6.88152e-06,0.24652,-0.000207988,24.7865,0.0085043,3.75179e-05,0.000226035,-6.88152e-06,0.24652,-0.000207988,24.7865,0.0085043,3.75179e-05,0.000226035,-6.88152e-06,0.24652,-0.000207988,24.7865,0.0085043,3.75179e-05,0.000226035,-6.88152e-06,0.24652,-0.000207988,24.7865,0.0085043,3.75179e-05,0.000226035,-6.88152e-06,0.24652,-0.72842,24.7689,0.0153706,0.00506291,0.0128092,-2.35194,0.0592915,0.753111,24.7643,0.0109704,0.00507874,0.0128225,-2.35194,0.0592915,0.00843304,24.245,-0.512831,0.0140806,0.00836443,-0.788897,0.0592915,0.016631,25.2882,0.539159,0.017089,0.00537699,-0.788892,0.0592915,0.0242799,24.2448,0.538746,-1.57376,-0.00225798,-0.00309533,0.0592915,0.000711732,25.2884,-0.512413,-1.57392,-0.00346416,-0.00294047,0.0592915,
0.7272,-0.000208984,24.071,0.00850421,3.77452e-05,0.000217928,-1.16058e-05,0.24652,-0.000208984,24.071,0.00850421,3.77452e-05,0.000217928,-1.16058e-05,0.24652,-0.000208984,24.071,0.00850421,3.77452e-05,0.000217928,-1.16058e-05,0.24652,-0.000208984,24.071,0.00850421,3.77452e-05,0.000217928,-1.16058e-05,0.24652,-0.000208984,24.071,0.00850421,3.77452e-05,0.000217928,-1.16058e-05,0.24652,-0.728422,24.0534,0.0153734,0.00588359,0.0136259,-2.35193,0.0592915,0.75311,24.0489,0.0109654,0.00617631,0.0139125,-2.35193,0.0592915,0.00843826,23.5295,-0.512832,0.0151561,0.00729075,-0.788888,0.0592915,0.0166344,24.5727,0.53916,0.01668,0.00577744,-0.788893,0.0592915,0.0242763,23.5293,0.538749,-1.57376,-0.00292771,-0.00309424,0.0592915,0.000713895,24.5729,-0.512411,-1.57392,-0.00314215,-0.0029386,0.0592915,
0.7373,-0.000213752,23.3456,0.00850309,4.00692e-05,0.000213757,-1.18317e-05,0.24652,-0.000213752,23.3456,0.00850309,4.00692e-05,0.000213757,-1.18317e-05,0.24652,-0.000213752,23.3456,0.00850309,4.00692e-05,0.000213757,-1.18317e-05,0.24652,-0.000213752,23.3456,0.00850309,4.00692e-05,0.000213757,-1.18317e-05,0.24652,-0.000213752,23.3456,0.00850309,4.00692e-05,0.000213757,-1.18317e-05,0.24652,-0.728424,23.3279,0.0153758,0.00611494,0.0138583,-2.35193,0.0592915,0.753104,23.3234,0.0109642,0.00620954,0.0139458,-2.35193,0.0592915,0.00845452,22.8041,-0.512832,0.0175948,0.00486838,-0.788872,0.0592915,0.016649,23.8472,0.539158,0.0147807,0.00766256,-0.788906,0.0592915,0.0242742,22.8039,0.538751,-1.57376,-0.00364927,-0.00309713,0.0592915,0.000712718,23.8474,-0.512408,-1.57393,-0.00271786,-0.00293736,0.0592915,
0.7474,-0.000213146,22.6101,0.00850332,3.89306e-05,0.000222605,-7.29297e-06,0.24652,-0.000213146,22.6101,0.00850332,3.89306e-05,0.000222605,-7.29297e-06,0.24652,-0.000213146,22.6101,0.00850332,3.89306e-05,0.000222605,-7.29297e-06,0.24652,-0.000213146,22.6101,0.00850332,3.89306e-05,0.000222605,-7.29297e-06,0.24652,-0.000213146,22.6101,0.00850332,3.89306e-05,0.000222605,-7.29297e-06,0.24652,-0.728422,22.5925,0.0153728,0.00531134,0.0130584,-2.35194,0.0592915,0.753105,22.5879,0.0109691,0.00511583,0.01286,-2.35194,0.0592915,0.00845061,22.0686,-0.512831,0.0167065,0.00575606,-0.788878,0.0592915,0.0166466,23.1118,0.539157,0.0150435,0.00740714,-0.788904,0.0592915,0.0242777,22.0684,0.538748,-1.57376,-0.00302967,-0.0030983,0.0592915,0.00071049,23.112,-0.51241,-1.57392,-0.00300258,-0.00293907,0.0592915,
0.7575,-0.000208335,21.8646,0.00850415,3.68409e-05,0.000227323,-6.85609e-06,0.24652,-0.000208335,21.8646,0.00850415,3.68409e-05,0.000227323,-6.85609e-06,0.24652,-0.000208335,21.8646,0.00850415,3.68409e-05,0.000227323,-6.85609e-06,0.24652,-0.000208335,21.8646,0.00850415,3.68409e-05,0.000227323,-6.85609e-06,0.24652,-0.000208335,21.8646,0.00850415,3.68409e-05,0.000227323,-6.85609e-06,0.24652,-0.72842,21.847,0.0153705,0.00502458,0.0127712,-2.35194,0.0592915,0.75311,21.8424,0.0109711,0.00493524,0.0126801,-2.35195,0.0592915,0.00843407,21.3231,-0.512831,0.0142049,0.00824151,-0.788896,0.0592915,0.0166318,22.3663,0.539159,0.0169666,0.00549905,-0.788892,0.0592915,0.0242801,21.3229,0.538746,-1.57376,-0.0022684,-0.00309567,0.0592915,0.000711392,22.3665,-0.512413,-1.57392,-0.00345279,-0.00294054,0.0592915,
0.7676,-0.000208542,21.1091,0.00850424,3.86154e-05,0.000218035,-1.11916e-05,0.24652,-0.000208542,21.1091,0.00850424,3.86154e-05,0.000218035,-1.11916e-05,0.24652,-0.000208542,21.1091,0.00850424,3.86154e-05,0.000218035,-1.11916e-05,0.24652,-0.000208542,21.1091,0.00850424,3.86154e-05,0.000218035,-1.11916e-05,0.24652,-0.000208542,21.1091,0.00850424,3.86154e-05,0.000218035,-1.11916e-05,0.24652,-0.728421,21.0915,0.0153733,0.00580745,0.01355,-2.35193,0.0592915,0.75311,21.0869,0.010966,0.00600512,0.0137427,-2.35193,0.0592915,0.00843665,20.5676,-0.512832,0.0149008,0.00754504,-0.78889,0.0592915,0.0166331,21.6108,0.53916,0.0168517,0.00560761,-0.788892,0.0592915,0.0242768,20.5674,0.538748,-1.57376,-0.00283652,-0.00309436,0.0592915,0.000713685,21.611,-0.512412,-1.57392,-0.0032063,-0.00293906,0.0592915,
0.7777,-0.000213343,20.3436,0.00850323,4.12692e-05,0.000212046,-1.1814e-05,0.24652,-0.000213343,20.3436,0.00850323,4.12692e-05,0.000212046,-1.1814e-05,0.24652,-0.000213343,20.3436,0.00850323,4.12692e-05,0.000212046,-1.1814e-05,0.24652,-0.000213343,20.3436,0.00850323,4.12692e-05,0.000212046,-1.1814e-05,0.24652,-0.000213343,20.3436,0.00850323,4.12692e-05,0.000212046,-1.1814e-05,0.24652,-0.728424,20.326,0.0153759,0.00614834,0.0138915,-2.35193,0.0592915,0.753105,20.3214,0.0109635,0.00632979,0.0140652,-2.35193,0.0592915,0.00845332,19.8021,-0.512833,0.0174508,0.00501092,-0.788873,0.0592915,0.016648,20.8453,0.539158,0.0149161,0.00752759,-0.788905,0.0592915,0.0242741,19.8019,0.538751,-1.57376,-0.00363262,-0.00309685,0.0592915,0.000713025,20.8455,-0.512409,-1.57393,-0.00273482,-0.00293739,0.0592915,
0.7878,-0.00021354,19.5681,0.00850334,3.91553e-05,0.000221372,-7.60987e-06,0.24652,-0.00021354,19.5681,0.00850334,3.91553e-05,0.000221372,-7.60987e-06,0.24652,-0.00021354,19.5681,0.00850334,3.91553e-05,0.000221372,-7.60987e-06,0.24652,-0.00021354,19.5681,0.00850334,3.91553e-05,0.000221372,-7.60987e-06,0.24652,-0.00021354,19.5681,0.00850334,3.91553e-05,0.000221372,-7.60987e-06,0.24652,-0.728422,19.5505,0.015373,0.00538954,0.0131363,-2.35194,0.0592915,0.753105,19.5459,0.0109682,0.00530341,0.0130461,-2.35194,0.0592915,0.00845208,19.0266,-0.512831,0.0169499,0.00551357,-0.788876,0.0592915,0.0166479,20.0698,0.539157,0.0148816,0.00756716,-0.788905,0.0592915,0.0242771,19.0264,0.538748,-1.57376,-0.00311962,-0.00309826,0.0592915,0.00071073,20.07,-0.512409,-1.57392,-0.00293996,-0.00293868,0.0592915,
0.7979,-0.000208745,18.7826,0.00850403,3.58599e-05,0.000228707,-6.88296e-06,0.24652,-0.000208745,18.7826,0.00850403,3.58599e-05,0.000228707,-6.88296e-06,0.24652,-0.000208745,18.7826,0.00850403,3.58599e-05,0.000228707,-6.88296e-06,0.24652,-0.000208745,18.7826,0.00850403,3.58599e-05,0.000228707,-6.88296e-06,0.24652,-0.000208745,18.7826,0.00850403,3.58599e-05,0.000228707,-6.88296e-06,0.24652,-0.72842,18.765,0.0153705,0.00499612,0.0127431,-2.35194,0.0592915,0.75311,18.7604,0.0109715,0.00484062,0.0125861,-2.35195,0.0592915,0.00843534,18.2411,-0.512831,0.0143672,0.0080807,-0.788895,0.0592915,0.0166329,19.2843,0.539159,0.0168184,0.00564659,-0.788893,0.0592915,0.0242802,18.2409,0.538746,-1.57376,-0.00229104,-0.00309593,0.0592915,0.000711114,19.2845,-0.512412,-1.57392,-0.00343063,-0.0029405,0.0592915,
0.808,-0.000208227,17.9871,0.00850418,3.76551e-05,0.000220048,-1.09468e-05,0.24652,-0.000208227,17.9871,0.00850418,3.76551e-05,0.000220048,-1.09468e-05,0.24652,-0.000208227,17.9871,0.00850418,3.76551e-05,0.000220048,-1.09468e-05,0.24652,-0.000208227,17.9871,0.00850418,3.76551e-05,0.000220048,-1.09468e-05,0.24652,-0.000208227,17.9871,0.00850418,3.76551e-05,0.000220048,-1.09468e-05,0.24652,-0.728421,17.9694,0.015373,0.00572755,0.0134703,-2.35193,0.0592915,0.753111,17.9649,0.0109671,0.00580466,0.0135438,-2.35193,0.0592915,0.00843536,17.4456,-0.512832,0.0146706,0.00777446,-0.788892,0.0592915,0.0166319,18.4887,0.53916,0.0170029,0.00545835,-0.788892,0.0592915,0.0242774,17.4454,0.538748,-1.57376,-0.00274834,-0.00309439,0.0592915,0.000713427,18.4889,-0.512412,-1.57392,-0.00326682,-0.00293938,0.0592915,
0.8181,-0.000212905,17.1815,0.00850333,4.15634e-05,0.000211433,-1.18047e-05,0.24652,-0.000212905,17.1815,0.00850333,4.15634e-05,0.000211433,-1.18047e-05,0.24652,-0.000212905,17.1815,0.00850333,4.15634e-05,0.000211433,-1.18047e-05,0.24652,-0.000212905,17.1815,0.00850333,4.15634e-05,0.000211433,-1.18047e-05,0.24652,-0.000212905,17.1815,0.00850333,4.15634e-05,0.000211433,-1.18047e-05,0.24652,-0.728424,17.1639,0.0153759,0.00617168,0.0139146,-2.35193,0.0592915,0.753105,17.1594,0.0109633,0.00639716,0.014132,-2.35192,0.0592915,0.00845196,16.64,-0.512833,0.0172715,0.0051887,-0.788874,0.0592915,0.0166468,17.6832,0.539159,0.0150764,0.00736814,-0.788904,0.0592915,0.024274,16.6398,0.538751,-1.57376,-0.00360402,-0.00309653,0.0592915,0.000713263,17.6834,-0.512409,-1.57393,-0.00276202,-0.00293745,0.0592915,
0.8282,-0.000213841,16.366,0.0085034,4.03544e-05,0.0002191,-7.79974e-06,0.24652,-0.000213841,16.366,0.0085034,4.03544e-05,0.0002191,-7.79974e-06,0.24652,-0.000213841,16.366,0.0085034,4.03544e-05,0.0002191,-7.79974e-06,0.24652,-0.000213841,16.366,0.0085034,4.03544e-05,0.0002191,-7.79974e-06,0.24652,-0.000213841,16.366,0.0085034,4.03544e-05,0.0002191,-7.79974e-06,0.24652,-0.728423,16.3484,0.0153734,0.00547098,0.0132175,-2.35194,0.0592915,0.753104,16.3438,0.0109671,0.00551299,0.0132541,-2.35194,0.0592915,0.00845329,15.8245,-0.512831,0.0171658,0.0052983,-0.788875,0.0592915,0.016649,16.8677,0.539157,0.0147425,0.00770442,-0.788907,0.0592915,0.0242765,15.8243,0.538749,-1.57376,-0.0032057,-0.00309825,0.0592915,0.00071102,16.8679,-0.512409,-1.57392,-0.00288178,-0.00293835,0.0592915,
0.8383,-0.000209156,15.5405,0.00850397,3.62539e-05,0.000228518,-6.86245e-06,0.24652,-0.000209156,15.5405,0.00850397,3.62539e-05,0.000228518,-6.86245e-06,0.24652,-0.000209156,15.5405,0.00850397,3.62539e-05,0.000228518,-6.86245e-06,0.24652,-0.000209156,15.5405,0.00850397,3.62539e-05,0.000228518,-6.86245e-06,0.24652,-0.000209156,15.5405,0.00850397,3.62539e-05,0.000228518,-6.86245e-06,0.24652,-0.72842,15.5228,0.0153705,0.0049779,0.0127252,-2.35195,0.0592915,0.75311,15.5183,0.0109715,0.0048019,0.0125477,-2.35195,0.0592915,0.00843669,14.999,-0.512831,0.0145623,0.00788719,-0.788893,0.0592915,0.0166342,16.0421,0.539159,0.0166467,0.00581723,-0.788894,0.0592915,0.0242802,14.9988,0.538746,-1.57376,-0.00232538,-0.00309625,0.0592915,0.000710901,16.0423,-0.512412,-1.57392,-0.0033987,-0.00294048,0.0592915,
0.8484,-0.000207977,14.7049,0.00850411,3.67358e-05,0.000222087,-1.07872e-05,0.24652,-0.000207977,14.7049,0.00850411,3.67358e-05,0.000222087,-1.07872e-05,0.24652,-0.000207977,14.7049,0.00850411,3.67358e-05,0.000222087,-1.07872e-05,0.24652,-0.000207977,14.7049,0.00850411,3.67358e-05,0.000222087,-1.07872e-05,0.24652,-0.000207977,14.7049,0.00850411,3.67358e-05,0.000222087,-1.07872e-05,0.24652,-0.72842,14.6873,0.0153727,0.0056449,0.0133879,-2.35194,0.0592915,0.753111,14.6827,0.0109682,0.00558986,0.0133307,-2.35194,0.0592915,0.00843429,14.1634,-0.512832,0.0144699,0.00797468,-0.788893,0.0592915,0.016631,15.2066,0.53916,0.017129,0.00533404,-0.788891,0.0592915,0.024278,14.1632,0.538748,-1.57376,-0.00266478,-0.00309448,0.0592915,0.000713127,15.2068,-0.512413,-1.57392,-0.00332226,-0.00293969,0.0592915,
