time,0_rod(payload_bars compound_0msTde).X,0_rod(payload_bars compound_0msTde).Y,0_rod(payload_bars compound_0msTde).Z,0_rod(payload_bars compound_0msTde).Euler1,0_rod(payload_bars compound_0msTde).Euler2,0_rod(payload_bars compound_0msTde).Euler3,0_rod(payload_bars compound_0msTde).mass,1_rod(payload_bars compound_0msTde).X,1_rod(payload_bars compound_0msTde).Y,1_rod(payload_bars compound_0msTde).Z,1_rod(payload_bars compound_0msTde).Euler1,1_rod(payload_bars compound_0msTde).Euler2,1_rod(payload_bars compound_0msTde).Euler3,1_rod(payload_bars compound_0msTde).mass,2_rod(payload_bars compound_0msTde).X,2_rod(payload_bars compound_0msTde).Y,2_rod(payload_bars compound_0msTde).Z,2_rod(payload_bars compound_0msTde).Euler1,2_rod(payload_bars compound_0msTde).Euler2,2_rod(payload_bars compound_0msTde).Euler3,2_rod(payload_bars compound_0msTde).mass,3_rod(payload_bars compound_0msTde).X,3_rod(payload_bars compound_0msTde).Y,3_rod(payload_bars compound_0msTde).Z,3_rod(payload_bars compound_0msTde).Euler1,3_rod(payload_bars compound_0msTde).Euler2,3_rod(payload_bars compound_0msTde).Euler3,3_rod(payload_bars compound_0msTde).mass,4_rod(payload_bars compound_0msTde).X,4_rod(payload_bars compound_0msTde).Y,4_rod(payload_bars compound_0msTde).Z,4_rod(payload_bars compound_0msTde).Euler1,4_rod(payload_bars compound_0msTde).Euler2,4_rod(payload_bars compound_0msTde).Euler3,4_rod(payload_bars compound_0msTde).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.6767,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,31.7684,181.426,2.2269,1.03852,-0.5231,2.78323,0.199491,35.48,187.531,5.90484,1.02632,-0.457823,2.78085,0.199491,34.452,184.541,5.06186,1.00954,-0.494013,-1.9129,0.199491,31.5596,187.299,4.18093,0.945913,-0.517842,-1.9122,0.199491,31.9874,185.905,5.92586,-0.723668,-0.329871,0.526523,0.199645,33.8973,185.777,2.03283,-0.689719,-0.278393,0.488,0.199491,
0.6868,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,32.2957,183.731,2.28236,1.01176,-0.448538,2.79535,0.199491,35.9896,189.96,5.99283,1.04828,-0.468036,2.76803,0.199491,35.0046,186.856,5.14999,1.01649,-0.497535,-1.91548,0.199491,31.9801,189.683,4.18771,1.14833,-0.450087,-2.01884,0.199491,32.4352,188.232,6.0146,-0.722156,-0.349656,0.532981,0.199645,34.4262,188.142,2.07097,-0.717997,-0.348099,0.497601,0.199491,
0.6969,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,32.8341,186.046,2.35168,1.03793,-0.509021,2.78557,0.199491,36.4835,192.368,6.07548,1.087,-0.516127,2.7455,0.199491,35.5362,189.171,5.23578,1.11726,-0.468854,-1.96285,0.199491,32.4271,192.034,4.19146,0.938924,-0.537504,-1.92809,0.199491,32.8942,190.551,6.08756,-0.689806,-0.322736,0.52978,0.199645,34.9431,190.498,2.12173,-0.687947,-0.313289,0.487221,0.199491,
0.707,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,33.3926,188.363,2.43175,1.05486,-0.548684,2.78315,0.199491,36.9561,194.734,6.13988,1.06737,-0.447791,2.74893,0.199491,36.0377,191.51,5.31829,1.04004,-0.501039,-1.92845,0.199491,32.8979,194.368,4.20501,1.10678,-0.483883,-2.01934,0.199491,33.3657,192.852,6.14565,-0.689132,-0.349375,0.531907,0.199645,35.455,192.843,2.18835,-0.702728,-0.357014,0.493532,0.199491,
0.7171,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,33.9631,190.691,2.51844,1.02811,-0.483781,2.80289,0.199491,37.4134,197.07,6.18566,1.12603,-0.541113,2.71481,0.199491,36.5139,193.86,5.39448,1.13313,-0.474186,-1.97227,0.199491,33.4023,196.668,4.22861,1.06944,-0.508745,-2.01222,0.199491,33.8488,195.15,6.18639,-0.684772,-0.371517,0.53255,0.199645,35.9503,195.177,2.28063,-0.669456,-0.316191,0.48516,0.199491,
0.7272,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,34.5365,193.041,2.62592,1.05826,-0.538458,2.7897,0.199491,37.8621,199.379,6.2223,1.09449,-0.453671,2.72545,0.199491,36.9826,196.212,5.4504,1.09873,-0.494462,-1.95743,0.199491,33.9286,198.932,4.27244,1.01312,-0.542003,-1.99265,0.199491,34.3263,197.437,6.20413,-0.662095,-0.359309,0.525875,0.199645,36.4424,197.5,2.38431,-0.694207,-0.380011,0.496375,0.199491,
0.7373,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,35.1173,195.382,2.73375,1.09634,-0.601388,2.77155,0.199491,38.2995,201.659,6.24665,1.13322,-0.507157,2.70199,0.199491,37.4348,198.568,5.50883,1.0976,-0.502785,-1.95751,0.199491,34.468,201.186,4.32423,1.21469,-0.460576,-2.09839,0.199491,34.8158,199.716,6.21385,-0.622981,-0.32035,0.511829,0.199645,36.93,199.812,2.49748,-0.666781,-0.354008,0.491471,0.199491,
0.7474,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,35.7031,197.721,2.84287,1.09566,-0.575133,2.77452,0.199491,38.735,203.925,6.26967,1.17726,-0.565705,2.6744,0.199491,37.8776,200.92,5.55936,1.16621,-0.484568,-1.99112,0.199491,35.0118,203.424,4.38276,1.21102,-0.471375,-2.10721,0.199491,35.3124,201.992,6.22315,-0.675,-0.430182,0.532325,0.199645,37.4123,202.106,2.61228,-0.647048,-0.341639,0.490343,0.199491,
0.7575,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,36.2848,200.051,2.9532,1.08926,-0.531699,2.77866,0.199491,39.169,206.178,6.29118,1.17127,-0.533884,2.67289,0.199491,38.3225,203.262,5.61011,1.20891,-0.475185,-2.01309,0.199491,35.5594,205.649,4.44789,1.06537,-0.551814,-2.04359,0.199491,35.8069,204.257,6.22514,-0.682389,-0.465891,0.536538,0.199645,37.8962,204.394,2.72787,-0.665349,-0.396707,0.502765,0.199491,
0.7676,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,36.8662,202.372,3.06221,1.09478,-0.515093,2.77588,0.199491,39.6023,208.421,6.31228,1.15729,-0.486006,2.67437,0.199491,38.7671,205.593,5.66195,1.20441,-0.484928,-2.01355,0.199491,36.1109,207.864,4.51781,1.04028,-0.573078,-2.03701,0.199491,36.3011,206.515,6.22778,-0.622903,-0.39828,0.512713,0.199645,38.3779,206.671,2.83864,-0.682332,-0.447436,0.516997,0.199491,
0.7777,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,37.4467,204.682,3.1674,1.12102,-0.539417,2.7617,0.199491,40.0376,210.653,6.33353,1.18333,-0.507254,2.65657,0.199491,39.2126,207.915,5.71243,1.15803,-0.511593,-1.9938,0.199491,36.6599,210.071,4.59171,1.19907,-0.506403,-2.1266,0.199491,36.7972,208.764,6.23108,-0.572135,-0.338816,0.494507,0.199645,38.8584,208.934,2.94983,-0.641905,-0.406052,0.508372,0.199491,
0.7878,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,38.0256,206.979,3.26944,1.17918,-0.617579,2.72818,0.199491,40.4724,212.874,6.35779,1.23837,-0.572158,2.62372,0.199491,39.6582,210.226,5.76316,1.15509,-0.520239,-1.9953,0.199491,37.2034,212.273,4.66866,1.32945,-0.4372,-2.19279,0.199491,37.295,211.007,6.23817,-0.618609,-0.442701,0.512612,0.199645,39.3445,211.185,3.05404,-0.619335,-0.39502,0.507408,0.199491,
0.7979,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,38.5979,209.254,3.36153,1.21848,-0.64453,2.70242,0.199491,40.9088,215.091,6.39086,1.2262,-0.532639,2.62627,0.199491,40.1081,212.524,5.81657,1.22753,-0.496885,-2.03462,0.199491,37.7408,214.472,4.74627,1.18976,-0.528584,-2.1311,0.199491,37.7961,213.245,6.24971,-0.595776,-0.430763,0.504534,0.199645,39.8342,213.42,3.15162,-0.656953,-0.481167,0.532838,0.199491,
0.808,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,39.1603,211.5,3.43868,1.20376,-0.568908,2.70522,0.199491,41.3477,217.308,6.43715,1.24707,-0.541754,2.6125,0.199491,40.5693,214.809,5.87495,1.21612,-0.507453,-2.03474,0.199491,38.2671,216.671,4.82623,1.30304,-0.468579,-2.18535,0.199491,38.2951,215.48,6.2736,-0.570494,-0.413269,0.495578,0.199645,40.3331,215.643,3.23122,-0.613004,-0.441245,0.525139,0.199491,
0.8181,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,39.7099,213.711,3.49656,1.22796,-0.557947,2.6829,0.199491,41.7892,219.532,6.50424,1.27121,-0.55044,2.59825,0.199491,41.048,217.073,5.94133,1.19148,-0.522324,-2.03002,0.199491,38.7788,218.869,4.9039,1.29057,-0.480985,-2.17431,0.199491,38.7919,217.719,6.30824,-0.5868,-0.464233,0.505191,0.199645,40.8416,217.85,3.29284,-0.629197,-0.494263,0.544808,0.199491,
0.8282,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,40.2491,215.885,3.53409,1.28406,-0.5927,2.64047,0.199491,42.2355,221.765,6.5897,1.26452,-0.513162,2.60085,0.199491,41.5428,219.319,6.01612,1.26515,-0.491524,-2.07463,0.199491,39.2743,221.068,4.9776,1.26872,-0.496344,-2.15452,0.199491,39.2842,219.955,6.35615,-0.541643,-0.411325,0.489437,0.199645,41.3602,220.046,3.33872,-0.593206,-0.47099,0.540991,0.199491,
0.8383,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,40.7813,218.027,3.55878,1.29931,-0.560693,2.6194,0.199491,42.6856,224.002,6.68991,1.30873,-0.546704,2.57881,0.199491,42.0523,221.546,6.0974,1.27879,-0.486289,-2.09045,0.199491,39.7525,223.263,5.04559,1.3968,-0.417725,-2.1994,0.199491,39.7721,222.193,6.41561,-0.585716,-0.504094,0.514475,0.199645,41.8891,222.23,3.37033,-0.59343,-0.500884,0.554102,0.199491,
0.8484,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,41.309,220.145,3.5797,1.29548,-0.503164,2.60698,0.199491,43.1376,226.242,6.80105,1.2864,-0.487204,2.5904,0.199491,42.5688,223.754,6.17965,1.24895,-0.503032,-2.08696,0.199491,40.2206,225.454,5.10778,1.26835,-0.496276,-2.12788,0.199491,40.26,224.425,6.47847,-0.529217,-0.43213,0.496795,0.199645,42.4237,224.404,3.39623,-0.576756,-0.506523,0.557866,0.199491,
0.8585,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,41.8375,222.247,3.59984,1.3024,-0.465211,2.58859,0.199491,43.5904,228.476,6.91605,1.28414,-0.456744,2.59155,0.199491,43.0899,225.949,6.26364,1.2579,-0.50038,-2.10227,0.199491,40.6789,227.635,5.16586,1.22876,-0.515208,-2.09354,0.199491,40.7463,226.651,6.54539,-0.514725,-0.426938,0.499369,0.199645,42.9635,226.57,3.41735,-0.540303,-0.483798,0.551236,0.199491,
0.8686,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,42.3694,224.346,3.64179,1.31766,-0.459668,2.57439,0.199491,44.0471,230.705,7.02946,1.32711,-0.491675,2.57048,0.199491,43.6125,228.128,6.34849,1.30731,-0.47632,-2.13556,0.199491,41.1337,229.798,5.19772,1.33217,-0.463796,-2.13112,0.199491,41.232,228.863,6.61463,-0.548835,-0.502778,0.526931,0.199645,43.4987,228.732,3.44128,-0.537155,-0.503832,0.55825,0.199491,
0.8787,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,42.9022,226.473,3.70654,1.31782,-0.441503,2.57047,0.199491,44.5204,232.944,7.12524,1.36081,-0.509191,2.55061,0.199491,44.1395,230.256,6.43689,1.3767,-0.441835,-2.17251,0.199491,41.5825,231.953,5.20823,1.43569,-0.407965,-2.17417,0.199491,41.7117,231.019,6.67923,-0.561642,-0.547135,0.549479,0.199645,44.0237,230.911,3.48248,-0.53986,-0.529329,0.556081,0.199491,
0.8888,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,43.4477,228.585,3.76103,1.30787,-0.411318,2.57231,0.199491,45.0029,235.169,7.20577,1.34403,-0.462929,2.55438,0.199491,44.6695,232.391,6.5297,1.31023,-0.487586,-2.14351,0.199491,42.0193,234.116,5.21807,1.40957,-0.427987,-2.17469,0.199491,42.1812,233.151,6.76183,-0.551325,-0.557746,0.554376,0.199645,44.5461,233.066,3.52745,-0.499989,-0.492476,0.540557,0.199491,
0.8989,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,44.0089,230.68,3.81616,1.32185,-0.414365,2.56501,0.199491,45.491,237.373,7.2809,1.32555,-0.420918,2.55922,0.199491,45.1982,234.524,6.61818,1.27867,-0.511366,-2.1267,0.199491,42.4438,236.273,5.22697,1.31334,-0.490188,-2.14387,0.199491,42.6299,235.276,6.84562,-0.496629,-0.495542,0.532026,0.199645,45.0818,235.215,3.58127,-0.489436,-0.498873,0.53732,0.199491,
0.909,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,44.5512,232.772,3.88234,1.37119,-0.462787,2.53908,0.199491,45.976,239.573,7.35921,1.31877,-0.395556,2.5599,0.199491,45.7324,236.646,6.70088,1.2871,-0.513362,-2.12977,0.199491,42.8672,238.41,5.22892,1.24419,-0.537252,-2.11914,0.199491,43.0972,237.386,6.92421,-0.478402,-0.488205,0.533004,0.199645,45.6164,237.358,3.63875,-0.4885,-0.519823,0.538023,0.199491,
0.9191,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,45.0906,234.867,3.96089,1.43627,-0.525527,2.50592,0.199491,46.4596,241.759,7.45,1.36088,-0.43231,2.54021,0.199491,46.2667,238.749,6.78574,1.34218,-0.490061,-2.15809,0.199491,43.2902,240.528,5.22188,1.32254,-0.503419,-2.16432,0.199491,43.5768,239.493,6.99556,-0.516473,-0.561813,0.563922,0.199645,46.1433,239.492,3.6855,-0.497478,-0.551109,0.542585,0.199491,
0.9292,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,45.6331,236.957,4.03368,1.48141,-0.560569,2.48104,0.199491,46.9381,243.938,7.53036,1.43643,-0.506519,2.50317,0.199491,46.8026,240.838,6.87821,1.43049,-0.442437,-2.19837,0.199491,43.7317,242.643,5.22385,1.48474,-0.403539,-2.24233,0.199491,44.0349,241.581,7.07127,-0.544494,-0.61567,0.588095,0.199645,46.6736,241.614,3.72744,-0.488061,-0.557312,0.539993,0.199491,
0.9393,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,46.1734,239.034,4.10265,1.43471,-0.493924,2.50262,0.199491,47.4181,246.103,7.60638,1.4338,-0.480343,2.50239,0.199491,47.3405,242.927,6.96955,1.46635,-0.426143,-2.21346,0.199491,44.1775,244.741,5.22783,1.47339,-0.419175,-2.24802,0.199491,44.4958,243.659,7.14118,-0.458672,-0.521899,0.55031,0.199645,47.1955,243.73,3.78246,-0.461206,-0.538163,0.527402,0.199491,
0.9494,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,46.7166,241.104,4.18369,1.36155,-0.392299,2.53206,0.199491,47.8915,248.251,7.6782,1.39728,-0.417593,2.51525,0.199491,47.8642,245.012,7.05344,1.38553,-0.486477,-2.17841,0.199491,44.6317,246.83,5.23216,1.32257,-0.530278,-2.18611,0.199491,44.965,245.722,7.20766,-0.460381,-0.545609,0.55828,0.199645,47.7185,245.84,3.84015,-0.470972,-0.572329,0.53372,0.199491,
0.9595,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,47.2655,243.181,4.26828,1.41112,-0.446487,2.51286,0.199491,48.3622,250.371,7.74431,1.46327,-0.478798,2.48242,0.199491,48.3756,247.094,7.13703,1.43786,-0.460285,-2.20309,0.199491,45.0974,248.905,5.2397,1.44357,-0.459107,-2.25154,0.199491,45.4395,247.774,7.2707,-0.502724,-0.622097,0.587641,0.199645,48.2341,247.934,3.90053,-0.452659,-0.564058,0.526275,0.199491,
0.9696,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,47.8191,245.258,4.35358,1.50729,-0.55211,2.46935,0.199491,48.8283,252.472,7.79916,1.46149,-0.458231,2.47869,0.199491,48.8734,249.173,7.21598,1.50855,-0.418689,-2.23398,0.199491,45.5848,250.963,5.25941,1.48958,-0.433826,-2.28113,0.199491,45.9176,249.818,7.32423,-0.417917,-0.534451,0.545486,0.199645,48.7378,250.019,3.97345,-0.4437,-0.569375,0.523512,0.199491,
0.9797,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,48.3718,247.336,4.44783,1.45339,-0.489623,2.50067,0.199491,49.2877,254.548,7.84791,1.4549,-0.431722,2.47584,0.199491,49.3571,251.252,7.28893,1.43263,-0.477526,-2.20343,0.199491,46.0916,253.002,5.28901,1.36582,-0.534796,-2.23157,0.199491,46.4059,251.851,7.36675,-0.480344,-0.642595,0.583414,0.199645,49.2338,252.097,4.05064,-0.453133,-0.600429,0.531734,0.199491,
0.9898,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,48.9312,249.412,4.54527,1.39028,-0.408644,2.53388,0.199491,49.7438,256.599,7.88847,1.51379,-0.479866,2.44363,0.199491,49.8242,253.328,7.35595,1.47353,-0.456819,-2.22417,0.199491,46.6109,255.031,5.32677,1.50156,-0.445635,-2.30366,0.199491,46.9016,253.878,7.40434,-0.401011,-0.566601,0.541001,0.199645,49.7229,254.161,4.13554,-0.421901,-0.573239,0.518049,0.199491,
0.9999,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,49.491,251.487,4.6448,1.45093,-0.480235,2.51231,0.199491,50.1987,258.631,7.92355,1.50789,-0.456937,2.4402,0.199491,50.284,255.398,7.41643,1.55178,-0.407896,-2.25885,0.199491,47.1394,257.046,5.3741,1.56677,-0.400345,-2.33993,0.199491,47.4013,255.897,7.43705,-0.398159,-0.590611,0.540787,0.199645,50.207,256.213,4.22569,-0.433907,-0.609216,0.529215,0.199491,
1.01,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,50.041,253.57,4.75327,1.56609,-0.59243,2.45313,0.199491,50.6586,260.648,7.95696,1.49638,-0.428956,2.44118,0.199491,50.7512,257.458,7.46465,1.5065,-0.45027,-2.24182,0.199491,47.6666,259.044,5.43062,1.46769,-0.495792,-2.30504,0.199491,47.8961,257.901,7.46026,-0.451063,-0.680054,0.574918,0.199645,50.6947,258.254,4.32114,-0.432847,-0.628192,0.532828,0.199491,
1.0201,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,50.5942,255.643,4.8616,1.61426,-0.622543,2.42628,0.199491,51.117,262.648,7.98641,1.52797,-0.44847,2.42331,0.199491,51.211,259.509,7.51289,1.45768,-0.493317,-2.22006,0.199491,48.1963,261.035,5.48853,1.41952,-0.545063,-2.28809,0.199491,48.3957,259.899,7.48544,-0.405037,-0.643978,0.549642,0.199645,51.1807,260.284,4.41732,-0.405381,-0.611358,0.521974,0.199491,
1.0302,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,51.1457,257.705,4.96928,1.58831,-0.580951,2.44201,0.199491,51.5753,264.638,8.01673,1.57982,-0.485147,2.39565,0.199491,51.6698,261.551,7.55918,1.46861,-0.495227,-2.2261,0.199491,48.7285,263.016,5.55096,1.51632,-0.479492,-2.34281,0.199491,48.8965,261.888,7.50862,-0.341923,-0.579959,0.515515,0.199645,51.6658,262.302,4.51269,-0.392338,-0.614652,0.520309,0.199491,
1.0403,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,51.6955,259.756,5.0764,1.53529,-0.508915,2.46938,0.199491,52.0323,266.617,8.04671,1.61098,-0.498176,2.37697,0.199491,52.1292,263.583,7.60646,1.52086,-0.468175,-2.25186,0.199491,49.2626,264.986,5.61698,1.63997,-0.374948,-2.40151,0.199491,49.3988,263.869,7.52882,-0.334134,-0.593554,0.513122,0.199645,52.15,264.312,4.60737,-0.397372,-0.644185,0.529017,0.199491,
1.0504,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,52.2458,261.798,5.18268,1.49278,-0.443181,2.48789,0.199491,52.4892,268.586,8.07756,1.60496,-0.476338,2.3757,0.199491,52.5874,265.605,7.65341,1.59355,-0.422347,-2.28553,0.199491,49.7964,266.946,5.68532,1.68999,-0.333243,-2.42699,0.199491,49.9017,265.842,7.55017,-0.368495,-0.666395,0.536216,0.199645,52.6348,266.309,4.69888,-0.405723,-0.67726,0.540842,0.199491,
1.0605,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,52.798,263.826,5.2862,1.49852,-0.431077,2.48373,0.199491,52.9458,270.544,8.10886,1.58185,-0.439562,2.38131,0.199491,53.0431,267.617,7.69979,1.62874,-0.402692,-2.30275,0.199491,50.3276,268.898,5.75408,1.63662,-0.401205,-2.41531,0.199491,50.4074,267.808,7.57292,-0.381216,-0.706815,0.547786,0.199645,53.1199,268.295,4.79145,-0.380179,-0.66626,0.531876,0.199491,
1.0706,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,53.352,265.841,5.38619,1.57417,-0.49594,2.44802,0.199491,53.4017,272.492,8.14197,1.60515,-0.446177,2.36651,0.199491,53.4979,269.621,7.74737,1.59497,-0.43825,-2.29262,0.199491,50.8564,270.843,5.82426,1.54698,-0.500537,-2.3817,0.199491,50.9127,269.766,7.59852,-0.329697,-0.664085,0.518011,0.199645,53.6081,270.268,4.88028,-0.362244,-0.665953,0.528192,0.199491,
1.0807,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,53.906,267.839,5.47854,1.67694,-0.576677,2.39391,0.199491,53.8556,274.433,8.17833,1.6692,-0.485944,2.33341,0.199491,53.956,271.614,7.79838,1.55841,-0.474456,-2.28061,0.199491,51.3837,272.779,5.89812,1.62962,-0.429753,-2.42296,0.199491,51.4157,271.719,7.62502,-0.304761,-0.655209,0.504927,0.199645,54.0984,272.231,4.96547,-0.384451,-0.718414,0.550391,0.199491,
1.0908,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,54.4599,269.815,5.56458,1.70175,-0.577791,2.37871,0.199491,54.3072,276.368,8.22084,1.65498,-0.456526,2.33605,0.199491,54.4171,273.597,7.85203,1.61295,-0.438233,-2.3098,0.199491,51.9065,274.706,5.97292,1.72132,-0.337937,-2.46022,0.199491,51.9183,273.669,7.65424,-0.333198,-0.719839,0.526378,0.199645,54.5931,274.181,5.04453,-0.357235,-0.708728,0.541684,0.199491,
1.1009,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,55.0087,271.771,5.64652,1.62766,-0.481939,2.41116,0.199491,54.7569,278.3,8.27009,1.64221,-0.427975,2.33842,0.199491,54.8869,275.568,7.90935,1.67618,-0.390739,-2.34108,0.199491,52.4213,276.629,6.0466,1.63088,-0.44665,-2.42549,0.199491,52.4178,275.611,7.68702,-0.293305,-0.690175,0.504451,0.199645,55.0973,276.119,5.11483,-0.332184,-0.702787,0.536184,0.199491,
