time,0_rod(payload_bars compound_0msTde).X,0_rod(payload_bars compound_0msTde).Y,0_rod(payload_bars compound_0msTde).Z,0_rod(payload_bars compound_0msTde).Euler1,0_rod(payload_bars compound_0msTde).Euler2,0_rod(payload_bars compound_0msTde).Euler3,0_rod(payload_bars compound_0msTde).mass,1_rod(payload_bars compound_0msTde).X,1_rod(payload_bars compound_0msTde).Y,1_rod(payload_bars compound_0msTde).Z,1_rod(payload_bars compound_0msTde).Euler1,1_rod(payload_bars compound_0msTde).Euler2,1_rod(payload_bars compound_0msTde).Euler3,1_rod(payload_bars compound_0msTde).mass,2_rod(payload_bars compound_0msTde).X,2_rod(payload_bars compound_0msTde).Y,2_rod(payload_bars compound_0msTde).Z,2_rod(payload_bars compound_0msTde).Euler1,2_rod(payload_bars compound_0msTde).Euler2,2_rod(payload_bars compound_0msTde).Euler3,2_rod(payload_bars compound_0msTde).mass,3_rod(payload_bars compound_0msTde).X,3_rod(payload_bars compound_0msTde).Y,3_rod(payload_bars compound_0msTde).Z,3_rod(payload_bars compound_0msTde).Euler1,3_rod(payload_bars compound_0msTde).Euler2,3_rod(payload_bars compound_0msTde).Euler3,3_rod(payload_bars compound_0msTde).mass,4_rod(payload_bars compound_0msTde).X,4_rod(payload_bars compound_0msTde).Y,4_rod(payload_bars compound_0msTde).Z,4_rod(payload_bars compound_0msTde).Euler1,4_rod(payload_bars compound_0msTde).Euler2,4_rod(payload_bars compound_0msTde).Euler3,4_rod(payload_bars compound_0msTde).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.2525,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,9.67275,75.2794,0.287369,0.346527,-0.632465,-2.99537,0.199491,14.8974,77.913,2.15664,0.408557,-0.509813,-3.11762,0.199491,12.9008,76.7343,1.97036,0.236103,-0.366514,-1.41894,0.199491,12.0792,79.1126,2.28614,0.648986,-0.377635,-1.71132,0.199491,11.7619,77.8715,3.2356,-1.09473,0.0581049,0.31175,0.199645,12.3881,78.1338,0.0566442,-1.15704,-0.0568206,0.334587,0.199491,
0.2626,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,10.0451,77.9749,0.239169,0.466736,-0.340413,-3.08298,0.199491,15.4099,80.7217,2.33486,0.413996,-0.43243,-3.11212,0.199491,13.464,79.5297,2.05914,0.525346,-0.385996,-1.54017,0.199491,12.5559,81.9682,2.39275,0.570464,-0.381294,-1.63924,0.199491,12.3297,80.6673,3.34412,-1.10305,0.0139116,0.31054,0.199645,12.8823,80.8287,-0.0120847,-1.15982,-0.121577,0.366687,0.199491,
0.2727,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,10.3063,80.6086,0.143568,0.537564,-0.501878,3.12289,0.199491,16.035,83.5523,2.56893,0.438405,-0.40034,-3.10561,0.199491,14.0836,82.2251,2.128,0.441914,-0.374799,-1.52155,0.199491,12.9695,84.8365,2.53039,0.340075,-0.364813,-1.50497,0.199491,12.8947,83.5179,3.52601,-1.0974,0.038093,0.323596,0.199645,13.3844,83.5361,-0.173784,-1.08704,-0.00278268,0.383931,0.199491,
0.2828,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,10.6551,83.2193,0.141567,0.519868,-0.0373848,3.1355,0.199491,16.725,86.4147,2.80681,0.474139,-0.379579,-3.12417,0.199491,14.6781,84.8367,2.17094,0.489389,-0.366431,-1.57089,0.199491,13.2889,87.7032,2.5435,0.732147,-0.374417,-1.62372,0.199491,13.4207,86.3042,3.71391,-1.09674,-0.0134723,0.360889,0.199645,13.8925,86.3243,-0.288452,-1.06298,0.0345548,0.375703,0.199491,
0.2929,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.0235,85.8417,0.118621,0.516115,-0.436925,3.13346,0.199491,17.4211,89.3219,2.97957,0.510341,-0.347881,-3.13955,0.199491,15.2568,87.3187,2.18178,0.518005,-0.367462,-1.59352,0.199491,13.6497,90.6218,2.62145,0.333989,-0.365809,-1.48635,0.199491,13.8853,89.0724,3.86033,-1.01339,0.140619,0.393449,0.199645,14.4106,89.0916,-0.308297,-1.08901,-0.0691724,0.367375,0.199491,
0.303,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.4174,88.4424,0.0906901,0.51623,-0.743885,3.13001,0.199491,18.0839,92.1928,3.08125,0.534861,-0.36062,3.13409,0.199491,15.8349,89.8106,2.27286,0.545834,-0.378334,-1.57745,0.199491,13.9981,93.559,2.67674,0.42469,-0.379297,-1.55292,0.199491,14.3499,91.821,4.03677,-1.06772,-0.0205238,0.399119,0.199645,14.9495,91.8481,-0.339698,-1.02569,0.0603557,0.366041,0.199491,
0.3131,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.8768,91.0526,0.0988066,0.507732,-0.0396143,-3.13174,0.199491,18.7281,94.9994,3.19991,0.543728,-0.357884,3.12403,0.199491,16.4081,92.4208,2.33388,0.501992,-0.380579,-1.56395,0.199491,14.3206,96.4967,2.69935,0.54947,-0.382634,-1.61958,0.199491,14.7928,94.485,4.2179,-1.03136,0.0281856,0.407898,0.199645,15.4942,94.5653,-0.36606,-1.07304,-0.0738449,0.360575,0.199491,
0.3232,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.4182,93.7202,0.190041,0.484196,-0.683011,-3.11545,0.199491,19.272,97.7811,3.28841,0.557625,-0.459471,3.11401,0.199491,16.937,95.0341,2.4144,0.594391,-0.3867,-1.59505,0.199491,14.7272,99.3177,2.684,0.598301,-0.392666,-1.64764,0.199491,15.2268,97.1407,4.32336,-1.02,0.0185097,0.415663,0.199645,16.0262,97.3119,-0.351222,-1.05806,-0.0548446,0.354257,0.199491,
0.3333,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,13.0171,96.4403,0.285036,0.488656,-0.23654,-3.10537,0.199491,19.7336,100.519,3.31827,0.572605,-0.36138,3.10059,0.199491,17.4431,97.7595,2.47999,0.573559,-0.396509,-1.58168,0.199491,15.2314,101.964,2.67879,0.417644,-0.415762,-1.60372,0.199491,15.6257,99.811,4.36118,-1.02412,-0.0290962,0.406576,0.199645,16.5433,100.037,-0.209003,-1.04206,-0.0269555,0.350131,0.199491,
0.3434,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,13.7065,99.1697,0.422761,0.460933,-0.67968,-3.08028,0.199491,20.1049,103.188,3.31891,0.578428,-0.414388,3.08961,0.199491,17.8674,100.576,2.55961,0.535738,-0.406965,-1.56269,0.199491,15.7736,104.552,2.6714,0.645541,-0.41258,-1.71273,0.199491,16.0848,102.473,4.32986,-1.03342,-0.0900761,0.4058,0.199645,17.0439,102.738,-0.0229539,-1.01019,0.0393434,0.34921,0.199491,
0.3535,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,14.4167,101.898,0.578462,0.499764,-0.152378,-3.08462,0.199491,20.4392,105.824,3.30791,0.574943,-0.37936,3.08208,0.199491,18.2719,103.433,2.63553,0.600582,-0.418482,-1.58811,0.199491,16.3417,107.095,2.68695,0.452043,-0.44688,-1.646,0.199491,16.5528,105.13,4.26429,-0.994642,-0.0352144,0.399329,0.199645,17.5456,105.423,0.171795,-1.05027,-0.0940029,0.35477,0.199491,
0.3636,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,15.1158,104.637,0.712049,0.500439,-0.285605,-3.08104,0.199491,20.7732,108.459,3.28314,0.600495,-0.573103,3.06253,0.199491,18.6891,106.265,2.70448,0.660434,-0.42882,-1.61108,0.199491,16.9299,109.583,2.72871,0.72691,-0.423022,-1.78352,0.199491,17.0165,107.809,4.19406,-0.991581,-0.0623479,0.396803,0.199645,18.0302,108.095,0.387856,-1.02659,-0.0616178,0.357592,0.199491,
0.3737,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,15.8097,107.363,0.829852,0.47595,-0.747558,-3.06567,0.199491,21.1058,111.08,3.2605,0.597356,-0.396066,3.05586,0.199491,19.1124,109.088,2.78387,0.530618,-0.439894,-1.55791,0.199491,17.5281,112.063,2.79599,0.567485,-0.460549,-1.73418,0.199491,17.4815,110.481,4.12942,-0.969784,-0.0450353,0.389151,0.199645,18.504,110.758,0.576021,-1.00654,-0.0434911,0.366532,0.199491,
0.3838,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.4562,110.05,0.922389,0.524229,-0.496639,-3.09385,0.199491,21.4481,113.693,3.26661,0.622502,-0.56617,3.03752,0.199491,19.5428,111.898,2.86506,0.658499,-0.445662,-1.61748,0.199491,18.1118,114.576,2.87628,0.769646,-0.428788,-1.82711,0.199491,17.9826,113.151,4.08039,-0.97932,-0.101677,0.387417,0.199645,18.9868,113.39,0.730247,-1.0107,-0.095359,0.380262,0.199491,
0.3939,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,17.0271,112.692,0.97309,0.571203,-0.526973,-3.13244,0.199491,21.8346,116.317,3.33795,0.626067,-0.557561,3.03507,0.199491,20.0084,114.663,2.94466,0.528632,-0.450889,-1.57296,0.199491,18.6616,117.153,2.97121,0.641925,-0.457761,-1.7556,0.199491,18.5071,115.812,4.08549,-0.945969,-0.0457388,0.382017,0.199645,19.4763,115.987,0.79387,-1.00757,-0.130815,0.401945,0.199491,
0.404,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,17.4847,115.267,0.945065,0.638984,-0.596744,3.08758,0.199491,22.2863,118.969,3.47057,0.622394,-0.436809,3.04034,0.199491,20.5336,117.352,3.03506,0.633041,-0.445944,-1.63217,0.199491,19.174,119.783,3.07522,0.653667,-0.450108,-1.7309,0.199491,19.0404,118.493,4.15099,-0.939201,-0.0455886,0.379111,0.199645,19.9826,118.565,0.794612,-1.00651,-0.175953,0.426194,0.199491,
0.4141,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,17.877,117.793,0.885389,0.68169,-0.398698,3.03106,0.199491,22.7977,121.647,3.65021,0.657077,-0.525042,3.03333,0.199491,21.1081,119.969,3.11055,0.638814,-0.441401,-1.64929,0.199491,19.6505,122.423,3.19536,0.790608,-0.420126,-1.75433,0.199491,19.5694,121.207,4.25418,-0.959554,-0.104985,0.385341,0.199645,20.4858,121.136,0.741055,-0.974389,-0.155094,0.447678,0.199491,
0.4242,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,18.2724,120.292,0.879534,0.717201,-0.48049,2.99598,0.199491,23.3411,124.341,3.85564,0.667207,-0.350534,3.03367,0.199491,21.6893,122.53,3.17375,0.64068,-0.438143,-1.67185,0.199491,20.084,125.047,3.25216,0.562132,-0.446212,-1.62105,0.199491,20.0878,123.917,4.36092,-0.928773,-0.0524864,0.401512,0.199645,21.0005,123.734,0.679955,-0.946782,-0.136017,0.457397,0.199491,
0.4343,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,18.7249,122.783,0.878388,0.663565,-0.20331,3.01976,0.199491,23.9085,127.07,4.03515,0.726616,-0.567035,2.99617,0.199491,22.2321,125.027,3.26617,0.723891,-0.428976,-1.72586,0.199491,20.4937,127.702,3.25832,0.837581,-0.42086,-1.72255,0.199491,20.5778,126.527,4.47001,-0.915511,-0.0828067,0.42016,0.199645,21.5251,126.376,0.659127,-0.914429,-0.0925435,0.438482,0.199491,
0.4444,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,19.1848,125.272,0.879092,0.692244,-0.41063,3.00698,0.199491,24.4938,129.794,4.14809,0.71446,-0.349766,2.99705,0.199491,22.7896,127.492,3.36083,0.687397,-0.441214,-1.70475,0.199491,20.9039,130.406,3.29316,0.824833,-0.418984,-1.73099,0.199491,21.0402,129.117,4.59689,-0.941136,-0.173367,0.444683,0.199645,22.0365,128.969,0.654308,-0.941707,-0.176694,0.448726,0.199491,
0.4545,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,19.6746,127.752,0.882524,0.760824,-0.712179,2.9752,0.199491,25.0832,132.475,4.24471,0.730396,-0.409314,2.98676,0.199491,23.3511,129.983,3.42098,0.772779,-0.435822,-1.73755,0.199491,21.2755,133.11,3.32627,0.475827,-0.451565,-1.60215,0.199491,21.4484,131.685,4.76334,-0.896765,-0.0970063,0.447654,0.199645,22.6028,131.551,0.65971,-0.894033,-0.0991961,0.434275,0.199491,
0.4646,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,20.1781,130.254,0.935829,0.698415,-0.312973,3.00622,0.199491,25.663,135.139,4.35189,0.776018,-0.601084,2.96337,0.199491,23.913,132.456,3.497,0.753548,-0.445337,-1.72517,0.199491,21.6158,135.814,3.32966,0.787599,-0.433246,-1.75281,0.199491,21.9094,134.212,4.8798,-0.921678,-0.16852,0.463009,0.199645,23.1431,134.126,0.668576,-0.902441,-0.136105,0.43406,0.199491,
0.4747,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,20.7011,132.763,0.997551,0.693339,-0.270903,3.01269,0.199491,26.2214,137.764,4.45963,0.729911,-0.297081,2.98479,0.199491,24.4756,134.947,3.55749,0.749729,-0.449484,-1.72284,0.199491,21.9287,138.473,3.33515,0.765456,-0.45206,-1.77141,0.199491,22.4004,136.747,4.97815,-0.88425,-0.116106,0.46993,0.199645,23.6819,136.693,0.700012,-0.893733,-0.132604,0.426282,0.199491,
0.4848,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,21.243,135.264,1.0471,0.752933,-0.636929,2.99147,0.199491,26.751,140.381,4.52583,0.800561,-0.61486,2.9484,0.199491,25.0068,137.458,3.64256,0.782466,-0.45071,-1.7306,0.199491,22.3537,141.107,3.33342,0.812946,-0.448387,-1.80882,0.199491,22.8333,139.252,5.09428,-0.917946,-0.207146,0.477389,0.199645,24.2081,139.249,0.749986,-0.889938,-0.144421,0.426643,0.199491,
0.4949,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,21.7961,137.8,1.14484,0.695988,-0.322082,3.02742,0.199491,27.235,142.973,4.60032,0.760946,-0.333467,2.96064,0.199491,25.5255,139.983,3.71976,0.782745,-0.457376,-1.73246,0.199491,22.8252,143.635,3.33835,0.622894,-0.495109,-1.73245,0.199491,23.2797,141.763,5.13838,-0.893304,-0.194998,0.475785,0.199645,24.7212,141.823,0.816805,-0.881808,-0.142185,0.422624,0.199491,
0.505,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,22.385,140.338,1.23775,0.725158,-0.602913,3.02512,0.199491,27.6805,145.523,4.63926,0.820474,-0.544276,2.92712,0.199491,25.9987,142.554,3.79903,0.781321,-0.463911,-1.73167,0.199491,23.3408,146.121,3.35172,0.816418,-0.469468,-1.8346,0.199491,23.7484,144.272,5.16226,-0.824206,-0.0980513,0.466277,0.199645,25.2161,144.373,0.933706,-0.883441,-0.16443,0.422532,0.199491,
0.5151,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,23.0084,142.897,1.34854,0.727832,-0.534172,3.02796,0.199491,28.1025,148.023,4.65533,0.787137,-0.383243,2.9375,0.199491,26.4454,145.161,3.86063,0.823853,-0.465354,-1.7481,0.199491,23.8681,148.587,3.38895,0.841288,-0.472494,-1.86041,0.199491,24.2203,146.766,5.16869,-0.891726,-0.253294,0.475244,0.199645,25.7115,146.894,1.06688,-0.869691,-0.157994,0.425063,0.199491,
0.5252,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,23.627,145.451,1.47238,0.722482,-0.396937,3.03215,0.199491,28.5059,150.507,4.67131,0.860297,-0.637304,2.89629,0.199491,26.8812,147.767,3.91558,0.862666,-0.467737,-1.76703,0.199491,24.4158,151.011,3.43426,0.668077,-0.523123,-1.785,0.199491,24.7091,149.265,5.15141,-0.843391,-0.18754,0.466976,0.199645,26.2041,149.412,1.2094,-0.876652,-0.198914,0.429828,0.199491,
0.5353,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,24.2431,148.004,1.58638,0.740526,-0.45028,3.0246,0.199491,28.9064,152.983,4.68456,0.830294,-0.482012,2.90726,0.199491,27.3217,150.361,3.97675,0.825957,-0.482659,-1.75128,0.199491,24.9854,153.408,3.49748,1.01798,-0.435133,-1.95756,0.199491,25.1902,151.763,5.12644,-0.802883,-0.135946,0.458213,0.199645,26.6829,151.918,1.34804,-0.858559,-0.187021,0.43426,0.199491,
0.5454,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,24.8592,150.542,1.68719,0.777244,-0.603093,3.00657,0.199491,29.3045,155.442,4.69187,0.818231,-0.389944,2.90588,0.199491,27.7617,152.954,4.03909,0.806881,-0.493009,-1.74421,0.199491,25.553,155.798,3.57164,1.02273,-0.439966,-1.97208,0.199491,25.6759,154.255,5.10802,-0.825052,-0.209869,0.459288,0.199645,27.1624,154.41,1.48716,-0.839917,-0.177066,0.439083,0.199491,
0.5555,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,25.4761,153.061,1.78255,0.815331,-0.704957,2.98517,0.199491,29.7002,157.888,4.70715,0.902756,-0.638625,2.858,0.199491,28.1902,155.542,4.10471,0.875687,-0.487286,-1.78023,0.199491,26.1157,158.194,3.64591,0.764895,-0.529942,-1.85786,0.199491,26.1792,156.738,5.09165,-0.812146,-0.214456,0.455607,0.199645,27.642,156.882,1.61831,-0.847112,-0.222327,0.449588,0.199491,
0.5656,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,26.0743,155.562,1.87507,0.81499,-0.561926,2.98286,0.199491,30.0993,160.327,4.73341,0.856757,-0.470498,2.87811,0.199491,28.6308,158.115,4.16819,0.864205,-0.495852,-1.78048,0.199491,26.6719,160.593,3.72864,1.00219,-0.46163,-1.97154,0.199491,26.6822,159.213,5.08268,-0.799125,-0.215888,0.451525,0.199645,28.1316,159.341,1.7276,-0.853607,-0.26659,0.464389,0.199491,
0.5757,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,26.6428,158.036,1.94154,0.833739,-0.490747,2.96206,0.199491,30.5149,162.772,4.78548,0.920576,-0.618292,2.84316,0.199491,29.0941,160.659,4.23239,0.834136,-0.505907,-1.77294,0.199491,27.2169,162.993,3.8203,0.854263,-0.515861,-1.89745,0.199491,27.1846,161.694,5.09191,-0.789475,-0.221969,0.449154,0.199645,28.6237,161.781,1.80926,-0.834379,-0.263581,0.474228,0.199491,
0.5858,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,27.1758,160.464,1.9695,0.919729,-0.668817,2.89866,0.199491,30.9504,165.23,4.86599,0.886529,-0.470814,2.86104,0.199491,29.587,163.169,4.3092,0.90156,-0.494684,-1.81435,0.199491,27.74,165.411,3.91264,1.06032,-0.446345,-1.98055,0.199491,27.6836,164.178,5.12694,-0.787644,-0.241068,0.447741,0.199645,29.1268,164.208,1.86189,-0.816585,-0.267262,0.486201,0.199491,
0.5959,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,27.6761,162.846,1.97277,0.93097,-0.556808,2.87498,0.199491,31.4078,167.704,4.98137,0.948657,-0.593056,2.83167,0.199491,30.1034,165.645,4.38737,0.893749,-0.496667,-1.82095,0.199491,28.2352,167.844,4.00188,0.874577,-0.507221,-1.87782,0.199491,28.1862,166.669,5.18808,-0.769019,-0.223447,0.44682,0.199645,29.6418,166.616,1.87993,-0.816288,-0.302871,0.503503,0.199491,
0.606,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,28.1564,165.19,1.96901,0.936565,-0.449349,2.8499,0.199491,31.8797,170.188,5.1224,0.913453,-0.441651,2.85226,0.199491,30.6382,168.089,4.46645,0.884357,-0.499225,-1.83006,0.199491,28.7025,170.284,4.08057,1.03974,-0.454012,-1.92925,0.199491,28.6899,169.159,5.26032,-0.777261,-0.256557,0.455797,0.199645,30.1704,169.019,1.87789,-0.779762,-0.275594,0.50857,0.199491,
0.6161,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,28.6337,167.513,1.96896,0.98614,-0.499139,2.80919,0.199491,32.3639,172.678,5.27496,0.956514,-0.510956,2.8349,0.199491,31.1792,170.506,4.54546,0.952145,-0.481678,-1.87537,0.199491,29.1525,172.714,4.14165,0.997617,-0.468262,-1.88743,0.199491,29.1913,171.647,5.34203,-0.765722,-0.250475,0.464847,0.199645,30.7033,171.415,1.86882,-0.779406,-0.308399,0.519644,0.199491,
0.6262,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,29.1489,169.835,1.99931,0.94936,-0.410173,2.83043,0.199491,32.8642,175.178,5.40893,0.995898,-0.553459,2.80794,0.199491,31.7126,172.882,4.63583,0.984157,-0.473016,-1.90505,0.199491,29.5798,175.149,4.15538,0.843901,-0.509221,-1.80957,0.199491,29.6813,174.072,5.42876,-0.740774,-0.243158,0.474352,0.199645,31.2238,173.841,1.87889,-0.746755,-0.273472,0.507321,0.199491,
0.6363,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,29.6605,172.165,2.03192,0.943998,-0.378479,2.82751,0.199491,33.3869,177.687,5.5094,0.972217,-0.442524,2.81564,0.199491,32.2544,175.223,4.7308,0.947995,-0.490613,-1.88596,0.199491,29.9957,177.598,4.1731,1.11965,-0.434381,-1.94635,0.199491,30.1559,176.462,5.51837,-0.745893,-0.283611,0.48923,0.199645,31.744,176.247,1.90875,-0.735816,-0.278479,0.507068,0.199491,
0.6464,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,30.1854,174.483,2.06488,0.984579,-0.459023,2.81231,0.199491,33.9175,180.161,5.60312,0.981961,-0.434083,2.80787,0.199491,32.8055,177.573,4.81329,0.991229,-0.483042,-1.90498,0.199491,30.3902,180.035,4.18224,1.2284,-0.39446,-2.00516,0.199491,30.5964,178.847,5.63074,-0.762939,-0.334621,0.503269,0.199645,32.2893,178.648,1.94328,-0.772406,-0.36059,0.516554,0.199491,
0.6565,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,30.7116,176.801,2.10739,1.03869,-0.563613,2.78404,0.199491,34.4435,182.629,5.69533,1.0242,-0.508105,2.78655,0.199491,33.3584,179.908,4.89651,1.05938,-0.466383,-1.93559,0.199491,30.7775,182.472,4.19515,1.17634,-0.418161,-1.99987,0.199491,31.0517,181.208,5.73619,-0.74226,-0.319535,0.508101,0.199645,32.8283,181.033,1.97219,-0.766291,-0.371444,0.515413,0.199491,
0.6666,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,31.2374,179.119,2.17009,1.05299,-0.575875,2.77601,0.199491,34.965,185.086,5.80622,1.05443,-0.547566,2.77021,0.199491,33.9061,182.226,4.97658,1.08089,-0.464617,-1.9453,0.199491,31.1578,184.887,4.18622,0.97443,-0.501928,-1.91976,0.199491,31.5312,183.568,5.82562,-0.686038,-0.244528,0.506182,0.199645,33.3605,183.408,2.00328,-0.72941,-0.328231,0.501316,0.199491,
