time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_UEv9LJ).X,6_rod(payload_bars compound_UEv9LJ).Y,6_rod(payload_bars compound_UEv9LJ).Z,6_rod(payload_bars compound_UEv9LJ).Euler1,6_rod(payload_bars compound_UEv9LJ).Euler2,6_rod(payload_bars compound_UEv9LJ).Euler3,6_rod(payload_bars compound_UEv9LJ).mass,7_rod(payload_bars compound_UEv9LJ).X,7_rod(payload_bars compound_UEv9LJ).Y,7_rod(payload_bars compound_UEv9LJ).Z,7_rod(payload_bars compound_UEv9LJ).Euler1,7_rod(payload_bars compound_UEv9LJ).Euler2,7_rod(payload_bars compound_UEv9LJ).Euler3,7_rod(payload_bars compound_UEv9LJ).mass,8_rod(payload_bars compound_UEv9LJ).X,8_rod(payload_bars compound_UEv9LJ).Y,8_rod(payload_bars compound_UEv9LJ).Z,8_rod(payload_bars compound_UEv9LJ).Euler1,8_rod(payload_bars compound_UEv9LJ).Euler2,8_rod(payload_bars compound_UEv9LJ).Euler3,8_rod(payload_bars compound_UEv9LJ).mass,9_rod(payload_bars compound_UEv9LJ).X,9_rod(payload_bars compound_UEv9LJ).Y,9_rod(payload_bars compound_UEv9LJ).Z,9_rod(payload_bars compound_UEv9LJ).Euler1,9_rod(payload_bars compound_UEv9LJ).Euler2,9_rod(payload_bars compound_UEv9LJ).Euler3,9_rod(payload_bars compound_UEv9LJ).mass,10_rod(payload_bars compound_UEv9LJ).X,10_rod(payload_bars compound_UEv9LJ).Y,10_rod(payload_bars compound_UEv9LJ).Z,10_rod(payload_bars compound_UEv9LJ).Euler1,10_rod(payload_bars compound_UEv9LJ).Euler2,10_rod(payload_bars compound_UEv9LJ).Euler3,10_rod(payload_bars compound_UEv9LJ).mass,
2.3129,0.700436,2.08313,0.464818,-3.11658,0.672581,-0.79853,0.0199491,0.0646196,2.08958,-0.1965,2.33201,0.528105,-1.13887,0.0199491,0.220762,2.00318,0.0683262,3.00986,0.18032,0.273591,0.0199491,0.27172,2.36174,0.230903,-2.96403,1.03489,0.999344,0.0199491,0.615078,2.43642,0.0467229,0.579412,0.509661,-1.25593,0.0199645,0.191537,1.96322,0.346223,0.0939249,0.791054,-1.42521,0.0199491,0.687685,1.92428,-0.239422,3.0538,-0.522489,1.61469,0.256021,0.687685,1.92428,-0.239422,3.0538,-0.522489,1.61469,0.256021,0.687685,1.92428,-0.239422,3.0538,-0.522489,1.61469,0.256021,0.687685,1.92428,-0.239422,3.0538,-0.522489,1.61469,0.256021,0.687685,1.92428,-0.239422,3.0538,-0.522489,1.61469,0.256021,
2.323,0.700504,2.08322,0.464822,-3.11638,0.672397,-0.798298,0.0199491,0.0646496,2.0896,-0.196431,2.33266,0.52793,-1.13846,0.0199491,0.220819,2.00316,0.0684233,3.00998,0.180069,0.273913,0.0199491,0.27178,2.36181,0.230906,-2.96309,1.03505,1.00018,0.0199491,0.61512,2.43646,0.0467311,0.579627,0.509622,-1.25581,0.0199645,0.191637,1.96328,0.346338,0.0937556,0.791204,-1.42551,0.0199491,0.68772,1.9243,-0.239396,3.05373,-0.522526,1.61473,0.256021,0.68772,1.9243,-0.239396,3.05373,-0.522526,1.61473,0.256021,0.68772,1.9243,-0.239396,3.05373,-0.522526,1.61473,0.256021,0.68772,1.9243,-0.239396,3.05373,-0.522526,1.61473,0.256021,0.68772,1.9243,-0.239396,3.05373,-0.522526,1.61473,0.256021,
2.3331,0.700567,2.0833,0.464818,-3.11618,0.672217,-0.798065,0.0199491,0.0646766,2.08962,-0.19637,2.33332,0.527753,-1.13804,0.0199491,0.220872,2.00315,0.0685142,3.0101,0.179819,0.274242,0.0199491,0.271836,2.36189,0.2309,-2.96214,1.03521,1.00102,0.0199491,0.615158,2.4365,0.0467317,0.579852,0.509577,-1.25569,0.0199645,0.191733,1.96333,0.346446,0.0935868,0.791351,-1.42581,0.0199491,0.687753,1.92433,-0.239377,3.05365,-0.52256,1.61477,0.256021,0.687753,1.92433,-0.239377,3.05365,-0.52256,1.61477,0.256021,0.687753,1.92433,-0.239377,3.05365,-0.52256,1.61477,0.256021,0.687753,1.92433,-0.239377,3.05365,-0.52256,1.61477,0.256021,0.687753,1.92433,-0.239377,3.05365,-0.52256,1.61477,0.256021,
2.3432,0.700626,2.08339,0.464809,-3.11598,0.672039,-0.797831,0.0199491,0.0647005,2.08964,-0.196315,2.33399,0.527574,-1.13762,0.0199491,0.220921,2.00313,0.0685997,3.01021,0.179568,0.274577,0.0199491,0.27189,2.36197,0.230886,-2.96118,1.03538,1.00187,0.0199491,0.615193,2.43654,0.0467256,0.580084,0.509528,-1.25556,0.0199645,0.191825,1.96339,0.34655,0.0934189,0.791496,-1.42611,0.0199491,0.687782,1.92435,-0.239364,3.05357,-0.522591,1.61482,0.256021,0.687782,1.92435,-0.239364,3.05357,-0.522591,1.61482,0.256021,0.687782,1.92435,-0.239364,3.05357,-0.522591,1.61482,0.256021,0.687782,1.92435,-0.239364,3.05357,-0.522591,1.61482,0.256021,0.687782,1.92435,-0.239364,3.05357,-0.522591,1.61482,0.256021,
2.3533,0.700681,2.08348,0.464793,-3.11579,0.671862,-0.797595,0.0199491,0.0647212,2.08966,-0.196267,2.33468,0.527393,-1.13718,0.0199491,0.220966,2.00312,0.0686803,3.01033,0.179317,0.274916,0.0199491,0.271941,2.36205,0.230865,-2.96022,1.03555,1.00273,0.0199491,0.615224,2.43658,0.0467134,0.580322,0.509475,-1.25543,0.0199645,0.191913,1.96345,0.346649,0.0932526,0.79164,-1.42641,0.0199491,0.687807,1.92438,-0.239358,3.05348,-0.522621,1.61486,0.256021,0.687807,1.92438,-0.239358,3.05348,-0.522621,1.61486,0.256021,0.687807,1.92438,-0.239358,3.05348,-0.522621,1.61486,0.256021,0.687807,1.92438,-0.239358,3.05348,-0.522621,1.61486,0.256021,0.687807,1.92438,-0.239358,3.05348,-0.522621,1.61486,0.256021,
2.3634,0.700731,2.08357,0.464772,-3.11559,0.671686,-0.797358,0.0199491,0.0647385,2.08968,-0.196224,2.33537,0.527209,-1.13674,0.0199491,0.221008,2.0031,0.0687564,3.01044,0.179066,0.275259,0.0199491,0.271989,2.36213,0.230837,-2.95925,1.03572,1.00359,0.0199491,0.615251,2.43663,0.0466959,0.580565,0.50942,-1.2553,0.0199645,0.191998,1.96351,0.346744,0.0930885,0.791783,-1.42672,0.0199491,0.68783,1.92441,-0.239356,3.0534,-0.522649,1.61491,0.256021,0.68783,1.92441,-0.239356,3.0534,-0.522649,1.61491,0.256021,0.68783,1.92441,-0.239356,3.0534,-0.522649,1.61491,0.256021,0.68783,1.92441,-0.239356,3.0534,-0.522649,1.61491,0.256021,0.68783,1.92441,-0.239356,3.0534,-0.522649,1.61491,0.256021,
2.3735,0.700778,2.08366,0.464749,-3.11543,0.671533,-0.797144,0.0199491,0.0647519,2.08971,-0.196183,2.33604,0.52703,-1.13631,0.0199491,0.221045,2.00309,0.0688291,3.01054,0.178781,0.275589,0.0199491,0.272035,2.36222,0.230808,-2.95829,1.03589,1.00445,0.0199491,0.615276,2.43667,0.0466763,0.580808,0.509368,-1.25517,0.0199645,0.192079,1.96357,0.346836,0.0929353,0.791919,-1.427,0.0199491,0.687847,1.92444,-0.239358,3.05331,-0.522682,1.61495,0.256021,0.687847,1.92444,-0.239358,3.05331,-0.522682,1.61495,0.256021,0.687847,1.92444,-0.239358,3.05331,-0.522682,1.61495,0.256021,0.687847,1.92444,-0.239358,3.05331,-0.522682,1.61495,0.256021,0.687847,1.92444,-0.239358,3.05331,-0.522682,1.61495,0.256021,
2.3836,0.700827,2.08372,0.464757,-3.1155,0.671499,-0.797105,0.0199491,0.0647557,2.08975,-0.196115,2.33651,0.526882,-1.13599,0.0199491,0.221069,2.00307,0.0689089,3.01055,0.178415,0.275827,0.0199491,0.272077,2.36229,0.230817,-2.95757,1.03601,1.00509,0.0199491,0.615312,2.43672,0.0466816,0.581039,0.509363,-1.25502,0.0199645,0.192147,1.96361,0.346938,0.0929258,0.792016,-1.4271,0.0199491,0.687852,1.92447,-0.239345,3.05321,-0.522762,1.61501,0.256021,0.687852,1.92447,-0.239345,3.05321,-0.522762,1.61501,0.256021,0.687852,1.92447,-0.239345,3.05321,-0.522762,1.61501,0.256021,0.687852,1.92447,-0.239345,3.05321,-0.522762,1.61501,0.256021,0.687852,1.92447,-0.239345,3.05321,-0.522762,1.61501,0.256021,
2.3937,0.700899,2.08377,0.464793,-3.11551,0.671408,-0.797065,0.0199491,0.064751,2.08979,-0.196005,2.33687,0.526746,-1.13571,0.0199491,0.221089,2.00307,0.0690119,3.01056,0.178133,0.276012,0.0199491,0.272115,2.36234,0.230868,-2.95714,1.03604,1.00547,0.0199491,0.615345,2.43677,0.046704,0.581316,0.509396,-1.25482,0.0199645,0.192209,1.96365,0.347052,0.0929884,0.792138,-1.42711,0.0199491,0.687851,1.9245,-0.2393,3.05311,-0.522894,1.61507,0.256021,0.687851,1.9245,-0.2393,3.05311,-0.522894,1.61507,0.256021,0.687851,1.9245,-0.2393,3.05311,-0.522894,1.61507,0.256021,0.687851,1.9245,-0.2393,3.05311,-0.522894,1.61507,0.256021,0.687851,1.9245,-0.2393,3.05311,-0.522894,1.61507,0.256021,
2.4038,0.700985,2.08382,0.464845,-3.11547,0.671275,-0.796991,0.0199491,0.0647436,2.08982,-0.195869,2.33722,0.52661,-1.13543,0.0199491,0.221112,2.00306,0.0691369,3.01059,0.177882,0.27617,0.0199491,0.272156,2.36238,0.230942,-2.95681,1.036,1.00575,0.0199491,0.615368,2.43681,0.0467356,0.581619,0.509446,-1.2546,0.0199645,0.192276,1.96368,0.347183,0.0930223,0.792287,-1.42715,0.0199491,0.687848,1.92452,-0.239231,3.05303,-0.52305,1.61512,0.256021,0.687848,1.92452,-0.239231,3.05303,-0.52305,1.61512,0.256021,0.687848,1.92452,-0.239231,3.05303,-0.52305,1.61512,0.256021,0.687848,1.92452,-0.239231,3.05303,-0.52305,1.61512,0.256021,0.687848,1.92452,-0.239231,3.05303,-0.52305,1.61512,0.256021,
2.4139,0.701078,2.08386,0.464905,-3.11541,0.671118,-0.796896,0.0199491,0.0647334,2.08983,-0.195718,2.33756,0.52647,-1.13516,0.0199491,0.221137,2.00305,0.069277,3.01063,0.177639,0.276314,0.0199491,0.272198,2.36241,0.231032,-2.95654,1.03592,1.00598,0.0199491,0.615384,2.43683,0.0467732,0.581929,0.509508,-1.25437,0.0199645,0.192347,1.96371,0.347329,0.0930404,0.792453,-1.42721,0.0199491,0.687842,1.92453,-0.239148,3.05297,-0.523219,1.61516,0.256021,0.687842,1.92453,-0.239148,3.05297,-0.523219,1.61516,0.256021,0.687842,1.92453,-0.239148,3.05297,-0.523219,1.61516,0.256021,0.687842,1.92453,-0.239148,3.05297,-0.523219,1.61516,0.256021,0.687842,1.92453,-0.239148,3.05297,-0.523219,1.61516,0.256021,
2.424,0.701175,2.0839,0.464972,-3.11532,0.670946,-0.796792,0.0199491,0.0647199,2.08984,-0.195556,2.3379,0.526326,-1.13489,0.0199491,0.221164,2.00305,0.0694274,3.01068,0.177394,0.276448,0.0199491,0.272239,2.36244,0.231134,-2.95631,1.03582,1.00618,0.0199491,0.615393,2.43686,0.046816,0.582237,0.509579,-1.25413,0.0199645,0.19242,1.96373,0.347484,0.0930596,0.79263,-1.42727,0.0199491,0.687833,1.92455,-0.239055,3.05292,-0.523396,1.6152,0.256021,0.687833,1.92455,-0.239055,3.05292,-0.523396,1.6152,0.256021,0.687833,1.92455,-0.239055,3.05292,-0.523396,1.6152,0.256021,0.687833,1.92455,-0.239055,3.05292,-0.523396,1.6152,0.256021,0.687833,1.92455,-0.239055,3.05292,-0.523396,1.6152,0.256021,
2.4341,0.701274,2.08393,0.465045,-3.11522,0.670763,-0.796684,0.0199491,0.0647034,2.08983,-0.195386,2.33822,0.526177,-1.13463,0.0199491,0.22119,2.00304,0.0695852,3.01073,0.177146,0.276572,0.0199491,0.272279,2.36246,0.231246,-2.95611,1.03569,1.00634,0.0199491,0.615398,2.43687,0.046864,0.582536,0.50966,-1.2539,0.0199645,0.192493,1.96375,0.347647,0.0930858,0.792813,-1.42733,0.0199491,0.687821,1.92456,-0.238955,3.05289,-0.523581,1.61524,0.256021,0.687821,1.92456,-0.238955,3.05289,-0.523581,1.61524,0.256021,0.687821,1.92456,-0.238955,3.05289,-0.523581,1.61524,0.256021,0.687821,1.92456,-0.238955,3.05289,-0.523581,1.61524,0.256021,0.687821,1.92456,-0.238955,3.05289,-0.523581,1.61524,0.256021,
2.4442,0.701374,2.08397,0.465123,-3.11512,0.670572,-0.796575,0.0199491,0.0646841,2.08983,-0.195209,2.33854,0.526026,-1.13438,0.0199491,0.221217,2.00304,0.0697486,3.01078,0.176895,0.27669,0.0199491,0.272317,2.36248,0.231366,-2.95593,1.03555,1.00648,0.0199491,0.6154,2.43688,0.0469169,0.582824,0.509749,-1.25367,0.0199645,0.192567,1.96376,0.347815,0.093119,0.793,-1.42738,0.0199491,0.687807,1.92456,-0.238851,3.05286,-0.52377,1.61527,0.256021,0.687807,1.92456,-0.238851,3.05286,-0.52377,1.61527,0.256021,0.687807,1.92456,-0.238851,3.05286,-0.52377,1.61527,0.256021,0.687807,1.92456,-0.238851,3.05286,-0.52377,1.61527,0.256021,0.687807,1.92456,-0.238851,3.05286,-0.52377,1.61527,0.256021,
2.4543,0.701473,2.08399,0.465204,-3.11501,0.670375,-0.796468,0.0199491,0.0646629,2.08981,-0.195027,2.33885,0.525872,-1.13413,0.0199491,0.221243,2.00304,0.069916,3.01083,0.176639,0.276802,0.0199491,0.272354,2.36249,0.231493,-2.95577,1.0354,1.00661,0.0199491,0.6154,2.43689,0.0469744,0.583101,0.509845,-1.25344,0.0199645,0.192641,1.96377,0.347988,0.0931573,0.79319,-1.42743,0.0199491,0.687791,1.92457,-0.238743,3.05283,-0.523964,1.61529,0.256021,0.687791,1.92457,-0.238743,3.05283,-0.523964,1.61529,0.256021,0.687791,1.92457,-0.238743,3.05283,-0.523964,1.61529,0.256021,0.687791,1.92457,-0.238743,3.05283,-0.523964,1.61529,0.256021,0.687791,1.92457,-0.238743,3.05283,-0.523964,1.61529,0.256021,
2.4644,0.701573,2.08402,0.465288,-3.1149,0.670175,-0.796362,0.0199491,0.0646401,2.0898,-0.194841,2.33916,0.525717,-1.13388,0.0199491,0.221269,2.00303,0.0700862,3.01089,0.176379,0.27691,0.0199491,0.27239,2.36249,0.231625,-2.9556,1.03525,1.00674,0.0199491,0.6154,2.43689,0.0470357,0.583368,0.509946,-1.25322,0.0199645,0.192716,1.96378,0.348164,0.0931985,0.793382,-1.42747,0.0199491,0.687774,1.92457,-0.238632,3.05281,-0.52416,1.61532,0.256021,0.687774,1.92457,-0.238632,3.05281,-0.52416,1.61532,0.256021,0.687774,1.92457,-0.238632,3.05281,-0.52416,1.61532,0.256021,0.687774,1.92457,-0.238632,3.05281,-0.52416,1.61532,0.256021,0.687774,1.92457,-0.238632,3.05281,-0.52416,1.61532,0.256021,
2.4745,0.701673,2.08404,0.465374,-3.11478,0.669972,-0.796258,0.0199491,0.0646162,2.08978,-0.194653,2.33946,0.525562,-1.13364,0.0199491,0.221295,2.00303,0.0702582,3.01094,0.176116,0.277016,0.0199491,0.272424,2.3625,0.23176,-2.95544,1.0351,1.00686,0.0199491,0.615399,2.4369,0.0470999,0.583625,0.51005,-1.253,0.0199645,0.19279,1.96379,0.348342,0.0932407,0.793575,-1.42752,0.0199491,0.687755,1.92457,-0.23852,3.05279,-0.524359,1.61534,0.256021,0.687755,1.92457,-0.23852,3.05279,-0.524359,1.61534,0.256021,0.687755,1.92457,-0.23852,3.05279,-0.524359,1.61534,0.256021,0.687755,1.92457,-0.23852,3.05279,-0.524359,1.61534,0.256021,0.687755,1.92457,-0.23852,3.05279,-0.524359,1.61534,0.256021,
2.4846,0.701772,2.08407,0.465461,-3.11467,0.669767,-0.796155,0.0199491,0.0645914,2.08976,-0.194463,2.33976,0.525405,-1.1334,0.0199491,0.221321,2.00303,0.0704314,3.01099,0.175849,0.277119,0.0199491,0.272458,2.3625,0.231898,-2.95527,1.03494,1.00698,0.0199491,0.615398,2.4369,0.0471665,0.583876,0.510158,-1.25278,0.0199645,0.192865,1.9638,0.348522,0.0932826,0.79377,-1.42757,0.0199491,0.687736,1.92458,-0.238407,3.05278,-0.524558,1.61537,0.256021,0.687736,1.92458,-0.238407,3.05278,-0.524558,1.61537,0.256021,0.687736,1.92458,-0.238407,3.05278,-0.524558,1.61537,0.256021,0.687736,1.92458,-0.238407,3.05278,-0.524558,1.61537,0.256021,0.687736,1.92458,-0.238407,3.05278,-0.524558,1.61537,0.256021,
2.4947,0.701871,2.08409,0.465549,-3.11456,0.669561,-0.796053,0.0199491,0.0645659,2.08974,-0.194271,2.34005,0.525249,-1.13316,0.0199491,0.221347,2.00303,0.0706053,3.01105,0.17558,0.277221,0.0199491,0.272492,2.3625,0.232038,-2.9551,1.03479,1.00711,0.0199491,0.615397,2.43691,0.0472347,0.58412,0.510268,-1.25257,0.0199645,0.19294,1.9638,0.348702,0.0933233,0.793965,-1.42761,0.0199491,0.687716,1.92458,-0.238294,3.05276,-0.524759,1.61539,0.256021,0.687716,1.92458,-0.238294,3.05276,-0.524759,1.61539,0.256021,0.687716,1.92458,-0.238294,3.05276,-0.524759,1.61539,0.256021,0.687716,1.92458,-0.238294,3.05276,-0.524759,1.61539,0.256021,0.687716,1.92458,-0.238294,3.05276,-0.524759,1.61539,0.256021,
2.5048,0.70197,2.08411,0.465637,-3.11445,0.669355,-0.795953,0.0199491,0.06454,2.08972,-0.194079,2.34034,0.525093,-1.13293,0.0199491,0.221372,2.00302,0.0707794,3.0111,0.175309,0.277323,0.0199491,0.272524,2.3625,0.232179,-2.95493,1.03464,1.00724,0.0199491,0.615396,2.43691,0.047304,0.584361,0.51038,-1.25236,0.0199645,0.193014,1.96381,0.348883,0.0933623,0.794161,-1.42766,0.0199491,0.687695,1.92458,-0.238181,3.05275,-0.52496,1.61541,0.256021,0.687695,1.92458,-0.238181,3.05275,-0.52496,1.61541,0.256021,0.687695,1.92458,-0.238181,3.05275,-0.52496,1.61541,0.256021,0.687695,1.92458,-0.238181,3.05275,-0.52496,1.61541,0.256021,0.687695,1.92458,-0.238181,3.05275,-0.52496,1.61541,0.256021,
2.5149,0.702069,2.08414,0.465726,-3.11434,0.669147,-0.795853,0.0199491,0.0645135,2.0897,-0.193886,2.34063,0.524938,-1.13269,0.0199491,0.221397,2.00302,0.0709536,3.01115,0.175036,0.277424,0.0199491,0.272556,2.3625,0.232321,-2.95475,1.03449,1.00738,0.0199491,0.615395,2.43691,0.0473742,0.584598,0.510492,-1.25215,0.0199645,0.193089,1.96382,0.349064,0.0933996,0.794357,-1.42771,0.0199491,0.687674,1.92458,-0.238068,3.05273,-0.525161,1.61544,0.256021,0.687674,1.92458,-0.238068,3.05273,-0.525161,1.61544,0.256021,0.687674,1.92458,-0.238068,3.05273,-0.525161,1.61544,0.256021,0.687674,1.92458,-0.238068,3.05273,-0.525161,1.61544,0.256021,0.687674,1.92458,-0.238068,3.05273,-0.525161,1.61544,0.256021,
2.525,0.702167,2.08416,0.465814,-3.11423,0.66894,-0.795754,0.0199491,0.0644867,2.08968,-0.193693,2.34091,0.524782,-1.13246,0.0199491,0.221422,2.00302,0.0711276,3.01121,0.174761,0.277524,0.0199491,0.272588,2.3625,0.232464,-2.95456,1.03434,1.00752,0.0199491,0.615395,2.43691,0.0474449,0.584834,0.510605,-1.25194,0.0199645,0.193164,1.96382,0.349245,0.0934349,0.794554,-1.42775,0.0199491,0.687653,1.92458,-0.237955,3.05272,-0.525363,1.61546,0.256021,0.687653,1.92458,-0.237955,3.05272,-0.525363,1.61546,0.256021,0.687653,1.92458,-0.237955,3.05272,-0.525363,1.61546,0.256021,0.687653,1.92458,-0.237955,3.05272,-0.525363,1.61546,0.256021,0.687653,1.92458,-0.237955,3.05272,-0.525363,1.61546,0.256021,
2.5351,0.702264,2.08418,0.465903,-3.11412,0.668731,-0.795655,0.0199491,0.0644595,2.08966,-0.1935,2.34119,0.524627,-1.13223,0.0199491,0.221447,2.00302,0.0713016,3.01126,0.174486,0.277625,0.0199491,0.272619,2.3625,0.232606,-2.95437,1.0342,1.00766,0.0199491,0.615394,2.43692,0.0475159,0.585067,0.510719,-1.25173,0.0199645,0.193238,1.96383,0.349425,0.0934685,0.794752,-1.4278,0.0199491,0.687631,1.92458,-0.237842,3.0527,-0.525564,1.61548,0.256021,0.687631,1.92458,-0.237842,3.0527,-0.525564,1.61548,0.256021,0.687631,1.92458,-0.237842,3.0527,-0.525564,1.61548,0.256021,0.687631,1.92458,-0.237842,3.0527,-0.525564,1.61548,0.256021,0.687631,1.92458,-0.237842,3.0527,-0.525564,1.61548,0.256021,
2.5452,0.702362,2.0842,0.465991,-3.114,0.668523,-0.795557,0.0199491,0.064432,2.08964,-0.193307,2.34147,0.524472,-1.13201,0.0199491,0.221471,2.00301,0.0714753,3.01131,0.174209,0.277726,0.0199491,0.272649,2.36249,0.232749,-2.95418,1.03405,1.00781,0.0199491,0.615393,2.43692,0.0475871,0.585299,0.510833,-1.25152,0.0199645,0.193313,1.96383,0.349606,0.0935004,0.79495,-1.42785,0.0199491,0.687609,1.92458,-0.23773,3.05269,-0.525766,1.6155,0.256021,0.687609,1.92458,-0.23773,3.05269,-0.525766,1.6155,0.256021,0.687609,1.92458,-0.23773,3.05269,-0.525766,1.6155,0.256021,0.687609,1.92458,-0.23773,3.05269,-0.525766,1.6155,0.256021,0.687609,1.92458,-0.23773,3.05269,-0.525766,1.6155,0.256021,
2.5553,0.702459,2.08422,0.466079,-3.11389,0.668314,-0.79546,0.0199491,0.064404,2.08962,-0.193114,2.34175,0.524318,-1.13178,0.0199491,0.221495,2.00301,0.0716488,3.01136,0.173932,0.277826,0.0199491,0.272679,2.36249,0.232892,-2.95398,1.03391,1.00796,0.0199491,0.615393,2.43692,0.0476584,0.58553,0.510947,-1.25132,0.0199645,0.193387,1.96384,0.349786,0.0935309,0.795148,-1.4279,0.0199491,0.687586,1.92459,-0.237618,3.05267,-0.525968,1.61553,0.256021,0.687586,1.92459,-0.237618,3.05267,-0.525968,1.61553,0.256021,0.687586,1.92459,-0.237618,3.05267,-0.525968,1.61553,0.256021,0.687586,1.92459,-0.237618,3.05267,-0.525968,1.61553,0.256021,0.687586,1.92459,-0.237618,3.05267,-0.525968,1.61553,0.256021,
2.5654,0.702556,2.08425,0.466167,-3.11378,0.668104,-0.795362,0.0199491,0.0643757,2.0896,-0.192921,2.34202,0.524163,-1.13155,0.0199491,0.221519,2.00301,0.0718221,3.01141,0.173654,0.277927,0.0199491,0.272709,2.36249,0.233035,-2.95378,1.03376,1.00812,0.0199491,0.615392,2.43692,0.0477297,0.585761,0.511062,-1.25111,0.0199645,0.193461,1.96385,0.349966,0.0935603,0.795347,-1.42796,0.0199491,0.687563,1.92459,-0.237506,3.05266,-0.526171,1.61555,0.256021,0.687563,1.92459,-0.237506,3.05266,-0.526171,1.61555,0.256021,0.687563,1.92459,-0.237506,3.05266,-0.526171,1.61555,0.256021,0.687563,1.92459,-0.237506,3.05266,-0.526171,1.61555,0.256021,0.687563,1.92459,-0.237506,3.05266,-0.526171,1.61555,0.256021,
2.5755,0.702653,2.08427,0.466254,-3.11367,0.667895,-0.795265,0.0199491,0.0643471,2.08958,-0.192727,2.3423,0.524009,-1.13132,0.0199491,0.221542,2.00301,0.0719951,3.01147,0.173375,0.278027,0.0199491,0.272738,2.36249,0.233178,-2.95357,1.03362,1.00827,0.0199491,0.61539,2.43693,0.047801,0.58599,0.511176,-1.2509,0.0199645,0.193535,1.96386,0.350146,0.0935885,0.795547,-1.42801,0.0199491,0.68754,1.92459,-0.237394,3.05264,-0.526373,1.61557,0.256021,0.68754,1.92459,-0.237394,3.05264,-0.526373,1.61557,0.256021,0.68754,1.92459,-0.237394,3.05264,-0.526373,1.61557,0.256021,0.68754,1.92459,-0.237394,3.05264,-0.526373,1.61557,0.256021,0.68754,1.92459,-0.237394,3.05264,-0.526373,1.61557,0.256021,
2.5856,0.702749,2.08429,0.466341,-3.11356,0.667684,-0.795168,0.0199491,0.064318,2.08957,-0.192534,2.34257,0.523854,-1.1311,0.0199491,0.221565,2.003,0.072168,3.01152,0.173095,0.278128,0.0199491,0.272766,2.36248,0.233321,-2.95337,1.03348,1.00843,0.0199491,0.615389,2.43693,0.0478722,0.58622,0.511291,-1.25069,0.0199645,0.193609,1.96386,0.350325,0.0936159,0.795747,-1.42806,0.0199491,0.687516,1.92459,-0.237283,3.05263,-0.526576,1.6156,0.256021,0.687516,1.92459,-0.237283,3.05263,-0.526576,1.6156,0.256021,0.687516,1.92459,-0.237283,3.05263,-0.526576,1.6156,0.256021,0.687516,1.92459,-0.237283,3.05263,-0.526576,1.6156,0.256021,0.687516,1.92459,-0.237283,3.05263,-0.526576,1.6156,0.256021,
2.5957,0.702845,2.08431,0.466428,-3.11345,0.667474,-0.795071,0.0199491,0.0642885,2.08955,-0.192341,2.34284,0.5237,-1.13087,0.0199491,0.221588,2.003,0.0723406,3.01157,0.172814,0.278229,0.0199491,0.272795,2.36248,0.233464,-2.95316,1.03334,1.00859,0.0199491,0.615388,2.43693,0.0479434,0.586449,0.511406,-1.25049,0.0199645,0.193683,1.96387,0.350504,0.0936425,0.795947,-1.42811,0.0199491,0.687492,1.92459,-0.237173,3.05261,-0.526779,1.61562,0.256021,0.687492,1.92459,-0.237173,3.05261,-0.526779,1.61562,0.256021,0.687492,1.92459,-0.237173,3.05261,-0.526779,1.61562,0.256021,0.687492,1.92459,-0.237173,3.05261,-0.526779,1.61562,0.256021,0.687492,1.92459,-0.237173,3.05261,-0.526779,1.61562,0.256021,
2.6058,0.702941,2.08433,0.466515,-3.11334,0.667263,-0.794975,0.0199491,0.0642587,2.08953,-0.192147,2.34311,0.523546,-1.13065,0.0199491,0.22161,2.003,0.0725131,3.01162,0.172533,0.278329,0.0199491,0.272823,2.36248,0.233607,-2.95295,1.03319,1.00875,0.0199491,0.615386,2.43693,0.0480145,0.586678,0.511521,-1.25028,0.0199645,0.193757,1.96388,0.350684,0.0936685,0.796148,-1.42817,0.0199491,0.687467,1.92459,-0.237062,3.05259,-0.526982,1.61564,0.256021,0.687467,1.92459,-0.237062,3.05259,-0.526982,1.61564,0.256021,0.687467,1.92459,-0.237062,3.05259,-0.526982,1.61564,0.256021,0.687467,1.92459,-0.237062,3.05259,-0.526982,1.61564,0.256021,0.687467,1.92459,-0.237062,3.05259,-0.526982,1.61564,0.256021,
