time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_UEv9LJ).X,6_rod(payload_bars compound_UEv9LJ).Y,6_rod(payload_bars compound_UEv9LJ).Z,6_rod(payload_bars compound_UEv9LJ).Euler1,6_rod(payload_bars compound_UEv9LJ).Euler2,6_rod(payload_bars compound_UEv9LJ).Euler3,6_rod(payload_bars compound_UEv9LJ).mass,7_rod(payload_bars compound_UEv9LJ).X,7_rod(payload_bars compound_UEv9LJ).Y,7_rod(payload_bars compound_UEv9LJ).Z,7_rod(payload_bars compound_UEv9LJ).Euler1,7_rod(payload_bars compound_UEv9LJ).Euler2,7_rod(payload_bars compound_UEv9LJ).Euler3,7_rod(payload_bars compound_UEv9LJ).mass,8_rod(payload_bars compound_UEv9LJ).X,8_rod(payload_bars compound_UEv9LJ).Y,8_rod(payload_bars compound_UEv9LJ).Z,8_rod(payload_bars compound_UEv9LJ).Euler1,8_rod(payload_bars compound_UEv9LJ).Euler2,8_rod(payload_bars compound_UEv9LJ).Euler3,8_rod(payload_bars compound_UEv9LJ).mass,9_rod(payload_bars compound_UEv9LJ).X,9_rod(payload_bars compound_UEv9LJ).Y,9_rod(payload_bars compound_UEv9LJ).Z,9_rod(payload_bars compound_UEv9LJ).Euler1,9_rod(payload_bars compound_UEv9LJ).Euler2,9_rod(payload_bars compound_UEv9LJ).Euler3,9_rod(payload_bars compound_UEv9LJ).mass,10_rod(payload_bars compound_UEv9LJ).X,10_rod(payload_bars compound_UEv9LJ).Y,10_rod(payload_bars compound_UEv9LJ).Z,10_rod(payload_bars compound_UEv9LJ).Euler1,10_rod(payload_bars compound_UEv9LJ).Euler2,10_rod(payload_bars compound_UEv9LJ).Euler3,10_rod(payload_bars compound_UEv9LJ).mass,
0.8686,0.553116,2.59767,0.35889,-2.09368,0.143116,-0.896466,0.0199491,-0.178306,1.78579,-0.00675329,-2.45018,0.364771,-0.7708,0.0199491,-0.284521,2.0989,0.0981409,-2.11217,0.162866,0.921911,0.0199491,-0.139521,2.2823,0.377551,-2.25774,0.478153,0.893599,0.0199491,-0.113132,2.45778,-0.111661,1.91379,0.781512,-0.804416,0.0199645,0.197788,1.95148,0.505409,-0.00286958,1.2533,-2.481,0.0199491,0.316524,2.1463,-0.0989488,-2.40683,-0.0656965,1.9176,0.256021,0.316524,2.1463,-0.0989488,-2.40683,-0.0656965,1.9176,0.256021,0.316524,2.1463,-0.0989488,-2.40683,-0.0656965,1.9176,0.256021,0.316524,2.1463,-0.0989488,-2.40683,-0.0656965,1.9176,0.256021,0.316524,2.1463,-0.0989488,-2.40683,-0.0656965,1.9176,0.256021,
0.8787,0.562972,2.59088,0.370166,-2.06861,0.164149,-0.87696,0.0199491,-0.170293,1.79147,0.000108897,-2.48263,0.363822,-0.782908,0.0199491,-0.271558,2.10662,0.106039,-2.11228,0.156421,0.902637,0.0199491,-0.12695,2.28229,0.382034,-2.21965,0.520453,0.903034,0.0199491,-0.103843,2.46466,-0.104753,1.92638,0.774427,-0.782128,0.0199645,0.212653,1.94783,0.508662,0.0173846,1.24621,-2.44612,0.0199491,0.324418,2.14832,-0.103292,-2.41524,-0.0873116,1.90916,0.256021,0.324418,2.14832,-0.103292,-2.41524,-0.0873116,1.90916,0.256021,0.324418,2.14832,-0.103292,-2.41524,-0.0873116,1.90916,0.256021,0.324418,2.14832,-0.103292,-2.41524,-0.0873116,1.90916,0.256021,0.324418,2.14832,-0.103292,-2.41524,-0.0873116,1.90916,0.256021,
0.8888,0.574972,2.58064,0.381841,-2.04897,0.184738,-0.853482,0.0199491,-0.161907,1.7987,0.00537791,-2.51954,0.363239,-0.792828,0.0199491,-0.25712,2.11702,0.111485,-2.11626,0.154533,0.878948,0.0199491,-0.116201,2.28435,0.388493,-2.21604,0.54193,0.917274,0.0199491,-0.091617,2.47385,-0.0982635,1.93828,0.763553,-0.757359,0.0199645,0.226376,1.94296,0.510913,-0.00804345,1.22091,-2.45001,0.0199491,0.333574,2.15038,-0.108182,-2.42851,-0.108767,1.90186,0.256021,0.333574,2.15038,-0.108182,-2.42851,-0.108767,1.90186,0.256021,0.333574,2.15038,-0.108182,-2.42851,-0.108767,1.90186,0.256021,0.333574,2.15038,-0.108182,-2.42851,-0.108767,1.90186,0.256021,0.333574,2.15038,-0.108182,-2.42851,-0.108767,1.90186,0.256021,
0.8989,0.586732,2.5715,0.391,-2.01903,0.19458,-0.820914,0.0199491,-0.149282,1.80552,0.00937132,-2.55605,0.362551,-0.802567,0.0199491,-0.238756,2.12657,0.115707,-2.11827,0.151209,0.853935,0.0199491,-0.101481,2.28729,0.390834,-2.17312,0.582032,0.94232,0.0199491,-0.0769083,2.4822,-0.0938399,1.96048,0.750133,-0.726078,0.0199645,0.243514,1.94,0.511659,-0.022313,1.2023,-2.45144,0.0199491,0.346126,2.15281,-0.114544,-2.43906,-0.132394,1.89709,0.256021,0.346126,2.15281,-0.114544,-2.43906,-0.132394,1.89709,0.256021,0.346126,2.15281,-0.114544,-2.43906,-0.132394,1.89709,0.256021,0.346126,2.15281,-0.114544,-2.43906,-0.132394,1.89709,0.256021,0.346126,2.15281,-0.114544,-2.43906,-0.132394,1.89709,0.256021,
0.909,0.601491,2.56229,0.396923,-1.99182,0.195138,-0.785747,0.0199491,-0.13449,1.81421,0.0155291,-2.58683,0.349069,-0.807171,0.0199491,-0.217308,2.13853,0.120666,-2.12348,0.142199,0.829594,0.0199491,-0.0820406,2.29369,0.393029,-2.11628,0.627225,0.975817,0.0199491,-0.0586667,2.49159,-0.0906696,1.96924,0.750567,-0.699694,0.0199645,0.261079,1.9381,0.509557,0.00713171,1.21915,-2.41635,0.0199491,0.360613,2.15563,-0.122101,-2.45135,-0.162759,1.89135,0.256021,0.360613,2.15563,-0.122101,-2.45135,-0.162759,1.89135,0.256021,0.360613,2.15563,-0.122101,-2.45135,-0.162759,1.89135,0.256021,0.360613,2.15563,-0.122101,-2.45135,-0.162759,1.89135,0.256021,0.360613,2.15563,-0.122101,-2.45135,-0.162759,1.89135,0.256021,
0.9191,0.620244,2.55036,0.399534,-1.99172,0.211435,-0.749723,0.0199491,-0.117839,1.82259,0.0217982,-2.61558,0.330919,-0.812149,0.0199491,-0.192583,2.15068,0.128057,-2.14192,0.131238,0.7998,0.0199491,-0.0596423,2.29916,0.394648,-2.02361,0.689168,1.02893,0.0199491,-0.0357766,2.50243,-0.088136,1.98522,0.752925,-0.657977,0.0199645,0.281172,1.93291,0.511757,0.0612531,1.23374,-2.34515,0.0199491,0.377128,2.15829,-0.13227,-2.46221,-0.200256,1.88136,0.256021,0.377128,2.15829,-0.13227,-2.46221,-0.200256,1.88136,0.256021,0.377128,2.15829,-0.13227,-2.46221,-0.200256,1.88136,0.256021,0.377128,2.15829,-0.13227,-2.46221,-0.200256,1.88136,0.256021,0.377128,2.15829,-0.13227,-2.46221,-0.200256,1.88136,0.256021,
0.9292,0.638317,2.53519,0.398652,-2.00186,0.230423,-0.698089,0.0199491,-0.104325,1.8338,0.026228,-2.63049,0.304548,-0.80791,0.0199491,-0.169098,2.16608,0.135364,-2.2008,0.0997029,0.777915,0.0199491,-0.0368106,2.30645,0.397101,-1.95335,0.739283,1.09145,0.0199491,-0.00819126,2.51435,-0.0882469,1.97455,0.778719,-0.629308,0.0199645,0.290211,1.92653,0.518403,0.072022,1.2393,-2.31127,0.0199491,0.394307,2.16021,-0.143757,-2.4751,-0.239531,1.8681,0.256021,0.394307,2.16021,-0.143757,-2.4751,-0.239531,1.8681,0.256021,0.394307,2.16021,-0.143757,-2.4751,-0.239531,1.8681,0.256021,0.394307,2.16021,-0.143757,-2.4751,-0.239531,1.8681,0.256021,0.394307,2.16021,-0.143757,-2.4751,-0.239531,1.8681,0.256021,
0.9393,0.650129,2.51704,0.3943,-2.02698,0.265692,-0.618866,0.0199491,-0.092229,1.84355,0.0295409,-2.63177,0.273267,-0.799551,0.0199491,-0.146117,2.17881,0.141415,-2.27009,0.068713,0.768001,0.0199491,-0.0113234,2.31203,0.401889,-1.92755,0.771755,1.1394,0.0199491,0.0252116,2.52657,-0.0915715,1.92,0.846398,-0.6303,0.0199645,0.293878,1.92307,0.530014,-0.01862,1.20377,-2.38401,0.0199491,0.412182,2.1607,-0.154548,-2.4873,-0.275493,1.85024,0.256021,0.412182,2.1607,-0.154548,-2.4873,-0.275493,1.85024,0.256021,0.412182,2.1607,-0.154548,-2.4873,-0.275493,1.85024,0.256021,0.412182,2.1607,-0.154548,-2.4873,-0.275493,1.85024,0.256021,0.412182,2.1607,-0.154548,-2.4873,-0.275493,1.85024,0.256021,
0.9494,0.60955,2.49952,0.411285,-2.09171,0.427045,-0.645166,0.0199491,-0.0834388,1.86274,0.0260112,-2.6952,0.281707,-0.796491,0.0199491,-0.114842,2.19738,0.14465,-2.38031,0.0177582,0.755871,0.0199491,0.00976374,2.31618,0.406194,-1.78222,0.857684,1.29661,0.0199491,0.0547847,2.54595,-0.0485648,1.66875,0.871502,-0.891083,0.0199645,0.291986,1.9192,0.549393,-0.122639,1.08559,-2.45126,0.0199491,0.434048,2.16019,-0.170663,-2.51167,-0.326318,1.82584,0.256021,0.434048,2.16019,-0.170663,-2.51167,-0.326318,1.82584,0.256021,0.434048,2.16019,-0.170663,-2.51167,-0.326318,1.82584,0.256021,0.434048,2.16019,-0.170663,-2.51167,-0.326318,1.82584,0.256021,0.434048,2.16019,-0.170663,-2.51167,-0.326318,1.82584,0.256021,
0.9595,0.526229,2.45908,0.432655,-2.38287,0.711262,-0.863505,0.0199491,-0.0723634,1.88824,0.0265045,-2.79472,0.314049,-0.788187,0.0199491,-0.0716754,2.21933,0.155035,-2.52506,-0.0178752,0.742703,0.0199491,-0.00884836,2.31052,0.410712,-2.25403,0.77851,0.956581,0.0199491,0.092364,2.56641,0.012445,1.22515,0.827826,-1.30852,0.0199645,0.28184,1.90586,0.574243,-0.115246,0.984548,-2.40518,0.0199491,0.461627,2.15926,-0.189676,-2.54154,-0.405101,1.79881,0.256021,0.461627,2.15926,-0.189676,-2.54154,-0.405101,1.79881,0.256021,0.461627,2.15926,-0.189676,-2.54154,-0.405101,1.79881,0.256021,0.461627,2.15926,-0.189676,-2.54154,-0.405101,1.79881,0.256021,0.461627,2.15926,-0.189676,-2.54154,-0.405101,1.79881,0.256021,
0.9696,0.517323,2.4551,0.432642,-2.37134,0.632237,-0.856019,0.0199491,-0.0606731,1.90417,0.0281185,-2.91718,0.361452,-0.814543,0.0199491,-0.0390961,2.23859,0.159268,-2.59744,0.000121331,0.72453,0.0199491,-0.0223537,2.31475,0.404521,-2.68982,0.434642,0.680149,0.0199491,0.139156,2.5834,0.0330362,0.918341,0.803592,-1.51421,0.0199645,0.283883,1.89928,0.571045,-0.114345,0.979641,-2.38251,0.0199491,0.482803,2.15429,-0.200744,-2.58242,-0.446722,1.78358,0.256021,0.482803,2.15429,-0.200744,-2.58242,-0.446722,1.78358,0.256021,0.482803,2.15429,-0.200744,-2.58242,-0.446722,1.78358,0.256021,0.482803,2.15429,-0.200744,-2.58242,-0.446722,1.78358,0.256021,0.482803,2.15429,-0.200744,-2.58242,-0.446722,1.78358,0.256021,
0.9797,0.56572,2.45333,0.424678,-2.42711,0.591103,-0.84827,0.0199491,-0.051198,1.91334,0.0292012,-2.98774,0.369984,-0.818469,0.0199491,-0.00999073,2.24474,0.158888,-2.66223,-0.0222302,0.722541,0.0199491,-0.0299574,2.32103,0.383957,-2.72812,0.297882,0.641956,0.0199491,0.183772,2.58973,0.0162085,0.932107,0.824442,-1.45246,0.0199645,0.299118,1.89291,0.567161,-0.162148,1.00193,-2.39539,0.0199491,0.499062,2.1443,-0.206778,-2.63722,-0.465164,1.77919,0.256021,0.499062,2.1443,-0.206778,-2.63722,-0.465164,1.77919,0.256021,0.499062,2.1443,-0.206778,-2.63722,-0.465164,1.77919,0.256021,0.499062,2.1443,-0.206778,-2.63722,-0.465164,1.77919,0.256021,0.499062,2.1443,-0.206778,-2.63722,-0.465164,1.77919,0.256021,
0.9898,0.604693,2.42871,0.421117,-2.47228,0.574363,-0.858327,0.0199491,-0.0410024,1.92158,0.0213822,-3.04632,0.372721,-0.814707,0.0199491,0.0180547,2.24872,0.155108,-2.70399,-0.036699,0.721482,0.0199491,-0.00598547,2.33952,0.382506,-2.52669,0.573533,0.711486,0.0199491,0.220386,2.58972,0.00665884,0.8777,0.817608,-1.45184,0.0199645,0.317535,1.8835,0.562588,-0.199231,1.01101,-2.38194,0.0199491,0.514925,2.13233,-0.214355,-2.69077,-0.472854,1.77485,0.256021,0.514925,2.13233,-0.214355,-2.69077,-0.472854,1.77485,0.256021,0.514925,2.13233,-0.214355,-2.69077,-0.472854,1.77485,0.256021,0.514925,2.13233,-0.214355,-2.69077,-0.472854,1.77485,0.256021,0.514925,2.13233,-0.214355,-2.69077,-0.472854,1.77485,0.256021,
0.9999,0.640545,2.39854,0.415511,-2.53149,0.570125,-0.861893,0.0199491,-0.0317663,1.92668,0.0126258,-3.10689,0.369741,-0.820455,0.0199491,0.0459948,2.24868,0.150968,-2.7485,-0.0385042,0.71262,0.0199491,0.027064,2.34368,0.385577,-2.44697,0.715907,0.767915,0.0199491,0.261755,2.58579,-0.00118717,0.832006,0.812323,-1.43567,0.0199645,0.328054,1.86637,0.555572,-0.247908,1.00435,-2.37838,0.0199491,0.530676,2.11628,-0.221959,-2.74678,-0.47676,1.76442,0.256021,0.530676,2.11628,-0.221959,-2.74678,-0.47676,1.76442,0.256021,0.530676,2.11628,-0.221959,-2.74678,-0.47676,1.76442,0.256021,0.530676,2.11628,-0.221959,-2.74678,-0.47676,1.76442,0.256021,0.530676,2.11628,-0.221959,-2.74678,-0.47676,1.76442,0.256021,
1.01,0.677465,2.35668,0.413368,-2.59986,0.566444,-0.876373,0.0199491,-0.0235799,1.9312,0.00276846,3.10429,0.368404,-0.833743,0.0199491,0.0750289,2.2445,0.148351,-2.80226,-0.0423549,0.698153,0.0199491,0.0626,2.33846,0.377394,-2.63512,0.609516,0.683519,0.0199491,0.305674,2.57615,-0.00498651,0.779219,0.802253,-1.41882,0.0199645,0.335833,1.83965,0.546406,-0.276544,1.01289,-2.34326,0.0199491,0.546245,2.09568,-0.229106,-2.80534,-0.479005,1.74826,0.256021,0.546245,2.09568,-0.229106,-2.80534,-0.479005,1.74826,0.256021,0.546245,2.09568,-0.229106,-2.80534,-0.479005,1.74826,0.256021,0.546245,2.09568,-0.229106,-2.80534,-0.479005,1.74826,0.256021,0.546245,2.09568,-0.229106,-2.80534,-0.479005,1.74826,0.256021,
1.0201,0.713436,2.30297,0.412606,-2.67931,0.566472,-0.897763,0.0199491,-0.015329,1.93482,-0.00781706,3.02889,0.361607,-0.84996,0.0199491,0.105511,2.23677,0.1464,-2.86077,-0.0428161,0.680219,0.0199491,0.0990251,2.32792,0.367525,-2.85339,0.435506,0.602815,0.0199491,0.353446,2.56001,-0.00567674,0.722892,0.789382,-1.39765,0.0199645,0.339124,1.80647,0.536526,-0.317185,1.01826,-2.30486,0.0199491,0.561937,2.06969,-0.236326,-2.86758,-0.47968,1.72712,0.256021,0.561937,2.06969,-0.236326,-2.86758,-0.47968,1.72712,0.256021,0.561937,2.06969,-0.236326,-2.86758,-0.47968,1.72712,0.256021,0.561937,2.06969,-0.236326,-2.86758,-0.47968,1.72712,0.256021,0.561937,2.06969,-0.236326,-2.86758,-0.47968,1.72712,0.256021,
1.0302,0.747859,2.24188,0.410614,-2.76675,0.565018,-0.913862,0.0199491,-0.00725239,1.9401,-0.0176645,2.94406,0.354865,-0.864971,0.0199491,0.138045,2.22749,0.144076,-2.9335,-0.0463253,0.663644,0.0199491,0.139742,2.3134,0.359035,-2.95262,0.417342,0.594787,0.0199491,0.407014,2.53761,-0.00727987,0.660854,0.779903,-1.37422,0.0199645,0.335536,1.77221,0.526713,-0.36876,1.02402,-2.26845,0.0199491,0.577447,2.03708,-0.243478,-2.9403,-0.480829,1.70853,0.256021,0.577447,2.03708,-0.243478,-2.9403,-0.480829,1.70853,0.256021,0.577447,2.03708,-0.243478,-2.9403,-0.480829,1.70853,0.256021,0.577447,2.03708,-0.243478,-2.9403,-0.480829,1.70853,0.256021,0.577447,2.03708,-0.243478,-2.9403,-0.480829,1.70853,0.256021,
1.0403,0.779931,2.17092,0.407838,-2.86035,0.562274,-0.927295,0.0199491,0.00267497,1.94379,-0.0268791,2.84674,0.34935,-0.882755,0.0199491,0.173433,2.21208,0.141784,-3.01976,-0.0568087,0.646317,0.0199491,0.179523,2.29197,0.351936,-2.9404,0.547168,0.636037,0.0199491,0.464833,2.50582,-0.00919849,0.598289,0.769717,-1.3458,0.0199645,0.328102,1.73434,0.516686,-0.420577,1.03141,-2.22826,0.0199491,0.592869,1.99703,-0.250667,-3.02154,-0.482299,1.69023,0.256021,0.592869,1.99703,-0.250667,-3.02154,-0.482299,1.69023,0.256021,0.592869,1.99703,-0.250667,-3.02154,-0.482299,1.69023,0.256021,0.592869,1.99703,-0.250667,-3.02154,-0.482299,1.69023,0.256021,0.592869,1.99703,-0.250667,-3.02154,-0.482299,1.69023,0.256021,
1.0504,0.808353,2.08903,0.404592,-2.96633,0.562285,-0.94224,0.0199491,0.0155847,1.94322,-0.0362066,2.74894,0.337474,-0.901302,0.0199491,0.210986,2.18915,0.139532,-3.10939,-0.0629719,0.627473,0.0199491,0.221323,2.26429,0.349113,-2.96516,0.640602,0.658987,0.0199491,0.526756,2.46264,-0.0108302,0.537766,0.759023,-1.3083,0.0199645,0.316846,1.69232,0.506231,-0.48089,1.03563,-2.18998,0.0199491,0.608052,1.94928,-0.258112,-3.10741,-0.482806,1.66837,0.256021,0.608052,1.94928,-0.258112,-3.10741,-0.482806,1.66837,0.256021,0.608052,1.94928,-0.258112,-3.10741,-0.482806,1.66837,0.256021,0.608052,1.94928,-0.258112,-3.10741,-0.482806,1.66837,0.256021,0.608052,1.94928,-0.258112,-3.10741,-0.482806,1.66837,0.256021,
1.0605,0.825839,1.99816,0.412235,-3.09161,0.587367,-1.00508,0.0199491,0.0334728,1.94189,-0.0496683,2.6701,0.324928,-0.943519,0.0199491,0.244202,2.16197,0.14558,3.10364,-0.0430965,0.586425,0.0199491,0.261302,2.22998,0.353252,3.11963,0.557777,0.576174,0.0199491,0.582096,2.41682,0.00890512,0.464271,0.726488,-1.27714,0.0199645,0.299779,1.64066,0.491116,-0.477026,1.05128,-2.07732,0.0199491,0.628494,1.91245,-0.260722,3.12714,-0.469921,1.60851,0.256021,0.628494,1.91245,-0.260722,3.12714,-0.469921,1.60851,0.256021,0.628494,1.91245,-0.260722,3.12714,-0.469921,1.60851,0.256021,0.628494,1.91245,-0.260722,3.12714,-0.469921,1.60851,0.256021,0.628494,1.91245,-0.260722,3.12714,-0.469921,1.60851,0.256021,
1.0706,0.822034,1.94314,0.435395,3.09927,0.613921,-1.0976,0.0199491,0.0430403,1.94655,-0.0537955,2.60207,0.328558,-1.0138,0.0199491,0.255147,2.14589,0.158929,3.07144,-0.0399082,0.523022,0.0199491,0.290382,2.18713,0.376166,2.90056,0.443993,0.466069,0.0199491,0.601331,2.4023,0.0448462,0.485108,0.677301,-1.21781,0.0199645,0.276931,1.60071,0.473429,-0.41139,1.05439,-1.93448,0.0199491,0.641692,1.9117,-0.251385,3.12578,-0.449335,1.54902,0.256021,0.641692,1.9117,-0.251385,3.12578,-0.449335,1.54902,0.256021,0.641692,1.9117,-0.251385,3.12578,-0.449335,1.54902,0.256021,0.641692,1.9117,-0.251385,3.12578,-0.449335,1.54902,0.256021,0.641692,1.9117,-0.251385,3.12578,-0.449335,1.54902,0.256021,
1.0807,0.814487,1.93642,0.441811,3.09094,0.626711,-1.10103,0.0199491,0.0476533,1.95746,-0.0528219,2.60107,0.312646,-1.04299,0.0199491,0.25886,2.14903,0.169875,3.06691,-0.0155968,0.49537,0.0199491,0.307288,2.16509,0.400479,2.86205,0.56791,0.445064,0.0199491,0.610844,2.40385,0.0670984,0.475116,0.655674,-1.19699,0.0199645,0.264572,1.6,0.470438,-0.364146,1.04602,-1.88941,0.0199491,0.649047,1.92352,-0.243347,3.13139,-0.436629,1.5098,0.256021,0.649047,1.92352,-0.243347,3.13139,-0.436629,1.5098,0.256021,0.649047,1.92352,-0.243347,3.13139,-0.436629,1.5098,0.256021,0.649047,1.92352,-0.243347,3.13139,-0.436629,1.5098,0.256021,0.649047,1.92352,-0.243347,3.13139,-0.436629,1.5098,0.256021,
1.0908,0.816529,1.93274,0.448735,3.07974,0.621267,-1.10138,0.0199491,0.0533944,1.96585,-0.0486969,2.58235,0.306568,-1.06288,0.0199491,0.265783,2.1511,0.177372,3.05607,-0.0198401,0.477321,0.0199491,0.307272,2.1626,0.408548,2.93498,0.722502,0.473636,0.0199491,0.620574,2.40766,0.0783668,0.482846,0.645591,-1.17597,0.0199645,0.262217,1.60026,0.4694,-0.327175,1.04662,-1.85593,0.0199491,0.655391,1.93143,-0.237615,3.12779,-0.435036,1.49368,0.256021,0.655391,1.93143,-0.237615,3.12779,-0.435036,1.49368,0.256021,0.655391,1.93143,-0.237615,3.12779,-0.435036,1.49368,0.256021,0.655391,1.93143,-0.237615,3.12779,-0.435036,1.49368,0.256021,0.655391,1.93143,-0.237615,3.12779,-0.435036,1.49368,0.256021,
1.1009,0.818262,1.93176,0.453987,3.06648,0.623454,-1.09668,0.0199491,0.0587089,1.96708,-0.0452821,2.58042,0.307765,-1.06136,0.0199491,0.271344,2.15055,0.181539,3.05179,-0.0236221,0.478933,0.0199491,0.308482,2.16633,0.410991,2.96959,0.772773,0.493449,0.0199491,0.627313,2.40897,0.0801097,0.47779,0.649478,-1.17801,0.0199645,0.261178,1.60158,0.476214,-0.340052,1.03944,-1.86356,0.0199491,0.661038,1.93209,-0.233419,3.12516,-0.43687,1.49535,0.256021,0.661038,1.93209,-0.233419,3.12516,-0.43687,1.49535,0.256021,0.661038,1.93209,-0.233419,3.12516,-0.43687,1.49535,0.256021,0.661038,1.93209,-0.233419,3.12516,-0.43687,1.49535,0.256021,0.661038,1.93209,-0.233419,3.12516,-0.43687,1.49535,0.256021,
1.111,0.818971,1.93275,0.455646,3.07972,0.608681,-1.0767,0.0199491,0.0590275,1.96514,-0.041559,2.5885,0.3052,-1.04611,0.0199491,0.272961,2.14876,0.183657,3.05416,-0.0373548,0.490556,0.0199491,0.309102,2.17232,0.409254,2.89977,0.639126,0.453722,0.0199491,0.626486,2.40935,0.0747437,0.482527,0.659984,-1.17928,0.0199645,0.26226,1.60271,0.485245,-0.348699,1.04191,-1.8693,0.0199491,0.659695,1.92962,-0.233044,3.12308,-0.445187,1.50527,0.256021,0.659695,1.92962,-0.233044,3.12308,-0.445187,1.50527,0.256021,0.659695,1.92962,-0.233044,3.12308,-0.445187,1.50527,0.256021,0.659695,1.92962,-0.233044,3.12308,-0.445187,1.50527,0.256021,0.659695,1.92962,-0.233044,3.12308,-0.445187,1.50527,0.256021,
1.1211,0.817742,1.93417,0.456176,3.0943,0.595383,-1.05438,0.0199491,0.0558291,1.95619,-0.0361142,2.60287,0.306144,-1.02267,0.0199491,0.270602,2.14316,0.185064,3.05942,-0.053136,0.508262,0.0199491,0.305553,2.17639,0.406102,2.8706,0.539329,0.446907,0.0199491,0.620507,2.40647,0.0662567,0.483168,0.679879,-1.19109,0.0199645,0.260788,1.60231,0.497216,-0.377572,1.04518,-1.89652,0.0199491,0.654563,1.92212,-0.233268,3.12476,-0.458008,1.5235,0.256021,0.654563,1.92212,-0.233268,3.12476,-0.458008,1.5235,0.256021,0.654563,1.92212,-0.233268,3.12476,-0.458008,1.5235,0.256021,0.654563,1.92212,-0.233268,3.12476,-0.458008,1.5235,0.256021,0.654563,1.92212,-0.233268,3.12476,-0.458008,1.5235,0.256021,
1.1312,0.813298,1.93496,0.455716,3.1113,0.584923,-1.0303,0.0199491,0.0491128,1.94057,-0.0298149,2.62672,0.3096,-0.992478,0.0199491,0.263551,2.13397,0.186132,3.07018,-0.0644216,0.532084,0.0199491,0.297356,2.17714,0.404546,2.93377,0.59375,0.485757,0.0199491,0.608973,2.39947,0.0560632,0.475512,0.706765,-1.21515,0.0199645,0.256832,1.6,0.511185,-0.40368,1.05041,-1.9257,0.0199491,0.645952,1.90993,-0.233784,3.1321,-0.472761,1.54578,0.256021,0.645952,1.90993,-0.233784,3.1321,-0.472761,1.54578,0.256021,0.645952,1.90993,-0.233784,3.1321,-0.472761,1.54578,0.256021,0.645952,1.90993,-0.233784,3.1321,-0.472761,1.54578,0.256021,0.645952,1.90993,-0.233784,3.1321,-0.472761,1.54578,0.256021,
1.1413,0.808336,1.93796,0.453347,3.13795,0.572023,-0.998312,0.0199491,0.0417273,1.92424,-0.0228996,2.65674,0.315062,-0.953983,0.0199491,0.255384,2.12594,0.186143,3.08069,-0.0758132,0.562139,0.0199491,0.289019,2.17897,0.401583,3.03707,0.690299,0.56027,0.0199491,0.595816,2.39124,0.0433795,0.457681,0.738401,-1.25098,0.0199645,0.250447,1.60181,0.52745,-0.450129,1.05572,-1.97269,0.0199491,0.636258,1.89579,-0.235191,3.14053,-0.489274,1.57227,0.256021,0.636258,1.89579,-0.235191,3.14053,-0.489274,1.57227,0.256021,0.636258,1.89579,-0.235191,3.14053,-0.489274,1.57227,0.256021,0.636258,1.89579,-0.235191,3.14053,-0.489274,1.57227,0.256021,0.636258,1.89579,-0.235191,3.14053,-0.489274,1.57227,0.256021,
1.1514,0.802245,1.93592,0.45222,3.14072,0.558039,-0.985979,0.0199491,0.0369692,1.92413,-0.0162239,2.65833,0.305298,-0.947526,0.0199491,0.252992,2.12408,0.190544,3.07295,-0.0991963,0.562178,0.0199491,0.280501,2.17935,0.400062,3.03272,0.655756,0.56708,0.0199491,0.590889,2.39005,0.0431086,0.465529,0.747576,-1.24124,0.0199645,0.244311,1.60306,0.534788,-0.453151,1.06041,-1.97627,0.0199491,0.628792,1.89501,-0.236389,-3.14158,-0.501314,1.5708,0.256021,0.628792,1.89501,-0.236389,-3.14158,-0.501314,1.5708,0.256021,0.628792,1.89501,-0.236389,-3.14158,-0.501314,1.5708,0.256021,0.628792,1.89501,-0.236389,-3.14158,-0.501314,1.5708,0.256021,0.628792,1.89501,-0.236389,-3.14158,-0.501314,1.5708,0.256021,
