time,0_rod(payload_bars compound_4642aL).X,0_rod(payload_bars compound_4642aL).Y,0_rod(payload_bars compound_4642aL).Z,0_rod(payload_bars compound_4642aL).Euler1,0_rod(payload_bars compound_4642aL).Euler2,0_rod(payload_bars compound_4642aL).Euler3,0_rod(payload_bars compound_4642aL).mass,1_rod(payload_bars compound_4642aL).X,1_rod(payload_bars compound_4642aL).Y,1_rod(payload_bars compound_4642aL).Z,1_rod(payload_bars compound_4642aL).Euler1,1_rod(payload_bars compound_4642aL).Euler2,1_rod(payload_bars compound_4642aL).Euler3,1_rod(payload_bars compound_4642aL).mass,2_rod(payload_bars compound_4642aL).X,2_rod(payload_bars compound_4642aL).Y,2_rod(payload_bars compound_4642aL).Z,2_rod(payload_bars compound_4642aL).Euler1,2_rod(payload_bars compound_4642aL).Euler2,2_rod(payload_bars compound_4642aL).Euler3,2_rod(payload_bars compound_4642aL).mass,3_rod(payload_bars compound_4642aL).X,3_rod(payload_bars compound_4642aL).Y,3_rod(payload_bars compound_4642aL).Z,3_rod(payload_bars compound_4642aL).Euler1,3_rod(payload_bars compound_4642aL).Euler2,3_rod(payload_bars compound_4642aL).Euler3,3_rod(payload_bars compound_4642aL).mass,4_rod(payload_bars compound_4642aL).X,4_rod(payload_bars compound_4642aL).Y,4_rod(payload_bars compound_4642aL).Z,4_rod(payload_bars compound_4642aL).Euler1,4_rod(payload_bars compound_4642aL).Euler2,4_rod(payload_bars compound_4642aL).Euler3,4_rod(payload_bars compound_4642aL).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
3.9592,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.97073,3.9548,27.0053,0.662396,0.723951,2.61107,0.199491,2.96199,5.95758,22.397,0.480334,0.619288,2.62964,0.199491,1.4364,4.78262,24.781,0.551026,0.648594,-1.99978,0.199491,-0.660912,7.54375,23.3073,0.450685,0.630149,-2.18609,0.199491,0.482124,7.5613,25.0275,0.130954,-0.904608,-1.34034,0.199645,-0.598876,4.30272,22.9651,0.160524,-0.828057,-1.33717,0.199491,
3.9693,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.98507,3.93345,27.0084,0.672486,0.71883,2.61441,0.199491,2.94221,5.9703,22.4151,0.500565,0.596943,2.64009,0.199491,1.41797,4.77662,24.7951,0.504054,0.625006,-2.02902,0.199491,-0.692436,7.53483,23.3265,0.527412,0.664755,-2.14153,0.199491,0.44763,7.5542,25.0492,0.142015,-0.908282,-1.34317,0.199645,-0.610577,4.29576,22.9739,0.149874,-0.827439,-1.32375,0.199491,
3.9794,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.99908,3.90992,27.0085,0.6898,0.703317,2.62162,0.199491,2.91766,5.97931,22.4351,0.490193,0.618757,2.63158,0.199491,1.39603,4.77546,24.8068,0.48358,0.611216,-2.04336,0.199491,-0.721431,7.5194,23.3429,0.472396,0.629027,-2.17782,0.199491,0.410267,7.54265,25.065,0.133561,-0.908672,-1.33089,0.199645,-0.620998,4.28702,22.9837,0.16243,-0.830877,-1.3276,0.199491,
3.9895,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.01323,3.88444,27.0067,0.713231,0.678495,2.6319,0.199491,2.88734,5.9822,22.4566,0.513045,0.590276,2.64068,0.199491,1.37043,4.77833,24.8157,0.501712,0.613917,-2.03633,0.199491,-0.749181,7.49706,23.3558,0.516594,0.647425,-2.15567,0.199491,0.370767,7.52735,25.0754,0.154133,-0.912617,-1.3422,0.199645,-0.631758,4.27523,22.9955,0.164471,-0.832652,-1.3239,0.199491,
3.9996,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.02661,3.85748,27.0018,0.724341,0.670302,2.63386,0.199491,2.85098,5.98048,22.4782,0.504249,0.608936,2.6311,0.199491,1.34164,4.78382,24.8207,0.519801,0.61685,-2.03002,0.199491,-0.774708,7.46821,23.3667,0.516838,0.642278,-2.16035,0.199491,0.328094,7.50712,25.0803,0.153494,-0.912723,-1.33702,0.199645,-0.64278,4.26218,23.0075,0.18316,-0.837208,-1.33241,0.199491,
4.0097,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.03915,3.82887,26.9936,0.728015,0.67225,2.63064,0.199491,2.81052,5.97808,22.5,0.520813,0.591162,2.63517,0.199491,1.31043,4.79203,24.8227,0.533205,0.618022,-2.02724,0.199491,-0.796532,7.43245,23.3776,0.503383,0.629376,-2.17316,0.199491,0.282882,7.48337,25.079,0.167601,-0.914625,-1.34312,0.199645,-0.654871,4.24836,23.0187,0.188898,-0.839655,-1.3309,0.199491,
4.0198,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.05107,3.79902,26.9832,0.729655,0.676657,2.62572,0.199491,2.76644,5.97641,22.5237,0.523054,0.595827,2.63032,0.199491,1.27778,4.80384,24.8216,0.516862,0.607065,-2.0428,0.199491,-0.815879,7.39282,23.3881,0.559683,0.653747,-2.14452,0.199491,0.234954,7.45816,25.0733,0.164064,-0.913528,-1.33493,0.199645,-0.666639,4.23513,23.03,0.205585,-0.844182,-1.33697,0.199491,
4.0299,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.06271,3.76791,26.9713,0.730313,0.682188,2.61981,0.199491,2.71927,5.97538,22.5474,0.530314,0.593322,2.62756,0.199491,1.24228,4.81836,24.8183,0.506521,0.598374,-2.05561,0.199491,-0.834359,7.3519,23.3977,0.507504,0.619754,-2.18143,0.199491,0.18506,7.43226,25.0643,0.184814,-0.915617,-1.34577,0.199645,-0.679379,4.22157,23.0414,0.21106,-0.84694,-1.33437,0.199491,
4.04,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.07487,3.73564,26.9597,0.735796,0.681381,2.61672,0.199491,2.66928,5.9732,22.5696,0.542353,0.584157,2.62686,0.199491,1.20561,4.83419,24.8139,0.504345,0.593297,-2.06409,0.199491,-0.855809,7.31011,23.4043,0.584735,0.656054,-2.1417,0.199491,0.133482,7.40624,25.0537,0.185346,-0.914253,-1.34066,0.199645,-0.6932,4.2071,23.0525,0.230474,-0.851566,-1.34222,0.199491,
4.0501,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.08806,3.70208,26.9494,0.742708,0.679491,2.6145,0.199491,2.61796,5.97142,22.5882,0.541626,0.594343,2.61883,0.199491,1.16793,4.85045,24.8088,0.51888,0.595906,-2.06329,0.199491,-0.880817,7.26953,23.4086,0.530427,0.621876,-2.1808,0.199491,0.0805807,7.38024,25.0423,0.206551,-0.91529,-1.35185,0.199645,-0.70953,4.19086,23.0622,0.246578,-0.85517,-1.34744,0.199491,
4.0602,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.10183,3.66792,26.9405,0.748976,0.67914,2.61197,0.199491,2.56575,5.97312,22.6041,0.559249,0.579171,2.62093,0.199491,1.13038,4.86677,24.8029,0.528448,0.596394,-2.06538,0.199491,-0.910791,7.2323,23.4114,0.598583,0.65386,-2.14697,0.199491,0.0265733,7.35749,25.0311,0.208438,-0.913336,-1.34722,0.199645,-0.72756,4.1752,23.0706,0.270569,-0.859466,-1.35827,0.199491,
4.0703,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.11668,3.63338,26.9336,0.754387,0.680844,2.60917,0.199491,2.51437,5.98162,22.6161,0.557199,0.594428,2.61243,0.199491,1.09317,4.88278,24.7968,0.52376,0.590292,-2.07555,0.199491,-0.945387,7.20022,23.4139,0.557638,0.626569,-2.17789,0.199491,-0.0287621,7.33842,25.0208,0.23101,-0.914066,-1.35807,0.199645,-0.74814,4.16089,23.0764,0.279634,-0.861099,-1.35725,0.199491,
4.0804,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.13263,3.59892,26.9296,0.758573,0.685197,2.60603,0.199491,2.46374,5.9971,22.6237,0.579045,0.577821,2.61773,0.199491,1.05777,4.8974,24.7912,0.50841,0.57891,-2.09118,0.199491,-0.986998,7.1739,23.4161,0.615937,0.652702,-2.1489,0.199491,-0.0850058,7.3247,25.0122,0.229127,-0.911263,-1.34864,0.199645,-0.771864,4.14761,23.0794,0.297458,-0.863329,-1.36228,0.199491,
4.0905,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.1505,3.5644,26.9304,0.763981,0.68955,2.60427,0.199491,2.4142,6.01873,22.6248,0.57835,0.595595,2.61129,0.199491,1.02361,4.91017,24.7865,0.505601,0.573386,-2.09922,0.199491,-1.03709,7.15415,23.4174,0.585735,0.631356,-2.17223,0.199491,-0.142121,7.31575,25.0065,0.251133,-0.911349,-1.35736,0.199645,-0.799477,4.13504,23.0798,0.302257,-0.862691,-1.35712,0.199491,
4.1006,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.17028,3.5302,26.9362,0.773261,0.690383,2.60566,0.199491,2.36476,6.04547,22.6201,0.601573,0.58105,2.61892,0.199491,0.991427,4.9207,24.7832,0.522619,0.577876,-2.09562,0.199491,-1.09735,7.14156,23.4177,0.634362,0.652706,-2.14807,0.199491,-0.200098,7.31264,25.0042,0.247601,-0.907441,-1.3454,0.199645,-0.831024,4.1229,23.0786,0.318959,-0.862705,-1.36077,0.199491,
4.1107,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.19197,3.49593,26.9469,0.784482,0.690311,2.60892,0.199491,2.31599,6.07817,22.6094,0.602351,0.600719,2.61485,0.199491,0.960697,4.92935,24.7811,0.552684,0.588679,-2.08413,0.199491,-1.1666,7.13512,23.4178,0.615669,0.638348,-2.16377,0.199491,-0.259269,7.31458,25.0054,0.271319,-0.906967,-1.35422,0.199645,-0.866383,4.11148,23.0754,0.321277,-0.859683,-1.35322,0.199491,
4.1208,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.21483,3.46148,26.9609,0.794762,0.692673,2.61204,0.199491,2.26731,6.11753,22.5945,0.626625,0.588952,2.62463,0.199491,0.931941,4.9362,24.78,0.577926,0.596891,-2.07465,0.199491,-1.2436,7.1337,23.4183,0.646728,0.650172,-2.14897,0.199491,-0.319851,7.32115,25.009,0.264835,-0.902134,-1.33835,0.199645,-0.904933,4.10067,23.0699,0.332002,-0.857213,-1.3515,0.199491,
4.1309,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.23859,3.42627,26.9773,0.803033,0.698841,2.61415,0.199491,2.21867,6.16297,22.5762,0.63309,0.604806,2.62487,0.199491,0.904197,4.94197,24.7797,0.590497,0.598986,-2.07207,0.199491,-1.32697,7.1353,23.4194,0.65957,0.651907,-2.14447,0.199491,-0.382143,7.33101,25.0148,0.286735,-0.901381,-1.34386,0.199645,-0.945946,4.09014,23.0621,0.326562,-0.851764,-1.33713,0.199491,
4.141,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.2631,3.38977,26.9955,0.811313,0.70595,2.61632,0.199491,2.16875,6.21176,22.5554,0.652948,0.602349,2.63292,0.199491,0.876887,4.94674,24.78,0.601797,0.600387,-2.07001,0.199491,-1.41616,7.13906,23.4202,0.647125,0.640319,-2.15528,0.199491,-0.446225,7.34261,25.0219,0.279904,-0.896363,-1.32626,0.199645,-0.988885,4.07886,23.0533,0.332786,-0.847725,-1.33117,0.199491,
4.1511,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.28836,3.3517,27.015,0.821995,0.710687,2.61997,0.199491,2.11686,6.26096,22.533,0.669925,0.604228,2.63923,0.199491,0.848977,4.95105,24.7807,0.621769,0.605601,-2.06294,0.199491,-1.51102,7.14234,23.4202,0.712994,0.668666,-2.11878,0.199491,-0.51229,7.35477,25.0306,0.2975,-0.894935,-1.32759,0.199645,-1.03314,4.06601,23.0442,0.331507,-0.842085,-1.31955,0.199491,
4.1612,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.31414,3.3117,27.0351,0.835784,0.711916,2.62543,0.199491,2.06219,6.30944,22.5097,0.677109,0.62082,2.63975,0.199491,0.8195,4.95504,24.7818,0.655708,0.616585,-2.04781,0.199491,-1.60947,7.14433,23.4196,0.663193,0.638671,-2.15316,0.199491,-0.580672,7.36531,25.0398,0.304603,-0.891807,-1.32058,0.199645,-1.07851,4.05121,23.0351,0.341293,-0.838144,-1.31607,0.199491,
4.1713,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.33977,3.26984,27.0545,0.848463,0.714903,2.62986,0.199491,2.00425,6.35708,22.4876,0.703623,0.60875,2.65103,0.199491,0.788537,4.95932,24.7827,0.685922,0.625384,-2.03498,0.199491,-1.70993,7.143,23.4192,0.717343,0.661038,-2.12476,0.199491,-0.651546,7.37436,25.0489,0.306955,-0.887857,-1.30962,0.199645,-1.12442,4.03476,23.0266,0.349415,-0.834051,-1.31103,0.199491,
4.1814,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.36543,3.23142,27.072,0.875584,0.695843,2.64395,0.199491,1.94444,6.40342,22.4652,0.715424,0.618276,2.65341,0.199491,0.754449,4.96406,24.7836,0.732459,0.640037,-2.01267,0.199491,-1.80859,7.13832,23.4191,0.741782,0.667356,-2.1145,0.199491,-0.725094,7.38058,25.0574,0.32961,-0.887398,-1.31449,0.199645,-1.166,4.03596,23.0143,0.277909,-0.811098,-1.25174,0.199491,
4.1915,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.38219,3.20959,27.0821,0.924744,0.632523,2.67236,0.199491,1.88683,6.44536,22.4351,0.733853,0.614467,2.65931,0.199491,0.721213,4.97208,24.7873,0.747289,0.643448,-2.00732,0.199491,-1.8996,7.13491,23.4111,0.705422,0.644236,-2.14446,0.199491,-0.794801,7.39039,25.0673,0.318419,-0.880412,-1.29477,0.199645,-1.21006,4.04644,23.0031,0.285653,-0.80536,-1.25323,0.199491,
4.2016,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.39307,3.209,27.0879,0.937183,0.61541,2.6808,0.199491,1.83311,6.47636,22.4037,0.739587,0.624513,2.65687,0.199491,0.688835,4.9901,24.7878,0.701929,0.624729,-2.03658,0.199491,-1.99143,7.13425,23.3922,0.767576,0.67172,-2.11725,0.199491,-0.856284,7.40451,25.078,0.32749,-0.876008,-1.29327,0.199645,-1.24846,4.05493,22.9939,0.319492,-0.806589,-1.27418,0.199491,
4.2117,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.39362,3.23068,27.0929,0.946564,0.592846,2.68972,0.199491,1.78075,6.50316,22.3723,0.750037,0.623274,2.65639,0.199491,0.656478,5.01078,24.7844,0.779372,0.654525,-1.99383,0.199491,-2.07876,7.13511,23.3654,0.745419,0.658718,-2.14192,0.199491,-0.912078,7.41709,25.0868,0.378347,-0.877203,-1.32564,0.199645,-1.28309,4.06013,22.9829,0.342571,-0.805543,-1.28809,0.199491,
4.2218,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.39037,3.26192,27.0966,0.930581,0.607054,2.68448,0.199491,1.73156,6.52621,22.3379,0.76372,0.620944,2.65734,0.199491,0.630546,5.03088,24.7812,0.780971,0.657075,-1.99679,0.199491,-2.15445,7.12696,23.3384,0.741938,0.655544,-2.15476,0.199491,-0.966119,7.4296,25.0898,0.363749,-0.866182,-1.30847,0.199645,-1.32522,4.063,22.9704,0.417106,-0.814557,-1.34022,0.199491,
4.2319,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.39802,3.2671,27.1078,0.870317,0.697819,2.6483,0.199491,1.68102,6.54278,22.3002,0.763577,0.641386,2.65032,0.199491,0.604106,5.04624,24.7748,0.71626,0.635435,-2.04062,0.199491,-2.22114,7.1109,23.3162,0.797351,0.684285,-2.13021,0.199491,-1.01936,7.43754,25.0796,0.363607,-0.85773,-1.30271,0.199645,-1.35964,4.06963,22.9609,0.349172,-0.793756,-1.29111,0.199491,
4.242,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.40799,3.25506,27.1212,0.910356,0.642693,2.67171,0.199491,1.62866,6.55483,22.2675,0.77919,0.636958,2.65245,0.199491,0.575845,5.062,24.7624,0.795816,0.670789,-1.99927,0.199491,-2.28313,7.09223,23.2944,0.748272,0.66223,-2.16816,0.199491,-1.06771,7.44045,25.0597,0.393645,-0.853578,-1.3208,0.199645,-1.39599,4.05494,22.9552,0.387006,-0.793644,-1.31561,0.199491,
4.2521,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.42361,3.23896,27.135,0.974018,0.54063,2.70529,0.199491,1.57647,6.56101,22.2368,0.785058,0.645159,2.64858,0.199491,0.545517,5.07843,24.7466,0.80493,0.680583,-2.00165,0.199491,-2.33835,7.07044,23.2711,0.780243,0.683639,-2.15345,0.199491,-1.11257,7.44025,25.029,0.389163,-0.84358,-1.314,0.199645,-1.42938,4.04226,22.9464,0.336446,-0.77454,-1.28012,0.199491,
4.2622,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.43475,3.2337,27.138,0.977261,0.53586,2.70588,0.199491,1.52684,6.56513,22.2024,0.785597,0.660478,2.64148,0.199491,0.516792,5.10398,24.7247,0.883977,0.713094,-1.95728,0.199491,-2.38027,7.05015,23.2432,0.814056,0.705117,-2.13865,0.199491,-1.1542,7.44249,24.9942,0.406187,-0.836947,-1.3244,0.199645,-1.4629,4.03664,22.9369,0.387567,-0.778374,-1.31542,0.199491,
4.2723,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.4338,3.244,27.1303,0.925541,0.619141,2.67786,0.199491,1.4772,6.57227,22.1686,0.797334,0.656145,2.64118,0.199491,0.48424,5.13393,24.6948,0.846146,0.707237,-1.98878,0.199491,-2.41075,7.03624,23.2111,0.757524,0.679493,-2.18277,0.199491,-1.19062,7.44874,24.954,0.410621,-0.828533,-1.32509,0.199645,-1.49072,4.03605,22.9248,0.442496,-0.782998,-1.35261,0.199491,
4.2824,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.43102,3.25337,27.1229,0.872759,0.694483,2.64619,0.199491,1.43065,6.5751,22.136,0.795591,0.67169,2.63208,0.199491,0.453713,5.1683,24.6632,0.663544,0.640006,-2.11113,0.199491,-2.43631,7.01637,23.1768,0.806526,0.71013,-2.15761,0.199491,-1.22065,7.4491,24.907,0.446803,-0.824395,-1.34978,0.199645,-1.52045,4.03278,22.9126,0.461286,-0.781287,-1.36498,0.199491,
4.2925,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.4324,3.24851,27.1196,0.878921,0.685244,2.64859,0.199491,1.38286,6.57265,22.1032,0.798021,0.682065,2.62553,0.199491,0.423897,5.20373,24.6276,0.806556,0.708645,-2.03017,0.199491,-2.45329,6.99439,23.1443,0.829598,0.727923,-2.14784,0.199491,-1.25077,7.44692,24.8545,0.428725,-0.81067,-1.33564,0.199645,-1.54411,4.0273,22.8994,0.432392,-0.770588,-1.34382,0.199491,
4.3026,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.43544,3.24146,27.1128,0.891796,0.666758,2.65484,0.199491,1.33406,6.57207,22.0732,0.81051,0.679106,2.62503,0.199491,0.393958,5.24139,24.5884,0.927117,0.757519,-1.95825,0.199491,-2.46276,6.97387,23.1147,0.77539,0.706907,-2.18939,0.199491,-1.27977,7.44679,24.7966,0.439777,-0.801816,-1.34274,0.199645,-1.56817,4.02486,22.8908,0.43023,-0.764658,-1.34092,0.199491,
4.3127,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.43387,3.24185,27.1019,0.900616,0.649569,2.65877,0.199491,1.28774,6.5786,22.0479,0.808427,0.696144,2.61468,0.199491,0.36374,5.28152,24.5459,0.909678,0.760734,-1.98082,0.199491,-2.46553,6.95676,23.0835,0.820421,0.736028,-2.16478,0.199491,-1.30835,7.44653,24.7359,0.477969,-0.797239,-1.36887,0.199645,-1.58941,4.02509,22.8774,0.465316,-0.765942,-1.36354,0.199491,
4.3228,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.4301,3.24273,27.0888,0.901807,0.642749,2.65766,0.199491,1.24554,6.58361,22.0189,0.817236,0.697629,2.61095,0.199491,0.333597,5.32155,24.5047,0.744082,0.706405,-2.10264,0.199491,-2.46493,6.93638,23.0489,0.859288,0.761053,-2.14346,0.199491,-1.33252,7.44542,24.6717,0.466456,-0.78561,-1.35941,0.199645,-1.60938,4.02334,22.8635,0.501679,-0.766878,-1.38748,0.199491,
4.3329,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.427,3.23978,27.077,0.896355,0.64818,2.65238,0.199491,1.20588,6.57928,21.9881,0.819236,0.706762,2.60273,0.199491,0.307281,5.36066,24.46,0.717138,0.702267,-2.13077,0.199491,-2.46497,6.91585,23.0098,0.810522,0.744671,-2.18331,0.199491,-1.35388,7.44269,24.6084,0.465216,-0.774449,-1.35912,0.199645,-1.62557,4.01858,22.8492,0.493203,-0.761128,-1.38089,0.199491,
4.343,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.42237,3.23932,27.0651,0.899175,0.639717,2.6522,0.199491,1.16696,6.57161,21.9554,0.81243,0.724338,2.58903,0.199491,0.279181,5.39897,24.4148,0.804497,0.750161,-2.08258,0.199491,-2.46489,6.89584,22.9682,0.804668,0.749709,-2.19391,0.199491,-1.37207,7.43945,24.5448,0.508491,-0.769801,-1.39036,0.199645,-1.64211,4.01248,22.8355,0.504731,-0.758208,-1.38846,0.199491,
4.3531,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.41727,3.24228,27.0519,0.881646,0.660561,2.64037,0.199491,1.12949,6.56804,21.9256,0.809099,0.737784,2.57729,0.199491,0.251635,5.43727,24.3683,0.826291,0.76805,-2.07795,0.199491,-2.46431,6.87589,22.9279,0.862648,0.786504,-2.15889,0.199491,-1.39014,7.4356,24.4809,0.507053,-0.759001,-1.39002,0.199645,-1.65912,4.00549,22.8202,0.557084,-0.760252,-1.42434,0.199491,
4.3632,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.41367,3.24182,27.041,0.865872,0.678925,2.62887,0.199491,1.0927,6.56792,21.8961,0.822295,0.732806,2.57661,0.199491,0.22479,5.47469,24.3216,0.801831,0.766645,-2.10574,0.199491,-2.46204,6.85628,22.8893,0.842435,0.78449,-2.17789,0.199491,-1.40885,7.43166,24.417,0.498245,-0.747386,-1.38438,0.199645,-1.67521,3.99862,22.8042,0.569358,-0.756915,-1.4323,0.199491,
4.3733,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.41093,3.23825,27.0312,0.866226,0.676,2.62715,0.199491,1.05552,6.56794,21.8656,0.822762,0.7434,2.56802,0.199491,0.198889,5.51101,24.2751,0.796025,0.773016,-2.12017,0.199491,-2.46055,6.83965,22.8516,0.811526,0.776563,-2.20469,0.199491,-1.42735,7.42921,24.3539,0.539036,-0.742116,-1.41234,0.199645,-1.69162,3.9936,22.7894,0.557626,-0.751024,-1.42327,0.199491,
