time,0_rod(payload_bars compound_4642aL).X,0_rod(payload_bars compound_4642aL).Y,0_rod(payload_bars compound_4642aL).Z,0_rod(payload_bars compound_4642aL).Euler1,0_rod(payload_bars compound_4642aL).Euler2,0_rod(payload_bars compound_4642aL).Euler3,0_rod(payload_bars compound_4642aL).mass,1_rod(payload_bars compound_4642aL).X,1_rod(payload_bars compound_4642aL).Y,1_rod(payload_bars compound_4642aL).Z,1_rod(payload_bars compound_4642aL).Euler1,1_rod(payload_bars compound_4642aL).Euler2,1_rod(payload_bars compound_4642aL).Euler3,1_rod(payload_bars compound_4642aL).mass,2_rod(payload_bars compound_4642aL).X,2_rod(payload_bars compound_4642aL).Y,2_rod(payload_bars compound_4642aL).Z,2_rod(payload_bars compound_4642aL).Euler1,2_rod(payload_bars compound_4642aL).Euler2,2_rod(payload_bars compound_4642aL).Euler3,2_rod(payload_bars compound_4642aL).mass,3_rod(payload_bars compound_4642aL).X,3_rod(payload_bars compound_4642aL).Y,3_rod(payload_bars compound_4642aL).Z,3_rod(payload_bars compound_4642aL).Euler1,3_rod(payload_bars compound_4642aL).Euler2,3_rod(payload_bars compound_4642aL).Euler3,3_rod(payload_bars compound_4642aL).mass,4_rod(payload_bars compound_4642aL).X,4_rod(payload_bars compound_4642aL).Y,4_rod(payload_bars compound_4642aL).Z,4_rod(payload_bars compound_4642aL).Euler1,4_rod(payload_bars compound_4642aL).Euler2,4_rod(payload_bars compound_4642aL).Euler3,4_rod(payload_bars compound_4642aL).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.7776,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.28367,16.4932,7.25902,-0.0735026,0.0259463,-3.08569,0.199491,2.98097,16.2058,5.82933,-0.0472377,0.0666226,-3.11651,0.199491,0.230489,15.6568,6.77995,-0.305185,0.166415,-1.55331,0.199491,0.795131,19.2032,7.02696,-0.103641,0.148795,-1.59962,0.199491,0.768315,17.6815,8.44183,-1.42896,-0.766764,-0.256058,0.199645,-0.690285,17.6771,4.72741,-1.48497,-0.594596,-0.230003,0.199491,
1.7877,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.19575,16.6566,7.45322,-0.065934,-0.112061,-3.11609,0.199491,2.87414,16.3682,6.02505,-0.0485307,0.16029,3.13733,0.199491,0.251259,15.9139,6.98743,-0.341288,0.161306,-1.58786,0.199491,0.793806,19.266,7.13457,0.016304,0.157335,-1.60917,0.199491,0.746557,17.9036,8.53811,-1.39652,-0.822044,-0.289194,0.199645,-0.691307,17.7772,4.95099,-1.43842,-0.741665,-0.259231,0.199491,
1.7978,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.11094,16.8123,7.64899,-0.0511329,-0.0696658,3.13574,0.199491,2.77268,16.5203,6.22197,-0.0515235,0.184298,3.10704,0.199491,0.272521,16.158,7.19494,-0.103324,0.1626,-1.57877,0.199491,0.793369,19.3175,7.24634,0.0429372,0.165329,-1.63229,0.199491,0.7246,18.115,8.6345,-1.40901,-0.768838,-0.290366,0.199645,-0.695763,17.8704,5.1675,-1.35636,-0.928099,-0.320249,0.199491,
1.8079,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.04336,16.9583,7.85158,-0.0468093,0.179642,3.10185,0.199491,2.679,16.6642,6.42068,-0.0471008,0.082889,3.07781,0.199491,0.298612,16.3797,7.39348,0.114184,0.168416,-1.57292,0.199491,0.799072,19.3667,7.36383,-0.0538009,0.162754,-1.67597,0.199491,0.702043,18.3155,8.73739,-1.38196,-0.806706,-0.3205,0.199645,-0.701124,17.9572,5.37215,-1.42079,-0.793344,-0.269123,0.199491,
1.818,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.99818,17.0964,8.05383,-0.0399882,0.188387,3.06762,0.199491,2.61461,16.794,6.62451,-0.0526176,0.162444,3.04728,0.199491,0.317276,16.5743,7.59086,-0.179968,0.161661,-1.65481,0.199491,0.802325,19.433,7.48693,0.0463638,0.180928,-1.68246,0.199491,0.695302,18.5018,8.84477,-1.35869,-0.835992,-0.347197,0.199645,-0.71934,18.03,5.56307,-1.35352,-0.937013,-0.319256,0.199491,
1.8281,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.00188,17.2257,8.26004,-0.0110696,0.00222846,3.0335,0.199491,2.59247,16.9116,6.82536,-0.0488855,0.114325,3.01817,0.199491,0.331893,16.733,7.79004,-0.0541291,0.177736,-1.66774,0.199491,0.80516,19.5268,7.60949,-0.015304,0.183125,-1.71478,0.199491,0.708577,18.672,8.96639,-1.33591,-0.868444,-0.372794,0.199645,-0.7465,18.0882,5.73751,-1.38528,-0.864811,-0.295123,0.199491,
1.8382,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.04983,17.3509,8.47892,-0.0201907,0.169514,2.99565,0.199491,2.60663,17.0121,7.02346,-0.0562037,0.173375,2.9888,0.199491,0.348967,16.84,7.98716,0.0289991,0.195205,-1.68612,0.199491,0.808972,19.6577,7.73392,0.020484,0.198684,-1.72884,0.199491,0.737289,18.8352,9.10285,-1.33319,-0.871122,-0.382363,0.199645,-0.784577,18.1293,5.88736,-1.30275,-1.00727,-0.360765,0.199491,
1.8483,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.12518,17.4692,8.70532,-0.0284608,0.257146,2.95483,0.199491,2.66769,17.1009,7.21822,-0.0509233,0.159433,2.96218,0.199491,0.348023,16.91,8.19002,-0.184209,0.170477,-1.76063,0.199491,0.803355,19.8008,7.85749,-0.0388482,0.199316,-1.75894,0.199491,0.783164,18.9911,9.24591,-1.30076,-0.928332,-0.411149,0.199645,-0.831898,18.161,6.02155,-1.3486,-0.921479,-0.324769,0.199491,
1.8584,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.21296,17.5811,8.9424,0.000900795,0.128452,2.92484,0.199491,2.74912,17.1788,7.40757,-0.0512336,0.186271,2.93463,0.199491,0.34626,16.9466,8.39829,-0.175729,0.175894,-1.7954,0.199491,0.786236,19.9515,7.9737,-0.00654331,0.214495,-1.77054,0.199491,0.831277,19.1412,9.39427,-1.27487,-0.972246,-0.433542,0.199645,-0.877075,18.1815,6.14712,-1.27815,-1.01448,-0.386876,0.199491,
1.8685,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.29011,17.6706,9.17486,-0.0281832,0.206944,2.89398,0.199491,2.83585,17.2478,7.57862,-0.0432488,0.175587,2.90419,0.199491,0.340778,16.9659,8.62885,0.0572728,0.234259,-1.78176,0.199491,0.761168,20.1135,8.07023,0.0178747,0.228686,-1.793,0.199491,0.863575,19.2671,9.56069,-1.28966,-0.956016,-0.418831,0.199645,-0.910679,18.2034,6.2749,-1.27836,-0.99692,-0.395811,0.199491,
1.8786,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.37923,17.7414,9.40102,-0.0775306,0.338776,2.85743,0.199491,2.92467,17.3067,7.73843,-0.035319,0.155005,2.87435,0.199491,0.33553,16.9845,8.86173,0.0886444,0.252675,-1.80358,0.199491,0.748571,20.2728,8.16165,0.0430109,0.24614,-1.81889,0.199491,0.897186,19.3859,9.73768,-1.26953,-0.984309,-0.433989,0.199645,-0.948437,18.2047,6.41245,-1.33494,-0.901858,-0.357393,0.199491,
1.8887,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.46507,17.8064,9.63539,-0.102146,0.370671,2.82839,0.199491,3.00648,17.3506,7.90221,-0.0416891,0.183407,2.84334,0.199491,0.335488,16.9953,9.09714,-0.037098,0.23081,-1.86362,0.199491,0.722757,20.4267,8.24757,0.00830133,0.245451,-1.85802,0.199491,0.938557,19.4915,9.91076,-1.20834,-1.05375,-0.481348,0.199645,-0.982208,18.1931,6.54471,-1.34242,-0.881594,-0.360062,0.199491,
1.8988,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.53541,17.8717,9.87017,-0.0794962,0.279874,2.81084,0.199491,3.09507,17.3846,8.07047,-0.0618372,0.247886,2.81077,0.199491,0.328337,16.9855,9.33333,-0.145072,0.2009,-1.91656,0.199491,0.691522,20.5768,8.33252,-0.0584079,0.230487,-1.90274,0.199491,0.969683,19.5811,10.0727,-1.1532,-1.10701,-0.528177,0.199645,-1.01547,18.1716,6.68345,-1.27655,-0.966821,-0.421651,0.199491,
1.9089,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.59244,17.9296,10.1012,-0.0328496,0.146842,2.79167,0.199491,3.17491,17.401,8.2339,-0.0764582,0.283547,2.78156,0.199491,0.321298,16.9668,9.56414,-0.0952243,0.223056,-1.93379,0.199491,0.66275,20.7182,8.41883,-0.109991,0.216452,-1.94353,0.199491,0.997117,19.6744,10.2491,-1.15241,-1.11508,-0.528501,0.199645,-1.05218,18.1287,6.82032,-1.04379,-1.15375,-0.632936,0.199491,
1.919,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.64721,17.9781,10.3278,-0.0440817,0.176982,2.76193,0.199491,3.24875,17.4117,8.39068,-0.051727,0.220531,2.76205,0.199491,0.314342,16.9446,9.80209,0.0218671,0.271817,-1.92948,0.199491,0.636937,20.8311,8.49701,-0.0638217,0.23908,-1.96402,0.199491,1.01998,19.7584,10.4261,-1.17168,-1.10623,-0.51072,0.199645,-1.08361,18.0824,6.96861,-1.14588,-1.07834,-0.547414,0.199491,
1.9291,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.6766,18.0191,10.552,-0.135764,0.366296,2.71296,0.199491,3.30483,17.4173,8.5541,-0.0674266,0.262888,2.7318,0.199491,0.31134,16.9242,10.0368,-0.10476,0.226949,-1.9864,0.199491,0.607293,20.9072,8.57578,-0.0835648,0.234286,-1.99823,0.199491,1.02664,19.8321,10.5948,-1.08376,-1.16595,-0.590309,0.199645,-1.10659,18.0339,7.1235,-1.06198,-1.12734,-0.6298,0.199491,
1.9392,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.67729,18.0445,10.7683,-0.0692356,0.20195,2.71178,0.199491,3.32818,17.4181,8.71867,-0.0624947,0.254713,2.70558,0.199491,0.314791,16.9279,10.2662,-0.0312846,0.262907,-1.99254,0.199491,0.578133,20.9353,8.65559,-0.103263,0.226476,-2.03488,0.199491,1.01767,19.8887,10.7564,-1.09651,-1.15003,-0.579652,0.199645,-1.1168,17.9866,7.29674,-1.0881,-1.10608,-0.613329,0.199491,
1.9493,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.6367,18.0549,10.9753,-0.080965,0.207232,2.69053,0.199491,3.31322,17.4123,8.88832,-0.0627707,0.252936,2.67751,0.199491,0.317372,16.9575,10.4806,-0.082953,0.24237,-2.02745,0.199491,0.547454,20.9169,8.74059,-0.0630543,0.246707,-2.05994,0.199491,0.992692,19.9246,10.9059,-1.0013,-1.19074,-0.669425,0.199645,-1.1116,17.9423,7.49596,-0.883304,-1.19831,-0.807738,0.199491,
1.9594,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.56127,18.0557,11.1761,-0.162741,0.343577,2.65011,0.199491,3.26541,17.3979,9.0636,-0.0718302,0.265932,2.64691,0.199491,0.32185,17.0046,10.6758,-0.0868229,0.241384,-2.0503,0.199491,0.516982,20.8543,8.8407,-0.118759,0.214365,-2.10784,0.199491,0.947673,19.9485,11.0456,-0.96897,-1.1914,-0.704201,0.199645,-1.09043,17.895,7.70979,-1.03836,-1.12599,-0.672412,0.199491,
1.9695,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.46678,18.0444,11.3721,-0.075907,0.166613,2.65426,0.199491,3.19866,17.3786,9.24102,-0.0420285,0.211719,2.62484,0.199491,0.325292,17.0599,10.8636,0.0165454,0.294721,-2.04444,0.199491,0.487655,20.7553,8.95162,-0.0463403,0.255206,-2.12742,0.199491,0.898506,19.9546,11.1717,-0.856852,-1.22043,-0.813069,0.199645,-1.06533,17.8503,7.93627,-0.852182,-1.20039,-0.849671,0.199491,
1.9796,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.3631,18.0224,11.5636,-0.0134148,0.0413462,2.64111,0.199491,3.12236,17.3496,9.4215,-0.068442,0.254094,2.5892,0.199491,0.328628,17.1121,11.0419,-0.0831767,0.244205,-2.09342,0.199491,0.459123,20.6371,9.07502,-0.0427313,0.25757,-2.16354,0.199491,0.844948,19.9499,11.2906,-0.868301,-1.20398,-0.807319,0.199645,-1.03617,17.7992,8.16865,-0.563408,-1.26004,-1.12842,0.199491,
1.9897,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.25762,17.9902,11.7566,-0.0335438,0.0708497,2.61986,0.199491,3.04194,17.3117,9.60275,-0.0879139,0.279989,2.55393,0.199491,0.332521,17.158,11.2156,-0.168835,0.19255,-2.13506,0.199491,0.432854,20.5046,9.20476,-0.0931196,0.22153,-2.21316,0.199491,0.791074,19.9319,11.4062,-0.792662,-1.21575,-0.88324,0.199645,-1.00719,17.7411,8.40013,-0.84472,-1.19554,-0.868503,0.199491,
1.9998,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.15081,17.9485,11.9506,-0.106815,0.184581,2.59022,0.199491,2.96156,17.2636,9.78514,-0.0661485,0.2468,2.52905,0.199491,0.334928,17.1942,11.3852,-0.153118,0.200197,-2.1557,0.199491,0.407491,20.3624,9.34139,-0.104812,0.209553,-2.25382,0.199491,0.738791,19.9017,11.5179,-0.645717,-1.24081,-1.02615,0.199645,-0.980605,17.6743,8.63063,-0.89506,-1.17625,-0.827026,0.199491,
2.0099,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.04819,17.8983,12.1444,-0.17141,0.271788,2.55482,0.199491,2.88281,17.206,9.96831,-0.0256227,0.193515,2.50703,0.199491,0.336661,17.2174,11.5524,-0.059975,0.259965,-2.15914,0.199491,0.382954,20.2114,9.48437,-0.047308,0.255044,-2.27823,0.199491,0.687483,19.8596,11.6241,-0.542144,-1.25018,-1.12836,0.199645,-0.952572,17.5992,8.86225,-0.452521,-1.26386,-1.24908,0.199491,
2.02,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.95239,17.8382,12.3373,-0.126773,0.199994,2.54239,0.199491,2.80829,17.1396,10.1537,-0.0432892,0.218301,2.47233,0.199491,0.338959,17.2299,11.7172,-0.0158417,0.29138,-2.17302,0.199491,0.361347,20.0542,9.63274,-0.00949174,0.289938,-2.30417,0.199491,0.640929,19.8058,11.7294,-0.545577,-1.24192,-1.12958,0.199645,-0.930214,17.5112,9.09028,-0.309839,-1.27129,-1.38958,0.199491,
2.0301,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.87567,17.7686,12.5282,-0.0291817,0.0658897,2.52895,0.199491,2.74266,17.0638,10.3416,-0.0549853,0.233858,2.43914,0.199491,0.343609,17.2255,11.8803,-0.121355,0.220179,-2.2273,0.199491,0.346938,19.8974,9.78618,-0.0675531,0.241385,-2.35438,0.199491,0.605246,19.7418,11.8336,-0.377088,-1.25488,-1.29459,0.199645,-0.918091,17.4088,9.31572,-0.494587,-1.25305,-1.21608,0.199491,
2.0402,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.83432,17.695,12.7216,-0.0610407,0.126033,2.49645,0.199491,2.69493,16.9824,10.533,-0.0260808,0.204579,2.41563,0.199491,0.355429,17.2016,12.0457,-0.084115,0.252315,-2.24783,0.199491,0.337815,19.7414,9.93881,-0.0147735,0.300283,-2.36978,0.199491,0.585643,19.6676,11.9345,-0.338165,-1.2521,-1.33661,0.199645,-0.917044,17.285,9.53681,-0.023921,-1.26993,-1.66566,0.199491,
2.0503,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.82858,17.6187,12.9228,-0.1064,0.202837,2.45461,0.199491,2.67272,16.8988,10.7308,-0.0650059,0.24984,2.37813,0.199491,0.373475,17.1523,12.2166,-0.0395183,0.295747,-2.26867,0.199491,0.336986,19.5918,10.0877,-0.0545922,0.270526,-2.40351,0.199491,0.583862,19.5826,12.0351,-0.186348,-1.25461,-1.48627,0.199645,-0.938263,17.1357,9.74228,-0.240644,-1.26927,-1.45582,0.199491,
2.0604,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.8659,17.5366,13.1233,-0.0754376,0.191393,2.42151,0.199491,2.67754,16.8104,10.9305,-0.01687,0.208916,2.36176,0.199491,0.396884,17.0764,12.397,-0.140826,0.218016,-2.32943,0.199491,0.339908,19.4468,10.2313,-0.0412972,0.299461,-2.41623,0.199491,0.60022,19.4935,12.1332,-0.139777,-1.25113,-1.53641,0.199645,-0.970712,16.963,9.94493,0.113445,-1.26286,-1.79004,0.199491,
2.0705,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.93454,17.4462,13.3269,-0.030083,0.172341,2.38843,0.199491,2.70301,16.713,11.1272,-0.0785893,0.274241,2.32076,0.199491,0.425088,16.9797,12.5847,-0.103601,0.263312,-2.3566,0.199491,0.346171,19.3055,10.3719,-0.0270316,0.333166,-2.42599,0.199491,0.631147,19.3989,12.2306,-0.0623468,-1.24828,-1.61591,0.199645,-1.01523,16.7703,10.1437,-0.0336182,-1.26926,-1.64416,0.199491,
2.0806,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.01713,17.3491,13.5357,-0.0266074,0.199208,2.34769,0.199491,2.74074,16.61,11.3248,-0.10369,0.301425,2.28782,0.199491,0.453883,16.8649,12.7785,-0.0308072,0.348849,-2.37104,0.199491,0.351321,19.1622,10.5065,-0.0937328,0.276471,-2.45721,0.199491,0.669275,19.293,12.3221,0.115995,-1.23967,-1.79003,0.199645,-1.06472,16.5613,10.3423,0.147706,-1.26018,-1.81139,0.199491,
2.0907,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.10364,17.2449,13.7508,-0.0528753,0.249993,2.30022,0.199491,2.78705,16.5016,11.5222,-0.0801242,0.285719,2.26898,0.199491,0.478079,16.7406,12.973,-0.0386235,0.35919,-2.41103,0.199491,0.352643,19.0119,10.6382,-0.126461,0.255621,-2.47442,0.199491,0.708609,19.172,12.4107,0.163539,-1.23661,-1.83929,0.199645,-1.11165,16.3363,10.5398,0.299385,-1.24297,-1.95104,0.199491,
2.1008,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.18995,17.1306,13.9665,-0.093346,0.305106,2.24689,0.199491,2.83603,16.3842,11.718,-0.0441512,0.261236,2.25338,0.199491,0.500309,16.6058,13.1683,-0.0785481,0.332833,-2.46211,0.199491,0.351829,18.8541,10.7689,-0.135507,0.263276,-2.48556,0.199491,0.750622,19.0376,12.4959,0.182731,-1.23735,-1.861,0.199645,-1.16004,16.1017,10.7419,0.359143,-1.23274,-2.00317,0.199491,
2.1109,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.24698,17.0148,14.1893,-0.123125,0.33321,2.20262,0.199491,2.88519,16.2526,11.9091,-0.0136123,0.243653,2.23477,0.199491,0.516906,16.4558,13.3693,-0.111624,0.305717,-2.50877,0.199491,0.324168,18.6798,10.89,-0.118624,0.294207,-2.49412,0.199491,0.787879,18.8938,12.5837,0.218282,-1.23789,-1.89451,0.199645,-1.20065,15.8639,10.9431,0.392263,-1.22593,-2.03284,0.199491,
2.121,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.25549,16.8895,14.3964,-0.121016,0.329252,2.17415,0.199491,2.9381,16.0885,12.0747,-0.127379,0.330049,2.17288,0.199491,0.507454,16.2982,13.6061,-0.113772,0.30946,-2.5424,0.199491,0.279764,18.4922,10.9941,-0.0479137,0.391444,-2.49241,0.199491,0.783864,18.7453,12.702,0.396628,-1.21572,-2.05808,0.199645,-1.20943,15.6336,11.1361,0.398562,-1.21305,-2.04843,0.199491,
2.1311,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.27547,16.736,14.5964,-0.135753,0.333209,2.14105,0.199491,2.9758,15.8989,12.232,-0.13601,0.336671,2.13989,0.199491,0.51694,16.1324,13.8301,-0.115743,0.315334,-2.56861,0.199491,0.253479,18.307,11.0787,-0.0688451,0.382602,-2.53736,0.199491,0.778673,18.5997,12.8501,0.635026,-1.14835,-2.27751,0.199645,-1.22741,15.3999,11.3469,0.503236,-1.18765,-2.14968,0.199491,
2.1412,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.29655,16.5631,14.808,-0.135731,0.331248,2.11442,0.199491,3.00206,15.6882,12.3963,-0.0428244,0.278377,2.14029,0.199491,0.531273,15.9616,14.0473,-0.114497,0.324405,-2.58938,0.199491,0.220022,18.116,11.1548,-0.141305,0.286112,-2.60113,0.199491,0.773169,18.4625,12.9915,0.598139,-1.15674,-2.25045,0.199645,-1.23022,15.1491,11.5611,0.566812,-1.16488,-2.21208,0.199491,
2.1513,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.30555,16.4108,15.0222,-0.10067,0.31306,2.09855,0.199491,3.03958,15.4718,12.56,-0.00193466,0.254911,2.125,0.199491,0.533632,15.7726,14.2565,-0.110947,0.335824,-2.61312,0.199491,0.16898,17.9135,11.2343,-0.180095,0.213491,-2.64765,0.199491,0.762419,18.2882,13.1347,0.445663,-1.19851,-2.10967,0.199645,-1.22155,14.8902,11.7761,0.608356,-1.14657,-2.25612,0.199491,
2.1614,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.29644,16.2434,15.2278,-0.0779147,0.300627,2.07858,0.199491,3.07624,15.2556,12.7335,-0.102084,0.312837,2.06937,0.199491,0.533745,15.5715,14.4781,-0.113857,0.338068,-2.64134,0.199491,0.113984,17.6891,11.3094,-0.124744,0.314617,-2.66334,0.199491,0.750232,18.1088,13.2757,0.603219,-1.15739,-2.25446,0.199645,-1.2225,14.6251,11.9843,0.633189,-1.12728,-2.28618,0.199491,
2.1715,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.29082,16.0658,15.4281,-0.0747965,0.299762,2.05345,0.199491,3.11378,15.0229,12.8975,-0.224343,0.371401,2.00121,0.199491,0.53782,15.3692,14.7043,-0.121782,0.330183,-2.66792,0.199491,0.0680496,17.4467,11.3957,-0.068328,0.426766,-2.67643,0.199491,0.73127,17.9283,13.4152,0.806512,-1.06615,-2.43824,0.199645,-1.22707,14.3471,12.1927,0.645638,-1.11665,-2.30281,0.199491,
2.1816,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.28947,15.8774,15.6284,-0.123144,0.320242,2.01161,0.199491,3.14342,14.781,13.0579,-0.140393,0.336897,2.00349,0.199491,0.540561,15.155,14.9349,-0.126427,0.322529,-2.68997,0.199491,0.0225339,17.1837,11.4864,-0.12306,0.327491,-2.73102,0.199491,0.714596,17.7331,13.5432,0.763239,-1.08626,-2.40012,0.199645,-1.22086,14.0761,12.4076,0.693772,-1.08832,-2.35104,0.199491,
