time,0_rod(payload_bars compound_Pu1K8y).X,0_rod(payload_bars compound_Pu1K8y).Y,0_rod(payload_bars compound_Pu1K8y).Z,0_rod(payload_bars compound_Pu1K8y).Euler1,0_rod(payload_bars compound_Pu1K8y).Euler2,0_rod(payload_bars compound_Pu1K8y).Euler3,0_rod(payload_bars compound_Pu1K8y).mass,1_rod(payload_bars compound_Pu1K8y).X,1_rod(payload_bars compound_Pu1K8y).Y,1_rod(payload_bars compound_Pu1K8y).Z,1_rod(payload_bars compound_Pu1K8y).Euler1,1_rod(payload_bars compound_Pu1K8y).Euler2,1_rod(payload_bars compound_Pu1K8y).Euler3,1_rod(payload_bars compound_Pu1K8y).mass,2_rod(payload_bars compound_Pu1K8y).X,2_rod(payload_bars compound_Pu1K8y).Y,2_rod(payload_bars compound_Pu1K8y).Z,2_rod(payload_bars compound_Pu1K8y).Euler1,2_rod(payload_bars compound_Pu1K8y).Euler2,2_rod(payload_bars compound_Pu1K8y).Euler3,2_rod(payload_bars compound_Pu1K8y).mass,3_rod(payload_bars compound_Pu1K8y).X,3_rod(payload_bars compound_Pu1K8y).Y,3_rod(payload_bars compound_Pu1K8y).Z,3_rod(payload_bars compound_Pu1K8y).Euler1,3_rod(payload_bars compound_Pu1K8y).Euler2,3_rod(payload_bars compound_Pu1K8y).Euler3,3_rod(payload_bars compound_Pu1K8y).mass,4_rod(sense_bar compound_Pu1K8y).X,4_rod(sense_bar compound_Pu1K8y).Y,4_rod(sense_bar compound_Pu1K8y).Z,4_rod(sense_bar compound_Pu1K8y).Euler1,4_rod(sense_bar compound_Pu1K8y).Euler2,4_rod(sense_bar compound_Pu1K8y).Euler3,4_rod(sense_bar compound_Pu1K8y).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.2726,-0.860037,10.4297,-1.12464,0.0169468,0.102416,0.715833,0.24652,-0.860037,10.4297,-1.12464,0.0169468,0.102416,0.715833,0.24652,-0.860037,10.4297,-1.12464,0.0169468,0.102416,0.715833,0.24652,-0.860037,10.4297,-1.12464,0.0169468,0.102416,0.715833,0.24652,-0.860037,10.4297,-1.12464,0.0169468,0.102416,0.715833,0.24652,-1.58661,10.3963,-1.05097,0.0781443,0.117425,-1.6368,0.0593527,-0.109385,10.4271,-1.21914,0.0544396,0.115707,-1.63955,0.0593527,-0.931378,10.3569,-1.87249,0.0312628,0.183218,-0.0789834,0.0593527,-0.764661,10.4666,-0.397416,0.0356649,0.127906,-0.0782887,0.0593527,-0.813814,9.67025,-1.07836,-1.63853,0.661707,-0.142907,0.0593527,-0.882243,11.1533,-1.19158,-1.64246,0.681437,-0.14514,0.0593527,
1.2827,-0.890047,10.5651,-1.16485,0.00278898,0.0747146,0.503445,0.24652,-0.890047,10.5651,-1.16485,0.00278898,0.0747146,0.503445,0.24652,-0.890047,10.5651,-1.16485,0.00278898,0.0747146,0.503445,0.24652,-0.890047,10.5651,-1.16485,0.00278898,0.0747146,0.503445,0.24652,-0.890047,10.5651,-1.16485,0.00278898,0.0747146,0.503445,0.24652,-1.61788,10.544,-1.09918,0.0516559,0.108839,-1.83354,0.0593527,-0.138691,10.5477,-1.24465,0.093744,0.120369,-1.82917,0.0593527,-0.94778,10.3498,-1.88717,0.0298473,0.0617004,-0.274397,0.0593527,-0.81051,10.7408,-0.45686,0.042806,0.0153497,-0.273918,0.0593527,-0.844442,9.82921,-0.972418,-1.62247,0.512264,-0.109956,0.0593527,-0.912984,11.2617,-1.37107,-1.62987,0.571711,-0.114458,0.0593527,
1.2928,-0.920941,10.6901,-1.20569,-0.00628572,0.0705786,0.309998,0.24652,-0.920941,10.6901,-1.20569,-0.00628572,0.0705786,0.309998,0.24652,-0.920941,10.6901,-1.20569,-0.00628572,0.0705786,0.309998,0.24652,-0.920941,10.6901,-1.20569,-0.00628572,0.0705786,0.309998,0.24652,-0.920941,10.6901,-1.20569,-0.00628572,0.0705786,0.309998,0.24652,-1.65041,10.6776,-1.15338,-0.0480244,0.0562212,-2.03757,0.0593527,-0.167514,10.6616,-1.26325,-0.0494407,0.0556567,-2.03768,0.0593527,-0.962,10.3387,-1.87278,0.038519,0.0129783,-0.470122,0.0593527,-0.855197,11.0007,-0.54365,0.0119108,0.0652542,-0.471098,0.0593527,-0.879001,10.0059,-0.872836,-1.60806,0.34967,-0.0786346,0.0593527,-0.938682,11.3333,-1.54418,-1.60376,0.294888,-0.07709,0.0593527,
1.3029,-0.951477,10.8046,-1.24638,-0.0170562,0.0583459,0.126824,0.24652,-0.951477,10.8046,-1.24638,-0.0170562,0.0583459,0.126824,0.24652,-0.951477,10.8046,-1.24638,-0.0170562,0.0583459,0.126824,0.24652,-0.951477,10.8046,-1.24638,-0.0170562,0.0583459,0.126824,0.24652,-0.951477,10.8046,-1.24638,-0.0170562,0.0583459,0.126824,0.24652,-1.68215,10.7985,-1.20883,-0.0286779,0.0448529,-2.23202,0.0593527,-0.196767,10.7698,-1.28096,-0.0674103,0.0146526,-2.23316,0.0593527,-0.978324,10.3286,-1.83263,-0.0280711,0.0852466,-0.668898,0.0593527,-0.899313,11.2396,-0.657303,-0.0406079,0.100987,-0.670403,0.0593527,-0.916685,10.1984,-0.78558,-1.59461,0.0924227,-0.0498383,0.0593527,-0.961571,11.3696,-1.70412,-1.59404,0.0703059,-0.0492978,0.0593527,
1.313,-0.981495,10.9087,-1.28729,-0.0215668,0.0210612,-0.0683502,0.24652,-0.981495,10.9087,-1.28729,-0.0215668,0.0210612,-0.0683502,0.24652,-0.981495,10.9087,-1.28729,-0.0215668,0.0210612,-0.0683502,0.24652,-0.981495,10.9087,-1.28729,-0.0215668,0.0210612,-0.0683502,0.24652,-0.981495,10.9087,-1.28729,-0.0215668,0.0210612,-0.0683502,0.24652,-1.71262,10.9075,-1.26227,0.0222889,0.0813775,-2.42429,0.0593527,-0.226543,10.8699,-1.30039,0.0253471,0.085206,-2.42403,0.0593527,-0.997642,10.3277,-1.7697,-0.0457504,0.0635022,-0.86482,0.0593527,-0.942584,11.4499,-0.792821,0.00494791,0.0202117,-0.862563,0.0593527,-0.955826,10.4038,-0.716977,-1.59382,-0.104456,-0.0249443,0.0593527,-0.983749,11.3739,-1.84575,-1.59523,-0.0336831,-0.025199,0.0593527,
1.3231,-1.01221,11.002,-1.32775,-0.0188065,-0.0128451,-0.273396,0.24652,-1.01221,11.002,-1.32775,-0.0188065,-0.0128451,-0.273396,0.24652,-1.01221,11.002,-1.32775,-0.0188065,-0.0128451,-0.273396,0.24652,-1.01221,11.002,-1.32775,-0.0188065,-0.0128451,-0.273396,0.24652,-1.01221,11.002,-1.32775,-0.0188065,-0.0128451,-0.273396,0.24652,-1.74345,11.0042,-1.31747,-0.0121953,0.0261476,-2.62066,0.0593527,-0.257027,10.9641,-1.31888,0.00408879,0.0536127,-2.62003,0.0593527,-1.01725,10.3394,-1.68988,0.0378541,-0.017174,-1.0582,0.0593527,-0.982464,11.6284,-0.946306,0.0446245,-0.0209511,-1.05867,0.0593527,-0.996609,10.6175,-0.669967,-1.59706,-0.237087,-4.82726e-05,0.0593527,-1.00342,11.3507,-1.96571,-1.59742,-0.251918,0.000401521,0.0593527,
1.3332,-1.04226,11.0855,-1.36818,-0.0160472,-0.0279586,-0.469642,0.24652,-1.04226,11.0855,-1.36818,-0.0160472,-0.0279586,-0.469642,0.24652,-1.04226,11.0855,-1.36818,-0.0160472,-0.0279586,-0.469642,0.24652,-1.04226,11.0855,-1.36818,-0.0160472,-0.0279586,-0.469642,0.24652,-1.04226,11.0855,-1.36818,-0.0160472,-0.0279586,-0.469642,0.24652,-1.77381,11.0851,-1.37412,-0.0378158,-0.0724811,-2.81467,0.0593527,-0.287558,11.0532,-1.33536,-0.0420218,-0.0831496,-2.81439,0.0593527,-1.04024,10.3647,-1.59497,0.0288506,-0.0253763,-1.25402,0.0593527,-1.02115,11.774,-1.11445,-0.0244461,-0.00785806,-1.25308,0.0593527,-1.04178,10.8352,-0.648311,-1.60484,-0.459457,0.0290625,0.0593527,-1.01973,11.3026,-2.06148,-1.6066,-0.518161,0.0297458,0.0593527,
1.3433,-1.0727,11.1578,-1.40823,-0.00947737,-0.0436369,-0.656831,0.24652,-1.0727,11.1578,-1.40823,-0.00947737,-0.0436369,-0.656831,0.24652,-1.0727,11.1578,-1.40823,-0.00947737,-0.0436369,-0.656831,0.24652,-1.0727,11.1578,-1.40823,-0.00947737,-0.0436369,-0.656831,0.24652,-1.0727,11.1578,-1.40823,-0.00947737,-0.0436369,-0.656831,0.24652,-1.80393,11.1533,-1.42979,-0.0124338,-0.0471655,-3.01136,0.0593527,-0.318541,11.1368,-1.3538,-0.0146745,-0.0666252,-3.01121,0.0593527,-1.06565,10.4069,-1.48962,-0.058677,-0.0293957,-1.44678,0.0593527,-1.05632,11.8829,-1.29399,-0.0439559,-0.031242,-1.44734,0.0593527,-1.08858,11.0533,-0.653326,-1.62458,-0.697908,0.0661837,0.0593527,-1.03361,11.2371,-2.13018,-1.62108,-0.651656,0.0642635,0.0593527,
1.3534,-1.10266,11.2204,-1.44793,0.00777118,-0.0716243,-0.850862,0.24652,-1.10266,11.2204,-1.44793,0.00777118,-0.0716243,-0.850862,0.24652,-1.10266,11.2204,-1.44793,0.00777118,-0.0716243,-0.850862,0.24652,-1.10266,11.2204,-1.44793,0.00777118,-0.0716243,-0.850862,0.24652,-1.10266,11.2204,-1.44793,0.00777118,-0.0716243,-0.850862,0.24652,-1.83335,11.2093,-1.4834,-0.00361482,-4.50989e-05,3.07611,0.0593527,-0.350125,11.2121,-1.37482,-0.00487725,0.0152575,3.07612,0.0593527,-1.09477,10.4677,-1.38138,-0.00887757,-0.0584232,-1.64336,0.0593527,-1.0892,11.9539,-1.47669,0.0426284,-0.054593,-1.64647,0.0593527,-1.13464,11.2637,-0.687724,-1.65224,-0.847115,0.111452,0.0593527,-1.04898,11.1577,-2.17017,-1.64583,-0.808776,0.106597,0.0593527,
1.3635,-1.13304,11.2723,-1.48721,0.0293876,-0.0969784,-1.05374,0.24652,-1.13304,11.2723,-1.48721,0.0293876,-0.0969784,-1.05374,0.24652,-1.13304,11.2723,-1.48721,0.0293876,-0.0969784,-1.05374,0.24652,-1.13304,11.2723,-1.48721,0.0293876,-0.0969784,-1.05374,0.24652,-1.13304,11.2723,-1.48721,0.0293876,-0.0969784,-1.05374,0.24652,-1.86259,11.2526,-1.53553,0.0150874,-0.0786431,2.88074,0.0593527,-0.382143,11.2812,-1.39766,0.0129151,-0.0697153,2.8809,0.0593527,-1.1261,10.5473,-1.27669,0.0879663,-0.0570316,-1.84465,0.0593527,-1.11829,11.9864,-1.65639,0.0689664,-0.0623468,-1.84352,0.0593527,-1.18002,11.4624,-0.750558,-1.70282,-1.01865,0.178097,0.0593527,-1.06458,11.0713,-2.18257,-1.72639,-1.07966,0.198648,0.0593527,
1.3736,-1.1631,11.3146,-1.52605,0.0475111,-0.1082,-1.25246,0.24652,-1.1631,11.3146,-1.52605,0.0475111,-0.1082,-1.25246,0.24652,-1.1631,11.3146,-1.52605,0.0475111,-0.1082,-1.25246,0.24652,-1.1631,11.3146,-1.52605,0.0475111,-0.1082,-1.25246,0.24652,-1.1631,11.3146,-1.52605,0.0475111,-0.1082,-1.25246,0.24652,-1.89147,11.2817,-1.58553,0.061761,-0.150316,2.6811,0.0593527,-0.414551,11.3438,-1.4234,0.0692298,-0.166048,2.67989,0.0593527,-1.16121,10.6433,-1.17892,0.0522746,-0.0857517,-2.03774,0.0593527,-1.14451,11.9825,-1.83005,0.0181962,-0.102786,-2.03476,0.0593527,-1.227,11.6431,-0.841458,-1.86961,-1.25476,0.357377,0.0593527,-1.07896,10.9822,-2.16711,-1.8748,-1.25895,0.36234,0.0593527,
1.3837,-1.19324,11.3461,-1.56426,0.0675307,-0.113597,-1.44471,0.24652,-1.19324,11.3461,-1.56426,0.0675307,-0.113597,-1.44471,0.24652,-1.19324,11.3461,-1.56426,0.0675307,-0.113597,-1.44471,0.24652,-1.19324,11.3461,-1.56426,0.0675307,-0.113597,-1.44471,0.24652,-1.19324,11.3461,-1.56426,0.0675307,-0.113597,-1.44471,0.24652,-1.92022,11.2996,-1.63245,0.0551233,-0.107305,2.48692,0.0593527,-0.446918,11.3987,-1.45283,0.0569909,-0.10932,2.48672,0.0593527,-1.19954,10.7559,-1.09303,0.0153299,-0.141203,-2.22838,0.0593527,-1.16761,11.9422,-1.99219,0.0399061,-0.12233,-2.23158,0.0593527,-1.27372,11.8019,-0.958426,-2.35024,-1.41004,0.853178,0.0593527,-1.09335,10.8967,-2.12719,-2.1133,-1.36168,0.620243,0.0593527,
1.3938,-1.2233,11.3683,-1.60212,0.0965722,-0.121781,-1.64091,0.24652,-1.2233,11.3683,-1.60212,0.0965722,-0.121781,-1.64091,0.24652,-1.2233,11.3683,-1.60212,0.0965722,-0.121781,-1.64091,0.24652,-1.2233,11.3683,-1.60212,0.0965722,-0.121781,-1.64091,0.24652,-1.2233,11.3683,-1.60212,0.0965722,-0.121781,-1.64091,0.24652,-1.94846,11.3062,-1.67626,0.040482,-0.0826255,2.29305,0.0593527,-0.479908,11.4438,-1.48632,0.0287559,-0.0725953,2.29397,0.0593527,-1.24034,10.8805,-1.02525,0.0915941,-0.10661,-2.43217,0.0593527,-1.1882,11.8698,-2.1373,0.11302,-0.0816886,-2.43447,0.0593527,-1.31729,11.9319,-1.09794,2.86921,-1.43369,1.93417,0.0593527,-1.11113,10.8182,-2.0642,2.72505,-1.42421,2.07688,0.0593527,
1.4039,-1.25352,11.3802,-1.63946,0.128155,-0.126983,-1.84306,0.24652,-1.25352,11.3802,-1.63946,0.128155,-0.126983,-1.84306,0.24652,-1.25352,11.3802,-1.63946,0.128155,-0.126983,-1.84306,0.24652,-1.25352,11.3802,-1.63946,0.128155,-0.126983,-1.84306,0.24652,-1.25352,11.3802,-1.63946,0.128155,-0.126983,-1.84306,0.24652,-1.97676,11.3018,-1.71632,0.120764,-0.130253,2.0898,0.0593527,-0.512869,11.4806,-1.52394,0.122607,-0.131274,2.08956,0.0593527,-1.28315,11.0134,-0.980078,0.143173,-0.058119,-2.6321,0.0593527,-1.20625,11.7691,-2.26019,0.129205,-0.0830143,-2.63117,0.0593527,-1.35796,12.0309,-1.25632,2.12315,-1.26816,2.69324,0.0593527,-1.13165,10.7515,-1.98369,2.05987,-1.22255,2.75325,0.0593527,
1.414,-1.28364,11.3825,-1.67641,0.153078,-0.12196,-2.04269,0.24652,-1.28364,11.3825,-1.67641,0.153078,-0.12196,-2.04269,0.24652,-1.28364,11.3825,-1.67641,0.153078,-0.12196,-2.04269,0.24652,-1.28364,11.3825,-1.67641,0.153078,-0.12196,-2.04269,0.24652,-1.28364,11.3825,-1.67641,0.153078,-0.12196,-2.04269,0.24652,-2.00486,11.2867,-1.75256,0.190346,-0.140001,1.88626,0.0593527,-0.546048,11.5073,-1.56587,0.202152,-0.143951,1.88458,0.0593527,-1.32853,11.1499,-0.958857,0.133706,-0.122842,-2.82688,0.0593527,-1.22211,11.6441,-2.35962,0.127561,-0.141551,-2.82617,0.0593527,-1.3975,12.0943,-1.42917,1.94658,-1.0573,2.88372,0.0593527,-1.1533,10.6997,-1.88935,1.97369,-1.10327,2.85985,0.0593527,
1.4241,-1.31378,11.3751,-1.71275,0.174531,-0.109898,-2.23731,0.24652,-1.31378,11.3751,-1.71275,0.174531,-0.109898,-2.23731,0.24652,-1.31378,11.3751,-1.71275,0.174531,-0.109898,-2.23731,0.24652,-1.31378,11.3751,-1.71275,0.174531,-0.109898,-2.23731,0.24652,-1.31378,11.3751,-1.71275,0.174531,-0.109898,-2.23731,0.24652,-2.03302,11.2625,-1.78574,0.144925,-0.113836,1.69719,0.0593527,-0.578891,11.5227,-1.61183,0.139136,-0.113043,1.69785,0.0593527,-1.37553,11.2862,-0.965287,0.156046,-0.161487,-3.0242,0.0593527,-1.23659,11.4991,-2.4323,0.160083,-0.127547,-3.02498,0.0593527,-1.43497,12.1208,-1.61132,1.89819,-0.905276,2.95175,0.0593527,-1.177,10.6647,-1.78638,1.90699,-0.932622,2.94473,0.0593527,
1.4342,-1.34398,11.358,-1.7491,0.199966,-0.0960728,-2.43293,0.24652,-1.34398,11.358,-1.7491,0.199966,-0.0960728,-2.43293,0.24652,-1.34398,11.358,-1.7491,0.199966,-0.0960728,-2.43293,0.24652,-1.34398,11.358,-1.7491,0.199966,-0.0960728,-2.43293,0.24652,-1.34398,11.358,-1.7491,0.199966,-0.0960728,-2.43293,0.24652,-2.06118,11.2296,-1.81511,0.136001,-0.108468,1.50322,0.0593527,-0.611956,11.5264,-1.66172,0.126903,-0.109212,1.50422,0.0593527,-1.42286,11.4157,-0.999852,0.183889,-0.071871,3.06107,0.0593527,-1.25027,11.3404,-2.47708,0.182514,-0.0548677,3.06109,0.0593527,-1.46813,12.1084,-1.79665,1.86327,-0.716779,3.00505,0.0593527,-1.20501,10.6477,-1.67983,1.85373,-0.661652,3.01114,0.0593527,
1.4443,-1.37429,11.3314,-1.78493,0.225183,-0.0791578,-2.63141,0.24652,-1.37429,11.3314,-1.78493,0.225183,-0.0791578,-2.63141,0.24652,-1.37429,11.3314,-1.78493,0.225183,-0.0791578,-2.63141,0.24652,-1.37429,11.3314,-1.78493,0.225183,-0.0791578,-2.63141,0.24652,-1.37429,11.3314,-1.78493,0.225183,-0.0791578,-2.63141,0.24652,-2.08955,11.1883,-1.8407,0.237117,-0.0814778,1.29881,0.0593527,-0.644602,11.5177,-1.71585,0.245381,-0.0792237,1.29814,0.0593527,-1.47032,11.5324,-1.06332,0.190897,-0.0266555,2.86519,0.0593527,-1.2637,11.1737,-2.49335,0.198844,-0.0546665,2.86468,0.0593527,-1.49747,12.0578,-1.98015,1.83883,-0.481196,3.04702,0.0593527,-1.23672,10.6485,-1.57642,1.83902,-0.483081,3.04692,0.0593527,
1.4544,-1.40459,11.2951,-1.8207,0.241319,-0.0566536,-2.82857,0.24652,-1.40459,11.2951,-1.8207,0.241319,-0.0566536,-2.82857,0.24652,-1.40459,11.2951,-1.8207,0.241319,-0.0566536,-2.82857,0.24652,-1.40459,11.2951,-1.8207,0.241319,-0.0566536,-2.82857,0.24652,-1.40459,11.2951,-1.8207,0.241319,-0.0566536,-2.82857,0.24652,-2.11816,11.1397,-1.86355,0.276433,-0.0449825,1.10234,0.0593527,-0.677055,11.496,-1.77292,0.280961,-0.0426877,1.10214,0.0593527,-1.51791,11.6317,-1.15389,0.235776,-0.0837509,2.66723,0.0593527,-1.27713,11.004,-2.48254,0.237917,-0.0878887,2.66701,0.0593527,-1.52454,11.9691,-2.15577,1.83205,-0.303271,3.07782,0.0593527,-1.27056,10.6666,-1.48094,1.83589,-0.358645,3.07663,0.0593527,
1.4645,-1.43487,11.2495,-1.85648,0.250239,-0.0304226,-3.02239,0.24652,-1.43487,11.2495,-1.85648,0.250239,-0.0304226,-3.02239,0.24652,-1.43487,11.2495,-1.85648,0.250239,-0.0304226,-3.02239,0.24652,-1.43487,11.2495,-1.85648,0.250239,-0.0304226,-3.02239,0.24652,-1.43487,11.2495,-1.85648,0.250239,-0.0304226,-3.02239,0.24652,-2.14694,11.0838,-1.88456,0.220604,-0.0636903,0.910799,0.0593527,-0.709062,11.4605,-1.83183,0.21292,-0.069778,0.911313,0.0593527,-1.56461,11.7081,-1.27046,0.266983,-0.0740012,2.47103,0.0593527,-1.29167,10.8361,-2.44614,0.246456,-0.0481349,2.47212,0.0593527,-1.54918,11.8448,-2.31846,1.83208,-0.142773,3.10644,0.0593527,-1.30696,10.6997,-1.39791,1.83114,-0.117762,3.1065,0.0593527,
1.4746,-1.46533,11.1942,-1.89219,0.258769,-0.00272264,3.06748,0.24652,-1.46533,11.1942,-1.89219,0.258769,-0.00272264,3.06748,0.24652,-1.46533,11.1942,-1.89219,0.258769,-0.00272264,3.06748,0.24652,-1.46533,11.1942,-1.89219,0.258769,-0.00272264,3.06748,0.24652,-1.46533,11.1942,-1.89219,0.258769,-0.00272264,3.06748,0.24652,-2.17613,11.0215,-1.90353,0.226506,-0.0521001,0.715668,0.0593527,-0.740794,11.4109,-1.89289,0.225155,-0.053733,0.715741,0.0593527,-1.60915,11.7572,-1.40943,0.221068,0.00988899,2.27777,0.0593527,-1.3077,10.6753,-2.38711,0.217426,0.0129927,2.2776,0.0593527,-1.57009,11.6878,-2.46339,1.83508,0.0848605,3.13508,0.0593527,-1.34686,10.7449,-1.33307,1.83488,0.123587,3.1351,0.0593527,
1.4847,-1.4958,11.1295,-1.92804,0.264452,0.0261042,2.87251,0.24652,-1.4958,11.1295,-1.92804,0.264452,0.0261042,2.87251,0.24652,-1.4958,11.1295,-1.92804,0.264452,0.0261042,2.87251,0.24652,-1.4958,11.1295,-1.92804,0.264452,0.0261042,2.87251,0.24652,-1.4958,11.1295,-1.92804,0.264452,0.0261042,2.87251,0.24652,-2.20587,10.9534,-1.92089,0.28148,0.0452725,0.520664,0.0593527,-0.771868,11.3466,-1.95539,0.286457,0.053853,0.52091,0.0593527,-1.65181,11.7744,-1.56696,0.212392,0.0356332,2.08191,0.0593527,-1.3258,10.5255,-2.30935,0.234876,0.0230233,2.08254,0.0593527,-1.58824,11.5022,-2.58641,1.84539,0.297476,-3.11723,0.0593527,-1.38943,10.7975,-1.28989,1.84423,0.252052,-3.11757,0.0593527,
1.4948,-1.52635,11.0552,-1.96419,0.260675,0.0550061,2.67667,0.24652,-1.52635,11.0552,-1.96419,0.260675,0.0550061,2.67667,0.24652,-1.52635,11.0552,-1.96419,0.260675,0.0550061,2.67667,0.24652,-1.52635,11.0552,-1.96419,0.260675,0.0550061,2.67667,0.24652,-1.52635,11.0552,-1.96419,0.260675,0.0550061,2.67667,0.24652,-2.23584,10.8789,-1.93807,0.275064,0.0802575,0.326534,0.0593527,-0.802508,11.2677,-2.01747,0.274799,0.0795841,0.326516,0.0593527,-1.69225,11.7567,-1.7384,0.285847,0.0295189,1.88939,0.0593527,-1.34606,10.39,-2.21729,0.279013,0.0317782,1.88896,0.0593527,-1.60504,11.2926,-2.68413,1.86126,0.449645,-3.08226,0.0593527,-1.43327,10.854,-1.27175,1.86008,0.430763,-3.08273,0.0593527,
1.5049,-1.55679,10.9711,-2.00055,0.249277,0.082881,2.48182,0.24652,-1.55679,10.9711,-2.00055,0.249277,0.082881,2.48182,0.24652,-1.55679,10.9711,-2.00055,0.249277,0.082881,2.48182,0.24652,-1.55679,10.9711,-2.00055,0.249277,0.082881,2.48182,0.24652,-1.55679,10.9711,-2.00055,0.249277,0.082881,2.48182,0.24652,-2.26632,10.798,-1.9562,0.250041,0.026545,0.13082,0.0593527,-0.832693,11.1749,-2.07863,0.248962,0.016504,0.130807,0.0593527,-1.72993,11.702,-1.91885,0.281999,0.0636811,1.69557,0.0593527,-1.36927,10.2707,-2.11602,0.253269,0.0672516,1.69371,0.0593527,-1.62072,11.064,-2.75443,1.88981,0.643074,-3.03779,0.0593527,-1.47843,10.9094,-1.28033,1.89655,0.69337,-3.03367,0.0593527,
1.515,-1.58752,10.8776,-2.03741,0.235874,0.109604,2.28732,0.24652,-1.58752,10.8776,-2.03741,0.235874,0.109604,2.28732,0.24652,-1.58752,10.8776,-2.03741,0.235874,0.109604,2.28732,0.24652,-1.58752,10.8776,-2.03741,0.235874,0.109604,2.28732,0.24652,-1.58752,10.8776,-2.03741,0.235874,0.109604,2.28732,0.24652,-2.29713,10.7113,-1.97497,0.246991,0.0610412,-0.0640497,0.0593527,-0.862411,11.0673,-2.13815,0.246695,0.064412,-0.0640728,0.0593527,-1.76398,11.6091,-2.10282,0.191587,0.0904292,1.49384,0.0593527,-1.39551,10.1695,-2.01044,0.196417,0.0907885,1.49407,0.0593527,-1.63477,10.8216,-2.79602,1.94643,0.874401,-2.96908,0.0593527,-1.52475,10.957,-1.31737,1.94457,0.867302,-2.97048,0.0593527,
1.5251,-1.61813,10.7742,-2.07452,0.219152,0.133712,2.09089,0.24652,-1.61813,10.7742,-2.07452,0.219152,0.133712,2.09089,0.24652,-1.61813,10.7742,-2.07452,0.219152,0.133712,2.09089,0.24652,-1.61813,10.7742,-2.07452,0.219152,0.133712,2.09089,0.24652,-1.61813,10.7742,-2.07452,0.219152,0.133712,2.09089,0.24652,-2.32872,10.6187,-1.99582,0.215255,0.168857,-0.26232,0.0593527,-0.891448,10.9454,-2.19554,0.213112,0.177022,-0.26269,0.0593527,-1.79518,11.478,-2.28466,0.185608,0.107412,1.29761,0.0593527,-1.42484,10.0861,-1.90666,0.203945,0.112506,1.29962,0.0593527,-1.64864,10.5718,-2.80879,2.02915,1.04429,-2.87138,0.0593527,-1.57144,10.9921,-1.38249,2.00467,0.996091,-2.89225,0.0593527,
1.5352,-1.6488,10.6609,-2.11231,0.195353,0.152601,1.89214,0.24652,-1.6488,10.6609,-2.11231,0.195353,0.152601,1.89214,0.24652,-1.6488,10.6609,-2.11231,0.195353,0.152601,1.89214,0.24652,-1.6488,10.6609,-2.11231,0.195353,0.152601,1.89214,0.24652,-1.6488,10.6609,-2.11231,0.195353,0.152601,1.89214,0.24652,-2.36036,10.519,-2.01919,0.192367,0.171791,-0.459671,0.0593527,-0.920166,10.8103,-2.24916,0.194723,0.167062,-0.459273,0.0593527,-1.82343,11.3093,-2.4583,0.238076,0.156366,1.11007,0.0593527,-1.45718,10.0199,-1.81017,0.224289,0.149586,1.10781,0.0593527,-1.66332,10.3198,-2.79368,2.17665,1.19406,-2.70801,0.0593527,-1.61725,11.0095,-1.4749,2.20943,1.21834,-2.67739,0.0593527,
1.5453,-1.67941,10.5377,-2.15037,0.166372,0.16652,1.69336,0.24652,-1.67941,10.5377,-2.15037,0.166372,0.16652,1.69336,0.24652,-1.67941,10.5377,-2.15037,0.166372,0.16652,1.69336,0.24652,-1.67941,10.5377,-2.15037,0.166372,0.16652,1.69336,0.24652,-1.67941,10.5377,-2.15037,0.166372,0.16652,1.69336,0.24652,-2.39247,10.4114,-2.04589,0.211522,0.121363,-0.651146,0.0593527,-0.948599,10.663,-2.29924,0.216493,0.115326,-0.650545,0.0593527,-1.8486,11.1055,-2.61928,0.195208,0.169006,0.909697,0.0593527,-1.49256,9.96864,-1.72578,0.177631,0.155474,0.906763,0.0593527,-1.67901,10.0707,-2.75279,2.71908,1.36493,-2.15517,0.0593527,-1.66216,11.0038,-1.5927,2.87096,1.38165,-2.00626,0.0593527,
