time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_X8Li41).X,6_rod(payload_bars compound_X8Li41).Y,6_rod(payload_bars compound_X8Li41).Z,6_rod(payload_bars compound_X8Li41).Euler1,6_rod(payload_bars compound_X8Li41).Euler2,6_rod(payload_bars compound_X8Li41).Euler3,6_rod(payload_bars compound_X8Li41).mass,7_rod(payload_bars compound_X8Li41).X,7_rod(payload_bars compound_X8Li41).Y,7_rod(payload_bars compound_X8Li41).Z,7_rod(payload_bars compound_X8Li41).Euler1,7_rod(payload_bars compound_X8Li41).Euler2,7_rod(payload_bars compound_X8Li41).Euler3,7_rod(payload_bars compound_X8Li41).mass,8_rod(payload_bars compound_X8Li41).X,8_rod(payload_bars compound_X8Li41).Y,8_rod(payload_bars compound_X8Li41).Z,8_rod(payload_bars compound_X8Li41).Euler1,8_rod(payload_bars compound_X8Li41).Euler2,8_rod(payload_bars compound_X8Li41).Euler3,8_rod(payload_bars compound_X8Li41).mass,9_rod(payload_bars compound_X8Li41).X,9_rod(payload_bars compound_X8Li41).Y,9_rod(payload_bars compound_X8Li41).Z,9_rod(payload_bars compound_X8Li41).Euler1,9_rod(payload_bars compound_X8Li41).Euler2,9_rod(payload_bars compound_X8Li41).Euler3,9_rod(payload_bars compound_X8Li41).mass,10_rod(payload_bars compound_X8Li41).X,10_rod(payload_bars compound_X8Li41).Y,10_rod(payload_bars compound_X8Li41).Z,10_rod(payload_bars compound_X8Li41).Euler1,10_rod(payload_bars compound_X8Li41).Euler2,10_rod(payload_bars compound_X8Li41).Euler3,10_rod(payload_bars compound_X8Li41).mass,
0.2121,-0.36763,7.43673,0.355988,0.142561,0.565377,0.61908,0.0199491,0.533397,7.87471,-0.500518,-1.25624,1.30335,-0.54742,0.0199491,0.303569,7.80784,-0.312819,-0.681084,0.731477,1.38397,0.0199491,-0.227716,7.43088,-0.257576,0.274416,0.317253,1.85558,0.0199491,-0.233137,7.89508,-0.355767,2.33369,0.156737,-2.65874,0.0199645,0.311438,7.39751,-0.0933244,2.41424,0.155098,-2.32131,0.0199491,-0.0137374,7.86608,0.105382,0.216317,0.648795,-2.86196,0.256021,-0.0137374,7.86608,0.105382,0.216317,0.648795,-2.86196,0.256021,-0.0137374,7.86608,0.105382,0.216317,0.648795,-2.86196,0.256021,-0.0137374,7.86608,0.105382,0.216317,0.648795,-2.86196,0.256021,-0.0137374,7.86608,0.105382,0.216317,0.648795,-2.86196,0.256021,
0.2222,-0.307986,7.23968,0.425515,0.118429,0.651601,0.495034,0.0199491,0.472276,7.63584,-0.559208,-1.54261,1.21678,-0.914578,0.0199491,0.270381,7.57479,-0.340035,-0.764071,0.738643,1.17616,0.0199491,-0.230027,7.17694,-0.194803,0.305282,0.449107,1.78072,0.0199491,-0.274864,7.62583,-0.336282,2.43016,0.163543,-2.5094,0.0199645,0.324465,7.19119,-0.0854621,2.50477,0.14487,-2.17653,0.0199491,-0.00861747,7.65938,0.0996352,0.211912,0.773867,-2.96459,0.256021,-0.00861747,7.65938,0.0996352,0.211912,0.773867,-2.96459,0.256021,-0.00861747,7.65938,0.0996352,0.211912,0.773867,-2.96459,0.256021,-0.00861747,7.65938,0.0996352,0.211912,0.773867,-2.96459,0.256021,-0.00861747,7.65938,0.0996352,0.211912,0.773867,-2.96459,0.256021,
0.2323,-0.238344,7.04242,0.489805,0.117034,0.795492,0.395342,0.0199491,0.404121,7.37881,-0.611041,-1.6892,1.11095,-1.1398,0.0199491,0.233313,7.3283,-0.363916,-0.847097,0.743358,0.974314,0.0199491,-0.225411,6.92166,-0.130409,0.341252,0.582258,1.72123,0.0199491,-0.312958,7.35221,-0.305272,2.50091,0.13082,-2.36336,0.0199645,0.335903,6.9751,-0.0827402,2.59423,0.118038,-2.03163,0.0199491,-0.00412536,7.44168,0.0928776,0.187913,0.900742,-3.07335,0.256021,-0.00412536,7.44168,0.0928776,0.187913,0.900742,-3.07335,0.256021,-0.00412536,7.44168,0.0928776,0.187913,0.900742,-3.07335,0.256021,-0.00412536,7.44168,0.0928776,0.187913,0.900742,-3.07335,0.256021,-0.00412536,7.44168,0.0928776,0.187913,0.900742,-3.07335,0.256021,
0.2424,-0.165972,6.84109,0.540317,0.075539,0.918802,0.275506,0.0199491,0.329821,7.10442,-0.653039,-1.77932,1.00248,-1.30679,0.0199491,0.193889,7.06874,-0.382339,-0.937371,0.740622,0.772361,0.0199491,-0.216162,6.66526,-0.0644903,0.353792,0.720689,1.66157,0.0199491,-0.345591,7.07376,-0.264522,2.56278,0.0868225,-2.22375,0.0199645,0.342922,6.74735,-0.0864366,2.65752,0.0632236,-1.89949,0.0199491,0.00037392,7.21335,0.0856237,0.134742,1.02813,3.08464,0.256021,0.00037392,7.21335,0.0856237,0.134742,1.02813,3.08464,0.256021,0.00037392,7.21335,0.0856237,0.134742,1.02813,3.08464,0.256021,0.00037392,7.21335,0.0856237,0.134742,1.02813,3.08464,0.256021,0.00037392,7.21335,0.0856237,0.134742,1.02813,3.08464,0.256021,
0.2525,-0.0919717,6.6373,0.577818,-0.00755802,1.02938,0.127612,0.0199491,0.250957,6.81349,-0.683386,-1.83861,0.89396,-1.43964,0.0199491,0.15241,6.79635,-0.394951,-1.03285,0.728461,0.572994,0.0199491,-0.20352,6.40749,4.79452e-05,0.348676,0.860648,1.60134,0.0199491,-0.372444,6.79252,-0.21613,2.60828,0.0322189,-2.08772,0.0199645,0.345572,6.50679,-0.0939202,2.70733,-0.00146693,-1.77383,0.0199491,0.00488737,6.97414,0.0778297,0.0298092,1.15245,2.92127,0.256021,0.00488737,6.97414,0.0778297,0.0298092,1.15245,2.92127,0.256021,0.00488737,6.97414,0.0778297,0.0298092,1.15245,2.92127,0.256021,0.00488737,6.97414,0.0778297,0.0298092,1.15245,2.92127,0.256021,0.00488737,6.97414,0.0778297,0.0298092,1.15245,2.92127,0.256021,
0.2626,-0.0166851,6.42767,0.602646,-0.150168,1.13722,-0.0693707,0.0199491,0.168686,6.50803,-0.700789,-1.8821,0.787233,-1.55169,0.0199491,0.109214,6.51191,-0.401134,-1.13243,0.70719,0.380632,0.0199491,-0.187649,6.14729,0.0623676,0.319184,0.999895,1.52969,0.0199491,-0.393308,6.50958,-0.161781,2.63105,-0.0341073,-1.95758,0.0199645,0.343553,6.25274,-0.103487,2.73466,-0.07477,-1.65371,0.0199491,0.0093451,6.72415,0.0693842,-0.179762,1.26553,2.66432,0.256021,0.0093451,6.72415,0.0693842,-0.179762,1.26553,2.66432,0.256021,0.0093451,6.72415,0.0693842,-0.179762,1.26553,2.66432,0.256021,0.0093451,6.72415,0.0693842,-0.179762,1.26553,2.66432,0.256021,0.0093451,6.72415,0.0693842,-0.179762,1.26553,2.66432,0.256021,
0.2727,0.0589405,6.20984,0.614453,-0.403826,1.23441,-0.363715,0.0199491,0.0846358,6.18853,-0.703758,-1.9165,0.678896,-1.65436,0.0199491,0.0661874,6.21609,-0.400058,-1.22652,0.667236,0.192931,0.0199491,-0.169346,5.88472,0.122427,0.249892,1.1377,1.43041,0.0199491,-0.407195,6.22174,-0.102898,2.67445,-0.0920216,-1.8318,0.0199645,0.336874,5.98529,-0.113644,2.75194,-0.151822,-1.53497,0.0199491,0.0135313,6.4637,0.0601316,-0.608329,1.3481,2.20007,0.256021,0.0135313,6.4637,0.0601316,-0.608329,1.3481,2.20007,0.256021,0.0135313,6.4637,0.0601316,-0.608329,1.3481,2.20007,0.256021,0.0135313,6.4637,0.0601316,-0.608329,1.3481,2.20007,0.256021,0.0135313,6.4637,0.0601316,-0.608329,1.3481,2.20007,0.256021,
0.2828,0.131854,5.98285,0.613507,-0.815183,1.28702,-0.802332,0.0199491,0.000196863,5.85783,-0.692271,-1.94666,0.571581,-1.7421,0.0199491,0.0226527,5.90974,-0.391972,-1.32068,0.616996,0.0200291,0.0199491,-0.150537,5.61927,0.179093,0.103295,1.26952,1.26721,0.0199491,-0.415908,5.93605,-0.0417137,2.67852,-0.159269,-1.70698,0.0199645,0.323835,5.70213,-0.1228,2.73688,-0.229662,-1.41592,0.0199491,0.0180515,6.19225,0.0502071,-1.25913,1.35581,1.52757,0.256021,0.0180515,6.19225,0.0502071,-1.25913,1.35581,1.52757,0.256021,0.0180515,6.19225,0.0502071,-1.25913,1.35581,1.52757,0.256021,0.0180515,6.19225,0.0502071,-1.25913,1.35581,1.52757,0.256021,0.0180515,6.19225,0.0502071,-1.25913,1.35581,1.52757,0.256021,
0.2929,0.199977,5.74404,0.60087,-1.29681,1.27405,-1.29473,0.0199491,-0.0827628,5.51821,-0.666259,-1.97974,0.462775,-1.81647,0.0199491,-0.0203236,5.59416,-0.376838,-1.41446,0.552397,-0.13516,0.0199491,-0.132301,5.35077,0.232352,-0.267419,1.3792,0.895144,0.0199491,-0.419941,5.65273,0.0191913,2.6435,-0.223849,-1.5805,0.0199645,0.30483,5.40348,-0.127555,2.69929,-0.302481,-1.29331,0.0199491,0.0229306,5.90971,0.0394569,-1.74252,1.28224,1.0385,0.256021,0.0229306,5.90971,0.0394569,-1.74252,1.28224,1.0385,0.256021,0.0229306,5.90971,0.0394569,-1.74252,1.28224,1.0385,0.256021,0.0229306,5.90971,0.0394569,-1.74252,1.28224,1.0385,0.256021,0.0229306,5.90971,0.0394569,-1.74252,1.28224,1.0385,0.256021,
0.303,0.262236,5.49112,0.578792,-1.66541,1.20174,-1.65687,0.0199491,-0.162902,5.17263,-0.626836,-2.02932,0.351333,-1.87749,0.0199491,-0.061891,5.27045,-0.355019,-1.50234,0.474663,-0.268053,0.0199491,-0.117349,5.07757,0.280502,-1.09322,1.43343,0.0835584,0.0199491,-0.419406,5.37122,0.0767906,2.581,-0.27429,-1.44953,0.0199645,0.280837,5.09076,-0.12521,2.63233,-0.363493,-1.15946,0.0199491,0.0282256,5.616,0.0279792,-1.99051,1.17206,0.800492,0.256021,0.0282256,5.616,0.0279792,-1.99051,1.17206,0.800492,0.256021,0.0282256,5.616,0.0279792,-1.99051,1.17206,0.800492,0.256021,0.0282256,5.616,0.0279792,-1.99051,1.17206,0.800492,0.256021,0.0282256,5.616,0.0279792,-1.99051,1.17206,0.800492,0.256021,
0.3131,0.31807,5.22263,0.549446,-1.88474,1.09791,-1.85627,0.0199491,-0.237458,4.82464,-0.575572,-2.066,0.247909,-1.91881,0.0199491,-0.101776,4.93943,-0.326965,-1.58333,0.384121,-0.378538,0.0199491,-0.104709,4.80022,0.326253,-1.82904,1.36049,-0.622438,0.0199491,-0.414758,5.08984,0.129353,2.49548,-0.305039,-1.31452,0.0199645,0.253934,4.76557,-0.115208,2.55953,-0.413716,-1.02943,0.0199491,0.0335411,5.31086,0.0156423,-2.12546,1.05034,0.690127,0.256021,0.0335411,5.31086,0.0156423,-2.12546,1.05034,0.690127,0.256021,0.0335411,5.31086,0.0156423,-2.12546,1.05034,0.690127,0.256021,0.0335411,5.31086,0.0156423,-2.12546,1.05034,0.690127,0.256021,0.0335411,5.31086,0.0156423,-2.12546,1.05034,0.690127,0.256021,
0.3232,0.367066,4.93783,0.515361,-2.01747,0.982647,-1.95611,0.0199491,-0.306259,4.47393,-0.515167,-2.10069,0.143179,-1.94321,0.0199491,-0.139677,4.60215,-0.293578,-1.65699,0.286094,-0.467734,0.0199491,-0.0934508,4.51855,0.368614,-2.09352,1.24033,-0.844492,0.0199491,-0.406664,4.80838,0.175089,2.36978,-0.296946,-1.16842,0.0199645,0.224586,4.42977,-0.0964434,2.46325,-0.443085,-0.895691,0.0199491,0.038816,4.99417,0.0026605,-2.20913,0.92709,0.644948,0.256021,0.038816,4.99417,0.0026605,-2.20913,0.92709,0.644948,0.256021,0.038816,4.99417,0.0026605,-2.20913,0.92709,0.644948,0.256021,0.038816,4.99417,0.0026605,-2.20913,0.92709,0.644948,0.256021,0.038816,4.99417,0.0026605,-2.20913,0.92709,0.644948,0.256021,
0.3333,0.409328,4.6364,0.478617,-2.10827,0.863423,-1.99914,0.0199491,-0.368295,4.12191,-0.447616,-2.14484,0.031883,-1.95357,0.0199491,-0.17412,4.25958,-0.256458,-1.72393,0.174736,-0.534529,0.0199491,-0.0824106,4.23358,0.407501,-2.17556,1.1165,-0.876038,0.0199491,-0.395549,4.52416,0.212007,2.25357,-0.267767,-1.03476,0.0199645,0.192567,4.08504,-0.067872,2.35711,-0.447613,-0.767006,0.0199491,0.0438084,4.66578,-0.0107676,-2.2699,0.805632,0.637898,0.256021,0.0438084,4.66578,-0.0107676,-2.2699,0.805632,0.637898,0.256021,0.0438084,4.66578,-0.0107676,-2.2699,0.805632,0.637898,0.256021,0.0438084,4.66578,-0.0107676,-2.2699,0.805632,0.637898,0.256021,0.0438084,4.66578,-0.0107676,-2.2699,0.805632,0.637898,0.256021,
0.3434,0.444306,4.31766,0.442319,-2.18448,0.74272,-2.00512,0.0199491,-0.42307,3.76859,-0.375727,-2.1914,-0.0836166,-1.94941,0.0199491,-0.20482,3.91258,-0.217864,-1.77828,0.0591715,-0.589508,0.0199491,-0.0744913,3.94616,0.441708,-2.21798,0.993721,-0.851986,0.0199491,-0.38064,4.23132,0.240877,2.12583,-0.199471,-0.913495,0.0199645,0.15868,3.73427,-0.0306031,2.25345,-0.436873,-0.646701,0.0199491,0.0486039,4.32583,-0.0243688,-2.32086,0.689143,0.661352,0.256021,0.0486039,4.32583,-0.0243688,-2.32086,0.689143,0.661352,0.256021,0.0486039,4.32583,-0.0243688,-2.32086,0.689143,0.661352,0.256021,0.0486039,4.32583,-0.0243688,-2.32086,0.689143,0.661352,0.256021,0.0486039,4.32583,-0.0243688,-2.32086,0.689143,0.661352,0.256021,
0.3535,0.47293,3.98388,0.407901,-2.24479,0.625431,-1.97924,0.0199491,-0.473673,3.41923,-0.302479,-2.24968,-0.187482,-1.9326,0.0199491,-0.234207,3.56099,-0.176447,-1.83821,-0.053587,-0.624425,0.0199491,-0.0689955,3.6547,0.471302,-2.24612,0.874017,-0.801986,0.0199491,-0.362536,3.93263,0.259357,2.08406,-0.181304,-0.819834,0.0199645,0.123862,3.37861,0.0148161,2.14427,-0.392596,-0.53682,0.0199491,0.0534794,3.97357,-0.0379076,-2.36524,0.57823,0.707573,0.256021,0.0534794,3.97357,-0.0379076,-2.36524,0.57823,0.707573,0.256021,0.0534794,3.97357,-0.0379076,-2.36524,0.57823,0.707573,0.256021,0.0534794,3.97357,-0.0379076,-2.36524,0.57823,0.707573,0.256021,0.0534794,3.97357,-0.0379076,-2.36524,0.57823,0.707573,0.256021,
0.3636,0.49688,3.63601,0.375601,-2.29506,0.513405,-1.93312,0.0199491,-0.516634,3.07001,-0.23066,-2.31753,-0.287342,-1.89254,0.0199491,-0.260361,3.20458,-0.134305,-1.90214,-0.174214,-0.635691,0.0199491,-0.0632851,3.3576,0.49571,-2.27089,0.755204,-0.7415,0.0199491,-0.345387,3.63034,0.266201,2.00729,-0.106788,-0.732197,0.0199645,0.0896914,3.01986,0.0659125,2.04107,-0.322156,-0.444124,0.0199491,0.057879,3.60904,-0.0506877,-2.4071,0.47284,0.767573,0.256021,0.057879,3.60904,-0.0506877,-2.4071,0.47284,0.767573,0.256021,0.057879,3.60904,-0.0506877,-2.4071,0.47284,0.767573,0.256021,0.057879,3.60904,-0.0506877,-2.4071,0.47284,0.767573,0.256021,0.057879,3.60904,-0.0506877,-2.4071,0.47284,0.767573,0.256021,
0.3737,0.515615,3.27562,0.347261,-2.34783,0.406626,-1.87173,0.0199491,-0.55383,2.71851,-0.162032,-2.41094,-0.3932,-1.81938,0.0199491,-0.283164,2.8432,-0.0931543,-1.97255,-0.297189,-0.620967,0.0199491,-0.0571248,3.05472,0.511567,-2.29187,0.644785,-0.667384,0.0199491,-0.32802,3.31897,0.260459,1.92581,-0.00380012,-0.662288,0.0199645,0.0575899,2.66032,0.122219,1.94543,-0.228914,-0.36615,0.0199491,0.0617614,3.23258,-0.0622086,-2.44678,0.376115,0.843383,0.256021,0.0617614,3.23258,-0.0622086,-2.44678,0.376115,0.843383,0.256021,0.0617614,3.23258,-0.0622086,-2.44678,0.376115,0.843383,0.256021,0.0617614,3.23258,-0.0622086,-2.44678,0.376115,0.843383,0.256021,0.0617614,3.23258,-0.0622086,-2.44678,0.376115,0.843383,0.256021,
0.3838,0.529172,2.90513,0.323992,-2.38939,0.308722,-1.78934,0.0199491,-0.583873,2.365,-0.0996676,-2.51456,-0.480124,-1.72407,0.0199491,-0.302673,2.47601,-0.0533427,-2.04965,-0.418838,-0.58386,0.0199491,-0.0533676,2.74692,0.520871,-2.30676,0.534434,-0.58018,0.0199491,-0.310144,2.99459,0.243756,1.85918,0.105479,-0.609456,0.0199645,0.0277157,2.30092,0.181639,1.86977,-0.120818,-0.31085,0.0199491,0.0652071,2.84423,-0.0724094,-2.48485,0.286964,0.934129,0.256021,0.0652071,2.84423,-0.0724094,-2.48485,0.286964,0.934129,0.256021,0.0652071,2.84423,-0.0724094,-2.48485,0.286964,0.934129,0.256021,0.0652071,2.84423,-0.0724094,-2.48485,0.286964,0.934129,0.256021,0.0652071,2.84423,-0.0724094,-2.48485,0.286964,0.934129,0.256021,
0.3939,0.53825,2.52674,0.304249,-2.42517,0.219794,-1.69111,0.0199491,-0.6084,2.00745,-0.0450391,-2.64482,-0.548766,-1.59335,0.0199491,-0.319161,2.10268,-0.0159033,-2.14035,-0.536352,-0.517056,0.0199491,-0.0521428,2.43138,0.520491,-2.33156,0.438315,-0.486261,0.0199491,-0.293493,2.65728,0.214571,1.80242,0.22995,-0.572314,0.0199645,-0.000109492,1.94129,0.241405,1.80185,0.0107781,-0.27337,0.0199491,0.0684698,2.44423,-0.0803964,-2.52207,0.207122,1.039,0.256021,0.0684698,2.44423,-0.0803964,-2.52207,0.207122,1.039,0.256021,0.0684698,2.44423,-0.0803964,-2.52207,0.207122,1.039,0.256021,0.0684698,2.44423,-0.0803964,-2.52207,0.207122,1.039,0.256021,0.0684698,2.44423,-0.0803964,-2.52207,0.207122,1.039,0.256021,
0.404,0.556894,2.23717,0.321153,-2.56322,0.194494,-1.61118,0.0199491,-0.627258,1.76427,0.030303,-2.34504,-0.669113,-1.86649,0.0199491,-0.356048,1.89964,0.0409841,-2.12997,-0.475524,-0.64928,0.0199491,-0.0440651,2.16031,0.525465,-2.29297,0.309273,-0.430155,0.0199491,-0.260609,2.3997,0.242605,1.77447,0.399499,-0.504502,0.0199645,-0.00340145,1.67575,0.275635,1.70444,0.0973333,-0.258923,0.0199491,0.0930232,2.16619,-0.0775647,-2.58894,0.19339,1.13927,0.256021,0.0930232,2.16619,-0.0775647,-2.58894,0.19339,1.13927,0.256021,0.0930232,2.16619,-0.0775647,-2.58894,0.19339,1.13927,0.256021,0.0930232,2.16619,-0.0775647,-2.58894,0.19339,1.13927,0.256021,0.0930232,2.16619,-0.0775647,-2.58894,0.19339,1.13927,0.256021,
0.4141,0.620101,2.17775,0.352727,-2.59752,0.219493,-1.66558,0.0199491,-0.596957,1.8411,0.00966292,-2.57952,-0.543108,-1.82412,0.0199491,-0.310698,1.92195,0.0530174,-2.29323,-0.376783,-0.618957,0.0199491,0.0195813,2.17287,0.548098,-2.43807,0.329219,-0.433086,0.0199491,-0.166199,2.4201,0.29467,1.67199,0.302238,-0.527893,0.0199645,0.00681475,1.66213,0.268847,1.67669,0.0215006,-0.270109,0.0199491,0.148712,2.16663,-0.0391375,-2.68662,0.210372,1.07052,0.256021,0.148712,2.16663,-0.0391375,-2.68662,0.210372,1.07052,0.256021,0.148712,2.16663,-0.0391375,-2.68662,0.210372,1.07052,0.256021,0.148712,2.16663,-0.0391375,-2.68662,0.210372,1.07052,0.256021,0.148712,2.16663,-0.0391375,-2.68662,0.210372,1.07052,0.256021,
0.4242,0.675976,2.10516,0.381472,-2.69975,0.247261,-1.71865,0.0199491,-0.565014,1.90819,0.0195329,-2.73696,-0.512133,-1.8157,0.0199491,-0.269825,1.94827,0.0654217,-2.38296,-0.345278,-0.643734,0.0199491,0.0681795,2.14754,0.5844,-2.59387,0.421426,-0.500951,0.0199491,-0.0807621,2.42758,0.339931,1.55794,0.25798,-0.539841,0.0199645,0.0134013,1.65561,0.270707,1.58578,-0.0177374,-0.258918,0.0199491,0.205987,2.16073,-0.00503445,-2.79445,0.232439,1.01362,0.256021,0.205987,2.16073,-0.00503445,-2.79445,0.232439,1.01362,0.256021,0.205987,2.16073,-0.00503445,-2.79445,0.232439,1.01362,0.256021,0.205987,2.16073,-0.00503445,-2.79445,0.232439,1.01362,0.256021,0.205987,2.16073,-0.00503445,-2.79445,0.232439,1.01362,0.256021,
0.4343,0.724117,2.02247,0.409942,-2.81256,0.269234,-1.77202,0.0199491,-0.525089,1.96508,0.0381927,-2.84739,-0.486516,-1.83607,0.0199491,-0.22765,1.96789,0.0806018,-2.4493,-0.332099,-0.687898,0.0199491,0.115741,2.11437,0.617769,-2.75309,0.475797,-0.570951,0.0199491,0.00201993,2.41908,0.386357,1.45116,0.215133,-0.541927,0.0199645,0.0236361,1.64548,0.274108,1.49694,-0.0809463,-0.246431,0.0199491,0.263144,2.14439,0.0282065,-2.90372,0.250157,0.959054,0.256021,0.263144,2.14439,0.0282065,-2.90372,0.250157,0.959054,0.256021,0.263144,2.14439,0.0282065,-2.90372,0.250157,0.959054,0.256021,0.263144,2.14439,0.0282065,-2.90372,0.250157,0.959054,0.256021,0.263144,2.14439,0.0282065,-2.90372,0.250157,0.959054,0.256021,
0.4444,0.75907,1.9702,0.439019,-2.89376,0.282646,-1.78795,0.0199491,-0.479537,2.02667,0.0517528,-2.9069,-0.424978,-1.86538,0.0199491,-0.18939,1.99683,0.0991539,-2.52194,-0.328437,-0.69937,0.0199491,0.154361,2.11826,0.653317,-2.88028,0.511764,-0.605053,0.0199491,0.0725795,2.42539,0.420588,1.37879,0.16065,-0.54737,0.0199645,0.0248893,1.65167,0.280277,1.51471,-0.213686,-0.254483,0.0199491,0.312803,2.13752,0.0579407,-2.99323,0.260109,0.939574,0.256021,0.312803,2.13752,0.0579407,-2.99323,0.260109,0.939574,0.256021,0.312803,2.13752,0.0579407,-2.99323,0.260109,0.939574,0.256021,0.312803,2.13752,0.0579407,-2.99323,0.260109,0.939574,0.256021,0.312803,2.13752,0.0579407,-2.99323,0.260109,0.939574,0.256021,
0.4545,0.783848,1.95241,0.454676,-2.96604,0.291505,-1.80264,0.0199491,-0.446001,2.09524,0.0638366,-2.98261,-0.429102,-1.86472,0.0199491,-0.157013,2.04282,0.106184,-2.57744,-0.327464,-0.710026,0.0199491,0.188195,2.13548,0.666647,-2.9691,0.535407,-0.627891,0.0199491,0.130165,2.4536,0.438979,1.30302,0.158192,-0.551065,0.0199645,0.0297731,1.68558,0.286007,1.44399,-0.229064,-0.254212,0.0199491,0.352168,2.15496,0.0740812,-3.06382,0.267893,0.924186,0.256021,0.352168,2.15496,0.0740812,-3.06382,0.267893,0.924186,0.256021,0.352168,2.15496,0.0740812,-3.06382,0.267893,0.924186,0.256021,0.352168,2.15496,0.0740812,-3.06382,0.267893,0.924186,0.256021,0.352168,2.15496,0.0740812,-3.06382,0.267893,0.924186,0.256021,
0.4646,0.804745,1.94713,0.456577,-3.03243,0.295842,-1.8259,0.0199491,-0.41622,2.16704,0.0717796,-3.04363,-0.442524,-1.86781,0.0199491,-0.127614,2.09464,0.105653,-2.62381,-0.321768,-0.727627,0.0199491,0.221226,2.15693,0.670632,-3.03932,0.540189,-0.653536,0.0199491,0.18103,2.4856,0.450757,1.2396,0.147087,-0.548231,0.0199645,0.0376339,1.73208,0.289431,1.32968,-0.194772,-0.252773,0.0199491,0.38615,2.18236,0.0802323,-3.12646,0.270998,0.901194,0.256021,0.38615,2.18236,0.0802323,-3.12646,0.270998,0.901194,0.256021,0.38615,2.18236,0.0802323,-3.12646,0.270998,0.901194,0.256021,0.38615,2.18236,0.0802323,-3.12646,0.270998,0.901194,0.256021,0.38615,2.18236,0.0802323,-3.12646,0.270998,0.901194,0.256021,
0.4747,0.823618,1.93877,0.457646,-3.08442,0.300714,-1.84094,0.0199491,-0.383041,2.23118,0.0789767,-3.09089,-0.443524,-1.87376,0.0199491,-0.0979036,2.13952,0.105688,-2.67073,-0.319113,-0.742521,0.0199491,0.251343,2.17677,0.675517,-3.10845,0.546032,-0.675222,0.0199491,0.231542,2.51075,0.460145,1.17837,0.141227,-0.543893,0.0199645,0.0509566,1.77119,0.293028,1.25091,-0.201426,-0.243995,0.0199491,0.419299,2.20235,0.0852311,3.09638,0.271942,0.883169,0.256021,0.419299,2.20235,0.0852311,3.09638,0.271942,0.883169,0.256021,0.419299,2.20235,0.0852311,3.09638,0.271942,0.883169,0.256021,0.419299,2.20235,0.0852311,3.09638,0.271942,0.883169,0.256021,0.419299,2.20235,0.0852311,3.09638,0.271942,0.883169,0.256021,
0.4848,0.8407,1.92208,0.459306,-3.13716,0.304028,-1.85204,0.0199491,-0.346337,2.28566,0.0853545,-3.13729,-0.437414,-1.88053,0.0199491,-0.0672804,2.1749,0.106702,-2.72074,-0.3178,-0.753552,0.0199491,0.280939,2.19001,0.681227,3.10522,0.551647,-0.693017,0.0199491,0.282337,2.52597,0.468826,1.11994,0.131699,-0.540005,0.0199645,0.0655995,1.79916,0.295609,1.19465,-0.231161,-0.23764,0.0199491,0.452194,2.21195,0.0903005,3.03651,0.271797,0.869458,0.256021,0.452194,2.21195,0.0903005,3.03651,0.271797,0.869458,0.256021,0.452194,2.21195,0.0903005,3.03651,0.271797,0.869458,0.256021,0.452194,2.21195,0.0903005,3.03651,0.271797,0.869458,0.256021,0.452194,2.21195,0.0903005,3.03651,0.271797,0.869458,0.256021,
0.4949,0.855883,1.89495,0.461416,3.0677,0.299462,-1.86827,0.0199491,-0.307303,2.32939,0.0915441,3.09495,-0.43345,-1.88391,0.0199491,-0.0355082,2.20044,0.108018,-2.77116,-0.318428,-0.761647,0.0199491,0.310624,2.19443,0.686209,3.03557,0.559177,-0.70803,0.0199491,0.333008,2.53127,0.476664,1.06281,0.121893,-0.537376,0.0199645,0.0800535,1.81785,0.298533,1.13816,-0.256532,-0.233004,0.0199491,0.484985,2.21146,0.0954216,2.97755,0.271831,0.859329,0.256021,0.484985,2.21146,0.0954216,2.97755,0.271831,0.859329,0.256021,0.484985,2.21146,0.0954216,2.97755,0.271831,0.859329,0.256021,0.484985,2.21146,0.0954216,2.97755,0.271831,0.859329,0.256021,0.484985,2.21146,0.0954216,2.97755,0.271831,0.859329,0.256021,
