time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_X8Li41).X,6_rod(payload_bars compound_X8Li41).Y,6_rod(payload_bars compound_X8Li41).Z,6_rod(payload_bars compound_X8Li41).Euler1,6_rod(payload_bars compound_X8Li41).Euler2,6_rod(payload_bars compound_X8Li41).Euler3,6_rod(payload_bars compound_X8Li41).mass,7_rod(payload_bars compound_X8Li41).X,7_rod(payload_bars compound_X8Li41).Y,7_rod(payload_bars compound_X8Li41).Z,7_rod(payload_bars compound_X8Li41).Euler1,7_rod(payload_bars compound_X8Li41).Euler2,7_rod(payload_bars compound_X8Li41).Euler3,7_rod(payload_bars compound_X8Li41).mass,8_rod(payload_bars compound_X8Li41).X,8_rod(payload_bars compound_X8Li41).Y,8_rod(payload_bars compound_X8Li41).Z,8_rod(payload_bars compound_X8Li41).Euler1,8_rod(payload_bars compound_X8Li41).Euler2,8_rod(payload_bars compound_X8Li41).Euler3,8_rod(payload_bars compound_X8Li41).mass,9_rod(payload_bars compound_X8Li41).X,9_rod(payload_bars compound_X8Li41).Y,9_rod(payload_bars compound_X8Li41).Z,9_rod(payload_bars compound_X8Li41).Euler1,9_rod(payload_bars compound_X8Li41).Euler2,9_rod(payload_bars compound_X8Li41).Euler3,9_rod(payload_bars compound_X8Li41).mass,10_rod(payload_bars compound_X8Li41).X,10_rod(payload_bars compound_X8Li41).Y,10_rod(payload_bars compound_X8Li41).Z,10_rod(payload_bars compound_X8Li41).Euler1,10_rod(payload_bars compound_X8Li41).Euler2,10_rod(payload_bars compound_X8Li41).Euler3,10_rod(payload_bars compound_X8Li41).mass,
0.505,0.86971,1.86571,0.464836,2.99309,0.293574,-1.87594,0.0199491,-0.264915,2.36547,0.0952727,3.04113,-0.422113,-1.88543,0.0199491,-0.00299271,2.21965,0.110127,-2.82271,-0.323737,-0.763412,0.0199491,0.341611,2.19772,0.692102,2.97645,0.560023,-0.711272,0.0199491,0.383923,2.5322,0.482375,1.00645,0.118376,-0.536376,0.0199645,0.0919487,1.8324,0.301207,1.10163,-0.28993,-0.23802,0.0199491,0.517195,2.20498,0.10034,2.92129,0.271099,0.856898,0.256021,0.517195,2.20498,0.10034,2.92129,0.271099,0.856898,0.256021,0.517195,2.20498,0.10034,2.92129,0.271099,0.856898,0.256021,0.517195,2.20498,0.10034,2.92129,0.271099,0.856898,0.256021,0.517195,2.20498,0.10034,2.92129,0.271099,0.856898,0.256021,
0.5151,0.87946,1.84326,0.470554,2.93463,0.295519,-1.8693,0.0199491,-0.223389,2.4046,0.0962198,2.97317,-0.422948,-1.87065,0.0199491,0.0293288,2.24256,0.1097,-2.88054,-0.329981,-0.755277,0.0199491,0.371298,2.20651,0.693901,2.91823,0.565745,-0.704881,0.0199491,0.434539,2.53788,0.48225,0.941154,0.134176,-0.54166,0.0199645,0.101539,1.85379,0.305988,1.04256,-0.290825,-0.243298,0.0199491,0.547804,2.20019,0.103159,2.86451,0.274283,0.863712,0.256021,0.547804,2.20019,0.103159,2.86451,0.274283,0.863712,0.256021,0.547804,2.20019,0.103159,2.86451,0.274283,0.863712,0.256021,0.547804,2.20019,0.103159,2.86451,0.274283,0.863712,0.256021,0.547804,2.20019,0.103159,2.86451,0.274283,0.863712,0.256021,
0.5252,0.884904,1.82231,0.475386,2.89796,0.307768,-1.85406,0.0199491,-0.180411,2.44523,0.0929911,2.90369,-0.422055,-1.85573,0.0199491,0.061755,2.26646,0.105735,-2.94535,-0.331579,-0.744559,0.0199491,0.399671,2.21499,0.6929,2.86211,0.568637,-0.69464,0.0199491,0.484706,2.54151,0.478988,0.871875,0.147413,-0.54996,0.0199645,0.1104,1.87691,0.309423,0.972642,-0.283349,-0.252711,0.0199491,0.576789,2.19373,0.103442,2.80377,0.280229,0.871014,0.256021,0.576789,2.19373,0.103442,2.80377,0.280229,0.871014,0.256021,0.576789,2.19373,0.103442,2.80377,0.280229,0.871014,0.256021,0.576789,2.19373,0.103442,2.80377,0.280229,0.871014,0.256021,0.576789,2.19373,0.103442,2.80377,0.280229,0.871014,0.256021,
0.5353,0.886763,1.79628,0.480905,2.82639,0.312886,-1.84416,0.0199491,-0.134649,2.4806,0.0860626,2.83207,-0.416461,-1.83727,0.0199491,0.0952676,2.28572,0.0995872,-3.01285,-0.33307,-0.728926,0.0199491,0.427847,2.22147,0.690236,2.80701,0.574589,-0.679251,0.0199491,0.534926,2.54085,0.47308,0.801324,0.161567,-0.562594,0.0199645,0.119786,1.89766,0.312254,0.905596,-0.279939,-0.265069,0.0199491,0.604923,2.18239,0.102856,2.74263,0.289341,0.882987,0.256021,0.604923,2.18239,0.102856,2.74263,0.289341,0.882987,0.256021,0.604923,2.18239,0.102856,2.74263,0.289341,0.882987,0.256021,0.604923,2.18239,0.102856,2.74263,0.289341,0.882987,0.256021,0.604923,2.18239,0.102856,2.74263,0.289341,0.882987,0.256021,
0.5454,0.884816,1.76718,0.487755,2.75602,0.322988,-1.83091,0.0199491,-0.0854733,2.51106,0.0745592,2.75614,-0.405918,-1.81697,0.0199491,0.130261,2.3005,0.0908701,-3.08524,-0.332387,-0.708725,0.0199491,0.455035,2.22513,0.685767,2.74929,0.585779,-0.66167,0.0199491,0.585668,2.53448,0.464278,0.724383,0.179568,-0.580338,0.0199645,0.128721,1.9162,0.312907,0.83984,-0.27796,-0.281753,0.0199491,0.632131,2.16523,0.101237,2.67893,0.302604,0.897189,0.256021,0.632131,2.16523,0.101237,2.67893,0.302604,0.897189,0.256021,0.632131,2.16523,0.101237,2.67893,0.302604,0.897189,0.256021,0.632131,2.16523,0.101237,2.67893,0.302604,0.897189,0.256021,0.632131,2.16523,0.101237,2.67893,0.302604,0.897189,0.256021,
0.5555,0.889651,1.75395,0.488777,2.69547,0.331437,-1.82244,0.0199491,-0.0394783,2.53993,0.059709,2.69879,-0.398813,-1.79898,0.0199491,0.165465,2.3179,0.0775849,-3.13943,-0.328299,-0.692738,0.0199491,0.483387,2.23568,0.676246,2.70473,0.598787,-0.648571,0.0199491,0.631073,2.536,0.452035,0.670879,0.185867,-0.595823,0.0199645,0.145763,1.93751,0.308948,0.784326,-0.269406,-0.294611,0.0199491,0.660248,2.15919,0.0947155,2.63203,0.315357,0.909115,0.256021,0.660248,2.15919,0.0947155,2.63203,0.315357,0.909115,0.256021,0.660248,2.15919,0.0947155,2.63203,0.315357,0.909115,0.256021,0.660248,2.15919,0.0947155,2.63203,0.315357,0.909115,0.256021,0.660248,2.15919,0.0947155,2.63203,0.315357,0.909115,0.256021,
0.5656,0.897869,1.74895,0.486777,2.65557,0.342608,-1.81126,0.0199491,0.00402434,2.56472,0.0413292,2.65299,-0.388852,-1.78303,0.0199491,0.199244,2.33396,0.0613968,3.09892,-0.326379,-0.676097,0.0199491,0.511265,2.24858,0.664135,2.67465,0.606823,-0.633403,0.0199491,0.673146,2.54067,0.436583,0.621398,0.198315,-0.611914,0.0199645,0.164961,1.95818,0.301342,0.745373,-0.27142,-0.310242,0.0199491,0.687541,2.15745,0.0854268,2.59407,0.32773,0.920034,0.256021,0.687541,2.15745,0.0854268,2.59407,0.32773,0.920034,0.256021,0.687541,2.15745,0.0854268,2.59407,0.32773,0.920034,0.256021,0.687541,2.15745,0.0854268,2.59407,0.32773,0.920034,0.256021,0.687541,2.15745,0.0854268,2.59407,0.32773,0.920034,0.256021,
0.5757,0.905325,1.74465,0.484201,2.62068,0.35643,-1.79715,0.0199491,0.0469129,2.58597,0.0198607,2.60158,-0.375452,-1.7658,0.0199491,0.231953,2.34673,0.0425314,3.05732,-0.321691,-0.660927,0.0199491,0.538238,2.26146,0.650168,2.64251,0.620421,-0.61836,0.0199491,0.712531,2.54346,0.420202,0.586553,0.191593,-0.626876,0.0199645,0.183531,1.97751,0.291608,0.71046,-0.270452,-0.328388,0.0199491,0.71352,2.15382,0.0744255,2.5585,0.342184,0.932891,0.256021,0.71352,2.15382,0.0744255,2.5585,0.342184,0.932891,0.256021,0.71352,2.15382,0.0744255,2.5585,0.342184,0.932891,0.256021,0.71352,2.15382,0.0744255,2.5585,0.342184,0.932891,0.256021,0.71352,2.15382,0.0744255,2.5585,0.342184,0.932891,0.256021,
0.5858,0.912285,1.74084,0.480971,2.58714,0.372528,-1.7824,0.0199491,0.0886545,2.60309,-0.00530443,2.56028,-0.359492,-1.75104,0.0199491,0.264065,2.35666,0.0212298,3.01591,-0.314659,-0.641351,0.0199491,0.563859,2.27308,0.633506,2.61607,0.635586,-0.600921,0.0199491,0.74988,2.54492,0.400872,0.553146,0.184008,-0.645756,0.0199645,0.201862,1.99464,0.279415,0.679235,-0.270556,-0.349489,0.0199491,0.738583,2.14843,0.0618146,2.52594,0.359188,0.946855,0.256021,0.738583,2.14843,0.0618146,2.52594,0.359188,0.946855,0.256021,0.738583,2.14843,0.0618146,2.52594,0.359188,0.946855,0.256021,0.738583,2.14843,0.0618146,2.52594,0.359188,0.946855,0.256021,0.738583,2.14843,0.0618146,2.52594,0.359188,0.946855,0.256021,
0.5959,0.91841,1.73774,0.477441,2.56107,0.392163,-1.76371,0.0199491,0.130218,2.61601,-0.0349397,2.50841,-0.340246,-1.72847,0.0199491,0.294934,2.36231,-0.00381341,2.97412,-0.30952,-0.617745,0.0199491,0.58906,2.28518,0.615246,2.59193,0.651703,-0.580384,0.0199491,0.787314,2.54489,0.378113,0.509382,0.192167,-0.668553,0.0199645,0.21984,2.01101,0.265578,0.650084,-0.266104,-0.375121,0.0199491,0.762491,2.14119,0.0476913,2.49462,0.378785,0.962292,0.256021,0.762491,2.14119,0.0476913,2.49462,0.378785,0.962292,0.256021,0.762491,2.14119,0.0476913,2.49462,0.378785,0.962292,0.256021,0.762491,2.14119,0.0476913,2.49462,0.378785,0.962292,0.256021,0.762491,2.14119,0.0476913,2.49462,0.378785,0.962292,0.256021,
0.606,0.924739,1.73451,0.472971,2.53174,0.411021,-1.74401,0.0199491,0.176072,2.6257,-0.0688669,2.42746,-0.295182,-1.69328,0.0199491,0.324703,2.36407,-0.0308577,2.93315,-0.306094,-0.591463,0.0199491,0.614659,2.30336,0.597485,2.5153,0.67288,-0.584979,0.0199491,0.823427,2.54324,0.354023,0.480523,0.18161,-0.690805,0.0199645,0.235245,2.02664,0.246844,0.627943,-0.2552,-0.401901,0.0199491,0.785612,2.13206,0.032128,2.46561,0.398942,0.980836,0.256021,0.785612,2.13206,0.032128,2.46561,0.398942,0.980836,0.256021,0.785612,2.13206,0.032128,2.46561,0.398942,0.980836,0.256021,0.785612,2.13206,0.032128,2.46561,0.398942,0.980836,0.256021,0.785612,2.13206,0.032128,2.46561,0.398942,0.980836,0.256021,
0.6161,0.930373,1.73139,0.468504,2.50155,0.43326,-1.72457,0.0199491,0.218767,2.63122,-0.104645,2.37439,-0.262794,-1.67089,0.0199491,0.355084,2.3637,-0.0599236,2.89193,-0.298311,-0.563642,0.0199491,0.639603,2.31634,0.574674,2.47021,0.703307,-0.574471,0.0199491,0.8594,2.53997,0.327798,0.449817,0.173979,-0.715878,0.0199645,0.252301,2.04069,0.228191,0.605485,-0.255936,-0.435666,0.0199491,0.808648,2.12105,0.0155724,2.43759,0.422788,0.999731,0.256021,0.808648,2.12105,0.0155724,2.43759,0.422788,0.999731,0.256021,0.808648,2.12105,0.0155724,2.43759,0.422788,0.999731,0.256021,0.808648,2.12105,0.0155724,2.43759,0.422788,0.999731,0.256021,0.808648,2.12105,0.0155724,2.43759,0.422788,0.999731,0.256021,
0.6262,0.936699,1.72861,0.463601,2.4746,0.457484,-1.70269,0.0199491,0.266792,2.63499,-0.144245,2.30627,-0.204118,-1.6403,0.0199491,0.384294,2.3581,-0.0917759,2.84396,-0.283338,-0.528652,0.0199491,0.664497,2.33513,0.549256,2.377,0.732999,-0.586428,0.0199491,0.898662,2.53491,0.304865,0.420325,0.169955,-0.73068,0.0199645,0.2712,2.04846,0.204619,0.576229,-0.215384,-0.449031,0.0199491,0.831406,2.10792,-0.00208681,2.41225,0.448597,1.02085,0.256021,0.831406,2.10792,-0.00208681,2.41225,0.448597,1.02085,0.256021,0.831406,2.10792,-0.00208681,2.41225,0.448597,1.02085,0.256021,0.831406,2.10792,-0.00208681,2.41225,0.448597,1.02085,0.256021,0.831406,2.10792,-0.00208681,2.41225,0.448597,1.02085,0.256021,
0.6363,0.942543,1.72617,0.457506,2.4516,0.485676,-1.67805,0.0199491,0.319622,2.63693,-0.187982,2.27316,-0.128134,-1.6206,0.0199491,0.414065,2.35013,-0.126624,2.79166,-0.258709,-0.490401,0.0199491,0.689718,2.35892,0.520807,2.26513,0.768201,-0.611101,0.0199491,0.937268,2.52828,0.283221,0.420341,0.136397,-0.73558,0.0199645,0.293081,2.05778,0.179265,0.560632,-0.186045,-0.46371,0.0199491,0.853972,2.09247,-0.0217891,2.38759,0.478041,1.04311,0.256021,0.853972,2.09247,-0.0217891,2.38759,0.478041,1.04311,0.256021,0.853972,2.09247,-0.0217891,2.38759,0.478041,1.04311,0.256021,0.853972,2.09247,-0.0217891,2.38759,0.478041,1.04311,0.256021,0.853972,2.09247,-0.0217891,2.38759,0.478041,1.04311,0.256021,
0.6464,0.951822,1.72457,0.450786,2.4607,0.514888,-1.63309,0.0199491,0.377737,2.63154,-0.233787,2.22728,-0.0333242,-1.60399,0.0199491,0.444871,2.33856,-0.16178,2.74103,-0.2445,-0.452271,0.0199491,0.704706,2.39131,0.476896,2.21409,0.721787,-0.588024,0.0199491,0.972092,2.51985,0.263408,0.385169,0.146382,-0.74429,0.0199645,0.312971,2.06178,0.148134,0.519987,-0.0749544,-0.471776,0.0199491,0.877593,2.07429,-0.0419652,2.36094,0.506778,1.06914,0.256021,0.877593,2.07429,-0.0419652,2.36094,0.506778,1.06914,0.256021,0.877593,2.07429,-0.0419652,2.36094,0.506778,1.06914,0.256021,0.877593,2.07429,-0.0419652,2.36094,0.506778,1.06914,0.256021,0.877593,2.07429,-0.0419652,2.36094,0.506778,1.06914,0.256021,
0.6565,0.973004,1.74565,0.446161,2.50244,0.553876,-1.57975,0.0199491,0.412768,2.60881,-0.271938,2.39012,0.0226323,-1.59537,0.0199491,0.473328,2.32705,-0.202365,2.65943,-0.133473,-0.377698,0.0199491,0.722413,2.42206,0.431708,2.19476,0.700131,-0.569581,0.0199491,0.960234,2.55107,0.24749,0.396772,0.273946,-0.682645,0.0199645,0.341215,2.06369,0.11793,0.50226,0.0491443,-0.502136,0.0199491,0.906174,2.07009,-0.0634749,2.36438,0.548426,1.09897,0.256021,0.906174,2.07009,-0.0634749,2.36438,0.548426,1.09897,0.256021,0.906174,2.07009,-0.0634749,2.36438,0.548426,1.09897,0.256021,0.906174,2.07009,-0.0634749,2.36438,0.548426,1.09897,0.256021,0.906174,2.07009,-0.0634749,2.36438,0.548426,1.09897,0.256021,
0.6666,0.989547,1.77667,0.440585,2.47687,0.6021,-1.55539,0.0199491,0.411034,2.5845,-0.29579,2.35709,-0.131739,-1.55579,0.0199491,0.501985,2.31732,-0.251014,2.61893,-0.0547562,-0.319232,0.0199491,0.72671,2.42357,0.369602,2.34544,0.536236,-0.460497,0.0199491,0.949055,2.5816,0.212319,0.40736,0.399446,-0.674226,0.0199645,0.357114,2.02572,0.0959903,0.352884,0.31752,-0.537903,0.0199491,0.936687,2.07491,-0.0866255,2.37238,0.600875,1.12938,0.256021,0.936687,2.07491,-0.0866255,2.37238,0.600875,1.12938,0.256021,0.936687,2.07491,-0.0866255,2.37238,0.600875,1.12938,0.256021,0.936687,2.07491,-0.0866255,2.37238,0.600875,1.12938,0.256021,0.936687,2.07491,-0.0866255,2.37238,0.600875,1.12938,0.256021,
0.6767,1.01692,1.7949,0.427152,2.52647,0.628033,-1.51755,0.0199491,0.422182,2.55745,-0.338465,2.41826,-0.125951,-1.54367,0.0199491,0.5205,2.29412,-0.289117,2.6345,-0.0266923,-0.29489,0.0199491,0.729791,2.43513,0.334304,2.33083,0.656764,-0.485329,0.0199491,0.950159,2.59013,0.169994,0.464256,0.411872,-0.677292,0.0199645,0.384068,2.01379,0.0643421,0.385291,0.320877,-0.581675,0.0199491,0.962437,2.0731,-0.11023,2.40288,0.629691,1.15311,0.256021,0.962437,2.0731,-0.11023,2.40288,0.629691,1.15311,0.256021,0.962437,2.0731,-0.11023,2.40288,0.629691,1.15311,0.256021,0.962437,2.0731,-0.11023,2.40288,0.629691,1.15311,0.256021,0.962437,2.0731,-0.11023,2.40288,0.629691,1.15311,0.256021,
0.6868,1.04695,1.80419,0.409078,2.57109,0.645994,-1.49802,0.0199491,0.43073,2.52362,-0.376084,2.46035,-0.108294,-1.54101,0.0199491,0.538867,2.26477,-0.325513,2.66624,0.0240577,-0.296217,0.0199491,0.72427,2.43414,0.300671,2.37698,0.685345,-0.492808,0.0199491,0.946391,2.59156,0.12909,0.547963,0.388632,-0.671554,0.0199645,0.40695,1.9878,0.0361401,0.437324,0.306804,-0.605205,0.0199491,0.988644,2.06912,-0.13448,2.4396,0.649434,1.16564,0.256021,0.988644,2.06912,-0.13448,2.4396,0.649434,1.16564,0.256021,0.988644,2.06912,-0.13448,2.4396,0.649434,1.16564,0.256021,0.988644,2.06912,-0.13448,2.4396,0.649434,1.16564,0.256021,0.988644,2.06912,-0.13448,2.4396,0.649434,1.16564,0.256021,
0.6969,1.07614,1.80314,0.38925,2.62533,0.661779,-1.48415,0.0199491,0.437828,2.48052,-0.412149,2.4802,-0.0910982,-1.53582,0.0199491,0.5575,2.22646,-0.361173,2.70351,0.0790068,-0.306315,0.0199491,0.727949,2.41547,0.261825,2.41043,0.719691,-0.488419,0.0199491,0.941614,2.58223,0.0870909,0.60575,0.386355,-0.678674,0.0199645,0.431983,1.94914,0.00728441,0.489214,0.292941,-0.622311,0.0199491,1.0142,2.05834,-0.158228,2.47788,0.666531,1.16756,0.256021,1.0142,2.05834,-0.158228,2.47788,0.666531,1.16756,0.256021,1.0142,2.05834,-0.158228,2.47788,0.666531,1.16756,0.256021,1.0142,2.05834,-0.158228,2.47788,0.666531,1.16756,0.256021,1.0142,2.05834,-0.158228,2.47788,0.666531,1.16756,0.256021,
0.707,1.10562,1.7902,0.367483,2.66909,0.67431,-1.48437,0.0199491,0.447282,2.42854,-0.448687,2.50791,-0.0608985,-1.53034,0.0199491,0.5756,2.18025,-0.39398,2.74895,0.0890141,-0.306216,0.0199491,0.726629,2.38716,0.226447,2.44854,0.74435,-0.495087,0.0199491,0.938678,2.56125,0.0475071,0.659267,0.36521,-0.695796,0.0199645,0.457605,1.90187,-0.022462,0.544918,0.278506,-0.633203,0.0199491,1.03919,2.03964,-0.18217,2.51884,0.678962,1.16355,0.256021,1.03919,2.03964,-0.18217,2.51884,0.678962,1.16355,0.256021,1.03919,2.03964,-0.18217,2.51884,0.678962,1.16355,0.256021,1.03919,2.03964,-0.18217,2.51884,0.678962,1.16355,0.256021,1.03919,2.03964,-0.18217,2.51884,0.678962,1.16355,0.256021,
0.7171,1.12176,1.78407,0.348642,2.70714,0.700674,-1.46209,0.0199491,0.453082,2.3774,-0.488541,2.54288,-0.0385829,-1.53078,0.0199491,0.593387,2.13845,-0.430833,2.78053,0.169377,-0.315076,0.0199491,0.718127,2.36475,0.185466,2.48865,0.77365,-0.491797,0.0199491,0.923925,2.54691,0.00660497,0.694155,0.384451,-0.71975,0.0199645,0.474507,1.8611,-0.0527751,0.583902,0.275103,-0.664418,0.0199491,1.05824,2.02672,-0.202918,2.55725,0.707517,1.16507,0.256021,1.05824,2.02672,-0.202918,2.55725,0.707517,1.16507,0.256021,1.05824,2.02672,-0.202918,2.55725,0.707517,1.16507,0.256021,1.05824,2.02672,-0.202918,2.55725,0.707517,1.16507,0.256021,1.05824,2.02672,-0.202918,2.55725,0.707517,1.16507,0.256021,
0.7272,1.11989,1.78752,0.329454,2.77087,0.737526,-1.40044,0.0199491,0.457217,2.34303,-0.539286,2.53923,0.0243773,-1.51092,0.0199491,0.599896,2.11082,-0.4655,2.81109,0.209069,-0.286785,0.0199491,0.709736,2.3612,0.134216,2.50412,0.826101,-0.460049,0.0199491,0.912287,2.54526,-0.0418305,0.648854,0.436654,-0.792672,0.0199645,0.472459,1.8444,-0.0805429,0.592944,0.279315,-0.714012,0.0199491,1.06101,2.02092,-0.220338,2.59869,0.751874,1.18966,0.256021,1.06101,2.02092,-0.220338,2.59869,0.751874,1.18966,0.256021,1.06101,2.02092,-0.220338,2.59869,0.751874,1.18966,0.256021,1.06101,2.02092,-0.220338,2.59869,0.751874,1.18966,0.256021,1.06101,2.02092,-0.220338,2.59869,0.751874,1.18966,0.256021,
0.7373,1.11256,1.79958,0.313849,2.82706,0.783023,-1.34689,0.0199491,0.454358,2.30299,-0.590224,2.56999,0.0675461,-1.47606,0.0199491,0.601944,2.08057,-0.50004,2.8439,0.253797,-0.241818,0.0199491,0.693067,2.35927,0.0839974,2.53253,0.894549,-0.425006,0.0199491,0.893888,2.54465,-0.0938166,0.62765,0.459468,-0.866006,0.0199645,0.471353,1.82666,-0.106702,0.644335,0.263484,-0.747389,0.0199491,1.05779,2.01496,-0.237742,2.65481,0.802809,1.23748,0.256021,1.05779,2.01496,-0.237742,2.65481,0.802809,1.23748,0.256021,1.05779,2.01496,-0.237742,2.65481,0.802809,1.23748,0.256021,1.05779,2.01496,-0.237742,2.65481,0.802809,1.23748,0.256021,1.05779,2.01496,-0.237742,2.65481,0.802809,1.23748,0.256021,
0.7474,1.10807,1.80506,0.287679,2.89952,0.803818,-1.28749,0.0199491,0.440781,2.26476,-0.63351,2.59571,0.0925913,-1.44595,0.0199491,0.593597,2.05042,-0.532734,2.87768,0.278371,-0.20474,0.0199491,0.668183,2.35273,0.0366421,2.55837,0.943348,-0.403801,0.0199491,0.869778,2.53745,-0.142669,0.621744,0.480525,-0.915149,0.0199645,0.467772,1.80545,-0.133633,0.65639,0.301344,-0.777757,0.0199491,1.04741,2.00654,-0.262379,2.71182,0.832011,1.28267,0.256021,1.04741,2.00654,-0.262379,2.71182,0.832011,1.28267,0.256021,1.04741,2.00654,-0.262379,2.71182,0.832011,1.28267,0.256021,1.04741,2.00654,-0.262379,2.71182,0.832011,1.28267,0.256021,1.04741,2.00654,-0.262379,2.71182,0.832011,1.28267,0.256021,
0.7575,1.10211,1.81368,0.264013,2.96594,0.824017,-1.2275,0.0199491,0.424791,2.21773,-0.676271,2.62936,0.121903,-1.40872,0.0199491,0.582637,2.01363,-0.563896,2.91704,0.300096,-0.158611,0.0199491,0.641218,2.34288,-0.0120081,2.60562,0.989954,-0.36451,0.0199491,0.843072,2.52565,-0.195419,0.611081,0.510109,-0.970785,0.0199645,0.457319,1.78279,-0.155308,0.671041,0.332236,-0.818839,0.0199491,1.0348,1.9946,-0.287798,2.78363,0.858555,1.34364,0.256021,1.0348,1.9946,-0.287798,2.78363,0.858555,1.34364,0.256021,1.0348,1.9946,-0.287798,2.78363,0.858555,1.34364,0.256021,1.0348,1.9946,-0.287798,2.78363,0.858555,1.34364,0.256021,1.0348,1.9946,-0.287798,2.78363,0.858555,1.34364,0.256021,
0.7676,1.08844,1.82298,0.235413,3.0124,0.834341,-1.17724,0.0199491,0.412733,2.19562,-0.703856,2.49766,0.166143,-1.41214,0.0199491,0.573025,2.00797,-0.600534,2.91772,0.373647,-0.126162,0.0199491,0.62179,2.34628,-0.05489,2.65287,0.959813,-0.317831,0.0199491,0.826714,2.52903,-0.23817,0.618713,0.507289,-0.9834,0.0199645,0.441947,1.78041,-0.178462,0.700488,0.317454,-0.831431,0.0199491,1.02172,1.99523,-0.314308,2.80052,0.879393,1.36725,0.256021,1.02172,1.99523,-0.314308,2.80052,0.879393,1.36725,0.256021,1.02172,1.99523,-0.314308,2.80052,0.879393,1.36725,0.256021,1.02172,1.99523,-0.314308,2.80052,0.879393,1.36725,0.256021,1.02172,1.99523,-0.314308,2.80052,0.879393,1.36725,0.256021,
0.7777,1.07766,1.84166,0.21583,3.05437,0.832913,-1.09941,0.0199491,0.402102,2.196,-0.72933,2.49992,0.177766,-1.37969,0.0199491,0.56254,2.0081,-0.625055,2.92233,0.41067,-0.0975692,0.0199491,0.607606,2.36759,-0.0905177,2.66312,1.00203,-0.29096,0.0199491,0.821009,2.53624,-0.277445,0.531675,0.558876,-1.04066,0.0199645,0.428472,1.79653,-0.190659,0.654685,0.356057,-0.866041,0.0199491,1.00879,1.99884,-0.333561,2.81982,0.89443,1.40417,0.256021,1.00879,1.99884,-0.333561,2.81982,0.89443,1.40417,0.256021,1.00879,1.99884,-0.333561,2.81982,0.89443,1.40417,0.256021,1.00879,1.99884,-0.333561,2.81982,0.89443,1.40417,0.256021,1.00879,1.99884,-0.333561,2.81982,0.89443,1.40417,0.256021,
0.7878,1.06937,1.85821,0.200938,3.07554,0.840429,-1.05731,0.0199491,0.395735,2.19341,-0.749861,2.51437,0.178364,-1.34969,0.0199491,0.557405,2.00816,-0.645891,2.92871,0.447245,-0.0667254,0.0199491,0.60253,2.38234,-0.120298,2.68361,1.00299,-0.251529,0.0199491,0.814256,2.54378,-0.30839,0.532589,0.563626,-1.05353,0.0199645,0.420244,1.80892,-0.199036,0.652603,0.358954,-0.884344,0.0199491,1.00136,2.00234,-0.349991,2.84274,0.907985,1.44556,0.256021,1.00136,2.00234,-0.349991,2.84274,0.907985,1.44556,0.256021,1.00136,2.00234,-0.349991,2.84274,0.907985,1.44556,0.256021,1.00136,2.00234,-0.349991,2.84274,0.907985,1.44556,0.256021,1.00136,2.00234,-0.349991,2.84274,0.907985,1.44556,0.256021,
0.7979,1.06613,1.87098,0.18937,3.06964,0.853645,-1.03836,0.0199491,0.395503,2.19141,-0.768461,2.5051,0.193659,-1.33146,0.0199491,0.556331,2.00817,-0.661605,2.93426,0.469767,-0.0390522,0.0199491,0.600947,2.39425,-0.146985,2.68176,1.03239,-0.233227,0.0199491,0.815846,2.54954,-0.335153,0.504923,0.579958,-1.08013,0.0199645,0.416513,1.82,-0.207865,0.633076,0.375526,-0.909283,0.0199491,0.99919,2.00532,-0.363244,2.86309,0.917416,1.48289,0.256021,0.99919,2.00532,-0.363244,2.86309,0.917416,1.48289,0.256021,0.99919,2.00532,-0.363244,2.86309,0.917416,1.48289,0.256021,0.99919,2.00532,-0.363244,2.86309,0.917416,1.48289,0.256021,0.99919,2.00532,-0.363244,2.86309,0.917416,1.48289,0.256021,
