time,0_rod(payload_bars compound_a8vXJX).X,0_rod(payload_bars compound_a8vXJX).Y,0_rod(payload_bars compound_a8vXJX).Z,0_rod(payload_bars compound_a8vXJX).Euler1,0_rod(payload_bars compound_a8vXJX).Euler2,0_rod(payload_bars compound_a8vXJX).Euler3,0_rod(payload_bars compound_a8vXJX).mass,1_rod(payload_bars compound_a8vXJX).X,1_rod(payload_bars compound_a8vXJX).Y,1_rod(payload_bars compound_a8vXJX).Z,1_rod(payload_bars compound_a8vXJX).Euler1,1_rod(payload_bars compound_a8vXJX).Euler2,1_rod(payload_bars compound_a8vXJX).Euler3,1_rod(payload_bars compound_a8vXJX).mass,2_rod(payload_bars compound_a8vXJX).X,2_rod(payload_bars compound_a8vXJX).Y,2_rod(payload_bars compound_a8vXJX).Z,2_rod(payload_bars compound_a8vXJX).Euler1,2_rod(payload_bars compound_a8vXJX).Euler2,2_rod(payload_bars compound_a8vXJX).Euler3,2_rod(payload_bars compound_a8vXJX).mass,3_rod(payload_bars compound_a8vXJX).X,3_rod(payload_bars compound_a8vXJX).Y,3_rod(payload_bars compound_a8vXJX).Z,3_rod(payload_bars compound_a8vXJX).Euler1,3_rod(payload_bars compound_a8vXJX).Euler2,3_rod(payload_bars compound_a8vXJX).Euler3,3_rod(payload_bars compound_a8vXJX).mass,4_rod(sense_bar compound_a8vXJX).X,4_rod(sense_bar compound_a8vXJX).Y,4_rod(sense_bar compound_a8vXJX).Z,4_rod(sense_bar compound_a8vXJX).Euler1,4_rod(sense_bar compound_a8vXJX).Euler2,4_rod(sense_bar compound_a8vXJX).Euler3,4_rod(sense_bar compound_a8vXJX).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.3433,-0.754463,11.1577,-1.25068,-0.0140885,0.0327414,0.124005,0.24652,-0.754463,11.1577,-1.25068,-0.0140885,0.0327414,0.124005,0.24652,-0.754463,11.1577,-1.25068,-0.0140885,0.0327414,0.124005,0.24652,-0.754463,11.1577,-1.25068,-0.0140885,0.0327414,0.124005,0.24652,-0.754463,11.1577,-1.25068,-0.0140885,0.0327414,0.124005,0.24652,-1.48498,11.1503,-1.22246,-0.0439694,0.0168471,-2.22633,0.0593527,0.000503707,11.1249,-1.27625,0.0187791,0.0649557,-2.22376,0.0593527,-0.771498,10.6858,-1.83978,-0.0469872,0.0999831,-0.665242,0.0593527,-0.711688,11.5888,-0.658564,0.0482148,-0.0218599,-0.661893,0.0593527,-0.723336,10.5492,-0.792752,-1.5916,0.119211,-0.0367755,0.0593527,-0.760158,11.7253,-1.70556,-1.59233,0.107111,-0.0357425,0.0593527,
1.3534,-0.775438,11.2216,-1.28706,-0.0210936,0.016763,-0.049236,0.24652,-0.775438,11.2216,-1.28706,-0.0210936,0.016763,-0.049236,0.24652,-0.775438,11.2216,-1.28706,-0.0210936,0.016763,-0.049236,0.24652,-0.775438,11.2216,-1.28706,-0.0210936,0.016763,-0.049236,0.24652,-0.775438,11.2216,-1.28706,-0.0210936,0.016763,-0.049236,0.24652,-1.50688,11.2213,-1.26652,-0.043603,0.00282387,-2.40048,0.0593527,-0.0204022,11.182,-1.29681,-0.0633698,-0.0189569,-2.40031,0.0593527,-0.788955,10.6541,-1.78515,-0.000445863,0.0185667,-0.836673,0.0593527,-0.73824,11.7492,-0.778232,-0.0131234,0.0299856,-0.837125,0.0593527,-0.753467,10.7024,-0.72994,-1.59492,-0.0934134,-0.0204622,0.0593527,-0.773751,11.7015,-1.83301,-1.59736,0.0188083,-0.0202332,0.0593527,
1.3635,-0.797351,11.2751,-1.32304,-0.027884,0.000461464,-0.220963,0.24652,-0.797351,11.2751,-1.32304,-0.027884,0.000461464,-0.220963,0.24652,-0.797351,11.2751,-1.32304,-0.027884,0.000461464,-0.220963,0.24652,-0.797351,11.2751,-1.32304,-0.027884,0.000461464,-0.220963,0.24652,-0.797351,11.2751,-1.32304,-0.027884,0.000461464,-0.220963,0.24652,-1.52829,11.2805,-1.31199,0.00314698,0.0605381,-2.57361,0.0593527,-0.042398,11.2322,-1.31639,-0.0394563,-0.00623463,-2.57477,0.0593527,-0.806222,10.6297,-1.71477,0.049228,-0.0296884,-1.01201,0.0593527,-0.761721,11.8831,-0.913785,-0.0732443,0.0468955,-1.01327,0.0593527,-0.784018,10.8601,-0.683926,-1.60209,-0.20308,-0.00343354,0.0593527,-0.785687,11.6525,-1.9448,-1.6032,-0.237988,-0.00201663,0.0593527,
1.3736,-0.818129,11.3182,-1.359,-0.0319847,-0.0169319,-0.395873,0.24652,-0.818129,11.3182,-1.359,-0.0319847,-0.0169319,-0.395873,0.24652,-0.818129,11.3182,-1.359,-0.0319847,-0.0169319,-0.395873,0.24652,-0.818129,11.3182,-1.359,-0.0319847,-0.0169319,-0.395873,0.24652,-0.818129,11.3182,-1.359,-0.0319847,-0.0169319,-0.395873,0.24652,-1.54977,11.3276,-1.35863,-0.0276557,0.00615779,-2.74883,0.0593527,-0.0636248,11.275,-1.33553,-0.00793048,0.0540815,-2.74823,0.0593527,-0.827347,10.6145,-1.63281,-0.0381554,0.0022921,-1.18572,0.0593527,-0.785779,11.988,-1.06093,-0.0014824,-0.0125686,-1.18615,0.0593527,-0.815553,11.0205,-0.657604,-1.61226,-0.366515,0.0168119,0.0593527,-0.797621,11.5813,-2.03628,-1.61453,-0.464667,0.0180566,0.0593527,
1.3837,-0.839654,11.3508,-1.39467,-0.0310015,-0.0350758,-0.57221,0.24652,-0.839654,11.3508,-1.39467,-0.0310015,-0.0350758,-0.57221,0.24652,-0.839654,11.3508,-1.39467,-0.0310015,-0.0350758,-0.57221,0.24652,-0.839654,11.3508,-1.39467,-0.0310015,-0.0350758,-0.57221,0.24652,-0.839654,11.3508,-1.39467,-0.0310015,-0.0350758,-0.57221,0.24652,-1.5707,11.3629,-1.4058,-0.0455033,-0.0735987,-2.92232,0.0593527,-0.0856301,11.3098,-1.35426,-0.0292524,-0.00111382,-2.92292,0.0593527,-0.848973,10.6104,-1.54252,-0.0921645,-0.00635666,-1.35918,0.0593527,-0.806855,12.0621,-1.21698,0.0479796,-0.0362706,-1.36241,0.0593527,-0.846767,11.18,-0.651973,-1.6301,-0.607731,0.0417013,0.0593527,-0.809019,11.493,-2.10749,-1.62757,-0.537914,0.0410917,0.0593527,
1.3938,-0.860851,11.3733,-1.43025,-0.02674,-0.0533526,-0.746381,0.24652,-0.860851,11.3733,-1.43025,-0.02674,-0.0533526,-0.746381,0.24652,-0.860851,11.3733,-1.43025,-0.02674,-0.0533526,-0.746381,0.24652,-0.860851,11.3733,-1.43025,-0.02674,-0.0533526,-0.746381,0.24652,-0.860851,11.3733,-1.43025,-0.02674,-0.0533526,-0.746381,0.24652,-1.59196,11.3859,-1.45261,-0.0323871,-0.0262889,-3.09717,0.0593527,-0.10778,11.3373,-1.37294,-0.0355151,-0.0988773,-3.09697,0.0593527,-0.872411,10.6185,-1.4472,0.0115489,-0.039313,-1.53586,0.0593527,-0.826164,12.1046,-1.37842,-0.0449953,-0.0372867,-1.53399,0.0593527,-0.878438,11.3342,-0.669523,-1.6544,-0.76474,0.0738132,0.0593527,-0.820806,11.3894,-2.15599,-1.64851,-0.696028,0.070454,0.0593527,
1.4039,-0.882313,11.3857,-1.46552,-0.0210501,-0.0708455,-0.919364,0.24652,-0.882313,11.3857,-1.46552,-0.0210501,-0.0708455,-0.919364,0.24652,-0.882313,11.3857,-1.46552,-0.0210501,-0.0708455,-0.919364,0.24652,-0.882313,11.3857,-1.46552,-0.0210501,-0.0708455,-0.919364,0.24652,-0.882313,11.3857,-1.46552,-0.0210501,-0.0708455,-0.919364,0.24652,-1.61275,11.3964,-1.49923,-0.0340465,-0.0179095,3.0118,0.0593527,-0.130143,11.3577,-1.39245,-0.026085,-0.0800786,3.0114,0.0593527,-0.897293,10.6396,-1.35087,0.0474469,-0.0457116,-1.71252,0.0593527,-0.843638,12.1145,-1.54101,-0.0795419,-0.0633708,-1.70554,0.0593527,-0.909636,11.4789,-0.709568,-1.68343,-0.879464,0.112285,0.0593527,-0.832615,11.2745,-2.18251,-1.70331,-0.971205,0.128994,0.0593527,
1.414,-0.903355,11.3877,-1.50011,-0.0123608,-0.0875309,-1.09415,0.24652,-0.903355,11.3877,-1.50011,-0.0123608,-0.0875309,-1.09415,0.24652,-0.903355,11.3877,-1.50011,-0.0123608,-0.0875309,-1.09415,0.24652,-0.903355,11.3877,-1.50011,-0.0123608,-0.0875309,-1.09415,0.24652,-0.903355,11.3877,-1.50011,-0.0123608,-0.0875309,-1.09415,0.24652,-1.63337,11.3945,-1.54595,-0.0104092,-0.111298,2.83594,0.0593527,-0.15237,11.3704,-1.41379,-0.0380702,-0.0234736,2.83781,0.0593527,-0.924793,10.6727,-1.25808,-0.0496351,-0.0832282,-1.88078,0.0593527,-0.860441,12.0924,-1.7009,0.0245712,-0.0592767,-1.88651,0.0593527,-0.94016,11.6112,-0.772561,-1.75728,-1.0869,0.191794,0.0593527,-0.845203,11.1537,-2.18615,-1.77409,-1.12124,0.207373,0.0593527,
1.4241,-0.924615,11.3796,-1.53463,0.000286788,-0.101765,-1.27072,0.24652,-0.924615,11.3796,-1.53463,0.000286788,-0.101765,-1.27072,0.24652,-0.924615,11.3796,-1.53463,0.000286788,-0.101765,-1.27072,0.24652,-0.924615,11.3796,-1.53463,0.000286788,-0.101765,-1.27072,0.24652,-0.924615,11.3796,-1.53463,0.000286788,-0.101765,-1.27072,0.24652,-1.6539,11.3808,-1.59092,0.000968389,-0.115913,2.66078,0.0593527,-0.174909,11.3753,-1.43572,-0.0204022,-0.0747175,2.66282,0.0593527,-0.953241,10.7177,-1.17245,-0.0517836,-0.111957,-2.05407,0.0593527,-0.87527,12.0384,-1.85378,0.052972,-0.0565186,-2.06303,0.0593527,-0.969731,11.7265,-0.857574,-1.94762,-1.29123,0.386697,0.0593527,-0.85864,11.0302,-2.16906,-1.84773,-1.19886,0.292552,0.0593527,
1.4342,-0.945986,11.3615,-1.56876,0.0157363,-0.114203,-1.44684,0.24652,-0.945986,11.3615,-1.56876,0.0157363,-0.114203,-1.44684,0.24652,-0.945986,11.3615,-1.56876,0.0157363,-0.114203,-1.44684,0.24652,-0.945986,11.3615,-1.56876,0.0157363,-0.114203,-1.44684,0.24652,-0.945986,11.3615,-1.56876,0.0157363,-0.114203,-1.44684,0.24652,-1.67436,11.3554,-1.63454,-0.0276747,-0.0685422,2.48927,0.0593527,-0.197839,11.3722,-1.45974,0.0379084,-0.15324,2.482,0.0593527,-0.982533,10.7725,-1.09752,0.0498112,-0.0678051,-2.23768,0.0593527,-0.888198,11.9549,-1.99688,-0.0205548,-0.122607,-2.23121,0.0593527,-0.998256,11.8206,-0.962854,-2.27031,-1.3919,0.718855,0.0593527,-0.873401,10.9068,-2.13162,-2.28006,-1.39287,0.729115,0.0593527,
1.4443,-0.967303,11.3335,-1.60261,0.0322255,-0.124243,-1.62199,0.24652,-0.967303,11.3335,-1.60261,0.0322255,-0.124243,-1.62199,0.24652,-0.967303,11.3335,-1.60261,0.0322255,-0.124243,-1.62199,0.24652,-0.967303,11.3335,-1.60261,0.0322255,-0.124243,-1.62199,0.24652,-0.967303,11.3335,-1.60261,0.0322255,-0.124243,-1.62199,0.24652,-1.69481,11.318,-1.67655,0.0160072,-0.117646,2.31102,0.0593527,-0.220593,11.3609,-1.48626,0.0338232,-0.134,2.30878,0.0593527,-1.01316,10.8357,-1.03673,0.0566812,-0.0739676,-2.41314,0.0593527,-0.900393,11.8431,-2.12602,-0.00877652,-0.146398,-2.40596,0.0593527,-1.02533,11.8909,-1.0861,2.99646,-1.44098,1.74336,0.0593527,-0.889417,10.7874,-2.07635,2.44537,-1.3995,2.28944,0.0593527,
1.4544,-0.988391,11.2956,-1.6356,0.0506082,-0.131581,-1.79798,0.24652,-0.988391,11.2956,-1.6356,0.0506082,-0.131581,-1.79798,0.24652,-0.988391,11.2956,-1.6356,0.0506082,-0.131581,-1.79798,0.24652,-0.988391,11.2956,-1.6356,0.0506082,-0.131581,-1.79798,0.24652,-0.988391,11.2956,-1.6356,0.0506082,-0.131581,-1.79798,0.24652,-1.7148,11.2688,-1.71676,0.0846123,-0.159324,2.12745,0.0593527,-0.243176,11.3403,-1.51565,-0.0117421,-0.0988188,2.13987,0.0593527,-1.04549,10.9035,-0.992643,0.0121621,-0.163662,-2.58214,0.0593527,-0.912502,11.7062,-2.23926,0.0671744,-0.0757186,-2.58908,0.0593527,-1.05087,11.9346,-1.22526,2.09845,-1.2833,2.64508,0.0593527,-0.906925,10.6754,-2.00684,2.15999,-1.31109,2.58624,0.0593527,
1.4645,-1.00981,11.2476,-1.66866,0.0706691,-0.135005,-1.97541,0.24652,-1.00981,11.2476,-1.66866,0.0706691,-0.135005,-1.97541,0.24652,-1.00981,11.2476,-1.66866,0.0706691,-0.135005,-1.97541,0.24652,-1.00981,11.2476,-1.66866,0.0706691,-0.135005,-1.97541,0.24652,-1.00981,11.2476,-1.66866,0.0706691,-0.135005,-1.97541,0.24652,-1.7352,11.2094,-1.75435,0.0416898,-0.129828,1.95968,0.0593527,-0.2661,11.311,-1.54718,0.0408039,-0.129331,1.95979,0.0593527,-1.07735,10.9735,-0.968392,0.044408,-0.158792,-2.7607,0.0593527,-0.92315,11.5471,-2.33286,0.0761429,-0.0796009,-2.76469,0.0593527,-1.07469,11.9484,-1.37642,1.93671,-1.12341,2.81432,0.0593527,-0.925974,10.5724,-1.92534,1.99997,-1.18981,2.75713,0.0593527,
1.4746,-1.03107,11.1899,-1.70141,0.0912245,-0.134956,-2.1528,0.24652,-1.03107,11.1899,-1.70141,0.0912245,-0.134956,-2.1528,0.24652,-1.03107,11.1899,-1.70141,0.0912245,-0.134956,-2.1528,0.24652,-1.03107,11.1899,-1.70141,0.0912245,-0.134956,-2.1528,0.24652,-1.03107,11.1899,-1.70141,0.0912245,-0.134956,-2.1528,0.24652,-1.75537,11.1394,-1.78964,0.025252,-0.127225,1.78788,0.0593527,-0.289068,11.2722,-1.58173,0.134312,-0.150298,1.77277,0.0593527,-1.10965,11.0417,-0.96509,0.0887607,-0.0693369,-2.94043,0.0593527,-0.933624,11.3695,-2.40632,0.0670882,-0.17416,-2.93778,0.0593527,-1.09697,11.9308,-1.53588,1.88371,-1.00262,2.87917,0.0593527,-0.947137,10.4801,-1.83529,1.85899,-0.946844,2.90009,0.0593527,
1.4847,-1.05263,11.1225,-1.7338,0.111443,-0.131835,-2.32892,0.24652,-1.05263,11.1225,-1.7338,0.111443,-0.131835,-2.32892,0.24652,-1.05263,11.1225,-1.7338,0.111443,-0.131835,-2.32892,0.24652,-1.05263,11.1225,-1.7338,0.111443,-0.131835,-2.32892,0.24652,-1.05263,11.1225,-1.7338,0.111443,-0.131835,-2.32892,0.24652,-1.77572,11.0584,-1.82244,0.133163,-0.138519,1.59934,0.0593527,-0.311787,11.2226,-1.6194,0.11269,-0.137985,1.60215,0.0593527,-1.1417,11.1047,-0.984192,0.0967892,-0.0957641,-3.11579,0.0593527,-0.94394,11.1767,-2.45743,0.095103,-0.160294,-3.1158,0.0593527,-1.11712,11.8811,-1.70046,1.82605,-0.8068,2.94321,0.0593527,-0.969685,10.4002,-1.74097,1.81475,-0.761171,2.95209,0.0593527,
1.4948,-1.07364,11.0456,-1.76573,0.131,-0.12528,-2.50487,0.24652,-1.07364,11.0456,-1.76573,0.131,-0.12528,-2.50487,0.24652,-1.07364,11.0456,-1.76573,0.131,-0.12528,-2.50487,0.24652,-1.07364,11.0456,-1.76573,0.131,-0.12528,-2.50487,0.24652,-1.07364,11.0456,-1.76573,0.131,-0.12528,-2.50487,0.24652,-1.79584,10.968,-1.85259,0.162536,-0.126635,1.42166,0.0593527,-0.334194,11.1624,-1.6598,0.0638503,-0.140519,1.43482,0.0593527,-1.17462,11.1584,-1.02593,0.123728,-0.178593,2.98957,0.0593527,-0.955748,10.9726,-2.48648,0.106524,-0.0663305,2.9915,0.0593527,-1.1359,11.7984,-1.86617,1.79143,-0.594528,2.98464,0.0593527,-0.994002,10.3325,-1.64671,1.80576,-0.664094,2.97648,0.0593527,
1.5049,-1.09533,10.9587,-1.79778,0.149729,-0.114833,-2.68154,0.24652,-1.09533,10.9587,-1.79778,0.149729,-0.114833,-2.68154,0.24652,-1.09533,10.9587,-1.79778,0.149729,-0.114833,-2.68154,0.24652,-1.09533,10.9587,-1.79778,0.149729,-0.114833,-2.68154,0.24652,-1.09533,10.9587,-1.79778,0.149729,-0.114833,-2.68154,0.24652,-1.81637,10.8687,-1.88042,0.0950868,-0.139061,1.2566,0.0593527,-0.356813,11.0913,-1.70293,0.129486,-0.127794,1.25202,0.0593527,-1.2054,11.1986,-1.09026,0.14015,-0.135064,2.81372,0.0593527,-0.966762,10.7617,-2.49291,0.121886,-0.0815552,2.81544,0.0593527,-1.15279,11.6828,-2.02807,1.78161,-0.460925,3.00806,0.0593527,-1.01976,10.2773,-1.55539,1.78494,-0.477066,3.00736,0.0593527,
1.515,-1.11659,10.8622,-1.82964,0.165962,-0.101417,-2.85783,0.24652,-1.11659,10.8622,-1.82964,0.165962,-0.101417,-2.85783,0.24652,-1.11659,10.8622,-1.82964,0.165962,-0.101417,-2.85783,0.24652,-1.11659,10.8622,-1.82964,0.165962,-0.101417,-2.85783,0.24652,-1.11659,10.8622,-1.82964,0.165962,-0.101417,-2.85783,0.24652,-1.83695,10.7604,-1.90589,0.132261,-0.126405,1.07789,0.0593527,-0.379315,11.0088,-1.7488,0.203859,-0.0879687,1.07022,0.0593527,-1.23581,11.2214,-1.17632,0.121181,-0.0522467,2.64079,0.0593527,-0.979244,10.5475,-2.47815,0.175238,-0.149957,2.63544,0.0593527,-1.16844,11.5356,-2.18275,1.77328,-0.309597,3.03051,0.0593527,-1.04751,10.2333,-1.4712,1.7652,-0.234589,3.03314,0.0593527,
1.5251,-1.13829,10.7564,-1.86151,0.179971,-0.0853661,-3.03262,0.24652,-1.13829,10.7564,-1.86151,0.179971,-0.0853661,-3.03262,0.24652,-1.13829,10.7564,-1.86151,0.179971,-0.0853661,-3.03262,0.24652,-1.13829,10.7564,-1.86151,0.179971,-0.0853661,-3.03262,0.24652,-1.13829,10.7564,-1.86151,0.179971,-0.0853661,-3.03262,0.24652,-1.8576,10.643,-1.9288,0.215065,-0.0653064,0.895903,0.0593527,-0.40133,10.9135,-1.79647,0.181497,-0.0919298,0.89854,0.0593527,-1.26493,11.2238,-1.28203,0.153471,-0.0771552,2.46416,0.0593527,-0.99256,10.3334,-2.44331,0.179099,-0.108797,2.46147,0.0593527,-1.18232,11.3579,-2.32711,1.76171,-0.0874994,3.05195,0.0593527,-1.07602,10.1991,-1.39847,1.76349,-0.0981641,3.05257,0.0593527,
1.5352,-1.15946,10.6408,-1.89323,0.191255,-0.0669597,3.07631,0.24652,-1.15946,10.6408,-1.89323,0.191255,-0.0669597,3.07631,0.24652,-1.15946,10.6408,-1.89323,0.191255,-0.0669597,3.07631,0.24652,-1.15946,10.6408,-1.89323,0.191255,-0.0669597,3.07631,0.24652,-1.15946,10.6408,-1.89323,0.191255,-0.0669597,3.07631,0.24652,-1.87843,10.5182,-1.95023,0.19564,-0.0711856,0.723486,0.0593527,-0.42319,10.8061,-1.84615,0.15528,-0.116335,0.727264,0.0593527,-1.29347,11.2018,-1.40601,0.220091,-0.112094,2.28394,0.0593527,-1.00815,10.1228,-2.39062,0.13304,-0.0364563,2.29028,0.0593527,-1.19557,11.1522,-2.45712,1.75952,0.0916977,3.07137,0.0593527,-1.1057,10.1721,-1.33975,1.7648,0.0224547,3.07211,0.0593527,
1.5453,-1.18118,10.5154,-1.9252,0.19934,-0.0463589,2.90158,0.24652,-1.18118,10.5154,-1.9252,0.19934,-0.0463589,2.90158,0.24652,-1.18118,10.5154,-1.9252,0.19934,-0.0463589,2.90158,0.24652,-1.18118,10.5154,-1.9252,0.19934,-0.0463589,2.90158,0.24652,-1.18118,10.5154,-1.9252,0.19934,-0.0463589,2.90158,0.24652,-1.8995,10.3856,-1.97025,0.17041,-0.104927,0.551895,0.0593527,-0.44487,10.686,-1.89736,0.192755,-0.0685658,0.549955,0.0593527,-1.31946,11.1528,-1.54458,0.196534,-0.0628094,2.11271,0.0593527,-1.02417,9.91885,-2.32289,0.16507,-0.043865,2.11424,0.0593527,-1.20777,10.9213,-2.56954,1.76355,0.215928,3.09147,0.0593527,-1.13619,10.1504,-1.29789,1.76231,0.252326,3.09181,0.0593527,
1.5554,-1.20268,10.3804,-1.95724,0.203478,-0.0248897,2.72718,0.24652,-1.20268,10.3804,-1.95724,0.203478,-0.0248897,2.72718,0.24652,-1.20268,10.3804,-1.95724,0.203478,-0.0248897,2.72718,0.24652,-1.20268,10.3804,-1.95724,0.203478,-0.0248897,2.72718,0.24652,-1.20268,10.3804,-1.95724,0.203478,-0.0248897,2.72718,0.24652,-1.92087,10.2453,-1.98886,0.205971,-0.0350099,0.375591,0.0593527,-0.466585,10.5529,-1.9496,0.220756,0.00206097,0.375334,0.0593527,-1.34384,11.0743,-1.69517,0.139064,-0.0165643,1.94047,0.0593527,-1.04201,9.72401,-2.24315,0.242853,-0.0565738,1.93661,0.0593527,-1.21945,10.6684,-2.6627,1.76753,0.402599,3.11254,0.0593527,-1.16753,10.1301,-1.27542,1.76645,0.460326,3.11274,0.0593527,
1.5655,-1.22431,10.2359,-1.98962,0.203979,-0.00276835,2.55373,0.24652,-1.22431,10.2359,-1.98962,0.203979,-0.00276835,2.55373,0.24652,-1.22431,10.2359,-1.98962,0.203979,-0.00276835,2.55373,0.24652,-1.22431,10.2359,-1.98962,0.203979,-0.00276835,2.55373,0.24652,-1.22431,10.2359,-1.98962,0.203979,-0.00276835,2.55373,0.24652,-1.94229,10.0976,-2.0066,0.216915,0.0292368,0.201801,0.0593527,-0.487571,10.4065,-2.00183,0.209857,-0.00444735,0.20172,0.0593527,-1.36703,10.965,-1.85398,0.186134,-0.0148347,1.76512,0.0593527,-1.06184,9.53949,-2.15471,0.210847,-0.0196863,1.76451,0.0593527,-1.2307,10.3964,-2.73443,1.77723,0.621251,3.13721,0.0593527,-1.19868,10.1075,-1.2743,1.77822,0.567066,3.13836,0.0593527,
1.5756,-1.24574,10.0816,-2.02215,0.200879,0.0198214,2.38021,0.24652,-1.24574,10.0816,-2.02215,0.200879,0.0198214,2.38021,0.24652,-1.24574,10.0816,-2.02215,0.200879,0.0198214,2.38021,0.24652,-1.24574,10.0816,-2.02215,0.200879,0.0198214,2.38021,0.24652,-1.24574,10.0816,-2.02215,0.200879,0.0198214,2.38021,0.24652,-1.96393,9.94283,-2.02457,0.206124,-0.0121567,0.0279458,0.0593527,-0.508624,10.247,-2.05395,0.205461,-0.0336326,0.0279566,0.0593527,-1.38854,10.823,-2.01736,0.251254,0.00335437,1.59118,0.0593527,-1.08364,9.36696,-2.06144,0.135696,0.00566255,1.59043,0.0593527,-1.24229,10.1102,-2.78379,1.79574,0.768105,-3.11414,0.0593527,-1.22976,10.0795,-1.29506,1.79506,0.728252,-3.11399,0.0593527,
1.5857,-1.26737,9.9174,-2.05495,0.193862,0.0414536,2.20587,0.24652,-1.26737,9.9174,-2.05495,0.193862,0.0414536,2.20587,0.24652,-1.26737,9.9174,-2.05495,0.193862,0.0414536,2.20587,0.24652,-1.26737,9.9174,-2.05495,0.193862,0.0414536,2.20587,0.24652,-1.26737,9.9174,-2.05495,0.193862,0.0414536,2.20587,0.24652,-1.98587,9.78078,-2.04282,0.207035,-0.0066361,-0.145665,0.0593527,-0.529284,10.0744,-2.1057,0.203763,0.0154448,-0.14568,0.0593527,-1.40791,10.6486,-2.18099,0.195931,0.0261445,1.41705,0.0593527,-1.10665,9.2067,-1.96749,0.173507,0.0226624,1.41648,0.0593527,-1.25418,9.81346,-2.80972,1.82352,0.906138,-3.073,0.0593527,-1.2607,10.042,-1.33865,1.83264,0.973087,-3.06512,0.0593527,
1.5958,-1.28908,9.74339,-2.08823,0.182994,0.0615713,2.03143,0.24652,-1.28908,9.74339,-2.08823,0.182994,0.0615713,2.03143,0.24652,-1.28908,9.74339,-2.08823,0.182994,0.0615713,2.03143,0.24652,-1.28908,9.74339,-2.08823,0.182994,0.0615713,2.03143,0.24652,-1.28908,9.74339,-2.08823,0.182994,0.0615713,2.03143,0.24652,-2.008,9.61166,-2.06139,0.183111,0.0804803,-0.32032,0.0593527,-0.550133,9.8887,-2.15598,0.180862,0.0875912,-0.320521,0.0593527,-1.42537,10.4417,-2.34109,0.128841,0.0267789,1.24094,0.0593527,-1.13101,9.05883,-1.87647,0.234521,0.0626849,1.24541,0.0593527,-1.26653,9.50978,-2.81333,1.88753,1.11419,-2.9981,0.0593527,-1.29103,9.9908,-1.40433,1.89624,1.13419,-2.9895,0.0593527,
1.6059,-1.31062,9.55971,-2.12185,0.168704,0.0797302,1.85703,0.24652,-1.31062,9.55971,-2.12185,0.168704,0.0797302,1.85703,0.24652,-1.31062,9.55971,-2.12185,0.168704,0.0797302,1.85703,0.24652,-1.31062,9.55971,-2.12185,0.168704,0.0797302,1.85703,0.24652,-1.31062,9.55971,-2.12185,0.168704,0.0797302,1.85703,0.24652,-2.03027,9.43496,-2.08157,0.168911,0.0926605,-0.495117,0.0593527,-0.570291,9.69027,-2.20455,0.171817,0.0869024,-0.49485,0.0593527,-1.44214,10.2033,-2.49413,0.168161,0.0620336,1.068,0.0593527,-1.15751,8.92213,-1.79222,0.17907,0.0680227,1.06863,0.0593527,-1.2799,9.2032,-2.79457,2.04825,1.30186,-2.82661,0.0593527,-1.32014,9.92173,-1.49135,1.98369,1.23388,-2.88768,0.0593527,
1.616,-1.33212,9.3658,-2.15583,0.15115,0.095921,1.68184,0.24652,-1.33212,9.3658,-2.15583,0.15115,0.095921,1.68184,0.24652,-1.33212,9.3658,-2.15583,0.15115,0.095921,1.68184,0.24652,-1.33212,9.3658,-2.15583,0.15115,0.095921,1.68184,0.24652,-1.33212,9.3658,-2.15583,0.15115,0.095921,1.68184,0.24652,-2.05252,9.25069,-2.10348,0.18795,0.0594004,-0.667323,0.0593527,-0.590602,9.47956,-2.25063,0.186064,0.0617628,-0.66744,0.0593527,-1.45752,9.93504,-2.63591,0.200694,0.115519,0.897652,0.0593527,-1.18529,8.79516,-1.71836,0.10974,0.0425906,0.890214,0.0593527,-1.2946,8.8978,-2.75623,2.4017,1.41327,-2.45971,0.0593527,-1.3481,9.83237,-1.59807,2.40721,1.4134,-2.45368,0.0593527,
