time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_SPcWAS).X,6_rod(payload_bars compound_SPcWAS).Y,6_rod(payload_bars compound_SPcWAS).Z,6_rod(payload_bars compound_SPcWAS).Euler1,6_rod(payload_bars compound_SPcWAS).Euler2,6_rod(payload_bars compound_SPcWAS).Euler3,6_rod(payload_bars compound_SPcWAS).mass,7_rod(payload_bars compound_SPcWAS).X,7_rod(payload_bars compound_SPcWAS).Y,7_rod(payload_bars compound_SPcWAS).Z,7_rod(payload_bars compound_SPcWAS).Euler1,7_rod(payload_bars compound_SPcWAS).Euler2,7_rod(payload_bars compound_SPcWAS).Euler3,7_rod(payload_bars compound_SPcWAS).mass,8_rod(payload_bars compound_SPcWAS).X,8_rod(payload_bars compound_SPcWAS).Y,8_rod(payload_bars compound_SPcWAS).Z,8_rod(payload_bars compound_SPcWAS).Euler1,8_rod(payload_bars compound_SPcWAS).Euler2,8_rod(payload_bars compound_SPcWAS).Euler3,8_rod(payload_bars compound_SPcWAS).mass,9_rod(payload_bars compound_SPcWAS).X,9_rod(payload_bars compound_SPcWAS).Y,9_rod(payload_bars compound_SPcWAS).Z,9_rod(payload_bars compound_SPcWAS).Euler1,9_rod(payload_bars compound_SPcWAS).Euler2,9_rod(payload_bars compound_SPcWAS).Euler3,9_rod(payload_bars compound_SPcWAS).mass,10_rod(payload_bars compound_SPcWAS).X,10_rod(payload_bars compound_SPcWAS).Y,10_rod(payload_bars compound_SPcWAS).Z,10_rod(payload_bars compound_SPcWAS).Euler1,10_rod(payload_bars compound_SPcWAS).Euler2,10_rod(payload_bars compound_SPcWAS).Euler3,10_rod(payload_bars compound_SPcWAS).mass,
0.808,0.202874,1.87022,-0.0942917,-2.90236,0.815347,-0.888098,0.0199491,-0.460345,2.07726,-1.12899,1.91675,0.4276,-1.54304,0.0199491,-0.292533,2.03434,-0.961402,3.13464,0.898435,0.193897,0.0199491,-0.377742,2.26284,-0.452128,2.71813,1.01048,0.353723,0.0199491,0.063938,2.39,-0.718497,0.805756,0.206405,-1.3605,0.0199645,-0.392816,1.83088,-0.527588,0.268463,0.568029,-1.13718,0.0199491,0.125392,1.895,-0.664292,-3.14159,0.919724,1.5708,0.256021,0.125392,1.895,-0.664292,-3.14159,0.919724,1.5708,0.256021,0.125392,1.895,-0.664292,-3.14159,0.919724,1.5708,0.256021,0.125392,1.895,-0.664292,-3.14159,0.919724,1.5708,0.256021,0.125392,1.895,-0.664292,-3.14159,0.919724,1.5708,0.256021,
0.8181,0.202878,1.86988,-0.0952382,-2.90511,0.818277,-0.889528,0.0199491,-0.459109,2.07744,-1.13064,1.91627,0.428265,-1.5441,0.0199491,-0.291529,2.03434,-0.962873,3.13474,0.900151,0.19422,0.0199491,-0.37729,2.26305,-0.453767,2.71684,1.01143,0.352429,0.0199491,0.0647549,2.39,-0.719374,0.803855,0.205837,-1.36182,0.0199645,-0.392387,1.83101,-0.529107,0.26948,0.566215,-1.13643,0.0199491,0.12598,1.895,-0.665191,-3.14159,0.921057,1.5708,0.256021,0.12598,1.895,-0.665191,-3.14159,0.921057,1.5708,0.256021,0.12598,1.895,-0.665191,-3.14159,0.921057,1.5708,0.256021,0.12598,1.895,-0.665191,-3.14159,0.921057,1.5708,0.256021,0.12598,1.895,-0.665191,-3.14159,0.921057,1.5708,0.256021,
0.8282,0.202692,1.86926,-0.096032,-2.91169,0.823288,-0.893783,0.0199491,-0.457905,2.07756,-1.13226,1.91593,0.428851,-1.54522,0.0199491,-0.290559,2.03433,-0.96431,3.13483,0.901803,0.19445,0.0199491,-0.376957,2.26309,-0.455362,2.71546,1.01265,0.350771,0.0199491,0.0655135,2.39,-0.72023,0.80237,0.205195,-1.36306,0.0199645,-0.39198,1.83107,-0.53065,0.271429,0.563984,-1.13516,0.0199491,0.126546,1.895,-0.66607,-3.14159,0.922379,1.5708,0.256021,0.126546,1.895,-0.66607,-3.14159,0.922379,1.5708,0.256021,0.126546,1.895,-0.66607,-3.14159,0.922379,1.5708,0.256021,0.126546,1.895,-0.66607,-3.14159,0.922379,1.5708,0.256021,0.126546,1.895,-0.66607,-3.14159,0.922379,1.5708,0.256021,
0.8383,0.202936,1.86961,-0.0967859,-2.90692,0.821457,-0.889842,0.0199491,-0.456999,2.07776,-1.13346,1.91481,0.429155,-1.54602,0.0199491,-0.289766,2.03428,-0.965432,3.13481,0.902784,0.194304,0.0199491,-0.376418,2.2634,-0.456531,2.71404,1.01221,0.350011,0.0199491,0.0660421,2.39,-0.720938,0.802407,0.204468,-1.36374,0.0199645,-0.391561,1.83136,-0.531818,0.269618,0.563564,-1.13605,0.0199491,0.12705,1.895,-0.666776,-3.14159,0.923398,1.5708,0.256021,0.12705,1.895,-0.666776,-3.14159,0.923398,1.5708,0.256021,0.12705,1.895,-0.666776,-3.14159,0.923398,1.5708,0.256021,0.12705,1.895,-0.666776,-3.14159,0.923398,1.5708,0.256021,0.12705,1.895,-0.666776,-3.14159,0.923398,1.5708,0.256021,
0.8484,0.202703,1.87031,-0.0974611,-2.90052,0.819225,-0.884677,0.0199491,-0.455876,2.07792,-1.13497,1.91375,0.429691,-1.54711,0.0199491,-0.288817,2.03425,-0.966806,3.13487,0.904048,0.194315,0.0199491,-0.375884,2.26374,-0.45805,2.71309,1.0128,0.34963,0.0199491,0.0667061,2.39002,-0.721826,0.801994,0.203715,-1.36469,0.0199645,-0.391097,1.83162,-0.533267,0.267254,0.563212,-1.13754,0.0199491,0.127643,1.89502,-0.667636,-3.14152,0.924626,1.57085,0.256021,0.127643,1.89502,-0.667636,-3.14152,0.924626,1.57085,0.256021,0.127643,1.89502,-0.667636,-3.14152,0.924626,1.57085,0.256021,0.127643,1.89502,-0.667636,-3.14152,0.924626,1.57085,0.256021,0.127643,1.89502,-0.667636,-3.14152,0.924626,1.57085,0.256021,
0.8585,0.202649,1.87047,-0.0978528,-2.89966,0.81953,-0.883612,0.0199491,-0.454995,2.07792,-1.13592,1.91312,0.429793,-1.54797,0.0199491,-0.288029,2.03415,-0.967694,3.13469,0.904519,0.193739,0.0199491,-0.375457,2.2637,-0.459034,2.71286,1.01363,0.349199,0.0199491,0.0671835,2.39,-0.722415,0.80358,0.20283,-1.36487,0.0199645,-0.39061,1.83162,-0.534276,0.2672,0.562402,-1.13767,0.0199491,0.128235,1.895,-0.668231,-3.14159,0.925425,1.5708,0.256021,0.128235,1.895,-0.668231,-3.14159,0.925425,1.5708,0.256021,0.128235,1.895,-0.668231,-3.14159,0.925425,1.5708,0.256021,0.128235,1.895,-0.668231,-3.14159,0.925425,1.5708,0.256021,0.128235,1.895,-0.668231,-3.14159,0.925425,1.5708,0.256021,
0.8686,0.20252,1.87056,-0.0984937,-2.89941,0.82062,-0.882924,0.0199491,-0.453898,2.07785,-1.13732,1.91238,0.429833,-1.54918,0.0199491,-0.28706,2.03405,-0.96897,3.13453,0.905235,0.19309,0.0199491,-0.375085,2.26362,-0.460437,2.71263,1.01499,0.348607,0.0199491,0.067698,2.39,-0.723294,0.805587,0.201614,-1.36525,0.0199645,-0.3901,1.83159,-0.535721,0.267302,0.561168,-1.13789,0.0199491,0.128906,1.895,-0.669058,-3.14159,0.926605,1.5708,0.256021,0.128906,1.895,-0.669058,-3.14159,0.926605,1.5708,0.256021,0.128906,1.895,-0.669058,-3.14159,0.926605,1.5708,0.256021,0.128906,1.895,-0.669058,-3.14159,0.926605,1.5708,0.256021,0.128906,1.895,-0.669058,-3.14159,0.926605,1.5708,0.256021,
0.8787,0.202087,1.87011,-0.0988823,-2.90614,0.825664,-0.887334,0.0199491,-0.452794,2.07779,-1.13878,1.91256,0.430369,-1.55033,0.0199491,-0.286204,2.03407,-0.970175,3.13467,0.906765,0.19353,0.0199491,-0.374894,2.26352,-0.46179,2.71214,1.0169,0.347508,0.0199491,0.0684516,2.39,-0.723991,0.803352,0.201298,-1.36644,0.0199645,-0.389752,1.83149,-0.537044,0.268438,0.559647,-1.13748,0.0199491,0.129415,1.895,-0.669796,-3.14159,0.927664,1.5708,0.256021,0.129415,1.895,-0.669796,-3.14159,0.927664,1.5708,0.256021,0.129415,1.895,-0.669796,-3.14159,0.927664,1.5708,0.256021,0.129415,1.895,-0.669796,-3.14159,0.927664,1.5708,0.256021,0.129415,1.895,-0.669796,-3.14159,0.927664,1.5708,0.256021,
0.8888,0.202078,1.86987,-0.0990873,-2.90986,0.828062,-0.889686,0.0199491,-0.452156,2.07786,-1.1394,1.91234,0.43076,-1.55077,0.0199491,-0.285678,2.03407,-0.970714,3.13476,0.907488,0.193844,0.0199491,-0.374542,2.26358,-0.462332,2.71093,1.01672,0.346625,0.0199491,0.0690107,2.39,-0.724278,0.801703,0.201349,-1.36705,0.0199645,-0.389407,1.83155,-0.537598,0.268026,0.559388,-1.13773,0.0199491,0.129802,1.895,-0.670156,-3.14159,0.928061,1.5708,0.256021,0.129802,1.895,-0.670156,-3.14159,0.928061,1.5708,0.256021,0.129802,1.895,-0.670156,-3.14159,0.928061,1.5708,0.256021,0.129802,1.895,-0.670156,-3.14159,0.928061,1.5708,0.256021,0.129802,1.895,-0.670156,-3.14159,0.928061,1.5708,0.256021,
0.8989,0.202167,1.86987,-0.0992727,-2.91042,0.828543,-0.889736,0.0199491,-0.45185,2.07787,-1.1397,1.9117,0.430759,-1.55114,0.0199491,-0.285379,2.034,-0.97102,3.13465,0.907366,0.193435,0.0199491,-0.374322,2.2636,-0.462697,2.71101,1.01705,0.346634,0.0199491,0.0691625,2.39,-0.724506,0.802899,0.200984,-1.36693,0.0199645,-0.389173,1.83155,-0.537953,0.268192,0.559082,-1.13766,0.0199491,0.130066,1.895,-0.670391,-3.14159,0.928289,1.5708,0.256021,0.130066,1.895,-0.670391,-3.14159,0.928289,1.5708,0.256021,0.130066,1.895,-0.670391,-3.14159,0.928289,1.5708,0.256021,0.130066,1.895,-0.670391,-3.14159,0.928289,1.5708,0.256021,0.130066,1.895,-0.670391,-3.14159,0.928289,1.5708,0.256021,
0.909,0.202218,1.8699,-0.099361,-2.91072,0.828737,-0.889614,0.0199491,-0.451733,2.07785,-1.13981,1.91133,0.430654,-1.55129,0.0199491,-0.285243,2.03393,-0.971158,3.13455,0.907148,0.19307,0.0199491,-0.374205,2.2636,-0.462869,2.71119,1.01723,0.346759,0.0199491,0.0691972,2.39,-0.724606,0.803952,0.200741,-1.36675,0.0199645,-0.389047,1.83155,-0.538123,0.268218,0.558971,-1.13765,0.0199491,0.130205,1.895,-0.67051,-3.14159,0.928387,1.5708,0.256021,0.130205,1.895,-0.67051,-3.14159,0.928387,1.5708,0.256021,0.130205,1.895,-0.67051,-3.14159,0.928387,1.5708,0.256021,0.130205,1.895,-0.67051,-3.14159,0.928387,1.5708,0.256021,0.130205,1.895,-0.67051,-3.14159,0.928387,1.5708,0.256021,
0.9191,0.202202,1.86992,-0.0993568,-2.91101,0.828838,-0.889503,0.0199491,-0.451755,2.07783,-1.13979,1.91112,0.430532,-1.55132,0.0199491,-0.285237,2.03388,-0.971169,3.13448,0.906931,0.1928,0.0199491,-0.374182,2.2636,-0.462901,2.71139,1.01731,0.346929,0.0199491,0.0691499,2.39,-0.724596,0.804652,0.200627,-1.36658,0.0199645,-0.389024,1.83156,-0.538154,0.26816,0.558982,-1.1377,0.0199491,0.130231,1.895,-0.670532,-3.14159,0.928401,1.5708,0.256021,0.130231,1.895,-0.670532,-3.14159,0.928401,1.5708,0.256021,0.130231,1.895,-0.670532,-3.14159,0.928401,1.5708,0.256021,0.130231,1.895,-0.670532,-3.14159,0.928401,1.5708,0.256021,0.130231,1.895,-0.670532,-3.14159,0.928401,1.5708,0.256021,
0.9292,0.202112,1.86995,-0.099276,-2.91135,0.828917,-0.889432,0.0199491,-0.451861,2.07782,-1.13969,1.91107,0.43049,-1.55127,0.0199491,-0.285327,2.03384,-0.971092,3.13446,0.906838,0.192712,0.0199491,-0.374226,2.26363,-0.462837,2.71147,1.01725,0.347057,0.0199491,0.0690738,2.39,-0.724488,0.804644,0.200681,-1.36653,0.0199645,-0.389091,1.83157,-0.538081,0.267926,0.559105,-1.13784,0.0199491,0.13016,1.895,-0.670475,-3.14159,0.928374,1.5708,0.256021,0.13016,1.895,-0.670475,-3.14159,0.928374,1.5708,0.256021,0.13016,1.895,-0.670475,-3.14159,0.928374,1.5708,0.256021,0.13016,1.895,-0.670475,-3.14159,0.928374,1.5708,0.256021,0.13016,1.895,-0.670475,-3.14159,0.928374,1.5708,0.256021,
0.9393,0.201954,1.86998,-0.0991384,-2.91166,0.828971,-0.889345,0.0199491,-0.452039,2.07782,-1.13953,1.91097,0.430481,-1.55124,0.0199491,-0.285493,2.0338,-0.970955,3.13444,0.906734,0.192626,0.0199491,-0.374339,2.26367,-0.462717,2.71158,1.01721,0.347209,0.0199491,0.0689249,2.39,-0.724323,0.804638,0.200742,-1.36648,0.0199645,-0.389229,1.83158,-0.537948,0.267695,0.55924,-1.13798,0.0199491,0.130017,1.895,-0.670362,-3.14159,0.928335,1.5708,0.256021,0.130017,1.895,-0.670362,-3.14159,0.928335,1.5708,0.256021,0.130017,1.895,-0.670362,-3.14159,0.928335,1.5708,0.256021,0.130017,1.895,-0.670362,-3.14159,0.928335,1.5708,0.256021,0.130017,1.895,-0.670362,-3.14159,0.928335,1.5708,0.256021,
0.9494,0.201738,1.87001,-0.0989602,-2.91197,0.829026,-0.889252,0.0199491,-0.452266,2.07782,-1.13933,1.91086,0.430485,-1.55123,0.0199491,-0.28571,2.03377,-0.970782,3.13442,0.906634,0.192538,0.0199491,-0.374504,2.26371,-0.462563,2.71169,1.01719,0.347358,0.0199491,0.0687245,2.39,-0.72412,0.80463,0.200799,-1.36642,0.0199645,-0.38942,1.83159,-0.53778,0.267454,0.559375,-1.13813,0.0199491,0.129822,1.895,-0.670211,-3.14159,0.928302,1.5708,0.256021,0.129822,1.895,-0.670211,-3.14159,0.928302,1.5708,0.256021,0.129822,1.895,-0.670211,-3.14159,0.928302,1.5708,0.256021,0.129822,1.895,-0.670211,-3.14159,0.928302,1.5708,0.256021,0.129822,1.895,-0.670211,-3.14159,0.928302,1.5708,0.256021,
0.9595,0.201481,1.87004,-0.0987564,-2.91227,0.829091,-0.889155,0.0199491,-0.45252,2.07781,-1.13912,1.91074,0.430498,-1.55124,0.0199491,-0.285957,2.03373,-0.97059,3.1344,0.906545,0.192451,0.0199491,-0.374706,2.26374,-0.462391,2.7118,1.01718,0.347501,0.0199491,0.0684908,2.39,-0.723894,0.804622,0.200849,-1.36638,0.0199645,-0.389647,1.8316,-0.537594,0.267206,0.559504,-1.1383,0.0199491,0.129593,1.895,-0.670036,-3.14159,0.928279,1.5708,0.256021,0.129593,1.895,-0.670036,-3.14159,0.928279,1.5708,0.256021,0.129593,1.895,-0.670036,-3.14159,0.928279,1.5708,0.256021,0.129593,1.895,-0.670036,-3.14159,0.928279,1.5708,0.256021,0.129593,1.895,-0.670036,-3.14159,0.928279,1.5708,0.256021,
0.9696,0.201198,1.87007,-0.0985378,-2.91257,0.829163,-0.889053,0.0199491,-0.45279,2.07781,-1.1389,1.91063,0.430518,-1.55126,0.0199491,-0.286221,2.03369,-0.970388,3.13438,0.906466,0.192364,0.0199491,-0.37493,2.26378,-0.46221,2.7119,1.01719,0.347637,0.0199491,0.0682374,2.39,-0.723655,0.804612,0.200893,-1.36634,0.0199645,-0.389895,1.8316,-0.537399,0.266951,0.559626,-1.13847,0.0199491,0.129344,1.895,-0.669848,-3.14159,0.928265,1.5708,0.256021,0.129344,1.895,-0.669848,-3.14159,0.928265,1.5708,0.256021,0.129344,1.895,-0.669848,-3.14159,0.928265,1.5708,0.256021,0.129344,1.895,-0.669848,-3.14159,0.928265,1.5708,0.256021,0.129344,1.895,-0.669848,-3.14159,0.928265,1.5708,0.256021,
0.9797,0.200901,1.8701,-0.0983114,-2.91286,0.829242,-0.88895,0.0199491,-0.453067,2.0778,-1.13868,1.91051,0.430542,-1.55129,0.0199491,-0.286495,2.03366,-0.970181,3.13436,0.906392,0.192276,0.0199491,-0.375167,2.26382,-0.462025,2.712,1.0172,0.34777,0.0199491,0.0679733,2.39,-0.723409,0.804601,0.200933,-1.36631,0.0199645,-0.390156,1.83161,-0.537201,0.266692,0.559745,-1.13865,0.0199491,0.129083,1.895,-0.669652,-3.14159,0.928258,1.5708,0.256021,0.129083,1.895,-0.669652,-3.14159,0.928258,1.5708,0.256021,0.129083,1.895,-0.669652,-3.14159,0.928258,1.5708,0.256021,0.129083,1.895,-0.669652,-3.14159,0.928258,1.5708,0.256021,0.129083,1.895,-0.669652,-3.14159,0.928258,1.5708,0.256021,
0.9898,0.200596,1.87013,-0.0980813,-2.91316,0.829329,-0.888851,0.0199491,-0.453346,2.07779,-1.13846,1.91041,0.430574,-1.55131,0.0199491,-0.286772,2.03362,-0.969973,3.13435,0.906342,0.19221,0.0199491,-0.375409,2.26386,-0.461838,2.71209,1.0172,0.347891,0.0199491,0.0677113,2.39,-0.723157,0.804505,0.200986,-1.36629,0.0199645,-0.390423,1.83161,-0.537,0.266417,0.559866,-1.13884,0.0199491,0.128817,1.895,-0.669452,-3.14159,0.928254,1.5708,0.256021,0.128817,1.895,-0.669452,-3.14159,0.928254,1.5708,0.256021,0.128817,1.895,-0.669452,-3.14159,0.928254,1.5708,0.256021,0.128817,1.895,-0.669452,-3.14159,0.928254,1.5708,0.256021,0.128817,1.895,-0.669452,-3.14159,0.928254,1.5708,0.256021,
0.9999,0.200288,1.87016,-0.0978501,-2.91347,0.829421,-0.888756,0.0199491,-0.453622,2.07779,-1.13824,1.91034,0.430621,-1.55133,0.0199491,-0.28705,2.03359,-0.969764,3.13434,0.906318,0.192171,0.0199491,-0.375652,2.2639,-0.461651,2.71215,1.0172,0.347999,0.0199491,0.0674565,2.39,-0.722901,0.804304,0.201058,-1.3663,0.0199645,-0.390693,1.83162,-0.536799,0.266121,0.559993,-1.13904,0.0199491,0.128547,1.895,-0.66925,-3.14159,0.928253,1.5708,0.256021,0.128547,1.895,-0.66925,-3.14159,0.928253,1.5708,0.256021,0.128547,1.895,-0.66925,-3.14159,0.928253,1.5708,0.256021,0.128547,1.895,-0.66925,-3.14159,0.928253,1.5708,0.256021,0.128547,1.895,-0.66925,-3.14159,0.928253,1.5708,0.256021,
1.01,0.199979,1.87019,-0.097619,-2.91378,0.829516,-0.888663,0.0199491,-0.453896,2.07779,-1.13802,1.91027,0.43068,-1.55135,0.0199491,-0.287327,2.03356,-0.969557,3.13434,0.906309,0.192147,0.0199491,-0.375894,2.26395,-0.461464,2.7122,1.01719,0.348102,0.0199491,0.0672065,2.39,-0.722642,0.804041,0.201142,-1.36632,0.0199645,-0.390965,1.83163,-0.536596,0.265813,0.560124,-1.13925,0.0199491,0.128276,1.895,-0.669047,-3.14159,0.928252,1.5708,0.256021,0.128276,1.895,-0.669047,-3.14159,0.928252,1.5708,0.256021,0.128276,1.895,-0.669047,-3.14159,0.928252,1.5708,0.256021,0.128276,1.895,-0.669047,-3.14159,0.928252,1.5708,0.256021,0.128276,1.895,-0.669047,-3.14159,0.928252,1.5708,0.256021,
1.0201,0.199672,1.87022,-0.0973885,-2.91409,0.829611,-0.888571,0.0199491,-0.454168,2.07779,-1.1378,1.9102,0.430747,-1.55137,0.0199491,-0.287604,2.03353,-0.969349,3.13434,0.906309,0.192133,0.0199491,-0.376134,2.264,-0.461278,2.71224,1.01717,0.348201,0.0199491,0.0669597,2.39,-0.722382,0.803741,0.201232,-1.36636,0.0199645,-0.391237,1.83164,-0.536393,0.2655,0.560256,-1.13947,0.0199491,0.128005,1.895,-0.668844,-3.14159,0.928251,1.5708,0.256021,0.128005,1.895,-0.668844,-3.14159,0.928251,1.5708,0.256021,0.128005,1.895,-0.668844,-3.14159,0.928251,1.5708,0.256021,0.128005,1.895,-0.668844,-3.14159,0.928251,1.5708,0.256021,0.128005,1.895,-0.668844,-3.14159,0.928251,1.5708,0.256021,
1.0302,0.199365,1.87024,-0.0971587,-2.9144,0.829709,-0.888481,0.0199491,-0.454439,2.07779,-1.13759,1.91014,0.43082,-1.55139,0.0199491,-0.287881,2.0335,-0.969142,3.13434,0.906318,0.192128,0.0199491,-0.376373,2.26405,-0.461093,2.71228,1.01715,0.348296,0.0199491,0.0667162,2.39,-0.722122,0.803405,0.20133,-1.3664,0.0199645,-0.39151,1.83164,-0.53619,0.265182,0.56039,-1.13968,0.0199491,0.127733,1.895,-0.668641,-3.14159,0.928251,1.5708,0.256021,0.127733,1.895,-0.668641,-3.14159,0.928251,1.5708,0.256021,0.127733,1.895,-0.668641,-3.14159,0.928251,1.5708,0.256021,0.127733,1.895,-0.668641,-3.14159,0.928251,1.5708,0.256021,0.127733,1.895,-0.668641,-3.14159,0.928251,1.5708,0.256021,
1.0403,0.199058,1.87027,-0.0969295,-2.91472,0.829807,-0.888392,0.0199491,-0.454709,2.07779,-1.13737,1.91009,0.430898,-1.55141,0.0199491,-0.288158,2.03347,-0.968935,3.13435,0.906332,0.19213,0.0199491,-0.37661,2.26411,-0.460908,2.71231,1.01713,0.348388,0.0199491,0.0664752,2.39,-0.72186,0.803043,0.201432,-1.36644,0.0199645,-0.391782,1.83166,-0.535987,0.26486,0.560525,-1.13989,0.0199491,0.127462,1.895,-0.668438,-3.14159,0.928251,1.5708,0.256021,0.127462,1.895,-0.668438,-3.14159,0.928251,1.5708,0.256021,0.127462,1.895,-0.668438,-3.14159,0.928251,1.5708,0.256021,0.127462,1.895,-0.668438,-3.14159,0.928251,1.5708,0.256021,0.127462,1.895,-0.668438,-3.14159,0.928251,1.5708,0.256021,
1.0504,0.198753,1.8703,-0.0967009,-2.91503,0.829905,-0.888304,0.0199491,-0.454978,2.07779,-1.13716,1.91004,0.430979,-1.55142,0.0199491,-0.288433,2.03345,-0.968728,3.13435,0.90635,0.192136,0.0199491,-0.376847,2.26417,-0.460724,2.71234,1.01711,0.348479,0.0199491,0.0662359,2.39,-0.721599,0.802663,0.201538,-1.36649,0.0199645,-0.392054,1.83167,-0.535784,0.264536,0.560661,-1.14011,0.0199491,0.12719,1.895,-0.668235,-3.14159,0.92825,1.5708,0.256021,0.12719,1.895,-0.668235,-3.14159,0.92825,1.5708,0.256021,0.12719,1.895,-0.668235,-3.14159,0.92825,1.5708,0.256021,0.12719,1.895,-0.668235,-3.14159,0.92825,1.5708,0.256021,0.12719,1.895,-0.668235,-3.14159,0.92825,1.5708,0.256021,
1.0605,0.198448,1.87032,-0.0964727,-2.91535,0.830005,-0.888218,0.0199491,-0.455247,2.0778,-1.13694,1.90998,0.431062,-1.55143,0.0199491,-0.288709,2.03342,-0.968521,3.13436,0.906369,0.192143,0.0199491,-0.377083,2.26422,-0.46054,2.71236,1.01708,0.348568,0.0199491,0.0659973,2.39,-0.721337,0.802277,0.201644,-1.36654,0.0199645,-0.392326,1.83168,-0.535581,0.264212,0.560796,-1.14032,0.0199491,0.126919,1.895,-0.668031,-3.14159,0.928249,1.5708,0.256021,0.126919,1.895,-0.668031,-3.14159,0.928249,1.5708,0.256021,0.126919,1.895,-0.668031,-3.14159,0.928249,1.5708,0.256021,0.126919,1.895,-0.668031,-3.14159,0.928249,1.5708,0.256021,0.126919,1.895,-0.668031,-3.14159,0.928249,1.5708,0.256021,
1.0706,0.198144,1.87035,-0.0962448,-2.91566,0.830103,-0.88813,0.0199491,-0.455516,2.0778,-1.13673,1.90993,0.431145,-1.55145,0.0199491,-0.288985,2.0334,-0.968315,3.13437,0.906386,0.192149,0.0199491,-0.377319,2.26428,-0.460356,2.71239,1.01705,0.348659,0.0199491,0.065758,2.39,-0.721076,0.801899,0.20175,-1.36659,0.0199645,-0.392598,1.83169,-0.535378,0.26389,0.560931,-1.14054,0.0199491,0.126647,1.895,-0.667828,-3.14159,0.928249,1.5708,0.256021,0.126647,1.895,-0.667828,-3.14159,0.928249,1.5708,0.256021,0.126647,1.895,-0.667828,-3.14159,0.928249,1.5708,0.256021,0.126647,1.895,-0.667828,-3.14159,0.928249,1.5708,0.256021,0.126647,1.895,-0.667828,-3.14159,0.928249,1.5708,0.256021,
1.0807,0.19784,1.87037,-0.0960171,-2.91598,0.830201,-0.888041,0.0199491,-0.455785,2.0778,-1.13651,1.90987,0.431226,-1.55147,0.0199491,-0.289261,2.03337,-0.968108,3.13437,0.906398,0.19215,0.0199491,-0.377555,2.26434,-0.460172,2.71242,1.01703,0.348752,0.0199491,0.0655168,2.39,-0.720816,0.801541,0.201852,-1.36663,0.0199645,-0.39287,1.8317,-0.535175,0.263572,0.561063,-1.14075,0.0199491,0.126376,1.895,-0.667625,-3.14159,0.928248,1.5708,0.256021,0.126376,1.895,-0.667625,-3.14159,0.928248,1.5708,0.256021,0.126376,1.895,-0.667625,-3.14159,0.928248,1.5708,0.256021,0.126376,1.895,-0.667625,-3.14159,0.928248,1.5708,0.256021,0.126376,1.895,-0.667625,-3.14159,0.928248,1.5708,0.256021,
1.0908,0.197536,1.8704,-0.0957895,-2.91629,0.830299,-0.887954,0.0199491,-0.456055,2.07781,-1.1363,1.90981,0.431307,-1.55148,0.0199491,-0.289537,2.03334,-0.967901,3.13438,0.90641,0.192151,0.0199491,-0.377792,2.26439,-0.459988,2.71245,1.01701,0.348844,0.0199491,0.0652757,2.39,-0.720555,0.801181,0.201953,-1.36668,0.0199645,-0.393142,1.83171,-0.534972,0.263255,0.561196,-1.14096,0.0199491,0.126105,1.895,-0.667422,-3.14159,0.928247,1.5708,0.256021,0.126105,1.895,-0.667422,-3.14159,0.928247,1.5708,0.256021,0.126105,1.895,-0.667422,-3.14159,0.928247,1.5708,0.256021,0.126105,1.895,-0.667422,-3.14159,0.928247,1.5708,0.256021,0.126105,1.895,-0.667422,-3.14159,0.928247,1.5708,0.256021,
1.1009,0.197232,1.87042,-0.0955618,-2.91661,0.830397,-0.887866,0.0199491,-0.456325,2.07781,-1.13608,1.90975,0.431387,-1.5515,0.0199491,-0.289814,2.03331,-0.967694,3.13438,0.906422,0.192152,0.0199491,-0.378028,2.26445,-0.459804,2.71248,1.01698,0.348936,0.0199491,0.0650346,2.39,-0.720295,0.80082,0.202055,-1.36672,0.0199645,-0.393414,1.83172,-0.534768,0.262937,0.561329,-1.14117,0.0199491,0.125833,1.895,-0.667219,-3.14159,0.928247,1.5708,0.256021,0.125833,1.895,-0.667219,-3.14159,0.928247,1.5708,0.256021,0.125833,1.895,-0.667219,-3.14159,0.928247,1.5708,0.256021,0.125833,1.895,-0.667219,-3.14159,0.928247,1.5708,0.256021,0.125833,1.895,-0.667219,-3.14159,0.928247,1.5708,0.256021,
