time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_SPcWAS).X,6_rod(payload_bars compound_SPcWAS).Y,6_rod(payload_bars compound_SPcWAS).Z,6_rod(payload_bars compound_SPcWAS).Euler1,6_rod(payload_bars compound_SPcWAS).Euler2,6_rod(payload_bars compound_SPcWAS).Euler3,6_rod(payload_bars compound_SPcWAS).mass,7_rod(payload_bars compound_SPcWAS).X,7_rod(payload_bars compound_SPcWAS).Y,7_rod(payload_bars compound_SPcWAS).Z,7_rod(payload_bars compound_SPcWAS).Euler1,7_rod(payload_bars compound_SPcWAS).Euler2,7_rod(payload_bars compound_SPcWAS).Euler3,7_rod(payload_bars compound_SPcWAS).mass,8_rod(payload_bars compound_SPcWAS).X,8_rod(payload_bars compound_SPcWAS).Y,8_rod(payload_bars compound_SPcWAS).Z,8_rod(payload_bars compound_SPcWAS).Euler1,8_rod(payload_bars compound_SPcWAS).Euler2,8_rod(payload_bars compound_SPcWAS).Euler3,8_rod(payload_bars compound_SPcWAS).mass,9_rod(payload_bars compound_SPcWAS).X,9_rod(payload_bars compound_SPcWAS).Y,9_rod(payload_bars compound_SPcWAS).Z,9_rod(payload_bars compound_SPcWAS).Euler1,9_rod(payload_bars compound_SPcWAS).Euler2,9_rod(payload_bars compound_SPcWAS).Euler3,9_rod(payload_bars compound_SPcWAS).mass,10_rod(payload_bars compound_SPcWAS).X,10_rod(payload_bars compound_SPcWAS).Y,10_rod(payload_bars compound_SPcWAS).Z,10_rod(payload_bars compound_SPcWAS).Euler1,10_rod(payload_bars compound_SPcWAS).Euler2,10_rod(payload_bars compound_SPcWAS).Euler3,10_rod(payload_bars compound_SPcWAS).mass,
0.2121,-0.319342,7.44157,0.373167,1.18064,1.17491,-3.02663,0.0199491,0.0785494,8.27065,-0.480463,1.54174,0.0136317,-2.52273,0.0199491,0.0441768,8.09113,-0.310055,1.20711,0.939676,-1.77302,0.0199491,-0.398271,8.15683,-0.0123436,1.4044,0.629243,-1.15526,0.0199491,0.0660281,8.17022,0.233894,0.799382,-0.81623,-1.60952,0.0199645,-0.347591,7.85714,-0.234386,0.39745,-0.617427,-0.982518,0.0199491,0.0794655,7.69894,0.0481669,1.1343,0.933523,-0.44579,0.256021,0.0794655,7.69894,0.0481669,1.1343,0.933523,-0.44579,0.256021,0.0794655,7.69894,0.0481669,1.1343,0.933523,-0.44579,0.256021,0.0794655,7.69894,0.0481669,1.1343,0.933523,-0.44579,0.256021,0.0794655,7.69894,0.0481669,1.1343,0.933523,-0.44579,0.256021,
0.2222,-0.297607,7.22334,0.389423,1.27373,1.20081,-2.95933,0.0199491,0.0489053,8.04804,-0.490307,1.56535,0.0279457,-2.49204,0.0199491,0.0244335,7.87134,-0.315461,1.26105,0.966938,-1.73431,0.0199491,-0.410073,7.92872,-0.00487234,1.4479,0.650782,-1.12102,0.0199491,0.0611956,7.95997,0.226554,0.810058,-0.78468,-1.59023,0.0199645,-0.356846,7.62907,-0.224405,0.41412,-0.569535,-0.979473,0.0199491,0.0836378,7.48667,0.047301,1.19796,0.962168,-0.405766,0.256021,0.0836378,7.48667,0.047301,1.19796,0.962168,-0.405766,0.256021,0.0836378,7.48667,0.047301,1.19796,0.962168,-0.405766,0.256021,0.0836378,7.48667,0.047301,1.19796,0.962168,-0.405766,0.256021,0.0836378,7.48667,0.047301,1.19796,0.962168,-0.405766,0.256021,
0.2323,-0.275237,6.99775,0.406846,1.38382,1.22221,-2.86901,0.0199491,0.0192284,7.81359,-0.500945,1.59498,0.0473695,-2.45435,0.0199491,0.00494226,7.64067,-0.320869,1.31652,0.992103,-1.69066,0.0199491,-0.419594,7.69209,0.00519773,1.49397,0.674297,-1.08138,0.0199491,0.0566304,7.73785,0.218235,0.773768,-0.747658,-1.54398,0.0199645,-0.366131,7.39148,-0.212889,0.442925,-0.527216,-0.983479,0.0199491,0.0875473,7.26439,0.0461605,1.26859,0.991542,-0.352303,0.256021,0.0875473,7.26439,0.0461605,1.26859,0.991542,-0.352303,0.256021,0.0875473,7.26439,0.0461605,1.26859,0.991542,-0.352303,0.256021,0.0875473,7.26439,0.0461605,1.26859,0.991542,-0.352303,0.256021,0.0875473,7.26439,0.0461605,1.26859,0.991542,-0.352303,0.256021,
0.2424,-0.252444,6.76365,0.424037,1.50561,1.23994,-2.76521,0.0199491,-0.0109895,7.5684,-0.509721,1.61938,0.0641216,-2.41683,0.0199491,-0.0148159,7.39882,-0.325865,1.38728,1.01815,-1.63327,0.0199491,-0.427801,7.44631,0.0157215,1.54865,0.693179,-1.03294,0.0199491,0.0543788,7.50726,0.209777,0.77951,-0.707472,-1.52238,0.0199645,-0.37506,7.14415,-0.200108,0.466042,-0.481342,-0.984612,0.0199491,0.0911762,7.03193,0.0447377,1.34508,1.02023,-0.291256,0.256021,0.0911762,7.03193,0.0447377,1.34508,1.02023,-0.291256,0.256021,0.0911762,7.03193,0.0447377,1.34508,1.02023,-0.291256,0.256021,0.0911762,7.03193,0.0447377,1.34508,1.02023,-0.291256,0.256021,0.0911762,7.03193,0.0447377,1.34508,1.02023,-0.291256,0.256021,
0.2525,-0.228937,6.52146,0.441216,1.64842,1.25795,-2.63892,0.0199491,-0.041462,7.312,-0.517243,1.64387,0.0814492,-2.37763,0.0199491,-0.0346086,7.1462,-0.330099,1.46741,1.04286,-1.56527,0.0199491,-0.43475,7.19112,0.0268809,1.60424,0.712905,-0.982321,0.0199491,0.0522307,7.26671,0.200552,0.788208,-0.666772,-1.50421,0.0199645,-0.383478,6.88714,-0.186071,0.486567,-0.433732,-0.98437,0.0199491,0.0946261,6.78939,0.0430712,1.42898,1.04719,-0.220764,0.256021,0.0946261,6.78939,0.0430712,1.42898,1.04719,-0.220764,0.256021,0.0946261,6.78939,0.0430712,1.42898,1.04719,-0.220764,0.256021,0.0946261,6.78939,0.0430712,1.42898,1.04719,-0.220764,0.256021,0.0946261,6.78939,0.0430712,1.42898,1.04719,-0.220764,0.256021,
0.2626,-0.20503,6.27082,0.457692,1.79434,1.26687,-2.50651,0.0199491,-0.0717532,7.04425,-0.523858,1.67397,0.103273,-2.33632,0.0199491,-0.0540184,6.88275,-0.333828,1.55119,1.06584,-1.49129,0.0199491,-0.44037,6.92661,0.0384626,1.66215,0.731125,-0.929523,0.0199491,0.0495233,7.01541,0.191994,0.77096,-0.622913,-1.47223,0.0199645,-0.391148,6.62028,-0.171333,0.512793,-0.390119,-0.98606,0.0199491,0.0978826,6.53689,0.04121,1.51972,1.07223,-0.141073,0.256021,0.0978826,6.53689,0.04121,1.51972,1.07223,-0.141073,0.256021,0.0978826,6.53689,0.04121,1.51972,1.07223,-0.141073,0.256021,0.0978826,6.53689,0.04121,1.51972,1.07223,-0.141073,0.256021,0.0978826,6.53689,0.04121,1.51972,1.07223,-0.141073,0.256021,
0.2727,-0.180493,6.01286,0.474114,1.99375,1.28374,-2.32149,0.0199491,-0.101509,6.76599,-0.529033,1.69744,0.119915,-2.29386,0.0199491,-0.0730875,6.60853,-0.336823,1.64244,1.08619,-1.409,0.0199491,-0.445123,6.65295,0.0506552,1.71784,0.747568,-0.871184,0.0199491,0.0480526,6.7545,0.181955,0.779443,-0.579796,-1.45655,0.0199645,-0.398196,6.34431,-0.155251,0.527399,-0.340408,-0.983276,0.0199491,0.100809,6.27409,0.0391466,1.61685,1.0942,-0.0539457,0.256021,0.100809,6.27409,0.0391466,1.61685,1.0942,-0.0539457,0.256021,0.100809,6.27409,0.0391466,1.61685,1.0942,-0.0539457,0.256021,0.100809,6.27409,0.0391466,1.61685,1.0942,-0.0539457,0.256021,0.100809,6.27409,0.0391466,1.61685,1.0942,-0.0539457,0.256021,
0.2828,-0.156043,5.74464,0.488861,2.13638,1.27652,-2.18849,0.0199491,-0.13078,6.47622,-0.533285,1.72241,0.138719,-2.25084,0.0199491,-0.0918934,6.32375,-0.339003,1.74098,1.10385,-1.31783,0.0199491,-0.448724,6.37026,0.0628672,1.76934,0.766131,-0.816046,0.0199491,0.0469308,6.48353,0.171786,0.781544,-0.53428,-1.43815,0.0199645,-0.404433,6.05851,-0.138927,0.548626,-0.294576,-0.983359,0.0199491,0.103504,6.00139,0.0370681,1.72176,1.11311,0.0428769,0.256021,0.103504,6.00139,0.0370681,1.72176,1.11311,0.0428769,0.256021,0.103504,6.00139,0.0370681,1.72176,1.11311,0.0428769,0.256021,0.103504,6.00139,0.0370681,1.72176,1.11311,0.0428769,0.256021,0.103504,6.00139,0.0370681,1.72176,1.11311,0.0428769,0.256021,
0.2929,-0.131269,5.46953,0.503536,2.34289,1.27485,-1.99326,0.0199491,-0.159288,6.17595,-0.536271,1.74644,0.155653,-2.20696,0.0199491,-0.11014,6.02845,-0.340423,1.84341,1.11777,-1.22126,0.0199491,-0.451105,6.07838,0.0750623,1.83193,0.779745,-0.752808,0.0199491,0.045805,6.20231,0.161051,0.789497,-0.489825,-1.4244,0.0199645,-0.409822,5.76379,-0.121793,0.560955,-0.24392,-0.981241,0.0199491,0.10591,5.71838,0.0348198,1.83206,1.12775,0.146512,0.256021,0.10591,5.71838,0.0348198,1.83206,1.12775,0.146512,0.256021,0.10591,5.71838,0.0348198,1.83206,1.12775,0.146512,0.256021,0.10591,5.71838,0.0348198,1.83206,1.12775,0.146512,0.256021,0.10591,5.71838,0.0348198,1.83206,1.12775,0.146512,0.256021,
0.303,-0.106652,5.18385,0.516245,2.45839,1.25623,-1.88329,0.0199491,-0.187579,5.86427,-0.538004,1.78459,0.178661,-2.1582,0.0199491,-0.127775,5.72271,-0.341206,1.95032,1.12853,-1.11866,0.0199491,-0.452521,5.77785,0.0871923,1.88848,0.792805,-0.69032,0.0199491,0.0455289,5.9111,0.150017,0.792873,-0.443075,-1.40942,0.0199645,-0.4144,5.45933,-0.104662,0.57832,-0.197003,-0.981645,0.0199491,0.108059,5.42543,0.032606,1.94709,1.13869,0.25672,0.256021,0.108059,5.42543,0.032606,1.94709,1.13869,0.25672,0.256021,0.108059,5.42543,0.032606,1.94709,1.13869,0.25672,0.256021,0.108059,5.42543,0.032606,1.94709,1.13869,0.25672,0.256021,0.108059,5.42543,0.032606,1.94709,1.13869,0.25672,0.256021,
0.3131,-0.0823597,4.88997,0.528308,2.58178,1.23581,-1.76467,0.0199491,-0.21437,5.54228,-0.538829,1.81437,0.197612,-2.11222,0.0199491,-0.144794,5.40678,-0.341134,2.05907,1.13506,-1.01226,0.0199491,-0.452944,5.46769,0.0993546,1.94368,0.809584,-0.63045,0.0199491,0.044535,5.60966,0.138456,0.79942,-0.397526,-1.39781,0.0199645,-0.418212,5.14566,-0.0873937,0.591402,-0.147219,-0.982613,0.0199491,0.109988,5.12229,0.0303331,2.06498,1.14465,0.371599,0.256021,0.109988,5.12229,0.0303331,2.06498,1.14465,0.371599,0.256021,0.109988,5.12229,0.0303331,2.06498,1.14465,0.371599,0.256021,0.109988,5.12229,0.0303331,2.06498,1.14465,0.371599,0.256021,0.109988,5.12229,0.0303331,2.06498,1.14465,0.371599,0.256021,
0.3232,-0.059211,4.58792,0.539575,2.70445,1.2134,-1.64501,0.0199491,-0.239469,5.21031,-0.538661,1.83508,0.213781,-2.0672,0.0199491,-0.160858,5.08043,-0.340535,2.16762,1.13795,-0.903968,0.0199491,-0.452035,5.14997,0.11054,2.00353,0.817558,-0.562605,0.0199491,0.0440885,5.29783,0.126356,0.805769,-0.352238,-1.38834,0.0199645,-0.421263,4.82389,-0.0697054,0.599089,-0.0962881,-0.983153,0.0199491,0.111593,4.80872,0.0280891,2.18183,1.14645,0.487775,0.256021,0.111593,4.80872,0.0280891,2.18183,1.14645,0.487775,0.256021,0.111593,4.80872,0.0280891,2.18183,1.14645,0.487775,0.256021,0.111593,4.80872,0.0280891,2.18183,1.14645,0.487775,0.256021,0.111593,4.80872,0.0280891,2.18183,1.14645,0.487775,0.256021,
0.3333,-0.0366692,4.27733,0.549788,2.82039,1.18744,-1.52965,0.0199491,-0.262933,4.86823,-0.537756,1.85493,0.230523,-2.02177,0.0199491,-0.175818,4.74417,-0.339434,2.27313,1.13731,-0.795812,0.0199491,-0.450029,4.8238,0.121136,2.05912,0.827614,-0.496023,0.0199491,0.0445166,4.97574,0.113769,0.809913,-0.306542,-1.37984,0.0199645,-0.423676,4.49338,-0.0519004,0.609524,-0.0503348,-0.984129,0.0199491,0.112829,4.48483,0.0259056,2.29463,1.14417,0.602964,0.256021,0.112829,4.48483,0.0259056,2.29463,1.14417,0.602964,0.256021,0.112829,4.48483,0.0259056,2.29463,1.14417,0.602964,0.256021,0.112829,4.48483,0.0259056,2.29463,1.14417,0.602964,0.256021,0.112829,4.48483,0.0259056,2.29463,1.14417,0.602964,0.256021,
0.3434,-0.0159625,3.95776,0.559114,2.91285,1.15909,-1.43383,0.0199491,-0.284447,4.51626,-0.536224,1.87005,0.247362,-1.97777,0.0199491,-0.189644,4.398,-0.337863,2.37433,1.13345,-0.689035,0.0199491,-0.446852,4.48966,0.130524,2.11389,0.835407,-0.42837,0.0199491,0.0456684,4.64328,0.10068,0.812308,-0.260951,-1.37308,0.0199645,-0.425505,4.155,-0.0345324,0.610255,0.000461113,-0.987351,0.0199491,0.113774,4.15053,0.0238729,2.40181,1.13826,0.715609,0.256021,0.113774,4.15053,0.0238729,2.40181,1.13826,0.715609,0.256021,0.113774,4.15053,0.0238729,2.40181,1.13826,0.715609,0.256021,0.113774,4.15053,0.0238729,2.40181,1.13826,0.715609,0.256021,0.113774,4.15053,0.0238729,2.40181,1.13826,0.715609,0.256021,
0.3535,0.0041755,3.62859,0.566993,2.98568,1.13006,-1.35424,0.0199491,-0.304411,4.15459,-0.534137,1.88517,0.264934,-1.93353,0.0199491,-0.202385,4.04215,-0.335963,2.46939,1.12682,-0.585964,0.0199491,-0.442947,4.14682,0.139233,2.16185,0.847072,-0.363367,0.0199491,0.0477266,4.30053,0.0871275,0.812422,-0.214903,-1.36707,0.0199645,-0.426798,3.80781,-0.0175136,0.615247,0.0448467,-0.990797,0.0199491,0.114389,3.80598,0.0220004,2.50145,1.12928,0.82328,0.256021,0.114389,3.80598,0.0220004,2.50145,1.12928,0.82328,0.256021,0.114389,3.80598,0.0220004,2.50145,1.12928,0.82328,0.256021,0.114389,3.80598,0.0220004,2.50145,1.12928,0.82328,0.256021,0.114389,3.80598,0.0220004,2.50145,1.12928,0.82328,0.256021,
0.3636,0.02306,3.28991,0.573838,3.04869,1.10023,-1.28211,0.0199491,-0.322568,3.78355,-0.531602,1.89769,0.282608,-1.89068,0.0199491,-0.214001,3.67673,-0.333779,2.55711,1.11778,-0.487851,0.0199491,-0.438156,3.79545,0.146875,2.21001,0.855258,-0.297463,0.0199491,0.0501658,3.94731,0.0732971,0.811046,-0.170092,-1.36312,0.0199645,-0.427658,3.45223,-0.00120161,0.61476,0.0901864,-0.996171,0.0199491,0.114741,3.45109,0.0203114,2.59235,1.11773,0.924713,0.256021,0.114741,3.45109,0.0203114,2.59235,1.11773,0.924713,0.256021,0.114741,3.45109,0.0203114,2.59235,1.11773,0.924713,0.256021,0.114741,3.45109,0.0203114,2.59235,1.11773,0.924713,0.256021,0.114741,3.45109,0.0203114,2.59235,1.11773,0.924713,0.256021,
0.3737,0.0394939,2.94216,0.579906,3.1009,1.07181,-1.21577,0.0199491,-0.33883,3.40298,-0.528737,1.90643,0.300534,-1.84893,0.0199491,-0.224142,3.30174,-0.331588,2.64132,1.10385,-0.391214,0.0199491,-0.432151,3.43618,0.152017,2.25982,0.860048,-0.232815,0.0199491,0.0536295,3.58329,0.0602219,0.782659,-0.121285,-1.35916,0.0199645,-0.428135,3.08888,0.0139176,0.611004,0.13292,-1.0039,0.0199491,0.114817,3.08578,0.0188854,2.6731,1.1054,1.02035,0.256021,0.114817,3.08578,0.0188854,2.6731,1.1054,1.02035,0.256021,0.114817,3.08578,0.0188854,2.6731,1.1054,1.02035,0.256021,0.114817,3.08578,0.0188854,2.6731,1.1054,1.02035,0.256021,0.114817,3.08578,0.0188854,2.6731,1.1054,1.02035,0.256021,
0.3838,0.0538781,2.58459,0.585279,-3.13672,1.0441,-1.15321,0.0199491,-0.352226,3.01397,-0.52633,1.90829,0.320562,-1.81055,0.0199491,-0.232777,2.91753,-0.32957,2.71185,1.0924,-0.303634,0.0199491,-0.425548,3.06914,0.156065,2.29611,0.86757,-0.168341,0.0199491,0.0578701,3.20888,0.0457804,0.772903,-0.0788785,-1.36159,0.0199645,-0.428394,2.7176,0.0280723,0.597428,0.177695,-1.01517,0.0199491,0.114588,2.70995,0.0178298,2.74463,1.09239,1.10955,0.256021,0.114588,2.70995,0.0178298,2.74463,1.09239,1.10955,0.256021,0.114588,2.70995,0.0178298,2.74463,1.09239,1.10955,0.256021,0.114588,2.70995,0.0178298,2.74463,1.09239,1.10955,0.256021,0.114588,2.70995,0.0178298,2.74463,1.09239,1.10955,0.256021,
0.3939,0.0668773,2.21669,0.589676,-3.10066,1.01801,-1.09632,0.0199491,-0.362782,2.61638,-0.524873,1.89057,0.342475,-1.78264,0.0199491,-0.240124,2.52439,-0.327561,2.77279,1.08093,-0.222067,0.0199491,-0.418285,2.69328,0.158151,2.33132,0.879493,-0.107765,0.0199491,0.0633411,2.8239,0.031229,0.762373,-0.038589,-1.36619,0.0199645,-0.42858,2.33798,0.040946,0.586959,0.215023,-1.02616,0.0199491,0.113992,2.32377,0.0171861,2.8066,1.07913,1.19249,0.256021,0.113992,2.32377,0.0171861,2.8066,1.07913,1.19249,0.256021,0.113992,2.32377,0.0171861,2.8066,1.07913,1.19249,0.256021,0.113992,2.32377,0.0171861,2.8066,1.07913,1.19249,0.256021,0.113992,2.32377,0.0171861,2.8066,1.07913,1.19249,0.256021,
0.404,0.071836,1.857,0.591509,3.09147,1.04439,-1.13348,0.0199491,-0.372493,2.21274,-0.530337,1.93267,0.381647,-1.72419,0.0199491,-0.243451,2.13223,-0.335613,2.88123,1.04712,-0.0783626,0.0199491,-0.411406,2.31665,0.152532,2.37568,0.872587,-0.0384536,0.0199491,0.0723931,2.44354,0.00449613,0.757386,0.0212199,-1.40259,0.0199645,-0.429208,1.95117,0.0499253,0.558236,0.251825,-1.05019,0.0199491,0.113067,1.94272,0.0132046,2.90504,1.07794,1.35279,0.256021,0.113067,1.94272,0.0132046,2.90504,1.07794,1.35279,0.256021,0.113067,1.94272,0.0132046,2.90504,1.07794,1.35279,0.256021,0.113067,1.94272,0.0132046,2.90504,1.07794,1.35279,0.256021,0.113067,1.94272,0.0132046,2.90504,1.07794,1.35279,0.256021,
0.4141,0.114623,1.89876,0.542647,-2.85541,0.949053,-0.846814,0.0199491,-0.395266,2.03796,-0.586337,2.15695,0.56429,-1.64485,0.0199491,-0.265868,2.0286,-0.393374,-3.11295,1.05662,0.205725,0.0199491,-0.434689,2.22379,0.0799866,2.90549,1.17804,0.29989,0.0199491,0.0502236,2.40014,-0.108437,0.841137,0.137319,-1.46452,0.0199645,-0.418926,1.78315,0.0294271,0.396244,0.444881,-1.23606,0.0199491,0.115183,1.90792,-0.0389581,-3.07641,1.03766,1.62626,0.256021,0.115183,1.90792,-0.0389581,-3.07641,1.03766,1.62626,0.256021,0.115183,1.90792,-0.0389581,-3.07641,1.03766,1.62626,0.256021,0.115183,1.90792,-0.0389581,-3.07641,1.03766,1.62626,0.256021,0.115183,1.90792,-0.0389581,-3.07641,1.03766,1.62626,0.256021,
0.4242,0.143777,1.93982,0.487249,-2.77933,0.882261,-0.796877,0.0199491,-0.434306,2.04682,-0.61712,2.02271,0.519802,-1.59882,0.0199491,-0.284848,2.02575,-0.431117,-3.02139,1.0015,0.286125,0.0199491,-0.439485,2.26722,0.0570806,2.71609,1.00517,0.352642,0.0199491,0.0349373,2.41425,-0.17784,0.846359,0.198066,-1.45771,0.0199645,-0.411275,1.82636,0.00611746,0.238663,0.529829,-1.2694,0.0199491,0.114898,1.92693,-0.0918793,-2.99775,0.988134,1.68504,0.256021,0.114898,1.92693,-0.0918793,-2.99775,0.988134,1.68504,0.256021,0.114898,1.92693,-0.0918793,-2.99775,0.988134,1.68504,0.256021,0.114898,1.92693,-0.0918793,-2.99775,0.988134,1.68504,0.256021,0.114898,1.92693,-0.0918793,-2.99775,0.988134,1.68504,0.256021,
0.4343,0.169985,1.97524,0.431611,-2.73759,0.80741,-0.752827,0.0199491,-0.462359,2.04391,-0.645281,2.03475,0.51511,-1.53167,0.0199491,-0.301835,2.02974,-0.466561,-2.97987,0.947954,0.343861,0.0199491,-0.43173,2.27922,0.014797,2.89818,1.02633,0.472914,0.0199491,0.0313519,2.42461,-0.243602,0.83366,0.256235,-1.44873,0.0199645,-0.410143,1.85174,-0.0198591,0.237054,0.576872,-1.27887,0.0199491,0.112719,1.94023,-0.143387,-2.96262,0.936938,1.73218,0.256021,0.112719,1.94023,-0.143387,-2.96262,0.936938,1.73218,0.256021,0.112719,1.94023,-0.143387,-2.96262,0.936938,1.73218,0.256021,0.112719,1.94023,-0.143387,-2.96262,0.936938,1.73218,0.256021,0.112719,1.94023,-0.143387,-2.96262,0.936938,1.73218,0.256021,
0.4444,0.189835,1.99636,0.377252,-2.7274,0.767865,-0.74925,0.0199491,-0.482848,2.03756,-0.676616,2.05562,0.51652,-1.48725,0.0199491,-0.315525,2.02925,-0.503274,-2.95053,0.905535,0.371275,0.0199491,-0.42838,2.29286,-0.020452,2.91027,0.984458,0.522473,0.0199491,0.0226576,2.43092,-0.301983,0.837676,0.297399,-1.43637,0.0199645,-0.405306,1.85965,-0.0494507,0.23026,0.620033,-1.29669,0.0199491,0.111511,1.94941,-0.194535,-2.93685,0.896322,1.75275,0.256021,0.111511,1.94941,-0.194535,-2.93685,0.896322,1.75275,0.256021,0.111511,1.94941,-0.194535,-2.93685,0.896322,1.75275,0.256021,0.111511,1.94941,-0.194535,-2.93685,0.896322,1.75275,0.256021,0.111511,1.94941,-0.194535,-2.93685,0.896322,1.75275,0.256021,
0.4545,0.205794,2.00649,0.323318,-2.71789,0.733505,-0.753087,0.0199491,-0.49967,2.0297,-0.709231,2.0825,0.511248,-1.4511,0.0199491,-0.326975,2.02568,-0.540969,-2.93426,0.871249,0.379742,0.0199491,-0.42654,2.29164,-0.0580748,2.96877,0.971793,0.560991,0.0199491,0.0133848,2.43241,-0.354935,0.846724,0.32618,-1.42034,0.0199645,-0.400567,1.85918,-0.0832401,0.236418,0.653669,-1.30085,0.0199491,0.110317,1.95294,-0.24545,-2.92296,0.863602,1.75614,0.256021,0.110317,1.95294,-0.24545,-2.92296,0.863602,1.75614,0.256021,0.110317,1.95294,-0.24545,-2.92296,0.863602,1.75614,0.256021,0.110317,1.95294,-0.24545,-2.92296,0.863602,1.75614,0.256021,0.110317,1.95294,-0.24545,-2.92296,0.863602,1.75614,0.256021,
0.4646,0.217605,2.00492,0.270395,-2.71088,0.709523,-0.767559,0.0199491,-0.513188,2.01863,-0.74415,2.10747,0.499956,-1.42689,0.0199491,-0.336304,2.01733,-0.580273,-2.92521,0.845388,0.372595,0.0199491,-0.426457,2.28205,-0.094063,2.99083,0.953391,0.570507,0.0199491,0.00270377,2.42852,-0.402841,0.861576,0.34225,-1.40131,0.0199645,-0.395732,1.84912,-0.121431,0.247722,0.679981,-1.29723,0.0199491,0.109262,1.95046,-0.296317,-2.91587,0.83956,1.74424,0.256021,0.109262,1.95046,-0.296317,-2.91587,0.83956,1.74424,0.256021,0.109262,1.95046,-0.296317,-2.91587,0.83956,1.74424,0.256021,0.109262,1.95046,-0.296317,-2.91587,0.83956,1.74424,0.256021,0.109262,1.95046,-0.296317,-2.91587,0.83956,1.74424,0.256021,
0.4747,0.227787,1.99838,0.21946,-2.72588,0.69243,-0.787957,0.0199491,-0.524714,2.01661,-0.778471,2.11392,0.487007,-1.41171,0.0199491,-0.344681,2.01619,-0.618499,-2.93694,0.822349,0.358302,0.0199491,-0.422347,2.2771,-0.129041,3.00235,0.939523,0.567766,0.0199491,-0.00140332,2.42596,-0.447006,0.865072,0.353249,-1.3797,0.0199645,-0.394067,1.8446,-0.160283,0.266758,0.699131,-1.27784,0.0199491,0.107223,1.94729,-0.345569,-2.92815,0.818457,1.7277,0.256021,0.107223,1.94729,-0.345569,-2.92815,0.818457,1.7277,0.256021,0.107223,1.94729,-0.345569,-2.92815,0.818457,1.7277,0.256021,0.107223,1.94729,-0.345569,-2.92815,0.818457,1.7277,0.256021,0.107223,1.94729,-0.345569,-2.92815,0.818457,1.7277,0.256021,
0.4848,0.235039,1.98546,0.169749,-2.74992,0.677913,-0.809273,0.0199491,-0.534574,2.02456,-0.814068,2.1006,0.470187,-1.39997,0.0199491,-0.351318,2.01921,-0.657821,-2.96408,0.805023,0.337165,0.0199491,-0.415703,2.2787,-0.163178,2.96727,0.920784,0.559546,0.0199491,-0.000343034,2.42281,-0.488335,0.860785,0.356167,-1.35685,0.0199645,-0.394136,1.84426,-0.200826,0.249221,0.718174,-1.26967,0.0199491,0.104606,1.94183,-0.39422,-2.95573,0.803115,1.70525,0.256021,0.104606,1.94183,-0.39422,-2.95573,0.803115,1.70525,0.256021,0.104606,1.94183,-0.39422,-2.95573,0.803115,1.70525,0.256021,0.104606,1.94183,-0.39422,-2.95573,0.803115,1.70525,0.256021,0.104606,1.94183,-0.39422,-2.95573,0.803115,1.70525,0.256021,
0.4949,0.240039,1.96349,0.12102,-2.78878,0.671728,-0.839216,0.0199491,-0.541761,2.03522,-0.851095,2.08257,0.448369,-1.39628,0.0199491,-0.35646,2.02365,-0.697746,-3.00389,0.792928,0.307899,0.0199491,-0.407492,2.2754,-0.197489,2.93553,0.910598,0.536843,0.0199491,0.00427614,2.41724,-0.526094,0.849812,0.35125,-1.33253,0.0199645,-0.39594,1.84078,-0.243641,0.249909,0.727691,-1.24073,0.0199491,0.101662,1.93276,-0.442521,-2.99601,0.791923,1.67474,0.256021,0.101662,1.93276,-0.442521,-2.99601,0.791923,1.67474,0.256021,0.101662,1.93276,-0.442521,-2.99601,0.791923,1.67474,0.256021,0.101662,1.93276,-0.442521,-2.99601,0.791923,1.67474,0.256021,0.101662,1.93276,-0.442521,-2.99601,0.791923,1.67474,0.256021,
