time,0_rod(payload_bars compound_XIIxJa).X,0_rod(payload_bars compound_XIIxJa).Y,0_rod(payload_bars compound_XIIxJa).Z,0_rod(payload_bars compound_XIIxJa).Euler1,0_rod(payload_bars compound_XIIxJa).Euler2,0_rod(payload_bars compound_XIIxJa).Euler3,0_rod(payload_bars compound_XIIxJa).mass,1_rod(payload_bars compound_XIIxJa).X,1_rod(payload_bars compound_XIIxJa).Y,1_rod(payload_bars compound_XIIxJa).Z,1_rod(payload_bars compound_XIIxJa).Euler1,1_rod(payload_bars compound_XIIxJa).Euler2,1_rod(payload_bars compound_XIIxJa).Euler3,1_rod(payload_bars compound_XIIxJa).mass,2_rod(payload_bars compound_XIIxJa).X,2_rod(payload_bars compound_XIIxJa).Y,2_rod(payload_bars compound_XIIxJa).Z,2_rod(payload_bars compound_XIIxJa).Euler1,2_rod(payload_bars compound_XIIxJa).Euler2,2_rod(payload_bars compound_XIIxJa).Euler3,2_rod(payload_bars compound_XIIxJa).mass,3_rod(payload_bars compound_XIIxJa).X,3_rod(payload_bars compound_XIIxJa).Y,3_rod(payload_bars compound_XIIxJa).Z,3_rod(payload_bars compound_XIIxJa).Euler1,3_rod(payload_bars compound_XIIxJa).Euler2,3_rod(payload_bars compound_XIIxJa).Euler3,3_rod(payload_bars compound_XIIxJa).mass,4_rod(payload_bars compound_XIIxJa).X,4_rod(payload_bars compound_XIIxJa).Y,4_rod(payload_bars compound_XIIxJa).Z,4_rod(payload_bars compound_XIIxJa).Euler1,4_rod(payload_bars compound_XIIxJa).Euler2,4_rod(payload_bars compound_XIIxJa).Euler3,4_rod(payload_bars compound_XIIxJa).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
5.9691,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,20.4945,7.31158,-11.4226,-1.86907,0.337237,3.11651,0.199491,21.3986,4.08103,-15.3228,0.989919,0.180371,2.90974,0.199491,19.647,3.67145,-13.2005,-0.368568,0.144608,-1.16402,0.199491,20.2258,3.75624,-14.2283,-3.04307,0.516165,-1.7901,0.199491,20.474,4.75835,-12.2782,-2.67216,-0.6321,-1.24368,0.199645,20.6578,5.49787,-14.8925,-1.14348,-0.849197,-2.28244,0.199491,
5.9792,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,20.4575,7.31165,-11.4191,-1.86733,0.338809,3.12171,0.199491,21.3815,4.08098,-15.3142,0.989235,0.177362,2.90548,0.199491,19.6192,3.6715,-13.2013,-0.367907,0.139661,-1.16209,0.199491,20.2032,3.75618,-14.2257,-3.04254,0.52126,-1.78945,0.199491,20.4414,4.75825,-12.2747,-2.67366,-0.627587,-1.2409,0.199645,20.6386,5.4981,-14.8876,-1.14979,-0.85198,-2.27467,0.199491,
5.9893,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,20.4205,7.31173,-11.4156,-1.86557,0.340379,3.12695,0.199491,21.3646,4.08092,-15.3057,0.988562,0.174336,2.90122,0.199491,19.5914,3.67156,-13.2021,-0.367255,0.134691,-1.16016,0.199491,20.1806,3.75612,-14.2232,-3.04199,0.526377,-1.78878,0.199491,20.4088,4.75814,-12.2713,-2.67516,-0.62305,-1.23812,0.199645,20.6194,5.49832,-14.8827,-1.15617,-0.854734,-2.26681,0.199491,
5.9994,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,20.3835,7.31181,-11.4122,-1.86378,0.341947,3.13222,0.199491,21.3476,4.08087,-15.2971,0.987899,0.171297,2.89693,0.199491,19.5637,3.67161,-13.2031,-0.366613,0.129697,-1.15822,0.199491,20.158,3.75606,-14.2207,-3.04144,0.531518,-1.78811,0.199491,20.3761,4.75803,-12.2679,-2.67664,-0.618489,-1.23535,0.199645,20.6003,5.49854,-14.8779,-1.16265,-0.857466,-2.25887,0.199491,
6.0095,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,20.3465,7.31189,-11.4089,-1.86199,0.343513,3.13751,0.199491,21.3307,4.08082,-15.2884,0.987247,0.168243,2.89263,0.199491,19.5361,3.67167,-13.2041,-0.365982,0.12468,-1.15628,0.199491,20.1355,3.75601,-14.2183,-3.04088,0.536681,-1.78742,0.199491,20.3435,4.75793,-12.2647,-2.67811,-0.613904,-1.23258,0.199645,20.5812,5.49876,-14.873,-1.16921,-0.860173,-2.25084,0.199491,
6.0196,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,20.3094,7.31197,-11.4058,-1.86017,0.345076,-3.14035,0.199491,21.3139,4.08076,-15.2798,0.986607,0.165175,2.88831,0.199491,19.5084,3.67172,-13.2052,-0.365361,0.11964,-1.15435,0.199491,20.1131,3.75595,-14.2159,-3.04032,0.541866,-1.78673,0.199491,20.3109,4.75782,-12.2615,-2.67957,-0.609296,-1.22981,0.199645,20.5622,5.49899,-14.8682,-1.17585,-0.862849,-2.24272,0.199491,
6.0297,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,20.2724,7.31204,-11.4027,-1.85834,0.346636,-3.135,0.199491,21.297,4.08071,-15.2711,0.985979,0.162091,2.88398,0.199491,19.4809,3.67177,-13.2063,-0.36475,0.114578,-1.15241,0.199491,20.0906,3.75589,-14.2135,-3.03975,0.547072,-1.78603,0.199491,20.2783,4.75771,-12.2584,-2.68101,-0.604666,-1.22705,0.199645,20.5433,5.49921,-14.8634,-1.18256,-0.865491,-2.23453,0.199491,
6.0398,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,20.2353,7.31212,-11.3998,-1.85648,0.348192,-3.12961,0.199491,21.2803,4.08066,-15.2625,0.985363,0.158993,2.87964,0.199491,19.4534,3.67183,-13.2076,-0.364149,0.109494,-1.15046,0.199491,20.0683,3.75583,-14.2111,-3.03917,0.5523,-1.78532,0.199491,20.2457,4.75761,-12.2554,-2.68244,-0.600012,-1.2243,0.199645,20.5244,5.49943,-14.8585,-1.18935,-0.868103,-2.22624,0.199491,
6.0499,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,20.1982,7.3122,-11.397,-1.85461,0.349746,-3.1242,0.199491,21.2635,4.0806,-15.2538,0.984758,0.155881,2.87528,0.199491,19.4259,3.67188,-13.2089,-0.363559,0.104387,-1.14852,0.199491,20.046,3.75577,-14.2088,-3.03858,0.55755,-1.7846,0.199491,20.2131,4.7575,-12.2525,-2.68386,-0.595335,-1.22154,0.199645,20.5055,5.49965,-14.8537,-1.19623,-0.870687,-2.21787,0.199491,
6.06,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,20.1611,7.31228,-11.3942,-1.85273,0.351295,-3.11876,0.199491,21.2468,4.08055,-15.2451,0.984166,0.152755,2.8709,0.199491,19.3985,3.67193,-13.2103,-0.362979,0.0992578,-1.14657,0.199491,20.0237,3.75572,-14.2065,-3.03799,0.562821,-1.78387,0.199491,20.1805,4.7574,-12.2497,-2.68527,-0.590636,-1.2188,0.199645,20.4867,5.49987,-14.8489,-1.20319,-0.873239,-2.20942,0.199491,
6.0701,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,20.124,7.31236,-11.3916,-1.85082,0.352841,-3.1133,0.199491,21.2302,4.0805,-15.2363,0.983586,0.149615,2.86651,0.199491,19.3711,3.67199,-13.2117,-0.362411,0.0941075,-1.14463,0.199491,20.0015,3.75566,-14.2043,-3.03738,0.568113,-1.78313,0.199491,20.1479,4.75729,-12.247,-2.68666,-0.585914,-1.21605,0.199645,20.4679,5.50009,-14.8441,-1.21022,-0.875754,-2.20088,0.199491,
6.0802,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,20.0868,7.31243,-11.3891,-1.8489,0.354382,-3.1078,0.199491,21.2135,4.08045,-15.2276,0.983019,0.146461,2.86211,0.199491,19.3437,3.67204,-13.2133,-0.361852,0.0889356,-1.14268,0.199491,19.9793,3.7556,-14.2021,-3.03677,0.573426,-1.78238,0.199491,20.1153,4.75718,-12.2443,-2.68804,-0.581171,-1.21331,0.199645,20.4492,5.50031,-14.8393,-1.21734,-0.878234,-2.19225,0.199491,
6.0903,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,20.0497,7.31251,-11.3867,-1.84695,0.355919,-3.10228,0.199491,21.1969,4.08039,-15.2188,0.982464,0.143294,2.85769,0.199491,19.3165,3.6721,-13.2149,-0.361305,0.0837424,-1.14073,0.199491,19.9572,3.75554,-14.1999,-3.03616,0.578759,-1.78162,0.199491,20.0828,4.75708,-12.2418,-2.6894,-0.576405,-1.21058,0.199645,20.4305,5.50053,-14.8345,-1.22454,-0.88068,-2.18354,0.199491,
6.1004,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,20.0125,7.31259,-11.3845,-1.84499,0.357452,-3.09673,0.199491,21.1804,4.08034,-15.21,0.981922,0.140114,2.85326,0.199491,19.2892,3.67215,-13.2166,-0.360768,0.0785279,-1.13877,0.199491,19.9351,3.75548,-14.1978,-3.03553,0.584113,-1.78085,0.199491,20.0502,4.75697,-12.2393,-2.69076,-0.571618,-1.20785,0.199645,20.4119,5.50074,-14.8298,-1.23182,-0.883091,-2.17475,0.199491,
6.1105,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,19.9754,7.31266,-11.3823,-1.84302,0.35898,-3.09115,0.199491,21.1638,4.08029,-15.2012,0.981393,0.13692,2.84881,0.199491,19.2621,3.6722,-13.2183,-0.360242,0.0732926,-1.13682,0.199491,19.9131,3.75543,-14.1957,-3.0349,0.589486,-1.78007,0.199491,20.0176,4.75686,-12.2369,-2.6921,-0.566809,-1.20512,0.199645,20.3933,5.50096,-14.825,-1.23918,-0.885464,-2.16587,0.199491,
6.1206,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,19.9382,7.31274,-11.3802,-1.84102,0.360502,-3.08554,0.199491,21.1473,4.08024,-15.1923,0.980877,0.133714,2.84435,0.199491,19.2349,3.67226,-13.2202,-0.359727,0.068037,-1.13486,0.199491,19.8911,3.75537,-14.1936,-3.03425,0.59488,-1.77927,0.199491,19.9851,4.75676,-12.2346,-2.69342,-0.56198,-1.2024,0.199645,20.3748,5.50118,-14.8202,-1.24662,-0.887798,-2.1569,0.199491,
6.1307,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,19.901,7.31282,-11.3783,-1.83901,0.36202,-3.07991,0.199491,21.1309,4.08018,-15.1834,0.980375,0.130494,2.83987,0.199491,19.2079,3.67231,-13.2221,-0.359223,0.0627609,-1.1329,0.199491,19.8692,3.75531,-14.1916,-3.0336,0.600293,-1.77847,0.199491,19.9525,4.75665,-12.2324,-2.69473,-0.557129,-1.19969,0.199645,20.3563,5.5014,-14.8154,-1.25413,-0.890093,-2.14786,0.199491,
6.1408,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,19.8639,7.31289,-11.3765,-1.83698,0.363531,-3.07425,0.199491,21.1145,4.08013,-15.1745,0.979886,0.127262,2.83539,0.199491,19.1808,3.67236,-13.224,-0.358731,0.0574645,-1.13094,0.199491,19.8474,3.75525,-14.1896,-3.03294,0.605725,-1.77766,0.199491,19.92,4.75654,-12.2303,-2.69603,-0.552257,-1.19698,0.199645,20.3379,5.50161,-14.8107,-1.26173,-0.892347,-2.13872,0.199491,
6.1509,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,19.8267,7.31297,-11.3747,-1.83493,0.365037,-3.06856,0.199491,21.0981,4.08008,-15.1656,0.979411,0.124016,2.83088,0.199491,19.1539,3.67242,-13.2261,-0.358249,0.0521483,-1.12898,0.199491,19.8255,3.75519,-14.1876,-3.03227,0.611176,-1.77683,0.199491,19.8875,4.75644,-12.2282,-2.69731,-0.547364,-1.19427,0.199645,20.3195,5.50183,-14.8059,-1.26941,-0.89456,-2.12951,0.199491,
6.161,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,19.7895,7.31305,-11.3731,-1.83286,0.366537,-3.06284,0.199491,21.0817,4.08003,-15.1567,0.97895,0.120759,2.82637,0.199491,19.127,3.67247,-13.2282,-0.357779,0.0468124,-1.12702,0.199491,19.8038,3.75514,-14.1857,-3.03159,0.616647,-1.776,0.199491,19.855,4.75633,-12.2263,-2.69858,-0.542452,-1.19157,0.199645,20.3012,5.50205,-14.8011,-1.27717,-0.896732,-2.12021,0.199491,
6.1711,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,19.7523,7.31312,-11.3717,-1.83078,0.368031,-3.0571,0.199491,21.0654,4.07997,-15.1477,0.978503,0.117489,2.82184,0.199491,19.1001,3.67252,-13.2304,-0.35732,0.0414571,-1.12505,0.199491,19.782,3.75508,-14.1838,-3.0309,0.622136,-1.77515,0.199491,19.8225,4.75623,-12.2244,-2.69984,-0.537519,-1.18887,0.199645,20.2829,5.50226,-14.7964,-1.28499,-0.898859,-2.11084,0.199491,
6.1812,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,19.7152,7.3132,-11.3703,-1.82868,0.369518,-3.05133,0.199491,21.0491,4.07992,-15.1387,0.97807,0.114208,2.8173,0.199491,19.0733,3.67258,-13.2326,-0.356872,0.0360827,-1.12308,0.199491,19.7604,3.75502,-14.1819,-3.0302,0.627643,-1.77429,0.199491,19.79,4.75612,-12.2226,-2.70108,-0.532566,-1.18618,0.199645,20.2646,5.50248,-14.7916,-1.2929,-0.900943,-2.10138,0.199491,
6.1913,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,19.678,7.31328,-11.369,-1.82656,0.370998,-3.04554,0.199491,21.0328,4.07987,-15.1297,0.977652,0.110915,2.81274,0.199491,19.0466,3.67263,-13.235,-0.356436,0.0306892,-1.12111,0.199491,19.7388,3.75496,-14.18,-3.02949,0.633168,-1.77342,0.199491,19.7576,4.75601,-12.2209,-2.70231,-0.527594,-1.18349,0.199645,20.2464,5.50269,-14.7868,-1.30089,-0.902982,-2.09184,0.199491,
6.2014,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,19.6408,7.31335,-11.3679,-1.82442,0.372471,-3.03972,0.199491,21.0165,4.07982,-15.1206,0.977248,0.107611,2.80818,0.199491,19.0199,3.67268,-13.2374,-0.356012,0.025277,-1.11914,0.199491,19.7172,3.7549,-14.1782,-3.02877,0.638711,-1.77254,0.199491,19.7251,4.75591,-12.2193,-2.70353,-0.522602,-1.18081,0.199645,20.2283,5.50291,-14.7821,-1.30896,-0.904977,-2.08221,0.199491,
6.2115,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,19.6037,7.31343,-11.3669,-1.82226,0.373937,-3.03387,0.199491,21.0003,4.07977,-15.1115,0.976858,0.104294,2.8036,0.199491,18.9933,3.67274,-13.2398,-0.355599,0.0198466,-1.11717,0.199491,19.6957,3.75485,-14.1764,-3.02804,0.644272,-1.77164,0.199491,19.6927,4.7558,-12.2178,-2.70473,-0.517591,-1.17813,0.199645,20.2102,5.50312,-14.7773,-1.3171,-0.906923,-2.07252,0.199491,
6.2216,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,19.5665,7.3135,-11.3659,-1.82009,0.375395,-3.028,0.199491,20.9841,4.07971,-15.1024,0.976484,0.100967,2.799,0.199491,18.9667,3.67279,-13.2423,-0.355198,0.0143981,-1.1152,0.199491,19.6742,3.75479,-14.1746,-3.0273,0.64985,-1.77073,0.199491,19.6603,4.75569,-12.2164,-2.70591,-0.512561,-1.17546,0.199645,20.1921,5.50333,-14.7725,-1.32531,-0.90882,-2.06274,0.199491,
6.2317,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,19.5294,7.31358,-11.3651,-1.8179,0.376846,-3.0221,0.199491,20.968,4.07966,-15.0933,0.976124,0.0976286,2.7944,0.199491,18.9402,3.67284,-13.2449,-0.354807,0.00893114,-1.11322,0.199491,19.6528,3.75473,-14.1728,-3.02655,0.655445,-1.76981,0.199491,19.6279,4.75559,-12.215,-2.70708,-0.507513,-1.17279,0.199645,20.1741,5.50355,-14.7677,-1.33359,-0.910669,-2.05289,0.199491,
6.2418,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21748e-09,-0.46232,-1.5708,4000.24,19.4922,7.31365,-11.3645,-1.81569,0.378288,-3.01618,0.199491,20.9518,4.07961,-15.0841,0.97578,0.0942796,2.78978,0.199491,18.9138,3.6729,-13.2476,-0.35443,0.00344702,-1.11124,0.199491,19.6314,3.75467,-14.1711,-3.02579,0.661056,-1.76888,0.199491,19.5955,4.75548,-12.2138,-2.70824,-0.502446,-1.17013,0.199645,20.1561,5.50376,-14.763,-1.34195,-0.912469,-2.04296,0.199491,
