time,0_rod(payload_bars compound_XIIxJa).X,0_rod(payload_bars compound_XIIxJa).Y,0_rod(payload_bars compound_XIIxJa).Z,0_rod(payload_bars compound_XIIxJa).Euler1,0_rod(payload_bars compound_XIIxJa).Euler2,0_rod(payload_bars compound_XIIxJa).Euler3,0_rod(payload_bars compound_XIIxJa).mass,1_rod(payload_bars compound_XIIxJa).X,1_rod(payload_bars compound_XIIxJa).Y,1_rod(payload_bars compound_XIIxJa).Z,1_rod(payload_bars compound_XIIxJa).Euler1,1_rod(payload_bars compound_XIIxJa).Euler2,1_rod(payload_bars compound_XIIxJa).Euler3,1_rod(payload_bars compound_XIIxJa).mass,2_rod(payload_bars compound_XIIxJa).X,2_rod(payload_bars compound_XIIxJa).Y,2_rod(payload_bars compound_XIIxJa).Z,2_rod(payload_bars compound_XIIxJa).Euler1,2_rod(payload_bars compound_XIIxJa).Euler2,2_rod(payload_bars compound_XIIxJa).Euler3,2_rod(payload_bars compound_XIIxJa).mass,3_rod(payload_bars compound_XIIxJa).X,3_rod(payload_bars compound_XIIxJa).Y,3_rod(payload_bars compound_XIIxJa).Z,3_rod(payload_bars compound_XIIxJa).Euler1,3_rod(payload_bars compound_XIIxJa).Euler2,3_rod(payload_bars compound_XIIxJa).Euler3,3_rod(payload_bars compound_XIIxJa).mass,4_rod(payload_bars compound_XIIxJa).X,4_rod(payload_bars compound_XIIxJa).Y,4_rod(payload_bars compound_XIIxJa).Z,4_rod(payload_bars compound_XIIxJa).Euler1,4_rod(payload_bars compound_XIIxJa).Euler2,4_rod(payload_bars compound_XIIxJa).Euler3,4_rod(payload_bars compound_XIIxJa).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.8786,5.66941,11.4995,-23.277,-1.8401e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.8401e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.8401e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.8401e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.8401e-09,-0.462321,-1.5708,4000.24,25.1986,6.03679,-19.9236,-2.46621,0.769074,1.23013,0.199491,21.3315,7.38953,-23.1354,1.44209,-0.476053,-2.01884,0.199491,22.5429,4.72842,-22.8186,1.54041,0.992478,0.734746,0.199491,21.7532,5.87166,-22.9658,-2.60377,-0.406993,3.11696,0.199491,23.9547,5.45304,-22.1534,-1.43274,-0.0396863,-2.81432,0.199645,21.6176,7.11729,-21.7238,0.0356079,0.967681,-1.86831,0.199491,
1.8887,5.66941,11.4995,-23.277,-1.39527e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.39527e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.39527e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.39527e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.39527e-09,-0.462321,-1.5708,4000.24,25.1522,6.05693,-19.956,-2.47036,0.751212,1.228,0.199491,21.2423,7.40397,-23.1055,1.42514,-0.466114,-1.99888,0.199491,22.4458,4.7414,-22.7839,1.56298,1.00228,0.766915,0.199491,21.6595,5.88579,-22.9281,-2.60801,-0.431276,3.1161,0.199491,23.8718,5.46596,-22.1493,-1.4357,-0.0447752,-2.83246,0.199645,21.5521,7.14243,-21.6963,0.0145216,0.985449,-1.886,0.199491,
1.8988,5.66941,11.4995,-23.277,-1.29188e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.29188e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.29188e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.29188e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.29188e-09,-0.462321,-1.5708,4000.24,25.1125,6.07303,-19.9772,-2.48194,0.730792,1.22152,0.199491,21.1524,7.40923,-23.0777,1.40788,-0.455558,-1.9793,0.199491,22.3467,4.74384,-22.751,1.5811,1.00991,0.796146,0.199491,21.5647,5.89032,-22.8928,-2.61284,-0.449896,3.11529,0.199491,23.7879,5.46509,-22.1486,-1.44199,-0.0557477,-2.85085,0.199645,21.4849,7.15967,-21.6704,-0.00468976,1.00222,-1.90321,0.199491,
1.9089,5.66941,11.4995,-23.277,-1.2454e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.2454e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.2454e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.2454e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.2454e-09,-0.462321,-1.5708,4000.24,25.0649,6.09198,-20.0062,-2.48613,0.713826,1.21784,0.199491,21.0621,7.41762,-23.0472,1.4005,-0.443981,-1.96394,0.199491,22.2533,4.75146,-22.719,1.60616,1.01799,0.828826,0.199491,21.4726,5.89902,-22.8571,-2.61544,-0.468606,3.11383,0.199491,23.7059,5.4738,-22.1459,-1.44273,-0.0586087,-2.8682,0.199645,21.4175,7.17799,-21.6429,-0.0237934,1.01833,-1.92104,0.199491,
1.919,5.66941,11.4995,-23.277,-1.2258e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.2258e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.2258e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.2258e-09,-0.462321,-1.5708,4000.24,5.66941,11.4995,-23.277,-1.2258e-09,-0.462321,-1.5708,4000.24,25.0214,6.11238,-20.0283,-2.49366,0.695966,1.21125,0.199491,20.9701,7.42405,-23.0172,1.39157,-0.434106,-1.94753,0.199491,22.1601,4.75752,-22.6891,1.63147,1.02459,0.861113,0.199491,21.3804,5.90521,-22.8227,-2.61665,-0.484032,3.11146,0.199491,23.6234,5.47979,-22.1451,-1.44457,-0.0650073,-2.88523,0.199645,21.3479,7.19374,-21.6162,-0.0383962,1.03403,-1.93584,0.199491,
1.9291,5.6694,11.4995,-23.277,-3.78255e-08,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-3.78255e-08,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-3.78255e-08,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-3.78255e-08,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-3.78255e-08,-0.46232,-1.5708,4000.24,24.9794,6.13037,-20.0537,-2.49515,0.680653,1.20754,0.199491,20.8887,7.42818,-22.9827,1.41441,-0.412799,-1.94234,0.199491,22.0833,4.762,-22.6554,1.65359,1.0274,0.889981,0.199491,21.3024,5.90856,-22.7838,-2.61589,-0.516186,3.10886,0.199491,23.5559,5.48614,-22.1397,-1.44342,-0.0640265,-2.90248,0.199645,21.2887,7.21147,-21.5757,-0.171705,1.01873,-2.05879,0.199491,
1.9392,5.6694,11.4995,-23.277,5.24271e-08,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,5.24271e-08,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,5.24271e-08,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,5.24271e-08,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,5.24271e-08,-0.46232,-1.5708,4000.24,24.9992,6.15977,-20.0568,-2.49967,0.658415,1.19925,0.199491,20.8429,7.4186,-22.9235,1.37027,-0.415475,-1.90865,0.199491,22.0479,4.76098,-22.5954,1.70384,1.03984,0.940306,0.199491,21.2629,5.90302,-22.7193,-2.61234,-0.522634,3.10647,0.199491,23.5272,5.49353,-22.114,-1.43935,-0.0730505,-2.92192,0.199645,21.271,7.20968,-21.5323,-0.0365235,1.07441,-1.94349,0.199491,
1.9493,5.66939,11.4995,-23.277,1.24489e-08,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,1.24489e-08,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,1.24489e-08,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,1.24489e-08,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,1.24489e-08,-0.46232,-1.5708,4000.24,25.0162,6.18507,-20.0672,-2.49864,0.639073,1.19363,0.199491,20.8043,7.40871,-22.8585,1.37717,-0.400082,-1.8934,0.199491,22.0257,4.75723,-22.5333,1.72667,1.03962,0.967703,0.199491,21.2344,5.89539,-22.6507,-2.60642,-0.547275,3.10238,0.199491,23.5124,5.49817,-22.0875,-1.4354,-0.081922,-2.94277,0.199645,21.2601,7.21346,-21.4699,-0.119755,1.07814,-2.02606,0.199491,
1.9594,5.66939,11.4995,-23.277,3.50574e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,3.50574e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,3.50574e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,3.50574e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,3.50574e-09,-0.46232,-1.5708,4000.24,25.0395,6.21136,-20.0727,-2.5006,0.618049,1.18498,0.199491,20.7645,7.39577,-22.7916,1.36465,-0.392551,-1.87055,0.199491,22.0029,4.75284,-22.4723,1.77342,1.04521,1.01449,0.199491,21.2048,5.88643,-22.582,-2.59991,-0.562394,3.09776,0.199491,23.494,5.50316,-22.0604,-1.42888,-0.0843533,-2.96292,0.199645,21.2491,7.21121,-21.4139,-0.0715881,1.11088,-1.98982,0.199491,
1.9695,5.66939,11.4995,-23.277,6.85573e-10,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,6.85573e-10,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,6.85573e-10,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,6.85573e-10,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,6.85573e-10,-0.46232,-1.5708,4000.24,25.0556,6.23453,-20.0831,-2.50005,0.599317,1.1768,0.199491,20.7252,7.38196,-22.7238,1.3673,-0.380679,-1.85264,0.199491,21.9828,4.74718,-22.4123,1.80675,1.04498,1.04967,0.199491,21.1773,5.87558,-22.5132,-2.59145,-0.585427,3.09162,0.199491,23.4783,5.5069,-22.0351,-1.42265,-0.0888662,-2.98362,0.199645,21.2376,7.20932,-21.3513,-0.130614,1.11898,-2.05198,0.199491,
1.9796,5.66939,11.4995,-23.277,-5.07134e-10,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-5.07134e-10,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-5.07134e-10,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-5.07134e-10,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-5.07134e-10,-0.46232,-1.5708,4000.24,25.0743,6.25732,-20.0924,-2.4998,0.579945,1.1676,0.199491,20.6851,7.36581,-22.6535,1.36169,-0.372919,-1.83164,0.199491,21.9629,4.74024,-22.3533,1.85017,1.04568,1.09248,0.199491,21.1496,5.86323,-22.4442,-2.58201,-0.602378,3.08449,0.199491,23.4608,5.51038,-22.0093,-1.41484,-0.0896752,-3.00379,0.199645,21.226,7.20273,-21.2919,-0.110586,1.1451,-2.04157,0.199491,
1.9897,5.66939,11.4995,-23.277,-9.76447e-10,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-9.76447e-10,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-9.76447e-10,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-9.76447e-10,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-9.76447e-10,-0.46232,-1.5708,4000.24,25.09,6.27777,-20.1034,-2.49939,0.561576,1.15737,0.199491,20.6449,7.34808,-22.5821,1.36239,-0.363843,-1.81209,0.199491,21.9446,4.73208,-22.2956,1.88861,1.04342,1.13073,0.199491,21.123,5.84906,-22.3753,-2.57081,-0.622257,3.07592,0.199491,23.4442,5.51254,-21.985,-1.40706,-0.0914187,-3.02425,0.199645,21.214,7.19496,-21.2288,-0.143718,1.15859,-2.08086,0.199491,
1.9998,5.66939,11.4995,-23.277,-1.13784e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.13784e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.13784e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.13784e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.13784e-09,-0.46232,-1.5708,4000.24,25.1052,6.29734,-20.1154,-2.49811,0.543475,1.14673,0.199491,20.6046,7.32841,-22.5083,1.36015,-0.356934,-1.79128,0.199491,21.9271,4.72263,-22.2389,1.92912,1.03995,1.16991,0.199491,21.0968,5.83332,-22.306,-2.5582,-0.639952,3.06594,0.199491,23.427,5.51429,-21.961,-1.3983,-0.0909189,-3.04452,0.199645,21.202,7.1837,-21.1665,-0.13936,1.18078,-2.08536,0.199491,
2.0099,5.66939,11.4995,-23.277,-1.19038e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.19038e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.19038e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.19038e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.19038e-09,-0.46232,-1.5708,4000.24,25.1193,6.315,-20.1281,-2.49724,0.525787,1.13476,0.199491,20.564,7.30699,-22.4331,1.36079,-0.350041,-1.77077,0.199491,21.9105,4.71197,-22.1837,1.96879,1.03468,1.20788,0.199491,21.0713,5.81589,-22.2368,-2.54394,-0.657999,3.05446,0.199491,23.4098,5.51497,-21.9381,-1.38925,-0.0899275,-3.06491,0.199645,21.1897,7.17047,-21.102,-0.157302,1.19757,-2.11114,0.199491,
2.02,5.66939,11.4995,-23.277,-1.20797e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.20797e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.20797e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.20797e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.20797e-09,-0.46232,-1.5708,4000.24,25.1319,6.33135,-20.1423,-2.49558,0.5086,1.12224,0.199491,20.5236,7.2837,-22.3556,1.36038,-0.344542,-1.74947,0.199491,21.8948,4.70001,-22.1296,2.00755,1.02767,1.24435,0.199491,21.0464,5.7968,-22.1673,-2.52802,-0.675162,3.04128,0.199491,23.3923,5.51499,-21.9157,-1.37961,-0.0875061,-3.08524,0.199645,21.1777,7.15425,-21.0371,-0.158347,1.21827,-2.12111,0.199491,
2.0301,5.66939,11.4995,-23.277,-1.21414e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21414e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21414e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21414e-09,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-1.21414e-09,-0.46232,-1.5708,4000.24,25.1437,6.346,-20.1573,-2.49418,0.491727,1.10848,0.199491,20.4832,7.25859,-22.2763,1.3614,-0.339623,-1.72802,0.199491,21.8797,4.68681,-22.0769,2.04583,1.01902,1.27982,0.199491,21.022,5.77603,-22.0978,-2.51037,-0.691966,3.0264,0.199491,23.3744,5.51404,-21.8944,-1.36966,-0.0839975,-3.10562,0.199645,21.1656,7.13568,-20.9707,-0.167516,1.23699,-2.13904,0.199491,
2.0402,5.66939,11.4995,-23.277,-5.2431e-08,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-5.2431e-08,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-5.2431e-08,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-5.2431e-08,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-5.2431e-08,-0.46232,-1.5708,4000.24,25.1526,6.36037,-20.1728,-2.49372,0.474632,1.09446,0.199491,20.4419,7.23451,-22.1983,1.3872,-0.330304,-1.71758,0.199491,21.8619,4.67524,-22.0244,2.0896,1.01171,1.31937,0.199491,20.9964,5.75617,-22.0301,-2.49349,-0.708301,3.01247,0.199491,23.3535,5.51434,-21.8736,-1.35986,-0.0817791,-3.12564,0.199645,21.1513,7.12066,-20.9036,-0.210434,1.24783,-2.18891,0.199491,
2.0503,5.66939,11.4995,-23.277,-5.06098e-08,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-5.06098e-08,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-5.06098e-08,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-5.06098e-08,-0.46232,-1.5708,4000.24,5.66939,11.4995,-23.277,-5.06098e-08,-0.46232,-1.5708,4000.24,25.1328,6.39241,-20.171,-2.48958,0.458143,1.09777,0.199491,20.3967,7.22983,-22.1508,1.37504,-0.317736,-1.70364,0.199491,21.8243,4.6769,-21.9634,2.11301,1.01549,1.34612,0.199491,20.9562,5.75586,-21.9716,-2.49332,-0.725588,3.01568,0.199491,23.3154,5.52108,-21.8403,-1.35647,-0.0898415,-3.13976,0.199645,21.1217,7.13311,-20.8641,-0.240597,1.25935,-2.22444,0.199491,
2.0604,5.6694,11.4995,-23.277,-7.61689e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-7.61689e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-7.61689e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-7.61689e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-7.61689e-09,-0.46232,-1.5708,4000.24,25.0931,6.43445,-20.1589,-2.48275,0.441907,1.11121,0.199491,20.3471,7.23457,-22.1231,1.36009,-0.300691,-1.69468,0.199491,21.7771,4.68443,-21.8968,2.13357,1.02738,1.37192,0.199491,20.9085,5.76314,-21.9188,-2.50296,-0.740066,3.03015,0.199491,23.268,5.53102,-21.7983,-1.35539,-0.105437,3.13331,0.199645,21.082,7.16,-20.8418,-0.278696,1.2677,-2.26652,0.199491,
2.0705,5.6694,11.4995,-23.277,-3.38011e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-3.38011e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-3.38011e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-3.38011e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-3.38011e-09,-0.46232,-1.5708,4000.24,25.0568,6.47666,-20.1459,-2.4773,0.425307,1.12218,0.199491,20.2955,7.23237,-22.0957,1.36115,-0.281148,-1.69215,0.199491,21.7307,4.68982,-21.8312,2.16256,1.03937,1.40337,0.199491,20.8606,5.76591,-21.8677,-2.51156,-0.757024,3.04523,0.199491,23.2207,5.54,-21.758,-1.35271,-0.12137,3.123,0.199645,21.0388,7.18327,-20.8161,-0.353371,1.26324,-2.34569,0.199491,
2.0806,5.6694,11.4995,-23.277,-2.30436e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-2.30436e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-2.30436e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-2.30436e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-2.30436e-09,-0.46232,-1.5708,4000.24,25.0168,6.51779,-20.134,-2.46929,0.40943,1.13369,0.199491,20.2428,7.22368,-22.0673,1.36233,-0.2626,-1.68938,0.199491,21.6874,4.69116,-21.7656,2.19025,1.05059,1.43218,0.199491,20.8141,5.76309,-21.8162,-2.51878,-0.772031,3.06031,0.199491,23.1749,5.54719,-21.7169,-1.34811,-0.137945,3.1131,0.199645,20.9944,7.19974,-20.7917,-0.406154,1.26369,-2.40468,0.199491,
2.0907,5.6694,11.4995,-23.277,-1.66111e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.66111e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.66111e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.66111e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.66111e-09,-0.46232,-1.5708,4000.24,24.9776,6.56015,-20.1212,-2.46039,0.394038,1.14373,0.199491,20.1877,7.20909,-22.0375,1.36736,-0.245023,-1.68704,0.199491,21.6474,4.69213,-21.7022,2.2422,1.06067,1.47936,0.199491,20.7684,5.75685,-21.7658,-2.52365,-0.785501,3.0752,0.199491,23.1302,5.55532,-21.6764,-1.34163,-0.15074,3.10365,0.199645,20.9471,7.2107,-20.7659,-0.456008,1.26231,-2.46271,0.199491,
2.1008,5.6694,11.4995,-23.277,-1.36536e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.36536e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.36536e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.36536e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.36536e-09,-0.46232,-1.5708,4000.24,24.9342,6.61512,-20.1055,-2.44848,0.382846,1.14915,0.199491,20.1289,7.19429,-22.0032,1.37674,-0.232901,-1.68313,0.199491,21.6137,4.69368,-21.6467,2.24955,1.06547,1.48375,0.199491,20.7253,5.7489,-21.7172,-2.51928,-0.801146,3.08236,0.199491,23.0893,5.57168,-21.64,-1.33041,-0.165833,3.09507,0.199645,20.8962,7.21788,-20.7348,-0.494472,1.25785,-2.51283,0.199491,
2.1109,5.6694,11.4995,-23.277,-1.26392e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.26392e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.26392e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.26392e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.26392e-09,-0.46232,-1.5708,4000.24,24.8924,6.66092,-20.0918,-2.43705,0.370949,1.15344,0.199491,20.069,7.16947,-21.9664,1.38431,-0.221702,-1.67874,0.199491,21.5821,4.68875,-21.5924,2.2842,1.06998,1.5103,0.199491,20.6823,5.73344,-21.6687,-2.51424,-0.808228,3.08984,0.199491,23.0476,5.58246,-21.6036,-1.31827,-0.173542,3.08676,0.199645,20.8437,7.21453,-20.7028,-0.514694,1.26115,-2.5458,0.199491,
2.121,5.6694,11.4995,-23.277,-1.23295e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.23295e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.23295e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.23295e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.23295e-09,-0.46232,-1.5708,4000.24,24.848,6.69881,-20.0793,-2.4245,0.359624,1.15728,0.199491,20.0086,7.1343,-21.9282,1.39478,-0.210423,-1.67408,0.199491,21.5517,4.67571,-21.5388,2.31777,1.07315,1.5353,0.199491,20.6401,5.70868,-21.6199,-2.5075,-0.820615,3.09631,0.199491,23.0069,5.58506,-21.5684,-1.30568,-0.180784,3.07789,0.199645,20.7911,7.20128,-20.6693,-0.547264,1.25833,-2.59137,0.199491,
2.1311,5.6694,11.4995,-23.277,-1.22297e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.22297e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.22297e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.22297e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.22297e-09,-0.46232,-1.5708,4000.24,24.8034,6.73473,-20.0669,-2.41105,0.349179,1.15907,0.199491,19.9467,7.0919,-21.8874,1.40576,-0.201308,-1.6684,0.199491,21.5234,4.65646,-21.4879,2.34576,1.07452,1.55384,0.199491,20.5985,5.67664,-21.5714,-2.49741,-0.830643,3.09989,0.199491,22.9665,5.58402,-21.535,-1.29116,-0.18775,3.06902,0.199645,20.7371,7.1795,-20.6338,-0.56585,1.26006,-2.62464,0.199491,
2.1412,5.6694,11.4995,-23.277,-1.21945e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.21945e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.21945e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.21945e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.21945e-09,-0.46232,-1.5708,4000.24,24.7579,6.76332,-20.0563,-2.39737,0.338977,1.15943,0.199491,19.884,7.04067,-21.8441,1.41781,-0.193166,-1.66207,0.199491,21.4968,4.6305,-21.4386,2.37853,1.07442,1.57536,0.199491,20.5576,5.63678,-21.5226,-2.48502,-0.839756,3.10182,0.199491,22.9262,5.57739,-21.5027,-1.27563,-0.192111,3.05999,0.199645,20.6824,7.14838,-20.5963,-0.584817,1.26109,-2.659,0.199491,
2.1513,5.6694,11.4995,-23.277,-1.21812e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.21812e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.21812e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.21812e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.21812e-09,-0.46232,-1.5708,4000.24,24.7112,6.78674,-20.0466,-2.38295,0.329395,1.15826,0.199491,19.8204,6.98106,-21.7982,1.4308,-0.186394,-1.65484,0.199491,21.4716,4.59782,-21.3914,2.40924,1.07262,1.59388,0.199491,20.5174,5.58913,-21.4739,-2.46978,-0.849526,3.1013,0.199491,22.8862,5.5652,-21.472,-1.25903,-0.195215,3.05069,0.199645,20.6273,7.10808,-20.5568,-0.599294,1.26377,-2.68983,0.199491,
2.1614,5.6694,11.4995,-23.277,-1.21773e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.21773e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.21773e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.21773e-09,-0.46232,-1.5708,4000.24,5.6694,11.4995,-23.277,-1.21773e-09,-0.46232,-1.5708,4000.24,24.6638,6.80438,-20.0382,-2.36825,0.320273,1.15534,0.199491,19.7562,6.91329,-21.7496,1.4446,-0.181011,-1.64669,0.199491,21.4479,4.55853,-21.3463,2.43987,1.06917,1.61117,0.199491,20.4778,5.53387,-21.425,-2.45168,-0.85827,3.09825,0.199491,22.8462,5.54759,-21.4431,-1.24137,-0.196688,3.04115,0.199645,20.5717,7.05879,-20.515,-0.611028,1.26738,-2.71877,0.199491,
