time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,
0.0101,-3.11999,4.29664,-0.283372,1.02144,0.328302,-1.82445,0.199491,3.09437,4.63262,-0.756608,0.246294,0.357724,-1.99454,0.199491,0.494365,5.86085,-0.552198,-0.14206,0.258532,-0.755369,0.199491,0.81588,5.01354,2.6958,0.180623,-0.221746,-0.930015,0.199491,0.286075,4.14086,1.87586,-1.62468,0.49963,-0.0319016,0.199645,-0.270589,5.90614,-0.781669,-1.78396,1.08716,-0.253079,0.199491,
0.0202,-2.09516,5.46084,0.0259525,-0.81418,-0.49223,-1.69072,0.199491,1.74026,6.53664,-0.0471497,0.124108,0.477928,-1.92812,0.199491,0.903606,6.33454,0.361541,-0.00263721,0.104012,-0.448945,0.199491,0.836664,6.68482,2.11022,0.111034,-0.302366,-0.488593,0.199491,0.334429,4.20499,1.63897,-1.53445,0.360971,-0.0816527,0.199645,0.178991,7.13589,-0.236757,-1.50826,0.543661,-0.070463,0.199491,
0.0303,-2.78898,6.45204,0.295704,0.681204,0.000796725,-2.07835,0.199491,2.68967,7.4992,-0.0405144,0.4903,0.389065,-1.73101,0.199491,0.687558,6.75973,0.799993,0.0664255,0.0826845,-0.240186,0.199491,1.14315,7.31342,2.80631,0.148404,-0.0498044,-0.434058,0.199491,0.924232,5.92064,1.58856,-1.45739,0.362346,-0.125256,0.199645,-0.158588,8.85843,0.0575238,-1.44392,0.526349,-0.00845164,0.199491,
0.0404,-3.27761,7.67,0.362539,0.377355,-0.0852509,-1.91601,0.199491,3.20399,8.87557,0.12631,-0.307072,0.150229,-1.96696,0.199491,0.702243,7.60586,0.925546,-0.0212005,0.798899,-0.234326,0.199491,1.36108,8.6071,3.35155,0.0697504,0.284991,-0.421039,0.199491,1.47562,6.6343,2.01259,-1.49507,0.44899,-0.111597,0.199645,-0.370002,9.79708,0.383485,-1.55037,1.071,-0.117027,0.199491,
0.0505,-3.17973,8.72936,0.563022,0.143033,-0.0950079,-1.82183,0.199491,2.99568,10.0112,0.507758,0.169429,0.325805,-1.81974,0.199491,0.981137,8.74092,1.21021,0.116042,0.520139,-0.146603,0.199491,1.63318,9.56247,3.55833,0.0663728,0.264839,-0.412538,0.199491,1.42079,7.59639,2.21523,-1.42657,0.571874,-0.120976,0.199645,-0.156975,10.8758,0.762086,-1.48953,0.321676,-0.0602978,0.199491,
0.0606,-2.50579,9.68122,1.08182,0.10659,-0.223037,-1.84851,0.199491,2.71358,10.8191,0.860873,-0.224221,0.231289,-1.90326,0.199491,1.1185,9.8706,1.66359,0.0838775,0.464576,-0.162077,0.199491,1.57436,10.4826,3.40305,0.242309,-0.246086,-0.2713,0.199491,1.32027,8.97028,2.2898,-1.42591,0.481357,-0.142706,0.199645,0.0719649,11.9581,1.17222,-1.40066,0.254838,-0.0528592,0.199491,
0.0707,-2.10836,10.5953,1.50335,0.188553,-0.243385,-1.87012,0.199491,2.70483,11.8721,1.15711,-0.140092,0.251654,-1.89263,0.199491,1.20527,10.9385,1.98466,0.128897,0.220988,-0.163305,0.199491,1.61557,11.5071,3.48286,0.115584,0.298365,-0.238742,0.199491,1.30322,10.0745,2.54132,-1.40615,0.538462,-0.148254,0.199645,0.171049,13.0006,1.45663,-1.3669,0.399802,-0.0582213,0.199491,
0.0808,-2.34063,11.5386,1.70077,0.125716,-0.238756,-1.86717,0.199491,2.99307,13.1872,1.27492,0.344296,0.351048,-1.74325,0.199491,1.29387,11.8566,2.03098,0.196352,0.0133674,-0.0853562,0.199491,1.7527,12.6424,4.14089,0.25026,-0.081453,-0.321747,0.199491,1.59537,10.9462,2.96525,-1.40018,0.527395,-0.159238,0.199645,0.195693,13.9632,1.66755,-1.38476,0.70414,-0.0712896,0.199491,
0.0909,-2.45909,12.5393,1.88868,0.0603815,-0.231909,-1.81772,0.199491,3.31962,14.405,1.43297,0.00923614,0.271293,-1.85692,0.199491,1.39065,12.8518,2.17889,0.203067,0.456423,-0.0683956,0.199491,1.83475,13.7691,4.74944,0.260104,0.0289402,-0.380726,0.199491,1.83059,11.7373,3.29627,-1.37403,0.456092,-0.150719,0.199645,0.172076,14.9179,1.88863,-1.36991,0.727945,-0.099751,0.199491,
0.101,-2.32963,13.3903,2.20437,0.214033,-0.191279,-1.85585,0.199491,3.39744,15.3668,1.75055,0.359873,0.333188,-1.75644,0.199491,1.4918,13.9405,2.52374,0.254569,0.170014,-0.0928098,0.199491,1.9302,14.705,4.88283,0.170977,0.313607,-0.356898,0.199491,1.97034,12.8803,3.5676,-1.35452,0.47141,-0.150337,0.199645,0.227059,15.9632,2.16035,-1.33573,0.6533,-0.088051,0.199491,
0.1111,-1.92815,14.3469,2.44816,0.238188,-0.207553,-1.8529,0.199491,3.10726,16.1815,2.21347,-0.02892,0.262548,-1.9017,0.199491,1.68178,14.991,3.02795,0.248847,0.324695,-0.153888,0.199491,2.07765,15.6937,4.82998,0.352653,-0.154695,-0.296311,0.199491,1.99343,14.0499,3.69369,-1.29898,0.501769,-0.153127,0.199645,0.353923,16.9489,2.53088,-1.29904,0.472142,-0.0584381,0.199491,
0.1212,-1.79758,15.24,2.67865,0.320079,-0.164764,-1.85468,0.199491,3.14267,17.1263,2.59329,0.356111,0.358777,-1.80969,0.199491,1.81587,15.9732,3.40484,0.276836,0.292688,-0.181089,0.199491,2.21294,16.7089,4.92777,0.283846,0.17086,-0.267172,0.199491,2.07646,15.1898,3.95097,-1.25257,0.538784,-0.145842,0.199645,0.434183,17.8793,2.84318,-1.27559,0.40265,-0.052834,0.199491,
0.1313,-1.96526,16.1205,2.86757,0.36381,-0.126405,-1.83833,0.199491,3.43066,18.2306,2.77725,0.116333,0.270718,-1.89999,0.199491,1.90405,16.9587,3.63072,0.31358,0.371637,-0.182938,0.199491,2.30841,17.7165,5.41391,0.373022,-0.00786655,-0.305006,0.199491,2.40276,16.105,4.28914,-1.23312,0.482486,-0.132159,0.199645,0.402384,18.8321,3.07461,-1.27563,0.618489,-0.0644687,0.199491,
0.1414,-1.94927,16.9729,3.08845,0.364409,-0.136746,-1.8347,0.199491,3.59092,19.3411,2.98336,0.441853,0.38288,-1.79697,0.199491,2.01726,17.9489,3.8151,0.414896,0.0512458,-0.158286,0.199491,2.36773,18.7864,5.98411,0.398571,-0.00286835,-0.337112,0.199491,2.60079,16.9024,4.55119,-1.23078,0.501696,-0.138553,0.199645,0.454126,19.7975,3.28556,-1.26385,0.813077,-0.0837628,0.199491,
0.1515,-1.64403,17.7967,3.47881,0.449198,-0.159784,-1.86604,0.199491,3.62391,20.3001,3.22276,0.160102,0.297953,-1.8882,0.199491,2.11928,19.0527,4.07962,0.386717,0.291571,-0.184774,0.199491,2.41645,19.689,6.21955,0.325056,0.256073,-0.331547,0.199491,2.64318,17.8204,4.84513,-1.20489,0.446219,-0.146648,0.199645,0.521449,20.8161,3.51644,-1.19984,0.524234,-0.0707366,0.199491,
0.1616,-1.26411,18.6855,3.86522,0.545423,-0.168734,-1.90878,0.199491,3.59372,21.2378,3.54543,0.423583,0.362553,-1.81217,0.199491,2.19472,19.9613,4.38354,0.367533,0.356154,-0.190026,0.199491,2.47301,20.6358,6.3129,0.462634,-0.101724,-0.29646,0.199491,2.66562,18.9207,5.09377,-1.18894,0.498534,-0.155917,0.199645,0.615967,21.6995,3.81604,-1.15805,0.478935,-0.0656903,0.199491,
0.1717,-1.09504,19.6204,4.16441,0.504777,-0.18073,-1.91216,0.199491,3.58054,22.3099,3.81332,0.220043,0.265598,-1.89335,0.199491,2.32814,20.7136,4.62175,0.399436,0.253342,-0.13215,0.199491,2.55885,21.6309,6.46649,0.390474,0.214608,-0.338622,0.199491,2.74052,20.012,5.43931,-1.1426,0.448278,-0.149188,0.199645,0.764563,22.4593,4.16611,-1.1268,0.451378,-0.0627816,0.199491,
0.1818,-1.02611,20.4687,4.43075,0.503866,-0.188377,-1.90584,0.199491,3.67779,23.3728,4.02794,0.484479,0.327224,-1.82266,0.199491,2.44132,21.6492,4.84016,0.416714,0.35576,-0.121846,0.199491,2.63898,22.573,6.8235,0.528526,-0.0782186,-0.373354,0.199491,2.92959,20.8644,5.78492,-1.12074,0.471465,-0.153955,0.199645,0.814571,23.3636,4.41863,-1.11099,0.583856,-0.0718968,0.199491,
0.1919,-0.896167,21.214,4.70083,0.600861,-0.179698,-1.92465,0.199491,3.85285,24.2911,4.27802,0.300196,0.298079,-1.88427,0.199491,2.50699,22.6434,5.10136,0.468803,0.18764,-0.143233,0.199491,2.68413,23.557,7.29613,0.468042,0.143463,-0.344542,0.199491,3.09206,21.7679,5.98419,-1.11145,0.449703,-0.156562,0.199645,0.834863,24.304,4.61998,-1.0853,0.668256,-0.0811696,0.199491,
0.202,-0.733537,22.0399,4.97684,0.591341,-0.193308,-1.91261,0.199491,3.90817,25.1857,4.57271,0.487654,0.345557,-1.83606,0.199491,2.62292,23.6913,5.42473,0.473157,0.387983,-0.188255,0.199491,2.78251,24.4205,7.51994,0.501813,0.11576,-0.341772,0.199491,3.23217,22.6217,6.27005,-1.08268,0.453888,-0.155472,0.199645,0.861087,25.2438,4.87078,-1.04644,0.476749,-0.0714455,0.199491,
