tgDataLogger2 started logging at time 01242019_105043, with 2 sensors on 1 senseable objects.
time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,
0.1,0.281457,2.20329,0.158857,-0.956635,0.292289,0.550907,0.0600995,-0.259308,1.96961,-0.167941,-1.92505,-0.930532,-0.610994,0.0610156,
0.2,0.340474,2.09581,0.0340407,-1.08211,0.0600836,0.449459,0.0600995,-0.211219,1.84423,-0.259434,2.72474,-0.95355,0.807945,0.0610156,
0.3,0.464714,2.10224,-0.236901,-1.24722,-0.364798,0.174515,0.0600995,-0.159666,1.86666,-0.329418,-1.50429,-1.24496,-1.17993,0.0610156,
0.4,0.482641,2.09967,-0.48125,-1.15415,-0.743507,-0.0342899,0.0600995,-0.147256,1.86166,-0.464573,1.76452,-1.21877,1.79918,0.0610156,
0.5,0.478947,2.09609,-0.669808,-0.847536,-0.993799,-0.359224,0.0600995,-0.129102,1.83661,-0.541565,0.920034,-1.30646,2.69651,0.0610156,
0.6,0.474794,2.08851,-0.685354,-0.839023,-1.01178,-0.329063,0.0600995,-0.133292,1.83088,-0.551957,0.890345,-1.297,2.71503,0.0610156,
0.7,0.496287,2.08773,-0.555623,-1.04521,-0.827022,-0.106079,0.0600995,-0.11972,1.82187,-0.500908,1.18837,-1.39726,2.40543,0.0610156,
0.8,0.503581,2.08718,-0.34154,-1.15155,-0.496816,0.0624704,0.0600995,-0.109679,1.8142,-0.389931,-1.66558,-1.50796,-1.02055,0.0610156,
0.9,0.498974,2.08727,-0.216723,-1.15387,-0.302836,0.113182,0.0600995,-0.109174,1.81246,-0.303207,-2.40355,-1.47535,-0.283913,0.0610156,
1,0.4959,2.08796,-0.164079,-1.15547,-0.223036,0.159926,0.0600995,-0.107125,1.81049,-0.273682,-2.93746,-1.4373,0.249429,0.0610156,
1.1,0.50085,2.08822,-0.165723,-1.15652,-0.228913,0.153936,0.0600995,-0.102734,1.8092,-0.267038,-2.80964,-1.45173,0.118869,0.0610156,
1.2,0.510798,2.08753,-0.221655,-1.15344,-0.31922,0.10086,0.0600995,-0.0965963,1.80679,-0.289956,-3.0638,-1.49647,0.368247,0.0610156,
1.3,0.520694,2.08836,-0.296709,-1.14887,-0.431723,0.05269,0.0600995,-0.0893611,1.8066,-0.324704,2.17059,-1.52397,1.41445,0.0610156,
1.4,0.525907,2.08917,-0.351507,-1.13614,-0.514297,0.0111309,0.0600995,-0.0844797,1.80663,-0.352844,1.45274,-1.50623,2.13034,0.0610156,
1.5,0.529295,2.08944,-0.358022,-1.13469,-0.521266,0.0058316,0.0600995,-0.0804558,1.80556,-0.358226,1.26867,-1.51702,2.3142,0.0610156,
1.6,0.531272,2.08918,-0.325735,-1.14708,-0.469706,0.0365831,0.0600995,-0.0776309,1.80435,-0.345035,1.73127,-1.54175,1.85085,0.0610156,
1.7,0.531738,2.08927,-0.28042,-1.15357,-0.39887,0.0595507,0.0600995,-0.0755177,1.80345,-0.322566,3.1223,-1.54143,0.459141,0.0610156,
1.8,0.529647,2.08947,-0.242545,-1.17153,-0.341155,0.127883,0.0600995,-0.0760261,1.80314,-0.304388,2.93098,-1.50111,0.649199,0.0610156,
1.9,0.530237,2.08904,-0.214383,-1.15015,-0.298815,0.0715428,0.0600995,-0.0744534,1.8029,-0.289785,-2.921,-1.48824,0.218653,0.0610156,
2,0.53726,2.08932,-0.210165,-1.1651,-0.296713,0.127001,0.0600995,-0.065266,1.80265,-0.294267,-3.04898,-1.47296,0.346142,0.0610156,
2.1,0.543219,2.08967,-0.229659,-1.17249,-0.330213,0.13319,0.0600995,-0.0604661,1.80241,-0.303204,-3.11675,-1.48943,0.4132,0.0610156,
2.2,0.549312,2.08964,-0.26286,-1.1554,-0.384176,0.0626602,0.0600995,-0.0561045,1.80201,-0.321287,3.02782,-1.50875,0.550775,0.0610156,
2.3,0.556417,2.08968,-0.301795,-1.17318,-0.445467,0.097628,0.0600995,-0.0503583,1.80177,-0.341491,2.38441,-1.51823,1.19193,0.0610156,
2.4,0.563189,2.08968,-0.32815,-1.14907,-0.481725,0.0356271,0.0600995,-0.0439571,1.80133,-0.351644,1.85388,-1.53947,1.72264,0.0610156,
2.5,0.571699,2.09051,-0.332686,-1.14338,-0.486493,0.0150732,0.0600995,-0.0353858,1.80165,-0.354285,1.85629,-1.51919,1.71893,0.0610156,
2.6,0.576449,2.08996,-0.317438,-1.16514,-0.461852,0.071887,0.0600995,-0.0301778,1.80046,-0.344962,1.89999,-1.54519,1.67535,0.0610156,
2.7,0.57968,2.09031,-0.28423,-1.15333,-0.405605,0.0461936,0.0600995,-0.0258085,1.80021,-0.326886,2.54125,-1.52409,1.03311,0.0610156,
2.8,0.583128,2.09051,-0.249,-1.16475,-0.351686,0.0870063,0.0600995,-0.0203098,1.79977,-0.310213,3.09639,-1.5135,0.478371,0.0610156,
2.9,0.58422,2.09033,-0.224286,-1.17269,-0.315632,0.130375,0.0600995,-0.0178361,1.79957,-0.298005,-3.05511,-1.49801,0.346598,0.0610156,
3,0.588174,2.09043,-0.217751,-1.17034,-0.307271,0.123678,0.0600995,-0.0132388,1.79933,-0.295118,-3.11246,-1.48947,0.403418,0.0610156,
3.1,0.593731,2.09085,-0.232801,-1.17007,-0.334524,0.10486,0.0600995,-0.00840082,1.79944,-0.302611,-3.06612,-1.50311,0.357328,0.0610156,
3.2,0.597451,2.09091,-0.262023,-1.16643,-0.381516,0.0794075,0.0600995,-0.00623994,1.7992,-0.315114,2.72791,-1.51257,0.844707,0.0610156,
3.3,0.600514,2.09099,-0.288269,-1.16136,-0.418468,0.0580288,0.0600995,-0.00415691,1.79913,-0.327714,2.42187,-1.52687,1.15045,0.0610156,
3.4,0.602509,2.09104,-0.301046,-1.15959,-0.435159,0.0509171,0.0600995,-0.00235698,1.799,-0.336109,2.28831,-1.53061,1.28377,0.0610156,
3.5,0.603398,2.09098,-0.299792,-1.16148,-0.430697,0.0568207,0.0600995,-0.00119909,1.79883,-0.338616,2.45356,-1.53142,1.11855,0.0610156,
3.6,0.603214,2.09091,-0.286948,-1.16562,-0.409685,0.0715221,0.0600995,-0.000740279,1.79883,-0.335127,2.72946,-1.52331,0.842898,0.0610156,
3.7,0.602572,2.09092,-0.269008,-1.17014,-0.382833,0.0898673,0.0600995,-0.000388178,1.79896,-0.329075,3.01144,-1.51208,0.561665,0.0610156,
3.8,0.602339,2.09099,-0.253966,-1.17362,-0.362384,0.105342,0.0600995,0.000463495,1.79909,-0.324027,3.09493,-1.49763,0.478557,0.0610156,
3.9,0.602857,2.09103,-0.247011,-1.17577,-0.354872,0.114216,0.0600995,0.00167155,1.79915,-0.322754,3.10865,-1.48836,0.464963,0.0610156,
4,0.604361,2.09101,-0.248429,-1.177,-0.360267,0.116745,0.0600995,0.00329432,1.7991,-0.325649,3.08666,-1.48466,0.486711,0.0610156,
4.1,0.609269,2.09081,-0.256134,-1.17884,-0.375157,0.119802,0.0600995,0.00833972,1.79884,-0.333801,3.02067,-1.48011,0.55189,0.0610156,
4.2,0.614135,2.09083,-0.26662,-1.18139,-0.392746,0.121268,0.0600995,0.0131323,1.79878,-0.343585,2.97991,-1.47828,0.592232,0.0610156,
4.3,0.618766,2.09086,-0.274356,-1.18311,-0.405594,0.121591,0.0600995,0.0178777,1.79872,-0.35184,2.9594,-1.47522,0.612419,0.0610156,
4.4,0.622587,2.09087,-0.276492,-1.18642,-0.408435,0.129835,0.0600995,0.0222755,1.79864,-0.358059,2.97645,-1.46873,0.595222,0.0610156,
4.5,0.625961,2.09088,-0.274609,-1.19165,-0.406271,0.145622,0.0600995,0.0266742,1.7987,-0.363416,3.02819,-1.45961,0.543864,0.0610156,
4.6,0.630097,2.09082,-0.274219,-1.19571,-0.406927,0.157884,0.0600995,0.0318023,1.79878,-0.369807,3.03016,-1.44857,0.541876,0.0610156,
4.7,0.634912,2.09074,-0.277379,-1.19914,-0.413031,0.166258,0.0600995,0.0373626,1.79879,-0.377944,3.02498,-1.44014,0.546865,0.0610156,
4.8,0.640297,2.09063,-0.283124,-1.20233,-0.422879,0.172112,0.0600995,0.0432726,1.79877,-0.387128,3.00163,-1.43271,0.569721,0.0610156,
4.9,0.6456,2.09053,-0.288904,-1.20553,-0.432169,0.178033,0.0600995,0.0491419,1.79871,-0.396233,2.99033,-1.42637,0.580537,0.0610156,
5,0.650376,2.09044,-0.292898,-1.20861,-0.438617,0.184545,0.0600995,0.0546928,1.79856,-0.404475,2.98713,-1.41891,0.583207,0.0610156,
5.1,0.653771,2.09041,-0.294578,-1.21231,-0.441213,0.193771,0.0600995,0.0592525,1.79832,-0.411712,2.99986,-1.41059,0.570056,0.0610156,
5.2,0.656536,2.09036,-0.29485,-1.21566,-0.441607,0.203403,0.0600995,0.0633418,1.79809,-0.418212,3.02173,-1.40193,0.54796,0.0610156,
5.3,0.659453,2.09034,-0.295827,-1.21873,-0.443252,0.211208,0.0600995,0.0675512,1.79784,-0.424807,3.03554,-1.39331,0.533819,0.0610156,
5.4,0.663696,2.0903,-0.296565,-1.22132,-0.445367,0.217566,0.0600995,0.0729221,1.79753,-0.430116,3.03611,-1.38558,0.53254,0.0610156,
5.5,0.667008,2.09034,-0.296574,-1.22493,-0.445719,0.226872,0.0600995,0.077585,1.79733,-0.43555,3.04524,-1.37694,0.523067,0.0610156,
5.6,0.669948,2.09043,-0.296907,-1.22895,-0.446472,0.236525,0.0600995,0.0819756,1.79718,-0.441531,3.05152,-1.36744,0.516487,0.0610156,
5.7,0.673028,2.09049,-0.297718,-1.23308,-0.448065,0.246216,0.0600995,0.0865465,1.79707,-0.447915,3.05787,-1.3582,0.509926,0.0610156,
5.8,0.676208,2.09056,-0.299162,-1.23703,-0.450657,0.254661,0.0600995,0.0910494,1.79697,-0.454114,3.05856,-1.34972,0.508895,0.0610156,
