time,0_rod(payload_bars compound_GHtiUC).X,0_rod(payload_bars compound_GHtiUC).Y,0_rod(payload_bars compound_GHtiUC).Z,0_rod(payload_bars compound_GHtiUC).Euler1,0_rod(payload_bars compound_GHtiUC).Euler2,0_rod(payload_bars compound_GHtiUC).Euler3,0_rod(payload_bars compound_GHtiUC).mass,1_rod(payload_bars compound_GHtiUC).X,1_rod(payload_bars compound_GHtiUC).Y,1_rod(payload_bars compound_GHtiUC).Z,1_rod(payload_bars compound_GHtiUC).Euler1,1_rod(payload_bars compound_GHtiUC).Euler2,1_rod(payload_bars compound_GHtiUC).Euler3,1_rod(payload_bars compound_GHtiUC).mass,2_rod(payload_bars compound_GHtiUC).X,2_rod(payload_bars compound_GHtiUC).Y,2_rod(payload_bars compound_GHtiUC).Z,2_rod(payload_bars compound_GHtiUC).Euler1,2_rod(payload_bars compound_GHtiUC).Euler2,2_rod(payload_bars compound_GHtiUC).Euler3,2_rod(payload_bars compound_GHtiUC).mass,3_rod(payload_bars compound_GHtiUC).X,3_rod(payload_bars compound_GHtiUC).Y,3_rod(payload_bars compound_GHtiUC).Z,3_rod(payload_bars compound_GHtiUC).Euler1,3_rod(payload_bars compound_GHtiUC).Euler2,3_rod(payload_bars compound_GHtiUC).Euler3,3_rod(payload_bars compound_GHtiUC).mass,4_rod(sense_bar compound_GHtiUC).X,4_rod(sense_bar compound_GHtiUC).Y,4_rod(sense_bar compound_GHtiUC).Z,4_rod(sense_bar compound_GHtiUC).Euler1,4_rod(sense_bar compound_GHtiUC).Euler2,4_rod(sense_bar compound_GHtiUC).Euler3,4_rod(sense_bar compound_GHtiUC).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.6262,-0.000222287,30.7753,0.00845374,-0.000312225,0.000467525,6.33136e-05,0.24652,-0.000222287,30.7753,0.00845374,-0.000312225,0.000467525,6.33136e-05,0.24652,-0.000222287,30.7753,0.00845374,-0.000312225,0.000467525,6.33136e-05,0.24652,-0.000222287,30.7753,0.00845374,-0.000312225,0.000467525,6.33136e-05,0.24652,-0.000222287,30.7753,0.00845374,-0.000312225,0.000467525,6.33136e-05,0.24652,-0.729088,30.7577,0.0153949,0.00568018,0.0135772,-2.35187,0.0593527,0.753897,30.7532,0.0110204,0.00524685,0.0131507,-2.35188,0.0593527,0.00832906,30.2335,-0.513286,-0.015459,0.0379484,2.35174,0.0593527,0.0167083,31.2774,0.539674,-0.0181715,0.0406341,2.35163,0.0593527,0.000535584,31.2776,-0.513038,-1.57385,-0.00274642,-0.00295389,0.0593527,0.0244235,30.2333,0.539447,-1.57376,-0.00308239,-0.00304847,0.0593527,
0.6363,-0.000220303,30.1499,0.0084634,-0.000259279,0.000410047,5.9581e-05,0.24652,-0.000220303,30.1499,0.0084634,-0.000259279,0.000410047,5.9581e-05,0.24652,-0.000220303,30.1499,0.0084634,-0.000259279,0.000410047,5.9581e-05,0.24652,-0.000220303,30.1499,0.0084634,-0.000259279,0.000410047,5.9581e-05,0.24652,-0.000220303,30.1499,0.0084634,-0.000259279,0.000410047,5.9581e-05,0.24652,-0.729088,30.1323,0.0153953,0.00581335,0.0137206,-2.35187,0.0593527,0.753899,30.1278,0.011006,0.0062148,0.0141277,-2.35186,0.0593527,0.00832186,29.6081,-0.513288,-0.0154029,0.0378896,2.35175,0.0593527,0.0167043,30.652,0.539672,-0.0164539,0.0389303,2.3517,0.0593527,0.000537708,30.6522,-0.513049,-1.57386,-0.00463425,-0.00296038,0.0593527,0.0244223,29.6079,0.539436,-1.57377,-0.00145039,-0.00305362,0.0593527,
0.6464,-0.000217569,29.5145,0.0084712,-0.000182644,0.000334057,7.22443e-05,0.24652,-0.000217569,29.5145,0.0084712,-0.000182644,0.000334057,7.22443e-05,0.24652,-0.000217569,29.5145,0.0084712,-0.000182644,0.000334057,7.22443e-05,0.24652,-0.000217569,29.5145,0.0084712,-0.000182644,0.000334057,7.22443e-05,0.24652,-0.000217569,29.5145,0.0084712,-0.000182644,0.000334057,7.22443e-05,0.24652,-0.72908,29.4969,0.015395,0.00582189,0.0137463,-2.35187,0.0593527,0.753897,29.4924,0.0109913,0.00631551,0.0142411,-2.35186,0.0593527,0.00830763,28.9726,-0.51329,-0.0162209,0.0386993,2.35171,0.0593527,0.0166983,30.0166,0.539663,-0.0144087,0.0369042,2.35177,0.0593527,0.000539027,30.0168,-0.51305,-1.57387,-0.00374274,-0.00297001,0.0593527,0.0244231,28.9725,0.539431,-1.57378,-0.00252163,-0.00306052,0.0593527,
0.6565,-0.000218984,28.8691,0.00847327,-0.000113255,0.000270707,8.9419e-05,0.24652,-0.000218984,28.8691,0.00847327,-0.000113255,0.000270707,8.9419e-05,0.24652,-0.000218984,28.8691,0.00847327,-0.000113255,0.000270707,8.9419e-05,0.24652,-0.000218984,28.8691,0.00847327,-0.000113255,0.000270707,8.9419e-05,0.24652,-0.000218984,28.8691,0.00847327,-0.000113255,0.000270707,8.9419e-05,0.24652,-0.729078,28.8515,0.015395,0.00567995,0.013612,-2.35187,0.0593527,0.753894,28.847,0.0109865,0.00535031,0.0132822,-2.35188,0.0593527,0.00830435,28.3272,-0.513293,-0.0163401,0.0388204,2.3517,0.0593527,0.0167111,29.3712,0.539657,-0.0160448,0.0385275,2.35171,0.0593527,0.000536671,29.3714,-0.513045,-1.57388,-0.00177341,-0.00297397,0.0593527,0.024424,28.3271,0.539432,-1.57378,-0.00425061,-0.00306566,0.0593527,
0.6666,-0.000221688,28.2137,0.00847544,-9.15011e-05,0.000250228,9.66385e-05,0.24652,-0.000221688,28.2137,0.00847544,-9.15011e-05,0.000250228,9.66385e-05,0.24652,-0.000221688,28.2137,0.00847544,-9.15011e-05,0.000250228,9.66385e-05,0.24652,-0.000221688,28.2137,0.00847544,-9.15011e-05,0.000250228,9.66385e-05,0.24652,-0.000221688,28.2137,0.00847544,-9.15011e-05,0.000250228,9.66385e-05,0.24652,-0.729084,28.1961,0.0153943,0.00566014,0.0135912,-2.35187,0.0593527,0.753893,28.1915,0.0109862,0.0051471,0.0130787,-2.35188,0.0593527,0.00831068,27.6718,-0.513296,-0.0155329,0.0380214,2.35173,0.0593527,0.0167257,28.7158,0.539658,-0.0181711,0.0406335,2.35163,0.0593527,0.00053501,28.716,-0.513051,-1.57387,-0.00247181,-0.00297227,0.0593527,0.0244231,27.6716,0.539431,-1.57378,-0.0033454,-0.00306723,0.0593527,
0.6767,-0.000220201,27.5483,0.00847665,-0.000124079,0.000277366,8.89386e-05,0.24652,-0.000220201,27.5483,0.00847665,-0.000124079,0.000277366,8.89386e-05,0.24652,-0.000220201,27.5483,0.00847665,-0.000124079,0.000277366,8.89386e-05,0.24652,-0.000220201,27.5483,0.00847665,-0.000124079,0.000277366,8.89386e-05,0.24652,-0.000220201,27.5483,0.00847665,-0.000124079,0.000277366,8.89386e-05,0.24652,-0.729086,27.5307,0.015395,0.00579947,0.0137273,-2.35187,0.0593527,0.753896,27.5261,0.0109855,0.00608985,0.0140199,-2.35187,0.0593527,0.00831129,27.0064,-0.513294,-0.0153674,0.0378544,2.35174,0.0593527,0.0167161,28.0504,0.539663,-0.0166375,0.039112,2.35169,0.0593527,0.000537143,28.0505,-0.513058,-1.57387,-0.00451167,-0.00297141,0.0593527,0.024422,27.0062,0.539427,-1.57378,-0.00153207,-0.00306516,0.0593527,
0.6868,-0.000217593,26.8728,0.00847158,-0.0001847,0.000335719,7.39747e-05,0.24652,-0.000217593,26.8728,0.00847158,-0.0001847,0.000335719,7.39747e-05,0.24652,-0.000217593,26.8728,0.00847158,-0.0001847,0.000335719,7.39747e-05,0.24652,-0.000217593,26.8728,0.00847158,-0.0001847,0.000335719,7.39747e-05,0.24652,-0.000217593,26.8728,0.00847158,-0.0001847,0.000335719,7.39747e-05,0.24652,-0.72908,26.8552,0.015395,0.00582533,0.0137492,-2.35187,0.0593527,0.753898,26.8507,0.0109912,0.00638998,0.0143152,-2.35186,0.0593527,0.00830798,26.3309,-0.513291,-0.016167,0.0386457,2.35171,0.0593527,0.0166986,27.3749,0.539664,-0.014439,0.036934,2.35177,0.0593527,0.000539081,27.3751,-0.513051,-1.57387,-0.00401622,-0.00296971,0.0593527,0.024423,26.3308,0.53943,-1.57378,-0.00226307,-0.00306032,0.0593527,
0.6969,-0.000219105,26.1874,0.00846065,-0.000244559,0.000399583,6.46176e-05,0.24652,-0.000219105,26.1874,0.00846065,-0.000244559,0.000399583,6.46176e-05,0.24652,-0.000219105,26.1874,0.00846065,-0.000244559,0.000399583,6.46176e-05,0.24652,-0.000219105,26.1874,0.00846065,-0.000244559,0.000399583,6.46176e-05,0.24652,-0.000219105,26.1874,0.00846065,-0.000244559,0.000399583,6.46176e-05,0.24652,-0.72908,26.1698,0.0153952,0.00569334,0.0136055,-2.35187,0.0593527,0.753897,26.1652,0.0110061,0.0054825,0.0133977,-2.35187,0.0593527,0.00831445,25.6455,-0.513288,-0.0163728,0.0388527,2.35171,0.0593527,0.0166999,26.6895,0.539666,-0.0158635,0.0383479,2.35172,0.0593527,0.000537241,26.6897,-0.513037,-1.57386,-0.00192281,-0.00296323,0.0593527,0.0244243,25.6454,0.539441,-1.57376,-0.00414548,-0.00305444,0.0593527,
0.707,-0.000222147,25.4919,0.00845492,-0.000292461,0.000448765,6.77593e-05,0.24652,-0.000222147,25.4919,0.00845492,-0.000292461,0.000448765,6.77593e-05,0.24652,-0.000222147,25.4919,0.00845492,-0.000292461,0.000448765,6.77593e-05,0.24652,-0.000222147,25.4919,0.00845492,-0.000292461,0.000448765,6.77593e-05,0.24652,-0.000222147,25.4919,0.00845492,-0.000292461,0.000448765,6.77593e-05,0.24652,-0.729087,25.4743,0.0153949,0.00567209,0.0135725,-2.35187,0.0593527,0.753896,25.4698,0.0110177,0.00509769,0.0130043,-2.35188,0.0593527,0.00832675,24.9501,-0.513287,-0.0155693,0.0380581,2.35174,0.0593527,0.0167093,25.9941,0.539672,-0.0181132,0.0405767,2.35163,0.0593527,0.000535415,25.9942,-0.513036,-1.57386,-0.00220093,-0.00295578,0.0593527,0.0244238,24.9499,0.539447,-1.57376,-0.00359967,-0.00305017,0.0593527,
0.7171,-0.000220918,24.7865,0.00845729,-0.000311589,0.000463203,7.85016e-05,0.24652,-0.000220918,24.7865,0.00845729,-0.000311589,0.000463203,7.85016e-05,0.24652,-0.000220918,24.7865,0.00845729,-0.000311589,0.000463203,7.85016e-05,0.24652,-0.000220918,24.7865,0.00845729,-0.000311589,0.000463203,7.85016e-05,0.24652,-0.000220918,24.7865,0.00845729,-0.000311589,0.000463203,7.85016e-05,0.24652,-0.729089,24.7689,0.0153957,0.00581073,0.0137097,-2.35187,0.0593527,0.753899,24.7644,0.0110156,0.00597124,0.0138781,-2.35187,0.0593527,0.00832723,24.2446,-0.513286,-0.0153043,0.0377926,2.35175,0.0593527,0.016702,25.2886,0.539676,-0.0167817,0.0392555,2.35168,0.0593527,0.000537275,25.2888,-0.513046,-1.57385,-0.00431774,-0.00295575,0.0593527,0.0244227,24.2444,0.539443,-1.57377,-0.00167035,-0.00304931,0.0593527,
0.7272,-0.000217912,24.071,0.0084617,-0.000285017,0.000434742,8.58772e-05,0.24652,-0.000217912,24.071,0.0084617,-0.000285017,0.000434742,8.58772e-05,0.24652,-0.000217912,24.071,0.0084617,-0.000285017,0.000434742,8.58772e-05,0.24652,-0.000217912,24.071,0.0084617,-0.000285017,0.000434742,8.58772e-05,0.24652,-0.000217912,24.071,0.0084617,-0.000285017,0.000434742,8.58772e-05,0.24652,-0.729083,24.0534,0.0153953,0.00583708,0.0137453,-2.35187,0.0593527,0.7539,24.0489,0.0110069,0.00644465,0.0143575,-2.35186,0.0593527,0.00831664,23.5291,-0.513286,-0.016096,0.0385752,2.35172,0.0593527,0.0166909,24.5731,0.539672,-0.0144743,0.0369688,2.35177,0.0593527,0.0005393,24.5733,-0.513047,-1.57386,-0.00425337,-0.00296127,0.0593527,0.0244231,23.529,0.539439,-1.57377,-0.00203114,-0.00305178,0.0593527,
0.7373,-0.000218845,23.3455,0.00846346,-0.000220103,0.000375004,8.40112e-05,0.24652,-0.000218845,23.3455,0.00846346,-0.000220103,0.000375004,8.40112e-05,0.24652,-0.000218845,23.3455,0.00846346,-0.000220103,0.000375004,8.40112e-05,0.24652,-0.000218845,23.3455,0.00846346,-0.000220103,0.000375004,8.40112e-05,0.24652,-0.000218845,23.3455,0.00846346,-0.000220103,0.000375004,8.40112e-05,0.24652,-0.72908,23.3279,0.015395,0.00569468,0.0136108,-2.35187,0.0593527,0.753896,23.3234,0.0110018,0.00561588,0.0135339,-2.35187,0.0593527,0.00831202,22.8037,-0.513289,-0.0164165,0.0388953,2.3517,0.0593527,0.0167009,23.8477,0.539665,-0.015708,0.0381933,2.35172,0.0593527,0.000537467,23.8478,-0.51304,-1.57387,-0.00213503,-0.00296532,0.0593527,0.0244241,22.8035,0.53944,-1.57377,-0.00399047,-0.00305642,0.0593527,
0.7474,-0.000221693,22.6101,0.00846811,-0.000157183,0.000315368,7.70969e-05,0.24652,-0.000221693,22.6101,0.00846811,-0.000157183,0.000315368,7.70969e-05,0.24652,-0.000221693,22.6101,0.00846811,-0.000157183,0.000315368,7.70969e-05,0.24652,-0.000221693,22.6101,0.00846811,-0.000157183,0.000315368,7.70969e-05,0.24652,-0.000221693,22.6101,0.00846811,-0.000157183,0.000315368,7.70969e-05,0.24652,-0.729084,22.5925,0.0153945,0.00565727,0.0135786,-2.35187,0.0593527,0.753894,22.5879,0.0109967,0.00505438,0.0129778,-2.35188,0.0593527,0.00831532,22.0682,-0.513293,-0.0156469,0.0381349,2.35173,0.0593527,0.0167196,23.1122,0.539662,-0.0180753,0.0405391,2.35163,0.0593527,0.000535117,23.1124,-0.513044,-1.57387,-0.00198944,-0.0029671,0.0593527,0.0244235,22.068,0.539437,-1.57377,-0.00381576,-0.00306163,0.0593527,
0.7575,-0.000220672,21.8646,0.00847545,-0.00012565,0.000280067,7.32721e-05,0.24652,-0.000220672,21.8646,0.00847545,-0.00012565,0.000280067,7.32721e-05,0.24652,-0.000220672,21.8646,0.00847545,-0.00012565,0.000280067,7.32721e-05,0.24652,-0.000220672,21.8646,0.00847545,-0.00012565,0.000280067,7.32721e-05,0.24652,-0.000220672,21.8646,0.00847545,-0.00012565,0.000280067,7.32721e-05,0.24652,-0.729086,21.847,0.0153953,0.00579302,0.0137203,-2.35187,0.0593527,0.753895,21.8424,0.0109872,0.00582131,0.0137515,-2.35187,0.0593527,0.00831258,21.3227,-0.513294,-0.0152868,0.0377755,2.35175,0.0593527,0.0167176,22.3667,0.539662,-0.0169584,0.0394308,2.35168,0.0593527,0.000536609,22.3669,-0.513055,-1.57387,-0.00409596,-0.00297107,0.0593527,0.0244223,21.3225,0.539427,-1.57378,-0.00183874,-0.00306523,0.0593527,
0.7676,-0.00021759,21.1091,0.00847792,-0.000127107,0.000278449,7.60169e-05,0.24652,-0.00021759,21.1091,0.00847792,-0.000127107,0.000278449,7.60169e-05,0.24652,-0.00021759,21.1091,0.00847792,-0.000127107,0.000278449,7.60169e-05,0.24652,-0.00021759,21.1091,0.00847792,-0.000127107,0.000278449,7.60169e-05,0.24652,-0.00021759,21.1091,0.00847792,-0.000127107,0.000278449,7.60169e-05,0.24652,-0.72908,21.0915,0.0153949,0.00582966,0.0137617,-2.35187,0.0593527,0.753897,21.0869,0.0109821,0.00645605,0.0143887,-2.35186,0.0593527,0.00830411,20.5672,-0.513293,-0.0160472,0.0385267,2.35172,0.0593527,0.0167039,21.6112,0.539661,-0.0145486,0.0370423,2.35177,0.0593527,0.000538937,21.6114,-0.513056,-1.57387,-0.00445549,-0.0029743,0.0593527,0.0244226,20.567,0.539424,-1.57379,-0.00182129,-0.00306524,0.0593527,
0.7777,-0.000218463,20.3436,0.008471,-0.000152114,0.000307112,8.18277e-05,0.24652,-0.000218463,20.3436,0.008471,-0.000152114,0.000307112,8.18277e-05,0.24652,-0.000218463,20.3436,0.008471,-0.000152114,0.000307112,8.18277e-05,0.24652,-0.000218463,20.3436,0.008471,-0.000152114,0.000307112,8.18277e-05,0.24652,-0.000218463,20.3436,0.008471,-0.000152114,0.000307112,8.18277e-05,0.24652,-0.729079,20.326,0.0153947,0.0056929,0.0136196,-2.35187,0.0593527,0.753895,20.3214,0.0109903,0.00575252,0.0136787,-2.35187,0.0593527,0.0083059,19.8017,-0.513292,-0.0164555,0.0389335,2.3517,0.0593527,0.0167056,20.8457,0.53966,-0.0155551,0.0380415,2.35173,0.0593527,0.000537609,20.8459,-0.513045,-1.57387,-0.00238703,-0.00297104,0.0593527,0.0244237,19.8015,0.539433,-1.57377,-0.00379317,-0.00306213,0.0593527,
0.7878,-0.000221674,19.5681,0.00846356,-0.000201133,0.000358935,8.47831e-05,0.24652,-0.000221674,19.5681,0.00846356,-0.000201133,0.000358935,8.47831e-05,0.24652,-0.000221674,19.5681,0.00846356,-0.000201133,0.000358935,8.47831e-05,0.24652,-0.000221674,19.5681,0.00846356,-0.000201133,0.000358935,8.47831e-05,0.24652,-0.000221674,19.5681,0.00846356,-0.000201133,0.000358935,8.47831e-05,0.24652,-0.729085,19.5505,0.0153946,0.00565552,0.0135703,-2.35187,0.0593527,0.753895,19.5459,0.0110034,0.00505017,0.012968,-2.35188,0.0593527,0.00831834,19.0262,-0.513291,-0.0157084,0.0381958,2.35173,0.0593527,0.0167157,20.0702,0.539664,-0.0180033,0.0404679,2.35163,0.0593527,0.000535247,20.0704,-0.513041,-1.57387,-0.00181649,-0.00296356,0.0593527,0.0244237,19.026,0.539441,-1.57376,-0.00400297,-0.00305783,0.0593527,
0.7979,-0.000221242,18.7826,0.00846148,-0.000259337,0.000412974,8.1739e-05,0.24652,-0.000221242,18.7826,0.00846148,-0.000259337,0.000412974,8.1739e-05,0.24652,-0.000221242,18.7826,0.00846148,-0.000259337,0.000412974,8.1739e-05,0.24652,-0.000221242,18.7826,0.00846148,-0.000259337,0.000412974,8.1739e-05,0.24652,-0.000221242,18.7826,0.00846148,-0.000259337,0.000412974,8.1739e-05,0.24652,-0.729088,18.765,0.0153957,0.00579961,0.0137065,-2.35187,0.0593527,0.753898,18.7604,0.0110088,0.00568799,0.0136018,-2.35187,0.0593527,0.00832394,18.2407,-0.513288,-0.0152442,0.0377338,2.35175,0.0593527,0.0167079,19.2847,0.539672,-0.0171002,0.0395717,2.35167,0.0593527,0.000536615,19.2849,-0.513047,-1.57386,-0.0038233,-0.00295986,0.0593527,0.0244228,18.2405,0.53944,-1.57377,-0.00205746,-0.00305395,0.0593527,
0.808,-0.000218127,17.987,0.00846126,-0.000294091,0.000443472,7.48247e-05,0.24652,-0.000218127,17.987,0.00846126,-0.000294091,0.000443472,7.48247e-05,0.24652,-0.000218127,17.987,0.00846126,-0.000294091,0.000443472,7.48247e-05,0.24652,-0.000218127,17.987,0.00846126,-0.000294091,0.000443472,7.48247e-05,0.24652,-0.000218127,17.987,0.00846126,-0.000294091,0.000443472,7.48247e-05,0.24652,-0.729084,17.9694,0.0153954,0.00584811,0.0137544,-2.35187,0.0593527,0.7539,17.9649,0.0110083,0.0064588,0.0143709,-2.35186,0.0593527,0.00831823,17.4452,-0.513286,-0.0159611,0.0384416,2.35172,0.0593527,0.0166911,18.4892,0.539673,-0.0146067,0.0371,2.35177,0.0593527,0.000539209,18.4893,-0.513047,-1.57386,-0.00459169,-0.00296039,0.0593527,0.024423,17.445,0.539438,-1.57377,-0.00166385,-0.00305109,0.0593527,
0.8181,-0.000218621,17.1815,0.00845838,-0.00028326,0.000435892,6.98655e-05,0.24652,-0.000218621,17.1815,0.00845838,-0.00028326,0.000435892,6.98655e-05,0.24652,-0.000218621,17.1815,0.00845838,-0.00028326,0.000435892,6.98655e-05,0.24652,-0.000218621,17.1815,0.00845838,-0.00028326,0.000435892,6.98655e-05,0.24652,-0.000218621,17.1815,0.00845838,-0.00028326,0.000435892,6.98655e-05,0.24652,-0.729081,17.1639,0.0153949,0.00570712,0.0136139,-2.35187,0.0593527,0.753898,17.1594,0.0110101,0.00590109,0.0138107,-2.35187,0.0593527,0.00831626,16.6396,-0.513286,-0.0164676,0.0389453,2.3517,0.0593527,0.0166944,17.6836,0.53967,-0.0153949,0.0378826,2.35174,0.0593527,0.000538179,17.6838,-0.513038,-1.57386,-0.00266163,-0.00296024,0.0593527,0.024424,16.6395,0.539443,-1.57376,-0.00356843,-0.00305092,0.0593527,
0.8282,-0.000221635,16.366,0.00845911,-0.000243605,0.000400655,7.16045e-05,0.24652,-0.000221635,16.366,0.00845911,-0.000243605,0.000400655,7.16045e-05,0.24652,-0.000221635,16.366,0.00845911,-0.000243605,0.000400655,7.16045e-05,0.24652,-0.000221635,16.366,0.00845911,-0.000243605,0.000400655,7.16045e-05,0.24652,-0.000221635,16.366,0.00845911,-0.000243605,0.000400655,7.16045e-05,0.24652,-0.729085,16.3484,0.0153947,0.00565293,0.0135613,-2.35187,0.0593527,0.753895,16.3438,0.01101,0.00507445,0.0129866,-2.35188,0.0593527,0.00832136,15.8241,-0.513289,-0.015776,0.0382629,2.35173,0.0593527,0.0167116,16.8681,0.539667,-0.0179203,0.0403858,2.35164,0.0593527,0.000535436,16.8683,-0.513037,-1.57386,-0.00169786,-0.00296015,0.0593527,0.0244239,15.8239,0.539445,-1.57376,-0.00414438,-0.00305413,0.0593527,
0.8383,-0.000221301,15.5404,0.00846674,-0.000200194,0.000355166,7.87653e-05,0.24652,-0.000221301,15.5404,0.00846674,-0.000200194,0.000355166,7.87653e-05,0.24652,-0.000221301,15.5404,0.00846674,-0.000200194,0.000355166,7.87653e-05,0.24652,-0.000221301,15.5404,0.00846674,-0.000200194,0.000355166,7.87653e-05,0.24652,-0.000221301,15.5404,0.00846674,-0.000200194,0.000355166,7.87653e-05,0.24652,-0.729087,15.5228,0.0153956,0.00579053,0.0137064,-2.35187,0.0593527,0.753896,15.5183,0.0110003,0.00554618,0.0134674,-2.35187,0.0593527,0.0083196,14.9986,-0.513291,-0.0152293,0.0377195,2.35175,0.0593527,0.0167133,16.0425,0.539667,-0.0172497,0.03972,2.35166,0.0593527,0.000536234,16.0427,-0.513049,-1.57386,-0.00353331,-0.00296468,0.0593527,0.0244229,14.9984,0.539436,-1.57377,-0.00229602,-0.00305907,0.0593527,
0.8484,-0.000217931,14.7049,0.00847438,-0.000163208,0.000314404,8.49884e-05,0.24652,-0.000217931,14.7049,0.00847438,-0.000163208,0.000314404,8.49884e-05,0.24652,-0.000217931,14.7049,0.00847438,-0.000163208,0.000314404,8.49884e-05,0.24652,-0.000217931,14.7049,0.00847438,-0.000163208,0.000314404,8.49884e-05,0.24652,-0.000217931,14.7049,0.00847438,-0.000163208,0.000314404,8.49884e-05,0.24652,-0.729082,14.6873,0.0153952,0.00584422,0.0137703,-2.35187,0.0593527,0.753897,14.6827,0.0109882,0.00641522,0.014344,-2.35186,0.0593527,0.0083081,14.163,-0.513291,-0.0159019,0.0383829,2.35172,0.0593527,0.0167021,15.207,0.539664,-0.0147049,0.0371971,2.35176,0.0593527,0.000538805,15.2072,-0.513056,-1.57387,-0.00468557,-0.00297117,0.0593527,0.0244226,14.1628,0.539427,-1.57378,-0.00154163,-0.0030623,0.0593527,
0.8585,-0.000218062,13.8593,0.00847376,-0.000136534,0.000290409,8.52187e-05,0.24652,-0.000218062,13.8593,0.00847376,-0.000136534,0.000290409,8.52187e-05,0.24652,-0.000218062,13.8593,0.00847376,-0.000136534,0.000290409,8.52187e-05,0.24652,-0.000218062,13.8593,0.00847376,-0.000136534,0.000290409,8.52187e-05,0.24652,-0.000218062,13.8593,0.00847376,-0.000136534,0.000290409,8.52187e-05,0.24652,-0.729078,13.8417,0.0153944,0.00570072,0.01363,-2.35187,0.0593527,0.753895,13.8372,0.0109865,0.00602679,0.0139547,-2.35187,0.0593527,0.00830388,13.3174,-0.513292,-0.0164993,0.0389761,2.3517,0.0593527,0.0167054,14.3614,0.539659,-0.0152666,0.0377549,2.35174,0.0593527,0.00053812,14.3616,-0.513049,-1.57387,-0.00297129,-0.00297245,0.0593527,0.0244234,13.3173,0.53943,-1.57378,-0.00331194,-0.00306333,0.0593527,
0.8686,-0.000221184,13.0038,0.00846966,-0.00013922,0.000297402,8.05441e-05,0.24652,-0.000221184,13.0038,0.00846966,-0.00013922,0.000297402,8.05441e-05,0.24652,-0.000221184,13.0038,0.00846966,-0.00013922,0.000297402,8.05441e-05,0.24652,-0.000221184,13.0038,0.00846966,-0.00013922,0.000297402,8.05441e-05,0.24652,-0.000221184,13.0038,0.00846966,-0.00013922,0.000297402,8.05441e-05,0.24652,-0.729083,12.9862,0.0153943,0.00563835,0.0135628,-2.35187,0.0593527,0.753893,12.9816,0.0109933,0.00511717,0.0130421,-2.35188,0.0593527,0.00831218,12.4619,-0.513293,-0.0158591,0.0383449,2.35172,0.0593527,0.0167193,13.5059,0.53966,-0.0178366,0.0403027,2.35164,0.0593527,0.000535335,13.5061,-0.513043,-1.57387,-0.00164688,-0.00296888,0.0593527,0.0244236,12.4617,0.539436,-1.57377,-0.00423499,-0.00306288,0.0593527,
0.8787,-0.000221438,12.1382,0.00846844,-0.000178347,0.000334167,7.58026e-05,0.24652,-0.000221438,12.1382,0.00846844,-0.000178347,0.000334167,7.58026e-05,0.24652,-0.000221438,12.1382,0.00846844,-0.000178347,0.000334167,7.58026e-05,0.24652,-0.000221438,12.1382,0.00846844,-0.000178347,0.000334167,7.58026e-05,0.24652,-0.000221438,12.1382,0.00846844,-0.000178347,0.000334167,7.58026e-05,0.24652,-0.729086,12.1206,0.0153956,0.00578334,0.0137026,-2.35187,0.0593527,0.753895,12.116,0.0109974,0.00541499,0.013339,-2.35187,0.0593527,0.00831812,11.5963,-0.513292,-0.0152187,0.0377093,2.35175,0.0593527,0.0167158,12.6403,0.539665,-0.0173911,0.0398604,2.35166,0.0593527,0.000535945,12.6405,-0.513049,-1.57387,-0.00322676,-0.00296639,0.0593527,0.024423,11.5961,0.539435,-1.57377,-0.00255617,-0.003061,0.0593527,
