time,0_rod(payload_bars compound_GHtiUC).X,0_rod(payload_bars compound_GHtiUC).Y,0_rod(payload_bars compound_GHtiUC).Z,0_rod(payload_bars compound_GHtiUC).Euler1,0_rod(payload_bars compound_GHtiUC).Euler2,0_rod(payload_bars compound_GHtiUC).Euler3,0_rod(payload_bars compound_GHtiUC).mass,1_rod(payload_bars compound_GHtiUC).X,1_rod(payload_bars compound_GHtiUC).Y,1_rod(payload_bars compound_GHtiUC).Z,1_rod(payload_bars compound_GHtiUC).Euler1,1_rod(payload_bars compound_GHtiUC).Euler2,1_rod(payload_bars compound_GHtiUC).Euler3,1_rod(payload_bars compound_GHtiUC).mass,2_rod(payload_bars compound_GHtiUC).X,2_rod(payload_bars compound_GHtiUC).Y,2_rod(payload_bars compound_GHtiUC).Z,2_rod(payload_bars compound_GHtiUC).Euler1,2_rod(payload_bars compound_GHtiUC).Euler2,2_rod(payload_bars compound_GHtiUC).Euler3,2_rod(payload_bars compound_GHtiUC).mass,3_rod(payload_bars compound_GHtiUC).X,3_rod(payload_bars compound_GHtiUC).Y,3_rod(payload_bars compound_GHtiUC).Z,3_rod(payload_bars compound_GHtiUC).Euler1,3_rod(payload_bars compound_GHtiUC).Euler2,3_rod(payload_bars compound_GHtiUC).Euler3,3_rod(payload_bars compound_GHtiUC).mass,4_rod(sense_bar compound_GHtiUC).X,4_rod(sense_bar compound_GHtiUC).Y,4_rod(sense_bar compound_GHtiUC).Z,4_rod(sense_bar compound_GHtiUC).Euler1,4_rod(sense_bar compound_GHtiUC).Euler2,4_rod(sense_bar compound_GHtiUC).Euler3,4_rod(sense_bar compound_GHtiUC).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.2726,-0.760731,9.76531,2.35538,0.625284,-0.00078056,-1.69741,0.24652,-0.760731,9.76531,2.35538,0.625284,-0.00078056,-1.69741,0.24652,-0.760731,9.76531,2.35538,0.625284,-0.00078056,-1.69741,0.24652,-0.760731,9.76531,2.35538,0.625284,-0.00078056,-1.69741,0.24652,-0.760731,9.76531,2.35538,0.625284,-0.00078056,-1.69741,0.24652,-1.32187,9.35826,2.35538,0.653871,-0.0426352,2.1045,0.0593527,-0.176032,10.2019,2.39718,0.651817,-0.0410195,2.10461,0.0593527,-0.548629,9.47598,2.98751,0.61938,-0.0212856,0.526035,0.0593527,-0.949238,10.0847,1.76596,0.598626,-0.0570733,0.525894,0.0593527,-0.38631,9.2836,2.01875,2.33526,-1.35391,3.00766,0.0593527,-1.11251,10.2778,2.73374,2.29691,-1.26929,3.04474,0.0593527,
1.2827,-0.787406,9.88068,2.4405,0.633392,0.0296474,-1.79862,0.24652,-0.787406,9.88068,2.4405,0.633392,0.0296474,-1.79862,0.24652,-0.787406,9.88068,2.4405,0.633392,0.0296474,-1.79862,0.24652,-0.787406,9.88068,2.4405,0.633392,0.0296474,-1.79862,0.24652,-0.787406,9.88068,2.4405,0.633392,0.0296474,-1.79862,0.24652,-1.34657,9.46599,2.45766,0.651304,-0.00932697,2.03864,0.0593527,-0.206127,10.3322,2.4683,0.661806,-0.0150803,2.0385,0.0593527,-0.584811,9.63698,3.10079,0.607057,-0.0552606,0.45905,0.0593527,-0.967677,10.1604,1.82411,0.625021,-0.0187978,0.459747,0.0593527,-0.395838,9.38111,2.14508,2.23898,-1.2319,3.12112,0.0593527,-1.15582,10.4156,2.7807,2.24329,-1.28975,3.11702,0.0593527,
1.2928,-0.81435,9.98879,2.52756,0.644564,0.0570561,-1.91006,0.24652,-0.81435,9.98879,2.52756,0.644564,0.0570561,-1.91006,0.24652,-0.81435,9.98879,2.52756,0.644564,0.0570561,-1.91006,0.24652,-0.81435,9.98879,2.52756,0.644564,0.0570561,-1.91006,0.24652,-0.81435,9.98879,2.52756,0.644564,0.0570561,-1.91006,0.24652,-1.37735,9.55755,2.55912,0.583415,0.0480851,1.97161,0.0593527,-0.229019,10.4523,2.53615,0.578409,0.0502062,1.97135,0.0593527,-0.619074,9.78519,3.21732,0.633499,-0.0113933,0.394638,0.0593527,-0.986752,10.226,1.87868,0.63131,-0.0167528,0.393813,0.0593527,-0.402966,9.46554,2.268,2.19888,-1.14306,-3.10356,0.0593527,-1.20282,10.5443,2.82747,2.19141,-1.19374,-3.09744,0.0593527,
1.3029,-0.837991,10.0848,2.61528,0.672739,0.0646692,-2.02799,0.24652,-0.837991,10.0848,2.61528,0.672739,0.0646692,-2.02799,0.24652,-0.837991,10.0848,2.61528,0.672739,0.0646692,-2.02799,0.24652,-0.837991,10.0848,2.61528,0.672739,0.0646692,-2.02799,0.24652,-0.837991,10.0848,2.61528,0.672739,0.0646692,-2.02799,0.24652,-1.41085,9.64293,2.66185,0.705412,0.0293293,1.9123,0.0593527,-0.253051,10.5627,2.60285,0.655,0.0458091,1.91035,0.0593527,-0.656631,9.92758,3.32897,0.658866,0.0535074,0.332498,0.0593527,-1.00761,10.2796,1.93503,0.640241,-0.000513737,0.331126,0.0593527,-0.41429,9.54181,2.39152,2.14884,-1.15879,-3.03902,0.0593527,-1.25042,10.6637,2.87383,2.16777,-1.05869,-3.05689,0.0593527,
1.313,-0.860819,10.1698,2.70315,0.689406,0.0597111,-2.13238,0.24652,-0.860819,10.1698,2.70315,0.689406,0.0597111,-2.13238,0.24652,-0.860819,10.1698,2.70315,0.689406,0.0597111,-2.13238,0.24652,-0.860819,10.1698,2.70315,0.689406,0.0597111,-2.13238,0.24652,-0.860819,10.1698,2.70315,0.689406,0.0597111,-2.13238,0.24652,-1.43864,9.72525,2.76783,0.711974,0.0543038,1.8496,0.0593527,-0.285037,10.6593,2.66542,0.729684,0.0541221,1.85083,0.0593527,-0.697214,10.0636,3.43376,0.654915,0.0363823,0.268443,0.0593527,-1.0249,10.3161,2.00372,0.659151,0.0488292,0.271857,0.0593527,-0.429997,9.61827,2.51694,2.12597,-1.06919,-2.99938,0.0593527,-1.29529,10.7672,2.91313,2.12472,-1.07333,-2.99823,0.0593527,
1.3231,-0.88896,10.246,2.79059,0.688621,0.0775442,-2.20965,0.24652,-0.88896,10.246,2.79059,0.688621,0.0775442,-2.20965,0.24652,-0.88896,10.246,2.79059,0.688621,0.0775442,-2.20965,0.24652,-0.88896,10.246,2.79059,0.688621,0.0775442,-2.20965,0.24652,-0.88896,10.246,2.79059,0.688621,0.0775442,-2.20965,0.24652,-1.45405,9.80385,2.87185,0.60037,0.10845,1.77404,0.0593527,-0.322363,10.7367,2.73065,0.635221,0.104829,1.77654,0.0593527,-0.739996,10.1918,3.51958,0.662127,0.0362587,0.201716,0.0593527,-1.03328,10.3455,2.08724,0.668565,0.078411,0.206264,0.0593527,-0.448196,9.69563,2.65173,2.13207,-0.93446,-2.98274,0.0593527,-1.32935,10.8424,2.94824,2.10725,-1.01973,-2.96076,0.0593527,
1.3332,-0.91806,10.314,2.87801,0.691555,0.105101,-2.2673,0.24652,-0.91806,10.314,2.87801,0.691555,0.105101,-2.2673,0.24652,-0.91806,10.314,2.87801,0.691555,0.105101,-2.2673,0.24652,-0.91806,10.314,2.87801,0.691555,0.105101,-2.2673,0.24652,-0.91806,10.314,2.87801,0.691555,0.105101,-2.2673,0.24652,-1.46796,9.87101,2.97263,0.688149,0.119883,1.71385,0.0593527,-0.358455,10.7996,2.80031,0.655359,0.122698,1.70986,0.0593527,-0.781348,10.3102,3.60139,0.6802,0.118931,0.135078,0.0593527,-1.04507,10.3621,2.16966,0.673421,0.0689515,0.133389,0.0593527,-0.468727,9.76724,2.78991,2.1062,-0.931917,-2.94123,0.0593527,-1.35786,10.9046,2.98396,2.12588,-0.866641,-2.95708,0.0593527,
1.3433,-0.945308,10.3698,2.9659,0.693474,0.133598,-2.31444,0.24652,-0.945308,10.3698,2.9659,0.693474,0.133598,-2.31444,0.24652,-0.945308,10.3698,2.9659,0.693474,0.133598,-2.31444,0.24652,-0.945308,10.3698,2.9659,0.693474,0.133598,-2.31444,0.24652,-0.945308,10.3698,2.9659,0.693474,0.133598,-2.31444,0.24652,-1.48747,9.93035,3.0752,0.746913,0.139672,1.65199,0.0593527,-0.391845,10.8575,2.86616,0.742234,0.140952,1.6514,0.0593527,-0.825512,10.4185,3.68733,0.683992,0.128091,0.0640688,0.0593527,-1.05443,10.3689,2.25512,0.683039,0.113161,0.0638813,0.0593527,-0.487637,9.82894,2.9239,2.09739,-0.871297,-2.91522,0.0593527,-1.3924,10.9587,3.01676,2.10786,-0.843024,-2.92269,0.0593527,
1.3534,-0.971744,10.4154,3.05389,0.695348,0.162074,-2.3605,0.24652,-0.971744,10.4154,3.05389,0.695348,0.162074,-2.3605,0.24652,-0.971744,10.4154,3.05389,0.695348,0.162074,-2.3605,0.24652,-0.971744,10.4154,3.05389,0.695348,0.162074,-2.3605,0.24652,-0.971744,10.4154,3.05389,0.695348,0.162074,-2.3605,0.24652,-1.51545,9.97592,3.1793,0.649003,0.170339,1.56684,0.0593527,-0.419412,10.9081,2.93095,0.680342,0.169698,1.57216,0.0593527,-0.870221,10.5182,3.77424,0.689042,0.089993,-0.00567247,0.0593527,-1.0638,10.3658,2.33504,0.688647,0.156065,-0.00513568,0.0593527,-0.502458,9.87843,3.05906,2.12022,-0.731041,-2.91066,0.0593527,-1.4312,11.0048,3.05211,2.09002,-0.815448,-2.89037,0.0593527,
1.3635,-0.996042,10.4541,3.13833,0.703749,0.189967,-2.40658,0.24652,-0.996042,10.4541,3.13833,0.703749,0.189967,-2.40658,0.24652,-0.996042,10.4541,3.13833,0.703749,0.189967,-2.40658,0.24652,-0.996042,10.4541,3.13833,0.703749,0.189967,-2.40658,0.24652,-0.996042,10.4541,3.13833,0.703749,0.189967,-2.40658,0.24652,-1.54713,10.0081,3.2871,0.660723,0.191942,1.49873,0.0593527,-0.443923,10.9473,2.99681,0.63429,0.191723,1.49362,0.0593527,-0.916359,10.606,3.86616,0.69108,0.171231,-0.074472,0.0593527,-1.07518,10.3502,2.41891,0.693085,0.145253,-0.0750046,0.0593527,-0.519137,9.91582,3.19535,2.11107,-0.688061,-2.88473,0.0593527,-1.47295,11.0397,3.08732,2.11689,-0.670034,-2.88855,0.0593527,
1.3736,-1.02161,10.4809,3.22218,0.706568,0.226757,-2.4667,0.24652,-1.02161,10.4809,3.22218,0.706568,0.226757,-2.4667,0.24652,-1.02161,10.4809,3.22218,0.706568,0.226757,-2.4667,0.24652,-1.02161,10.4809,3.22218,0.706568,0.226757,-2.4667,0.24652,-1.02161,10.4809,3.22218,0.706568,0.226757,-2.4667,0.24652,-1.57713,10.0345,3.39385,0.748388,0.2284,1.44977,0.0593527,-0.470132,10.9759,3.06473,0.711033,0.220428,1.44099,0.0593527,-0.962217,10.682,3.94925,0.685701,0.240267,-0.145459,0.0593527,-1.08494,10.3269,2.50666,0.695586,0.168734,-0.142284,0.0593527,-0.536829,9.95009,3.33383,2.09635,-0.666389,-2.85672,0.0593527,-1.51027,11.0611,3.12671,2.12438,-0.584033,-2.87351,0.0593527,
1.3837,-1.04905,10.4982,3.31022,0.69885,0.25842,-2.54775,0.24652,-1.04905,10.4982,3.31022,0.69885,0.25842,-2.54775,0.24652,-1.04905,10.4982,3.31022,0.69885,0.25842,-2.54775,0.24652,-1.04905,10.4982,3.31022,0.69885,0.25842,-2.54775,0.24652,-1.04905,10.4982,3.31022,0.69885,0.25842,-2.54775,0.24652,-1.59794,10.0578,3.49481,0.687787,0.243375,1.36968,0.0593527,-0.503036,10.9859,3.13205,0.755051,0.257512,1.38643,0.0593527,-1.0078,10.7473,4.01804,0.693618,0.212017,-0.208342,0.0593527,-1.09199,10.2975,2.60986,0.688225,0.236912,-0.209491,0.0593527,-0.562359,9.98531,3.46227,2.1218,-0.538817,-2.85128,0.0593527,-1.5375,11.0581,3.16405,2.09544,-0.609269,-2.83752,0.0593527,
1.3938,-1.07554,10.5056,3.39722,0.691383,0.284429,-2.63575,0.24652,-1.07554,10.5056,3.39722,0.691383,0.284429,-2.63575,0.24652,-1.07554,10.5056,3.39722,0.691383,0.284429,-2.63575,0.24652,-1.07554,10.5056,3.39722,0.691383,0.284429,-2.63575,0.24652,-1.07554,10.5056,3.39722,0.691383,0.284429,-2.63575,0.24652,-1.61996,10.0727,3.59767,0.620918,0.252186,1.2864,0.0593527,-0.534394,10.9854,3.19927,0.663692,0.263149,1.29733,0.0593527,-1.05437,10.7985,4.08334,0.704933,0.194155,-0.271592,0.0593527,-1.10066,10.2583,2.71309,0.687216,0.255695,-0.275401,0.0593527,-0.588382,10.0128,3.59255,2.12988,-0.459923,-2.83459,0.0593527,-1.56589,11.0451,3.20545,2.10732,-0.522849,-2.82352,0.0593527,
1.4039,-1.10216,10.5024,3.48381,0.684386,0.309056,-2.72067,0.24652,-1.10216,10.5024,3.48381,0.684386,0.309056,-2.72067,0.24652,-1.10216,10.5024,3.48381,0.684386,0.309056,-2.72067,0.24652,-1.10216,10.5024,3.48381,0.684386,0.309056,-2.72067,0.24652,-1.10216,10.5024,3.48381,0.684386,0.309056,-2.72067,0.24652,-1.6466,10.0753,3.702,0.692356,0.298024,1.23872,0.0593527,-0.562326,10.9763,3.26614,0.620402,0.274068,1.21839,0.0593527,-1.10025,10.8422,4.15068,0.687882,0.266184,-0.341049,0.0593527,-1.1082,10.2105,2.8175,0.699092,0.235483,-0.338302,0.0593527,-0.613056,10.0297,3.72155,2.11262,-0.454309,-2.80626,0.0593527,-1.59569,11.0221,3.24553,2.14405,-0.368883,-2.81916,0.0593527,
1.414,-1.12888,10.4889,3.5702,0.681295,0.333182,-2.79123,0.24652,-1.12888,10.4889,3.5702,0.681295,0.333182,-2.79123,0.24652,-1.12888,10.4889,3.5702,0.681295,0.333182,-2.79123,0.24652,-1.12888,10.4889,3.5702,0.681295,0.333182,-2.79123,0.24652,-1.12888,10.4889,3.5702,0.681295,0.333182,-2.79123,0.24652,-1.6749,10.069,3.80581,0.730154,0.341825,1.18413,0.0593527,-0.587706,10.9579,3.333,0.707652,0.332859,1.17667,0.0593527,-1.14689,10.8752,4.21568,0.666277,0.325193,-0.41449,0.0593527,-1.11581,10.1518,2.92296,0.691361,0.270177,-0.407173,0.0593527,-0.637269,10.0389,3.85202,2.11855,-0.385125,-2.78969,0.0593527,-1.6256,10.9877,3.2868,2.13754,-0.336013,-2.79644,0.0593527,
1.4241,-1.15526,10.4661,3.65729,0.675499,0.352067,-2.84434,0.24652,-1.15526,10.4661,3.65729,0.675499,0.352067,-2.84434,0.24652,-1.15526,10.4661,3.65729,0.675499,0.352067,-2.84434,0.24652,-1.15526,10.4661,3.65729,0.675499,0.352067,-2.84434,0.24652,-1.15526,10.4661,3.65729,0.675499,0.352067,-2.84434,0.24652,-1.70354,10.0543,3.90916,0.640594,0.331671,1.08633,0.0593527,-0.614402,10.9262,3.39943,0.716589,0.367939,1.11238,0.0593527,-1.19363,10.8955,4.27578,0.680406,0.305532,-0.479448,0.0593527,-1.12303,10.085,3.03275,0.662752,0.337526,-0.484552,0.0593527,-0.66381,10.0427,3.98079,2.15143,-0.253149,-2.77914,0.0593527,-1.65324,10.9381,3.32832,2.11425,-0.343833,-2.76878,0.0593527,
1.4342,-1.18221,10.4339,3.74418,0.662629,0.373687,-2.89276,0.24652,-1.18221,10.4339,3.74418,0.662629,0.373687,-2.89276,0.24652,-1.18221,10.4339,3.74418,0.662629,0.373687,-2.89276,0.24652,-1.18221,10.4339,3.74418,0.662629,0.373687,-2.89276,0.24652,-1.18221,10.4339,3.74418,0.662629,0.373687,-2.89276,0.24652,-1.72911,10.0318,4.0106,0.606277,0.338892,1.00512,0.0593527,-0.641492,10.882,3.46819,0.618006,0.346054,1.00906,0.0593527,-1.24041,10.9014,4.33083,0.687268,0.30756,-0.547056,0.0593527,-1.13093,10.0121,3.14836,0.65911,0.35087,-0.556334,0.0593527,-0.693242,10.0408,4.10684,2.15684,-0.194785,-2.7597,0.0593527,-1.67757,10.8728,3.37219,2.14205,-0.231288,-2.75632,0.0593527,
1.4443,-1.20913,10.3907,3.83103,0.647654,0.401152,-2.95345,0.24652,-1.20913,10.3907,3.83103,0.647654,0.401152,-2.95345,0.24652,-1.20913,10.3907,3.83103,0.647654,0.401152,-2.95345,0.24652,-1.20913,10.3907,3.83103,0.647654,0.401152,-2.95345,0.24652,-1.20913,10.3907,3.83103,0.647654,0.401152,-2.95345,0.24652,-1.75628,9.99998,4.11117,0.665401,0.405055,0.95798,0.0593527,-0.668805,10.8276,3.53859,0.597743,0.359668,0.932716,0.0593527,-1.28648,10.8958,4.38218,0.65014,0.369919,-0.628117,0.0593527,-1.13776,9.93267,3.26699,0.674542,0.338083,-0.619457,0.0593527,-0.724242,10.0315,4.22986,2.14401,-0.18249,-2.73733,0.0593527,-1.70045,10.7963,3.41918,2.18386,-0.0881458,-2.74319,0.0593527,
1.4544,-1.23577,10.3381,3.91784,0.629362,0.426187,-3.03247,0.24652,-1.23577,10.3381,3.91784,0.629362,0.426187,-3.03247,0.24652,-1.23577,10.3381,3.91784,0.629362,0.426187,-3.03247,0.24652,-1.23577,10.3381,3.91784,0.629362,0.426187,-3.03247,0.24652,-1.23577,10.3381,3.91784,0.629362,0.426187,-3.03247,0.24652,-1.78376,9.95892,4.21081,0.658904,0.434707,0.889134,0.0593527,-0.694971,10.7626,3.60892,0.661053,0.436398,0.890042,0.0593527,-1.33285,10.8772,4.4323,0.623347,0.406609,-0.705164,0.0593527,-1.14593,9.84418,3.38747,0.656004,0.370642,-0.692788,0.0593527,-0.756001,10.013,4.35031,2.16332,-0.095471,-2.72097,0.0593527,-1.7229,10.7083,3.46927,2.17612,-0.0673132,-2.72186,0.0593527,
1.4645,-1.26269,10.2754,4.00443,0.611117,0.445086,-3.12478,0.24652,-1.26269,10.2754,4.00443,0.611117,0.445086,-3.12478,0.24652,-1.26269,10.2754,4.00443,0.611117,0.445086,-3.12478,0.24652,-1.26269,10.2754,4.00443,0.611117,0.445086,-3.12478,0.24652,-1.26269,10.2754,4.00443,0.611117,0.445086,-3.12478,0.24652,-1.81319,9.90826,4.31063,0.581771,0.405952,0.791651,0.0593527,-0.719864,10.6867,3.67944,0.641758,0.458499,0.816787,0.0593527,-1.37817,10.847,4.4804,0.644645,0.391723,-0.762433,0.0593527,-1.15421,9.74806,3.50979,0.611746,0.422931,-0.775218,0.0593527,-0.787572,9.98587,4.46842,2.20093,0.0247888,-2.70133,0.0593527,-1.74466,10.6092,3.52244,2.15661,-0.0683719,-2.70073,0.0593527,
1.4746,-1.28929,10.203,4.09114,0.5973,0.461772,3.06805,0.24652,-1.28929,10.203,4.09114,0.5973,0.461772,3.06805,0.24652,-1.28929,10.203,4.09114,0.5973,0.461772,3.06805,0.24652,-1.28929,10.203,4.09114,0.5973,0.461772,3.06805,0.24652,-1.28929,10.203,4.09114,0.5973,0.461772,3.06805,0.24652,-1.84286,9.84916,4.41003,0.565894,0.424335,0.718493,0.0593527,-0.7438,10.599,3.75091,0.558548,0.416503,0.715503,0.0593527,-1.42363,10.8038,4.52581,0.639584,0.405155,-0.829012,0.0593527,-1.16319,9.64412,3.63502,0.606941,0.432139,-0.842375,0.0593527,-0.820763,9.95028,4.58347,2.20226,0.0657352,-2.68037,0.0593527,-1.76596,10.4981,3.57738,2.1933,0.047724,-2.68087,0.0593527,
1.4847,-1.31654,10.1204,4.17813,0.577826,0.4792,2.98907,0.24652,-1.31654,10.1204,4.17813,0.577826,0.4792,2.98907,0.24652,-1.31654,10.1204,4.17813,0.577826,0.4792,2.98907,0.24652,-1.31654,10.1204,4.17813,0.577826,0.4792,2.98907,0.24652,-1.31654,10.1204,4.17813,0.577826,0.4792,2.98907,0.24652,-1.87132,9.78126,4.50718,0.595312,0.495802,0.664524,0.0593527,-0.769076,10.5001,3.82426,0.543581,0.435426,0.641286,0.0593527,-1.4672,10.746,4.56725,0.579916,0.457085,-0.921116,0.0593527,-1.17246,9.53609,3.76351,0.620356,0.428823,-0.903644,0.0593527,-0.856378,9.90798,4.69492,2.19149,0.0817585,-2.66093,0.0593527,-1.78364,10.3732,3.63586,2.23975,0.174049,-2.65525,0.0593527,
1.4948,-1.3434,10.0283,4.26476,0.552431,0.497355,2.92017,0.24652,-1.3434,10.0283,4.26476,0.552431,0.497355,2.92017,0.24652,-1.3434,10.0283,4.26476,0.552431,0.497355,2.92017,0.24652,-1.3434,10.0283,4.26476,0.552431,0.497355,2.92017,0.24652,-1.3434,10.0283,4.26476,0.552431,0.497355,2.92017,0.24652,-1.90023,9.70325,4.60297,0.564832,0.50526,0.582474,0.0593527,-0.793484,10.3911,3.89858,0.575603,0.519439,0.587755,0.0593527,-1.51145,10.6751,4.60762,0.549183,0.480009,-1.0036,0.0593527,-1.18246,9.41915,3.89409,0.586002,0.458712,-0.987013,0.0593527,-0.89311,9.85787,4.80484,2.2247,0.179768,-2.63739,0.0593527,-1.80083,10.2363,3.69676,2.23148,0.191395,-2.63593,0.0593527,
1.5049,-1.37012,9.92539,4.35131,0.525941,0.513323,2.85499,0.24652,-1.37012,9.92539,4.35131,0.525941,0.513323,2.85499,0.24652,-1.37012,9.92539,4.35131,0.525941,0.513323,2.85499,0.24652,-1.37012,9.92539,4.35131,0.525941,0.513323,2.85499,0.24652,-1.37012,9.92539,4.35131,0.525941,0.513323,2.85499,0.24652,-1.93252,9.61504,4.69916,0.507057,0.46768,0.486812,0.0593527,-0.815964,10.2726,3.97297,0.54668,0.531692,0.505804,0.0593527,-1.55526,10.5937,4.64705,0.578491,0.4701,-1.05953,0.0593527,-1.19226,9.29446,4.02516,0.53092,0.493139,-1.08128,0.0593527,-0.929353,9.79961,4.91354,2.27371,0.294255,-2.60488,0.0593527,-1.81828,10.0887,3.75918,2.21999,0.206471,-2.61877,0.0593527,
1.515,-1.39701,9.81321,4.43785,0.501399,0.526803,2.78268,0.24652,-1.39701,9.81321,4.43785,0.501399,0.526803,2.78268,0.24652,-1.39701,9.81321,4.43785,0.501399,0.526803,2.78268,0.24652,-1.39701,9.81321,4.43785,0.501399,0.526803,2.78268,0.24652,-1.39701,9.81321,4.43785,0.501399,0.526803,2.78268,0.24652,-1.96248,9.51887,4.79327,0.492809,0.495316,0.411794,0.0593527,-0.8391,10.1419,4.04996,0.482853,0.474555,0.407156,0.0593527,-1.59776,10.496,4.68403,0.56569,0.483661,-1.13305,0.0593527,-1.20395,9.16458,4.15906,0.531046,0.497659,-1.14949,0.0593527,-0.968238,9.73187,5.01639,2.27381,0.325788,-2.58428,0.0593527,-1.83348,9.9291,3.82657,2.27245,0.323773,-2.58474,0.0593527,
1.5251,-1.42438,9.69106,4.52468,0.47582,0.537272,2.6977,0.24652,-1.42438,9.69106,4.52468,0.47582,0.537272,2.6977,0.24652,-1.42438,9.69106,4.52468,0.47582,0.537272,2.6977,0.24652,-1.42438,9.69106,4.52468,0.47582,0.537272,2.6977,0.24652,-1.42438,9.69106,4.52468,0.47582,0.537272,2.6977,0.24652,-1.99267,9.41301,4.88591,0.489418,0.557387,0.343302,0.0593527,-0.86235,10.0004,4.12787,0.461451,0.488835,0.329321,0.0593527,-1.63846,10.3848,4.71906,0.487412,0.517302,-1.23737,0.0593527,-1.21616,9.02919,4.29411,0.540163,0.500671,-1.21157,0.0593527,-1.00768,9.65378,5.11523,2.26822,0.348908,-2.56591,0.0593527,-1.84704,9.75913,3.89815,2.32895,0.433939,-2.54306,0.0593527,
1.5352,-1.45106,9.55855,4.6109,0.448115,0.547348,2.60514,0.24652,-1.45106,9.55855,4.6109,0.448115,0.547348,2.60514,0.24652,-1.45106,9.55855,4.6109,0.448115,0.547348,2.60514,0.24652,-1.45106,9.55855,4.6109,0.448115,0.547348,2.60514,0.24652,-1.45106,9.55855,4.6109,0.448115,0.547348,2.60514,0.24652,-2.02498,9.29709,4.97829,0.452661,0.546883,0.258142,0.0593527,-0.884049,9.84943,4.20639,0.460889,0.573175,0.262515,0.0593527,-1.67945,10.2617,4.75446,0.451359,0.530042,-1.32137,0.0593527,-1.22929,8.88494,4.4301,0.488809,0.521472,-1.30266,0.0593527,-1.04724,9.56662,5.21278,2.3196,0.449457,-2.52615,0.0593527,-1.86161,9.57995,3.97186,2.31718,0.446488,-2.52728,0.0593527,
1.5453,-1.47811,9.41608,4.69748,0.416512,0.555534,2.51404,0.24652,-1.47811,9.41608,4.69748,0.416512,0.555534,2.51404,0.24652,-1.47811,9.41608,4.69748,0.416512,0.555534,2.51404,0.24652,-1.47811,9.41608,4.69748,0.416512,0.555534,2.51404,0.24652,-1.47811,9.41608,4.69748,0.416512,0.555534,2.51404,0.24652,-2.05704,9.17119,5.06873,0.413681,0.50785,0.171536,0.0593527,-0.905929,9.68815,4.28648,0.428506,0.578333,0.179198,0.0593527,-1.71885,10.1242,4.78839,0.48158,0.529093,-1.3725,0.0593527,-1.24316,8.7353,4.56676,0.4277,0.537756,-1.39972,0.0593527,-1.08777,9.4702,5.30603,2.3832,0.550357,-2.47471,0.0593527,-1.87457,9.38996,4.04954,2.31308,0.470618,-2.50954,0.0593527,
1.5554,-1.50509,9.26404,4.78374,0.385348,0.561618,2.43292,0.24652,-1.50509,9.26404,4.78374,0.385348,0.561618,2.43292,0.24652,-1.50509,9.26404,4.78374,0.385348,0.561618,2.43292,0.24652,-1.50509,9.26404,4.78374,0.385348,0.561618,2.43292,0.24652,-1.50509,9.26404,4.78374,0.385348,0.561618,2.43292,0.24652,-2.08815,9.0361,5.1577,0.390933,0.538226,0.0921436,0.0593527,-0.927783,9.51611,4.36882,0.387804,0.509596,0.0905769,0.0593527,-1.7573,9.97196,4.82208,0.461016,0.538808,-1.45027,0.0593527,-1.25899,8.58011,4.70446,0.429821,0.541837,-1.4664,0.0593527,-1.13001,9.3639,5.39502,2.38221,0.575241,-2.4548,0.0593527,-1.88605,9.18817,4.13128,2.3908,0.583777,-2.44999,0.0593527,
1.5655,-1.53239,9.10179,4.87017,0.355839,0.564807,2.35911,0.24652,-1.53239,9.10179,4.87017,0.355839,0.564807,2.35911,0.24652,-1.53239,9.10179,4.87017,0.355839,0.564807,2.35911,0.24652,-1.53239,9.10179,4.87017,0.355839,0.564807,2.35911,0.24652,-1.53239,9.10179,4.87017,0.355839,0.564807,2.35911,0.24652,-2.12122,8.89068,5.24631,0.363012,0.584395,0.00952179,0.0593527,-0.948598,9.33411,4.45156,0.362237,0.514407,0.00911467,0.0593527,-1.79418,9.80777,4.85493,0.375861,0.548852,-1.56286,0.0593527,-1.2747,8.41743,4.84194,0.431372,0.54779,-1.53389,0.0593527,-1.1722,9.2484,5.48179,2.38568,0.604515,-2.43251,0.0593527,-1.89703,8.97612,4.21552,2.46637,0.677239,-2.38476,0.0593527,
