time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_fA45OA).X,6_rod(payload_bars compound_fA45OA).Y,6_rod(payload_bars compound_fA45OA).Z,6_rod(payload_bars compound_fA45OA).Euler1,6_rod(payload_bars compound_fA45OA).Euler2,6_rod(payload_bars compound_fA45OA).Euler3,6_rod(payload_bars compound_fA45OA).mass,7_rod(payload_bars compound_fA45OA).X,7_rod(payload_bars compound_fA45OA).Y,7_rod(payload_bars compound_fA45OA).Z,7_rod(payload_bars compound_fA45OA).Euler1,7_rod(payload_bars compound_fA45OA).Euler2,7_rod(payload_bars compound_fA45OA).Euler3,7_rod(payload_bars compound_fA45OA).mass,8_rod(payload_bars compound_fA45OA).X,8_rod(payload_bars compound_fA45OA).Y,8_rod(payload_bars compound_fA45OA).Z,8_rod(payload_bars compound_fA45OA).Euler1,8_rod(payload_bars compound_fA45OA).Euler2,8_rod(payload_bars compound_fA45OA).Euler3,8_rod(payload_bars compound_fA45OA).mass,9_rod(payload_bars compound_fA45OA).X,9_rod(payload_bars compound_fA45OA).Y,9_rod(payload_bars compound_fA45OA).Z,9_rod(payload_bars compound_fA45OA).Euler1,9_rod(payload_bars compound_fA45OA).Euler2,9_rod(payload_bars compound_fA45OA).Euler3,9_rod(payload_bars compound_fA45OA).mass,10_rod(payload_bars compound_fA45OA).X,10_rod(payload_bars compound_fA45OA).Y,10_rod(payload_bars compound_fA45OA).Z,10_rod(payload_bars compound_fA45OA).Euler1,10_rod(payload_bars compound_fA45OA).Euler2,10_rod(payload_bars compound_fA45OA).Euler3,10_rod(payload_bars compound_fA45OA).mass,
0.0101,-4.42978,9.08884,0.00017769,-2.64146e-05,0.000477092,-3.14154,0.199491,3.38797,9.03935,-0.000377007,-0.000103743,-8.94847e-05,3.14156,0.199491,0.46905,8.34742,0.380089,-0.000150797,-4.91844e-05,-1.57074,0.199491,0.846641,12.0066,0.664819,0.000428606,-5.12157e-05,-1.57091,0.199491,0.774052,10.5432,2.00083,-1.57892,0.00077793,-0.000150963,0.199645,-0.309111,10.2974,-2.0002,-1.57083,-0.000775198,-0.000169145,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.0202,-4.42772,9.0737,0.000573732,-0.000174291,0.00189529,-3.14138,0.199491,3.38683,9.02427,-0.00164464,-0.000202645,-0.000416679,3.14155,0.199491,0.468928,8.33309,0.379967,-0.000713973,-0.000215796,-1.57041,0.199491,0.846382,11.9918,0.664157,0.00134913,-0.000250298,-1.57149,0.199491,0.772387,10.5277,2.00108,-1.5789,0.00268802,-0.000292373,0.199645,-0.307985,10.2824,-1.9988,-1.57087,-0.00265216,-0.000260413,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.0303,-4.42427,9.04843,0.000882185,-0.000538419,0.0039113,-3.14099,0.199491,3.38539,8.9994,-0.0028561,-0.000292448,-0.000758072,3.14143,0.199491,0.468372,8.30909,0.380055,-0.00132046,-0.000373479,-1.5701,0.199491,0.845977,11.9664,0.66304,0.00240189,-0.000476157,-1.57214,0.199491,0.77045,10.5023,2.00138,-1.57877,0.00470745,-0.000432481,0.199645,-0.307094,10.2577,-1.99716,-1.57098,-0.00459265,-0.000443443,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.0404,-4.4203,9.01314,0.00159487,-0.0011031,0.00579799,-3.14048,0.199491,3.38334,8.96462,-0.00413693,-0.000285268,-0.00115792,3.14127,0.199491,0.4681,8.27516,0.380309,-0.00197172,-0.000572849,-1.56982,0.199491,0.845609,11.9304,0.661548,0.00323285,-0.000785875,-1.57279,0.199491,0.767659,10.4668,2.00146,-1.57858,0.00582757,-0.000743245,0.199645,-0.30558,10.2233,-1.99544,-1.57111,-0.00572559,-0.000628869,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.0505,-4.41592,8.96773,0.00202034,-0.0017803,0.00719211,-3.13985,0.199491,3.38102,8.91991,-0.00575208,-0.000297793,-0.00175622,3.14107,0.199491,0.467778,8.23166,0.380634,-0.00242657,-0.000764234,-1.56947,0.199491,0.845163,11.8842,0.659899,0.00371267,-0.00111587,-1.57367,0.199491,0.764805,10.4212,2.00152,-1.57833,0.00584221,-0.00104179,0.199645,-0.304022,10.1789,-1.99298,-1.57127,-0.00556843,-0.000846253,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.0606,-4.41104,8.91208,0.00237135,-0.00252834,0.00785328,-3.13911,0.199491,3.37829,8.86521,-0.00745752,-0.000380745,-0.00244328,3.14084,0.199491,0.46749,8.17858,0.381154,-0.00264642,-0.000951279,-1.56909,0.199491,0.844781,11.8279,0.658057,0.00390289,-0.00145999,-1.57463,0.199491,0.7618,10.3653,2.00157,-1.57805,0.00491079,-0.00138875,0.199645,-0.302489,10.1245,-1.99036,-1.57145,-0.00448123,-0.00103928,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.0707,-4.40583,8.84642,0.00299857,-0.00329442,0.00771908,-3.13836,0.199491,3.3753,8.80052,-0.00913925,-0.000467763,-0.00312825,3.1406,0.199491,0.467157,8.11558,0.381621,-0.00267387,-0.00118598,-1.56872,0.199491,0.844366,11.7616,0.656076,0.00385456,-0.00184267,-1.57555,0.199491,0.75845,10.2994,2.00145,-1.57776,0.00351092,-0.00176745,0.199645,-0.300608,10.0601,-1.98767,-1.57163,-0.00308091,-0.00128164,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.0808,-4.40011,8.77101,0.0036846,-0.00397311,0.00709681,-3.13772,0.199491,3.37239,8.72575,-0.0110766,-0.000514516,-0.00392695,3.14041,0.199491,0.46667,8.04243,0.381832,-0.00254943,-0.00144235,-1.56829,0.199491,0.843773,11.6849,0.654215,0.00364912,-0.00224817,-1.57654,0.199491,0.754898,10.2237,2.00153,-1.57753,0.00208814,-0.00211549,0.199645,-0.298786,9.98571,-1.98484,-1.5718,-0.00172292,-0.00153263,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.0909,-4.39444,8.68557,0.00428352,-0.00464183,0.00643536,-3.13708,0.199491,3.36935,8.641,-0.0130843,-0.000561065,-0.00475605,3.14022,0.199491,0.46623,7.95922,0.382076,-0.00243042,-0.00170533,-1.56782,0.199491,0.843292,11.5983,0.652398,0.003456,-0.0026345,-1.57759,0.199491,0.751348,10.1381,2.00162,-1.5773,0.000670063,-0.00249429,0.199645,-0.296941,9.90129,-1.98195,-1.57197,-0.000420606,-0.0017558,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.101,-4.38877,8.59013,0.00488147,-0.00531109,0.00577453,-3.13644,0.199491,3.3663,8.54625,-0.0150976,-0.000610082,-0.00558575,3.14003,0.199491,0.465791,7.866,0.382336,-0.00231259,-0.00196753,-1.56736,0.199491,0.842814,11.5017,0.65058,0.00326412,-0.00302141,-1.57863,0.199491,0.747798,10.0424,2.00171,-1.57707,-0.000748024,-0.00287308,0.199645,-0.295091,9.80687,-1.97907,-1.57214,0.000885098,-0.00197844,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1111,-4.3831,8.48467,0.00547942,-0.00598119,0.00511413,-3.1358,0.199491,3.36325,8.4415,-0.0171109,-0.000658786,-0.00641547,3.13984,0.199491,0.465352,7.76278,0.382595,-0.00219489,-0.00222985,-1.56689,0.199491,0.842337,11.3951,0.648761,0.00307264,-0.00340872,-1.57968,0.199491,0.744249,9.93677,2.0018,-1.57683,-0.00216602,-0.00325189,0.199645,-0.293242,9.70244,-1.97618,-1.57231,0.00219076,-0.00220109,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1212,-4.37743,8.36921,0.00607736,-0.00665214,0.00445417,-3.13516,0.199491,3.3602,8.32674,-0.0191241,-0.000707177,-0.00724519,3.13965,0.199491,0.464913,7.64954,0.382855,-0.00207731,-0.00249227,-1.56642,0.199491,0.841859,11.2784,0.646943,0.00288157,-0.00379644,-1.58073,0.199491,0.740699,9.8211,2.00189,-1.5766,-0.00358393,-0.0036307,0.199645,-0.291392,9.588,-1.9733,-1.57248,0.00349639,-0.00242374,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1313,-4.37176,8.24375,0.00667531,-0.00732393,0.00379464,-3.13452,0.199491,3.35715,8.20197,-0.0211374,-0.000755256,-0.00807492,3.13946,0.199491,0.464475,7.5263,0.383115,-0.00195985,-0.0027548,-1.56596,0.199491,0.841381,11.1518,0.645125,0.0026909,-0.00418456,-1.58178,0.199491,0.737149,9.69542,2.00198,-1.57636,-0.00500174,-0.00400952,0.199645,-0.289542,9.46356,-1.97042,-1.57265,0.00480198,-0.0026464,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1414,-4.36609,8.10827,0.00727326,-0.00799657,0.00313554,-3.13388,0.199491,3.3541,8.0672,-0.0231507,-0.000803021,-0.00890466,3.13927,0.199491,0.464036,7.39306,0.383375,-0.00184252,-0.00301745,-1.56549,0.199491,0.840903,11.0151,0.643307,0.00250065,-0.00457309,-1.58283,0.199491,0.733599,9.55974,2.00207,-1.57612,-0.00641946,-0.00438836,0.199645,-0.287693,9.32911,-1.96753,-1.57282,0.00610753,-0.00286906,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1515,-4.36042,7.96279,0.00787359,-0.00867014,0.00247334,-3.13324,0.199491,3.35105,7.92241,-0.025164,-0.000850474,-0.00973441,3.13908,0.199491,0.463597,7.2498,0.383634,-0.00172531,-0.0032802,-1.56502,0.199491,0.840426,10.8685,0.641488,0.0023108,-0.00496202,-1.58387,0.199491,0.73005,9.41405,2.00215,-1.57589,-0.00783309,-0.0047657,0.199645,-0.285843,9.18465,-1.96465,-1.57299,0.00741304,-0.00309174,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1616,-4.35475,7.80727,0.00848713,-0.00934502,0.00179315,-3.13259,0.199491,3.348,7.76762,-0.0271772,-0.000897614,-0.0105642,3.1389,0.199491,0.463158,7.09654,0.383894,-0.00160822,-0.00354307,-1.56456,0.199491,0.839948,10.7118,0.63967,0.00212137,-0.00535135,-1.58492,0.199491,0.7265,9.25838,2.00223,-1.57566,-0.00922582,-0.00513522,0.199645,-0.283994,9.03018,-1.96176,-1.57316,0.00871852,-0.00331442,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1717,-4.34908,7.64174,0.00910066,-0.0100208,0.00111346,-3.13194,0.199491,3.34495,7.60283,-0.0291905,-0.00094444,-0.0113939,3.13871,0.199491,0.46272,6.93327,0.384154,-0.00149125,-0.00380604,-1.56409,0.199491,0.83947,10.5451,0.637852,0.00193234,-0.00574108,-1.58597,0.199491,0.72295,9.09271,2.0023,-1.57544,-0.0106185,-0.00550477,0.199645,-0.282144,8.86571,-1.95888,-1.57333,0.0100239,-0.00353711,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1818,-4.34341,7.46621,0.00971528,-0.0106975,0.000432256,-3.13129,0.199491,3.3419,7.42802,-0.0312038,-0.000990954,-0.0122237,3.13852,0.199491,0.462281,6.76,0.384413,-0.00137441,-0.00406912,-1.56363,0.199491,0.838993,10.3685,0.636034,0.00174373,-0.00613121,-1.58701,0.199491,0.7194,8.91702,2.00237,-1.57522,-0.012009,-0.00587367,0.199645,-0.280294,8.69123,-1.956,-1.5735,0.0113293,-0.00375982,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1919,-4.33774,7.28065,0.0103356,-0.0113752,-0.000258197,-3.13064,0.199491,3.33885,7.24321,-0.0332171,-0.00103715,-0.0130535,3.13833,0.199491,0.461842,6.57671,0.384673,-0.00125769,-0.00433232,-1.56316,0.199491,0.838515,10.1818,0.634215,0.00155553,-0.00652175,-1.58806,0.199491,0.715849,8.73135,2.00244,-1.575,-0.0133889,-0.00623917,0.199645,-0.278445,8.50674,-1.95311,-1.57368,0.0126347,-0.00398254,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.202,-4.33207,7.08509,0.01096,-0.012054,-0.000955854,-3.12999,0.199491,3.3358,7.04839,-0.0352304,-0.00108304,-0.0138833,3.13814,0.199491,0.461403,6.38342,0.384933,-0.00114109,-0.00459562,-1.56269,0.199491,0.838037,9.98509,0.632397,0.00136774,-0.00691269,-1.58911,0.199491,0.712299,8.53566,2.00251,-1.57478,-0.0147616,-0.00660221,0.199645,-0.276595,8.31224,-1.95023,-1.57385,0.01394,-0.00420527,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2121,-4.32638,6.87953,0.0116356,-0.0127455,-0.00176539,-3.12933,0.199491,3.33274,6.84357,-0.0372436,-0.00112862,-0.0147131,3.13795,0.199491,0.46095,6.18013,0.385182,-0.00101669,-0.0048685,-1.56223,0.199491,0.837543,9.77839,0.630594,0.00117167,-0.00729382,-1.59015,0.199491,0.708764,8.32995,2.00251,-1.57455,-0.0160249,-0.00693193,0.199645,-0.274745,8.10774,-1.94734,-1.57403,0.0152453,-0.00442802,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2222,-4.32068,6.66394,0.0123477,-0.0134484,-0.00265807,-3.12867,0.199491,3.32969,6.62874,-0.0392569,-0.00117388,-0.0155429,3.13776,0.199491,0.460453,5.96685,0.385401,-0.000870358,-0.00516779,-1.56178,0.199491,0.837033,9.5617,0.628804,0.00096822,-0.00766627,-1.59119,0.199491,0.705271,8.11423,2.0025,-1.57432,-0.0171955,-0.00725078,0.199645,-0.272896,7.89323,-1.94446,-1.5742,0.0165505,-0.00465079,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2323,-4.31523,6.5008,0.0119139,-0.0142179,-0.003624,-3.12841,0.199491,3.33284,6.50038,-0.0425808,-0.00256132,-0.0447748,3.13744,0.199491,0.461831,5.74451,0.385637,-0.00135379,-0.00569461,-1.56129,0.199491,0.84018,9.34052,0.629417,0.00621452,-0.00795911,-1.59104,0.199491,0.695355,7.90354,1.9952,-1.57245,-0.00416444,-0.00869627,0.199645,-0.274371,7.68504,-1.93424,-1.57133,-0.00155462,-0.00377229,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2424,-4.31392,6.50081,-0.00865426,-0.014419,-0.00695829,-3.13306,0.199491,3.32368,6.50014,-0.0246272,0.000715778,0.0669014,3.14004,0.199491,0.454838,5.65118,0.377068,-0.00186618,-0.0104059,-1.55999,0.199491,0.887197,9.23898,0.632723,0.0623867,-0.00202021,-1.57225,0.199491,0.651972,7.90766,1.96942,-1.58779,0.0160245,-0.0254918,0.199645,-0.263035,7.69428,-1.89568,-1.56983,-0.0114166,-0.00270558,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2525,-4.30925,6.50438,0.0185206,-0.0102984,-0.0738694,-3.12359,0.199491,3.29109,6.501,-0.00855316,0.00869639,0.00782674,-3.13783,0.199491,0.471328,5.81818,0.385033,0.00816342,-0.0121737,-1.5574,0.199491,0.898138,9.2269,0.613625,-0.064572,0.00277249,-1.54065,0.199491,0.616229,7.92972,2.00985,-1.57957,0.0407677,-0.0227628,0.199645,-0.243204,7.78316,-1.97555,-1.56911,0.00357748,0.00335725,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2626,-4.2609,6.53673,-0.00947662,-0.00577398,0.040965,-3.11432,0.199491,3.27784,6.55041,0.00455704,0.0036566,-0.0376153,-3.12922,0.199491,0.461107,5.92532,0.366982,0.00571356,-0.0119143,-1.5522,0.199491,0.872569,9.22402,0.609588,0.0484512,-0.00116979,-1.51754,0.199491,0.647881,7.96809,2.00848,-1.56884,0.101806,0.000459906,0.199645,-0.293672,7.82827,-1.94466,-1.56724,0.0242688,-0.0011195,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2727,-4.23535,6.56528,-0.0759189,0.00668687,0.189405,-3.10856,0.199491,3.21938,6.5923,-0.0110712,0.0144986,0.0329349,-3.11476,0.199491,0.458224,5.95477,0.348762,-0.0390335,-0.00739045,-1.53892,0.199491,0.866613,9.23129,0.680354,0.0721309,-0.00218603,-1.52491,0.199491,0.685111,8.02199,1.9886,-1.5668,0.00779339,-0.00778849,0.199645,-0.308666,7.87663,-1.90269,-1.56245,-0.0153792,0.00804646,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2828,-4.22503,6.59392,-0.0955532,0.00721349,-0.0843738,-3.09978,0.199491,3.18928,6.61277,-0.0113261,0.0167076,-0.0796073,-3.09913,0.199491,0.49687,6.00146,0.325712,0.0305073,-0.00654086,-1.53027,0.199491,0.836982,9.23709,0.753925,-0.107654,-0.00727348,-1.53393,0.199491,0.691326,8.02356,1.92968,-1.56691,0.044693,-0.0143329,0.199645,-0.3236,7.92289,-1.8818,-1.5599,0.0241787,0.016302,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2929,-4.23066,6.58436,-0.10925,0.00682395,-0.282444,-3.08596,0.199491,3.157,6.6439,-0.0195384,0.011954,0.00335387,-3.09181,0.199491,0.500307,6.06974,0.303909,0.05353,-0.0127921,-1.52209,0.199491,0.836038,9.23282,0.769484,0.0509291,-0.0118184,-1.52684,0.199491,0.684317,8.01018,1.9431,-1.56492,0.138896,-0.0130111,0.199645,-0.300652,7.94007,-1.87454,-1.55447,0.124666,0.0178065,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.303,-4.21789,6.56015,-0.108603,0.0225636,-0.00485265,-3.07886,0.199491,3.13106,6.65575,-0.0248101,0.0137801,0.0880694,-3.08279,0.199491,0.510911,6.10372,0.300449,-0.0337784,-0.0127291,-1.50892,0.199491,0.834174,9.26544,0.749964,0.284537,-0.0314309,-1.51221,0.199491,0.653567,7.9785,1.92808,-1.55962,-0.0242829,-0.0136388,0.199645,-0.284919,7.94686,-1.83935,-1.55339,0.0312208,0.0242703,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3131,-4.18498,6.54419,-0.120567,0.0533827,0.327765,-3.06361,0.199491,3.10934,6.66713,-0.0336944,0.00593286,-0.00670819,-3.07226,0.199491,0.513417,6.10177,0.302156,-0.0797966,-0.0123271,-1.49804,0.199491,0.814643,9.25863,0.772167,-0.166865,-0.00503356,-1.49853,0.199491,0.634564,7.94716,1.91602,-1.55705,-0.0595992,-0.0118789,0.199645,-0.279556,7.96083,-1.83779,-1.55188,-0.040883,0.0220356,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3232,-4.16024,6.52249,-0.143422,0.0560129,0.283834,-3.05418,0.199491,3.10113,6.66053,-0.052109,-0.000645545,-0.164747,-3.06293,0.199491,0.507782,6.08511,0.289026,-0.0785921,-0.0127459,-1.48271,0.199491,0.804386,9.23319,0.782404,-0.0370868,-0.0162012,-1.4971,0.199491,0.618864,7.92519,1.93849,-1.556,0.205993,-0.0110711,0.199645,-0.283962,7.96243,-1.82357,-1.54498,0.160972,0.0246683,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3333,-4.14487,6.49367,-0.154346,0.00984369,-0.234312,-3.04469,0.199491,3.11548,6.64203,-0.0644597,0.0158578,-0.0519416,-3.05534,0.199491,0.499223,6.05888,0.262503,-0.0222198,-0.0199623,-1.47177,0.199491,0.781582,9.19623,0.797908,0.257309,-0.0410329,-1.50281,0.199491,0.596171,7.88929,1.94178,-1.5513,0.134125,-0.0084954,0.199645,-0.279093,7.95804,-1.80003,-1.54294,0.160212,0.0239338,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3434,-4.12746,6.4831,-0.147373,-0.0243344,-0.524395,-3.02929,0.199491,3.11423,6.61953,-0.076218,0.0315028,0.0733383,-3.04541,0.199491,0.485162,6.00767,0.240198,0.063721,-0.0330511,-1.46264,0.199491,0.768275,9.15717,0.810241,0.18011,-0.0403097,-1.49269,0.199491,0.575482,7.86326,1.95654,-1.55177,-0.0164226,-0.00594108,0.199645,-0.266084,7.95515,-1.79143,-1.54524,0.038319,0.0212675,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3535,-4.12152,6.48205,-0.139231,-0.00734212,-0.380815,-3.03429,0.199491,3.11776,6.58338,-0.0897454,0.010741,-0.0928274,-3.03561,0.199491,0.462912,5.96467,0.220859,0.00478234,-0.0305119,-1.44885,0.199491,0.773413,9.1294,0.82343,0.0365305,-0.0307402,-1.4808,0.199491,0.553375,7.8232,1.97992,-1.5582,0.0651025,-0.00380184,0.199645,-0.261225,7.94188,-1.78704,-1.54659,0.11694,0.02097,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3636,-4.12834,6.48041,-0.132232,0.0245129,-0.0604958,-3.03738,0.199491,3.11672,6.53191,-0.101102,-0.00899204,-0.166908,-3.02598,0.199491,0.43413,5.91843,0.207902,-0.0679183,-0.0243685,-1.43552,0.199491,0.784556,9.11135,0.83783,-0.0477177,-0.023071,-1.47133,0.199491,0.53826,7.77025,2.00811,-1.56743,0.210848,-0.00204156,0.199645,-0.258867,7.92222,-1.79104,-1.5513,0.208217,0.0211082,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3737,-4.13676,6.47875,-0.120214,0.0513654,0.218636,-3.03015,0.199491,3.12213,6.47366,-0.104288,0.000569766,-0.00545264,-3.01921,0.199491,0.407201,5.85986,0.190299,-0.0682327,-0.026305,-1.42658,0.199491,0.777923,9.09135,0.862455,-0.000747792,-0.0303564,-1.46618,0.199491,0.533637,7.70866,2.02016,-1.57701,0.133476,0.00104897,0.199645,-0.257238,7.89505,-1.7917,-1.56223,0.0506969,0.0185094,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3838,-4.14608,6.47749,-0.11154,0.0616603,0.296116,-3.02495,0.199491,3.13665,6.47104,-0.0802568,0.00136945,0.0285003,-3.01424,0.199491,0.392537,5.81315,0.175818,0.00912925,-0.0394962,-1.42014,0.199491,0.774277,9.09479,0.891389,0.107095,-0.0434987,-1.46436,0.199491,0.52014,7.67912,2.03101,-1.58169,0.0708476,-0.000443601,0.199645,-0.259801,7.90084,-1.78328,-1.56228,0.0383042,0.0181188,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3939,-4.16208,6.47471,-0.0969904,0.0354778,0.00694025,-3.02633,0.199491,3.14684,6.46774,-0.061186,-0.0321592,-0.244639,-3.0042,0.199491,0.400069,5.80455,0.183124,0.0456132,-0.0476369,-1.41838,0.199491,0.762589,9.12823,0.923572,0.0435446,-0.0382133,-1.45403,0.199491,0.50343,7.66714,2.06117,-1.58108,0.195154,-0.00149334,0.199645,-0.256525,7.91185,-1.78589,-1.55603,0.239525,0.0214169,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
