time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_fA45OA).X,6_rod(payload_bars compound_fA45OA).Y,6_rod(payload_bars compound_fA45OA).Z,6_rod(payload_bars compound_fA45OA).Euler1,6_rod(payload_bars compound_fA45OA).Euler2,6_rod(payload_bars compound_fA45OA).Euler3,6_rod(payload_bars compound_fA45OA).mass,7_rod(payload_bars compound_fA45OA).X,7_rod(payload_bars compound_fA45OA).Y,7_rod(payload_bars compound_fA45OA).Z,7_rod(payload_bars compound_fA45OA).Euler1,7_rod(payload_bars compound_fA45OA).Euler2,7_rod(payload_bars compound_fA45OA).Euler3,7_rod(payload_bars compound_fA45OA).mass,8_rod(payload_bars compound_fA45OA).X,8_rod(payload_bars compound_fA45OA).Y,8_rod(payload_bars compound_fA45OA).Z,8_rod(payload_bars compound_fA45OA).Euler1,8_rod(payload_bars compound_fA45OA).Euler2,8_rod(payload_bars compound_fA45OA).Euler3,8_rod(payload_bars compound_fA45OA).mass,9_rod(payload_bars compound_fA45OA).X,9_rod(payload_bars compound_fA45OA).Y,9_rod(payload_bars compound_fA45OA).Z,9_rod(payload_bars compound_fA45OA).Euler1,9_rod(payload_bars compound_fA45OA).Euler2,9_rod(payload_bars compound_fA45OA).Euler3,9_rod(payload_bars compound_fA45OA).mass,10_rod(payload_bars compound_fA45OA).X,10_rod(payload_bars compound_fA45OA).Y,10_rod(payload_bars compound_fA45OA).Z,10_rod(payload_bars compound_fA45OA).Euler1,10_rod(payload_bars compound_fA45OA).Euler2,10_rod(payload_bars compound_fA45OA).Euler3,10_rod(payload_bars compound_fA45OA).mass,
1.1514,-4.4657,5.41974,2.68331,0.0549702,0.0146535,-2.45384,0.199491,2.98219,5.50918,3.13064,-0.0512491,-0.133539,-2.47655,0.199491,0.149796,4.72824,2.88745,-0.0148636,-0.0754628,-0.886785,0.199491,0.318023,7.40662,5.29639,0.0703213,-0.146807,-0.958317,0.199491,0.11943,5.34597,5.49197,-1.51999,0.570453,0.0813745,0.199645,-0.482536,7.60904,2.22482,-1.5034,0.773214,0.0849875,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.1615,-4.44727,5.39961,2.69914,0.0431009,0.00613548,-2.44718,0.199491,2.9354,5.50107,3.12315,0.0769174,0.034775,-2.48064,0.199491,0.141026,4.7412,2.91196,0.0100415,-0.0939728,-0.88549,0.199491,0.314936,7.35605,5.28193,-0.0113138,-0.0881376,-0.949729,0.199491,0.101545,5.32658,5.48526,-1.50273,0.73375,0.0869491,0.199645,-0.493507,7.57927,2.25935,-1.50769,0.760389,0.0812589,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.1716,-4.42684,5.3784,2.71753,-0.000359713,-0.0401418,-2.43957,0.199491,2.88407,5.49005,3.11942,0.106029,0.0731774,-2.47522,0.199491,0.140295,4.75376,2.93346,-0.0454313,-0.0460408,-0.878334,0.199491,0.313716,7.30458,5.26934,-0.0784635,-0.0388582,-0.941434,0.199491,0.0794928,5.31055,5.47416,-1.49822,0.781795,0.0840587,0.199645,-0.499929,7.55846,2.2932,-1.52057,0.650594,0.0722058,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.1817,-4.40607,5.35955,2.72859,-0.0502909,-0.0961399,-2.42983,0.199491,2.83542,5.47768,3.11635,-0.0501247,-0.118183,-2.46738,0.199491,0.13397,4.76884,2.96405,-0.0863179,-0.00833943,-0.873458,0.199491,0.311004,7.25017,5.25453,-0.0573173,-0.0523372,-0.93762,0.199491,0.068345,5.29014,5.45917,-1.51007,0.682085,0.0725929,0.199645,-0.510183,7.53156,2.32377,-1.52417,0.627759,0.0683908,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.1918,-4.38913,5.33805,2.73146,-0.0847809,-0.135681,-2.41947,0.199491,2.78592,5.46494,3.11442,-0.0747418,-0.142689,-2.46032,0.199491,0.129378,4.78258,2.98708,-0.0871253,-0.0046893,-0.870059,0.199491,0.312423,7.19267,5.24608,0.0567124,-0.132042,-0.944331,0.199491,0.0632069,5.26922,5.44395,-1.51608,0.606045,0.063769,0.199645,-0.525632,7.49837,2.3531,-1.51679,0.711848,0.073338,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2019,-4.37965,5.32081,2.73554,-0.104252,-0.15831,-2.41114,0.199491,2.74052,5.45131,3.11516,0.0618414,0.0291741,-2.46362,0.199491,0.125723,4.79428,3.0064,-0.0851351,-0.00409369,-0.867135,0.199491,0.313507,7.13237,5.23302,0.0395245,-0.11732,-0.934624,0.199491,0.0562108,5.25031,5.43158,-1.50539,0.733132,0.065487,0.199645,-0.540711,7.47572,2.37645,-1.52076,0.668947,0.0717666,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.212,-4.38013,5.31346,2.74053,-0.0794833,-0.134317,-2.41216,0.199491,2.69832,5.43283,3.11678,-0.0781887,-0.138549,-2.44991,0.199491,0.116518,4.80508,3.01754,-0.0514358,-0.0312588,-0.864948,0.199491,0.315265,7.07597,5.22178,-0.0409824,-0.0549044,-0.917614,0.199491,0.0509923,5.24013,5.41423,-1.50589,0.765583,0.062407,0.199645,-0.557685,7.45686,2.39246,-1.52111,0.673004,0.0732094,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2221,-4.39402,5.31157,2.73788,0.00600685,-0.0463961,-2.41902,0.199491,2.65956,5.41571,3.11851,-0.031183,-0.0780071,-2.44966,0.199491,0.114238,4.81363,3.02586,-0.0962855,0.00923771,-0.862327,0.199491,0.315522,7.02653,5.21157,0.0528614,-0.123889,-0.914828,0.199491,0.049807,5.23234,5.3981,-1.51815,0.638129,0.0518119,0.199645,-0.579088,7.44563,2.39656,-1.51705,0.70916,0.0797775,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2322,-4.42174,5.31911,2.72738,0.00503319,-0.0583574,-2.42139,0.199491,2.63077,5.39845,3.12157,0.0193754,-0.0153331,-2.4465,0.199491,0.109666,4.81912,3.03116,-0.129442,0.0401209,-0.861949,0.199491,0.313573,6.98257,5.20317,0.0292615,-0.103345,-0.900508,0.199491,0.052991,5.22883,5.38453,-1.5141,0.746551,0.0536343,0.199645,-0.606831,7.43633,2.39277,-1.52217,0.649705,0.0814268,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2423,-4.46164,5.33076,2.71041,-0.0159331,-0.0959963,-2.42333,0.199491,2.60927,5.38259,3.13493,-0.0404804,-0.0888929,-2.4383,0.199491,0.107952,4.82113,3.03298,-0.148463,0.0576028,-0.862513,0.199491,0.309486,6.94616,5.1998,-0.0200469,-0.0612549,-0.883731,0.199491,0.0560321,5.23411,5.37485,-1.51379,0.773422,0.0537457,0.199645,-0.632683,7.43611,2.38468,-1.51224,0.707866,0.093435,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2524,-4.50702,5.34428,2.69135,0.00368142,-0.0871461,-2.42927,0.199491,2.59162,5.36646,3.15586,-0.0189217,-0.0676198,-2.43474,0.199491,0.108121,4.81995,3.03185,-0.153366,0.0618589,-0.863135,0.199491,0.300064,6.91552,5.19893,0.0679133,-0.133309,-0.877632,0.199491,0.0591873,5.24365,5.37046,-1.52261,0.654836,0.0501021,0.199645,-0.659552,7.44404,2.37251,-1.51337,0.665515,0.100433,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2625,-4.56088,5.35783,2.66956,0.0418561,-0.0562766,-2.43656,0.199491,2.5802,5.34868,3.17757,-0.0488789,-0.106517,-2.42639,0.199491,0.103109,4.81948,3.02643,-0.0573169,-0.0219122,-0.861204,0.199491,0.289672,6.88454,5.20198,0.00668179,-0.0817424,-0.85673,0.199491,0.0621337,5.24947,5.36756,-1.51475,0.778138,0.0581968,0.199645,-0.686416,7.45031,2.36048,-1.50783,0.675226,0.11129,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2726,-4.59125,5.35356,2.66061,0.0140864,-0.0884815,-2.43122,0.199491,2.56904,5.3359,3.19235,-0.0605742,-0.12304,-2.4209,0.199491,0.0901223,4.81611,3.01219,0.0759445,-0.136339,-0.872682,0.199491,0.264765,6.87429,5.20668,0.0017745,-0.0807879,-0.847193,0.199491,0.048956,5.24066,5.36161,-1.51215,0.772635,0.0646163,0.199645,-0.707806,7.4622,2.35581,-1.50138,0.709895,0.118865,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2827,-4.60538,5.34952,2.65628,0.0247828,-0.082664,-2.43103,0.199491,2.56192,5.33365,3.19056,-0.0276045,-0.085359,-2.42359,0.199491,0.0772335,4.81602,3.00781,0.127491,-0.177684,-0.880659,0.199491,0.23539,6.87945,5.21907,0.0846292,-0.153732,-0.857271,0.199491,0.015712,5.22422,5.37246,-1.51895,0.690208,0.0599761,0.199645,-0.718852,7.45924,2.34913,-1.50134,0.701944,0.115956,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2928,-4.62135,5.34483,2.65148,0.0208884,-0.0931908,-2.43126,0.199491,2.5547,5.33467,3.18215,-0.0224004,-0.0765242,-2.42446,0.199491,0.0672422,4.81672,3.00696,-0.00201438,-0.0666578,-0.864461,0.199491,0.213368,6.89461,5.24587,0.00937355,-0.0871798,-0.857375,0.199491,0.00293762,5.2044,5.38542,-1.51728,0.716652,0.0625756,0.199645,-0.741378,7.44498,2.34609,-1.50055,0.704785,0.116475,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3029,-4.63362,5.34031,2.65508,-0.000979729,-0.123097,-2.4275,0.199491,2.56006,5.33392,3.1818,0.0289275,-0.0117498,-2.42647,0.199491,0.0484937,4.81299,3.00546,-0.00408277,-0.062115,-0.865349,0.199491,0.193573,6.91765,5.27245,-0.0232888,-0.0579197,-0.856279,0.199491,-0.00625841,5.18647,5.39479,-1.51477,0.758908,0.0664956,0.199645,-0.756701,7.44386,2.34013,-1.50045,0.709863,0.112859,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.313,-4.64532,5.32881,2.66693,0.0221358,-0.098624,-2.42649,0.199491,2.57279,5.33073,3.18659,-0.0259392,-0.0731364,-2.42315,0.199491,0.0362,4.80547,2.99685,0.00567879,-0.0672984,-0.867987,0.199491,0.170368,6.94322,5.29738,0.0735313,-0.140741,-0.862415,0.199491,-0.0165374,5.16964,5.40203,-1.52106,0.67929,0.0642592,0.199645,-0.767185,7.45688,2.3319,-1.50502,0.680407,0.105438,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3231,-4.66392,5.32068,2.67438,0.0706496,-0.0460339,-2.42763,0.199491,2.58642,5.32988,3.1907,-0.0837316,-0.138912,-2.41674,0.199491,0.0276931,4.79824,2.98637,-0.0344808,-0.029603,-0.868023,0.199491,0.151896,6.96108,5.32572,-0.00745045,-0.0690402,-0.855144,0.199491,-0.0228615,5.15325,5.41867,-1.51426,0.746189,0.0698017,0.199645,-0.78208,7.46179,2.32795,-1.49843,0.726538,0.106377,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3332,-4.68007,5.31984,2.6767,0.0330939,-0.0954861,-2.42505,0.199491,2.59499,5.32913,3.19353,0.00880212,-0.0325055,-2.42449,0.199491,0.0178572,4.79409,2.98264,-0.0467525,-0.0162099,-0.868963,0.199491,0.132894,6.97973,5.35453,-0.0144003,-0.0617186,-0.856974,0.199491,-0.0280639,5.13986,5.43546,-1.51344,0.758089,0.0725471,0.199645,-0.799117,7.46189,2.32331,-1.50015,0.711517,0.10344,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3433,-4.6959,5.31861,2.67649,0.0129253,-0.124051,-2.42258,0.199491,2.60254,5.32703,3.1972,-0.0126351,-0.0561824,-2.42289,0.199491,0.00988838,4.78917,2.97869,-0.0359792,-0.0235793,-0.870565,0.199491,0.113351,6.99862,5.37729,0.0640428,-0.128975,-0.864105,0.199491,-0.0379154,5.12724,5.44638,-1.5215,0.673771,0.0694526,0.199645,-0.811682,7.46761,2.31428,-1.50189,0.693108,0.101206,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3534,-4.71319,5.31587,2.67697,0.0627612,-0.0701917,-2.42668,0.199491,2.6092,5.32539,3.20478,-0.0591472,-0.10957,-2.4185,0.199491,0.00149846,4.78331,2.97314,0.00372258,-0.0559955,-0.873711,0.199491,0.0969652,7.0117,5.39598,-0.0284406,-0.0497786,-0.854746,0.199491,-0.0462762,5.11925,5.45581,-1.51219,0.760717,0.0776705,0.199645,-0.822373,7.47519,2.30875,-1.49588,0.730596,0.10422,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3635,-4.72942,5.31411,2.6771,0.106778,-0.0221721,-2.4284,0.199491,2.61071,5.32447,3.21281,-0.00861855,-0.0535777,-2.42226,0.199491,-0.00539451,4.78123,2.97125,0.036707,-0.0827322,-0.876529,0.199491,0.0838474,7.01921,5.41155,0.0125061,-0.0847425,-0.856784,0.199491,-0.050758,5.11558,5.46425,-1.51555,0.719259,0.0768045,0.199645,-0.834689,7.47857,2.30778,-1.49944,0.69679,0.101917,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3736,-4.74087,5.31499,2.67464,0.0705911,-0.0685799,-2.42745,0.199491,2.61214,5.32488,3.21958,-0.00891671,-0.0570637,-2.42151,0.199491,-0.00827096,4.77866,2.96949,0.0332236,-0.0788671,-0.8769,0.199491,0.0724927,7.01933,5.41956,0.0473194,-0.114336,-0.8589,0.199491,-0.0555994,5.11489,5.47176,-1.51706,0.693728,0.0766229,0.199645,-0.844604,7.48172,2.3065,-1.49343,0.726803,0.10607,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3837,-4.74667,5.31265,2.67244,0.0331416,-0.113774,-2.42342,0.199491,2.6122,5.32572,3.22683,-0.0411868,-0.0971761,-2.41871,0.199491,-0.00990546,4.77656,2.96839,0.0405475,-0.0846351,-0.878041,0.199491,0.065676,7.01848,5.42221,-0.0359727,-0.04162,-0.850721,0.199491,-0.0565484,5.11701,5.47357,-1.50745,0.76335,0.0833012,0.199645,-0.851887,7.4855,2.30581,-1.4933,0.715776,0.106631,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3938,-4.74793,5.31201,2.67223,0.043244,-0.102197,-2.42432,0.199491,2.61122,5.33103,3.22936,0.00709671,-0.0437439,-2.42214,0.199491,-0.0125551,4.77728,2.96958,0.0682761,-0.107652,-0.880506,0.199491,0.0643193,7.01916,5.42017,0.0371917,-0.104952,-0.855246,0.199491,-0.0572278,5.12271,5.47283,-1.51419,0.691025,0.0783775,0.199645,-0.852759,7.48788,2.30843,-1.4929,0.71196,0.106231,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4039,-4.74546,5.3135,2.67083,0.0431212,-0.101586,-2.42474,0.199491,2.6068,5.33937,3.227,-0.0261441,-0.0822373,-2.42047,0.199491,-0.0109222,4.7819,2.97423,0.0576451,-0.0991745,-0.878193,0.199491,0.0680313,7.0204,5.4138,0.0374696,-0.104374,-0.856458,0.199491,-0.0557521,5.12996,5.47022,-1.51024,0.721792,0.0795154,0.199645,-0.851819,7.48904,2.31111,-1.48974,0.729176,0.108523,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.414,-4.73769,5.31558,2.66953,0.0137511,-0.133909,-2.4219,0.199491,2.60093,5.34733,3.2251,-0.0245138,-0.0813335,-2.42131,0.199491,-0.00882329,4.78611,2.9785,0.0597991,-0.101718,-0.877337,0.199491,0.0758015,7.01892,5.40353,-0.0323582,-0.043001,-0.8521,0.199491,-0.0524014,5.14141,5.46469,-1.50613,0.752449,0.0804198,0.199645,-0.847835,7.48815,2.31504,-1.4945,0.691212,0.105533,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4241,-4.72852,5.31711,2.66907,0.0153375,-0.129228,-2.42254,0.199491,2.59744,5.35398,3.22274,0.0100992,-0.0439847,-2.42415,0.199491,-0.00491127,4.78907,2.98178,0.0535155,-0.0974253,-0.875979,0.199491,0.0850777,7.01131,5.3861,0.0521086,-0.115839,-0.858609,0.199491,-0.0469078,5.15422,5.45713,-1.51233,0.68253,0.0747213,0.199645,-0.84174,7.48887,2.3196,-1.48901,0.72737,0.109381,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4342,-4.71829,5.31946,2.66778,0.0195993,-0.121076,-2.42376,0.199491,2.59332,5.35802,3.22118,-0.0307394,-0.0935027,-2.42227,0.199491,0.000289526,4.79078,2.98387,0.0479111,-0.0940671,-0.875055,0.199491,0.0980595,6.99952,5.36561,0.0388014,-0.103946,-0.856786,0.199491,-0.0396332,5.1689,5.44826,-1.50506,0.745371,0.0775057,0.199645,-0.834099,7.48866,2.3236,-1.49169,0.707554,0.108344,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4443,-4.70663,5.32383,2.66421,0.00194451,-0.138435,-2.4228,0.199491,2.58756,5.36025,3.21827,-0.0204243,-0.083553,-2.42416,0.199491,0.00675194,4.79282,2.98663,0.0466535,-0.09473,-0.87447,0.199491,0.113825,6.98758,5.34383,-0.0265899,-0.0469562,-0.85146,0.199491,-0.0304541,5.18469,5.43663,-1.50402,0.753634,0.0763872,0.199645,-0.825237,7.48649,2.3261,-1.49267,0.700755,0.109172,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4544,-4.69237,5.32895,2.66006,0.0015595,-0.134675,-2.42434,0.199491,2.58254,5.36255,3.21154,0.00832263,-0.0508017,-2.4274,0.199491,0.0136788,4.79541,2.98978,0.0484066,-0.0981847,-0.874047,0.199491,0.130498,6.97646,5.31947,0.0475767,-0.111739,-0.85801,0.199491,-0.0222878,5.1979,5.42456,-1.51116,0.684496,0.0701957,0.199645,-0.813394,7.48417,2.32752,-1.49011,0.723354,0.112286,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4645,-4.67726,5.33477,2.65512,0.0023,-0.129321,-2.42624,0.199491,2.57792,5.36191,3.20367,-0.029708,-0.0943866,-2.42642,0.199491,0.0214164,4.79673,2.99163,0.0540535,-0.105216,-0.874391,0.199491,0.149043,6.96512,5.2953,0.0555843,-0.119124,-0.860581,0.199491,-0.0146054,5.21002,5.41217,-1.5071,0.737383,0.0712212,0.199645,-0.799004,7.47912,2.32741,-1.49689,0.685559,0.109324,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4746,-4.66102,5.34097,2.64976,-0.0073036,-0.135928,-2.42692,0.199491,2.57475,5.35708,3.19567,-0.0249248,-0.0883124,-2.42875,0.199491,0.0298482,4.79563,2.99157,0.0594847,-0.112117,-0.875416,0.199491,0.169373,6.95323,5.27163,-0.0232452,-0.0521463,-0.855118,0.199491,-0.00496673,5.22062,5.39853,-1.50647,0.759564,0.0706146,0.199645,-0.784558,7.47361,2.3253,-1.49629,0.702034,0.111694,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4847,-4.64513,5.34725,2.6441,-0.00720079,-0.131141,-2.42893,0.199491,2.57586,5.35385,3.18785,0.00469391,-0.0526371,-2.43217,0.199491,0.0387663,4.79355,2.99038,0.0528888,-0.10873,-0.875351,0.199491,0.189383,6.9399,5.24758,0.0291282,-0.0985862,-0.859829,0.199491,0.0067754,5.22884,5.38612,-1.51456,0.688418,0.064914,0.199645,-0.768825,7.46907,2.32153,-1.49716,0.707701,0.112952,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4948,-4.63072,5.35202,2.6402,-0.00620867,-0.125681,-2.43058,0.199491,2.5781,5.35683,3.18358,-0.0343429,-0.0991232,-2.43012,0.199491,0.0499616,4.79894,2.99408,0.0332787,-0.0950507,-0.872027,0.199491,0.208325,6.93315,5.22878,0.0732737,-0.13684,-0.865407,0.199491,0.0181501,5.24235,5.37718,-1.51066,0.733349,0.0663184,0.199645,-0.751617,7.46962,2.32395,-1.50292,0.669539,0.110615,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5049,-4.61758,5.35619,2.63724,-0.0109152,-0.127401,-2.43133,0.199491,2.579,5.35933,3.18168,-0.0497662,-0.118022,-2.42919,0.199491,0.0629265,4.80161,2.99615,0.00501084,-0.0739281,-0.868983,0.199491,0.22933,6.92725,5.21521,-0.0148833,-0.0623412,-0.857149,0.199491,0.0278185,5.25482,5.36872,-1.50764,0.767475,0.0667338,0.199645,-0.734208,7.46934,2.3271,-1.49912,0.69655,0.115012,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.515,-4.60387,5.36113,2.63466,-0.0109946,-0.123454,-2.43292,0.199491,2.58189,5.36055,3.17976,-0.0362494,-0.101904,-2.43108,0.199491,0.0730577,4.80508,2.99982,-0.00502218,-0.0678774,-0.867344,0.199491,0.246618,6.91858,5.20117,0.00884969,-0.0844014,-0.859337,0.199491,0.0380841,5.26234,5.36405,-1.51413,0.701143,0.0625379,0.199645,-0.718281,7.46858,2.3292,-1.50041,0.691851,0.116013,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5251,-4.59305,5.36516,2.63323,0.00244063,-0.103893,-2.43572,0.199491,2.58393,5.36068,3.17933,-0.0440512,-0.11058,-2.4303,0.199491,0.0841339,4.80947,3.00424,-0.0143191,-0.0626974,-0.865538,0.199491,0.261322,6.91109,5.19171,0.0804538,-0.147095,-0.868097,0.199491,0.0447569,5.26806,5.36051,-1.5127,0.726599,0.0633456,0.199645,-0.701889,7.46651,2.33363,-1.50612,0.656425,0.11437,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5352,-4.58002,5.36843,2.63369,0.0133609,-0.0893624,-2.43692,0.199491,2.58533,5.35957,3.18033,-0.0538244,-0.121754,-2.42882,0.199491,0.0925233,4.81047,3.00577,-0.026433,-0.0542085,-0.864536,0.199491,0.274227,6.9044,5.18786,-0.0133351,-0.0689044,-0.858137,0.199491,0.048803,5.27057,5.35885,-1.50956,0.768148,0.0653793,0.199645,-0.688963,7.4658,2.33814,-1.50075,0.695614,0.119151,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5453,-4.56813,5.3692,2.6355,0.00219876,-0.102165,-2.43487,0.199491,2.5884,5.35848,3.18122,-0.0581873,-0.125931,-2.42798,0.199491,0.0978212,4.81388,3.00933,-0.061027,-0.02487,-0.86224,0.199491,0.280601,6.90157,5.18709,0.00617794,-0.0860746,-0.859143,0.199491,0.0539938,5.26908,5.35892,-1.5152,0.703934,0.0616783,0.199645,-0.682314,7.46517,2.34194,-1.50146,0.694128,0.118793,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
