time,0_rod(payload_bars compound_QbW0t0).X,0_rod(payload_bars compound_QbW0t0).Y,0_rod(payload_bars compound_QbW0t0).Z,0_rod(payload_bars compound_QbW0t0).Euler1,0_rod(payload_bars compound_QbW0t0).Euler2,0_rod(payload_bars compound_QbW0t0).Euler3,0_rod(payload_bars compound_QbW0t0).mass,1_rod(payload_bars compound_QbW0t0).X,1_rod(payload_bars compound_QbW0t0).Y,1_rod(payload_bars compound_QbW0t0).Z,1_rod(payload_bars compound_QbW0t0).Euler1,1_rod(payload_bars compound_QbW0t0).Euler2,1_rod(payload_bars compound_QbW0t0).Euler3,1_rod(payload_bars compound_QbW0t0).mass,2_rod(payload_bars compound_QbW0t0).X,2_rod(payload_bars compound_QbW0t0).Y,2_rod(payload_bars compound_QbW0t0).Z,2_rod(payload_bars compound_QbW0t0).Euler1,2_rod(payload_bars compound_QbW0t0).Euler2,2_rod(payload_bars compound_QbW0t0).Euler3,2_rod(payload_bars compound_QbW0t0).mass,3_rod(payload_bars compound_QbW0t0).X,3_rod(payload_bars compound_QbW0t0).Y,3_rod(payload_bars compound_QbW0t0).Z,3_rod(payload_bars compound_QbW0t0).Euler1,3_rod(payload_bars compound_QbW0t0).Euler2,3_rod(payload_bars compound_QbW0t0).Euler3,3_rod(payload_bars compound_QbW0t0).mass,4_rod(payload_bars compound_QbW0t0).X,4_rod(payload_bars compound_QbW0t0).Y,4_rod(payload_bars compound_QbW0t0).Z,4_rod(payload_bars compound_QbW0t0).Euler1,4_rod(payload_bars compound_QbW0t0).Euler2,4_rod(payload_bars compound_QbW0t0).Euler3,4_rod(payload_bars compound_QbW0t0).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.7474,-2.25166,12.4605,2.36573,1.39412e-05,-0.349103,-0.101262,4000.24,-2.25166,12.4605,2.36573,1.39412e-05,-0.349103,-0.101262,4000.24,-2.25166,12.4605,2.36573,1.39412e-05,-0.349103,-0.101262,4000.24,-2.25166,12.4605,2.36573,1.39412e-05,-0.349103,-0.101262,4000.24,-2.25166,12.4605,2.36573,1.39412e-05,-0.349103,-0.101262,4000.24,-13.6154,20.7359,3.97778,-1.92738,-0.0323807,-1.18629,0.199491,5.83467,19.5722,10.5149,-0.62847,-0.526025,-1.62569,0.199491,5.69393,19.5111,10.1527,0.0280693,-0.398591,-0.455284,0.199491,-4.44646,20.7146,12.3133,-0.116702,-0.333253,-0.334728,0.199491,-3.28379,17.7871,12.2194,-1.67616,-0.331698,0.366896,0.199645,-1.83608,23.1273,7.88888,-1.21924,0.619482,0.549582,0.199491,
0.7575,-2.32656,12.3936,2.41978,-5.81181e-07,-0.352946,-0.0938183,4000.24,-2.32656,12.3936,2.41978,-5.81181e-07,-0.352946,-0.0938183,4000.24,-2.32656,12.3936,2.41978,-5.81181e-07,-0.352946,-0.0938183,4000.24,-2.32656,12.3936,2.41978,-5.81181e-07,-0.352946,-0.0938183,4000.24,-2.32656,12.3936,2.41978,-5.81181e-07,-0.352946,-0.0938183,4000.24,-13.8884,19.118,4.3226,0.247503,-0.301846,-1.83261,0.199491,5.66694,19.2836,10.6018,-0.381434,-0.506942,-1.77897,0.199491,5.69319,19.3286,10.0522,-3.12791,0.344433,-2.73481,0.199491,-4.58409,20.7359,12.7673,-0.0768769,-0.338654,-0.46407,0.199491,-3.41788,17.6478,12.3048,-1.49496,0.135923,0.353432,0.199645,-1.97413,23.0239,8.01749,-1.17536,0.673396,0.578074,0.199491,
0.7676,-2.40067,12.3216,2.47479,1.77864e-05,-0.356654,-0.0858445,4000.24,-2.40067,12.3216,2.47479,1.77864e-05,-0.356654,-0.0858445,4000.24,-2.40067,12.3216,2.47479,1.77864e-05,-0.356654,-0.0858445,4000.24,-2.40067,12.3216,2.47479,1.77864e-05,-0.356654,-0.0858445,4000.24,-2.40067,12.3216,2.47479,1.77864e-05,-0.356654,-0.0858445,4000.24,-13.9952,18.1461,4.7138,1.60123,0.267375,-1.9101,0.199491,5.60821,19.1394,10.7183,-0.357359,-0.513081,-1.78414,0.199491,5.33399,19.4148,10.5965,0.0318544,-0.4111,-0.547399,0.199491,-4.54893,20.2511,12.3304,-0.119376,-0.191036,-0.224076,0.199491,-3.53133,17.4763,12.3961,-1.38701,0.418667,0.390669,0.199645,-2.14919,22.9156,8.19903,-1.20241,0.639045,0.563288,0.199491,
0.7777,-2.47418,12.244,2.53101,1.60538e-05,-0.3602,-0.0773625,4000.24,-2.47418,12.244,2.53101,1.60538e-05,-0.3602,-0.0773625,4000.24,-2.47418,12.244,2.53101,1.60538e-05,-0.3602,-0.0773625,4000.24,-2.47418,12.244,2.53101,1.60538e-05,-0.3602,-0.0773625,4000.24,-2.47418,12.244,2.53101,1.60538e-05,-0.3602,-0.0773625,4000.24,-13.9474,19.88,4.44357,-2.49631,0.220668,-1.2559,0.199491,6.14444,19.1822,11.348,-0.79245,-0.558411,-1.28533,0.199491,5.3601,19.1415,10.3144,-1.19876,1.06654,-1.07743,0.199491,-4.94575,20.0097,12.7148,-0.152948,-0.290045,-0.302746,0.199491,-3.6243,17.3388,12.4989,-1.44381,0.318178,0.379905,0.199645,-2.20299,22.7957,8.43661,-1.23426,0.610739,0.538738,0.199491,
0.7878,-2.5458,12.1635,2.588,0.000302891,-0.363458,-0.0680079,4000.24,-2.5458,12.1635,2.588,0.000302891,-0.363458,-0.0680079,4000.24,-2.5458,12.1635,2.588,0.000302891,-0.363458,-0.0680079,4000.24,-2.5458,12.1635,2.588,0.000302891,-0.363458,-0.0680079,4000.24,-2.5458,12.1635,2.588,0.000302891,-0.363458,-0.0680079,4000.24,-14.1653,20.0026,4.54501,-0.925744,-0.299818,-1.32675,0.199491,6.27806,19.2908,11.3555,-0.405194,-0.612562,-1.39727,0.199491,5.74131,18.491,9.19251,-3.05608,0.528348,-2.67873,0.199491,-5.05412,19.5452,12.811,-0.158103,-0.211528,-0.252536,0.199491,-3.70623,17.1099,12.6263,-1.43874,0.341385,0.384863,0.199645,-2.27062,22.6595,8.52866,-1.44203,0.251884,0.458883,0.199491,
0.7979,-2.61725,12.0763,2.64607,0.000227266,-0.366528,-0.0582732,4000.24,-2.61725,12.0763,2.64607,0.000227266,-0.366528,-0.0582732,4000.24,-2.61725,12.0763,2.64607,0.000227266,-0.366528,-0.0582732,4000.24,-2.61725,12.0763,2.64607,0.000227266,-0.366528,-0.0582732,4000.24,-2.61725,12.0763,2.64607,0.000227266,-0.366528,-0.0582732,4000.24,-14.2575,18.9744,4.72575,1.93714,0.27327,-1.85691,0.199491,5.18664,19.2215,11.0746,-1.00917,-0.288163,-1.2623,0.199491,5.13955,18.9904,10.6952,0.01753,-0.410167,-0.394342,0.199491,-4.99145,19.0153,12.6847,-0.0824444,-0.344431,-0.168697,0.199491,-3.82115,16.928,12.712,-1.3545,0.496197,0.419586,0.199645,-2.57405,22.5379,8.97041,-1.1182,0.656568,0.661005,0.199491,
0.808,-2.68876,11.979,2.70415,0.00012866,-0.369632,-0.0485122,4000.24,-2.68876,11.979,2.70415,0.00012866,-0.369632,-0.0485122,4000.24,-2.68876,11.979,2.70415,0.00012866,-0.369632,-0.0485122,4000.24,-2.68876,11.979,2.70415,0.00012866,-0.369632,-0.0485122,4000.24,-2.68876,11.979,2.70415,0.00012866,-0.369632,-0.0485122,4000.24,-14.4555,18.6854,4.83839,1.3625,-0.0382353,-1.94088,0.199491,5.03087,19.2067,11.3905,-0.585389,-0.393684,-1.40086,0.199491,5.0253,18.914,10.8089,-0.109004,-0.0821725,-0.343759,0.199491,-5.31589,19.1635,13.4683,-0.0579211,-0.359816,-0.37806,0.199491,-3.96141,16.8064,12.8037,-1.33579,0.529607,0.430578,0.199645,-2.71085,22.386,9.14038,-1.1273,0.652491,0.654668,0.199491,
0.8181,-2.75784,11.8774,2.76439,0.000177024,-0.372738,-0.0381523,4000.24,-2.75784,11.8774,2.76439,0.000177024,-0.372738,-0.0381523,4000.24,-2.75784,11.8774,2.76439,0.000177024,-0.372738,-0.0381523,4000.24,-2.75784,11.8774,2.76439,0.000177024,-0.372738,-0.0381523,4000.24,-2.75784,11.8774,2.76439,0.000177024,-0.372738,-0.0381523,4000.24,-14.5075,19.7165,5.05389,-2.53837,0.337599,-1.40215,0.199491,4.87347,18.924,11.5368,-0.723371,-0.379934,-1.37184,0.199491,4.8148,18.8623,11.1096,0.924431,-1.15939,-1.10315,0.199491,-5.36974,18.5638,12.9811,-0.0837744,-0.331328,-0.170209,0.199491,-4.07149,16.9856,12.8962,-1.63434,-0.0774762,0.374407,0.199645,-2.89456,22.2267,9.35078,-1.20273,0.576424,0.611869,0.199491,
0.8282,-2.82425,11.7722,2.82686,0.000352886,-0.375887,-0.0271548,4000.24,-2.82425,11.7722,2.82686,0.000352886,-0.375887,-0.0271548,4000.24,-2.82425,11.7722,2.82686,0.000352886,-0.375887,-0.0271548,4000.24,-2.82425,11.7722,2.82686,0.000352886,-0.375887,-0.0271548,4000.24,-2.82425,11.7722,2.82686,0.000352886,-0.375887,-0.0271548,4000.24,-14.5774,18.2033,5.08038,2.32831,0.221131,-1.87979,0.199491,4.77611,18.4121,11.7746,-0.423315,-0.461264,-1.5618,0.199491,4.72295,18.8348,11.3078,-0.624768,0.717707,-0.602574,0.199491,-5.56795,18.6052,13.4375,-0.0483813,-0.340607,-0.283326,0.199491,-4.19621,16.6012,13.0075,-1.58625,0.108216,0.378964,0.199645,-3.12916,22.1303,9.67984,-1.27177,0.544342,0.561479,0.199491,
0.8383,-2.89108,11.6601,2.89092,-1.04756e-05,-0.37888,-0.0157138,4000.24,-2.89108,11.6601,2.89092,-1.04756e-05,-0.37888,-0.0157138,4000.24,-2.89108,11.6601,2.89092,-1.04756e-05,-0.37888,-0.0157138,4000.24,-2.89108,11.6601,2.89092,-1.04756e-05,-0.37888,-0.0157138,4000.24,-2.89108,11.6601,2.89092,-1.04756e-05,-0.37888,-0.0157138,4000.24,-14.723,19.2763,5.34895,3.13882,0.375419,-1.6998,0.199491,4.56578,18.7341,12.1457,-0.833852,-0.360653,-1.29878,0.199491,4.54418,18.9613,11.6079,-0.181893,-0.11646,-0.530118,0.199491,-5.78626,18.4797,13.7169,-0.0821327,-0.321951,-0.312011,0.199491,-4.31668,16.3585,13.1101,-0.606917,1.13434,1.06746,0.199645,-3.2277,21.8651,9.85737,-1.13547,0.688719,0.629684,0.199491,
0.8484,-2.95677,11.5427,2.95649,0.000285195,-0.382099,-0.00399887,4000.24,-2.95677,11.5427,2.95649,0.000285195,-0.382099,-0.00399887,4000.24,-2.95677,11.5427,2.95649,0.000285195,-0.382099,-0.00399887,4000.24,-2.95677,11.5427,2.95649,0.000285195,-0.382099,-0.00399887,4000.24,-2.95677,11.5427,2.95649,0.000285195,-0.382099,-0.00399887,4000.24,-14.9344,18.7009,5.71913,-2.45667,0.500282,-1.6024,0.199491,4.45647,18.0918,12.1802,-0.72666,-0.426292,-1.40273,0.199491,4.39605,18.8607,11.6723,-3.00984,0.567411,-2.55307,0.199491,-5.64665,17.0183,13.513,-0.0120834,-0.248673,-0.157163,0.199491,-4.42985,16.2511,13.23,-1.37119,0.531965,0.447462,0.199645,-3.40522,21.6708,10.1042,-1.12858,0.672988,0.648598,0.199491,
0.8585,-3.1218,11.6911,3.03323,-0.00581318,-0.361445,-0.0121163,4000.24,-3.1218,11.6911,3.03323,-0.00581318,-0.361445,-0.0121163,4000.24,-3.1218,11.6911,3.03323,-0.00581318,-0.361445,-0.0121163,4000.24,-3.1218,11.6911,3.03323,-0.00581318,-0.361445,-0.0121163,4000.24,-3.1218,11.6911,3.03323,-0.00581318,-0.361445,-0.0121163,4000.24,-14.9975,19.2122,6.00403,-0.541321,-0.136005,-1.09538,0.199491,4.58894,18.6011,12.1141,-0.659492,-0.378074,-1.3537,0.199491,4.34733,19.3557,11.9145,1.97306,-1.02502,-2.09752,0.199491,-5.74767,17.8335,13.9633,-0.0215156,-0.32356,-0.286687,0.199491,-4.36703,16.417,13.2904,-1.34084,0.633076,0.454059,0.199645,-3.33232,21.873,10.1179,-1.14429,0.688195,0.626602,0.199491,
0.8686,-3.40911,12.087,3.13011,-0.0185861,-0.318309,-0.0366857,4000.24,-3.40911,12.087,3.13011,-0.0185861,-0.318309,-0.0366857,4000.24,-3.40911,12.087,3.13011,-0.0185861,-0.318309,-0.0366857,4000.24,-3.40911,12.087,3.13011,-0.0185861,-0.318309,-0.0366857,4000.24,-3.40911,12.087,3.13011,-0.0185861,-0.318309,-0.0366857,4000.24,-14.7621,17.3683,5.41649,-1.80347,0.467475,-1.37026,0.199491,4.72867,18.8121,11.5655,-1.02616,-0.269167,-1.32166,0.199491,4.85828,19.4228,10.6397,1.02689,-1.00691,-1.29397,0.199491,-5.24418,18.316,13.8869,0.0358376,-0.366832,-0.270615,0.199491,-4.12135,16.9853,13.3338,-0.204685,1.25139,1.44818,0.199645,-3.04463,22.421,9.85475,-1.21991,0.703883,0.536268,0.199491,
0.8787,-3.69521,12.4739,3.22715,-0.0318848,-0.275692,-0.0614109,4000.24,-3.69521,12.4739,3.22715,-0.0318848,-0.275692,-0.0614109,4000.24,-3.69521,12.4739,3.22715,-0.0318848,-0.275692,-0.0614109,4000.24,-3.69521,12.4739,3.22715,-0.0318848,-0.275692,-0.0614109,4000.24,-3.69521,12.4739,3.22715,-0.0318848,-0.275692,-0.0614109,4000.24,-14.9341,20.2858,6.8083,2.58195,-0.0878862,-2.18767,0.199491,4.98306,19.708,11.0808,-0.871103,-0.229744,-1.35314,0.199491,5.04402,19.9444,10.2531,2.3404,-0.814606,-2.37151,0.199491,-4.92648,18.3948,13.5894,-0.0242654,-0.220955,-0.192594,0.199491,-3.84454,17.7257,13.3208,-1.54815,0.344639,0.296196,0.199645,-2.84505,22.9459,9.73802,-0.966591,0.998828,0.714804,0.199491,
0.8888,-3.98,12.8523,3.32454,-0.0457447,-0.233656,-0.0863263,4000.24,-3.98,12.8523,3.32454,-0.0457447,-0.233656,-0.0863263,4000.24,-3.98,12.8523,3.32454,-0.0457447,-0.233656,-0.0863263,4000.24,-3.98,12.8523,3.32454,-0.0457447,-0.233656,-0.0863263,4000.24,-3.98,12.8523,3.32454,-0.0457447,-0.233656,-0.0863263,4000.24,-14.8612,20.622,6.93392,0.998918,-0.572771,-1.48941,0.199491,5.63764,20.1221,10.933,-0.987847,-0.283874,-1.27305,0.199491,5.29139,20.1473,9.4206,-0.400113,0.342059,-0.571925,0.199491,-4.56538,19.1469,13.4139,-0.00683157,-0.279681,-0.181839,0.199491,-3.59515,18.2339,13.2993,-1.16542,1.09834,0.542187,0.199645,-2.63898,23.4406,9.50976,-1.37501,0.611471,0.393141,0.199491,
0.8989,-4.26365,13.2213,3.42207,-0.0603241,-0.192155,-0.111549,4000.24,-4.26365,13.2213,3.42207,-0.0603241,-0.192155,-0.111549,4000.24,-4.26365,13.2213,3.42207,-0.0603241,-0.192155,-0.111549,4000.24,-4.26365,13.2213,3.42207,-0.0603241,-0.192155,-0.111549,4000.24,-4.26365,13.2213,3.42207,-0.0603241,-0.192155,-0.111549,4000.24,-14.7907,20.8538,6.96706,1.88458,-0.459634,-1.91886,0.199491,5.50629,20.8466,10.5099,-1.25432,-0.101725,-1.30651,0.199491,5.30922,20.9984,9.50792,0.177556,-0.646874,-0.502176,0.199491,-4.39744,19.8706,13.8577,0.0133259,-0.238563,-0.326226,0.199491,-3.31493,18.877,13.24,-1.27264,1.09344,0.436503,0.199645,-2.47251,23.9309,9.43812,-1.32787,0.739224,0.417228,0.199491,
0.909,-4.54665,13.5816,3.51968,-0.0755477,-0.15114,-0.137054,4000.24,-4.54665,13.5816,3.51968,-0.0755477,-0.15114,-0.137054,4000.24,-4.54665,13.5816,3.51968,-0.0755477,-0.15114,-0.137054,4000.24,-4.54665,13.5816,3.51968,-0.0755477,-0.15114,-0.137054,4000.24,-4.54665,13.5816,3.51968,-0.0755477,-0.15114,-0.137054,4000.24,-14.8817,23.4084,8.38417,-0.125799,-0.161392,-0.895059,0.199491,5.73228,21.0911,9.93964,-1.05742,-0.201161,-1.3919,0.199491,5.51127,21.4031,8.97363,-2.55996,1.07807,-2.3581,0.199491,-4.12828,20.6369,13.649,-0.0244959,-0.19479,-0.326934,0.199491,-3.06593,19.6108,13.1688,-1.64557,0.0578678,0.160033,0.199645,-2.28716,24.399,9.33405,-1.31111,0.832965,0.41775,0.199491,
0.9191,-4.82948,13.9324,3.61738,-0.0917116,-0.110497,-0.163024,4000.24,-4.82948,13.9324,3.61738,-0.0917116,-0.110497,-0.163024,4000.24,-4.82948,13.9324,3.61738,-0.0917116,-0.110497,-0.163024,4000.24,-4.82948,13.9324,3.61738,-0.0917116,-0.110497,-0.163024,4000.24,-4.82948,13.9324,3.61738,-0.0917116,-0.110497,-0.163024,4000.24,-14.6589,21.9378,7.09652,1.80554,-0.5614,-1.84421,0.199491,5.79449,22.4767,9.61786,-1.25104,0.0685628,-1.33627,0.199491,5.46123,22.3384,9.88094,-0.30628,0.631614,-0.300642,0.199491,-3.73887,20.573,13.0567,0.026266,-0.234976,-0.21729,0.199491,-2.79446,20.3108,12.9993,-1.56453,0.540269,0.121894,0.199645,-2.16806,24.8557,9.20825,-0.936914,1.18794,0.739078,0.199491,
0.9292,-5.11146,14.2737,3.71505,-0.108537,-0.0704134,-0.189473,4000.24,-5.11146,14.2737,3.71505,-0.108537,-0.0704134,-0.189473,4000.24,-5.11146,14.2737,3.71505,-0.108537,-0.0704134,-0.189473,4000.24,-5.11146,14.2737,3.71505,-0.108537,-0.0704134,-0.189473,4000.24,-5.11146,14.2737,3.71505,-0.108537,-0.0704134,-0.189473,4000.24,-14.6126,23.451,8.04455,2.50353,-0.301609,-2.13202,0.199491,6.28493,22.5812,9.41101,-1.67268,0.069165,-1.30055,0.199491,5.64498,22.3047,7.8598,-2.91983,0.885535,-2.70041,0.199491,-3.62749,22.2327,13.7774,-0.0320395,-0.120462,-0.501401,0.199491,-2.56197,20.7594,12.867,-1.55517,0.951501,0.106738,0.199645,-2.04422,25.4433,9.87271,-1.34024,1.1125,0.358451,0.199491,
0.9393,-5.39318,14.6055,3.81272,-0.126339,-0.0308103,-0.216501,4000.24,-5.39318,14.6055,3.81272,-0.126339,-0.0308103,-0.216501,4000.24,-5.39318,14.6055,3.81272,-0.126339,-0.0308103,-0.216501,4000.24,-5.39318,14.6055,3.81272,-0.126339,-0.0308103,-0.216501,4000.24,-5.39318,14.6055,3.81272,-0.126339,-0.0308103,-0.216501,4000.24,-14.5053,24.1281,8.31518,-2.86522,0.331658,-2.17167,0.199491,7.08876,23.3559,9.4463,-1.64534,0.220337,-1.09811,0.199491,5.72155,23.1319,8.77725,-2.17834,1.41424,-2.03708,0.199491,-3.40416,22.1162,13.0061,-0.00363755,-0.201817,-0.332646,0.199491,-2.22825,21.5454,12.6298,-1.62442,0.898927,0.0304723,0.199645,-1.80295,25.808,9.45215,-1.54123,1.10547,0.164445,0.199491,
0.9494,-5.67462,14.9278,3.91028,-0.145127,0.00823425,-0.244158,4000.24,-5.67462,14.9278,3.91028,-0.145127,0.00823425,-0.244158,4000.24,-5.67462,14.9278,3.91028,-0.145127,0.00823425,-0.244158,4000.24,-5.67462,14.9278,3.91028,-0.145127,0.00823425,-0.244158,4000.24,-5.67462,14.9278,3.91028,-0.145127,0.00823425,-0.244158,4000.24,-14.1016,26.7448,10.2522,-0.394558,0.200953,-0.906315,0.199491,7.69173,24.017,10.6126,-1.24772,0.0796589,-0.495278,0.199491,5.8307,23.6518,7.97925,-2.79142,1.25189,-2.62453,0.199491,-3.5756,22.6325,13.0588,-0.125355,0.0327115,-0.377959,0.199491,-1.96782,22.0002,12.4232,-1.70508,1.10522,-0.0490352,0.199645,-1.49675,26.243,9.38878,-1.64869,0.954012,0.0674484,0.199491,
0.9595,-5.95525,15.2407,4.00783,-0.164892,0.0467926,-0.272527,4000.24,-5.95525,15.2407,4.00783,-0.164892,0.0467926,-0.272527,4000.24,-5.95525,15.2407,4.00783,-0.164892,0.0467926,-0.272527,4000.24,-5.95525,15.2407,4.00783,-0.164892,0.0467926,-0.272527,4000.24,-5.95525,15.2407,4.00783,-0.164892,0.0467926,-0.272527,4000.24,-14.2926,25.7006,9.23703,2.61909,-0.391028,-2.27308,0.199491,4.93063,22.9909,12.6883,-1.15039,-0.24598,0.0555837,0.199491,5.99642,24.2147,8.19437,3.00184,0.133351,-2.98755,0.199491,-4.78598,21.8263,12.9102,0.0196694,-0.440525,-0.313777,0.199491,-2.14831,21.9283,12.3709,1.53572,1.26016,-2.98208,0.199645,-1.74697,26.9243,9.91109,-1.20148,1.22665,0.512056,0.199491,
0.9696,-6.2359,15.5437,4.10554,-0.185708,0.0847131,-0.301617,4000.24,-6.2359,15.5437,4.10554,-0.185708,0.0847131,-0.301617,4000.24,-6.2359,15.5437,4.10554,-0.185708,0.0847131,-0.301617,4000.24,-6.2359,15.5437,4.10554,-0.185708,0.0847131,-0.301617,4000.24,-6.2359,15.5437,4.10554,-0.185708,0.0847131,-0.301617,4000.24,-14.2062,25.6514,9.10626,-0.123305,0.0366273,-0.876518,0.199491,4.9233,23.2954,11.6117,-1.17482,0.155703,-0.12273,0.199491,6.11829,24.6276,8.21514,3.08138,0.248806,-2.78863,0.199491,-4.51589,22.3343,12.7202,-0.10757,-0.0404709,-0.310157,0.199491,-2.0686,22.4409,12.118,-1.83891,0.0230695,-0.0596234,0.199645,-1.6757,27.237,9.5808,-1.45677,0.973905,0.271282,0.199491,
0.9797,-6.51652,15.8366,4.20332,-0.207767,0.121951,-0.331618,4000.24,-6.51652,15.8366,4.20332,-0.207767,0.121951,-0.331618,4000.24,-6.51652,15.8366,4.20332,-0.207767,0.121951,-0.331618,4000.24,-6.51652,15.8366,4.20332,-0.207767,0.121951,-0.331618,4000.24,-6.51652,15.8366,4.20332,-0.207767,0.121951,-0.331618,4000.24,-14.1944,26.1781,9.21235,-2.08846,0.694186,-1.85861,0.199491,4.76629,23.3338,10.8385,-1.24837,0.419383,-0.283908,0.199491,5.88545,24.2958,5.90481,0.101525,-0.731712,-0.393534,0.199491,-4.47402,22.7155,12.8797,-0.11181,-0.103729,-0.320534,0.199491,-2.01187,22.781,11.9231,-2.00002,0.907622,-0.133976,0.199645,-1.55597,27.5464,9.17391,-1.51152,1.01852,0.217767,0.199491,
0.9898,-6.79724,16.1194,4.30089,-0.231076,0.158474,-0.362631,4000.24,-6.79724,16.1194,4.30089,-0.231076,0.158474,-0.362631,4000.24,-6.79724,16.1194,4.30089,-0.231076,0.158474,-0.362631,4000.24,-6.79724,16.1194,4.30089,-0.231076,0.158474,-0.362631,4000.24,-6.79724,16.1194,4.30089,-0.231076,0.158474,-0.362631,4000.24,-13.1551,29.1319,11.4229,-0.217698,0.108956,-0.81219,0.199491,5.07667,23.4534,10.6589,-1.07524,-0.473669,-0.228882,0.199491,5.93375,24.5304,5.64324,0.183735,-0.738388,-0.429416,0.199491,-4.21455,23.3797,12.5287,-0.199571,-0.0574952,-0.315293,0.199491,-1.85069,23.1469,11.667,-1.99974,0.655506,-0.14912,0.199645,-1.43887,27.8653,8.85975,-1.6999,0.571859,0.0481851,0.199491,
0.9999,-7.07788,16.3923,4.3986,-0.25573,0.194236,-0.394712,4000.24,-7.07788,16.3923,4.3986,-0.25573,0.194236,-0.394712,4000.24,-7.07788,16.3923,4.3986,-0.25573,0.194236,-0.394712,4000.24,-7.07788,16.3923,4.3986,-0.25573,0.194236,-0.394712,4000.24,-7.07788,16.3923,4.3986,-0.25573,0.194236,-0.394712,4000.24,-12.8538,29.4551,11.4628,0.609582,-0.710008,-0.926408,0.199491,4.63365,24.371,10.1084,-0.845273,-0.340691,-0.273517,0.199491,5.86003,24.835,4.89932,-0.122956,-0.0694679,-0.448462,0.199491,-3.96688,23.2128,12.3801,-0.221313,0.0280304,-0.390335,0.199491,-1.77181,23.4268,11.4326,-2.21477,1.07523,-0.321315,0.199645,-1.3522,28.1761,8.56686,-1.78522,0.873518,-0.0380162,0.199491,
1.01,-7.35855,16.6552,4.49633,-0.281709,0.229188,-0.427923,4000.24,-7.35855,16.6552,4.49633,-0.281709,0.229188,-0.427923,4000.24,-7.35855,16.6552,4.49633,-0.281709,0.229188,-0.427923,4000.24,-7.35855,16.6552,4.49633,-0.281709,0.229188,-0.427923,4000.24,-7.35855,16.6552,4.49633,-0.281709,0.229188,-0.427923,4000.24,-12.6109,29.8644,11.6112,-0.14681,0.0561979,-0.650488,0.199491,5.08316,23.9724,9.40842,-0.906185,-0.617188,-0.407842,0.199491,5.76928,24.9229,4.26362,-0.0941858,-0.122989,-0.486032,0.199491,-3.86854,23.9095,12.0587,-0.210334,0.0235023,-0.386159,0.199491,-1.63652,23.7869,11.1244,-2.11114,0.70595,-0.241993,0.199645,-1.24966,28.4143,8.1555,-1.83759,0.783226,-0.0868144,0.199491,
1.0201,-7.6392,16.9081,4.59405,-0.30911,0.263262,-0.462354,4000.24,-7.6392,16.9081,4.59405,-0.30911,0.263262,-0.462354,4000.24,-7.6392,16.9081,4.59405,-0.30911,0.263262,-0.462354,4000.24,-7.6392,16.9081,4.59405,-0.30911,0.263262,-0.462354,4000.24,-7.6392,16.9081,4.59405,-0.30911,0.263262,-0.462354,4000.24,-12.3597,30.2823,11.6458,0.10094,-0.244893,-0.6891,0.199491,5.15126,24.0964,8.76957,-0.929389,-0.48175,-0.437986,0.199491,5.6206,24.9335,3.61155,-0.299027,0.246872,-0.531071,0.199491,-3.68039,24.1462,11.8729,-0.242192,0.0879409,-0.418141,0.199491,-1.52754,24.0627,10.8237,-2.23987,0.872043,-0.337552,0.199645,-1.16758,28.6272,7.73701,-1.88618,0.732087,-0.131923,0.199491,
1.0302,-7.91984,17.1509,4.69177,-0.337992,0.296385,-0.498079,4000.24,-7.91984,17.1509,4.69177,-0.337992,0.296385,-0.498079,4000.24,-7.91984,17.1509,4.69177,-0.337992,0.296385,-0.498079,4000.24,-7.91984,17.1509,4.69177,-0.337992,0.296385,-0.498079,4000.24,-7.91984,17.1509,4.69177,-0.337992,0.296385,-0.498079,4000.24,-12.0692,30.7396,11.7118,-0.213517,0.155032,-0.693807,0.199491,5.0098,24.6233,8.24066,-0.896677,-0.356321,-0.434161,0.199491,5.40202,24.8776,2.89416,-0.922334,0.858832,-0.909414,0.199491,-3.50638,24.459,11.6284,-0.254326,0.1022,-0.449251,0.199491,-1.44126,24.3717,10.4848,-2.24429,0.765788,-0.347803,0.199645,-1.0992,28.8079,7.29854,-1.93468,0.700922,-0.176001,0.199491,
