time,0_rod(payload_bars compound_QbW0t0).X,0_rod(payload_bars compound_QbW0t0).Y,0_rod(payload_bars compound_QbW0t0).Z,0_rod(payload_bars compound_QbW0t0).Euler1,0_rod(payload_bars compound_QbW0t0).Euler2,0_rod(payload_bars compound_QbW0t0).Euler3,0_rod(payload_bars compound_QbW0t0).mass,1_rod(payload_bars compound_QbW0t0).X,1_rod(payload_bars compound_QbW0t0).Y,1_rod(payload_bars compound_QbW0t0).Z,1_rod(payload_bars compound_QbW0t0).Euler1,1_rod(payload_bars compound_QbW0t0).Euler2,1_rod(payload_bars compound_QbW0t0).Euler3,1_rod(payload_bars compound_QbW0t0).mass,2_rod(payload_bars compound_QbW0t0).X,2_rod(payload_bars compound_QbW0t0).Y,2_rod(payload_bars compound_QbW0t0).Z,2_rod(payload_bars compound_QbW0t0).Euler1,2_rod(payload_bars compound_QbW0t0).Euler2,2_rod(payload_bars compound_QbW0t0).Euler3,2_rod(payload_bars compound_QbW0t0).mass,3_rod(payload_bars compound_QbW0t0).X,3_rod(payload_bars compound_QbW0t0).Y,3_rod(payload_bars compound_QbW0t0).Z,3_rod(payload_bars compound_QbW0t0).Euler1,3_rod(payload_bars compound_QbW0t0).Euler2,3_rod(payload_bars compound_QbW0t0).Euler3,3_rod(payload_bars compound_QbW0t0).mass,4_rod(payload_bars compound_QbW0t0).X,4_rod(payload_bars compound_QbW0t0).Y,4_rod(payload_bars compound_QbW0t0).Z,4_rod(payload_bars compound_QbW0t0).Euler1,4_rod(payload_bars compound_QbW0t0).Euler2,4_rod(payload_bars compound_QbW0t0).Euler3,4_rod(payload_bars compound_QbW0t0).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.0101,-0.0013724,11.6811,0.0842152,1.29942e-05,-2.3702e-05,-5.03884e-06,4000.24,-0.0013724,11.6811,0.0842152,1.29942e-05,-2.3702e-05,-5.03884e-06,4000.24,-0.0013724,11.6811,0.0842152,1.29942e-05,-2.3702e-05,-5.03884e-06,4000.24,-0.0013724,11.6811,0.0842152,1.29942e-05,-2.3702e-05,-5.03884e-06,4000.24,-0.0013724,11.6811,0.0842152,1.29942e-05,-2.3702e-05,-5.03884e-06,4000.24,-10.0841,11.2482,-0.561661,0.146315,0.174579,-2.45615,0.199491,10.0855,10.7091,-2.01669,2.3136,0.641345,-1.06807,0.199491,10.25,9.9364,-1.14582,-0.0367039,-0.00391281,-0.704898,0.199491,10.2583,13.1233,1.52456,-0.167483,0.166296,-0.656151,0.199491,1.53016,10.7111,10.1466,1.51676,-0.395126,-3.14001,0.199645,0.626184,21.7422,-2.93464,-1.59052,0.717485,-0.0364535,0.199491,
0.0202,-0.00201025,11.8873,0.0834265,5.18798e-05,-3.16473e-05,-7.59768e-05,4000.24,-0.00201025,11.8873,0.0834265,5.18798e-05,-3.16473e-05,-7.59768e-05,4000.24,-0.00201025,11.8873,0.0834265,5.18798e-05,-3.16473e-05,-7.59768e-05,4000.24,-0.00201025,11.8873,0.0834265,5.18798e-05,-3.16473e-05,-7.59768e-05,4000.24,-0.00201025,11.8873,0.0834265,5.18798e-05,-3.16473e-05,-7.59768e-05,4000.24,-10.1136,12.2781,0.252918,0.413048,0.513852,-2.41352,0.199491,10.0813,11.2874,-1.32495,-2.37571,-0.671409,-0.996205,0.199491,10.2374,10.5261,0.0241521,-0.038466,0.00984712,-0.543223,0.199491,10.076,14.7744,2.31988,-0.181331,0.237854,-0.661947,0.199491,2.0934,8.92183,10.1547,-1.58307,0.579484,-0.00159863,0.199645,1.39862,21.9558,-1.42711,1.62246,0.791499,-3.06681,0.199491,
0.0303,-0.00264352,12.0833,0.0828287,9.14433e-05,-4.97329e-05,-0.000100665,4000.24,-0.00264352,12.0833,0.0828287,9.14433e-05,-4.97329e-05,-0.000100665,4000.24,-0.00264352,12.0833,0.0828287,9.14433e-05,-4.97329e-05,-0.000100665,4000.24,-0.00264352,12.0833,0.0828287,9.14433e-05,-4.97329e-05,-0.000100665,4000.24,-0.00264352,12.0833,0.0828287,9.14433e-05,-4.97329e-05,-0.000100665,4000.24,-10.0711,13.1963,0.672015,1.02012,0.846113,-2.01118,0.199491,10.0986,11.9149,-1.53698,-2.24874,-0.724822,-1.08028,0.199491,10.262,11.4767,-0.186308,-0.094438,0.10968,-0.494316,0.199491,10.1226,15.1478,2.31143,0.0490036,-0.0647257,-0.646669,0.199491,2.42455,12.3653,10.193,-1.59302,-0.643631,0.00108612,0.199645,1.952,22.1612,-0.294274,-1.58409,0.144372,-0.093062,0.199491,
0.0404,-0.00325588,12.2696,0.0823195,0.000173128,-6.54707e-05,-0.000133528,4000.24,-0.00325588,12.2696,0.0823195,0.000173128,-6.54707e-05,-0.000133528,4000.24,-0.00325588,12.2696,0.0823195,0.000173128,-6.54707e-05,-0.000133528,4000.24,-0.00325588,12.2696,0.0823195,0.000173128,-6.54707e-05,-0.000133528,4000.24,-0.00325588,12.2696,0.0823195,0.000173128,-6.54707e-05,-0.000133528,4000.24,-10.0968,13.9845,0.952142,0.133637,0.186336,-2.52308,0.199491,10.0827,11.9893,-1.3476,-0.446305,-0.483643,-2.34003,0.199491,10.2284,11.5988,0.289426,-0.0943204,0.160965,-0.389357,0.199491,10.097,15.4169,2.35124,0.297569,-0.387514,-0.681829,0.199491,2.79979,11.9243,10.1539,1.48667,0.151536,-3.13745,0.199645,2.27351,22.3394,-1.85721,1.597,0.191117,-3.01548,0.199491,
0.0505,-0.00388314,12.4459,0.0815863,0.000225442,-8.33351e-05,-0.0002127,4000.24,-0.00388314,12.4459,0.0815863,0.000225442,-8.33351e-05,-0.0002127,4000.24,-0.00388314,12.4459,0.0815863,0.000225442,-8.33351e-05,-0.0002127,4000.24,-0.00388314,12.4459,0.0815863,0.000225442,-8.33351e-05,-0.0002127,4000.24,-0.00388314,12.4459,0.0815863,0.000225442,-8.33351e-05,-0.0002127,4000.24,-10.077,13.8421,2.2137,2.40545,0.654088,-0.977687,0.199491,10.0945,12.1551,-1.33807,-0.806428,-0.733422,-2.14115,0.199491,10.2496,11.9523,0.201508,-0.129771,0.215518,-0.425339,0.199491,10.0844,15.6046,2.26715,0.212925,-0.287062,-0.654661,0.199491,3.07796,10.7604,10.1482,1.48543,0.0618311,3.13975,0.199645,2.8499,22.5313,0.923841,-0.463827,-1.45605,-1.11052,0.199491,
0.0606,-0.00450081,12.6121,0.0811348,0.00024688,-7.6962e-05,-0.000230362,4000.24,-0.00450081,12.6121,0.0811348,0.00024688,-7.6962e-05,-0.000230362,4000.24,-0.00450081,12.6121,0.0811348,0.00024688,-7.6962e-05,-0.000230362,4000.24,-0.00450081,12.6121,0.0811348,0.00024688,-7.6962e-05,-0.000230362,4000.24,-0.00450081,12.6121,0.0811348,0.00024688,-7.6962e-05,-0.000230362,4000.24,-10.0936,14.6982,2.06673,0.595649,0.663476,-2.31142,0.199491,10.0964,12.1536,-1.2497,2.57144,0.614012,-0.839197,0.199491,10.2642,12.1255,0.38919,-0.158848,0.301447,-0.399174,0.199491,10.1232,15.6739,2.27426,0.122489,-0.164898,-0.636353,0.199491,3.65257,13.4368,10.1967,1.44352,-0.278504,-3.13879,0.199645,2.93899,22.7153,-1.03641,-1.74225,1.11641,-0.189077,0.199491,
0.0707,-0.00511053,12.7683,0.0803358,0.000241124,-5.85967e-05,-0.000296726,4000.24,-0.00511053,12.7683,0.0803358,0.000241124,-5.85967e-05,-0.000296726,4000.24,-0.00511053,12.7683,0.0803358,0.000241124,-5.85967e-05,-0.000296726,4000.24,-0.00511053,12.7683,0.0803358,0.000241124,-5.85967e-05,-0.000296726,4000.24,-0.00511053,12.7683,0.0803358,0.000241124,-5.85967e-05,-0.000296726,4000.24,-10.0878,15,2.47133,0.334816,0.385805,-2.39998,0.199491,10.0946,12.686,-0.898871,-2.36627,-0.798096,-0.939562,0.199491,10.2454,12.706,0.773819,-0.106367,0.187814,-0.379496,0.199491,10.0538,17.3242,4.28978,-0.591388,0.705758,-0.80619,0.199491,3.77237,12.3394,10.1339,-1.58417,-1.27448,0.00498296,0.199645,3.44667,22.8435,1.06544,1.61283,0.288123,-2.99512,0.199491,
0.0808,-0.00570729,12.9144,0.0796086,0.000275554,-3.09193e-05,-0.00031887,4000.24,-0.00570729,12.9144,0.0796086,0.000275554,-3.09193e-05,-0.00031887,4000.24,-0.00570729,12.9144,0.0796086,0.000275554,-3.09193e-05,-0.00031887,4000.24,-0.00570729,12.9144,0.0796086,0.000275554,-3.09193e-05,-0.00031887,4000.24,-0.00570729,12.9144,0.0796086,0.000275554,-3.09193e-05,-0.00031887,4000.24,-10.1185,15.7344,2.84034,1.69329,0.863164,-1.4785,0.199491,10.09,13.0273,-0.345204,1.96912,0.979703,-1.23492,0.199491,10.2355,13.0054,1.58882,-0.0647751,0.24323,-0.159563,0.199491,10.0891,18.7005,6.21941,1.20285,-0.961274,-1.27003,0.199491,3.91766,12.0833,10.1813,-1.66398,-0.643033,0.000160548,0.199645,3.5946,22.9937,1.10532,1.39566,-1.00012,-2.93405,0.199491,
0.0909,-0.00630847,13.0505,0.0790399,0.000304002,-5.05174e-05,-0.000311406,4000.24,-0.00630847,13.0505,0.0790399,0.000304002,-5.05174e-05,-0.000311406,4000.24,-0.00630847,13.0505,0.0790399,0.000304002,-5.05174e-05,-0.000311406,4000.24,-0.00630847,13.0505,0.0790399,0.000304002,-5.05174e-05,-0.000311406,4000.24,-0.00630847,13.0505,0.0790399,0.000304002,-5.05174e-05,-0.000311406,4000.24,-10.0657,15.4606,3.97939,2.68096,0.509789,-0.796554,0.199491,10.0917,13.4496,-0.216807,-0.120832,-0.221683,-2.63608,0.199491,10.2196,13.5081,1.6008,-0.0514135,0.31238,-0.0857516,0.199491,10.0672,18.8676,6.08545,-1.95159,1.09639,-1.91339,0.199491,4.32086,14.4936,10.1576,1.41546,1.13167,3.14129,0.199645,3.5466,23.1383,0.559446,1.63021,0.282145,-2.93152,0.199491,
0.101,-0.00690031,13.1768,0.0782968,0.000363207,-4.20721e-05,-0.000375052,4000.24,-0.00690031,13.1768,0.0782968,0.000363207,-4.20721e-05,-0.000375052,4000.24,-0.00690031,13.1768,0.0782968,0.000363207,-4.20721e-05,-0.000375052,4000.24,-0.00690031,13.1768,0.0782968,0.000363207,-4.20721e-05,-0.000375052,4000.24,-0.00690031,13.1768,0.0782968,0.000363207,-4.20721e-05,-0.000375052,4000.24,-10.0842,15.5827,4.77094,-2.65176,-0.505383,-0.833574,0.199491,10.0752,13.9517,0.170707,0.732101,1.00299,-2.3259,0.199491,10.1919,14.0631,1.83288,-0.0108259,0.558542,0.0168574,0.199491,10.0497,19.4566,6.8199,2.26231,-0.997287,-2.17555,0.199491,4.0435,12.4696,10.1621,-1.71438,0.454094,0.00151256,0.199645,4.08936,23.2684,2.48108,1.67858,0.447603,-2.89715,0.199491,
0.1111,-0.00758071,13.2925,0.0774097,0.000407262,-3.72958e-06,-0.000411318,4000.24,-0.00758071,13.2925,0.0774097,0.000407262,-3.72958e-06,-0.000411318,4000.24,-0.00758071,13.2925,0.0774097,0.000407262,-3.72958e-06,-0.000411318,4000.24,-0.00758071,13.2925,0.0774097,0.000407262,-3.72958e-06,-0.000411318,4000.24,-0.00758071,13.2925,0.0774097,0.000407262,-3.72958e-06,-0.000411318,4000.24,-10.0987,18.7697,2.61575,2.61834,0.433688,-0.916692,0.199491,11.3067,17.2409,6.14499,1.31315,1.11795,-1.8956,0.199491,10.0722,14.3562,2.93362,-2.24481,-1.48816,2.23461,0.199491,10.0643,19.6878,7.07341,-2.911,0.439379,-2.64555,0.199491,4.56571,15.8563,10.1693,-1.70351,1.19302,0.0143796,0.199645,4.41547,23.6153,4.26078,1.52819,0.372382,-3.13324,0.199491,
0.1212,-0.00813071,13.3988,0.0766064,0.00035147,-0.000125759,-0.000500612,4000.24,-0.00813071,13.3988,0.0766064,0.00035147,-0.000125759,-0.000500612,4000.24,-0.00813071,13.3988,0.0766064,0.00035147,-0.000125759,-0.000500612,4000.24,-0.00813071,13.3988,0.0766064,0.00035147,-0.000125759,-0.000500612,4000.24,-0.00813071,13.3988,0.0766064,0.00035147,-0.000125759,-0.000500612,4000.24,-10.0514,16.6854,6.41962,2.22994,0.857124,-1.03657,0.199491,10.7353,18.2297,4.66061,0.246526,0.16815,-2.2796,0.199491,10.0525,14.9378,4.48444,-0.499736,1.1547,-0.544801,0.199491,10.0821,20.0013,7.16627,2.31114,-1.02983,-2.23506,0.199491,4.61557,16.5122,10.172,-1.61009,-0.260941,0.000490014,0.199645,4.23718,23.6486,5.57609,-1.443,-0.893532,-0.124169,0.199491,
0.1313,-0.00868198,13.495,0.0761059,0.000364358,-0.000206756,-0.000558488,4000.24,-0.00868198,13.495,0.0761059,0.000364358,-0.000206756,-0.000558488,4000.24,-0.00868198,13.495,0.0761059,0.000364358,-0.000206756,-0.000558488,4000.24,-0.00868198,13.495,0.0761059,0.000364358,-0.000206756,-0.000558488,4000.24,-0.00868198,13.495,0.0761059,0.000364358,-0.000206756,-0.000558488,4000.24,-10.1693,16.6756,7.441,-0.39787,-0.4674,-2.3975,0.199491,10.3106,18.2732,4.50649,-0.269393,-0.169485,-2.18158,0.199491,10.1066,15.1895,4.1948,0.052664,-0.130268,-0.381192,0.199491,10.0936,20.4533,7.49909,2.78409,-0.69057,-2.61064,0.199491,4.55954,16.5633,10.1789,-1.61368,0.337057,0.000147041,0.199645,4.14183,23.6795,3.86593,1.55402,-1.2855,-3.10746,0.199491,
0.1414,-0.00903098,13.5809,0.0754147,0.000522693,-0.000182237,-0.000594659,4000.24,-0.00903098,13.5809,0.0754147,0.000522693,-0.000182237,-0.000594659,4000.24,-0.00903098,13.5809,0.0754147,0.000522693,-0.000182237,-0.000594659,4000.24,-0.00903098,13.5809,0.0754147,0.000522693,-0.000182237,-0.000594659,4000.24,-0.00903098,13.5809,0.0754147,0.000522693,-0.000182237,-0.000594659,4000.24,-10.052,18.858,5.5885,-1.15618,-0.710258,-1.85164,0.199491,10.2386,18.8651,4.69403,0.138616,0.0469347,-2.11037,0.199491,10.0645,15.5046,3.92742,-0.570439,0.953171,-0.665972,0.199491,5.4457,22.4344,11.2741,1.66015,-1.15859,-1.7145,0.199491,4.4849,16.6614,10.1721,-1.57152,-0.223756,8.14783e-05,0.199645,4.17654,23.8818,5.06276,-1.65432,0.839614,-0.175876,0.199491,
0.1515,-0.0093595,13.6572,0.0748307,0.000767168,-0.000208768,-0.000632105,4000.24,-0.0093595,13.6572,0.0748307,0.000767168,-0.000208768,-0.000632105,4000.24,-0.0093595,13.6572,0.0748307,0.000767168,-0.000208768,-0.000632105,4000.24,-0.0093595,13.6572,0.0748307,0.000767168,-0.000208768,-0.000632105,4000.24,-0.0093595,13.6572,0.0748307,0.000767168,-0.000208768,-0.000632105,4000.24,-10.074,18.8166,5.8011,0.533807,0.469757,-2.22919,0.199491,10.2188,19.0337,5.0136,-0.361292,-0.235548,-2.05965,0.199491,10.0684,15.8012,4.01928,-0.0289001,0.0653959,-0.399458,0.199491,2.03828,21.4288,10.8392,0.0638581,-0.248082,-0.297995,0.199491,3.93138,16.7344,10.1709,-1.57897,-0.0430227,0.000290186,0.199645,3.08038,23.8297,5.75729,-1.5253,0.770619,0.0438839,0.199491,
0.1616,-0.00990081,13.7234,0.0742476,0.00107114,-0.000273138,-0.00067591,4000.24,-0.00990081,13.7234,0.0742476,0.00107114,-0.000273138,-0.00067591,4000.24,-0.00990081,13.7234,0.0742476,0.00107114,-0.000273138,-0.00067591,4000.24,-0.00990081,13.7234,0.0742476,0.00107114,-0.000273138,-0.00067591,4000.24,-0.00990081,13.7234,0.0742476,0.00107114,-0.000273138,-0.00067591,4000.24,-10.1216,17.6611,7.21606,-2.89781,-0.251642,-0.783932,0.199491,10.2249,19.1014,5.12817,-0.297547,-0.210292,-2.09258,0.199491,10.0677,16.068,4.00005,-1.62151,1.04149,-1.61457,0.199491,1.79953,21.4188,10.3478,-0.0875069,0.0827246,-0.0793348,0.199491,3.68532,16.8569,10.1767,-1.54499,0.16069,-0.000242067,0.199645,2.77942,23.8346,5.59855,-1.56837,0.461873,0.0074336,0.199491,
0.1717,-0.0104589,13.7795,0.0736949,0.00144653,-0.000340847,-0.00069691,4000.24,-0.0104589,13.7795,0.0736949,0.00144653,-0.000340847,-0.00069691,4000.24,-0.0104589,13.7795,0.0736949,0.00144653,-0.000340847,-0.00069691,4000.24,-0.0104589,13.7795,0.0736949,0.00144653,-0.000340847,-0.00069691,4000.24,-0.0104589,13.7795,0.0736949,0.00144653,-0.000340847,-0.00069691,4000.24,-10.0848,19.2068,5.71085,2.47873,0.554156,-0.983855,0.199491,10.1959,19.1925,5.31589,-0.307602,-0.220371,-2.10289,0.199491,10.0573,16.7847,5.00802,1.80137,-1.05468,-1.77015,0.199491,1.65913,21.6169,10.8634,-0.142569,-0.0141822,-0.306522,0.199491,3.44312,16.9011,10.1727,-1.53022,0.371978,0.000281486,0.199645,2.67345,23.8873,5.65053,-1.56505,0.149156,0.0287103,0.199491,
0.1818,-0.0110327,13.8258,0.0731528,0.00184982,-0.000448543,-0.000736892,4000.24,-0.0110327,13.8258,0.0731528,0.00184982,-0.000448543,-0.000736892,4000.24,-0.0110327,13.8258,0.0731528,0.00184982,-0.000448543,-0.000736892,4000.24,-0.0110327,13.8258,0.0731528,0.00184982,-0.000448543,-0.000736892,4000.24,-0.0110327,13.8258,0.0731528,0.00184982,-0.000448543,-0.000736892,4000.24,-10.0828,18.0965,6.91772,-0.118904,-0.102248,-2.27259,0.199491,10.1976,19.2893,5.3924,-0.405651,-0.266359,-2.07156,0.199491,10.0601,16.3933,4.08643,-3.06473,0.136012,-2.64998,0.199491,1.73235,21.4811,10.4069,-0.116313,0.0737404,-0.104675,0.199491,3.31199,17.1621,10.168,-1.50078,-0.23063,0.000434928,0.199645,2.5466,23.9237,5.79327,-1.54328,0.307337,0.0844794,0.199491,
0.1919,-0.0116082,13.8618,0.0725673,0.00229441,-0.000555771,-0.000739578,4000.24,-0.0116082,13.8618,0.0725673,0.00229441,-0.000555771,-0.000739578,4000.24,-0.0116082,13.8618,0.0725673,0.00229441,-0.000555771,-0.000739578,4000.24,-0.0116082,13.8618,0.0725673,0.00229441,-0.000555771,-0.000739578,4000.24,-0.0116082,13.8618,0.0725673,0.00229441,-0.000555771,-0.000739578,4000.24,-10.0996,19.5775,5.99092,-2.47947,-0.381355,-1.11865,0.199491,10.3306,19.5387,5.36103,-0.466827,-0.31506,-2.02279,0.199491,10.0539,17.3051,5.40346,2.66541,-0.790776,-2.50627,0.199491,1.71953,21.6535,10.9569,-0.0891325,-0.114835,-0.342196,0.199491,3.15298,17.1664,10.1743,-1.49701,-0.123135,0.0015095,0.199645,2.46711,23.9763,5.79104,-1.52462,0.5684,0.0838561,0.199491,
0.202,-0.0121701,13.8879,0.071973,0.00275919,-0.000639688,-0.000739779,4000.24,-0.0121701,13.8879,0.071973,0.00275919,-0.000639688,-0.000739779,4000.24,-0.0121701,13.8879,0.071973,0.00275919,-0.000639688,-0.000739779,4000.24,-0.0121701,13.8879,0.071973,0.00275919,-0.000639688,-0.000739779,4000.24,-0.0121701,13.8879,0.071973,0.00275919,-0.000639688,-0.000739779,4000.24,-10.0855,20.1838,5.81632,-2.00274,-0.511154,-1.34599,0.199491,10.2689,19.3289,5.69979,-0.25456,-0.235394,-2.18284,0.199491,10.0373,18.0627,6.66054,-2.34308,0.91125,-2.22807,0.199491,1.59073,21.4102,10.6145,-0.143607,0.0202748,-0.177105,0.199491,3.01822,17.1561,10.1687,-1.4961,0.205636,0.000594086,0.199645,2.37921,23.9986,5.80708,-1.52017,0.529505,0.0944329,0.199491,
0.2121,-0.0127473,13.9042,0.0714027,0.00317998,-0.000793763,-0.000756259,4000.24,-0.0127473,13.9042,0.0714027,0.00317998,-0.000793763,-0.000756259,4000.24,-0.0127473,13.9042,0.0714027,0.00317998,-0.000793763,-0.000756259,4000.24,-0.0127473,13.9042,0.0714027,0.00317998,-0.000793763,-0.000756259,4000.24,-0.0127473,13.9042,0.0714027,0.00317998,-0.000793763,-0.000756259,4000.24,-10.1294,18.5374,6.93687,2.1078,0.554115,-1.26904,0.199491,10.305,19.3925,5.39011,-0.538232,-0.363083,-2.02787,0.199491,10.0489,18.0173,6.32533,-0.0144837,0.0287629,-0.472541,0.199491,1.65801,21.3664,10.7617,-0.102223,0.0382468,-0.232736,0.199491,2.92766,17.1995,10.1723,-1.49487,0.444077,9.68893e-05,0.199645,2.28973,24.0192,5.78844,-1.54963,0.254856,0.0771255,0.199491,
0.2222,-0.0133156,13.9103,0.0710343,0.00360426,-0.000970437,-0.000758881,4000.24,-0.0133156,13.9103,0.0710343,0.00360426,-0.000970437,-0.000758881,4000.24,-0.0133156,13.9103,0.0710343,0.00360426,-0.000970437,-0.000758881,4000.24,-0.0133156,13.9103,0.0710343,0.00360426,-0.000970437,-0.000758881,4000.24,-0.0133156,13.9103,0.0710343,0.00360426,-0.000970437,-0.000758881,4000.24,-10.1796,18.9668,6.70435,1.18505,0.670235,-1.82721,0.199491,10.1942,19.4014,5.1605,-0.292258,-0.199964,-2.08089,0.199491,10.0867,16.6839,3.45743,-2.92996,0.347581,-2.58584,0.199491,1.57939,21.3979,10.7263,-0.142905,0.0819326,-0.215859,0.199491,2.85445,17.3407,10.1729,-1.4683,0.232419,-8.29476e-05,0.199645,2.27724,24.0276,5.71155,-1.61236,-0.540011,0.0857518,0.199491,
0.2323,-0.0138942,13.9065,0.0704205,0.00400694,-0.00106723,-0.000779617,4000.24,-0.0138942,13.9065,0.0704205,0.00400694,-0.00106723,-0.000779617,4000.24,-0.0138942,13.9065,0.0704205,0.00400694,-0.00106723,-0.000779617,4000.24,-0.0138942,13.9065,0.0704205,0.00400694,-0.00106723,-0.000779617,4000.24,-0.0138942,13.9065,0.0704205,0.00400694,-0.00106723,-0.000779617,4000.24,-10.1183,18.2248,7.20067,2.87982,0.217983,-0.888024,0.199491,10.1898,19.6068,5.26486,-0.121472,-0.10669,-2.10015,0.199491,10.0548,17.3116,4.5318,-2.71929,0.538197,-2.42919,0.199491,1.5988,21.367,10.5316,-0.125673,0.104999,-0.144182,0.199491,2.78362,17.3724,10.1762,-1.47119,-0.0235545,0.00160165,0.199645,2.22316,24.0691,5.70808,-1.5588,0.140464,0.0601827,0.199491,
0.2424,-0.0144672,13.8926,0.0698487,0.00444899,-0.00118346,-0.000781464,4000.24,-0.0144672,13.8926,0.0698487,0.00444899,-0.00118346,-0.000781464,4000.24,-0.0144672,13.8926,0.0698487,0.00444899,-0.00118346,-0.000781464,4000.24,-0.0144672,13.8926,0.0698487,0.00444899,-0.00118346,-0.000781464,4000.24,-0.0144672,13.8926,0.0698487,0.00444899,-0.00118346,-0.000781464,4000.24,-10.1081,18.8128,6.60262,-2.38915,-0.569937,-1.04571,0.199491,10.2454,19.5821,5.42741,-0.292007,-0.224907,-2.10682,0.199491,10.027,17.9019,5.35512,-2.07754,0.94169,-1.99468,0.199491,1.51963,21.5069,10.7899,-0.116439,-0.0574281,-0.253755,0.199491,2.66705,17.2299,10.1691,-1.45922,0.444702,0.00125626,0.199645,2.18761,24.0059,5.70851,-1.56164,0.0806238,0.0581237,0.199491,
0.2525,-0.0150422,13.8686,0.0692968,0.00498889,-0.00133659,-0.000786513,4000.24,-0.0150422,13.8686,0.0692968,0.00498889,-0.00133659,-0.000786513,4000.24,-0.0150422,13.8686,0.0692968,0.00498889,-0.00133659,-0.000786513,4000.24,-0.0150422,13.8686,0.0692968,0.00498889,-0.00133659,-0.000786513,4000.24,-0.0150422,13.8686,0.0692968,0.00498889,-0.00133659,-0.000786513,4000.24,-10.1572,19.9072,5.92501,2.58266,0.363728,-1.05903,0.199491,10.239,19.5472,5.54876,-0.241791,-0.208013,-2.14112,0.199491,10.057,18.3071,6.19455,-0.0654639,0.0930502,-0.611612,0.199491,1.48414,21.5039,10.7302,-0.124843,-0.120523,-0.233486,0.199491,2.61875,17.2885,10.1746,-1.4675,-0.0889917,-0.00032858,0.199645,2.14483,23.985,5.71853,-1.57264,-0.100746,0.0601613,0.199491,
0.2626,-0.0156247,13.8348,0.0687841,0.00560502,-0.00158424,-0.000798843,4000.24,-0.0156247,13.8348,0.0687841,0.00560502,-0.00158424,-0.000798843,4000.24,-0.0156247,13.8348,0.0687841,0.00560502,-0.00158424,-0.000798843,4000.24,-0.0156247,13.8348,0.0687841,0.00560502,-0.00158424,-0.000798843,4000.24,-0.0156247,13.8348,0.0687841,0.00560502,-0.00158424,-0.000798843,4000.24,-10.181,18.9079,6.60639,2.68571,0.275926,-1.06849,0.199491,10.2182,19.4734,5.31498,-0.181043,-0.161772,-2.15383,0.199491,10.0831,17.7087,5.12809,0.23716,-0.28947,-0.684504,0.199491,1.55298,21.5278,10.7867,-0.0931151,-0.0881952,-0.262788,0.199491,2.59927,17.1892,10.1741,-1.48043,0.144478,0.00113844,0.199645,2.11242,23.9773,5.73392,-1.55565,0.174027,0.0411715,0.199491,
0.2727,-0.0162097,13.7909,0.0682613,0.00621635,-0.00179082,-0.000797123,4000.24,-0.0162097,13.7909,0.0682613,0.00621635,-0.00179082,-0.000797123,4000.24,-0.0162097,13.7909,0.0682613,0.00621635,-0.00179082,-0.000797123,4000.24,-0.0162097,13.7909,0.0682613,0.00621635,-0.00179082,-0.000797123,4000.24,-0.0162097,13.7909,0.0682613,0.00621635,-0.00179082,-0.000797123,4000.24,-10.1644,19.5563,6.25498,-2.79009,-0.199478,-1.06863,0.199491,10.3429,19.3787,5.35917,-0.409892,-0.324985,-2.07434,0.199491,10.0595,17.7908,5.132,1.12466,-0.796899,-1.2373,0.199491,1.52294,21.5061,10.7372,-0.145063,0.0905737,-0.244518,0.199491,2.55977,17.1846,10.1715,-1.48192,-0.212759,0.00179603,0.199645,2.11058,23.9109,5.74493,-1.55666,0.263579,0.0360333,0.199491,
0.2828,-0.0168234,13.737,0.0677273,0.00683854,-0.00200044,-0.000802815,4000.24,-0.0168234,13.737,0.0677273,0.00683854,-0.00200044,-0.000802815,4000.24,-0.0168234,13.737,0.0677273,0.00683854,-0.00200044,-0.000802815,4000.24,-0.0168234,13.737,0.0677273,0.00683854,-0.00200044,-0.000802815,4000.24,-0.0168234,13.737,0.0677273,0.00683854,-0.00200044,-0.000802815,4000.24,-10.1194,19.2923,6.29593,1.42454,0.588006,-1.66192,0.199491,11.0437,19.4142,5.45425,-0.212611,-0.376082,-2.07443,0.199491,10.0111,17.6204,4.84328,2.48866,-0.589669,-2.19547,0.199491,1.48069,21.5028,10.8499,-0.104458,-0.060758,-0.296723,0.199491,2.52892,17.1836,10.1644,-1.48594,-0.339464,0.00230793,0.199645,2.10976,23.8564,5.6717,-1.56464,-0.0250001,0.0283486,0.199491,
