time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_QWV).X,6_rod(payload_bars compound_QWV).Y,6_rod(payload_bars compound_QWV).Z,6_rod(payload_bars compound_QWV).Euler1,6_rod(payload_bars compound_QWV).Euler2,6_rod(payload_bars compound_QWV).Euler3,6_rod(payload_bars compound_QWV).mass,7_rod(payload_bars compound_QWV).X,7_rod(payload_bars compound_QWV).Y,7_rod(payload_bars compound_QWV).Z,7_rod(payload_bars compound_QWV).Euler1,7_rod(payload_bars compound_QWV).Euler2,7_rod(payload_bars compound_QWV).Euler3,7_rod(payload_bars compound_QWV).mass,8_rod(payload_bars compound_QWV).X,8_rod(payload_bars compound_QWV).Y,8_rod(payload_bars compound_QWV).Z,8_rod(payload_bars compound_QWV).Euler1,8_rod(payload_bars compound_QWV).Euler2,8_rod(payload_bars compound_QWV).Euler3,8_rod(payload_bars compound_QWV).mass,9_rod(payload_bars compound_QWV).X,9_rod(payload_bars compound_QWV).Y,9_rod(payload_bars compound_QWV).Z,9_rod(payload_bars compound_QWV).Euler1,9_rod(payload_bars compound_QWV).Euler2,9_rod(payload_bars compound_QWV).Euler3,9_rod(payload_bars compound_QWV).mass,10_rod(payload_bars compound_QWV).X,10_rod(payload_bars compound_QWV).Y,10_rod(payload_bars compound_QWV).Z,10_rod(payload_bars compound_QWV).Euler1,10_rod(payload_bars compound_QWV).Euler2,10_rod(payload_bars compound_QWV).Euler3,10_rod(payload_bars compound_QWV).mass,
1.2221,61.6877,293.858,7.02124,1.84462,-0.277738,2.46486,0.199491,60.316,301.336,8.38408,1.72863,-0.142618,2.48684,0.199491,61.1548,298.467,8.58493,1.62771,-0.275481,-2.196,0.199491,58.0383,298.61,6.68106,1.79833,-0.149068,-2.24294,0.199491,58.4438,298.242,8.59318,0.0520856,-0.614646,0.219715,0.199645,61.1188,298.242,5.46056,0.082601,-0.532849,0.202822,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2322,62.2346,295.674,7.10755,1.88225,-0.304156,2.454,0.199491,60.774,303.187,8.43578,1.73555,-0.130075,2.48266,0.199491,61.6765,300.287,8.66647,1.61967,-0.285557,-2.19518,0.199491,58.5054,300.389,6.70349,1.67324,-0.249741,-2.22377,0.199491,58.9224,300.032,8.66147,0.0785699,-0.571183,0.209247,0.199645,61.6359,300.063,5.51279,0.0548101,-0.694134,0.218908,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2423,62.7793,297.478,7.1931,1.86606,-0.268667,2.45752,0.199491,61.2343,305.03,8.48571,1.77426,-0.156704,2.47451,0.199491,62.1945,302.101,8.75221,1.67983,-0.246998,-2.21023,0.199491,58.9783,302.154,6.72421,1.648,-0.274868,-2.22276,0.199491,59.4019,301.814,8.72715,0.0823713,-0.614721,0.212923,0.199645,62.1501,301.872,5.56766,0.0387395,-0.796674,0.231492,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2524,63.3249,299.271,7.28303,1.81014,-0.186163,2.46876,0.199491,61.6921,306.858,8.53472,1.82751,-0.201467,2.46277,0.199491,62.7124,303.907,8.83132,1.83882,-0.132021,-2.24114,0.199491,59.4509,303.914,6.74638,1.76304,-0.192683,-2.255,0.199491,59.883,303.581,8.79401,0.0693977,-0.715451,0.22582,0.199645,62.6646,303.676,5.62307,0.0775929,-0.722391,0.206861,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2625,63.8716,301.055,7.37772,1.75036,-0.0976748,2.47479,0.199491,62.1513,308.671,8.58295,1.8378,-0.195772,2.45905,0.199491,63.2223,305.703,8.9079,1.92687,-0.0669064,-2.25107,0.199491,59.923,305.663,6.76466,1.88916,-0.0944181,-2.27858,0.199491,60.3695,305.34,8.86256,0.0843644,-0.718576,0.221787,0.199645,63.1797,305.473,5.67926,0.127016,-0.581584,0.177477,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2726,64.4191,302.84,7.46587,1.75218,-0.0854025,2.47351,0.199491,62.6103,310.471,8.63105,1.79985,-0.13052,2.46217,0.199491,63.7294,307.487,8.98707,1.84943,-0.132939,-2.24441,0.199491,60.4013,307.402,6.78596,1.85649,-0.126913,-2.28175,0.199491,60.8547,307.089,8.9298,0.124016,-0.632983,0.201395,0.199645,63.6921,307.253,5.73778,0.127528,-0.641123,0.177288,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2827,64.9624,304.617,7.55621,1.82469,-0.164323,2.46415,0.199491,63.0678,312.257,8.67608,1.81145,-0.123834,2.45704,0.199491,64.2358,309.264,9.06487,1.75311,-0.212035,-2.2292,0.199491,60.8903,309.131,6.81372,1.73862,-0.232018,-2.2669,0.199491,61.3411,308.826,8.99203,0.131598,-0.668473,0.200299,0.199645,64.1991,309.025,5.79713,0.112808,-0.761965,0.187994,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2928,65.5058,306.39,7.64815,1.897,-0.240975,2.45103,0.199491,63.5264,314.024,8.72021,1.87507,-0.179889,2.44373,0.199491,64.7326,311.031,9.13973,1.83058,-0.156466,-2.24496,0.199491,61.3853,310.853,6.84367,1.79171,-0.194925,-2.2837,0.199491,61.8319,310.552,9.0526,0.132948,-0.729299,0.202688,0.199645,64.704,310.788,5.85819,0.15274,-0.651678,0.16342,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3029,66.0522,308.16,7.74028,1.87648,-0.206826,2.45837,0.199491,63.9871,315.772,8.76282,1.86749,-0.153334,2.44125,0.199491,65.2187,312.786,9.20933,1.93976,-0.0722396,-2.25904,0.199491,61.8839,312.567,6.87434,1.91747,-0.0907736,-2.30844,0.199491,62.328,312.272,9.11178,0.16968,-0.655472,0.182187,0.199645,65.2056,312.537,5.92649,0.170289,-0.63082,0.153906,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.313,66.5967,309.924,7.83319,1.81282,-0.120013,2.47172,0.199491,64.4478,317.503,8.80332,1.84076,-0.103552,2.44005,0.199491,65.6981,314.534,9.27623,1.8943,-0.113142,-2.25713,0.199491,62.3926,314.273,6.91294,1.87773,-0.133186,-2.31076,0.199491,62.8265,313.98,9.1667,0.180347,-0.68868,0.176776,0.199645,65.7033,314.279,5.99518,0.155981,-0.765326,0.165054,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3231,67.1382,311.683,7.9258,1.80312,-0.100757,2.47587,0.199491,64.9073,319.218,8.84284,1.88191,-0.131443,2.43015,0.199491,66.1748,316.271,9.34074,1.81388,-0.181668,-2.24801,0.199491,62.912,315.969,6.9585,1.79737,-0.21259,-2.30296,0.199491,63.327,315.68,9.21524,0.185121,-0.751723,0.176101,0.199645,66.1952,316.007,6.06695,0.183985,-0.700214,0.148427,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3332,67.6726,313.442,8.02038,1.86657,-0.166449,2.46736,0.199491,65.3717,320.918,8.88028,1.92854,-0.165978,2.41978,0.199491,66.6511,317.996,9.40003,1.87473,-0.138033,-2.25865,0.199491,63.4323,317.658,7.00854,1.84881,-0.174479,-2.31857,0.199491,63.8275,317.366,9.26252,0.218203,-0.681708,0.156136,0.199645,66.6889,317.727,6.14082,0.212958,-0.618495,0.132879,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3433,68.2065,315.195,8.11437,1.94133,-0.238758,2.45244,0.199491,65.8407,322.602,8.91833,1.9199,-0.140126,2.41806,0.199491,67.1232,319.711,9.45122,1.97963,-0.0566147,-2.2701,0.199491,63.9492,319.336,7.0599,1.94766,-0.0887435,-2.33794,0.199491,64.3307,319.041,9.3096,0.243842,-0.629104,0.140818,0.199645,67.1833,319.438,6.22168,0.211479,-0.713151,0.135568,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3534,68.7385,316.941,8.20979,1.97107,-0.256682,2.44578,0.199491,66.308,324.274,8.95596,1.89739,-0.0988021,2.41723,0.199491,67.5928,321.414,9.50262,2.00363,-0.0416038,-2.27295,0.199491,64.471,321.005,7.11402,1.98124,-0.0631051,-2.34642,0.199491,64.8359,320.711,9.3543,0.242845,-0.723803,0.143046,0.199645,67.6768,321.136,6.30092,0.20967,-0.806042,0.139993,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3635,69.2689,318.675,8.30426,1.95897,-0.226183,2.44936,0.199491,66.775,325.934,8.99333,1.90847,-0.0932576,2.41223,0.199491,68.0631,323.109,9.55286,1.96946,-0.0757902,-2.27319,0.199491,64.9967,322.665,7.17376,1.92814,-0.122387,-2.3476,0.199491,65.3414,322.369,9.39513,0.24083,-0.821954,0.146622,0.199645,68.1673,322.825,6.38078,0.234049,-0.763461,0.126725,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3736,69.7988,320.4,8.39868,1.92523,-0.169638,2.456,0.199491,67.2418,327.583,9.03065,1.94532,-0.115618,2.40448,0.199491,68.532,324.793,9.6038,1.90579,-0.134504,-2.26858,0.199491,65.5247,324.317,7.23553,1.87005,-0.186677,-2.34373,0.199491,65.8464,324.019,9.43575,0.262409,-0.80922,0.133712,0.199645,68.6584,324.502,6.45823,0.26447,-0.670987,0.110054,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3837,70.3302,322.116,8.49195,1.88889,-0.108367,2.46043,0.199491,67.7098,329.22,9.0678,1.98505,-0.140852,2.39588,0.199491,68.9984,326.467,9.65401,1.86242,-0.175476,-2.26361,0.199491,66.0512,325.96,7.29751,1.84938,-0.214727,-2.34455,0.199491,66.3515,325.659,9.47752,0.295828,-0.721287,0.112486,0.199645,69.1504,326.169,6.53637,0.285699,-0.626832,0.099978,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3938,70.8625,323.821,8.58493,1.87252,-0.0707725,2.46073,0.199491,68.1777,330.846,9.10552,2.01016,-0.150072,2.389,0.199491,69.4634,328.13,9.70314,1.87011,-0.174423,-2.26684,0.199491,66.5768,327.593,7.35917,1.88619,-0.187235,-2.3564,0.199491,66.8583,327.291,9.51885,0.324326,-0.637135,0.0953083,0.199645,69.6422,327.826,6.61605,0.296556,-0.664853,0.0960739,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4039,71.3924,325.517,8.67929,1.89218,-0.0772397,2.45761,0.199491,68.6444,332.462,9.14468,2.01563,-0.138104,2.38505,0.199491,69.9294,329.782,9.75185,1.92063,-0.137821,-2.27706,0.199491,67.103,329.217,7.42143,1.97352,-0.107128,-2.37301,0.199491,67.3669,328.915,9.55848,0.341404,-0.63386,0.0857578,0.199645,70.1344,329.472,6.69446,0.302176,-0.749022,0.0956539,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.414,71.9221,327.202,8.77098,1.92384,-0.0963763,2.45247,0.199491,69.1132,334.069,9.18272,2.00807,-0.112158,2.38297,0.199491,70.3962,331.425,9.80047,1.99318,-0.0809327,-2.28711,0.199491,67.628,330.83,7.48607,2.06623,-0.0172653,-2.38393,0.199491,67.873,330.527,9.59888,0.353087,-0.680229,0.0792705,0.199645,70.6274,331.109,6.7736,0.309476,-0.824637,0.0947902,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4241,72.4531,328.877,8.86094,1.96806,-0.129364,2.44534,0.199491,69.5828,335.665,9.22003,1.99844,-0.0840904,2.38052,0.199491,70.8627,333.058,9.8498,2.05697,-0.0299977,-2.29283,0.199491,68.1519,332.435,7.55176,2.11407,0.0276669,-2.38983,0.199491,68.3779,332.13,9.64049,0.362702,-0.756631,0.0741952,0.199645,71.121,332.734,6.85221,0.326557,-0.833179,0.0876232,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4342,72.9823,330.541,8.95281,2.03575,-0.18768,2.43311,0.199491,70.0503,337.252,9.26002,2.00302,-0.0712947,2.37652,0.199491,71.3302,334.681,9.89804,2.07426,-0.0193727,-2.2966,0.199491,68.675,334.029,7.61695,2.08314,-0.0121441,-2.39453,0.199491,68.8849,333.725,9.68091,0.376447,-0.802141,0.0668768,0.199645,71.616,334.349,6.92902,0.352024,-0.770593,0.0741667,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4443,73.5123,332.193,9.04409,2.08828,-0.225453,2.42132,0.199491,70.517,338.828,9.30103,2.03627,-0.0879249,2.37046,0.199491,71.7981,336.292,9.94648,2.03575,-0.0581957,-2.29858,0.199491,69.1968,335.614,7.68223,2.00395,-0.104497,-2.39322,0.199491,69.3916,335.311,9.72141,0.397399,-0.772341,0.0545762,0.199645,72.1125,335.954,7.00502,0.375946,-0.704618,0.0620815,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4544,74.0441,333.831,9.13214,2.09238,-0.207501,2.41929,0.199491,70.984,340.396,9.34162,2.07953,-0.11304,2.3634,0.199491,72.2669,337.896,9.99634,1.9823,-0.110228,-2.29699,0.199491,69.7173,337.19,7.74964,1.98155,-0.135346,-2.39383,0.199491,69.8945,336.888,9.76304,0.418567,-0.721053,0.0418445,0.199645,72.6111,337.548,7.07999,0.389803,-0.756991,0.0575665,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4645,74.5765,335.454,9.22077,2.05928,-0.146982,2.42302,0.199491,71.4484,341.955,9.38423,2.08294,-0.0979532,2.3606,0.199491,72.7361,339.49,10.0467,1.98744,-0.11057,-2.30092,0.199491,70.2361,338.756,7.8162,2.06353,-0.052819,-2.40335,0.199491,70.3984,338.457,9.80386,0.435555,-0.729164,0.0323025,0.199645,73.112,339.133,7.15352,0.402627,-0.834208,0.054177,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4746,75.1104,337.065,9.30984,2.02228,-0.080541,2.42333,0.199491,71.9104,343.506,9.4296,2.06079,-0.0580575,2.35968,0.199491,73.206,341.073,10.0972,2.06727,-0.042943,-2.3112,0.199491,70.7518,340.311,7.88118,2.14719,0.0335713,-2.40501,0.199491,70.9012,340.021,9.84571,0.450896,-0.786283,0.0247009,0.199645,73.6171,340.707,7.22428,0.424479,-0.802158,0.0444169,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4847,75.647,338.66,9.39625,2.01478,-0.0468514,2.41823,0.199491,72.3708,345.048,9.47577,2.07469,-0.0533636,2.35625,0.199491,73.6786,342.649,10.1505,2.12925,0.0105209,-2.31678,0.199491,71.264,341.857,7.947,2.11436,-0.00785347,-2.40608,0.199491,71.4007,341.574,9.88844,0.468598,-0.795009,0.0148519,0.199645,74.1252,342.271,7.29234,0.44681,-0.749991,0.0350198,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4948,76.1877,340.239,9.47969,2.05645,-0.0676313,2.40943,0.199491,72.829,346.584,9.52295,2.12068,-0.0794256,2.35118,0.199491,74.1532,344.217,10.2059,2.11307,-0.00743451,-2.32148,0.199491,71.7738,343.393,8.0124,2.04437,-0.0893466,-2.40223,0.199491,71.8971,343.119,9.9316,0.486798,-0.742015,0.00457202,0.199645,74.6351,343.824,7.36028,0.465037,-0.785527,0.0282359,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5049,76.7302,341.805,9.56282,2.13283,-0.124021,2.39632,0.199491,73.2842,348.112,9.57209,2.13466,-0.0739088,2.34861,0.199491,74.6296,345.774,10.2626,2.05067,-0.0688705,-2.32415,0.199491,72.2809,344.917,8.07625,2.06969,-0.0652782,-2.40231,0.199491,72.3915,344.656,9.97571,0.503591,-0.735937,-0.00437673,0.199645,75.149,345.368,7.42587,0.483536,-0.837882,0.0213681,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.515,77.2749,343.357,9.64622,2.18835,-0.154416,2.38382,0.199491,73.7375,349.633,9.62245,2.11468,-0.0361633,2.34814,0.199491,75.1071,347.321,10.3197,2.03239,-0.0894404,-2.32784,0.199491,72.785,346.428,8.138,2.16051,0.0310395,-2.40142,0.199491,72.8846,346.186,10.021,0.520901,-0.789846,-0.012974,0.199645,75.6658,346.903,7.49047,0.504953,-0.808644,0.0122852,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5251,77.8213,344.896,9.72996,2.20182,-0.140063,2.37732,0.199491,74.1895,351.145,9.67362,2.10405,-0.00718732,2.34649,0.199491,75.5861,348.86,10.3786,2.06886,-0.0581919,-2.33572,0.199491,73.2871,347.93,8.19883,2.20788,0.07919,-2.39625,0.199491,73.3755,347.706,10.0667,0.538692,-0.820022,-0.0218588,0.199645,76.185,348.427,7.55274,0.525709,-0.772898,0.00417625,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5352,78.368,346.421,9.81379,2.18095,-0.0909374,2.37445,0.199491,74.6392,352.649,9.72496,2.12096,-0.00386324,2.34446,0.199491,76.0679,350.391,10.4398,2.12187,-0.0101867,-2.34301,0.199491,73.7893,349.422,8.26022,2.17028,0.0351275,-2.39527,0.199491,73.8654,349.215,10.1106,0.554708,-0.791728,-0.0294615,0.199645,76.7041,349.943,7.61354,0.546019,-0.791119,-0.0037388,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5453,78.9156,347.936,9.89835,2.14471,-0.0268034,2.37017,0.199491,75.0878,354.143,9.77692,2.15161,-0.0142514,2.34253,0.199491,76.5502,351.911,10.5011,2.17242,0.0366201,-2.34817,0.199491,74.2907,350.903,8.3205,2.11158,-0.0308952,-2.39163,0.199491,74.3546,350.715,10.1551,0.56934,-0.749567,-0.0357488,0.199645,77.2247,351.449,7.67344,0.566888,-0.82012,-0.0123404,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5554,79.4647,349.442,9.98383,2.10856,0.0361551,2.3624,0.199491,75.5365,355.627,9.8295,2.18131,-0.0247627,2.34067,0.199491,77.0314,353.42,10.5618,2.19984,0.0615106,-2.35283,0.199491,74.7896,352.373,8.37841,2.06712,-0.0800229,-2.385,0.199491,74.8436,352.207,10.2011,0.584243,-0.72891,-0.0421853,0.199645,77.7471,352.946,7.73326,0.58775,-0.827739,-0.0210002,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5655,80.0148,350.937,10.0692,2.08262,0.0869265,2.35208,0.199491,75.9847,357.101,9.88186,2.20379,-0.0282447,2.33912,0.199491,77.5132,354.919,10.6228,2.21247,0.0720691,-2.35804,0.199491,75.2886,353.831,8.4363,2.06332,-0.0852154,-2.3805,0.199491,75.3319,353.688,10.2468,0.600453,-0.735442,-0.0492194,0.199645,78.2693,354.433,7.79354,0.608324,-0.825607,-0.0297214,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5756,80.5644,352.422,10.1544,2.07294,0.120001,2.34148,0.199491,76.432,358.566,9.93367,2.21624,-0.0214984,2.33808,0.199491,77.9967,356.409,10.6845,2.22008,0.0776001,-2.36352,0.199491,75.7889,355.28,8.49539,2.10868,-0.0389514,-2.37914,0.199491,75.8191,355.16,10.2914,0.618209,-0.761851,-0.057069,0.199645,78.7909,355.91,7.8536,0.62885,-0.82522,-0.0385529,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5857,81.114,353.897,10.24,2.07736,0.138808,2.33193,0.199491,76.8791,360.022,9.98509,2.21945,-0.0059029,2.3373,0.199491,78.4808,357.887,10.7473,2.21956,0.0745399,-2.36932,0.199491,76.2892,356.718,8.5542,2.17334,0.0271267,-2.37522,0.199491,76.306,356.621,10.3352,0.637049,-0.795683,-0.0656571,0.199645,79.3123,357.378,7.91362,0.649116,-0.820934,-0.0473656,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5958,81.662,355.363,10.3281,2.09993,0.138761,2.3264,0.199491,77.3264,361.467,10.0365,2.21692,0.014897,2.33633,0.199491,78.9648,359.356,10.8093,2.21058,0.0626963,-2.37586,0.199491,76.7914,358.143,8.61082,2.23799,0.0907836,-2.36765,0.199491,76.7925,358.071,10.3802,0.656897,-0.830152,-0.0747394,0.199645,79.834,358.837,7.97309,0.668582,-0.813626,-0.0556854,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.6059,82.1925,356.835,10.4236,2.21353,0.0470666,2.33361,0.199491,77.7769,362.906,10.0817,2.20719,0.0432656,2.33318,0.199491,79.4585,360.809,10.879,2.19901,0.045215,-2.3812,0.199491,77.3021,359.554,8.65473,2.25535,0.102799,-2.36561,0.199491,77.2869,359.501,10.4317,0.676981,-0.840796,-0.0818825,0.199645,80.3436,360.29,8.02978,0.686674,-0.813495,-0.0668834,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.616,82.7288,358.299,10.5123,2.31933,-0.0381646,2.33242,0.199491,78.2314,364.34,10.1205,2.21125,0.0580421,2.32993,0.199491,79.9496,362.253,10.9491,2.18768,0.0280275,-2.38419,0.199491,77.8042,360.955,8.69665,2.2432,0.0868564,-2.3714,0.199491,77.7853,360.913,10.4918,0.697138,-0.839914,-0.0916468,0.199645,80.8507,361.731,8.0927,0.704547,-0.813738,-0.0776303,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.6261,83.2683,359.756,10.6034,2.37941,-0.0783752,2.32849,0.199491,78.6946,365.762,10.1564,2.23345,0.0535038,2.32844,0.199491,80.4383,363.688,11.0192,2.19877,0.034165,-2.38397,0.199491,78.3027,362.345,8.73338,2.22409,0.0623303,-2.37991,0.199491,78.2771,362.311,10.5562,0.713433,-0.827941,-0.0998871,0.199645,81.3587,363.165,8.15688,0.722137,-0.809098,-0.0867842,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.6362,83.8043,361.203,10.6944,2.39027,-0.0713626,2.32773,0.199491,79.1553,367.176,10.1936,2.24977,0.0541472,2.32701,0.199491,80.9299,365.114,11.0843,2.22251,0.0538816,-2.38435,0.199491,78.8008,363.72,8.7708,2.20527,0.0368186,-2.38698,0.199491,78.7727,363.697,10.6202,0.726777,-0.803518,-0.105655,0.199645,81.8661,364.593,8.22472,0.739502,-0.803121,-0.0974589,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.6463,84.3326,362.64,10.7889,2.35075,-0.0179876,2.32936,0.199491,79.6133,368.578,10.2337,2.26013,0.0605573,2.32552,0.199491,81.4243,366.53,11.15,2.24906,0.0762051,-2.38489,0.199491,79.3051,365.079,8.80698,2.19601,0.0189163,-2.39228,0.199491,79.2705,365.082,10.6807,0.740828,-0.78087,-0.109753,0.199645,82.3727,366.009,8.29013,0.756694,-0.801869,-0.108552,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
