time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_QWV).X,6_rod(payload_bars compound_QWV).Y,6_rod(payload_bars compound_QWV).Z,6_rod(payload_bars compound_QWV).Euler1,6_rod(payload_bars compound_QWV).Euler2,6_rod(payload_bars compound_QWV).Euler3,6_rod(payload_bars compound_QWV).mass,7_rod(payload_bars compound_QWV).X,7_rod(payload_bars compound_QWV).Y,7_rod(payload_bars compound_QWV).Z,7_rod(payload_bars compound_QWV).Euler1,7_rod(payload_bars compound_QWV).Euler2,7_rod(payload_bars compound_QWV).Euler3,7_rod(payload_bars compound_QWV).mass,8_rod(payload_bars compound_QWV).X,8_rod(payload_bars compound_QWV).Y,8_rod(payload_bars compound_QWV).Z,8_rod(payload_bars compound_QWV).Euler1,8_rod(payload_bars compound_QWV).Euler2,8_rod(payload_bars compound_QWV).Euler3,8_rod(payload_bars compound_QWV).mass,9_rod(payload_bars compound_QWV).X,9_rod(payload_bars compound_QWV).Y,9_rod(payload_bars compound_QWV).Z,9_rod(payload_bars compound_QWV).Euler1,9_rod(payload_bars compound_QWV).Euler2,9_rod(payload_bars compound_QWV).Euler3,9_rod(payload_bars compound_QWV).mass,10_rod(payload_bars compound_QWV).X,10_rod(payload_bars compound_QWV).Y,10_rod(payload_bars compound_QWV).Z,10_rod(payload_bars compound_QWV).Euler1,10_rod(payload_bars compound_QWV).Euler2,10_rod(payload_bars compound_QWV).Euler3,10_rod(payload_bars compound_QWV).mass,
1.6564,84.8604,364.069,10.8836,2.3011,0.0454556,2.32786,0.199491,80.0721,369.969,10.2746,2.26457,0.072783,2.32322,0.199491,81.9179,367.935,11.2194,2.27365,0.0962853,-2.38512,0.199491,79.8088,366.432,8.84151,2.21138,0.0285903,-2.39614,0.199491,79.769,366.453,10.7426,0.755786,-0.766576,-0.115267,0.199645,82.8798,367.416,8.35121,0.774986,-0.806259,-0.120222,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.6665,85.3883,365.488,10.9782,2.2505,0.109087,2.32177,0.199491,80.5294,371.351,10.3123,2.26941,0.0844194,2.32069,0.199491,82.4112,369.329,11.2898,2.29661,0.114755,-2.38476,0.199491,80.3137,367.779,8.87772,2.24863,0.0624395,-2.39894,0.199491,80.2658,367.81,10.8076,0.772342,-0.760915,-0.122825,0.199645,83.389,368.812,8.40983,0.794149,-0.818243,-0.131352,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.6766,85.9154,366.897,11.0728,2.20208,0.168285,2.31173,0.199491,80.9872,372.723,10.3504,2.27517,0.0958923,2.31846,0.199491,82.9049,370.715,11.3606,2.31811,0.131872,-2.38402,0.199491,80.8186,369.115,8.91373,2.29168,0.102709,-2.40032,0.199491,80.7622,369.159,10.8719,0.789672,-0.761306,-0.130559,0.199645,83.8988,370.197,8.46853,0.814398,-0.832267,-0.143069,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.6867,86.4434,368.295,11.1659,2.16805,0.212701,2.30129,0.199491,81.4448,374.084,10.3882,2.28165,0.10652,2.31634,0.199491,83.3986,372.091,11.4318,2.3389,0.148209,-2.38314,0.199491,81.3264,370.437,8.95041,2.33251,0.140663,-2.40017,0.199491,81.259,370.499,10.9336,0.809672,-0.775238,-0.13936,0.199645,84.4044,371.574,8.53067,0.834426,-0.84182,-0.156422,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.6968,86.9711,369.683,11.2589,2.14086,0.249987,2.29069,0.199491,81.9022,375.435,10.4264,2.29274,0.113582,2.31467,0.199491,83.8921,373.459,11.5034,2.35581,0.159526,-2.38235,0.199491,81.8336,371.751,8.98628,2.36562,0.17045,-2.40047,0.199491,81.7573,371.83,10.9944,0.831946,-0.798608,-0.150544,0.199645,84.9097,372.939,8.59364,0.853617,-0.847053,-0.16841,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7069,87.4977,371.061,11.3518,2.13194,0.270606,2.28367,0.199491,82.3593,376.775,10.4631,2.30691,0.117922,2.31337,0.199491,84.3867,374.816,11.5767,2.3645,0.163013,-2.38287,0.199491,82.342,373.057,9.02412,2.37455,0.17437,-2.40422,0.199491,82.2533,373.148,11.0565,0.856856,-0.828386,-0.163782,0.199645,85.4166,374.295,8.65328,0.871805,-0.848201,-0.179465,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.717,88.0234,372.429,11.4451,2.1618,0.258712,2.28693,0.199491,82.8152,378.105,10.4999,2.3246,0.119143,2.31243,0.199491,84.8812,376.162,11.6513,2.36451,0.156728,-2.38454,0.199491,82.8519,374.352,9.0611,2.36848,0.16175,-2.40995,0.199491,82.7513,374.458,11.117,0.882116,-0.854592,-0.177421,0.199645,85.922,375.641,8.71362,0.887476,-0.840437,-0.188883,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7271,88.5498,373.787,11.5379,2.21657,0.225172,2.29586,0.199491,83.2724,379.424,10.5361,2.3442,0.118409,2.31201,0.199491,85.3741,377.5,11.7244,2.35167,0.137573,-2.38815,0.199491,83.3617,375.639,9.09844,2.34958,0.134449,-2.41778,0.199491,83.2488,375.757,11.1794,0.904382,-0.867506,-0.189039,0.199645,86.4276,376.977,8.7742,0.900432,-0.824208,-0.196151,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7372,89.076,375.136,11.631,2.2978,0.167464,2.30874,0.199491,83.7306,380.732,10.5732,2.36162,0.119055,2.31134,0.199491,85.865,378.827,11.7952,2.33162,0.110786,-2.3925,0.199491,83.8712,376.914,9.13552,2.3268,0.10208,-2.42548,0.199491,83.7467,377.046,11.2434,0.918358,-0.852104,-0.194666,0.199645,86.9345,378.304,8.83473,0.912644,-0.807628,-0.202766,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7473,89.6012,376.477,11.7241,2.39694,0.0909296,2.3197,0.199491,84.189,382.029,10.6102,2.37299,0.124919,2.30998,0.199491,86.3551,380.144,11.8663,2.32179,0.0947422,-2.39531,0.199491,84.3826,378.18,9.17221,2.31926,0.0863817,-2.43049,0.199491,84.2454,378.326,11.3071,0.925522,-0.814272,-0.195103,0.199645,87.4402,379.62,8.89573,0.928659,-0.804476,-0.212481,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7574,90.1248,377.809,11.8164,2.47434,0.0321865,2.32399,0.199491,84.6476,383.314,10.6469,2.37617,0.138732,2.30748,0.199491,86.8448,381.45,11.937,2.33789,0.106621,-2.39567,0.199491,84.8959,379.437,9.21149,2.34949,0.114278,-2.43193,0.199491,84.7449,379.595,11.3697,0.937739,-0.793756,-0.199586,0.199645,87.945,380.925,8.95663,0.951626,-0.823098,-0.227222,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7675,90.6475,379.131,11.9085,2.48445,0.0355529,2.32459,0.199491,85.1079,384.587,10.6834,2.37777,0.154048,2.30453,0.199491,87.3324,382.746,12.0065,2.38528,0.151882,-2.39161,0.199491,85.411,380.687,9.25229,2.4004,0.165899,-2.4296,0.199491,85.246,380.855,11.4316,0.964489,-0.821148,-0.214796,0.199645,88.4479,382.22,9.01826,0.975413,-0.841781,-0.242506,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7776,91.169,380.446,12.0011,2.41858,0.109319,2.32009,0.199491,85.5706,385.846,10.72,2.39065,0.158786,2.3031,0.199491,87.8169,384.029,12.0734,2.43007,0.193879,-2.38624,0.199491,85.9273,381.929,9.29456,2.42391,0.185971,-2.43063,0.199491,85.7485,382.106,11.4938,0.994637,-0.853366,-0.233177,0.199645,88.9499,383.505,9.08023,0.98848,-0.831025,-0.249469,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7877,91.6888,381.753,12.093,2.32834,0.202747,2.30573,0.199491,86.0353,387.093,10.7569,2.41318,0.154806,2.30307,0.199491,88.2988,385.301,12.1385,2.4308,0.18976,-2.38866,0.199491,86.4459,383.163,9.33879,2.40201,0.153638,-2.43927,0.199491,86.2528,383.348,11.5547,1.00723,-0.833751,-0.238566,0.199645,89.4499,384.779,9.14366,0.996696,-0.808332,-0.252998,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7978,92.2066,383.052,12.184,2.30165,0.236703,2.29928,0.199491,86.5017,388.326,10.7936,2.42828,0.157877,2.30179,0.199491,88.7788,386.561,12.2018,2.40122,0.153535,-2.39638,0.199491,86.9676,384.391,9.38695,2.38133,0.121631,-2.44678,0.199491,86.7586,384.581,11.6136,1.01568,-0.802165,-0.241188,0.199645,89.9478,386.04,9.20804,1.01618,-0.815847,-0.264783,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.8079,92.723,384.343,12.2745,2.37006,0.18626,2.31364,0.199491,86.9711,389.546,10.8305,2.42959,0.173395,2.29811,0.199491,89.2555,387.809,12.2626,2.39366,0.140391,-2.40017,0.199491,87.4904,385.613,9.43854,2.40765,0.14521,-2.44803,0.199491,87.2664,385.803,11.6717,1.04153,-0.81794,-0.257288,0.199645,90.4441,387.291,9.27271,1.04302,-0.840113,-0.281542,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.818,93.2387,385.627,12.3643,2.47845,0.0959157,2.33012,0.199491,87.4433,390.753,10.8681,2.43258,0.186831,2.29441,0.199491,89.7295,389.044,12.3205,2.43126,0.176082,-2.39712,0.199491,88.0141,386.828,9.49181,2.45612,0.195161,-2.44481,0.199491,87.7756,387.019,11.7287,1.07177,-0.841473,-0.276778,0.199645,90.9387,388.531,9.33963,1.05802,-0.835632,-0.289575,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.8281,93.7444,386.904,12.4524,2.53216,0.0589108,2.33414,0.199491,87.9185,391.949,10.9059,2.45043,0.186911,2.2943,0.199491,90.2082,390.268,12.3764,2.47642,0.218059,-2.39044,0.199491,88.5392,388.033,9.54852,2.47896,0.214358,-2.44489,0.199491,88.2865,388.222,11.784,1.0863,-0.830817,-0.284026,0.199645,91.4328,389.761,9.40822,1.06512,-0.812113,-0.291813,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.8382,94.2469,388.17,12.5399,2.51864,0.0882012,2.33268,0.199491,88.3975,393.133,10.9446,2.4748,0.181013,2.29573,0.199491,90.6863,391.483,12.4276,2.48883,0.224733,-2.3898,0.199491,89.0632,389.229,9.60811,2.4632,0.188048,-2.453,0.199491,88.7996,389.413,11.8398,1.09252,-0.803019,-0.286226,0.199645,91.9256,390.983,9.47804,1.08137,-0.809141,-0.300477,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.8483,94.7481,389.429,12.6268,2.45956,0.159619,2.32408,0.199491,88.8779,394.306,10.9833,2.49015,0.182872,2.2956,0.199491,91.1632,392.686,12.4786,2.47378,0.202731,-2.39486,0.199491,89.5886,390.417,9.66855,2.4446,0.157283,-2.46071,0.199491,89.3129,390.596,11.8941,1.10904,-0.799187,-0.29538,0.199645,92.4177,392.193,9.54925,1.10892,-0.829727,-0.317081,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.8584,95.248,390.677,12.7137,2.39997,0.228903,2.3105,0.199491,89.3584,395.467,11.0225,2.49654,0.192984,2.29371,0.199491,91.6399,393.877,12.5282,2.45679,0.17831,-2.40038,0.199491,90.1147,391.597,9.73208,2.4515,0.157197,-2.46376,0.199491,89.8276,391.771,11.947,1.13961,-0.825057,-0.314769,0.199645,92.9094,393.393,9.61963,1.13575,-0.846716,-0.333397,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.8685,95.7479,391.917,12.7999,2.37043,0.269581,2.30036,0.199491,89.8402,396.616,11.062,2.49783,0.207543,2.29067,0.199491,92.1153,395.058,12.5775,2.45627,0.171459,-2.40269,0.199491,90.6407,392.768,9.79621,2.48154,0.185587,-2.46271,0.199491,90.3427,392.936,11.9994,1.17004,-0.847101,-0.334394,0.199645,93.4006,394.581,9.69057,1.15194,-0.842251,-0.341587,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.8786,96.248,393.147,12.8859,2.38027,0.275826,2.29996,0.199491,90.3228,397.755,11.1018,2.5017,0.219531,2.28801,0.199491,92.59,396.227,12.6255,2.47668,0.187346,-2.40132,0.199491,91.1665,393.93,9.86075,2.51985,0.223949,-2.4593,0.199491,90.8574,394.092,12.052,1.18886,-0.845228,-0.345335,0.199645,93.8922,395.76,9.76211,1.16026,-0.823113,-0.343762,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.8887,96.7481,394.366,12.9715,2.41623,0.259369,2.30656,0.199491,90.806,398.884,11.1417,2.51205,0.226415,2.28669,0.199491,93.0639,397.386,12.6738,2.50634,0.213043,-2.39789,0.199491,91.6921,395.083,9.92617,2.55374,0.256638,-2.45564,0.199491,91.3726,395.238,12.1044,1.20089,-0.830709,-0.351491,0.199645,94.3836,396.929,9.83295,1.16932,-0.805355,-0.346459,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.8988,97.2479,395.576,13.0567,2.46523,0.230716,2.31598,0.199491,91.289,400.002,11.1813,2.52664,0.230209,2.28636,0.199491,93.5383,398.536,12.7224,2.53756,0.240139,-2.39357,0.199491,92.2181,396.227,9.99297,2.57914,0.279037,-2.45351,0.199491,91.8876,396.374,12.1563,1.21131,-0.813363,-0.35644,0.199645,94.8751,398.086,9.90345,1.18218,-0.794988,-0.351939,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9089,97.7476,396.775,13.1417,2.51724,0.198573,2.32521,0.199491,91.7722,401.11,11.2211,2.54243,0.232945,2.28637,0.199491,94.0125,399.675,12.7709,2.56753,0.265655,-2.38893,0.199491,92.7437,397.361,10.0596,2.60157,0.297916,-2.45178,0.199491,92.4025,397.5,12.2086,1.22102,-0.794945,-0.360935,0.199645,95.3669,399.235,9.9738,1.19649,-0.787448,-0.358479,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.919,98.2472,397.965,13.2267,2.56937,0.165509,2.33349,0.199491,92.2558,402.207,11.261,2.55842,0.235447,2.28645,0.199491,94.4866,400.803,12.8193,2.5956,0.288904,-2.38432,0.199491,93.269,398.485,10.1259,2.62303,0.315689,-2.44998,0.199491,92.9174,398.617,12.2614,1.23055,-0.776423,-0.365384,0.199645,95.859,400.373,10.0438,1.21116,-0.780671,-0.365262,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9291,98.7442,399.144,13.311,2.61831,0.13591,2.33966,0.199491,92.7396,403.295,11.3012,2.57462,0.237779,2.28691,0.199491,94.9627,401.922,12.8681,2.62001,0.307823,-2.38008,0.199491,93.7943,399.598,10.1923,2.64257,0.33093,-2.44832,0.199491,93.4326,399.723,12.3139,1.24065,-0.760126,-0.370082,0.199645,96.351,401.502,10.1141,1.2262,-0.774337,-0.372352,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9392,99.2408,400.314,13.3953,2.66351,0.109752,2.34448,0.199491,93.2236,404.374,11.3414,2.59134,0.239725,2.28776,0.199491,95.439,403.03,12.9164,2.6373,0.319436,-2.37779,0.199491,94.3191,400.701,10.2583,2.65985,0.343397,-2.44717,0.199491,93.9481,400.82,12.367,1.2525,-0.747634,-0.375979,0.199645,96.8433,402.621,10.1847,1.24335,-0.771675,-0.380931,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9493,99.7373,401.473,13.4796,2.70231,0.0894566,2.34818,0.199491,93.7076,405.442,11.3818,2.60726,0.242154,2.28847,0.199491,95.9156,404.129,12.9649,2.6468,0.323381,-2.37786,0.199491,94.8437,401.794,10.3238,2.67313,0.351137,-2.44719,0.199491,94.4633,401.907,12.42,1.26762,-0.741213,-0.383975,0.199645,97.3359,403.729,10.2557,1.26317,-0.773547,-0.391335,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9594,100.234,402.623,13.564,2.73569,0.0742895,2.35124,0.199491,94.1918,406.5,11.4225,2.6224,0.24525,2.28906,0.199491,96.3921,405.216,13.0133,2.64933,0.3204,-2.38021,0.199491,95.368,402.876,10.3888,2.68143,0.35325,-2.44875,0.199491,94.9788,402.986,12.4731,1.28726,-0.742873,-0.394961,0.199645,97.8286,404.828,10.3266,1.28551,-0.779317,-0.403395,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9695,100.73,403.762,13.6481,2.76369,0.0643037,2.35388,0.199491,94.6761,407.548,11.463,2.63687,0.249227,2.28955,0.199491,96.8685,406.294,13.0618,2.64875,0.314249,-2.38352,0.199491,95.8924,403.949,10.4546,2.6778,0.341816,-2.4544,0.199491,95.4939,404.053,12.5266,1.3132,-0.754754,-0.41021,0.199645,98.3216,405.917,10.3966,1.3133,-0.793183,-0.419309,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9796,101.226,404.891,13.7321,2.7805,0.0655834,2.3557,0.199491,95.1603,408.585,11.5033,2.65018,0.254556,2.28993,0.199491,97.3458,407.362,13.1109,2.64657,0.306272,-2.38722,0.199491,96.4165,405.012,10.5207,2.66586,0.32028,-2.46255,0.199491,96.0093,405.111,12.5795,1.34471,-0.774351,-0.429304,0.199645,98.8144,406.996,10.4667,1.34594,-0.812775,-0.438593,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9897,101.721,406.009,13.8162,2.78809,0.0761065,2.357,0.199491,95.6445,409.613,11.5438,2.66157,0.261495,2.28987,0.199491,97.8229,408.42,13.1598,2.6409,0.294606,-2.39194,0.199491,96.9405,406.066,10.5867,2.65036,0.293785,-2.47121,0.199491,96.5244,406.159,12.6329,1.38062,-0.798272,-0.451605,0.199645,99.3077,408.065,10.5362,1.38008,-0.832417,-0.459105,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9998,102.217,407.117,13.9006,2.78214,0.10047,2.35701,0.199491,96.129,410.631,11.5846,2.67024,0.270627,2.28918,0.199491,98.3001,409.468,13.2086,2.63348,0.280873,-2.39702,0.199491,97.464,407.109,10.6522,2.63576,0.267553,-2.47887,0.199491,97.0396,407.198,12.6868,1.41683,-0.820015,-0.47432,0.199645,99.8016,409.125,10.6055,1.41146,-0.846493,-0.47749,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0099,102.712,408.214,13.985,2.76043,0.140589,2.35442,0.199491,96.6133,411.638,11.6255,2.67728,0.281257,2.28805,0.199491,98.7773,410.505,13.2574,2.62802,0.268945,-2.40145,0.199491,97.9874,408.142,10.7178,2.62905,0.250538,-2.48396,0.199491,97.5545,408.227,12.7407,1.44732,-0.832255,-0.492912,0.199645,100.296,410.175,10.6742,1.43644,-0.851392,-0.490978,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.02,103.207,409.301,14.0694,2.7238,0.194837,2.34746,0.199491,97.0972,412.635,11.6664,2.68414,0.292325,2.28688,0.199491,99.2548,411.534,13.3068,2.62818,0.262799,-2.40439,0.199491,98.5105,409.165,10.7839,2.63915,0.254483,-2.48453,0.199491,98.0692,409.245,12.7944,1.46419,-0.826809,-0.501381,0.199645,100.791,411.215,10.7423,1.45197,-0.844424,-0.497185,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0301,103.703,410.377,14.1538,2.67715,0.257415,2.33503,0.199491,97.5807,413.622,11.7074,2.69304,0.301768,2.28633,0.199491,99.7325,412.552,13.3564,2.63967,0.268668,-2.40443,0.199491,99.0336,410.179,10.8501,2.66715,0.280789,-2.48009,0.199491,98.5836,410.254,12.8479,1.46533,-0.801866,-0.498275,0.199645,101.286,412.245,10.8101,1.45555,-0.822638,-0.494509,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
