time,0_rod(payload_bars compound_3ZGoMv).X,0_rod(payload_bars compound_3ZGoMv).Y,0_rod(payload_bars compound_3ZGoMv).Z,0_rod(payload_bars compound_3ZGoMv).Euler1,0_rod(payload_bars compound_3ZGoMv).Euler2,0_rod(payload_bars compound_3ZGoMv).Euler3,0_rod(payload_bars compound_3ZGoMv).mass,1_rod(payload_bars compound_3ZGoMv).X,1_rod(payload_bars compound_3ZGoMv).Y,1_rod(payload_bars compound_3ZGoMv).Z,1_rod(payload_bars compound_3ZGoMv).Euler1,1_rod(payload_bars compound_3ZGoMv).Euler2,1_rod(payload_bars compound_3ZGoMv).Euler3,1_rod(payload_bars compound_3ZGoMv).mass,2_rod(payload_bars compound_3ZGoMv).X,2_rod(payload_bars compound_3ZGoMv).Y,2_rod(payload_bars compound_3ZGoMv).Z,2_rod(payload_bars compound_3ZGoMv).Euler1,2_rod(payload_bars compound_3ZGoMv).Euler2,2_rod(payload_bars compound_3ZGoMv).Euler3,2_rod(payload_bars compound_3ZGoMv).mass,3_rod(payload_bars compound_3ZGoMv).X,3_rod(payload_bars compound_3ZGoMv).Y,3_rod(payload_bars compound_3ZGoMv).Z,3_rod(payload_bars compound_3ZGoMv).Euler1,3_rod(payload_bars compound_3ZGoMv).Euler2,3_rod(payload_bars compound_3ZGoMv).Euler3,3_rod(payload_bars compound_3ZGoMv).mass,4_rod(sense_bar compound_3ZGoMv).X,4_rod(sense_bar compound_3ZGoMv).Y,4_rod(sense_bar compound_3ZGoMv).Z,4_rod(sense_bar compound_3ZGoMv).Euler1,4_rod(sense_bar compound_3ZGoMv).Euler2,4_rod(sense_bar compound_3ZGoMv).Euler3,4_rod(sense_bar compound_3ZGoMv).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.5656,7.93891e-06,34.3176,0.00848096,-0.000233717,-0.000240282,0.000211386,0.24652,7.93891e-06,34.3176,0.00848096,-0.000233717,-0.000240282,0.000211386,0.24652,7.93891e-06,34.3176,0.00848096,-0.000233717,-0.000240282,0.000211386,0.24652,7.93891e-06,34.3176,0.00848096,-0.000233717,-0.000240282,0.000211386,0.24652,7.93891e-06,34.3176,0.00848096,-0.000233717,-0.000240282,0.000211386,0.24652,-0.722944,34.3,0.0153751,0.00547422,0.0134348,-2.35188,0.0589629,0.74758,34.2954,0.010978,0.0058133,0.0137647,-2.35188,0.0589629,0.00811822,33.7801,-0.508821,-0.0154214,0.0379769,2.35172,0.0589629,0.0164858,34.8152,0.535168,-0.0167832,0.039325,2.35166,0.0589629,0.000385602,34.8155,-0.508671,-1.57382,-0.00200929,-0.00305853,0.0589629,0.0242235,33.7799,0.535071,-1.57383,-0.00362536,-0.00304529,0.0589629,
0.5757,1.23363e-05,33.7523,0.00847934,-0.00022317,-0.000227432,0.000195511,0.24652,1.23363e-05,33.7523,0.00847934,-0.00022317,-0.000227432,0.000195511,0.24652,1.23363e-05,33.7523,0.00847934,-0.00022317,-0.000227432,0.000195511,0.24652,1.23363e-05,33.7523,0.00847934,-0.00022317,-0.000227432,0.000195511,0.24652,1.23363e-05,33.7523,0.00847934,-0.00022317,-0.000227432,0.000195511,0.24652,-0.722941,33.7346,0.015378,0.00597693,0.0139347,-2.35187,0.0589629,0.747582,33.7301,0.0109818,0.00539399,0.0133474,-2.35188,0.0589629,0.00810679,33.2148,-0.508821,-0.0166047,0.0391465,2.35168,0.0589629,0.0164741,34.2499,0.535169,-0.0155854,0.0381366,2.35171,0.0589629,0.000387798,34.2501,-0.508671,-1.57382,-0.00242367,-0.0030609,0.0589629,0.0242205,33.2145,0.53507,-1.57383,-0.00372193,-0.00304222,0.0589629,
0.5858,1.32468e-05,33.1769,0.0084818,-0.000219617,-0.000223492,0.000177161,0.24652,1.32468e-05,33.1769,0.0084818,-0.000219617,-0.000223492,0.000177161,0.24652,1.32468e-05,33.1769,0.0084818,-0.000219617,-0.000223492,0.000177161,0.24652,1.32468e-05,33.1769,0.0084818,-0.000219617,-0.000223492,0.000177161,0.24652,1.32468e-05,33.1769,0.0084818,-0.000219617,-0.000223492,0.000177161,0.24652,-0.72294,33.1592,0.015378,0.00604794,0.0140014,-2.35187,0.0589629,0.747581,33.1547,0.0109807,0.00573964,0.0136945,-2.35188,0.0589629,0.0081065,32.6394,-0.508819,-0.0163102,0.0388528,2.3517,0.0589629,0.0164731,33.6745,0.53517,-0.0157276,0.0382755,2.35171,0.0589629,0.000388301,33.6747,-0.508675,-1.57381,-0.00382754,-0.00306127,0.0589629,0.0242178,32.6391,0.535063,-1.57384,-0.00256494,-0.00304078,0.0589629,
0.5959,8.94233e-06,32.5915,0.00848374,-0.000225888,-0.000230481,0.0001657,0.24652,8.94233e-06,32.5915,0.00848374,-0.000225888,-0.000230481,0.0001657,0.24652,8.94233e-06,32.5915,0.00848374,-0.000225888,-0.000230481,0.0001657,0.24652,8.94233e-06,32.5915,0.00848374,-0.000225888,-0.000230481,0.0001657,0.24652,8.94233e-06,32.5915,0.00848374,-0.000225888,-0.000230481,0.0001657,0.24652,-0.722943,32.5739,0.0153747,0.00554732,0.013503,-2.35188,0.0589629,0.747579,32.5693,0.0109771,0.00617438,0.0141275,-2.35187,0.0589629,0.00811797,32.0541,-0.508819,-0.0151141,0.0376697,2.35174,0.0589629,0.0164846,33.0891,0.53517,-0.0169312,0.0394688,2.35166,0.0589629,0.000387138,33.0894,-0.508675,-1.57382,-0.00356601,-0.00305877,0.0589629,0.0242196,32.0538,0.535061,-1.57383,-0.00233499,-0.00304363,0.0589629,
0.606,7.77197e-06,31.9961,0.00848147,-0.00023402,-0.00023935,0.000166341,0.24652,7.77197e-06,31.9961,0.00848147,-0.00023402,-0.00023935,0.000166341,0.24652,7.77197e-06,31.9961,0.00848147,-0.00023402,-0.00023935,0.000166341,0.24652,7.77197e-06,31.9961,0.00848147,-0.00023402,-0.00023935,0.000166341,0.24652,7.77197e-06,31.9961,0.00848147,-0.00023402,-0.00023935,0.000166341,0.24652,-0.722944,31.9785,0.0153747,0.0054479,0.0134079,-2.35188,0.0589629,0.747579,31.9739,0.0109777,0.00585646,0.0138081,-2.35187,0.0589629,0.0081189,31.4587,-0.508821,-0.0153385,0.037895,2.35173,0.0589629,0.0164862,32.4937,0.535168,-0.0168569,0.0393982,2.35166,0.0589629,0.000385656,32.494,-0.508669,-1.57382,-0.00213742,-0.00305834,0.0589629,0.0242233,31.4584,0.535067,-1.57383,-0.00346516,-0.00304526,0.0589629,
0.6161,1.19924e-05,31.3908,0.00847931,-0.000235328,-0.000241354,0.000177724,0.24652,1.19924e-05,31.3908,0.00847931,-0.000235328,-0.000241354,0.000177724,0.24652,1.19924e-05,31.3908,0.00847931,-0.000235328,-0.000241354,0.000177724,0.24652,1.19924e-05,31.3908,0.00847931,-0.000235328,-0.000241354,0.000177724,0.24652,1.19924e-05,31.3908,0.00847931,-0.000235328,-0.000241354,0.000177724,0.24652,-0.722941,31.3731,0.0153783,0.00594668,0.0139048,-2.35187,0.0589629,0.747582,31.3686,0.010981,0.00540948,0.0133625,-2.35188,0.0589629,0.0081075,30.8533,-0.508821,-0.0165435,0.0390885,2.35169,0.0589629,0.0164748,31.8884,0.535168,-0.0156514,0.0382046,2.35171,0.0589629,0.000385106,31.8886,-0.508669,-1.57382,-0.00224183,-0.00306099,0.0589629,0.0242234,30.853,0.535069,-1.57383,-0.00382323,-0.00304267,0.0589629,
0.6262,1.33776e-05,30.7754,0.00848134,-0.000230382,-0.000236518,0.000192839,0.24652,1.33776e-05,30.7754,0.00848134,-0.000230382,-0.000236518,0.000192839,0.24652,1.33776e-05,30.7754,0.00848134,-0.000230382,-0.000236518,0.000192839,0.24652,1.33776e-05,30.7754,0.00848134,-0.000230382,-0.000236518,0.000192839,0.24652,1.33776e-05,30.7754,0.00848134,-0.000230382,-0.000236518,0.000192839,0.24652,-0.72294,30.7577,0.0153788,0.0060769,0.0140308,-2.35187,0.0589629,0.747582,30.7532,0.0109804,0.0057021,0.0136567,-2.35188,0.0589629,0.00810587,30.2379,-0.50882,-0.0163885,0.0389325,2.35169,0.0589629,0.0164726,31.273,0.53517,-0.0156567,0.0382076,2.35171,0.0589629,0.000385824,31.2732,-0.508675,-1.57381,-0.00367742,-0.00306167,0.0589629,0.0242205,30.2376,0.535064,-1.57384,-0.00273401,-0.00304097,0.0589629,
0.6363,9.27426e-06,30.15,0.0084837,-0.000225967,-0.000230933,0.000203304,0.24652,9.27426e-06,30.15,0.0084837,-0.000225967,-0.000230933,0.000203304,0.24652,9.27426e-06,30.15,0.0084837,-0.000225967,-0.000230933,0.000203304,0.24652,9.27426e-06,30.15,0.0084837,-0.000225967,-0.000230933,0.000203304,0.24652,9.27426e-06,30.15,0.0084837,-0.000225967,-0.000230933,0.000203304,0.24652,-0.722943,30.1323,0.0153751,0.00558301,0.0135384,-2.35188,0.0589629,0.747579,30.1278,0.0109773,0.00616054,0.014114,-2.35187,0.0589629,0.00811714,29.6125,-0.508819,-0.015179,0.0377337,2.35174,0.0589629,0.0164838,30.6476,0.53517,-0.0168607,0.0393987,2.35166,0.0589629,0.000387032,30.6478,-0.508678,-1.57381,-0.00373107,-0.00305901,0.0589629,0.0242195,29.6122,0.535063,-1.57384,-0.00225329,-0.00304343,0.0589629,
0.6464,7.65294e-06,29.5146,0.00848183,-0.0002256,-0.00022944,0.0002043,0.24652,7.65294e-06,29.5146,0.00848183,-0.0002256,-0.00022944,0.0002043,0.24652,7.65294e-06,29.5146,0.00848183,-0.0002256,-0.00022944,0.0002043,0.24652,7.65294e-06,29.5146,0.00848183,-0.0002256,-0.00022944,0.0002043,0.24652,7.65294e-06,29.5146,0.00848183,-0.0002256,-0.00022944,0.0002043,0.24652,-0.722944,29.4969,0.0153741,0.0054207,0.0133803,-2.35188,0.0589629,0.747579,29.4924,0.010978,0.00589263,0.0138448,-2.35188,0.0589629,0.00811941,28.9771,-0.508821,-0.0152644,0.0378196,2.35173,0.0589629,0.0164867,30.0122,0.535169,-0.0169238,0.0394623,2.35165,0.0589629,0.000387556,30.0124,-0.508672,-1.57382,-0.00230792,-0.00305806,0.0589629,0.0242212,28.9768,0.535069,-1.57383,-0.00328991,-0.00304517,0.0589629,
0.6565,1.16653e-05,28.8692,0.00847928,-0.000227703,-0.000232277,0.000196583,0.24652,1.16653e-05,28.8692,0.00847928,-0.000227703,-0.000232277,0.000196583,0.24652,1.16653e-05,28.8692,0.00847928,-0.000227703,-0.000232277,0.000196583,0.24652,1.16653e-05,28.8692,0.00847928,-0.000227703,-0.000232277,0.000196583,0.24652,1.16653e-05,28.8692,0.00847928,-0.000227703,-0.000232277,0.000196583,0.24652,-0.722941,28.8515,0.0153776,0.00590612,0.0138647,-2.35188,0.0589629,0.747582,28.8469,0.0109812,0.00542192,0.0133749,-2.35188,0.0589629,0.00810832,28.3317,-0.508821,-0.0164754,0.0390194,2.35169,0.0589629,0.0164757,29.3667,0.535168,-0.0157265,0.0382773,2.3517,0.0589629,0.000386921,29.367,-0.50867,-1.57382,-0.00209977,-0.0030606,0.0589629,0.0242217,28.3314,0.535071,-1.57383,-0.00388889,-0.00304278,0.0589629,
0.6666,1.34863e-05,28.2137,0.00848091,-0.000230169,-0.000236412,0.000185048,0.24652,1.34863e-05,28.2137,0.00848091,-0.000230169,-0.000236412,0.000185048,0.24652,1.34863e-05,28.2137,0.00848091,-0.000230169,-0.000236412,0.000185048,0.24652,1.34863e-05,28.2137,0.00848091,-0.000230169,-0.000236412,0.000185048,0.24652,1.34863e-05,28.2137,0.00848091,-0.000230169,-0.000236412,0.000185048,0.24652,-0.72294,28.1961,0.015379,0.00609905,0.0140534,-2.35187,0.0589629,0.747582,28.1915,0.0109806,0.00566413,0.0136183,-2.35188,0.0589629,0.00810542,27.6763,-0.50882,-0.0164593,0.0390027,2.35169,0.0589629,0.0164722,28.7113,0.535169,-0.0155952,0.0381468,2.35171,0.0589629,0.000385915,28.7116,-0.508674,-1.57381,-0.00349438,-0.00306173,0.0589629,0.0242205,27.676,0.535065,-1.57384,-0.00291903,-0.00304094,0.0589629,
0.6767,9.61051e-06,27.5483,0.0084837,-0.000231838,-0.000238088,0.000175755,0.24652,9.61051e-06,27.5483,0.0084837,-0.000231838,-0.000238088,0.000175755,0.24652,9.61051e-06,27.5483,0.0084837,-0.000231838,-0.000238088,0.000175755,0.24652,9.61051e-06,27.5483,0.0084837,-0.000231838,-0.000238088,0.000175755,0.24652,9.61051e-06,27.5483,0.0084837,-0.000231838,-0.000238088,0.000175755,0.24652,-0.722943,27.5306,0.0153757,0.00562519,0.0135803,-2.35188,0.0589629,0.747579,27.5261,0.0109771,0.00614635,0.0140998,-2.35187,0.0589629,0.00811631,27.0108,-0.508819,-0.015251,0.0378064,2.35174,0.0589629,0.016483,28.0459,0.53517,-0.0167823,0.0393225,2.35166,0.0589629,0.000385623,28.0461,-0.508676,-1.57381,-0.00385231,-0.00305936,0.0589629,0.0242208,27.0105,0.535061,-1.57384,-0.00220825,-0.00304328,0.0589629,
0.6868,7.55723e-06,26.8729,0.00848235,-0.000231124,-0.000235815,0.000173186,0.24652,7.55723e-06,26.8729,0.00848235,-0.000231124,-0.000235815,0.000173186,0.24652,7.55723e-06,26.8729,0.00848235,-0.000231124,-0.000235815,0.000173186,0.24652,7.55723e-06,26.8729,0.00848235,-0.000231124,-0.000235815,0.000173186,0.24652,7.55723e-06,26.8729,0.00848235,-0.000231124,-0.000235815,0.000173186,0.24652,-0.722944,26.8552,0.0153742,0.00540333,0.0133624,-2.35188,0.0589629,0.747579,26.8507,0.0109775,0.00593193,0.0138844,-2.35187,0.0589629,0.00811984,26.3354,-0.50882,-0.0151973,0.0377544,2.35174,0.0589629,0.0164871,27.3705,0.535169,-0.01698,0.0395193,2.35166,0.0589629,0.000386236,27.3707,-0.508671,-1.57382,-0.00250103,-0.00305813,0.0589629,0.0242224,26.3351,0.535066,-1.57383,-0.00309729,-0.00304527,0.0589629,
0.6969,1.13213e-05,26.1874,0.00847942,-0.000227991,-0.000232111,0.000178141,0.24652,1.13213e-05,26.1874,0.00847942,-0.000227991,-0.000232111,0.000178141,0.24652,1.13213e-05,26.1874,0.00847942,-0.000227991,-0.000232111,0.000178141,0.24652,1.13213e-05,26.1874,0.00847942,-0.000227991,-0.000232111,0.000178141,0.24652,1.13213e-05,26.1874,0.00847942,-0.000227991,-0.000232111,0.000178141,0.24652,-0.722942,26.1698,0.0153772,0.00586475,0.0138235,-2.35188,0.0589629,0.747582,26.1652,0.010981,0.00544014,0.013393,-2.35188,0.0589629,0.00810919,25.6499,-0.508821,-0.0163988,0.0389438,2.35169,0.0589629,0.0164765,26.685,0.535168,-0.0158067,0.038357,2.3517,0.0589629,0.000386909,26.6853,-0.508668,-1.57382,-0.0019972,-0.00306037,0.0589629,0.0242219,25.6497,0.53507,-1.57383,-0.00390918,-0.003043,0.0589629,
0.707,1.35605e-05,25.492,0.00848047,-0.000225876,-0.000231118,0.00018731,0.24652,1.35605e-05,25.492,0.00848047,-0.000225876,-0.000231118,0.00018731,0.24652,1.35605e-05,25.492,0.00848047,-0.000225876,-0.000231118,0.00018731,0.24652,1.35605e-05,25.492,0.00848047,-0.000225876,-0.000231118,0.00018731,0.24652,1.35605e-05,25.492,0.00848047,-0.000225876,-0.000231118,0.00018731,0.24652,-0.72294,25.4743,0.0153789,0.00611384,0.0140688,-2.35187,0.0589629,0.747582,25.4698,0.0109811,0.00562592,0.0135797,-2.35188,0.0589629,0.00810509,24.9545,-0.50882,-0.0165214,0.0390633,2.35169,0.0589629,0.0164719,25.9896,0.535169,-0.0155433,0.0380945,2.35171,0.0589629,0.000386963,25.9898,-0.508673,-1.57381,-0.00328917,-0.00306165,0.0589629,0.0242196,24.9542,0.535066,-1.57384,-0.00311223,-0.00304084,0.0589629,
0.7171,9.96287e-06,24.7865,0.00848351,-0.000227637,-0.000233586,0.00019533,0.24652,9.96287e-06,24.7865,0.00848351,-0.000227637,-0.000233586,0.00019533,0.24652,9.96287e-06,24.7865,0.00848351,-0.000227637,-0.000233586,0.00019533,0.24652,9.96287e-06,24.7865,0.00848351,-0.000227637,-0.000233586,0.00019533,0.24652,9.96287e-06,24.7865,0.00848351,-0.000227637,-0.000233586,0.00019533,0.24652,-0.722943,24.7689,0.0153759,0.00566588,0.0136209,-2.35188,0.0589629,0.747579,24.7643,0.0109776,0.00612452,0.0140781,-2.35187,0.0589629,0.00811544,24.249,-0.508819,-0.0153311,0.0378847,2.35173,0.0589629,0.0164821,25.2841,0.53517,-0.0166996,0.0392396,2.35167,0.0589629,0.000386534,25.2844,-0.508677,-1.57381,-0.0039323,-0.00305949,0.0589629,0.0242198,24.2488,0.535062,-1.57384,-0.00221006,-0.00304298,0.0589629,
0.7272,7.50781e-06,24.0711,0.00848272,-0.000230865,-0.000236134,0.000198192,0.24652,7.50781e-06,24.0711,0.00848272,-0.000230865,-0.000236134,0.000198192,0.24652,7.50781e-06,24.0711,0.00848272,-0.000230865,-0.000236134,0.000198192,0.24652,7.50781e-06,24.0711,0.00848272,-0.000230865,-0.000236134,0.000198192,0.24652,7.50781e-06,24.0711,0.00848272,-0.000230865,-0.000236134,0.000198192,0.24652,-0.722944,24.0534,0.0153742,0.00538959,0.0133482,-2.35188,0.0589629,0.747579,24.0489,0.0109773,0.00596733,0.0139202,-2.35188,0.0589629,0.00812011,23.5336,-0.50882,-0.0151406,0.037698,2.35174,0.0589629,0.0164874,24.5687,0.535169,-0.0170278,0.0395664,2.35165,0.0589629,0.00038621,24.5689,-0.508674,-1.57382,-0.00271575,-0.00305813,0.0589629,0.0242223,23.5333,0.535066,-1.57383,-0.00290592,-0.0030453,0.0589629,
0.7373,1.0969e-05,23.3456,0.00847958,-0.000231282,-0.000235999,0.000195223,0.24652,1.0969e-05,23.3456,0.00847958,-0.000231282,-0.000235999,0.000195223,0.24652,1.0969e-05,23.3456,0.00847958,-0.000231282,-0.000235999,0.000195223,0.24652,1.0969e-05,23.3456,0.00847958,-0.000231282,-0.000235999,0.000195223,0.24652,1.0969e-05,23.3456,0.00847958,-0.000231282,-0.000235999,0.000195223,0.24652,-0.722942,23.3279,0.0153771,0.00582323,0.0137821,-2.35188,0.0589629,0.747582,23.3234,0.0109806,0.00546384,0.0134168,-2.35188,0.0589629,0.00811003,22.8081,-0.508821,-0.0163161,0.0388625,2.35169,0.0589629,0.0164774,23.8432,0.535168,-0.0158923,0.0384424,2.3517,0.0589629,0.000386185,23.8434,-0.508669,-1.57382,-0.00194294,-0.00306026,0.0589629,0.0242227,22.8078,0.535071,-1.57383,-0.0038878,-0.00304333,0.0589629,
0.7474,1.35837e-05,22.6101,0.00848007,-0.000229084,-0.000234293,0.000188653,0.24652,1.35837e-05,22.6101,0.00848007,-0.000229084,-0.000234293,0.000188653,0.24652,1.35837e-05,22.6101,0.00848007,-0.000229084,-0.000234293,0.000188653,0.24652,1.35837e-05,22.6101,0.00848007,-0.000229084,-0.000234293,0.000188653,0.24652,1.35837e-05,22.6101,0.00848007,-0.000229084,-0.000234293,0.000188653,0.24652,-0.72294,22.5924,0.0153791,0.00612627,0.0140817,-2.35187,0.0589629,0.747582,22.5879,0.0109811,0.00559313,0.0135465,-2.35188,0.0589629,0.00810483,22.0726,-0.50882,-0.0165732,0.0391153,2.35168,0.0589629,0.0164716,23.1077,0.535169,-0.0155004,0.0380527,2.35171,0.0589629,0.000386335,23.108,-0.508672,-1.57381,-0.00307075,-0.00306172,0.0589629,0.0242205,22.0724,0.535067,-1.57383,-0.00330262,-0.0030409,0.0589629,
0.7575,1.03094e-05,21.8646,0.00848329,-0.000227824,-0.000233334,0.000182001,0.24652,1.03094e-05,21.8646,0.00848329,-0.000227824,-0.000233334,0.000182001,0.24652,1.03094e-05,21.8646,0.00848329,-0.000227824,-0.000233334,0.000182001,0.24652,1.03094e-05,21.8646,0.00848329,-0.000227824,-0.000233334,0.000182001,0.24652,1.03094e-05,21.8646,0.00848329,-0.000227824,-0.000233334,0.000182001,0.24652,-0.722943,21.847,0.0153762,0.00570917,0.0136641,-2.35188,0.0589629,0.74758,21.8424,0.0109779,0.00610017,0.0140535,-2.35187,0.0589629,0.00811457,21.3271,-0.508819,-0.0154162,0.037969,2.35173,0.0589629,0.0164812,22.3622,0.53517,-0.0166114,0.0391523,2.35167,0.0589629,0.000386513,22.3625,-0.508676,-1.57381,-0.00396277,-0.00305967,0.0589629,0.0242197,21.3269,0.535062,-1.57384,-0.00225323,-0.0030427,0.0589629,
0.7676,7.50337e-06,21.1091,0.00848314,-0.000228428,-0.000233405,0.000178562,0.24652,7.50337e-06,21.1091,0.00848314,-0.000228428,-0.000233405,0.000178562,0.24652,7.50337e-06,21.1091,0.00848314,-0.000228428,-0.000233405,0.000178562,0.24652,7.50337e-06,21.1091,0.00848314,-0.000228428,-0.000233405,0.000178562,0.24652,7.50337e-06,21.1091,0.00848314,-0.000228428,-0.000233405,0.000178562,0.24652,-0.722944,21.0915,0.015374,0.00537968,0.0133377,-2.35188,0.0589629,0.747579,21.0869,0.0109772,0.00599853,0.0139517,-2.35187,0.0589629,0.00812035,20.5717,-0.50882,-0.0150936,0.037651,2.35174,0.0589629,0.0164875,21.6067,0.535169,-0.0170653,0.0396031,2.35165,0.0589629,0.000386692,21.607,-0.508674,-1.57382,-0.00293572,-0.00305806,0.0589629,0.0242216,20.5714,0.535064,-1.57383,-0.00271944,-0.0030452,0.0589629,
0.7777,1.063e-05,20.3436,0.00847988,-0.000228921,-0.000233713,0.000179931,0.24652,1.063e-05,20.3436,0.00847988,-0.000228921,-0.000233713,0.000179931,0.24652,1.063e-05,20.3436,0.00847988,-0.000228921,-0.000233713,0.000179931,0.24652,1.063e-05,20.3436,0.00847988,-0.000228921,-0.000233713,0.000179931,0.24652,1.063e-05,20.3436,0.00847988,-0.000228921,-0.000233713,0.000179931,0.24652,-0.722942,20.326,0.0153767,0.00577845,0.0137372,-2.35188,0.0589629,0.747581,20.3214,0.0109803,0.00548898,0.0134421,-2.35188,0.0589629,0.00811094,19.8062,-0.508821,-0.0162283,0.0387753,2.3517,0.0589629,0.0164783,20.8412,0.535168,-0.0159823,0.0385312,2.3517,0.0589629,0.000386674,20.8415,-0.508669,-1.57382,-0.00193516,-0.00306002,0.0589629,0.0242223,19.8059,0.535069,-1.57383,-0.00382204,-0.00304354,0.0589629,
0.7878,1.35748e-05,19.5681,0.00847973,-0.000228854,-0.000234343,0.000185013,0.24652,1.35748e-05,19.5681,0.00847973,-0.000228854,-0.000234343,0.000185013,0.24652,1.35748e-05,19.5681,0.00847973,-0.000228854,-0.000234343,0.000185013,0.24652,1.35748e-05,19.5681,0.00847973,-0.000228854,-0.000234343,0.000185013,0.24652,1.35748e-05,19.5681,0.00847973,-0.000228854,-0.000234343,0.000185013,0.24652,-0.72294,19.5505,0.0153791,0.00613284,0.0140887,-2.35187,0.0589629,0.747582,19.5459,0.0109812,0.00556278,0.0135159,-2.35188,0.0589629,0.00810466,19.0306,-0.50882,-0.0166152,0.039157,2.35168,0.0589629,0.0164715,20.0657,0.535169,-0.0154682,0.0380208,2.35172,0.0589629,0.000386405,20.066,-0.508671,-1.57381,-0.00284958,-0.00306173,0.0589629,0.0242206,19.0304,0.535068,-1.57383,-0.00348039,-0.00304097,0.0589629,
0.7979,1.06475e-05,18.7826,0.00848296,-0.000229472,-0.00023521,0.000190639,0.24652,1.06475e-05,18.7826,0.00848296,-0.000229472,-0.00023521,0.000190639,0.24652,1.06475e-05,18.7826,0.00848296,-0.000229472,-0.00023521,0.000190639,0.24652,1.06475e-05,18.7826,0.00848296,-0.000229472,-0.00023521,0.000190639,0.24652,1.06475e-05,18.7826,0.00848296,-0.000229472,-0.00023521,0.000190639,0.24652,-0.722942,18.7649,0.0153766,0.00575445,0.0137095,-2.35188,0.0589629,0.74758,18.7604,0.0109781,0.00607359,0.0140267,-2.35187,0.0589629,0.00811366,18.2451,-0.508819,-0.0155061,0.0380583,2.35173,0.0589629,0.0164803,19.2802,0.53517,-0.01652,0.039062,2.35167,0.0589629,0.000386147,19.2804,-0.508677,-1.57381,-0.00394597,-0.00305991,0.0589629,0.02422,18.2449,0.535063,-1.57384,-0.00233865,-0.00304249,0.0589629,
0.808,7.52822e-06,17.9871,0.00848343,-0.000230166,-0.000235111,0.000193756,0.24652,7.52822e-06,17.9871,0.00848343,-0.000230166,-0.000235111,0.000193756,0.24652,7.52822e-06,17.9871,0.00848343,-0.000230166,-0.000235111,0.000193756,0.24652,7.52822e-06,17.9871,0.00848343,-0.000230166,-0.000235111,0.000193756,0.24652,7.52822e-06,17.9871,0.00848343,-0.000230166,-0.000235111,0.000193756,0.24652,-0.722944,17.9694,0.015374,0.00537641,0.0133341,-2.35188,0.0589629,0.747579,17.9649,0.0109771,0.00602782,0.0139813,-2.35187,0.0589629,0.00812044,17.4496,-0.50882,-0.0150569,0.0376148,2.35174,0.0589629,0.0164876,18.4847,0.535169,-0.0170924,0.03963,2.35165,0.0589629,0.00038629,18.4849,-0.508675,-1.57382,-0.0031546,-0.0030581,0.0589629,0.0242218,17.4493,0.535064,-1.57383,-0.00255178,-0.00304516,0.0589629,
0.8181,1.02911e-05,17.1816,0.00848021,-0.00022925,-0.000233765,0.000193206,0.24652,1.02911e-05,17.1816,0.00848021,-0.00022925,-0.000233765,0.000193206,0.24652,1.02911e-05,17.1816,0.00848021,-0.00022925,-0.000233765,0.000193206,0.24652,1.02911e-05,17.1816,0.00848021,-0.00022925,-0.000233765,0.000193206,0.24652,1.02911e-05,17.1816,0.00848021,-0.00022925,-0.000233765,0.000193206,0.24652,-0.722942,17.1639,0.0153763,0.00573337,0.013692,-2.35188,0.0589629,0.747581,17.1594,0.0109801,0.0055175,0.013471,-2.35188,0.0589629,0.00811183,16.6441,-0.508821,-0.0161365,0.0386844,2.3517,0.0589629,0.0164792,17.6792,0.535168,-0.0160749,0.0386229,2.35169,0.0589629,0.000386635,17.6794,-0.50867,-1.57382,-0.00197687,-0.00305982,0.0589629,0.0242224,16.6438,0.53507,-1.57383,-0.00371882,-0.00304378,0.0589629,
