time,0_rod(payload_bars compound_jI9Z3N).X,0_rod(payload_bars compound_jI9Z3N).Y,0_rod(payload_bars compound_jI9Z3N).Z,0_rod(payload_bars compound_jI9Z3N).Euler1,0_rod(payload_bars compound_jI9Z3N).Euler2,0_rod(payload_bars compound_jI9Z3N).Euler3,0_rod(payload_bars compound_jI9Z3N).mass,1_rod(payload_bars compound_jI9Z3N).X,1_rod(payload_bars compound_jI9Z3N).Y,1_rod(payload_bars compound_jI9Z3N).Z,1_rod(payload_bars compound_jI9Z3N).Euler1,1_rod(payload_bars compound_jI9Z3N).Euler2,1_rod(payload_bars compound_jI9Z3N).Euler3,1_rod(payload_bars compound_jI9Z3N).mass,2_rod(payload_bars compound_jI9Z3N).X,2_rod(payload_bars compound_jI9Z3N).Y,2_rod(payload_bars compound_jI9Z3N).Z,2_rod(payload_bars compound_jI9Z3N).Euler1,2_rod(payload_bars compound_jI9Z3N).Euler2,2_rod(payload_bars compound_jI9Z3N).Euler3,2_rod(payload_bars compound_jI9Z3N).mass,3_rod(payload_bars compound_jI9Z3N).X,3_rod(payload_bars compound_jI9Z3N).Y,3_rod(payload_bars compound_jI9Z3N).Z,3_rod(payload_bars compound_jI9Z3N).Euler1,3_rod(payload_bars compound_jI9Z3N).Euler2,3_rod(payload_bars compound_jI9Z3N).Euler3,3_rod(payload_bars compound_jI9Z3N).mass,4_rod(sense_bar compound_jI9Z3N).X,4_rod(sense_bar compound_jI9Z3N).Y,4_rod(sense_bar compound_jI9Z3N).Z,4_rod(sense_bar compound_jI9Z3N).Euler1,4_rod(sense_bar compound_jI9Z3N).Euler2,4_rod(sense_bar compound_jI9Z3N).Euler3,4_rod(sense_bar compound_jI9Z3N).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.2827,-0.674757,10.3428,-1.15517,0.100547,0.0653104,1.28242,0.24652,-0.674757,10.3428,-1.15517,0.100547,0.0653104,1.28242,0.24652,-0.674757,10.3428,-1.15517,0.100547,0.0653104,1.28242,0.24652,-0.674757,10.3428,-1.15517,0.100547,0.0653104,1.28242,0.24652,-0.674757,10.3428,-1.15517,0.100547,0.0653104,1.28242,0.24652,-1.39966,10.2594,-1.12216,0.0662735,0.089799,-1.06758,0.0592915,0.0744062,10.4099,-1.22398,0.162783,0.0358668,-1.06151,0.0592915,-0.74408,10.6896,-1.8214,0.123578,0.0757325,0.499648,0.0592915,-0.58013,9.979,-0.525566,0.106205,0.0438964,0.497871,0.0592915,-0.608539,9.68364,-1.52947,-1.69743,1.27711,-0.238508,0.0592915,-0.716039,10.9845,-0.817359,-1.66955,1.23606,-0.211279,0.0592915,
1.2928,-0.697952,10.4629,-1.19409,0.0826315,0.0673446,1.1168,0.24652,-0.697952,10.4629,-1.19409,0.0826315,0.0673446,1.1168,0.24652,-0.697952,10.4629,-1.19409,0.0826315,0.0673446,1.1168,0.24652,-0.697952,10.4629,-1.19409,0.0826315,0.0673446,1.1168,0.24652,-0.697952,10.4629,-1.19409,0.0826315,0.0673446,1.1168,0.24652,-1.42396,10.3889,-1.15693,0.114096,0.0631226,-1.2356,0.0592915,0.0524991,10.5131,-1.26456,0.0858349,0.072779,-1.23751,0.0592915,-0.757341,10.6899,-1.91086,0.116201,0.118474,0.328225,0.0592915,-0.612895,10.2123,-0.510913,0.125776,0.146338,0.32931,0.0592915,-0.631912,9.74862,-1.44966,-1.61376,1.05197,-0.146119,0.0592915,-0.738973,11.1533,-0.971135,-1.66961,1.18879,-0.195785,0.0592915,
1.3029,-0.721205,10.5726,-1.23364,0.0642207,0.067439,0.946131,0.24652,-0.721205,10.5726,-1.23364,0.0642207,0.067439,0.946131,0.24652,-0.721205,10.5726,-1.23364,0.0642207,0.067439,0.946131,0.24652,-0.721205,10.5726,-1.23364,0.0642207,0.067439,0.946131,0.24652,-0.721205,10.5726,-1.23364,0.0642207,0.067439,0.946131,0.24652,-1.44767,10.5092,-1.19286,0.124722,0.0650104,-1.40593,0.0592915,0.0301317,10.6063,-1.30231,0.0231721,0.0811389,-1.41336,0.0592915,-0.770464,10.6741,-1.97933,0.0734171,0.0215516,0.154025,0.0592915,-0.645894,10.4419,-0.516041,0.0769371,0.0442184,0.154047,0.0592915,-0.657028,9.82527,-1.3627,-1.61031,0.96053,-0.128373,0.0592915,-0.759964,11.2906,-1.13231,-1.60588,0.934655,-0.124083,0.0592915,
1.313,-0.744293,10.6719,-1.273,0.0475204,0.0664141,0.769326,0.24652,-0.744293,10.6719,-1.273,0.0475204,0.0664141,0.769326,0.24652,-0.744293,10.6719,-1.273,0.0475204,0.0664141,0.769326,0.24652,-0.744293,10.6719,-1.273,0.0475204,0.0664141,0.769326,0.24652,-0.744293,10.6719,-1.273,0.0475204,0.0664141,0.769326,0.24652,-1.47191,10.6206,-1.23167,0.0266644,0.0719549,-1.58323,0.0592915,0.00810905,10.6899,-1.33738,0.0708204,0.0725312,-1.58004,0.0592915,-0.784293,10.6457,-2.02567,0.0638835,0.00275165,-0.0175844,0.0592915,-0.678484,10.6644,-0.543432,0.0644652,-0.0281751,-0.0178809,0.0592915,-0.684041,9.91286,-1.27287,-1.59793,0.806846,-0.102861,0.0592915,-0.779247,11.3971,-1.29685,-1.58277,0.68505,-0.0918315,0.0592915,
1.3231,-0.767414,10.7608,-1.31315,0.0298728,0.0617943,0.594818,0.24652,-0.767414,10.7608,-1.31315,0.0298728,0.0617943,0.594818,0.24652,-0.767414,10.7608,-1.31315,0.0298728,0.0617943,0.594818,0.24652,-0.767414,10.7608,-1.31315,0.0298728,0.0617943,0.594818,0.24652,-0.767414,10.7608,-1.31315,0.0298728,0.0617943,0.594818,0.24652,-1.4958,10.7214,-1.27295,0.00616887,0.0622763,-1.75513,0.0592915,-0.0142707,10.7642,-1.36953,0.0991518,0.078983,-1.74857,0.0592915,-0.79932,10.6074,-2.05099,0.0374407,0.103272,-0.190362,0.0592915,-0.709801,10.8775,-0.59157,0.0399047,0.0904589,-0.190522,0.0592915,-0.712834,10.0132,-1.18215,-1.58178,0.550328,-0.0763996,0.0592915,-0.796685,11.4718,-1.45968,-1.58988,0.627972,-0.0802791,0.0592915,
1.3332,-0.79065,10.8398,-1.35316,0.0133035,0.0518195,0.426024,0.24652,-0.79065,10.8398,-1.35316,0.0133035,0.0518195,0.426024,0.24652,-0.79065,10.8398,-1.35316,0.0133035,0.0518195,0.426024,0.24652,-0.79065,10.8398,-1.35316,0.0133035,0.0518195,0.426024,0.24652,-0.79065,10.8398,-1.35316,0.0133035,0.0518195,0.426024,0.24652,-1.51959,10.8112,-1.31574,0.0632339,0.0767491,-1.92248,0.0592915,-0.0367831,10.8286,-1.39981,0.0128999,0.057987,-1.92586,0.0592915,-0.814969,10.5622,-2.05402,0.0132176,0.0967509,-0.36307,0.0592915,-0.740013,11.0776,-0.661859,0.0038604,0.121163,-0.364308,0.0592915,-0.743086,10.1246,-1.09581,-1.58277,0.401561,-0.0615079,0.0592915,-0.81265,11.5152,-1.61921,-1.58921,0.482162,-0.0634432,0.0592915,
1.3433,-0.813591,10.9082,-1.39326,-0.000645719,0.0400648,0.257028,0.24652,-0.813591,10.9082,-1.39326,-0.000645719,0.0400648,0.257028,0.24652,-0.813591,10.9082,-1.39326,-0.000645719,0.0400648,0.257028,0.24652,-0.813591,10.9082,-1.39326,-0.000645719,0.0400648,0.257028,0.24652,-0.813591,10.9082,-1.39326,-0.000645719,0.0400648,0.257028,0.24652,-1.54332,10.8907,-1.36029,0.0262008,0.0640279,-2.09606,0.0592915,-0.0594701,10.8844,-1.42792,-0.0446816,0.0227902,-2.09916,0.0592915,-0.831999,10.515,-2.03657,0.0422233,-0.00188187,-0.533114,0.0592915,-0.769632,11.2605,-0.751867,0.0396472,0.00247992,-0.53304,0.0592915,-0.774701,10.2473,-1.01766,-1.58876,0.304267,-0.0477,0.0592915,-0.827557,11.5282,-1.77134,-1.58396,0.18962,-0.0458375,0.0592915,
1.3534,-0.836704,10.966,-1.43323,-0.0140744,0.0276173,0.0841084,0.24652,-0.836704,10.966,-1.43323,-0.0140744,0.0276173,0.0841084,0.24652,-0.836704,10.966,-1.43323,-0.0140744,0.0276173,0.0841084,0.24652,-0.836704,10.966,-1.43323,-0.0140744,0.0276173,0.0841084,0.24652,-0.836704,10.966,-1.43323,-0.0140744,0.0276173,0.0841084,0.24652,-1.56662,10.9591,-1.40794,-0.0434142,0.0107726,-2.26943,0.0592915,-0.0823937,10.933,-1.45413,0.0031836,0.0497855,-2.26801,0.0592915,-0.850642,10.4694,-2.00076,0.0272992,0.00272877,-0.70444,0.0592915,-0.797407,11.4222,-0.860969,0.0424537,-0.0150365,-0.705043,0.0592915,-0.807331,10.3786,-0.949922,-1.59045,0.078342,-0.0313572,0.0592915,-0.841174,11.5127,-1.91168,-1.59022,0.0482425,-0.0306586,0.0592915,
1.3635,-0.85968,11.0136,-1.47356,-0.0253661,0.0121624,-0.0894627,0.24652,-0.85968,11.0136,-1.47356,-0.0253661,0.0121624,-0.0894627,0.24652,-0.85968,11.0136,-1.47356,-0.0253661,0.0121624,-0.0894627,0.24652,-0.85968,11.0136,-1.47356,-0.0253661,0.0121624,-0.0894627,0.24652,-0.85968,11.0136,-1.47356,-0.0253661,0.0121624,-0.0894627,0.24652,-1.59022,11.0151,-1.45676,-0.0263804,0.0185938,-2.43969,0.0592915,-0.105449,10.9732,-1.4781,0.0180697,0.0706242,-2.43773,0.0592915,-0.871197,10.4277,-1.94823,-0.0521469,0.054465,-0.878037,0.0592915,-0.823163,11.5602,-0.986454,-0.0509417,0.0534558,-0.878069,0.0592915,-0.841012,10.5174,-0.89659,-1.59675,-0.143519,-0.0146609,0.0592915,-0.85397,11.4712,-2.03754,-1.59932,-0.0179607,-0.013663,0.0592915,
1.3736,-0.88273,11.051,-1.51347,-0.0322826,-0.00647237,-0.259821,0.24652,-0.88273,11.051,-1.51347,-0.0322826,-0.00647237,-0.259821,0.24652,-0.88273,11.051,-1.51347,-0.0322826,-0.00647237,-0.259821,0.24652,-0.88273,11.051,-1.51347,-0.0322826,-0.00647237,-0.259821,0.24652,-0.88273,11.051,-1.51347,-0.0322826,-0.00647237,-0.259821,0.24652,-1.61304,11.0598,-1.50668,-0.00802276,0.0470659,-2.60995,0.0592915,-0.128856,11.0054,-1.50116,-0.0397894,-0.00728339,-2.61057,0.0592915,-0.893407,10.3927,-1.88159,-0.045549,0.0193986,-1.04783,0.0592915,-0.847421,11.6725,-1.1264,-0.0626165,0.0292217,-1.04852,0.0592915,-0.875029,10.6599,-0.860386,-1.60812,-0.236831,0.00374543,0.0592915,-0.866411,11.4053,-2.14742,-1.6089,-0.260207,0.00460523,0.0592915,
1.3837,-0.905655,11.0781,-1.55344,-0.0361662,-0.0251808,-0.428518,0.24652,-0.905655,11.0781,-1.55344,-0.0361662,-0.0251808,-0.428518,0.24652,-0.905655,11.0781,-1.55344,-0.0361662,-0.0251808,-0.428518,0.24652,-0.905655,11.0781,-1.55344,-0.0361662,-0.0251808,-0.428518,0.24652,-0.905655,11.0781,-1.55344,-0.0361662,-0.0251808,-0.428518,0.24652,-1.63621,11.0927,-1.55776,-0.0404016,-0.016355,-2.78139,0.0592915,-0.15248,11.0299,-1.52315,-0.0584196,-0.0636373,-2.78069,0.0592915,-0.917189,10.3666,-1.80356,0.0259135,-0.0314171,-1.21969,0.0592915,-0.87,11.7561,-1.27749,0.0300654,-0.0329313,-1.2198,0.0592915,-0.909142,10.8037,-0.843239,-1.62192,-0.387442,0.0246387,0.0592915,-0.878799,11.3184,-2.2382,-1.62628,-0.504348,0.0273698,0.0592915,
1.3938,-0.928594,11.0944,-1.5929,-0.0389196,-0.0443801,-0.598932,0.24652,-0.928594,11.0944,-1.5929,-0.0389196,-0.0443801,-0.598932,0.24652,-0.928594,11.0944,-1.5929,-0.0389196,-0.0443801,-0.598932,0.24652,-0.928594,11.0944,-1.5929,-0.0389196,-0.0443801,-0.598932,0.24652,-0.928594,11.0944,-1.5929,-0.0389196,-0.0443801,-0.598932,0.24652,-1.65866,11.1128,-1.61026,-0.0499,-0.0698726,-2.95173,0.0592915,-0.17615,11.0479,-1.54521,-0.0383848,-0.0114144,-2.95218,0.0592915,-0.943376,10.3508,-1.71858,-0.00532025,-0.0348135,-1.39008,0.0592915,-0.890782,11.8096,-1.43641,0.0120436,-0.0379644,-1.39102,0.0592915,-0.943265,10.946,-0.846513,-1.64705,-0.643709,0.0544819,0.0592915,-0.891192,11.2151,-2.3083,-1.64319,-0.574406,0.0528325,0.0592915,
1.4039,-0.95162,11.1008,-1.63236,-0.0376636,-0.0644284,-0.771416,0.24652,-0.95162,11.1008,-1.63236,-0.0376636,-0.0644284,-0.771416,0.24652,-0.95162,11.1008,-1.63236,-0.0376636,-0.0644284,-0.771416,0.24652,-0.95162,11.1008,-1.63236,-0.0376636,-0.0644284,-0.771416,0.24652,-0.95162,11.1008,-1.63236,-0.0376636,-0.0644284,-0.771416,0.24652,-1.68135,11.1202,-1.66247,-0.0421824,-0.0331041,-3.12272,0.0592915,-0.200341,11.0586,-1.56693,-0.0413606,0.00259558,-3.12275,0.0592915,-0.971031,10.3468,-1.62976,-0.0861923,-0.0483582,-1.55755,0.0592915,-0.909062,11.8318,-1.59915,-0.0878794,-0.0483499,-1.55775,0.0592915,-0.97698,11.0817,-0.871729,-1.67859,-0.800976,0.0922193,0.0592915,-0.903908,11.0976,-2.35712,-1.66875,-0.710747,0.0864056,0.0592915,
1.414,-0.974454,11.0971,-1.67153,-0.0312193,-0.083905,-0.94343,0.24652,-0.974454,11.0971,-1.67153,-0.0312193,-0.083905,-0.94343,0.24652,-0.974454,11.0971,-1.67153,-0.0312193,-0.083905,-0.94343,0.24652,-0.974454,11.0971,-1.67153,-0.0312193,-0.083905,-0.94343,0.24652,-0.974454,11.0971,-1.67153,-0.0312193,-0.083905,-0.94343,0.24652,-1.70358,11.1158,-1.71451,-0.0441236,-0.0418276,2.99,0.0592915,-0.224393,11.0616,-1.58879,-0.0366348,-0.0905765,2.98951,0.0592915,-1.0007,10.3546,-1.5409,-0.047133,-0.070588,-1.73007,0.0592915,-0.926433,11.8228,-1.76252,-0.0608917,-0.072781,-1.72911,0.0592915,-1.00987,11.2074,-0.9192,-1.71147,-0.887111,0.134112,0.0592915,-0.917736,10.9695,-2.38432,-1.73792,-0.990245,0.15603,0.0592915,
1.4241,-0.997485,11.083,-1.71028,-0.0223662,-0.10203,-1.11378,0.24652,-0.997485,11.083,-1.71028,-0.0223662,-0.10203,-1.11378,0.24652,-0.997485,11.083,-1.71028,-0.0223662,-0.10203,-1.11378,0.24652,-0.997485,11.083,-1.71028,-0.0223662,-0.10203,-1.11378,0.24652,-0.997485,11.083,-1.71028,-0.0223662,-0.10203,-1.11378,0.24652,-1.72563,11.0989,-1.76659,-0.0240544,-0.118902,2.81755,0.0592915,-0.249115,11.0572,-1.61193,-0.0169018,-0.14036,2.81661,0.0592915,-1.03129,10.3739,-1.45536,0.0291788,-0.0676388,-1.90653,0.0592915,-0.941899,11.7822,-1.92301,0.0366365,-0.065019,-1.90723,0.0592915,-1.04148,11.3203,-0.988161,-1.8013,-1.09344,0.226951,0.0592915,-0.932512,10.8354,-2.39001,-1.83282,-1.14534,0.256232,0.0592915,
1.4342,-1.02033,11.0586,-1.7485,-0.0119079,-0.119263,-1.28466,0.24652,-1.02033,11.0586,-1.7485,-0.0119079,-0.119263,-1.28466,0.24652,-1.02033,11.0586,-1.7485,-0.0119079,-0.119263,-1.28466,0.24652,-1.02033,11.0586,-1.7485,-0.0119079,-0.119263,-1.28466,0.24652,-1.02033,11.0586,-1.7485,-0.0119079,-0.119263,-1.28466,0.24652,-1.74775,11.0691,-1.81737,-0.0143599,-0.127187,2.64568,0.0592915,-0.273244,11.0458,-1.63674,-0.031282,-0.0952143,2.64757,0.0592915,-1.06405,10.4038,-1.37699,-0.000301249,-0.0954166,-2.07569,0.0592915,-0.956309,11.711,-2.07665,0.0125801,-0.0883168,-2.07701,0.0592915,-1.07209,11.4165,-1.07873,-2.07081,-1.31396,0.498043,0.0592915,-0.948487,10.6992,-2.37558,-1.90963,-1.20163,0.344976,0.0592915,
1.4443,-1.04341,11.0246,-1.78658,0.00278407,-0.134801,-1.458,0.24652,-1.04341,11.0246,-1.78658,0.00278407,-0.134801,-1.458,0.24652,-1.04341,11.0246,-1.78658,0.00278407,-0.134801,-1.458,0.24652,-1.04341,11.0246,-1.78658,0.00278407,-0.134801,-1.458,0.24652,-1.04341,11.0246,-1.78658,0.00278407,-0.134801,-1.458,0.24652,-1.76943,11.0272,-1.86664,-0.0310606,-0.100509,2.47702,0.0592915,-0.298273,11.0264,-1.66354,-0.0405858,-0.0883745,2.47791,0.0592915,-1.09739,10.4427,-1.30972,-0.0461053,-0.15338,-2.24042,0.0592915,-0.968851,11.6111,-2.21999,-0.04786,-0.154775,-2.24051,0.0592915,-1.10115,11.4913,-1.18787,-2.42963,-1.39055,0.866291,0.0592915,-0.965862,10.5627,-2.3419,-2.38493,-1.38208,0.823244,0.0592915,
1.4544,-1.06624,10.9804,-1.82444,0.0207668,-0.146247,-1.63222,0.24652,-1.06624,10.9804,-1.82444,0.0207668,-0.146247,-1.63222,0.24652,-1.06624,10.9804,-1.82444,0.0207668,-0.146247,-1.63222,0.24652,-1.06624,10.9804,-1.82444,0.0207668,-0.146247,-1.63222,0.24652,-1.06624,10.9804,-1.82444,0.0207668,-0.146247,-1.63222,0.24652,-1.79141,10.9739,-1.91452,0.00351672,-0.139671,2.30244,0.0592915,-0.322703,10.9989,-1.69171,0.0173885,-0.152076,2.30042,0.0592915,-1.13181,10.4886,-1.25633,0.00505531,-0.140221,-2.41811,0.0592915,-0.981362,11.4842,-2.34985,-0.0010381,-0.147032,-2.41723,0.0592915,-1.12842,11.5423,-1.31458,3.09014,-1.42024,1.63844,0.0592915,-0.985294,10.4301,-2.29121,2.42138,-1.36828,2.29836,0.0592915,
1.4645,-1.08932,10.9263,-1.86156,0.0398768,-0.155288,-1.80522,0.24652,-1.08932,10.9263,-1.86156,0.0398768,-0.155288,-1.80522,0.24652,-1.08932,10.9263,-1.86156,0.0398768,-0.155288,-1.80522,0.24652,-1.08932,10.9263,-1.86156,0.0398768,-0.155288,-1.80522,0.24652,-1.08932,10.9263,-1.86156,0.0398768,-0.155288,-1.80522,0.24652,-1.81279,10.9085,-1.96055,0.0569342,-0.173895,2.12347,0.0592915,-0.347862,10.9627,-1.72283,0.0680324,-0.180572,2.12151,0.0592915,-1.16634,10.5388,-1.21904,0.0584612,-0.0951039,-2.59554,0.0592915,-0.993018,11.3326,-2.46407,0.0628913,-0.0878078,-2.59621,0.0592915,-1.15369,11.5675,-1.4562,2.14728,-1.26628,2.58066,0.0592915,-1.00629,10.304,-2.22711,2.20463,-1.2896,2.52656,0.0592915,
1.4746,-1.1123,10.8622,-1.8984,0.0601944,-0.162376,-1.9781,0.24652,-1.1123,10.8622,-1.8984,0.0601944,-0.162376,-1.9781,0.24652,-1.1123,10.8622,-1.8984,0.0601944,-0.162376,-1.9781,0.24652,-1.1123,10.8622,-1.8984,0.0601944,-0.162376,-1.9781,0.24652,-1.1123,10.8622,-1.8984,0.0601944,-0.162376,-1.9781,0.24652,-1.83478,10.8319,-2.00372,0.0367504,-0.159319,1.9562,0.0592915,-0.372191,10.9179,-1.7571,0.0336889,-0.157712,1.95668,0.0592915,-1.20164,10.5906,-1.20055,0.0501131,-0.145705,-2.76602,0.0592915,-1.00446,11.1593,-2.55982,0.0550725,-0.13323,-2.76688,0.0592915,-1.17738,11.5636,-1.60968,1.95779,-1.09025,2.77472,0.0592915,-1.02902,10.1867,-2.1517,2.06705,-1.19178,2.67592,0.0592915,
1.4847,-1.13534,10.7886,-1.93527,0.082486,-0.165029,-2.15258,0.24652,-1.13534,10.7886,-1.93527,0.082486,-0.165029,-2.15258,0.24652,-1.13534,10.7886,-1.93527,0.082486,-0.165029,-2.15258,0.24652,-1.13534,10.7886,-1.93527,0.082486,-0.165029,-2.15258,0.24652,-1.13534,10.7886,-1.93527,0.082486,-0.165029,-2.15258,0.24652,-1.8563,10.7444,-2.04431,0.0338363,-0.160124,1.78624,0.0592915,-0.397164,10.8634,-1.79431,0.0182399,-0.156846,1.7887,0.0592915,-1.23662,10.6401,-1.20265,0.0564798,-0.211755,-2.93734,0.0592915,-1.01562,10.968,-2.6358,0.0560445,-0.213869,-2.93744,0.0592915,-1.19923,11.5291,-1.77039,1.92111,-0.999921,2.825,0.0592915,-1.0537,10.0789,-2.06774,1.88893,-0.939003,2.85232,0.0592915,
1.4948,-1.1584,10.705,-1.97165,0.104648,-0.162495,-2.32753,0.24652,-1.1584,10.705,-1.97165,0.104648,-0.162495,-2.32753,0.24652,-1.1584,10.705,-1.97165,0.104648,-0.162495,-2.32753,0.24652,-1.1584,10.705,-1.97165,0.104648,-0.162495,-2.32753,0.24652,-1.1584,10.705,-1.97165,0.104648,-0.162495,-2.32753,0.24652,-1.87816,10.6464,-2.08289,0.114538,-0.169464,1.60254,0.0592915,-0.421585,10.7993,-1.83397,0.103169,-0.169172,1.60445,0.0592915,-1.27104,10.684,-1.22613,0.0888732,-0.158299,-3.11334,0.0592915,-1.02762,10.7621,-2.69059,0.088695,-0.164268,-3.11352,0.0592915,-1.21894,11.463,-1.93627,1.85958,-0.824528,2.89258,0.0592915,-1.08039,9.9831,-1.98002,1.83156,-0.739868,2.91302,0.0592915,
1.5049,-1.1815,10.6118,-2.00764,0.126013,-0.157418,-2.50133,0.24652,-1.1815,10.6118,-2.00764,0.126013,-0.157418,-2.50133,0.24652,-1.1815,10.6118,-2.00764,0.126013,-0.157418,-2.50133,0.24652,-1.1815,10.6118,-2.00764,0.126013,-0.157418,-2.50133,0.24652,-1.1815,10.6118,-2.00764,0.126013,-0.157418,-2.50133,0.24652,-1.89987,10.5385,-2.11849,0.143527,-0.162007,1.42736,0.0592915,-0.446292,10.7248,-1.87687,0.164577,-0.158799,1.42401,0.0592915,-1.30472,10.7187,-1.27125,0.101593,-0.0987527,2.99686,0.0592915,-1.04035,10.5448,-2.72382,0.100383,-0.0904732,2.99688,0.0592915,-1.23688,11.365,-2.1034,1.80676,-0.584237,2.94554,0.0592915,-1.10858,9.89822,-1.89236,1.82941,-0.669927,2.93297,0.0592915,
1.515,-1.20468,10.5089,-2.04361,0.147436,-0.149646,-2.67452,0.24652,-1.20468,10.5089,-2.04361,0.147436,-0.149646,-2.67452,0.24652,-1.20468,10.5089,-2.04361,0.147436,-0.149646,-2.67452,0.24652,-1.20468,10.5089,-2.04361,0.147436,-0.149646,-2.67452,0.24652,-1.20468,10.5089,-2.04361,0.147436,-0.149646,-2.67452,0.24652,-1.92197,10.4212,-2.15099,0.104593,-0.169233,1.26327,0.0592915,-0.470295,10.6389,-1.92317,0.124936,-0.162574,1.2599,0.0592915,-1.33761,10.7404,-1.33817,0.13231,-0.154013,2.82179,0.0592915,-1.05371,10.32,-2.7357,0.1282,-0.141743,2.82213,0.0592915,-1.25347,11.2349,-2.26709,1.79384,-0.446562,2.97081,0.0592915,-1.13823,9.82533,-1.80745,1.80478,-0.498406,2.96653,0.0592915,
1.5251,-1.22774,10.3962,-2.07969,0.166704,-0.137149,-2.84779,0.24652,-1.22774,10.3962,-2.07969,0.166704,-0.137149,-2.84779,0.24652,-1.22774,10.3962,-2.07969,0.166704,-0.137149,-2.84779,0.24652,-1.22774,10.3962,-2.07969,0.166704,-0.137149,-2.84779,0.24652,-1.22774,10.3962,-2.07969,0.166704,-0.137149,-2.84779,0.24652,-1.9442,10.2949,-2.18096,0.139913,-0.157215,1.08722,0.0592915,-0.494474,10.5418,-1.97206,0.112995,-0.171307,1.09162,0.0592915,-1.3692,10.7452,-1.42606,0.176882,-0.188453,2.64422,0.0592915,-1.06831,10.0918,-2.72699,0.177888,-0.190261,2.64397,0.0592915,-1.26874,11.0742,-2.42369,1.78851,-0.333126,2.99228,0.0592915,-1.16947,9.76288,-1.72875,1.77389,-0.232972,2.99709,0.0592915,
1.5352,-1.25102,10.2741,-2.11545,0.182828,-0.120708,-3.02067,0.24652,-1.25102,10.2741,-2.11545,0.182828,-0.120708,-3.02067,0.24652,-1.25102,10.2741,-2.11545,0.182828,-0.120708,-3.02067,0.24652,-1.25102,10.2741,-2.11545,0.182828,-0.120708,-3.02067,0.24652,-1.25102,10.2741,-2.11545,0.182828,-0.120708,-3.02067,0.24652,-1.9664,10.1594,-2.20877,0.208585,-0.109438,0.907693,0.0592915,-0.518261,10.4329,-2.02305,0.18621,-0.126715,0.910329,0.0592915,-1.39908,10.7298,-1.53282,0.161406,-0.119039,2.4766,0.0592915,-1.08457,9.86294,-2.69909,0.16443,-0.122878,2.47591,0.0592915,-1.28241,10.8834,-2.57074,1.77113,-0.111604,3.0154,0.0592915,-1.20182,9.70949,-1.66129,1.76955,-0.0937519,3.01621,0.0592915,
1.5453,-1.2742,10.1423,-2.15111,0.196693,-0.102773,3.09056,0.24652,-1.2742,10.1423,-2.15111,0.196693,-0.102773,3.09056,0.24652,-1.2742,10.1423,-2.15111,0.196693,-0.102773,3.09056,0.24652,-1.2742,10.1423,-2.15111,0.196693,-0.102773,3.09056,0.24652,-1.2742,10.1423,-2.15111,0.196693,-0.102773,3.09056,0.24652,-1.98905,10.0162,-2.23453,0.199269,-0.110267,0.738444,0.0592915,-0.541982,10.3119,-2.07668,0.224922,-0.0818333,0.735984,0.0592915,-1.42732,10.6913,-1.6572,0.14269,-0.0749888,2.30698,0.0592915,-1.10257,9.63711,-2.65368,0.136242,-0.069146,2.30743,0.0592915,-1.29536,10.6649,-2.70433,1.76147,0.0961396,3.03444,0.0592915,-1.23488,9.6627,-1.60699,1.77298,-0.00416752,3.03573,0.0592915,
1.5554,-1.29747,10.0008,-2.18716,0.208651,-0.0824414,2.91925,0.24652,-1.29747,10.0008,-2.18716,0.208651,-0.0824414,2.91925,0.24652,-1.29747,10.0008,-2.18716,0.208651,-0.0824414,2.91925,0.24652,-1.29747,10.0008,-2.18716,0.208651,-0.0824414,2.91925,0.24652,-1.29747,10.0008,-2.18716,0.208651,-0.0824414,2.91925,0.24652,-2.01182,9.8654,-2.25796,0.183056,-0.132655,0.570093,0.0592915,-0.56504,10.1774,-2.1319,0.199922,-0.106269,0.568081,0.0592915,-1.45408,10.6266,-1.79611,0.208222,-0.100639,2.13028,0.0592915,-1.12199,9.41644,-2.59364,0.19758,-0.0940018,2.1311,0.0592915,-1.30795,10.4217,-2.82129,1.76545,0.204089,3.05486,0.0592915,-1.26851,9.62118,-1.56857,1.76442,0.222695,3.05526,0.0592915,
