time,0_rod(payload_bars compound_qUAOXr).X,0_rod(payload_bars compound_qUAOXr).Y,0_rod(payload_bars compound_qUAOXr).Z,0_rod(payload_bars compound_qUAOXr).Euler1,0_rod(payload_bars compound_qUAOXr).Euler2,0_rod(payload_bars compound_qUAOXr).Euler3,0_rod(payload_bars compound_qUAOXr).mass,1_rod(payload_bars compound_qUAOXr).X,1_rod(payload_bars compound_qUAOXr).Y,1_rod(payload_bars compound_qUAOXr).Z,1_rod(payload_bars compound_qUAOXr).Euler1,1_rod(payload_bars compound_qUAOXr).Euler2,1_rod(payload_bars compound_qUAOXr).Euler3,1_rod(payload_bars compound_qUAOXr).mass,2_rod(payload_bars compound_qUAOXr).X,2_rod(payload_bars compound_qUAOXr).Y,2_rod(payload_bars compound_qUAOXr).Z,2_rod(payload_bars compound_qUAOXr).Euler1,2_rod(payload_bars compound_qUAOXr).Euler2,2_rod(payload_bars compound_qUAOXr).Euler3,2_rod(payload_bars compound_qUAOXr).mass,3_rod(payload_bars compound_qUAOXr).X,3_rod(payload_bars compound_qUAOXr).Y,3_rod(payload_bars compound_qUAOXr).Z,3_rod(payload_bars compound_qUAOXr).Euler1,3_rod(payload_bars compound_qUAOXr).Euler2,3_rod(payload_bars compound_qUAOXr).Euler3,3_rod(payload_bars compound_qUAOXr).mass,4_rod(payload_bars compound_qUAOXr).X,4_rod(payload_bars compound_qUAOXr).Y,4_rod(payload_bars compound_qUAOXr).Z,4_rod(payload_bars compound_qUAOXr).Euler1,4_rod(payload_bars compound_qUAOXr).Euler2,4_rod(payload_bars compound_qUAOXr).Euler3,4_rod(payload_bars compound_qUAOXr).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.2525,0.0443258,6.98952,-0.02307,-2.53833,0.646391,0.537888,0.256021,0.0443258,6.98952,-0.02307,-2.53833,0.646391,0.537888,0.256021,0.0443258,6.98952,-0.02307,-2.53833,0.646391,0.537888,0.256021,0.0443258,6.98952,-0.02307,-2.53833,0.646391,0.537888,0.256021,0.0443258,6.98952,-0.02307,-2.53833,0.646391,0.537888,0.256021,0.483033,6.8753,0.414305,-2.40512,0.756729,-2.35237,0.0199491,-0.507457,6.48469,-0.347747,-2.49997,-0.491119,-2.14559,0.0199491,-0.315838,6.63424,-0.176031,-1.99423,0.18598,-0.726234,0.0199491,0.14272,6.55974,0.203999,2.83511,0.628258,-1.51477,0.0199491,-0.315115,6.90525,0.341398,2.13221,-0.473216,-0.955108,0.0199645,0.0874735,6.29728,0.0480403,2.59256,-0.536867,-0.973226,0.0199491,
0.2626,0.0353821,6.73341,-0.034539,-2.48245,0.536205,0.560393,0.256021,0.0353821,6.73341,-0.034539,-2.48245,0.536205,0.560393,0.256021,0.0353821,6.73341,-0.034539,-2.48245,0.536205,0.560393,0.256021,0.0353821,6.73341,-0.034539,-2.48245,0.536205,0.560393,0.256021,0.0353821,6.73341,-0.034539,-2.48245,0.536205,0.560393,0.256021,0.511383,6.67269,0.373775,-2.36348,0.640685,-2.34913,0.0199491,-0.509177,6.17847,-0.272943,-2.49725,-0.621456,-2.103,0.0199491,-0.31282,6.35034,-0.135305,-1.94284,0.076428,-0.772388,0.0199491,0.168341,6.32558,0.21393,2.89815,0.578694,-1.4217,0.0199491,-0.290855,6.6616,0.364035,2.14996,-0.4691,-0.845599,0.0199645,0.122709,6.04959,0.0876444,2.57264,-0.574791,-0.831815,0.0199491,
0.2727,0.0262987,6.46556,-0.0460532,-2.43043,0.428582,0.588569,0.256021,0.0262987,6.46556,-0.0460532,-2.43043,0.428582,0.588569,0.256021,0.0262987,6.46556,-0.0460532,-2.43043,0.428582,0.588569,0.256021,0.0262987,6.46556,-0.0460532,-2.43043,0.428582,0.588569,0.256021,0.0262987,6.46556,-0.0460532,-2.43043,0.428582,0.588569,0.256021,0.530263,6.45819,0.332202,-2.31643,0.530705,-2.33371,0.0199491,-0.503063,5.86878,-0.19612,-2.48823,-0.741648,-2.05725,0.0199491,-0.306629,6.06034,-0.09366,-1.89098,-0.0290646,-0.81725,0.0199491,0.192853,6.08496,0.224182,2.9876,0.53082,-1.31037,0.0199491,-0.26716,6.41122,0.382941,2.17959,-0.472255,-0.751055,0.0199645,0.159871,5.79868,0.129348,2.5303,-0.581102,-0.679143,0.0199491,
0.2828,0.0177417,6.18595,-0.0569318,-2.37588,0.325631,0.619954,0.256021,0.0177417,6.18595,-0.0569318,-2.37588,0.325631,0.619954,0.256021,0.0177417,6.18595,-0.0569318,-2.37588,0.325631,0.619954,0.256021,0.0177417,6.18595,-0.0569318,-2.37588,0.325631,0.619954,0.256021,0.0177417,6.18595,-0.0569318,-2.37588,0.325631,0.619954,0.256021,0.542772,6.23314,0.288462,-2.28389,0.408838,-2.32254,0.0199491,-0.487455,5.55893,-0.116944,-2.53505,-0.843915,-1.95965,0.0199491,-0.297205,5.76443,-0.0502568,-1.84734,-0.132287,-0.844015,0.0199491,0.21117,5.83316,0.232537,3.09493,0.452763,-1.17235,0.0199491,-0.247048,6.15753,0.391003,2.16939,-0.437215,-0.64027,0.0199645,0.193705,5.54129,0.173697,2.46318,-0.567914,-0.501936,0.0199491,
0.2929,0.009648,5.89426,-0.0673878,-2.32556,0.220346,0.654069,0.256021,0.009648,5.89426,-0.0673878,-2.32556,0.220346,0.654069,0.256021,0.009648,5.89426,-0.0673878,-2.32556,0.220346,0.654069,0.256021,0.009648,5.89426,-0.0673878,-2.32556,0.220346,0.654069,0.256021,0.009648,5.89426,-0.0673878,-2.32556,0.220346,0.654069,0.256021,0.548298,5.99554,0.243576,-2.23519,0.300431,-2.29944,0.0199491,-0.47005,5.24652,-0.0377148,-2.54443,-0.931199,-1.88398,0.0199491,-0.286104,5.46369,-0.0034508,-1.8026,-0.239503,-0.867913,0.0199491,0.229156,5.57474,0.241444,-3.10615,0.378773,-1.04666,0.0199491,-0.231397,5.90036,0.394538,2.16602,-0.381483,-0.533668,0.0199645,0.229896,5.28057,0.214292,2.42392,-0.535674,-0.354651,0.0199491,
0.303,0.00166958,5.59083,-0.0771109,-2.27934,0.113141,0.68658,0.256021,0.00166958,5.59083,-0.0771109,-2.27934,0.113141,0.68658,0.256021,0.00166958,5.59083,-0.0771109,-2.27934,0.113141,0.68658,0.256021,0.00166958,5.59083,-0.0771109,-2.27934,0.113141,0.68658,0.256021,0.00166958,5.59083,-0.0771109,-2.27934,0.113141,0.68658,0.256021,0.548934,5.74394,0.194988,-2.18717,0.192668,-2.28078,0.0199491,-0.447724,4.93232,0.0418519,-2.55582,-1.0193,-1.80733,0.0199491,-0.271777,5.15792,0.0438571,-1.75402,-0.349098,-0.894468,0.0199491,0.24483,5.31027,0.251653,-3.07,0.34983,-0.955482,0.0199491,-0.217887,5.63524,0.393268,2.16913,-0.320324,-0.430113,0.0199645,0.265803,5.01681,0.251851,2.40299,-0.503646,-0.22349,0.0199491,
0.3131,-0.00631958,5.27598,-0.0856146,-2.23556,0.00551362,0.717179,0.256021,-0.00631958,5.27598,-0.0856146,-2.23556,0.00551362,0.717179,0.256021,-0.00631958,5.27598,-0.0856146,-2.23556,0.00551362,0.717179,0.256021,-0.00631958,5.27598,-0.0856146,-2.23556,0.00551362,0.717179,0.256021,-0.00631958,5.27598,-0.0856146,-2.23556,0.00551362,0.717179,0.256021,0.544919,5.4777,0.143657,-2.14449,0.080829,-2.25968,0.0199491,-0.420837,4.61669,0.121081,-2.6098,-1.10657,-1.69069,0.0199491,-0.254577,4.84704,0.090605,-1.69895,-0.45841,-0.924881,0.0199491,0.259681,5.03841,0.259193,-3.02686,0.319225,-0.861902,0.0199491,-0.207474,5.36024,0.387497,2.18149,-0.258206,-0.330593,0.0199645,0.302991,4.74967,0.284577,2.38185,-0.47632,-0.0922375,0.0199491,
0.3232,-0.0140245,4.94982,-0.0929005,-2.19278,-0.101947,0.745127,0.256021,-0.0140245,4.94982,-0.0929005,-2.19278,-0.101947,0.745127,0.256021,-0.0140245,4.94982,-0.0929005,-2.19278,-0.101947,0.745127,0.256021,-0.0140245,4.94982,-0.0929005,-2.19278,-0.101947,0.745127,0.256021,-0.0140245,4.94982,-0.0929005,-2.19278,-0.101947,0.745127,0.256021,0.53582,5.19711,0.0896486,-2.10141,-0.0296787,-2.24119,0.0199491,-0.389718,4.29968,0.198841,-2.69977,-1.18828,-1.5375,0.0199491,-0.235035,4.53143,0.13679,-1.63684,-0.565381,-0.961378,0.0199491,0.272535,4.75878,0.264669,-2.98612,0.293907,-0.77124,0.0199491,-0.199632,5.07457,0.377578,2.20264,-0.194708,-0.233557,0.0199645,0.339609,4.47805,0.312594,2.36708,-0.443239,0.0357915,0.0199491,
0.3333,-0.0217123,4.61276,-0.0983928,-2.15203,-0.210704,0.772004,0.256021,-0.0217123,4.61276,-0.0983928,-2.15203,-0.210704,0.772004,0.256021,-0.0217123,4.61276,-0.0983928,-2.15203,-0.210704,0.772004,0.256021,-0.0217123,4.61276,-0.0983928,-2.15203,-0.210704,0.772004,0.256021,-0.0217123,4.61276,-0.0983928,-2.15203,-0.210704,0.772004,0.256021,0.522735,4.90082,0.0340337,-2.06291,-0.144137,-2.22455,0.0199491,-0.353205,3.98095,0.273337,-2.89301,-1.25628,-1.28071,0.0199491,-0.211733,4.20942,0.179356,-1.56034,-0.674212,-1.00869,0.0199491,0.284412,4.47033,0.265755,-2.93818,0.261451,-0.677425,0.0199491,-0.195742,4.77812,0.363784,2.23126,-0.131364,-0.137721,0.0199645,0.375773,4.20134,0.334351,2.35946,-0.397818,0.16091,0.0199491,
0.3434,-0.0288751,4.26471,-0.102576,-2.11132,-0.319617,0.797752,0.256021,-0.0288751,4.26471,-0.102576,-2.11132,-0.319617,0.797752,0.256021,-0.0288751,4.26471,-0.102576,-2.11132,-0.319617,0.797752,0.256021,-0.0288751,4.26471,-0.102576,-2.11132,-0.319617,0.797752,0.256021,-0.0288751,4.26471,-0.102576,-2.11132,-0.319617,0.797752,0.256021,0.505167,4.58937,-0.0226432,-2.02144,-0.256841,-2.20997,0.0199491,-0.31369,3.66101,0.345004,3.10285,-1.30215,-0.927836,0.0199491,-0.186675,3.88226,0.220167,-1.4702,-0.778344,-1.0704,0.0199491,0.293318,4.17339,0.264547,-2.89204,0.237716,-0.588129,0.0199491,-0.194097,4.46999,0.347133,2.26866,-0.0782526,-0.0426888,0.0199645,0.41014,3.91876,0.350109,2.35994,-0.35608,0.282366,0.0199491,
0.3535,-0.0353753,3.90557,-0.105033,-2.07236,-0.42881,0.822257,0.256021,-0.0353753,3.90557,-0.105033,-2.07236,-0.42881,0.822257,0.256021,-0.0353753,3.90557,-0.105033,-2.07236,-0.42881,0.822257,0.256021,-0.0353753,3.90557,-0.105033,-2.07236,-0.42881,0.822257,0.256021,-0.0353753,3.90557,-0.105033,-2.07236,-0.42881,0.822257,0.256021,0.484217,4.26106,-0.0794243,-1.97795,-0.367712,-2.19658,0.0199491,-0.273021,3.33991,0.411961,2.75279,-1.30388,-0.509151,0.0199491,-0.160556,3.54947,0.258327,-1.3589,-0.881376,-1.15038,0.0199491,0.301606,3.8686,0.258453,-2.83115,0.184665,-0.494163,0.0199491,-0.196704,4.14965,0.326005,2.3123,-0.014692,0.0531659,0.0199645,0.442045,3.63381,0.36054,2.38536,-0.275183,0.394137,0.0199491,
0.3636,-0.0409475,3.53582,-0.105947,-2.0326,-0.538697,0.845888,0.256021,-0.0409475,3.53582,-0.105947,-2.0326,-0.538697,0.845888,0.256021,-0.0409475,3.53582,-0.105947,-2.0326,-0.538697,0.845888,0.256021,-0.0409475,3.53582,-0.105947,-2.0326,-0.538697,0.845888,0.256021,-0.0409475,3.53582,-0.105947,-2.0326,-0.538697,0.845888,0.256021,0.460235,3.91649,-0.136776,-1.93749,-0.482415,-2.18793,0.0199491,-0.231706,3.01767,0.47484,2.45673,-1.2816,-0.140658,0.0199491,-0.134225,3.21246,0.294914,-1.22214,-0.97718,-1.25474,0.0199491,0.306798,3.55447,0.249151,-2.77425,0.135914,-0.403507,0.0199491,-0.202362,3.81664,0.301813,2.36525,0.0456003,0.150739,0.0199645,0.470364,3.34026,0.363676,2.40786,-0.216773,0.507844,0.0199491,
0.3737,-0.0455681,3.1558,-0.105333,-1.99171,-0.64911,0.868182,0.256021,-0.0455681,3.1558,-0.105333,-1.99171,-0.64911,0.868182,0.256021,-0.0455681,3.1558,-0.105333,-1.99171,-0.64911,0.868182,0.256021,-0.0455681,3.1558,-0.105333,-1.99171,-0.64911,0.868182,0.256021,-0.0455681,3.1558,-0.105333,-1.99171,-0.64911,0.868182,0.256021,0.433379,3.55591,-0.193379,-1.89369,-0.597175,-2.17641,0.0199491,-0.189619,2.69413,0.532392,2.23059,-1.23211,0.16023,0.0199491,-0.107005,2.87016,0.32829,-1.04012,-1.06365,-1.40197,0.0199491,0.308386,3.22923,0.236734,-2.7236,0.0991298,-0.315668,0.0199491,-0.211132,3.47025,0.275073,2.42678,0.0998686,0.25081,0.0199645,0.494401,3.03694,0.360647,2.44091,-0.160056,0.62055,0.0199491,
0.3838,-0.0491184,2.76552,-0.103101,-1.94849,-0.75881,0.888789,0.256021,-0.0491184,2.76552,-0.103101,-1.94849,-0.75881,0.888789,0.256021,-0.0491184,2.76552,-0.103101,-1.94849,-0.75881,0.888789,0.256021,-0.0491184,2.76552,-0.103101,-1.94849,-0.75881,0.888789,0.256021,-0.0491184,2.76552,-0.103101,-1.94849,-0.75881,0.888789,0.256021,0.403932,3.17921,-0.248086,-1.84589,-0.710835,-2.1668,0.0199491,-0.148733,2.3684,0.583946,2.0841,-1.16462,0.384587,0.0199491,-0.0806954,2.52268,0.358428,-0.808793,-1.13287,-1.5968,0.0199491,0.307409,2.89321,0.220198,-2.66842,0.0538216,-0.230533,0.0199491,-0.223129,3.10968,0.246488,2.49717,0.148445,0.353089,0.0199645,0.515199,2.72536,0.350159,2.48479,-0.103465,0.733605,0.0199491,
0.3939,-0.0515825,2.3653,-0.0993678,-1.89983,-0.867394,0.904193,0.256021,-0.0515825,2.3653,-0.0993678,-1.89983,-0.867394,0.904193,0.256021,-0.0515825,2.3653,-0.0993678,-1.89983,-0.867394,0.904193,0.256021,-0.0515825,2.3653,-0.0993678,-1.89983,-0.867394,0.904193,0.256021,-0.0515825,2.3653,-0.0993678,-1.89983,-0.867394,0.904193,0.256021,0.371991,2.78675,-0.300678,-1.78944,-0.822094,-2.16449,0.0199491,-0.109648,2.03882,0.62821,1.98533,-1.09378,0.561439,0.0199491,-0.0554082,2.16971,0.384867,-0.529319,-1.17556,-1.8399,0.0199491,0.30334,2.54577,0.200088,-2.61199,0.00627964,-0.150604,0.0199491,-0.2362,2.735,0.217886,2.56977,0.177146,0.456025,0.0199645,0.531542,2.40359,0.33287,2.53926,-0.0534191,0.845934,0.0199491,
0.404,-0.0569932,2.13641,-0.114485,-2.07735,-0.938355,0.909957,0.256021,-0.0569932,2.13641,-0.114485,-2.07735,-0.938355,0.909957,0.256021,-0.0569932,2.13641,-0.114485,-2.07735,-0.938355,0.909957,0.256021,-0.0569932,2.13641,-0.114485,-2.07735,-0.938355,0.909957,0.256021,-0.0569932,2.13641,-0.114485,-2.07735,-0.938355,0.909957,0.256021,0.426889,2.46436,-0.353264,-1.99476,-0.907611,-2.12973,0.0199491,-0.121836,1.89951,0.622954,1.76745,-1.00824,0.606346,0.0199491,-0.073337,1.96823,0.378768,-1.40462,-1.20233,-1.20573,0.0199491,0.33337,2.27473,0.161924,-2.78297,-0.104938,-0.0972504,0.0199491,-0.170509,2.55551,0.168885,2.42556,0.19226,0.550609,0.0199645,0.551295,2.10223,0.284005,2.33384,-0.0290204,0.940175,0.0199491,
0.4141,-0.0459879,2.11744,-0.146873,-2.42924,-1.03118,0.991258,0.256021,-0.0459879,2.11744,-0.146873,-2.42924,-1.03118,0.991258,0.256021,-0.0459879,2.11744,-0.146873,-2.42924,-1.03118,0.991258,0.256021,-0.0459879,2.11744,-0.146873,-2.42924,-1.03118,0.991258,0.256021,-0.0459879,2.11744,-0.146873,-2.42924,-1.03118,0.991258,0.256021,0.498681,2.27249,-0.422761,-2.29957,-0.995374,-2.10683,0.0199491,-0.137312,1.97715,0.609131,1.41753,-0.935095,0.696271,0.0199491,-0.089987,2.00795,0.361106,-1.26862,-1.30352,-1.63219,0.0199491,0.37571,2.16708,0.114051,-3.07868,-0.103569,-0.00405744,0.0199491,-0.0199629,2.57557,0.0997194,2.11847,0.201735,0.620515,0.0199645,0.547474,1.94858,0.241992,2.09051,0.0463355,1.03715,0.0199491,
0.4242,-0.0266488,2.10073,-0.177253,-2.8632,-1.12166,1.19812,0.256021,-0.0266488,2.10073,-0.177253,-2.8632,-1.12166,1.19812,0.256021,-0.0266488,2.10073,-0.177253,-2.8632,-1.12166,1.19812,0.256021,-0.0266488,2.10073,-0.177253,-2.8632,-1.12166,1.19812,0.256021,-0.0266488,2.10073,-0.177253,-2.8632,-1.12166,1.19812,0.256021,0.524107,2.07992,-0.480454,-2.6856,-1.09718,-1.94953,0.0199491,-0.110714,2.07853,0.591002,1.17448,-0.809939,0.696625,0.0199491,-0.0716203,2.0641,0.340586,-1.15259,-1.41113,-2.01152,0.0199491,0.405899,2.07757,0.0698196,2.9419,-0.106907,0.124997,0.0199491,0.126042,2.56455,0.00801331,1.87153,0.286819,0.699321,0.0199645,0.528618,1.82959,0.213048,1.8324,0.158351,1.13194,0.0199491,
0.4343,-0.00459705,2.07466,-0.20896,2.88303,-1.15162,1.51151,0.256021,-0.00459705,2.07466,-0.20896,2.88303,-1.15162,1.51151,0.256021,-0.00459705,2.07466,-0.20896,2.88303,-1.15162,1.51151,0.256021,-0.00459705,2.07466,-0.20896,2.88303,-1.15162,1.51151,0.256021,-0.00459705,2.07466,-0.20896,2.88303,-1.15162,1.51151,0.256021,0.506146,1.8798,-0.514832,3.11098,-1.15057,-1.68562,0.0199491,-0.0541767,2.16945,0.555592,0.960257,-0.690213,0.651947,0.0199491,-0.0353839,2.11091,0.309584,-0.4345,-1.48777,-2.99309,0.0199491,0.422143,1.98451,0.0346022,2.68951,-0.0553175,0.251596,0.0199491,0.269659,2.50485,-0.0871995,1.61595,0.386276,0.743466,0.0199645,0.48686,1.72181,0.200091,1.59387,0.280141,1.19443,0.0199491,
0.4444,0.027806,2.0879,-0.24233,2.57518,-1.12528,1.74495,0.256021,0.027806,2.0879,-0.24233,2.57518,-1.12528,1.74495,0.256021,0.027806,2.0879,-0.24233,2.57518,-1.12528,1.74495,0.256021,0.027806,2.0879,-0.24233,2.57518,-1.12528,1.74495,0.256021,0.027806,2.0879,-0.24233,2.57518,-1.12528,1.74495,0.256021,0.502796,1.81425,-0.535479,2.77586,-1.14551,-1.42817,0.0199491,0.00733773,2.25806,0.509496,0.87405,-0.628594,0.615644,0.0199491,0.00969413,2.1738,0.27079,0.461428,-1.4684,2.27546,0.0199491,0.45451,1.99542,0.00437948,2.62577,0.080159,0.349478,0.0199491,0.346055,2.50043,-0.170138,1.55959,0.496484,0.799898,0.0199645,0.49687,1.74315,0.194224,1.61239,0.340877,1.2354,0.0199491,
0.4545,0.0622906,2.12131,-0.275841,2.45059,-1.09174,1.89056,0.256021,0.0622906,2.12131,-0.275841,2.45059,-1.09174,1.89056,0.256021,0.0622906,2.12131,-0.275841,2.45059,-1.09174,1.89056,0.256021,0.0622906,2.12131,-0.275841,2.45059,-1.09174,1.89056,0.256021,0.0622906,2.12131,-0.275841,2.45059,-1.09174,1.89056,0.256021,0.530334,1.83073,-0.556262,2.62621,-1.12421,-1.25751,0.0199491,0.0535445,2.34441,0.460278,0.889744,-0.599501,0.589804,0.0199491,0.048013,2.24068,0.230514,0.829953,-1.41546,1.90517,0.0199491,0.494984,2.05564,-0.0290659,2.65235,0.107872,0.38969,0.0199491,0.379636,2.53566,-0.236667,1.5799,0.576345,0.819254,0.0199645,0.537431,1.79233,0.168269,1.47739,0.415174,1.22742,0.0199491,
0.4646,0.0937956,2.14727,-0.31029,2.34864,-1.05741,2.01617,0.256021,0.0937956,2.14727,-0.31029,2.34864,-1.05741,2.01617,0.256021,0.0937956,2.14727,-0.31029,2.34864,-1.05741,2.01617,0.256021,0.0937956,2.14727,-0.31029,2.34864,-1.05741,2.01617,0.256021,0.0937956,2.14727,-0.31029,2.34864,-1.05741,2.01617,0.256021,0.556491,1.84446,-0.580147,2.53092,-1.10612,-1.13539,0.0199491,0.099631,2.42103,0.407091,0.91808,-0.544106,0.561407,0.0199491,0.0847017,2.29686,0.187954,0.976125,-1.35462,1.76005,0.0199491,0.531702,2.10682,-0.0654554,2.68498,0.151628,0.450725,0.0199491,0.410732,2.56495,-0.30268,1.57804,0.628144,0.82536,0.0199645,0.580497,1.84669,0.139936,1.52731,0.509359,1.26762,0.0199491,
0.4747,0.125803,2.16307,-0.344443,2.26601,-1.0162,2.1283,0.256021,0.125803,2.16307,-0.344443,2.26601,-1.0162,2.1283,0.256021,0.125803,2.16307,-0.344443,2.26601,-1.0162,2.1283,0.256021,0.125803,2.16307,-0.344443,2.26601,-1.0162,2.1283,0.256021,0.125803,2.16307,-0.344443,2.26601,-1.0162,2.1283,0.256021,0.585106,1.848,-0.601084,2.39661,-1.06666,-0.974688,0.0199491,0.142267,2.48539,0.349991,0.944492,-0.498472,0.536695,0.0199491,0.120153,2.34287,0.143575,1.07063,-1.28823,1.67569,0.0199491,0.568834,2.15066,-0.103617,2.72703,0.197881,0.524314,0.0199491,0.437619,2.58413,-0.370313,1.60161,0.694915,0.843618,0.0199645,0.62314,1.89298,0.113981,1.55464,0.587616,1.30206,0.0199491,
0.4848,0.15857,2.1688,-0.378564,2.20092,-0.967052,2.2275,0.256021,0.15857,2.1688,-0.378564,2.20092,-0.967052,2.2275,0.256021,0.15857,2.1688,-0.378564,2.20092,-0.967052,2.2275,0.256021,0.15857,2.1688,-0.378564,2.20092,-0.967052,2.2275,0.256021,0.15857,2.1688,-0.378564,2.20092,-0.967052,2.2275,0.256021,0.61676,1.84458,-0.619726,2.31026,-1.0239,-0.854239,0.0199491,0.181055,2.53842,0.288993,0.971446,-0.451784,0.509906,0.0199491,0.153869,2.37913,0.0969128,1.14196,-1.21827,1.61773,0.0199491,0.603149,2.18414,-0.139787,2.78503,0.251269,0.604296,0.0199491,0.462479,2.59192,-0.439575,1.64518,0.772529,0.873667,0.0199645,0.663424,1.92985,0.0911453,1.59684,0.668251,1.34592,0.0199491,
0.4949,0.19164,2.16447,-0.412169,2.14924,-0.910163,2.31369,0.256021,0.19164,2.16447,-0.412169,2.14924,-0.910163,2.31369,0.256021,0.19164,2.16447,-0.412169,2.14924,-0.910163,2.31369,0.256021,0.19164,2.16447,-0.412169,2.14924,-0.910163,2.31369,0.256021,0.19164,2.16447,-0.412169,2.14924,-0.910163,2.31369,0.256021,0.650166,1.83074,-0.634127,2.23239,-0.967384,-0.743189,0.0199491,0.216243,2.58137,0.22381,1.00629,-0.396097,0.479075,0.0199491,0.185604,2.40566,0.0482122,1.20143,-1.14356,1.57324,0.0199491,0.637897,2.20881,-0.178883,2.84019,0.288463,0.687619,0.0199491,0.486895,2.58666,-0.509012,1.69518,0.854611,0.908783,0.0199645,0.703661,1.95939,0.0667719,1.64042,0.749927,1.39156,0.0199491,
0.505,0.224853,2.15001,-0.445309,2.10783,-0.849311,2.39042,0.256021,0.224853,2.15001,-0.445309,2.10783,-0.849311,2.39042,0.256021,0.224853,2.15001,-0.445309,2.10783,-0.849311,2.39042,0.256021,0.224853,2.15001,-0.445309,2.10783,-0.849311,2.39042,0.256021,0.224853,2.15001,-0.445309,2.10783,-0.849311,2.39042,0.256021,0.68439,1.80794,-0.646603,2.17337,-0.907383,-0.649669,0.0199491,0.249969,2.61261,0.155239,1.04078,-0.33296,0.449584,0.0199491,0.2168,2.42178,-0.00244955,1.24727,-1.06662,1.54177,0.0199491,0.672389,2.22526,-0.219981,2.91226,0.330615,0.778267,0.0199491,0.511257,2.5681,-0.578332,1.7551,0.93704,0.955123,0.0199645,0.743564,1.98313,0.0417336,1.70272,0.828576,1.45123,0.0199491,
0.5151,0.258429,2.12597,-0.47815,2.07504,-0.785397,2.45896,0.256021,0.258429,2.12597,-0.47815,2.07504,-0.785397,2.45896,0.256021,0.258429,2.12597,-0.47815,2.07504,-0.785397,2.45896,0.256021,0.258429,2.12597,-0.47815,2.07504,-0.785397,2.45896,0.256021,0.258429,2.12597,-0.47815,2.07504,-0.785397,2.45896,0.256021,0.718821,1.77593,-0.657135,2.12055,-0.836845,-0.563558,0.0199491,0.282254,2.63108,0.0839728,1.07047,-0.270185,0.422309,0.0199491,0.247619,2.42731,-0.0549479,1.28334,-0.988173,1.51963,0.0199491,0.705625,2.23101,-0.262332,2.9934,0.366856,0.874975,0.0199491,0.535602,2.53641,-0.647671,1.85209,1.0244,1.03808,0.0199645,0.781687,1.99771,0.0167189,1.78128,0.905995,1.52758,0.0199491,
0.5252,0.292058,2.09236,-0.510445,2.05042,-0.716763,2.51911,0.256021,0.292058,2.09236,-0.510445,2.05042,-0.716763,2.51911,0.256021,0.292058,2.09236,-0.510445,2.05042,-0.716763,2.51911,0.256021,0.292058,2.09236,-0.510445,2.05042,-0.716763,2.51911,0.256021,0.292058,2.09236,-0.510445,2.05042,-0.716763,2.51911,0.256021,0.753501,1.73569,-0.664822,2.08415,-0.76444,-0.493054,0.0199491,0.312896,2.63756,0.00934788,1.10522,-0.192671,0.39557,0.0199491,0.276569,2.42131,-0.108386,1.31282,-0.907879,1.50089,0.0199491,0.739749,2.22574,-0.308631,3.05954,0.382453,0.969338,0.0199491,0.56185,2.49109,-0.71574,1.96706,1.1071,1.14205,0.0199645,0.819596,2.00303,-0.0111712,1.86051,0.98354,1.6096,0.0199491,
0.5353,0.327191,2.07638,-0.542714,2.00425,-0.662592,2.5481,0.256021,0.327191,2.07638,-0.542714,2.00425,-0.662592,2.5481,0.256021,0.327191,2.07638,-0.542714,2.00425,-0.662592,2.5481,0.256021,0.327191,2.07638,-0.542714,2.00425,-0.662592,2.5481,0.256021,0.327191,2.07638,-0.542714,2.00425,-0.662592,2.5481,0.256021,0.775642,1.69725,-0.673752,2.02447,-0.695122,-0.452379,0.0199491,0.363353,2.646,-0.0542726,1.09091,-0.141592,0.372058,0.0199491,0.31735,2.42356,-0.155923,1.30046,-0.853318,1.47616,0.0199491,0.778365,2.21355,-0.348997,3.07188,0.401016,1.04016,0.0199491,0.608621,2.4535,-0.771294,2.01771,1.1644,1.22619,0.0199645,0.848617,1.99435,-0.0360248,1.87744,1.04046,1.66758,0.0199491,
