time,0_rod(payload_bars compound_qUAOXr).X,0_rod(payload_bars compound_qUAOXr).Y,0_rod(payload_bars compound_qUAOXr).Z,0_rod(payload_bars compound_qUAOXr).Euler1,0_rod(payload_bars compound_qUAOXr).Euler2,0_rod(payload_bars compound_qUAOXr).Euler3,0_rod(payload_bars compound_qUAOXr).mass,1_rod(payload_bars compound_qUAOXr).X,1_rod(payload_bars compound_qUAOXr).Y,1_rod(payload_bars compound_qUAOXr).Z,1_rod(payload_bars compound_qUAOXr).Euler1,1_rod(payload_bars compound_qUAOXr).Euler2,1_rod(payload_bars compound_qUAOXr).Euler3,1_rod(payload_bars compound_qUAOXr).mass,2_rod(payload_bars compound_qUAOXr).X,2_rod(payload_bars compound_qUAOXr).Y,2_rod(payload_bars compound_qUAOXr).Z,2_rod(payload_bars compound_qUAOXr).Euler1,2_rod(payload_bars compound_qUAOXr).Euler2,2_rod(payload_bars compound_qUAOXr).Euler3,2_rod(payload_bars compound_qUAOXr).mass,3_rod(payload_bars compound_qUAOXr).X,3_rod(payload_bars compound_qUAOXr).Y,3_rod(payload_bars compound_qUAOXr).Z,3_rod(payload_bars compound_qUAOXr).Euler1,3_rod(payload_bars compound_qUAOXr).Euler2,3_rod(payload_bars compound_qUAOXr).Euler3,3_rod(payload_bars compound_qUAOXr).mass,4_rod(payload_bars compound_qUAOXr).X,4_rod(payload_bars compound_qUAOXr).Y,4_rod(payload_bars compound_qUAOXr).Z,4_rod(payload_bars compound_qUAOXr).Euler1,4_rod(payload_bars compound_qUAOXr).Euler2,4_rod(payload_bars compound_qUAOXr).Euler3,4_rod(payload_bars compound_qUAOXr).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.5454,0.359858,2.06653,-0.5729,1.94329,-0.608679,2.56468,0.256021,0.359858,2.06653,-0.5729,1.94329,-0.608679,2.56468,0.256021,0.359858,2.06653,-0.5729,1.94329,-0.608679,2.56468,0.256021,0.359858,2.06653,-0.5729,1.94329,-0.608679,2.56468,0.256021,0.359858,2.06653,-0.5729,1.94329,-0.608679,2.56468,0.256021,0.785698,1.65931,-0.681403,1.97058,-0.656263,-0.438532,0.0199491,0.424249,2.65428,-0.114277,1.05048,-0.106392,0.347264,0.0199491,0.362262,2.42919,-0.20005,1.2674,-0.803364,1.44742,0.0199491,0.819176,2.19622,-0.388785,3.06691,0.424977,1.10838,0.0199491,0.661424,2.41216,-0.822571,2.20427,1.22307,1.46487,0.0199645,0.873002,1.98295,-0.0615173,1.84699,1.0816,1.69916,0.0199491,
0.5555,0.390703,2.07441,-0.603666,1.90016,-0.5623,2.57714,0.256021,0.390703,2.07441,-0.603666,1.90016,-0.5623,2.57714,0.256021,0.390703,2.07441,-0.603666,1.90016,-0.5623,2.57714,0.256021,0.390703,2.07441,-0.603666,1.90016,-0.5623,2.57714,0.256021,0.390703,2.07441,-0.603666,1.90016,-0.5623,2.57714,0.256021,0.799149,1.64651,-0.690199,1.91972,-0.599077,-0.420844,0.0199491,0.477907,2.67489,-0.171441,1.0265,-0.0693452,0.328841,0.0199491,0.4006,2.44789,-0.241091,1.24167,-0.762971,1.42298,0.0199491,0.856135,2.19929,-0.427916,3.0633,0.439507,1.16467,0.0199491,0.707997,2.3919,-0.870017,2.41179,1.25174,1.71535,0.0199645,0.897047,1.99131,-0.0866345,1.81708,1.13149,1.71677,0.0199491,
0.5656,0.422092,2.08469,-0.634535,1.86999,-0.517648,2.58948,0.256021,0.422092,2.08469,-0.634535,1.86999,-0.517648,2.58948,0.256021,0.422092,2.08469,-0.634535,1.86999,-0.517648,2.58948,0.256021,0.422092,2.08469,-0.634535,1.86999,-0.517648,2.58948,0.256021,0.422092,2.08469,-0.634535,1.86999,-0.517648,2.58948,0.256021,0.817149,1.64305,-0.700303,1.88378,-0.545279,-0.405074,0.0199491,0.525845,2.696,-0.228341,1.01478,-0.0341218,0.312586,0.0199491,0.435561,2.46776,-0.281004,1.22323,-0.721927,1.40637,0.0199491,0.891765,2.20652,-0.466501,3.04756,0.442352,1.20955,0.0199491,0.750721,2.37941,-0.914427,2.46581,1.27982,1.8059,0.0199645,0.922243,1.99889,-0.112932,1.8509,1.17872,1.79086,0.0199491,
0.5757,0.45357,2.09187,-0.666147,1.84377,-0.479984,2.59544,0.256021,0.45357,2.09187,-0.666147,1.84377,-0.479984,2.59544,0.256021,0.45357,2.09187,-0.666147,1.84377,-0.479984,2.59544,0.256021,0.45357,2.09187,-0.666147,1.84377,-0.479984,2.59544,0.256021,0.45357,2.09187,-0.666147,1.84377,-0.479984,2.59544,0.256021,0.835242,1.63882,-0.713985,1.85546,-0.503704,-0.397917,0.0199491,0.57363,2.7091,-0.281188,0.998322,-0.0146959,0.297139,0.0199491,0.469814,2.4817,-0.318592,1.20614,-0.68943,1.38904,0.0199491,0.926814,2.21111,-0.50328,3.05217,0.454682,1.2555,0.0199491,0.795332,2.36548,-0.954909,2.40429,1.31069,1.78395,0.0199645,0.945761,2.0048,-0.138243,1.87814,1.21021,1.85486,0.0199491,
0.5858,0.485006,2.09636,-0.698198,1.81723,-0.447081,2.59526,0.256021,0.485006,2.09636,-0.698198,1.81723,-0.447081,2.59526,0.256021,0.485006,2.09636,-0.698198,1.81723,-0.447081,2.59526,0.256021,0.485006,2.09636,-0.698198,1.81723,-0.447081,2.59526,0.256021,0.485006,2.09636,-0.698198,1.81723,-0.447081,2.59526,0.256021,0.85171,1.63191,-0.729425,1.82682,-0.466724,-0.396793,0.0199491,0.622714,2.71479,-0.329959,0.97697,-0.00841363,0.282449,0.0199491,0.504039,2.49072,-0.353869,1.18578,-0.663793,1.37043,0.0199491,0.961794,2.21116,-0.538603,3.06031,0.471232,1.29929,0.0199491,0.841696,2.34588,-0.992129,2.44712,1.32863,1.86339,0.0199645,0.966877,2.00597,-0.162613,1.88854,1.23502,1.90337,0.0199491,
0.5959,0.516052,2.09915,-0.730755,1.78747,-0.416667,2.58814,0.256021,0.516052,2.09915,-0.730755,1.78747,-0.416667,2.58814,0.256021,0.516052,2.09915,-0.730755,1.78747,-0.416667,2.58814,0.256021,0.516052,2.09915,-0.730755,1.78747,-0.416667,2.58814,0.256021,0.516052,2.09915,-0.730755,1.78747,-0.416667,2.58814,0.256021,0.865471,1.62194,-0.744266,1.79262,-0.426552,-0.401479,0.0199491,0.673873,2.71573,-0.376983,0.949627,-0.00552655,0.263016,0.0199491,0.538959,2.49736,-0.388803,1.16644,-0.64327,1.34458,0.0199491,0.996609,2.20606,-0.572258,3.06206,0.491171,1.3406,0.0199491,0.894585,2.32449,-1.02381,2.26532,1.36343,1.7274,0.0199645,0.984605,2.00471,-0.185158,1.80827,1.26573,1.86577,0.0199491,
0.606,0.547577,2.10268,-0.763543,1.76407,-0.379304,2.57723,0.256021,0.547577,2.10268,-0.763543,1.76407,-0.379304,2.57723,0.256021,0.547577,2.10268,-0.763543,1.76407,-0.379304,2.57723,0.256021,0.547577,2.10268,-0.763543,1.76407,-0.379304,2.57723,0.256021,0.547577,2.10268,-0.763543,1.76407,-0.379304,2.57723,0.256021,0.881078,1.61546,-0.754555,1.76213,-0.374813,-0.409078,0.0199491,0.721129,2.72004,-0.427032,0.923167,-0.00334151,0.234224,0.0199491,0.571466,2.50784,-0.427578,1.16057,-0.618377,1.30852,0.0199491,1.03004,2.20122,-0.603369,3.03779,0.509164,1.37166,0.0199491,0.948462,2.30045,-1.05378,2.28788,1.39595,1.78304,0.0199645,1.00104,2.00586,-0.206656,1.75159,1.30165,1.84575,0.0199491,
0.6161,0.578449,2.10601,-0.796288,1.73517,-0.342447,2.56364,0.256021,0.578449,2.10601,-0.796288,1.73517,-0.342447,2.56364,0.256021,0.578449,2.10601,-0.796288,1.73517,-0.342447,2.56364,0.256021,0.578449,2.10601,-0.796288,1.73517,-0.342447,2.56364,0.256021,0.578449,2.10601,-0.796288,1.73517,-0.342447,2.56364,0.256021,0.893017,1.60809,-0.764074,1.72807,-0.326389,-0.417626,0.0199491,0.77071,2.72069,-0.474678,0.881355,-0.0355067,0.200265,0.0199491,0.606801,2.519,-0.468395,1.14985,-0.593304,1.27138,0.0199491,1.06254,2.19461,-0.632633,3.02637,0.532456,1.41099,0.0199491,1.01,2.28316,-1.07687,1.99279,1.42361,1.56262,0.0199645,1.01423,2.00712,-0.226506,1.67006,1.33204,1.80559,0.0199491,
0.6262,0.605812,2.10979,-0.828647,1.70383,-0.293039,2.55403,0.256021,0.605812,2.10979,-0.828647,1.70383,-0.293039,2.55403,0.256021,0.605812,2.10979,-0.828647,1.70383,-0.293039,2.55403,0.256021,0.605812,2.10979,-0.828647,1.70383,-0.293039,2.55403,0.256021,0.605812,2.10979,-0.828647,1.70383,-0.293039,2.55403,0.256021,0.896799,1.60465,-0.773497,1.71643,-0.319172,-0.422748,0.0199491,0.843672,2.71918,-0.50597,0.699381,-0.272177,0.221373,0.0199491,0.641693,2.53533,-0.516198,1.13784,-0.5532,1.23534,0.0199491,1.09064,2.19509,-0.661561,2.92194,0.53957,1.3873,0.0199491,1.09178,2.27638,-1.07419,2.25657,1.32662,2.0195,0.0199645,1.0234,2.00521,-0.253501,1.65406,1.34752,1.84555,0.0199491,
0.6363,0.636576,2.11203,-0.858852,1.67734,-0.241403,2.53729,0.256021,0.636576,2.11203,-0.858852,1.67734,-0.241403,2.53729,0.256021,0.636576,2.11203,-0.858852,1.67734,-0.241403,2.53729,0.256021,0.636576,2.11203,-0.858852,1.67734,-0.241403,2.53729,0.256021,0.636576,2.11203,-0.858852,1.67734,-0.241403,2.53729,0.256021,0.902315,1.60052,-0.772005,1.67986,-0.247166,-0.421473,0.0199491,0.905497,2.71992,-0.552701,0.655703,-0.182973,0.208451,0.0199491,0.676465,2.5499,-0.562691,1.1369,-0.516031,1.18508,0.0199491,1.12145,2.19033,-0.686717,2.84354,0.559685,1.38449,0.0199491,1.13101,2.25338,-1.09848,2.42867,1.31126,2.25282,0.0199645,1.03395,2.00801,-0.27276,1.58798,1.39419,1.82911,0.0199491,
0.6464,0.667611,2.11424,-0.88721,1.65953,-0.185106,2.5205,0.256021,0.667611,2.11424,-0.88721,1.65953,-0.185106,2.5205,0.256021,0.667611,2.11424,-0.88721,1.65953,-0.185106,2.5205,0.256021,0.667611,2.11424,-0.88721,1.65953,-0.185106,2.5205,0.256021,0.667611,2.11424,-0.88721,1.65953,-0.185106,2.5205,0.256021,0.914434,1.60284,-0.769012,1.6661,-0.197193,-0.427326,0.0199491,0.938549,2.72706,-0.60432,0.666449,-0.118722,0.150562,0.0199491,0.708706,2.56607,-0.611525,1.14278,-0.474035,1.13466,0.0199491,1.15151,2.19095,-0.710629,2.8427,0.595383,1.43424,0.0199491,1.16371,2.23387,-1.1248,2.50614,1.34621,2.36441,0.0199645,1.04826,2.03066,-0.288409,1.34335,1.44,1.60865,0.0199491,
0.6565,0.698029,2.11265,-0.914806,1.63553,-0.132598,2.50048,0.256021,0.698029,2.11265,-0.914806,1.63553,-0.132598,2.50048,0.256021,0.698029,2.11265,-0.914806,1.63553,-0.132598,2.50048,0.256021,0.698029,2.11265,-0.914806,1.63553,-0.132598,2.50048,0.256021,0.698029,2.11265,-0.914806,1.63553,-0.132598,2.50048,0.256021,0.919465,1.60158,-0.768651,1.64639,-0.154166,-0.43963,0.0199491,0.97776,2.73002,-0.654764,0.652782,-0.0752024,0.0968087,0.0199491,0.745284,2.57673,-0.661299,1.13614,-0.437702,1.08762,0.0199491,1.18148,2.18474,-0.732967,2.84058,0.633478,1.48366,0.0199491,1.19821,2.20881,-1.14882,2.5701,1.3844,2.47311,0.0199645,1.06081,2.0468,-0.305087,0.995751,1.47312,1.29297,0.0199491,
0.6666,0.728082,2.10872,-0.941895,1.60866,-0.0765859,2.48045,0.256021,0.728082,2.10872,-0.941895,1.60866,-0.0765859,2.48045,0.256021,0.728082,2.10872,-0.941895,1.60866,-0.0765859,2.48045,0.256021,0.728082,2.10872,-0.941895,1.60866,-0.0765859,2.48045,0.256021,0.728082,2.10872,-0.941895,1.60866,-0.0765859,2.48045,0.256021,0.923031,1.60042,-0.766905,1.62072,-0.100254,-0.455147,0.0199491,1.01411,2.72742,-0.705876,0.645114,0.0188752,0.0323359,0.0199491,0.783607,2.58457,-0.71308,1.12593,-0.397775,1.04033,0.0199491,1.20933,2.17692,-0.752991,2.84634,0.670741,1.54149,0.0199491,1.23186,2.18017,-1.17185,2.67269,1.42885,2.62261,0.0199645,1.07249,2.06388,-0.320364,0.444376,1.4918,0.774083,0.0199491,
0.6767,0.757828,2.1031,-0.969054,1.58117,-0.0201981,2.45823,0.256021,0.757828,2.1031,-0.969054,1.58117,-0.0201981,2.45823,0.256021,0.757828,2.1031,-0.969054,1.58117,-0.0201981,2.45823,0.256021,0.757828,2.1031,-0.969054,1.58117,-0.0201981,2.45823,0.256021,0.757828,2.1031,-0.969054,1.58117,-0.0201981,2.45823,0.256021,0.927818,1.60007,-0.763773,1.58823,-0.0337909,-0.472594,0.0199491,1.05406,2.72536,-0.759448,0.618754,0.047486,-0.0276221,0.0199491,0.821978,2.58932,-0.765404,1.11438,-0.357389,0.993008,0.0199491,1.23747,2.16829,-0.773817,2.85918,0.70951,1.6044,0.0199491,1.26396,2.15078,-1.19406,2.86698,1.48703,2.85937,0.0199645,1.08441,2.0818,-0.337441,-0.220611,1.48231,0.140127,0.0199491,
0.6868,0.787951,2.09534,-0.996067,1.55084,0.0377037,2.43796,0.256021,0.787951,2.09534,-0.996067,1.55084,0.0377037,2.43796,0.256021,0.787951,2.09534,-0.996067,1.55084,0.0377037,2.43796,0.256021,0.787951,2.09534,-0.996067,1.55084,0.0377037,2.43796,0.256021,0.787951,2.09534,-0.996067,1.55084,0.0377037,2.43796,0.256021,0.932474,1.60028,-0.763351,1.56072,0.0194019,-0.4923,0.0199491,1.09562,2.71966,-0.814456,0.587712,0.0794966,-0.0894523,0.0199491,0.86287,2.5905,-0.819592,1.10131,-0.312911,0.946485,0.0199491,1.26604,2.15742,-0.795436,2.8743,0.744589,1.6727,0.0199491,1.29597,2.11958,-1.21616,-2.80252,1.52388,-2.75844,0.0199645,1.09838,2.09888,-0.356824,-0.614905,1.44959,-0.221175,0.0199491,
0.6969,0.817036,2.08508,-1.0236,1.51792,0.0957048,2.42424,0.256021,0.817036,2.08508,-1.0236,1.51792,0.0957048,2.42424,0.256021,0.817036,2.08508,-1.0236,1.51792,0.0957048,2.42424,0.256021,0.817036,2.08508,-1.0236,1.51792,0.0957048,2.42424,0.256021,0.817036,2.08508,-1.0236,1.51792,0.0957048,2.42424,0.256021,0.937429,1.6,-0.765379,1.53487,0.0654569,-0.502536,0.0199491,1.13839,2.70576,-0.871651,0.552939,0.15018,-0.154788,0.0199491,0.907199,2.58713,-0.877159,1.0823,-0.266357,0.907478,0.0199491,1.29451,2.14286,-0.820652,2.8815,0.772195,1.73868,0.0199491,1.32989,2.08703,-1.23752,-2.18509,1.52674,-2.0667,0.0199645,1.11705,2.11333,-0.380517,-0.851158,1.40637,-0.425061,0.0199491,
0.707,0.845229,2.07308,-1.05148,1.49021,0.15995,2.41334,0.256021,0.845229,2.07308,-1.05148,1.49021,0.15995,2.41334,0.256021,0.845229,2.07308,-1.05148,1.49021,0.15995,2.41334,0.256021,0.845229,2.07308,-1.05148,1.49021,0.15995,2.41334,0.256021,0.845229,2.07308,-1.05148,1.49021,0.15995,2.41334,0.256021,0.94576,1.60245,-0.766714,1.50322,0.13624,-0.495862,0.0199491,1.17393,2.69179,-0.93414,0.516914,0.224823,-0.232489,0.0199491,0.950812,2.58089,-0.94234,1.0762,-0.209143,0.866779,0.0199491,1.32309,2.13115,-0.849385,2.91527,0.79435,1.82487,0.0199491,1.35956,2.05522,-1.26267,-2.00038,1.49263,-1.825,0.0199645,1.14123,2.13384,-0.409266,-1.01251,1.35602,-0.567841,0.0199491,
0.7171,0.872428,2.0598,-1.0791,1.46037,0.229923,2.40387,0.256021,0.872428,2.0598,-1.0791,1.46037,0.229923,2.40387,0.256021,0.872428,2.0598,-1.0791,1.46037,0.229923,2.40387,0.256021,0.872428,2.0598,-1.0791,1.46037,0.229923,2.40387,0.256021,0.872428,2.0598,-1.0791,1.46037,0.229923,2.40387,0.256021,0.951444,1.60786,-0.765537,1.46901,0.21554,-0.500661,0.0199491,1.22118,2.67696,-1.00184,0.465432,0.252293,-0.299837,0.0199491,0.997486,2.5686,-1.00736,1.02181,-0.159643,0.846799,0.0199491,1.35165,2.11745,-0.880026,2.94471,0.814762,1.91419,0.0199491,1.38835,2.02126,-1.28772,-1.77475,1.45206,-1.54308,0.0199645,1.16649,2.15446,-0.442111,-1.17491,1.30239,-0.693767,0.0199491,
0.7272,0.899627,2.04856,-1.10652,1.44437,0.290379,2.39823,0.256021,0.899627,2.04856,-1.10652,1.44437,0.290379,2.39823,0.256021,0.899627,2.04856,-1.10652,1.44437,0.290379,2.39823,0.256021,0.899627,2.04856,-1.10652,1.44437,0.290379,2.39823,0.256021,0.899627,2.04856,-1.10652,1.44437,0.290379,2.39823,0.256021,0.968983,1.61384,-0.772208,1.46607,0.252784,-0.503636,0.0199491,1.26376,2.66655,-1.06267,0.434226,0.253276,-0.348115,0.0199491,1.03284,2.55877,-1.06661,1.01113,-0.107055,0.816677,0.0199491,1.38063,2.11018,-0.912447,2.98915,0.825199,1.99872,0.0199491,1.41958,2.00425,-1.31448,-1.66816,1.41649,-1.39483,0.0199645,1.19385,2.17513,-0.477244,-1.24883,1.25674,-0.750239,0.0199491,
0.7373,0.925438,2.04904,-1.13185,1.44308,0.324242,2.40717,0.256021,0.925438,2.04904,-1.13185,1.44308,0.324242,2.40717,0.256021,0.925438,2.04904,-1.13185,1.44308,0.324242,2.40717,0.256021,0.925438,2.04904,-1.13185,1.44308,0.324242,2.40717,0.256021,0.925438,2.04904,-1.13185,1.44308,0.324242,2.40717,0.256021,0.993593,1.6249,-0.786803,1.46767,0.280534,-0.484159,0.0199491,1.29053,2.6688,-1.11383,0.429723,0.269387,-0.37202,0.0199491,1.06136,2.55961,-1.11083,1.00774,-0.0724269,0.810386,0.0199491,1.41014,2.11615,-0.947376,3.04491,0.808627,2.06587,0.0199491,1.44211,2.00342,-1.34846,-1.72857,1.38848,-1.44575,0.0199645,1.22764,2.19702,-0.511208,-1.32618,1.23789,-0.827526,0.0199491,
0.7474,0.948151,2.05604,-1.14804,1.44071,0.350624,2.44349,0.256021,0.948151,2.05604,-1.14804,1.44071,0.350624,2.44349,0.256021,0.948151,2.05604,-1.14804,1.44071,0.350624,2.44349,0.256021,0.948151,2.05604,-1.14804,1.44071,0.350624,2.44349,0.256021,0.948151,2.05604,-1.14804,1.44071,0.350624,2.44349,0.256021,1.01818,1.63833,-0.799113,1.45978,0.314099,-0.444481,0.0199491,1.32476,2.67351,-1.15574,0.412049,0.30311,-0.371517,0.0199491,1.09258,2.56462,-1.14436,0.993055,-0.0327128,0.830504,0.0199491,1.44051,2.12071,-0.983621,3.06722,0.768695,2.10993,0.0199491,1.45517,2.00353,-1.38564,-1.93752,1.36103,-1.63921,0.0199645,1.27304,2.21389,-0.541691,-1.47168,1.23217,-0.960531,0.0199491,
0.7575,0.971604,2.05892,-1.16104,1.44327,0.368404,2.48859,0.256021,0.971604,2.05892,-1.16104,1.44327,0.368404,2.48859,0.256021,0.971604,2.05892,-1.16104,1.44327,0.368404,2.48859,0.256021,0.971604,2.05892,-1.16104,1.44327,0.368404,2.48859,0.256021,0.971604,2.05892,-1.16104,1.44327,0.368404,2.48859,0.256021,1.04894,1.64529,-0.809178,1.45616,0.339664,-0.381489,0.0199491,1.3533,2.67251,-1.1965,0.404711,0.348228,-0.365076,0.0199491,1.12367,2.56505,-1.17184,0.981364,0.00427203,0.861105,0.0199491,1.47233,2.12053,-1.02073,3.09387,0.713344,2.14847,0.0199491,1.46486,2.00044,-1.42348,-2.13738,1.32754,-1.82974,0.0199645,1.32666,2.22309,-0.572515,-1.65189,1.22482,-1.13783,0.0199491,
0.7676,0.996821,2.0584,-1.17108,1.4546,0.377549,2.54573,0.256021,0.996821,2.0584,-1.17108,1.4546,0.377549,2.54573,0.256021,0.996821,2.0584,-1.17108,1.4546,0.377549,2.54573,0.256021,0.996821,2.0584,-1.17108,1.4546,0.377549,2.54573,0.256021,0.996821,2.0584,-1.17108,1.4546,0.377549,2.54573,0.256021,1.08644,1.64426,-0.825099,1.46528,0.349207,-0.326006,0.0199491,1.38331,2.66905,-1.22919,0.401761,0.393827,-0.343339,0.0199491,1.15405,2.56231,-1.19295,0.970535,0.0371258,0.904862,0.0199491,1.50534,2.11563,-1.05876,3.09392,0.656972,2.15916,0.0199491,1.47519,1.99799,-1.46082,-2.26238,1.29798,-1.95167,0.0199645,1.38303,2.22094,-0.602579,-1.82006,1.2184,-1.30097,0.0199491,
0.7777,1.02273,2.05469,-1.17845,1.47815,0.375748,2.61823,0.256021,1.02273,2.05469,-1.17845,1.47815,0.375748,2.61823,0.256021,1.02273,2.05469,-1.17845,1.47815,0.375748,2.61823,0.256021,1.02273,2.05469,-1.17845,1.47815,0.375748,2.61823,0.256021,1.02273,2.05469,-1.17845,1.47815,0.375748,2.61823,0.256021,1.13056,1.63662,-0.845275,1.4854,0.349725,-0.255748,0.0199491,1.40704,2.66581,-1.25641,0.414971,0.445203,-0.303888,0.0199491,1.18044,2.55798,-1.20721,0.971676,0.0692581,0.966194,0.0199491,1.53755,2.11013,-1.09949,3.09096,0.587727,2.15536,0.0199491,1.48066,1.99838,-1.50132,-2.43844,1.25896,-2.13239,0.0199645,1.44462,2.21173,-0.634507,-2.01596,1.20948,-1.5017,0.0199491,
0.7878,1.04934,2.04755,-1.18396,1.50612,0.362755,2.70174,0.256021,1.04934,2.04755,-1.18396,1.50612,0.362755,2.70174,0.256021,1.04934,2.04755,-1.18396,1.50612,0.362755,2.70174,0.256021,1.04934,2.04755,-1.18396,1.50612,0.362755,2.70174,0.256021,1.04934,2.04755,-1.18396,1.50612,0.362755,2.70174,0.256021,1.18059,1.62221,-0.869624,1.51352,0.323215,-0.172448,0.0199491,1.42878,2.65963,-1.27902,0.438753,0.502913,-0.247997,0.0199491,1.20691,2.55003,-1.21575,0.975054,0.0966758,1.04395,0.0199491,1.56895,2.1005,-1.14372,3.07863,0.510804,2.13821,0.0199491,1.48397,1.99963,-1.54157,-2.63588,1.20771,-2.32877,0.0199645,1.51128,2.19289,-0.670669,-2.2328,1.18794,-1.72875,0.0199491,
0.7979,1.07683,2.03708,-1.18943,1.53102,0.338494,2.78209,0.256021,1.07683,2.03708,-1.18943,1.53102,0.338494,2.78209,0.256021,1.07683,2.03708,-1.18943,1.53102,0.338494,2.78209,0.256021,1.07683,2.03708,-1.18943,1.53102,0.338494,2.78209,0.256021,1.07683,2.03708,-1.18943,1.53102,0.338494,2.78209,0.256021,1.22825,1.6041,-0.894324,1.5309,0.33996,-0.0940494,0.0199491,1.45203,2.6511,-1.29496,0.468408,0.559528,-0.177436,0.0199491,1.23457,2.53966,-1.21929,0.973857,0.116151,1.1274,0.0199491,1.59851,2.08756,-1.18708,3.06513,0.434658,2.11353,0.0199491,1.48316,2.00118,-1.58076,-2.79401,1.14571,-2.49254,0.0199645,1.57591,2.16699,-0.707844,-2.41206,1.15366,-1.91661,0.0199491,
0.808,1.09079,2.03969,-1.19058,1.52261,0.353042,2.78313,0.256021,1.09079,2.03969,-1.19058,1.52261,0.353042,2.78313,0.256021,1.09079,2.03969,-1.19058,1.52261,0.353042,2.78313,0.256021,1.09079,2.03969,-1.19058,1.52261,0.353042,2.78313,0.256021,1.09079,2.03969,-1.19058,1.52261,0.353042,2.78313,0.256021,1.23606,1.6078,-0.895025,1.52616,0.318086,-0.0947417,0.0199491,1.47271,2.64929,-1.30589,0.4528,0.558912,-0.187678,0.0199491,1.25389,2.54016,-1.22842,0.95808,0.130806,1.12634,0.0199491,1.61332,2.08561,-1.19119,3.06827,0.431324,2.13216,0.0199491,1.49715,1.99908,-1.58353,-2.7943,1.13729,-2.47419,0.0199645,1.59197,2.17117,-0.714632,-2.43597,1.14505,-1.92233,0.0199491,
0.8181,1.10345,2.04251,-1.1909,1.51312,0.362402,2.76391,0.256021,1.10345,2.04251,-1.1909,1.51312,0.362402,2.76391,0.256021,1.10345,2.04251,-1.1909,1.51312,0.362402,2.76391,0.256021,1.10345,2.04251,-1.1909,1.51312,0.362402,2.76391,0.256021,1.10345,2.04251,-1.1909,1.51312,0.362402,2.76391,0.256021,1.24322,1.61321,-0.888532,1.51847,0.317801,-0.112276,0.0199491,1.4897,2.65074,-1.30603,0.438646,0.544362,-0.207483,0.0199491,1.26866,2.54209,-1.23124,0.952606,0.129161,1.10587,0.0199491,1.6264,2.08689,-1.1838,3.07337,0.447497,2.14403,0.0199491,1.51732,1.99809,-1.5763,-2.74929,1.1558,-2.42347,0.0199645,1.59638,2.1785,-0.706939,-2.38372,1.15212,-1.86586,0.0199491,
0.8282,1.1161,2.04147,-1.19126,1.50586,0.359535,2.74804,0.256021,1.1161,2.04147,-1.19126,1.50586,0.359535,2.74804,0.256021,1.1161,2.04147,-1.19126,1.50586,0.359535,2.74804,0.256021,1.1161,2.04147,-1.19126,1.50586,0.359535,2.74804,0.256021,1.1161,2.04147,-1.19126,1.50586,0.359535,2.74804,0.256021,1.25153,1.61149,-0.887214,1.51262,0.310169,-0.126612,0.0199491,1.50517,2.64889,-1.30042,0.434871,0.533154,-0.210959,0.0199491,1.28279,2.54077,-1.22836,0.949203,0.118763,1.09456,0.0199491,1.64017,2.0834,-1.17908,3.07414,0.46041,2.14286,0.0199491,1.53574,1.9981,-1.57085,-2.7344,1.17331,-2.4068,0.0199645,1.6022,2.17535,-0.700512,-2.36088,1.16229,-1.83985,0.0199491,
0.8383,1.1253,2.04043,-1.19127,1.50348,0.355585,2.73946,0.256021,1.1253,2.04043,-1.19127,1.50348,0.355585,2.73946,0.256021,1.1253,2.04043,-1.19127,1.50348,0.355585,2.73946,0.256021,1.1253,2.04043,-1.19127,1.50348,0.355585,2.73946,0.256021,1.1253,2.04043,-1.19127,1.50348,0.355585,2.73946,0.256021,1.25814,1.60932,-0.888083,1.51116,0.302964,-0.134664,0.0199491,1.51693,2.64816,-1.29453,0.434005,0.524009,-0.20809,0.0199491,1.29207,2.53985,-1.22547,0.948902,0.110985,1.08965,0.0199491,1.65023,2.08061,-1.17717,3.06899,0.470227,2.1369,0.0199491,1.54824,1.99878,-1.56748,-2.73201,1.18302,-2.40499,0.0199645,1.60648,2.17089,-0.69637,-2.35511,1.17178,-1.83176,0.0199491,
