time,0_rod(payload_bars compound_hW).X,0_rod(payload_bars compound_hW).Y,0_rod(payload_bars compound_hW).Z,0_rod(payload_bars compound_hW).Euler1,0_rod(payload_bars compound_hW).Euler2,0_rod(payload_bars compound_hW).Euler3,0_rod(payload_bars compound_hW).mass,1_rod(payload_bars compound_hW).X,1_rod(payload_bars compound_hW).Y,1_rod(payload_bars compound_hW).Z,1_rod(payload_bars compound_hW).Euler1,1_rod(payload_bars compound_hW).Euler2,1_rod(payload_bars compound_hW).Euler3,1_rod(payload_bars compound_hW).mass,2_rod(payload_bars compound_hW).X,2_rod(payload_bars compound_hW).Y,2_rod(payload_bars compound_hW).Z,2_rod(payload_bars compound_hW).Euler1,2_rod(payload_bars compound_hW).Euler2,2_rod(payload_bars compound_hW).Euler3,2_rod(payload_bars compound_hW).mass,3_rod(payload_bars compound_hW).X,3_rod(payload_bars compound_hW).Y,3_rod(payload_bars compound_hW).Z,3_rod(payload_bars compound_hW).Euler1,3_rod(payload_bars compound_hW).Euler2,3_rod(payload_bars compound_hW).Euler3,3_rod(payload_bars compound_hW).mass,4_rod(sense_bar compound_hW).X,4_rod(sense_bar compound_hW).Y,4_rod(sense_bar compound_hW).Z,4_rod(sense_bar compound_hW).Euler1,4_rod(sense_bar compound_hW).Euler2,4_rod(sense_bar compound_hW).Euler3,4_rod(sense_bar compound_hW).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.3433,-0.706543,11.1457,-1.25284,-0.0149563,0.0301624,0.121794,0.24652,-0.706543,11.1457,-1.25284,-0.0149563,0.0301624,0.121794,0.24652,-0.706543,11.1457,-1.25284,-0.0149563,0.0301624,0.121794,0.24652,-0.706543,11.1457,-1.25284,-0.0149563,0.0301624,0.121794,0.24652,-0.706543,11.1457,-1.25284,-0.0149563,0.0301624,0.121794,0.24652,-1.43761,11.1379,-1.22631,0.000715106,0.0485219,-2.22929,0.0593527,0.048679,11.1123,-1.27557,-0.0114484,0.039136,-2.22983,0.0593527,-0.722107,10.6708,-1.83958,0.0274718,0.00168376,-0.665902,0.0593527,-0.665965,11.5795,-0.662293,0.0175576,0.014309,-0.666023,0.0593527,-0.677335,10.5391,-0.792114,-1.59212,0.127896,-0.0334939,0.0593527,-0.711233,11.7108,-1.71007,-1.59008,0.0500716,-0.0328039,0.0593527,
1.3534,-0.726563,11.2089,-1.28892,-0.0214394,0.0135608,-0.0536794,0.24652,-0.726563,11.2089,-1.28892,-0.0214394,0.0135608,-0.0536794,0.24652,-0.726563,11.2089,-1.28892,-0.0214394,0.0135608,-0.0536794,0.24652,-0.726563,11.2089,-1.28892,-0.0214394,0.0135608,-0.0536794,0.24652,-0.726563,11.2089,-1.28892,-0.0214394,0.0135608,-0.0536794,0.24652,-1.45768,11.2091,-1.27071,-0.0451569,-0.00165842,-2.40467,0.0593527,0.0285086,11.1698,-1.29706,0.0134437,0.0625291,-2.40288,0.0593527,-0.738006,10.6394,-1.78485,0.00191199,0.0134419,-0.840823,0.0593527,-0.690251,11.7388,-0.782523,0.0320251,-0.0134718,-0.841238,0.0593527,-0.705784,10.692,-0.729561,-1.59554,-0.0717763,-0.0177939,0.0593527,-0.722838,11.6865,-1.83744,-1.59664,-0.0492843,-0.0170403,0.0593527,
1.3635,-0.746489,11.262,-1.32522,-0.0273261,-0.00249763,-0.22691,0.24652,-0.746489,11.262,-1.32522,-0.0273261,-0.00249763,-0.22691,0.24652,-0.746489,11.262,-1.32522,-0.0273261,-0.00249763,-0.22691,0.24652,-0.746489,11.262,-1.32522,-0.0273261,-0.00249763,-0.22691,0.24652,-0.746489,11.262,-1.32522,-0.0273261,-0.00249763,-0.22691,0.24652,-1.47798,11.2676,-1.31617,-0.0250453,0.013552,-2.57893,0.0593527,0.0085698,11.2195,-1.31659,-0.0209394,0.0198549,-2.57886,0.0593527,-0.755556,10.615,-1.71426,-0.0494914,0.0293727,-1.01636,0.0593527,-0.713005,11.8718,-0.918261,-0.0356098,0.0207701,-1.01636,0.0593527,-0.735181,10.8501,-0.684124,-1.60273,-0.232356,-0.00036657,0.0593527,-0.733771,11.6371,-1.94803,-1.60333,-0.164892,0.000375802,0.0593527,
1.3736,-0.766458,11.3049,-1.36122,-0.031525,-0.0192424,-0.400419,0.24652,-0.766458,11.3049,-1.36122,-0.031525,-0.0192424,-0.400419,0.24652,-0.766458,11.3049,-1.36122,-0.031525,-0.0192424,-0.400419,0.24652,-0.766458,11.3049,-1.36122,-0.031525,-0.0192424,-0.400419,0.24652,-0.766458,11.3049,-1.36122,-0.031525,-0.0192424,-0.400419,0.24652,-1.4978,11.3141,-1.36233,-0.0166144,0.0304812,-2.75296,0.0593527,-0.0119641,11.2618,-1.33541,-0.0484838,-0.0474938,-2.75269,0.0593527,-0.774413,10.5999,-1.63203,-0.0304361,-0.00305398,-1.19012,0.0593527,-0.734186,11.976,-1.06602,-0.0617325,0.00947027,-1.19031,0.0593527,-0.765035,11.0104,-0.658411,-1.61312,-0.387566,0.019266,0.0593527,-0.744228,11.5655,-2.03978,-1.61476,-0.430736,0.0205597,0.0593527,
1.3837,-0.786386,11.3373,-1.39698,-0.031179,-0.0376351,-0.575254,0.24652,-0.786386,11.3373,-1.39698,-0.031179,-0.0376351,-0.575254,0.24652,-0.786386,11.3373,-1.39698,-0.031179,-0.0376351,-0.575254,0.24652,-0.786386,11.3373,-1.39698,-0.031179,-0.0376351,-0.575254,0.24652,-0.786386,11.3373,-1.39698,-0.031179,-0.0376351,-0.575254,0.24652,-1.51768,11.3491,-1.40934,-0.0367893,-0.037799,-2.92711,0.0593527,-0.0323924,11.2964,-1.35474,-0.0366224,-0.0367924,-2.92712,0.0593527,-0.795006,10.5962,-1.54141,0.0174504,-0.0316413,-1.36544,0.0593527,-0.753879,12.0493,-1.22238,0.00953232,-0.0299733,-1.36555,0.0593527,-0.79505,11.1694,-0.653592,-1.62992,-0.580542,0.0434618,0.0593527,-0.754485,11.4757,-2.11004,-1.63362,-0.631897,0.046249,0.0593527,
1.3938,-0.806181,11.3593,-1.43246,-0.026885,-0.0551119,-0.750216,0.24652,-0.806181,11.3593,-1.43246,-0.026885,-0.0551119,-0.750216,0.24652,-0.806181,11.3593,-1.43246,-0.026885,-0.0551119,-0.750216,0.24652,-0.806181,11.3593,-1.43246,-0.026885,-0.0551119,-0.750216,0.24652,-0.806181,11.3593,-1.43246,-0.026885,-0.0551119,-0.750216,0.24652,-1.53716,11.3717,-1.45637,-0.0343176,-0.0769536,-3.10142,0.0593527,-0.0531164,11.3236,-1.37404,-0.0308959,0.00159144,-3.10154,0.0593527,-0.817799,10.6043,-1.44604,-0.00943858,-0.0404146,-1.53945,0.0593527,-0.771923,12.0908,-1.38382,0.0261732,-0.0414934,-1.54109,0.0593527,-0.825114,11.3235,-0.671538,-1.6561,-0.765093,0.0765977,0.0593527,-0.764797,11.3722,-2.15839,-1.65103,-0.708227,0.0737204,0.0593527,
1.4039,-0.826191,11.3712,-1.46765,-0.020518,-0.0727299,-0.924688,0.24652,-0.826191,11.3712,-1.46765,-0.020518,-0.0727299,-0.924688,0.24652,-0.826191,11.3712,-1.46765,-0.020518,-0.0727299,-0.924688,0.24652,-0.826191,11.3712,-1.46765,-0.020518,-0.0727299,-0.924688,0.24652,-0.826191,11.3712,-1.46765,-0.020518,-0.0727299,-0.924688,0.24652,-1.55669,11.3818,-1.50302,-0.0316848,-0.036515,3.0074,0.0593527,-0.0740231,11.3436,-1.39399,-0.0305698,-0.0446126,3.00735,0.0593527,-0.841876,10.6255,-1.35012,-0.0568053,-0.0620523,-1.7111,0.0593527,-0.787692,12.0998,-1.54652,-0.0456229,-0.0604789,-1.71224,0.0593527,-0.854689,11.4681,-0.712327,-1.69191,-0.915739,0.120243,0.0593527,-0.775463,11.2575,-2.18413,-1.68706,-0.884308,0.117208,0.0593527,
1.414,-0.845951,11.373,-1.50275,-0.0116651,-0.0886189,-1.09922,0.24652,-0.845951,11.373,-1.50275,-0.0116651,-0.0886189,-1.09922,0.24652,-0.845951,11.373,-1.50275,-0.0116651,-0.0886189,-1.09922,0.24652,-0.845951,11.373,-1.50275,-0.0116651,-0.0886189,-1.09922,0.24652,-0.845951,11.373,-1.50275,-0.0116651,-0.0886189,-1.09922,0.24652,-1.576,11.3799,-1.54875,-0.0291023,-0.053058,2.83323,0.0593527,-0.0951111,11.3561,-1.41454,-0.00861138,-0.116865,2.8315,0.0593527,-0.867726,10.6591,-1.25743,-0.0214389,-0.0755489,-1.88753,0.0593527,-0.802467,12.0767,-1.70607,-0.04917,-0.0845688,-1.88528,0.0593527,-0.883656,11.5996,-0.776063,-1.75791,-1.08296,0.193167,0.0593527,-0.787045,11.136,-2.18755,-1.78948,-1.14636,0.222034,0.0593527,
1.4241,-0.865975,11.3646,-1.53704,0.00047407,-0.103226,-1.27436,0.24652,-0.865975,11.3646,-1.53704,0.00047407,-0.103226,-1.27436,0.24652,-0.865975,11.3646,-1.53704,0.00047407,-0.103226,-1.27436,0.24652,-0.865975,11.3646,-1.53704,0.00047407,-0.103226,-1.27436,0.24652,-0.865975,11.3646,-1.53704,0.00047407,-0.103226,-1.27436,0.24652,-1.59512,11.3658,-1.59426,0.00397499,-0.122393,2.65606,0.0593527,-0.116321,11.3603,-1.43739,-0.00174343,-0.111623,2.65673,0.0593527,-0.894596,10.7042,-1.17203,0.0327855,-0.0680847,-2.06585,0.0593527,-0.815574,12.0221,-1.85923,0.0300894,-0.0695145,-2.06605,0.0593527,-0.911463,11.7142,-0.861472,-1.92136,-1.26964,0.361684,0.0593527,-0.799401,11.012,-2.16964,-1.93753,-1.27963,0.377902,0.0593527,
1.4342,-0.885683,11.346,-1.57117,0.0150715,-0.115305,-1.45044,0.24652,-0.885683,11.346,-1.57117,0.0150715,-0.115305,-1.45044,0.24652,-0.885683,11.346,-1.57117,0.0150715,-0.115305,-1.45044,0.24652,-0.885683,11.346,-1.57117,0.0150715,-0.115305,-1.45044,0.24652,-0.885683,11.346,-1.57117,0.0150715,-0.115305,-1.45044,0.24652,-1.61418,11.3399,-1.63781,0.0126743,-0.122114,2.48095,0.0593527,-0.137508,11.3567,-1.46183,-0.0203901,-0.0791873,2.48428,0.0593527,-0.92344,10.7593,-1.0973,0.0188758,-0.0927672,-2.23966,0.0593527,-0.82777,11.9374,-2.00183,0.0437471,-0.07312,-2.2419,0.0593527,-0.938401,11.8081,-0.96745,-2.37437,-1.40872,0.821583,0.0593527,-0.812949,10.8892,-2.13214,-2.14902,-1.35918,0.60056,0.0593527,
1.4443,-0.905736,11.3177,-1.60495,0.0322229,-0.125164,-1.62701,0.24652,-0.905736,11.3177,-1.60495,0.0322229,-0.125164,-1.62701,0.24652,-0.905736,11.3177,-1.60495,0.0322229,-0.125164,-1.62701,0.24652,-0.905736,11.3177,-1.60495,0.0322229,-0.125164,-1.62701,0.24652,-0.905736,11.3177,-1.60495,0.0322229,-0.125164,-1.62701,0.24652,-1.63313,11.3023,-1.67956,-0.00786884,-0.097002,2.30918,0.0593527,-0.158972,11.3448,-1.48863,0.00174594,-0.105747,2.30821,0.0593527,-0.952782,10.8222,-1.03708,-0.00218504,-0.139899,-2.41118,0.0593527,-0.838166,11.8251,-2.13089,0.00307406,-0.134085,-2.41219,0.0593527,-0.963753,11.8775,-1.09119,2.8291,-1.43449,1.90919,0.0593527,-0.827794,10.7697,-2.07675,2.77329,-1.43074,1.96521,0.0593527,
1.4544,-0.925511,11.2793,-1.63842,0.0506804,-0.1316,-1.80315,0.24652,-0.925511,11.2793,-1.63842,0.0506804,-0.1316,-1.80315,0.24652,-0.925511,11.2793,-1.63842,0.0506804,-0.1316,-1.80315,0.24652,-0.925511,11.2793,-1.63842,0.0506804,-0.1316,-1.80315,0.24652,-0.925511,11.2793,-1.63842,0.0506804,-0.1316,-1.80315,0.24652,-1.6521,11.2535,-1.71954,0.0322819,-0.127516,2.13065,0.0593527,-0.180364,11.3243,-1.51764,0.0644729,-0.147376,2.12624,0.0593527,-0.983148,10.8902,-0.993813,0.0343762,-0.128085,-2.58982,0.0593527,-0.848402,11.6875,-2.24325,0.0213133,-0.149057,-2.58815,0.0593527,-0.987586,11.9201,-1.23048,2.13964,-1.30273,2.60481,0.0593527,-0.844494,10.6575,-2.00643,2.04406,-1.24954,2.69684,0.0593527,
1.4645,-0.945561,11.2311,-1.67131,0.0699397,-0.135262,-1.97926,0.24652,-0.945561,11.2311,-1.67131,0.0699397,-0.135262,-1.97926,0.24652,-0.945561,11.2311,-1.67131,0.0699397,-0.135262,-1.97926,0.24652,-0.945561,11.2311,-1.67131,0.0699397,-0.135262,-1.97926,0.24652,-0.945561,11.2311,-1.67131,0.0699397,-0.135262,-1.97926,0.24652,-1.67088,11.1934,-1.75744,0.0896119,-0.149681,1.94856,0.0593527,-0.201845,11.2941,-1.54951,0.080133,-0.145893,1.94996,0.0593527,-1.01365,10.9601,-0.969772,0.0717137,-0.0883262,-2.76845,0.0593527,-0.857933,11.5277,-2.33694,0.0716303,-0.0885166,-2.76864,0.0593527,-1.00959,11.9332,-1.38202,1.938,-1.12506,2.81219,0.0593527,-0.862571,10.5546,-1.92494,1.95948,-1.14849,2.79342,0.0593527,
1.4746,-0.965395,11.1731,-1.70394,0.0901607,-0.13595,-2.1564,0.24652,-0.965395,11.1731,-1.70394,0.0901607,-0.13595,-2.1564,0.24652,-0.965395,11.1731,-1.70394,0.0901607,-0.13595,-2.1564,0.24652,-0.965395,11.1731,-1.70394,0.0901607,-0.13595,-2.1564,0.24652,-0.965395,11.1731,-1.70394,0.0901607,-0.13595,-2.1564,0.24652,-1.6898,11.1229,-1.79265,0.0694664,-0.13756,1.77748,0.0593527,-0.223104,11.2543,-1.58443,0.0477771,-0.132774,1.7804,0.0593527,-1.04484,11.0283,-0.967161,0.0780718,-0.11672,-2.94375,0.0593527,-0.867459,11.3493,-2.40958,0.0836224,-0.0890513,-2.94463,0.0593527,-1.03016,11.915,-1.54206,1.86721,-0.968991,2.89195,0.0593527,-0.882352,10.4628,-1.83526,1.89119,-1.0163,2.87242,0.0593527,
1.4847,-0.985435,11.1054,-1.73651,0.110452,-0.13232,-2.33372,0.24652,-0.985435,11.1054,-1.73651,0.110452,-0.13232,-2.33372,0.24652,-0.985435,11.1054,-1.73651,0.110452,-0.13232,-2.33372,0.24652,-0.985435,11.1054,-1.73651,0.110452,-0.13232,-2.33372,0.24652,-0.985435,11.1054,-1.73651,0.110452,-0.13232,-2.33372,0.24652,-1.70871,11.0424,-1.82529,0.0634244,-0.136591,1.60448,0.0593527,-0.244505,11.2045,-1.62215,0.0668197,-0.136788,1.60402,0.0593527,-1.07564,11.0908,-0.986873,0.0940148,-0.164849,-3.11996,0.0593527,-0.876532,11.1563,-2.46049,0.094136,-0.159379,-3.12005,0.0593527,-1.04886,11.8642,-1.70643,1.82548,-0.807576,2.94287,0.0593527,-0.903859,10.3827,-1.7407,1.81589,-0.769714,2.95036,0.0593527,
1.4948,-1.0054,11.028,-1.76867,0.129728,-0.124781,-2.50978,0.24652,-1.0054,11.028,-1.76867,0.129728,-0.124781,-2.50978,0.24652,-1.0054,11.028,-1.76867,0.129728,-0.124781,-2.50978,0.24652,-1.0054,11.028,-1.76867,0.129728,-0.124781,-2.50978,0.24652,-1.0054,11.028,-1.76867,0.129728,-0.124781,-2.50978,0.24652,-1.72769,10.9517,-1.85575,0.13552,-0.130498,1.42083,0.0593527,-0.265701,11.1439,-1.6625,0.142394,-0.129411,1.41994,0.0593527,-1.10607,11.1439,-1.02932,0.114891,-0.132299,2.98661,0.0593527,-0.886345,10.9521,-2.48877,0.118164,-0.152987,2.98584,0.0593527,-1.06575,11.7806,-1.8719,1.79437,-0.618312,2.98165,0.0593527,-0.927249,10.3155,-1.64621,1.78807,-0.581699,2.98579,0.0593527,
1.5049,-1.02546,10.9408,-1.80061,0.147491,-0.115032,-2.68532,0.24652,-1.02546,10.9408,-1.80061,0.147491,-0.115032,-2.68532,0.24652,-1.02546,10.9408,-1.80061,0.147491,-0.115032,-2.68532,0.24652,-1.02546,10.9408,-1.80061,0.147491,-0.115032,-2.68532,0.24652,-1.02546,10.9408,-1.80061,0.147491,-0.115032,-2.68532,0.24652,-1.74673,10.852,-1.88368,0.164914,-0.115935,1.24324,0.0593527,-0.286851,11.0724,-1.7056,0.169093,-0.114447,1.24276,0.0593527,-1.13568,11.184,-1.09424,0.118733,-0.0790953,2.81152,0.0593527,-0.896862,10.7407,-2.4949,0.118346,-0.0779664,2.81149,0.0593527,-1.08103,11.6642,-2.034,1.77675,-0.439223,3.00895,0.0593527,-0.951973,10.2602,-1.55543,1.78447,-0.485468,3.00618,0.0593527,
1.515,-1.04549,10.8442,-1.83254,0.164481,-0.102405,-2.86156,0.24652,-1.04549,10.8442,-1.83254,0.164481,-0.102405,-2.86156,0.24652,-1.04549,10.8442,-1.83254,0.164481,-0.102405,-2.86156,0.24652,-1.04549,10.8442,-1.83254,0.164481,-0.102405,-2.86156,0.24652,-1.04549,10.8442,-1.83254,0.164481,-0.102405,-2.86156,0.24652,-1.76594,10.7435,-1.90906,0.131988,-0.126354,1.07336,0.0593527,-0.30763,10.9886,-1.75129,0.136913,-0.123464,1.07274,0.0593527,-1.16458,11.2063,-1.1807,0.143023,-0.096162,2.63497,0.0593527,-0.908301,10.5261,-2.47954,0.130719,-0.0740758,2.63569,0.0593527,-1.09507,11.516,-2.1888,1.76822,-0.282682,3.03097,0.0593527,-0.978075,10.2163,-1.4719,1.77126,-0.30369,3.03068,0.0593527,
1.5251,-1.06557,10.7377,-1.86446,0.178176,-0.0860295,-3.03728,0.24652,-1.06557,10.7377,-1.86446,0.178176,-0.0860295,-3.03728,0.24652,-1.06557,10.7377,-1.86446,0.178176,-0.0860295,-3.03728,0.24652,-1.06557,10.7377,-1.86446,0.178176,-0.0860295,-3.03728,0.24652,-1.06557,10.7377,-1.86446,0.178176,-0.0860295,-3.03728,0.24652,-1.78537,10.6266,-1.93242,0.154877,-0.111741,0.896916,0.0593527,-0.328405,10.8932,-1.79925,0.143104,-0.121216,0.898285,0.0593527,-1.19218,11.2077,-1.28716,0.185948,-0.120185,2.45646,0.0593527,-0.92056,10.3122,-2.44455,0.183297,-0.11696,2.45674,0.0593527,-1.10777,11.3377,-2.33242,1.76145,-0.108456,3.05144,0.0593527,-1.00554,10.1823,-1.39896,1.75751,-0.0570758,3.05241,0.0593527,
1.5352,-1.08572,10.6218,-1.89638,0.188329,-0.0671109,3.07175,0.24652,-1.08572,10.6218,-1.89638,0.188329,-0.0671109,3.07175,0.24652,-1.08572,10.6218,-1.89638,0.188329,-0.0671109,3.07175,0.24652,-1.08572,10.6218,-1.89638,0.188329,-0.0671109,3.07175,0.24652,-1.08572,10.6218,-1.89638,0.188329,-0.0671109,3.07175,0.24652,-1.80481,10.501,-1.9539,0.206767,-0.0563001,0.718571,0.0593527,-0.348896,10.7854,-1.84872,0.196387,-0.067983,0.719216,0.0593527,-1.21838,11.1851,-1.41125,0.181516,-0.0819052,2.28343,0.0593527,-0.934407,10.1016,-2.39146,0.195456,-0.0938845,2.28189,0.0593527,-1.11923,11.1312,-2.46212,1.75745,0.0816978,3.07046,0.0593527,-1.03407,10.1554,-1.34082,1.75754,0.0888939,3.07105,0.0593527,
1.5453,-1.10585,10.4962,-1.92825,0.196175,-0.0474172,2.89782,0.24652,-1.10585,10.4962,-1.92825,0.196175,-0.0474172,2.89782,0.24652,-1.10585,10.4962,-1.92825,0.196175,-0.0474172,2.89782,0.24652,-1.10585,10.4962,-1.92825,0.196175,-0.0474172,2.89782,0.24652,-1.10585,10.4962,-1.92825,0.196175,-0.0474172,2.89782,0.24652,-1.82457,10.368,-1.97414,0.201885,-0.0506257,0.545019,0.0593527,-0.369266,10.6649,-1.89987,0.214495,-0.0297102,0.54451,0.0593527,-1.24286,11.1355,-1.55058,0.152471,-0.0393053,2.11062,0.0593527,-0.949881,9.8977,-2.32333,0.150971,-0.038406,2.1106,0.0593527,-1.13001,10.8996,-2.5744,1.7587,0.251276,3.08973,0.0593527,-1.06321,10.1332,-1.29963,1.76208,0.200512,3.0912,0.0593527,
1.5554,-1.12599,10.3609,-1.96048,0.201508,-0.0262057,2.72326,0.24652,-1.12599,10.3609,-1.96048,0.201508,-0.0262057,2.72326,0.24652,-1.12599,10.3609,-1.96048,0.201508,-0.0262057,2.72326,0.24652,-1.12599,10.3609,-1.96048,0.201508,-0.0262057,2.72326,0.24652,-1.12599,10.3609,-1.96048,0.201508,-0.0262057,2.72326,0.24652,-1.84444,10.2277,-1.99302,0.188677,-0.0741117,0.372147,0.0593527,-0.389154,10.531,-1.95168,0.196612,-0.0533511,0.371636,0.0593527,-1.26598,11.0563,-1.70127,0.181439,-0.0352504,1.93521,0.0593527,-0.966989,9.70268,-2.24342,0.160166,-0.0271408,1.93567,0.0593527,-1.14045,10.6459,-2.66709,1.76408,0.411384,3.11129,0.0593527,-1.09278,10.1128,-1.2777,1.76438,0.419901,3.11195,0.0593527,
1.5655,-1.14618,10.2159,-1.99283,0.201653,-0.00388089,2.54919,0.24652,-1.14618,10.2159,-1.99283,0.201653,-0.00388089,2.54919,0.24652,-1.14618,10.2159,-1.99283,0.201653,-0.00388089,2.54919,0.24652,-1.14618,10.2159,-1.99283,0.201653,-0.00388089,2.54919,0.24652,-1.14618,10.2159,-1.99283,0.201653,-0.00388089,2.54919,0.24652,-1.8647,10.0799,-2.01119,0.203891,-0.0209567,0.197711,0.0593527,-0.40904,10.3842,-2.00391,0.197122,-0.0553117,0.197967,0.0593527,-1.28721,10.9458,-1.86026,0.227737,-0.0248645,1.76014,0.0593527,-0.985391,9.51851,-2.15512,0.224052,-0.0241536,1.76007,0.0593527,-1.1506,10.374,-2.73837,1.77336,0.593822,3.13553,0.0593527,-1.12264,10.0906,-1.27699,1.77396,0.641412,3.13657,0.0593527,
1.5756,-1.16638,10.0613,-2.02551,0.197188,0.0179304,2.37589,0.24652,-1.16638,10.0613,-2.02551,0.197188,0.0179304,2.37589,0.24652,-1.16638,10.0613,-2.02551,0.197188,0.0179304,2.37589,0.24652,-1.16638,10.0613,-2.02551,0.197188,0.0179304,2.37589,0.24652,-1.16638,10.0613,-2.02551,0.197188,0.0179304,2.37589,0.24652,-1.88491,9.92451,-2.02912,0.204618,0.0414416,0.0238869,0.0593527,-0.428584,10.2246,-2.05609,0.20384,0.0147403,0.0238673,0.0593527,-1.30685,10.8033,-2.02372,0.201155,0.00234775,1.5869,0.0593527,-1.00584,9.34606,-2.06178,0.217826,0.00208358,1.58673,0.0593527,-1.16072,10.0871,-2.78708,1.79128,0.777544,-3.11656,0.0593527,-1.15238,10.0619,-1.29842,1.79132,0.757513,-3.11601,0.0593527,
1.5857,-1.18662,9.89683,-2.05838,0.190494,0.0392509,2.20207,0.24652,-1.18662,9.89683,-2.05838,0.190494,0.0392509,2.20207,0.24652,-1.18662,9.89683,-2.05838,0.190494,0.0392509,2.20207,0.24652,-1.18662,9.89683,-2.05838,0.190494,0.0392509,2.20207,0.24652,-1.18662,9.89683,-2.05838,0.190494,0.0392509,2.20207,0.24652,-1.9055,9.76207,-2.04763,0.199837,0.0217112,-0.149949,0.0593527,-0.448081,10.0517,-2.10764,0.193259,0.0648665,-0.15024,0.0593527,-1.32446,10.6279,-2.18753,0.153455,0.0175747,1.4121,0.0593527,-1.02791,9.18608,-1.96771,0.151815,0.0173071,1.4119,0.0593527,-1.17132,9.78988,-2.81279,1.82145,0.93981,-3.07391,0.0593527,-1.18159,10.0237,-1.34244,1.81825,0.899711,-3.07569,0.0593527,
1.5958,-1.20676,9.72251,-2.09167,0.18085,0.0596707,2.02738,0.24652,-1.20676,9.72251,-2.09167,0.18085,0.0596707,2.02738,0.24652,-1.20676,9.72251,-2.09167,0.18085,0.0596707,2.02738,0.24652,-1.20676,9.72251,-2.09167,0.18085,0.0596707,2.02738,0.24652,-1.20676,9.72251,-2.09167,0.18085,0.0596707,2.02738,0.24652,-1.92617,9.59257,-2.06689,0.200683,0.0176854,-0.323458,0.0593527,-0.467068,9.86549,-2.15767,0.191796,0.0437956,-0.323733,0.0593527,-1.34097,10.4202,-2.34757,0.170996,0.0398387,1.2383,0.0593527,-1.05172,9.03805,-1.87698,0.151375,0.0330574,1.23752,0.0593527,-1.18279,9.48607,-2.81575,1.87746,1.10491,-3.00537,0.0593527,-1.21015,9.97215,-1.40868,1.88888,1.13624,-2.99461,0.0593527,
1.6059,-1.22703,9.53821,-2.12538,0.166163,0.0778174,1.8527,0.24652,-1.22703,9.53821,-2.12538,0.166163,0.0778174,1.8527,0.24652,-1.22703,9.53821,-2.12538,0.166163,0.0778174,1.8527,0.24652,-1.22703,9.53821,-2.12538,0.166163,0.0778174,1.8527,0.24652,-1.22703,9.53821,-2.12538,0.166163,0.0778174,1.8527,0.24652,-1.94717,9.41571,-2.08704,0.170233,0.082015,-0.498678,0.0593527,-0.486198,9.66687,-2.20578,0.195235,0.0362881,-0.497205,0.0593527,-1.35573,10.181,-2.5002,0.198393,0.0776347,1.06641,0.0593527,-1.07641,8.90149,-1.79307,0.194992,0.0757705,1.06587,0.0593527,-1.19506,9.17959,-2.79707,2.01534,1.28419,-2.85624,0.0593527,-1.23772,9.90301,-1.49643,2.05335,1.3141,-2.8189,0.0593527,
1.616,-1.24721,9.34416,-2.15945,0.148074,0.0923855,1.67792,0.24652,-1.24721,9.34416,-2.15945,0.148074,0.0923855,1.67792,0.24652,-1.24721,9.34416,-2.15945,0.148074,0.0923855,1.67792,0.24652,-1.24721,9.34416,-2.15945,0.148074,0.0923855,1.67792,0.24652,-1.24721,9.34416,-2.15945,0.148074,0.0923855,1.67792,0.24652,-1.96809,9.23077,-2.10903,0.143931,0.108655,-0.674823,0.0593527,-0.505013,9.45585,-2.25224,0.161319,0.0867503,-0.673125,0.0593527,-1.36951,9.91198,-2.64203,0.161247,0.0831163,0.889877,0.0593527,-1.10282,8.77471,-1.71958,0.173297,0.092837,0.890819,0.0593527,-1.20855,8.87393,-2.75789,2.49428,1.43333,-2.36594,0.0593527,-1.26415,9.81243,-1.60338,2.33617,1.40388,-2.52173,0.0593527,
