time,0_rod(payload_bars compound_pwV5YN).X,0_rod(payload_bars compound_pwV5YN).Y,0_rod(payload_bars compound_pwV5YN).Z,0_rod(payload_bars compound_pwV5YN).Euler1,0_rod(payload_bars compound_pwV5YN).Euler2,0_rod(payload_bars compound_pwV5YN).Euler3,0_rod(payload_bars compound_pwV5YN).mass,1_rod(payload_bars compound_pwV5YN).X,1_rod(payload_bars compound_pwV5YN).Y,1_rod(payload_bars compound_pwV5YN).Z,1_rod(payload_bars compound_pwV5YN).Euler1,1_rod(payload_bars compound_pwV5YN).Euler2,1_rod(payload_bars compound_pwV5YN).Euler3,1_rod(payload_bars compound_pwV5YN).mass,2_rod(payload_bars compound_pwV5YN).X,2_rod(payload_bars compound_pwV5YN).Y,2_rod(payload_bars compound_pwV5YN).Z,2_rod(payload_bars compound_pwV5YN).Euler1,2_rod(payload_bars compound_pwV5YN).Euler2,2_rod(payload_bars compound_pwV5YN).Euler3,2_rod(payload_bars compound_pwV5YN).mass,3_rod(payload_bars compound_pwV5YN).X,3_rod(payload_bars compound_pwV5YN).Y,3_rod(payload_bars compound_pwV5YN).Z,3_rod(payload_bars compound_pwV5YN).Euler1,3_rod(payload_bars compound_pwV5YN).Euler2,3_rod(payload_bars compound_pwV5YN).Euler3,3_rod(payload_bars compound_pwV5YN).mass,4_rod(payload_bars compound_pwV5YN).X,4_rod(payload_bars compound_pwV5YN).Y,4_rod(payload_bars compound_pwV5YN).Z,4_rod(payload_bars compound_pwV5YN).Euler1,4_rod(payload_bars compound_pwV5YN).Euler2,4_rod(payload_bars compound_pwV5YN).Euler3,4_rod(payload_bars compound_pwV5YN).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.808,-0.113287,1.92001,0.679092,3.02799,-1.21323,1.70147,0.256021,-0.113287,1.92001,0.679092,3.02799,-1.21323,1.70147,0.256021,-0.113287,1.92001,0.679092,3.02799,-1.21323,1.70147,0.256021,-0.113287,1.92001,0.679092,3.02799,-1.21323,1.70147,0.256021,-0.113287,1.92001,0.679092,3.02799,-1.21323,1.70147,0.256021,0.371422,1.84767,0.327922,-2.9135,-1.21747,-1.69345,0.0199491,0.0353087,2.05001,1.38511,1.35822,-0.348455,0.804429,0.0199491,-0.0718381,2.00336,1.21366,3.03187,-1.20011,0.11688,0.0199491,0.332882,2.00172,0.894428,2.97378,-0.194246,0.335083,0.0199491,0.0907196,2.42022,0.742224,1.92611,0.357588,0.87006,0.0199645,0.51908,1.74676,0.924413,1.78389,0.316085,1.49629,0.0199491,
0.8181,-0.116036,1.91976,0.680943,3.03113,-1.20716,1.69811,0.256021,-0.116036,1.91976,0.680943,3.03113,-1.20716,1.69811,0.256021,-0.116036,1.91976,0.680943,3.03113,-1.20716,1.69811,0.256021,-0.116036,1.91976,0.680943,3.03113,-1.20716,1.69811,0.256021,-0.116036,1.91976,0.680943,3.03113,-1.20716,1.69811,0.256021,0.370818,1.84762,0.33273,-2.91594,-1.21137,-1.69073,0.0199491,0.0281643,2.05006,1.38797,1.35871,-0.351792,0.799175,0.0199491,-0.0778688,2.00333,1.2158,3.03489,-1.19352,0.113937,0.0199491,0.328766,2.00172,0.899114,2.97439,-0.186567,0.333879,0.0199491,0.0874695,2.41994,0.74555,1.92471,0.359915,0.863994,0.0199645,0.514726,1.7459,0.929691,1.78238,0.318109,1.49108,0.0199491,
0.8282,-0.118452,1.91962,0.682446,3.03402,-1.20222,1.69536,0.256021,-0.118452,1.91962,0.682446,3.03402,-1.20222,1.69536,0.256021,-0.118452,1.91962,0.682446,3.03402,-1.20222,1.69536,0.256021,-0.118452,1.91962,0.682446,3.03402,-1.20222,1.69536,0.256021,-0.118452,1.91962,0.682446,3.03402,-1.20222,1.69536,0.256021,0.370159,1.84778,0.33665,-2.91852,-1.20644,-1.68765,0.0199491,0.0221456,2.05003,1.39028,1.35989,-0.354102,0.79467,0.0199491,-0.0829793,2.00331,1.21752,3.03765,-1.18832,0.111542,0.0199491,0.325205,2.00172,0.902939,2.97495,-0.180884,0.332965,0.0199491,0.0844722,2.41982,0.748296,1.92368,0.361614,0.858973,0.0199645,0.511047,1.74521,0.933932,1.78146,0.319823,1.4869,0.0199491,
0.8383,-0.120497,1.91939,0.683606,3.03692,-1.19839,1.69258,0.256021,-0.120497,1.91939,0.683606,3.03692,-1.19839,1.69258,0.256021,-0.120497,1.91939,0.683606,3.03692,-1.19839,1.69258,0.256021,-0.120497,1.91939,0.683606,3.03692,-1.19839,1.69258,0.256021,-0.120497,1.91939,0.683606,3.03692,-1.19839,1.69258,0.256021,0.369477,1.84795,0.339682,-2.91871,-1.2025,-1.68693,0.0199491,0.0173221,2.04986,1.39207,1.36087,-0.356087,0.791312,0.0199491,-0.0871033,2.00328,1.21887,3.04045,-1.18425,0.109186,0.0199491,0.322259,2.00174,0.905883,2.97547,-0.176375,0.332119,0.0199491,0.0818898,2.41962,0.750543,1.92316,0.362898,0.855064,0.0199645,0.508016,1.74466,0.937127,1.78081,0.320944,1.48372,0.0199491,
0.8484,-0.122065,1.91912,0.684388,3.0389,-1.19539,1.69036,0.256021,-0.122065,1.91912,0.684388,3.0389,-1.19539,1.69036,0.256021,-0.122065,1.91912,0.684388,3.0389,-1.19539,1.69036,0.256021,-0.122065,1.91912,0.684388,3.0389,-1.19539,1.69036,0.256021,-0.122065,1.91912,0.684388,3.0389,-1.19539,1.69036,0.256021,0.368943,1.84784,0.341928,-2.91913,-1.19941,-1.68642,0.0199491,0.013591,2.04966,1.39335,1.36144,-0.357707,0.788723,0.0199491,-0.0902792,2.00325,1.21979,3.04244,-1.18077,0.107282,0.0199491,0.320013,2.00173,0.908032,2.97568,-0.172267,0.331499,0.0199491,0.0800322,2.4193,0.752162,1.92277,0.364172,0.852128,0.0199645,0.505604,1.74409,0.939495,1.7798,0.321821,1.48115,0.0199491,
0.8585,-0.123134,1.91889,0.684813,3.04033,-1.19348,1.6887,0.256021,-0.123134,1.91889,0.684813,3.04033,-1.19348,1.6887,0.256021,-0.123134,1.91889,0.684813,3.04033,-1.19348,1.6887,0.256021,-0.123134,1.91889,0.684813,3.04033,-1.19348,1.6887,0.256021,-0.123134,1.91889,0.684813,3.04033,-1.19348,1.6887,0.256021,0.368534,1.84769,0.343294,-2.92015,-1.19745,-1.68541,0.0199491,0.0111,2.04952,1.39413,1.3614,-0.359396,0.78738,0.0199491,-0.0923889,2.00323,1.2203,3.04397,-1.17828,0.10584,0.0199491,0.318502,2.00172,0.909375,2.97587,-0.169062,0.331121,0.0199491,0.0787612,2.41901,0.753155,1.92276,0.365155,0.850322,0.0199645,0.503958,1.74354,0.940919,1.77916,0.322618,1.47962,0.0199491,
0.8686,-0.123738,1.91875,0.684938,3.04228,-1.19304,1.68716,0.256021,-0.123738,1.91875,0.684938,3.04228,-1.19304,1.68716,0.256021,-0.123738,1.91875,0.684938,3.04228,-1.19304,1.68716,0.256021,-0.123738,1.91875,0.684938,3.04228,-1.19304,1.68716,0.256021,-0.123738,1.91875,0.684938,3.04228,-1.19304,1.68716,0.256021,0.368123,1.84801,0.34362,-2.91861,-1.19688,-1.68636,0.0199491,0.0101398,2.04934,1.39439,1.36179,-0.360241,0.787397,0.0199491,-0.0932492,2.0032,1.22049,3.04591,-1.17777,0.104583,0.0199491,0.317739,2.00174,0.909769,2.97629,-0.168464,0.330953,0.0199491,0.0777482,2.41893,0.753657,1.92344,0.365138,0.849814,0.0199645,0.503277,1.7432,0.941019,1.77997,0.323023,1.47983,0.0199491,
0.8787,-0.123972,1.91863,0.684833,3.04273,-1.19285,1.6866,0.256021,-0.123972,1.91863,0.684833,3.04273,-1.19285,1.6866,0.256021,-0.123972,1.91863,0.684833,3.04273,-1.19285,1.6866,0.256021,-0.123972,1.91863,0.684833,3.04273,-1.19285,1.6866,0.256021,-0.123972,1.91863,0.684833,3.04273,-1.19285,1.6866,0.256021,0.367947,1.84795,0.343603,-2.91868,-1.19666,-1.68627,0.0199491,0.00981429,2.04921,1.39434,1.36204,-0.360351,0.787363,0.0199491,-0.0935528,2.00319,1.22041,3.04633,-1.17764,0.104174,0.0199491,0.31747,2.00171,0.909745,2.97606,-0.168032,0.331155,0.0199491,0.077449,2.4188,0.753736,1.92336,0.36509,0.849592,0.0199645,0.502942,1.74278,0.940794,1.77977,0.323374,1.48012,0.0199491,
0.8888,-0.123954,1.91854,0.684596,3.04193,-1.19267,1.68678,0.256021,-0.123954,1.91854,0.684596,3.04193,-1.19267,1.68678,0.256021,-0.123954,1.91854,0.684596,3.04193,-1.19267,1.68678,0.256021,-0.123954,1.91854,0.684596,3.04193,-1.19267,1.68678,0.256021,-0.123954,1.91854,0.684596,3.04193,-1.19267,1.68678,0.256021,0.367969,1.84754,0.343452,-2.91982,-1.19654,-1.68559,0.0199491,0.00980374,2.04921,1.39413,1.3617,-0.360547,0.787451,0.0199491,-0.093558,2.0032,1.22017,3.04552,-1.1775,0.104388,0.0199491,0.317505,2.00165,0.909548,2.97542,-0.167087,0.331603,0.0199491,0.0777064,2.41858,0.753538,1.92264,0.365184,0.849469,0.0199645,0.502769,1.74224,0.940523,1.77899,0.323967,1.48033,0.0199491,
0.8989,-0.123768,1.91846,0.684301,3.04034,-1.1925,1.68744,0.256021,-0.123768,1.91846,0.684301,3.04034,-1.1925,1.68744,0.256021,-0.123768,1.91846,0.684301,3.04034,-1.1925,1.68744,0.256021,-0.123768,1.91846,0.684301,3.04034,-1.1925,1.68744,0.256021,-0.123768,1.91846,0.684301,3.04034,-1.1925,1.68744,0.256021,0.368127,1.84689,0.343243,-2.92233,-1.19651,-1.68391,0.0199491,0.00995275,2.04922,1.39384,1.36197,-0.359446,0.786824,0.0199491,-0.0933895,2.00322,1.21985,3.04401,-1.17712,0.104924,0.0199491,0.317751,2.00157,0.909238,2.97441,-0.166114,0.332222,0.0199491,0.0783197,2.41832,0.753173,1.92169,0.365498,0.849456,0.0199645,0.502722,1.7416,0.940199,1.77752,0.324563,1.48036,0.0199491,
0.909,-0.12342,1.91837,0.683941,3.03803,-1.19233,1.68849,0.256021,-0.12342,1.91837,0.683941,3.03803,-1.19233,1.68849,0.256021,-0.12342,1.91837,0.683941,3.03803,-1.19233,1.68849,0.256021,-0.12342,1.91837,0.683941,3.03803,-1.19233,1.68849,0.256021,-0.12342,1.91837,0.683941,3.03803,-1.19233,1.68849,0.256021,0.368416,1.84595,0.342976,-2.92687,-1.19657,-1.68063,0.0199491,0.0103044,2.04919,1.39347,1.36203,-0.358094,0.786066,0.0199491,-0.0930337,2.00324,1.21945,3.04178,-1.17671,0.105792,0.0199491,0.318202,2.00147,0.908817,2.97309,-0.16495,0.33297,0.0199491,0.0792906,2.41798,0.752665,1.92037,0.365927,0.849502,0.0199645,0.502787,1.74088,0.939832,1.77556,0.325305,1.48028,0.0199491,
0.9191,-0.123003,1.91828,0.683599,3.03551,-1.19217,1.68967,0.256021,-0.123003,1.91828,0.683599,3.03551,-1.19217,1.68967,0.256021,-0.123003,1.91828,0.683599,3.03551,-1.19217,1.68967,0.256021,-0.123003,1.91828,0.683599,3.03551,-1.19217,1.68967,0.256021,-0.123003,1.91828,0.683599,3.03551,-1.19217,1.68967,0.256021,0.368761,1.84496,0.342719,-2.93159,-1.19666,-1.67725,0.0199491,0.0107497,2.04929,1.39312,1.36138,-0.357596,0.785803,0.0199491,-0.09259,2.00328,1.21907,3.03934,-1.17634,0.106771,0.0199491,0.318721,2.00136,0.908431,2.9718,-0.163452,0.333751,0.0199491,0.0803785,2.41763,0.752153,1.91892,0.366338,0.849563,0.0199645,0.502899,1.74019,0.939524,1.77407,0.326085,1.48039,0.0199491,
0.9292,-0.12259,1.91819,0.683537,3.03381,-1.19203,1.69038,0.256021,-0.12259,1.91819,0.683537,3.03381,-1.19203,1.69038,0.256021,-0.12259,1.91819,0.683537,3.03381,-1.19203,1.69038,0.256021,-0.12259,1.91819,0.683537,3.03381,-1.19203,1.69038,0.256021,-0.12259,1.91819,0.683537,3.03381,-1.19203,1.69038,0.256021,0.36913,1.84423,0.342733,-2.93509,-1.19669,-1.67469,0.0199491,0.0109873,2.04933,1.3931,1.36039,-0.357743,0.785534,0.0199491,-0.0922509,2.0033,1.21895,3.03796,-1.17516,0.107148,0.0199491,0.319175,2.00128,0.908439,2.97108,-0.161507,0.334331,0.0199491,0.0812469,2.41735,0.751915,1.91859,0.367213,0.849808,0.0199645,0.503057,1.74,0.939665,1.77446,0.325684,1.48045,0.0199491,
0.9393,-0.122346,1.91816,0.683832,3.03391,-1.19189,1.69022,0.256021,-0.122346,1.91816,0.683832,3.03391,-1.19189,1.69022,0.256021,-0.122346,1.91816,0.683832,3.03391,-1.19189,1.69022,0.256021,-0.122346,1.91816,0.683832,3.03391,-1.19189,1.69022,0.256021,-0.122346,1.91816,0.683832,3.03391,-1.19189,1.69022,0.256021,0.369405,1.84423,0.343088,-2.93485,-1.19654,-1.67482,0.0199491,0.0112335,2.04928,1.39341,1.36051,-0.35773,0.785524,0.0199491,-0.0920217,2.0033,1.21927,3.0379,-1.17554,0.107141,0.0199491,0.319403,2.00124,0.908769,2.97068,-0.161608,0.334726,0.0199491,0.0814537,2.4173,0.752358,1.91804,0.366829,0.849533,0.0199645,0.50323,1.73983,0.939799,1.77535,0.325304,1.48098,0.0199491,
0.9494,-0.122298,1.91811,0.684161,3.0348,-1.19179,1.68956,0.256021,-0.122298,1.91811,0.684161,3.0348,-1.19179,1.68956,0.256021,-0.122298,1.91811,0.684161,3.0348,-1.19179,1.68956,0.256021,-0.122298,1.91811,0.684161,3.0348,-1.19179,1.68956,0.256021,-0.122298,1.91811,0.684161,3.0348,-1.19179,1.68956,0.256021,0.369503,1.8444,0.343455,-2.93432,-1.1964,-1.67499,0.0199491,0.0112363,2.04913,1.39379,1.36062,-0.358163,0.785665,0.0199491,-0.0920104,2.00328,1.21964,3.03871,-1.17569,0.106661,0.0199491,0.319403,2.00122,0.909167,2.97066,-0.161707,0.334933,0.0199491,0.0812762,2.41729,0.752893,1.91816,0.36655,0.84933,0.0199645,0.503254,1.73965,0.93992,1.7763,0.32489,1.48156,0.0199491,
0.9595,-0.122425,1.91804,0.684376,3.03585,-1.1917,1.68878,0.256021,-0.122425,1.91804,0.684376,3.03585,-1.1917,1.68878,0.256021,-0.122425,1.91804,0.684376,3.03585,-1.1917,1.68878,0.256021,-0.122425,1.91804,0.684376,3.03585,-1.1917,1.68878,0.256021,-0.122425,1.91804,0.684376,3.03585,-1.1917,1.68878,0.256021,0.36943,1.8446,0.343703,-2.93375,-1.19625,-1.67516,0.0199491,0.0110167,2.04896,1.39406,1.36078,-0.35864,0.785786,0.0199491,-0.0921956,2.00327,1.21988,3.03976,-1.17555,0.106019,0.0199491,0.319217,2.00122,0.909474,2.97076,-0.161598,0.335083,0.0199491,0.0808906,2.41727,0.753304,1.91859,0.366457,0.849206,0.0199645,0.503107,1.7395,0.939993,1.77725,0.324585,1.48201,0.0199491,
0.9696,-0.122703,1.91796,0.684449,3.03688,-1.19155,1.68799,0.256021,-0.122703,1.91796,0.684449,3.03688,-1.19155,1.68799,0.256021,-0.122703,1.91796,0.684449,3.03688,-1.19155,1.68799,0.256021,-0.122703,1.91796,0.684449,3.03688,-1.19155,1.68799,0.256021,-0.122703,1.91796,0.684449,3.03688,-1.19155,1.68799,0.256021,0.369225,1.84478,0.343843,-2.93334,-1.19604,-1.67522,0.0199491,0.0105714,2.04879,1.39421,1.36098,-0.359089,0.785789,0.0199491,-0.09258,2.00325,1.21998,3.04083,-1.17517,0.105333,0.0199491,0.318862,2.0012,0.909677,2.97089,-0.161268,0.335214,0.0199491,0.0803606,2.41723,0.753568,1.91912,0.366525,0.849068,0.0199645,0.502783,1.73937,0.940024,1.77806,0.32435,1.48228,0.0199491,
0.9797,-0.123102,1.91788,0.684388,3.03795,-1.19132,1.68713,0.256021,-0.123102,1.91788,0.684388,3.03795,-1.19132,1.68713,0.256021,-0.123102,1.91788,0.684388,3.03795,-1.19132,1.68713,0.256021,-0.123102,1.91788,0.684388,3.03795,-1.19132,1.68713,0.256021,-0.123102,1.91788,0.684388,3.03795,-1.19132,1.68713,0.256021,0.368921,1.84494,0.34388,-2.93292,-1.19577,-1.6753,0.0199491,0.00994586,2.04862,1.39423,1.3612,-0.359539,0.785713,0.0199491,-0.093124,2.00323,1.21995,3.04198,-1.17462,0.104582,0.0199491,0.318371,2.0012,0.90978,2.97105,-0.160772,0.335313,0.0199491,0.0797051,2.41718,0.753705,1.91973,0.366694,0.848898,0.0199645,0.50232,1.73927,0.940012,1.77871,0.324198,1.48236,0.0199491,
0.9898,-0.123595,1.91778,0.684211,3.03907,-1.19103,1.68621,0.256021,-0.123595,1.91778,0.684211,3.03907,-1.19103,1.68621,0.256021,-0.123595,1.91778,0.684211,3.03907,-1.19103,1.68621,0.256021,-0.123595,1.91778,0.684211,3.03907,-1.19103,1.68621,0.256021,-0.123595,1.91778,0.684211,3.03907,-1.19103,1.68621,0.256021,0.368548,1.8451,0.343837,-2.9325,-1.19541,-1.67539,0.0199491,0.00917026,2.04845,1.39416,1.36148,-0.359966,0.785546,0.0199491,-0.0938015,2.00321,1.2198,3.04319,-1.17395,0.103779,0.0199491,0.317771,2.00119,0.909799,2.97122,-0.160156,0.335379,0.0199491,0.0789503,2.41712,0.753743,1.92036,0.366925,0.848667,0.0199645,0.501743,1.73919,0.939965,1.77921,0.324115,1.48228,0.0199491,
0.9999,-0.12416,1.91768,0.683937,3.04023,-1.19065,1.68525,0.256021,-0.12416,1.91768,0.683937,3.04023,-1.19065,1.68525,0.256021,-0.12416,1.91768,0.683937,3.04023,-1.19065,1.68525,0.256021,-0.12416,1.91768,0.683937,3.04023,-1.19065,1.68525,0.256021,-0.12416,1.91768,0.683937,3.04023,-1.19065,1.68525,0.256021,0.368131,1.84524,0.343737,-2.93207,-1.19497,-1.67549,0.0199491,0.00826782,2.04827,1.394,1.36179,-0.36037,0.785283,0.0199491,-0.0945907,2.00319,1.21956,3.04444,-1.17318,0.102945,0.0199491,0.317082,2.00118,0.909754,2.97139,-0.159442,0.335419,0.0199491,0.0781197,2.41705,0.753704,1.92099,0.367212,0.848364,0.0199645,0.501072,1.73912,0.939891,1.77958,0.324076,1.48205,0.0199491,
1.01,-0.124763,1.91754,0.683571,3.04138,-1.19017,1.68418,0.256021,-0.124763,1.91754,0.683571,3.04138,-1.19017,1.68418,0.256021,-0.124763,1.91754,0.683571,3.04138,-1.19017,1.68418,0.256021,-0.124763,1.91754,0.683571,3.04138,-1.19017,1.68418,0.256021,-0.124763,1.91754,0.683571,3.04138,-1.19017,1.68418,0.256021,0.367703,1.84533,0.343593,-2.93142,-1.19441,-1.67588,0.0199491,0.00727041,2.04809,1.39376,1.36212,-0.36074,0.784912,0.0199491,-0.0954596,2.00317,1.21923,3.0457,-1.17228,0.10206,0.0199491,0.316344,2.00117,0.909646,2.9715,-0.158529,0.335424,0.0199491,0.077275,2.41692,0.753599,1.9216,0.3676,0.847985,0.0199645,0.500323,1.73906,0.939799,1.77975,0.32405,1.48166,0.0199491,
1.0201,-0.125375,1.91739,0.683118,3.04243,-1.18961,1.68312,0.256021,-0.125375,1.91739,0.683118,3.04243,-1.18961,1.68312,0.256021,-0.125375,1.91739,0.683118,3.04243,-1.18961,1.68312,0.256021,-0.125375,1.91739,0.683118,3.04243,-1.18961,1.68312,0.256021,-0.125375,1.91739,0.683118,3.04243,-1.18961,1.68312,0.256021,0.367289,1.84534,0.343408,-2.93098,-1.19377,-1.67617,0.0199491,0.00620593,2.04789,1.39346,1.36245,-0.361056,0.784409,0.0199491,-0.0963766,2.00315,1.21882,3.04686,-1.17121,0.101181,0.0199491,0.315589,2.00116,0.909481,2.97155,-0.157407,0.335426,0.0199491,0.0764653,2.41675,0.753412,1.92216,0.368097,0.847551,0.0199645,0.499526,1.73899,0.9397,1.77974,0.324025,1.4811,0.0199491,
1.0302,-0.125987,1.91722,0.682607,3.04337,-1.18897,1.68209,0.256021,-0.125987,1.91722,0.682607,3.04337,-1.18897,1.68209,0.256021,-0.125987,1.91722,0.682607,3.04337,-1.18897,1.68209,0.256021,-0.125987,1.91722,0.682607,3.04337,-1.18897,1.68209,0.256021,-0.125987,1.91722,0.682607,3.04337,-1.18897,1.68209,0.256021,0.36689,1.84531,0.343197,-2.93057,-1.19307,-1.6765,0.0199491,0.00509324,2.0477,1.3931,1.36272,-0.361375,0.783824,0.0199491,-0.0973261,2.00314,1.21834,3.04795,-1.16999,0.100321,0.0199491,0.314824,2.00114,0.909282,2.97156,-0.156102,0.335425,0.0199491,0.0756842,2.41656,0.753161,1.92269,0.368701,0.847085,0.0199645,0.498697,1.73891,0.939596,1.77963,0.323998,1.48045,0.0199491,
1.0403,-0.126581,1.91704,0.682055,3.04419,-1.18828,1.68107,0.256021,-0.126581,1.91704,0.682055,3.04419,-1.18828,1.68107,0.256021,-0.126581,1.91704,0.682055,3.04419,-1.18828,1.68107,0.256021,-0.126581,1.91704,0.682055,3.04419,-1.18828,1.68107,0.256021,-0.126581,1.91704,0.682055,3.04419,-1.18828,1.68107,0.256021,0.366521,1.8452,0.342972,-2.93016,-1.1923,-1.67691,0.0199491,0.00396296,2.04751,1.39271,1.36295,-0.361684,0.783173,0.0199491,-0.0982797,2.00312,1.21783,3.04893,-1.16863,0.0994878,0.0199491,0.314076,2.00112,0.909058,2.97151,-0.154607,0.335418,0.0199491,0.0749661,2.41632,0.752867,1.92321,0.369424,0.846606,0.0199645,0.497856,1.73883,0.939496,1.77942,0.323951,1.4797,0.0199491,
1.0504,-0.127162,1.91686,0.681491,3.04492,-1.18759,1.68012,0.256021,-0.127162,1.91686,0.681491,3.04492,-1.18759,1.68012,0.256021,-0.127162,1.91686,0.681491,3.04492,-1.18759,1.68012,0.256021,-0.127162,1.91686,0.681491,3.04492,-1.18759,1.68012,0.256021,-0.127162,1.91686,0.681491,3.04492,-1.18759,1.68012,0.256021,0.366163,1.84507,0.342739,-2.93022,-1.19156,-1.67691,0.0199491,0.00285495,2.04733,1.39231,1.36322,-0.361882,0.782483,0.0199491,-0.0992144,2.00311,1.2173,3.04982,-1.16731,0.0987214,0.0199491,0.313345,2.00109,0.908814,2.97142,-0.153159,0.335424,0.0199491,0.0742769,2.41609,0.752553,1.92366,0.370134,0.84612,0.0199645,0.497026,1.73875,0.939393,1.77913,0.323928,1.4789,0.0199491,
1.0605,-0.127888,1.91674,0.681009,3.04626,-1.18698,1.67898,0.256021,-0.127888,1.91674,0.681009,3.04626,-1.18698,1.67898,0.256021,-0.127888,1.91674,0.681009,3.04626,-1.18698,1.67898,0.256021,-0.127888,1.91674,0.681009,3.04626,-1.18698,1.67898,0.256021,-0.127888,1.91674,0.681009,3.04626,-1.18698,1.67898,0.256021,0.365665,1.84522,0.342547,-2.92981,-1.19088,-1.67697,0.0199491,0.00170041,2.04713,1.39197,1.364,-0.361898,0.781885,0.0199491,-0.100245,2.00309,1.21688,3.05117,-1.16663,0.0978814,0.0199491,0.312462,2.00109,0.908622,2.97148,-0.152597,0.335394,0.0199491,0.0732418,2.416,0.752403,1.92408,0.370333,0.845514,0.0199645,0.496159,1.73874,0.939245,1.77922,0.324062,1.47832,0.0199491,
1.0706,-0.128733,1.91664,0.680619,3.04821,-1.18644,1.67758,0.256021,-0.128733,1.91664,0.680619,3.04821,-1.18644,1.67758,0.256021,-0.128733,1.91664,0.680619,3.04821,-1.18644,1.67758,0.256021,-0.128733,1.91664,0.680619,3.04821,-1.18644,1.67758,0.256021,-0.128733,1.91664,0.680619,3.04821,-1.18644,1.67758,0.256021,0.365052,1.84561,0.342407,-2.92873,-1.19024,-1.67735,0.0199491,0.000482411,2.0469,1.39171,1.36499,-0.362018,0.781457,0.0199491,-0.101365,2.00307,1.21657,3.05307,-1.16625,0.0968589,0.0199491,0.31144,2.0011,0.908507,2.97176,-0.152581,0.335304,0.0199491,0.0719095,2.416,0.752411,1.92472,0.370282,0.844882,0.0199645,0.495247,1.73874,0.939069,1.77958,0.324232,1.47797,0.0199491,
1.0807,-0.129595,1.91653,0.680175,3.05012,-1.18583,1.67616,0.256021,-0.129595,1.91653,0.680175,3.05012,-1.18583,1.67616,0.256021,-0.129595,1.91653,0.680175,3.05012,-1.18583,1.67616,0.256021,-0.129595,1.91653,0.680175,3.05012,-1.18583,1.67616,0.256021,-0.129595,1.91653,0.680175,3.05012,-1.18583,1.67616,0.256021,0.364443,1.84596,0.342249,-2.92787,-1.18953,-1.67759,0.0199491,-0.000904081,2.04662,1.39142,1.36584,-0.362334,0.780863,0.0199491,-0.102587,2.00304,1.21618,3.05508,-1.16518,0.0957121,0.0199491,0.310372,2.00112,0.908408,2.97217,-0.152005,0.335173,0.0199491,0.0705692,2.41597,0.752312,1.9258,0.370705,0.844352,0.0199645,0.494272,1.73869,0.938912,1.77993,0.324281,1.47753,0.0199491,
1.0908,-0.130445,1.91641,0.679588,3.05179,-1.18508,1.67482,0.256021,-0.130445,1.91641,0.679588,3.05179,-1.18508,1.67482,0.256021,-0.130445,1.91641,0.679588,3.05179,-1.18508,1.67482,0.256021,-0.130445,1.91641,0.679588,3.05179,-1.18508,1.67482,0.256021,-0.130445,1.91641,0.679588,3.05179,-1.18508,1.67482,0.256021,0.36388,1.84621,0.342018,-2.92722,-1.18869,-1.67775,0.0199491,-0.00236574,2.04637,1.39102,1.36661,-0.362681,0.780156,0.0199491,-0.103859,2.00303,1.21565,3.05688,-1.1639,0.0946304,0.0199491,0.309298,2.00112,0.908217,2.97248,-0.151074,0.335043,0.0199491,0.0693073,2.4159,0.752072,1.92673,0.371261,0.84372,0.0199645,0.493246,1.73865,0.938743,1.78014,0.32439,1.47689,0.0199491,
1.1009,-0.131274,1.91626,0.678868,3.05329,-1.18417,1.67349,0.256021,-0.131274,1.91626,0.678868,3.05329,-1.18417,1.67349,0.256021,-0.131274,1.91626,0.678868,3.05329,-1.18417,1.67349,0.256021,-0.131274,1.91626,0.678868,3.05329,-1.18417,1.67349,0.256021,-0.131274,1.91626,0.678868,3.05329,-1.18417,1.67349,0.256021,0.363377,1.84636,0.341731,-2.92651,-1.1877,-1.6781,0.0199491,-0.00398909,2.04614,1.39042,1.36613,-0.364426,0.77955,0.0199491,-0.105146,2.00301,1.215,3.05845,-1.1627,0.0936586,0.0199491,0.308216,2.00113,0.907973,2.97279,-0.149565,0.334886,0.0199491,0.0681212,2.41577,0.751738,1.92743,0.371852,0.842957,0.0199645,0.492156,1.73856,0.93858,1.77989,0.324355,1.476,0.0199491,
