time,0_rod(payload_bars compound_pwV5YN).X,0_rod(payload_bars compound_pwV5YN).Y,0_rod(payload_bars compound_pwV5YN).Z,0_rod(payload_bars compound_pwV5YN).Euler1,0_rod(payload_bars compound_pwV5YN).Euler2,0_rod(payload_bars compound_pwV5YN).Euler3,0_rod(payload_bars compound_pwV5YN).mass,1_rod(payload_bars compound_pwV5YN).X,1_rod(payload_bars compound_pwV5YN).Y,1_rod(payload_bars compound_pwV5YN).Z,1_rod(payload_bars compound_pwV5YN).Euler1,1_rod(payload_bars compound_pwV5YN).Euler2,1_rod(payload_bars compound_pwV5YN).Euler3,1_rod(payload_bars compound_pwV5YN).mass,2_rod(payload_bars compound_pwV5YN).X,2_rod(payload_bars compound_pwV5YN).Y,2_rod(payload_bars compound_pwV5YN).Z,2_rod(payload_bars compound_pwV5YN).Euler1,2_rod(payload_bars compound_pwV5YN).Euler2,2_rod(payload_bars compound_pwV5YN).Euler3,2_rod(payload_bars compound_pwV5YN).mass,3_rod(payload_bars compound_pwV5YN).X,3_rod(payload_bars compound_pwV5YN).Y,3_rod(payload_bars compound_pwV5YN).Z,3_rod(payload_bars compound_pwV5YN).Euler1,3_rod(payload_bars compound_pwV5YN).Euler2,3_rod(payload_bars compound_pwV5YN).Euler3,3_rod(payload_bars compound_pwV5YN).mass,4_rod(payload_bars compound_pwV5YN).X,4_rod(payload_bars compound_pwV5YN).Y,4_rod(payload_bars compound_pwV5YN).Z,4_rod(payload_bars compound_pwV5YN).Euler1,4_rod(payload_bars compound_pwV5YN).Euler2,4_rod(payload_bars compound_pwV5YN).Euler3,4_rod(payload_bars compound_pwV5YN).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.2121,0.131966,7.8479,-0.0238655,-1.78919,0.668774,2.1829,0.256021,0.131966,7.8479,-0.0238655,-1.78919,0.668774,2.1829,0.256021,0.131966,7.8479,-0.0238655,-1.78919,0.668774,2.1829,0.256021,0.131966,7.8479,-0.0238655,-1.78919,0.668774,2.1829,0.256021,0.131966,7.8479,-0.0238655,-1.78919,0.668774,2.1829,0.256021,-0.0300808,8.06451,0.559577,-1.56963,0.448091,-0.642003,0.0199491,-0.357046,7.33358,-0.283227,-2.54039,-0.157086,-1.09944,0.0199491,-0.207694,7.48634,-0.275415,-1.65527,0.836175,0.564686,0.0199491,-0.262983,7.7414,0.273329,-1.54402,1.0439,0.824869,0.0199491,-0.381309,7.99466,-0.129394,1.96223,0.592812,-1.46163,0.0199645,-0.310771,7.45542,0.349669,2.36447,0.586646,-0.925526,0.0199491,
0.2222,0.128264,7.63419,-0.0351353,-1.76742,0.584122,2.15447,0.256021,0.128264,7.63419,-0.0351353,-1.76742,0.584122,2.15447,0.256021,0.128264,7.63419,-0.0351353,-1.76742,0.584122,2.15447,0.256021,0.128264,7.63419,-0.0351353,-1.76742,0.584122,2.15447,0.256021,0.128264,7.63419,-0.0351353,-1.76742,0.584122,2.15447,0.256021,-0.0189279,7.88968,0.536155,-1.55366,0.376785,-0.688032,0.0199491,-0.352115,7.08393,-0.219589,-2.6067,-0.203758,-1.02074,0.0199491,-0.206647,7.23772,-0.235862,-1.65339,0.7464,0.541193,0.0199491,-0.247341,7.53322,0.286009,-1.5533,0.978541,0.763656,0.0199491,-0.39439,7.75683,-0.126056,2.06405,0.643949,-1.36936,0.0199645,-0.282936,7.26601,0.398512,2.45667,0.602032,-0.793273,0.0199491,
0.2323,0.123957,7.40915,-0.0450814,-1.75181,0.496798,2.12639,0.256021,0.123957,7.40915,-0.0450814,-1.75181,0.496798,2.12639,0.256021,0.123957,7.40915,-0.0450814,-1.75181,0.496798,2.12639,0.256021,0.123957,7.40915,-0.0450814,-1.75181,0.496798,2.12639,0.256021,0.123957,7.40915,-0.0450814,-1.75181,0.496798,2.12639,0.256021,-0.00802668,7.70588,0.509509,-1.54415,0.304077,-0.734048,0.0199491,-0.341507,6.83159,-0.159412,-2.61786,-0.257884,-0.952955,0.0199491,-0.202928,6.98661,-0.197804,-1.6567,0.656516,0.486535,0.0199491,-0.233076,7.3163,0.297185,-1.50979,0.944316,0.749723,0.0199491,-0.407158,7.50746,-0.122543,2.18743,0.685118,-1.25121,0.0199645,-0.254382,7.06807,0.439876,2.55854,0.604945,-0.66789,0.0199491,
0.2424,0.120242,7.1723,-0.0539158,-1.73903,0.412774,2.10156,0.256021,0.120242,7.1723,-0.0539158,-1.73903,0.412774,2.10156,0.256021,0.120242,7.1723,-0.0539158,-1.73903,0.412774,2.10156,0.256021,0.120242,7.1723,-0.0539158,-1.73903,0.412774,2.10156,0.256021,0.120242,7.1723,-0.0539158,-1.73903,0.412774,2.10156,0.256021,0.00139389,7.50897,0.479908,-1.53236,0.230583,-0.774899,0.0199491,-0.332917,6.57659,-0.102642,-2.62146,-0.318157,-0.882915,0.0199491,-0.199151,6.73041,-0.159456,-1.65746,0.568329,0.444245,0.0199491,-0.221843,7.09299,0.30573,-1.48513,0.908228,0.726084,0.0199491,-0.416645,7.25074,-0.118159,2.30137,0.716571,-1.1335,0.0199645,-0.23023,6.86762,0.474806,2.64031,0.603928,-0.553606,0.0199491,
0.2525,0.117123,6.92375,-0.06162,-1.73267,0.334715,2.08344,0.256021,0.117123,6.92375,-0.06162,-1.73267,0.334715,2.08344,0.256021,0.117123,6.92375,-0.06162,-1.73267,0.334715,2.08344,0.256021,0.117123,6.92375,-0.06162,-1.73267,0.334715,2.08344,0.256021,0.117123,6.92375,-0.06162,-1.73267,0.334715,2.08344,0.256021,0.0120618,7.29652,0.450301,-1.54733,0.184297,-0.812687,0.0199491,-0.329084,6.32126,-0.0495509,-2.64224,-0.371777,-0.81554,0.0199491,-0.198579,6.47055,-0.123304,-1.66288,0.480448,0.414241,0.0199491,-0.21146,6.86175,0.312796,-1.48766,0.865832,0.694729,0.0199491,-0.423069,6.98923,-0.115512,2.39199,0.744558,-1.02605,0.0199645,-0.209222,6.66123,0.504327,2.69791,0.588639,-0.451392,0.0199491,
0.2626,0.115145,6.66395,-0.0677413,-1.73761,0.263839,2.06658,0.256021,0.115145,6.66395,-0.0677413,-1.73761,0.263839,2.06658,0.256021,0.115145,6.66395,-0.0677413,-1.73761,0.263839,2.06658,0.256021,0.115145,6.66395,-0.0677413,-1.73761,0.263839,2.06658,0.256021,0.115145,6.66395,-0.0677413,-1.73761,0.263839,2.06658,0.256021,0.0232906,7.07052,0.419457,-1.53793,0.11572,-0.841719,0.0199491,-0.330298,6.06446,-0.00233555,-2.67417,-0.414603,-0.755042,0.0199491,-0.201947,6.20771,-0.0901559,-1.6726,0.410127,0.391334,0.0199491,-0.202044,6.61836,0.317734,-1.55132,0.809283,0.639876,0.0199491,-0.426199,6.72676,-0.11126,2.44379,0.775741,-0.938715,0.0199645,-0.196776,6.44189,0.524174,2.71094,0.643549,-0.375625,0.0199491,
0.2727,0.114128,6.3927,-0.0724625,-1.75516,0.20169,2.0589,0.256021,0.114128,6.3927,-0.0724625,-1.75516,0.20169,2.0589,0.256021,0.114128,6.3927,-0.0724625,-1.75516,0.20169,2.0589,0.256021,0.114128,6.3927,-0.0724625,-1.75516,0.20169,2.0589,0.256021,0.114128,6.3927,-0.0724625,-1.75516,0.20169,2.0589,0.256021,0.0382945,6.8287,0.391727,-1.56199,0.0656687,-0.861926,0.0199491,-0.339832,5.80585,0.0377046,-2.72051,-0.452183,-0.697693,0.0199491,-0.211304,5.94126,-0.0613842,-1.69594,0.341108,0.378811,0.0199491,-0.194938,6.36828,0.320753,-1.58937,0.777652,0.622843,0.0199491,-0.426673,6.46214,-0.110507,2.46918,0.810631,-0.86559,0.0199645,-0.186467,6.21092,0.539909,2.72037,0.6441,-0.299904,0.0199491,
0.2828,0.114263,6.11042,-0.0760722,-1.78484,0.152037,2.05758,0.256021,0.114263,6.11042,-0.0760722,-1.78484,0.152037,2.05758,0.256021,0.114263,6.11042,-0.0760722,-1.78484,0.152037,2.05758,0.256021,0.114263,6.11042,-0.0760722,-1.78484,0.152037,2.05758,0.256021,0.114263,6.11042,-0.0760722,-1.78484,0.152037,2.05758,0.256021,0.0563835,6.57034,0.367329,-1.59046,0.0174758,-0.87236,0.0199491,-0.358994,5.54322,0.0714487,-2.79829,-0.479214,-0.629854,0.0199491,-0.227513,5.67049,-0.0361493,-1.74418,0.250525,0.37105,0.0199491,-0.189327,6.10998,0.321775,-1.62727,0.745037,0.61613,0.0199491,-0.42543,6.19198,-0.112225,2.48702,0.835039,-0.793716,0.0199645,-0.177764,5.97182,0.552351,2.70385,0.622839,-0.23627,0.0199491,
0.2929,0.114574,5.81751,-0.0784577,-1.82403,0.107486,2.06109,0.256021,0.114574,5.81751,-0.0784577,-1.82403,0.107486,2.06109,0.256021,0.114574,5.81751,-0.0784577,-1.82403,0.107486,2.06109,0.256021,0.114574,5.81751,-0.0784577,-1.82403,0.107486,2.06109,0.256021,0.114574,5.81751,-0.0784577,-1.82403,0.107486,2.06109,0.256021,0.0811233,6.29711,0.346886,-1.65508,0.00216389,-0.880646,0.0199491,-0.381032,5.27761,0.0985403,-2.89168,-0.469536,-0.571025,0.0199491,-0.244984,5.39463,-0.015025,-1.79476,0.181119,0.378356,0.0199491,-0.186142,5.83886,0.320836,-1.67654,0.724097,0.619087,0.0199491,-0.421242,5.91845,-0.115897,2.4884,0.859236,-0.73672,0.0199645,-0.17437,5.71979,0.559807,2.6703,0.63772,-0.18186,0.0199491,
0.303,0.114792,5.51385,-0.0798765,-1.87221,0.0699159,2.06909,0.256021,0.114792,5.51385,-0.0798765,-1.87221,0.0699159,2.06909,0.256021,0.114792,5.51385,-0.0798765,-1.87221,0.0699159,2.06909,0.256021,0.114792,5.51385,-0.0798765,-1.87221,0.0699159,2.06909,0.256021,0.114792,5.51385,-0.0798765,-1.87221,0.0699159,2.06909,0.256021,0.106674,6.00993,0.327475,-1.70315,-0.0253579,-0.883751,0.0199491,-0.403819,5.00713,0.120159,-2.97156,-0.46175,-0.527137,0.0199491,-0.264548,5.11168,0.000394356,-1.84249,0.143995,0.384973,0.0199491,-0.182781,5.55957,0.319514,-1.70842,0.71467,0.637265,0.0199491,-0.415547,5.63922,-0.120114,2.4799,0.879016,-0.685668,0.0199645,-0.169425,5.45701,0.565932,2.63549,0.642219,-0.133842,0.0199491,
0.3131,0.115174,5.2001,-0.0802095,-1.92742,0.0433496,2.08169,0.256021,0.115174,5.2001,-0.0802095,-1.92742,0.0433496,2.08169,0.256021,0.115174,5.2001,-0.0802095,-1.92742,0.0433496,2.08169,0.256021,0.115174,5.2001,-0.0802095,-1.92742,0.0433496,2.08169,0.256021,0.115174,5.2001,-0.0802095,-1.92742,0.0433496,2.08169,0.256021,0.13833,5.70765,0.307148,-1.7495,-0.0871767,-0.928742,0.0199491,-0.430695,4.73172,0.136673,-3.05385,-0.460995,-0.485549,0.0199491,-0.286149,4.82214,0.0124703,-1.90432,0.0993989,0.394688,0.0199491,-0.180927,5.26819,0.317051,-1.71638,0.725813,0.673991,0.0199491,-0.408648,5.35155,-0.125053,2.47323,0.880445,-0.634459,0.0199645,-0.166268,5.18237,0.569346,2.59111,0.662806,-0.0878425,0.0199491,
0.3232,0.115031,4.8762,-0.0799834,-1.98894,0.0211948,2.09577,0.256021,0.115031,4.8762,-0.0799834,-1.98894,0.0211948,2.09577,0.256021,0.115031,4.8762,-0.0799834,-1.98894,0.0211948,2.09577,0.256021,0.115031,4.8762,-0.0799834,-1.98894,0.0211948,2.09577,0.256021,0.115031,4.8762,-0.0799834,-1.98894,0.0211948,2.09577,0.256021,0.173797,5.38915,0.285001,-1.78354,-0.12528,-0.957332,0.0199491,-0.459824,4.45072,0.149661,3.14086,-0.45491,-0.445543,0.0199491,-0.308989,4.52617,0.022438,-1.97213,0.0602741,0.40628,0.0199491,-0.178038,4.96636,0.315025,-1.72615,0.738305,0.713898,0.0199491,-0.399765,5.05654,-0.130196,2.45531,0.879966,-0.590034,0.0199645,-0.159711,4.89549,0.57281,2.52898,0.669497,-0.0515128,0.0199491,
0.3333,0.114223,4.54207,-0.0797094,-2.05587,0.0048222,2.10905,0.256021,0.114223,4.54207,-0.0797094,-2.05587,0.0048222,2.10905,0.256021,0.114223,4.54207,-0.0797094,-2.05587,0.0048222,2.10905,0.256021,0.114223,4.54207,-0.0797094,-2.05587,0.0048222,2.10905,0.256021,0.114223,4.54207,-0.0797094,-2.05587,0.0048222,2.10905,0.256021,0.211258,5.05453,0.268563,-1.85181,-0.139449,-0.962907,0.0199491,-0.489073,4.16378,0.159322,3.04769,-0.440195,-0.408444,0.0199491,-0.332432,4.22323,0.0304167,-2.04537,0.028273,0.420483,0.0199491,-0.173692,4.65457,0.313231,-1.75089,0.746537,0.747933,0.0199491,-0.388293,4.75412,-0.135279,2.42016,0.881636,-0.55741,0.0199645,-0.149939,4.59796,0.574973,2.45899,0.69117,-0.0205642,0.0199491,
0.3434,0.112691,4.19764,-0.0793911,-2.12767,-0.00645576,2.11992,0.256021,0.112691,4.19764,-0.0793911,-2.12767,-0.00645576,2.11992,0.256021,0.112691,4.19764,-0.0793911,-2.12767,-0.00645576,2.11992,0.256021,0.112691,4.19764,-0.0793911,-2.12767,-0.00645576,2.11992,0.256021,0.112691,4.19764,-0.0793911,-2.12767,-0.00645576,2.11992,0.256021,0.249136,4.70456,0.255808,-1.92706,-0.151277,-0.953654,0.0199491,-0.516827,3.87064,0.167165,2.94949,-0.418506,-0.375488,0.0199491,-0.355663,3.91316,0.0370804,-2.12384,0.00182552,0.434292,0.0199491,-0.168427,4.33387,0.311032,-1.79622,0.748936,0.771618,0.0199491,-0.373956,4.4439,-0.139548,2.36694,0.88777,-0.53573,0.0199645,-0.136773,4.28946,0.575608,2.38891,0.716703,0.0107292,0.0199491,
0.3535,0.109078,3.84322,-0.0791225,-2.20569,-0.0201696,2.13479,0.256021,0.109078,3.84322,-0.0791225,-2.20569,-0.0201696,2.13479,0.256021,0.109078,3.84322,-0.0791225,-2.20569,-0.0201696,2.13479,0.256021,0.109078,3.84322,-0.0791225,-2.20569,-0.0201696,2.13479,0.256021,0.109078,3.84322,-0.0791225,-2.20569,-0.0201696,2.13479,0.256021,0.287186,4.34155,0.24421,-2.0259,-0.153097,-0.941457,0.0199491,-0.535237,3.56346,0.172994,2.85322,-0.334586,-0.358652,0.0199491,-0.373555,3.59329,0.0418305,-2.17819,0.0383558,0.439101,0.0199491,-0.159008,4.00316,0.310721,-1.85314,0.745516,0.796578,0.0199491,-0.35243,4.13483,-0.143389,2.31276,0.895097,-0.508523,0.0199645,-0.123116,3.96646,0.577333,2.33265,0.751236,0.0400411,0.0199491,
0.3636,0.105048,3.47869,-0.0785424,-2.28235,-0.0338239,2.15344,0.256021,0.105048,3.47869,-0.0785424,-2.28235,-0.0338239,2.15344,0.256021,0.105048,3.47869,-0.0785424,-2.28235,-0.0338239,2.15344,0.256021,0.105048,3.47869,-0.0785424,-2.28235,-0.0338239,2.15344,0.256021,0.105048,3.47869,-0.0785424,-2.28235,-0.0338239,2.15344,0.256021,0.321863,3.96651,0.231807,-2.11319,-0.160937,-0.933166,0.0199491,-0.54953,3.25058,0.181453,2.75555,-0.231965,-0.34627,0.0199491,-0.391318,3.26521,0.0477145,-2.24262,0.0468643,0.457692,0.0199491,-0.148445,3.66403,0.30908,-1.92995,0.728361,0.813699,0.0199491,-0.327363,3.81121,-0.151051,2.25222,0.914693,-0.485343,0.0199645,-0.109666,3.63359,0.577258,2.27554,0.786432,0.0717367,0.0199491,
0.3737,0.100927,3.10433,-0.0773227,-2.35957,-0.0481408,2.17606,0.256021,0.100927,3.10433,-0.0773227,-2.35957,-0.0481408,2.17606,0.256021,0.100927,3.10433,-0.0773227,-2.35957,-0.0481408,2.17606,0.256021,0.100927,3.10433,-0.0773227,-2.35957,-0.0481408,2.17606,0.256021,0.100927,3.10433,-0.0773227,-2.35957,-0.0481408,2.17606,0.256021,0.354177,3.58039,0.220272,-2.19846,-0.171638,-0.923524,0.0199491,-0.561351,2.92831,0.188319,2.66591,-0.143466,-0.333591,0.0199491,-0.407706,2.92941,0.0520044,-2.30876,0.0496239,0.479442,0.0199491,-0.138395,3.31625,0.305295,-1.99678,0.710815,0.837341,0.0199491,-0.300321,3.47199,-0.160621,2.18432,0.948612,-0.472108,0.0199645,-0.0980037,3.29083,0.575346,2.2149,0.815712,0.0974401,0.0199491,
0.3838,0.0966618,2.72037,-0.0756128,-2.43808,-0.0604804,2.20116,0.256021,0.0966618,2.72037,-0.0756128,-2.43808,-0.0604804,2.20116,0.256021,0.0966618,2.72037,-0.0756128,-2.43808,-0.0604804,2.20116,0.256021,0.0966618,2.72037,-0.0756128,-2.43808,-0.0604804,2.20116,0.256021,0.0966618,2.72037,-0.0756128,-2.43808,-0.0604804,2.20116,0.256021,0.384808,3.18222,0.210597,-2.28489,-0.182911,-0.903142,0.0199491,-0.571515,2.5962,0.192698,2.58098,-0.0692892,-0.325133,0.0199491,-0.422724,2.58623,0.0540367,-2.37722,0.0498473,0.504216,0.0199491,-0.128079,2.95783,0.30069,-2.05072,0.700991,0.871533,0.0199491,-0.270958,3.11898,-0.171618,2.10599,0.988254,-0.469016,0.0199645,-0.0884124,2.93665,0.572277,2.15805,0.850089,0.121467,0.0199491,
0.3939,0.0921756,2.32651,-0.0733363,-2.51717,-0.0687372,2.22934,0.256021,0.0921756,2.32651,-0.0733363,-2.51717,-0.0687372,2.22934,0.256021,0.0921756,2.32651,-0.0733363,-2.51717,-0.0687372,2.22934,0.256021,0.0921756,2.32651,-0.0733363,-2.51717,-0.0687372,2.22934,0.256021,0.0921756,2.32651,-0.0733363,-2.51717,-0.0687372,2.22934,0.256021,0.413251,2.77128,0.203637,-2.37607,-0.188175,-0.874058,0.0199491,-0.580472,2.25706,0.194044,2.49618,-0.00117458,-0.31851,0.0199491,-0.436445,2.23529,0.0538291,-2.44948,0.0461426,0.53235,0.0199491,-0.116951,2.5898,0.29459,-2.10899,0.686408,0.904327,0.0199491,-0.240322,2.75124,-0.184462,2.02355,1.02856,-0.470847,0.0199645,-0.0783933,2.5728,0.567837,2.09376,0.881623,0.137845,0.0199491,
0.404,0.0961886,2.17141,-0.0740485,-2.49858,0.00429012,2.13177,0.256021,0.0961886,2.17141,-0.0740485,-2.49858,0.00429012,2.13177,0.256021,0.0961886,2.17141,-0.0740485,-2.49858,0.00429012,2.13177,0.256021,0.0961886,2.17141,-0.0740485,-2.49858,0.00429012,2.13177,0.256021,0.0961886,2.17141,-0.0740485,-2.49858,0.00429012,2.13177,0.256021,0.414047,2.58031,0.24727,-2.34003,-0.107024,-0.963032,0.0199491,-0.569823,2.0363,0.185057,2.50862,0.013454,-0.417198,0.0199491,-0.420165,2.04358,0.0481443,-2.48902,0.0243609,0.457216,0.0199491,-0.122762,2.37541,0.325272,-2.05595,0.853759,0.894334,0.0199491,-0.243139,2.59487,-0.142088,1.96427,0.915305,-0.56465,0.0199645,-0.0845234,2.32664,0.593884,2.07253,0.804097,0.0765407,0.0199491,
0.4141,0.103212,2.15206,-0.0723564,-2.42655,0.129036,1.96646,0.256021,0.103212,2.15206,-0.0723564,-2.42655,0.129036,1.96646,0.256021,0.103212,2.15206,-0.0723564,-2.42655,0.129036,1.96646,0.256021,0.103212,2.15206,-0.0723564,-2.42655,0.129036,1.96646,0.256021,0.103212,2.15206,-0.0723564,-2.42655,0.129036,1.96646,0.256021,0.393074,2.50979,0.3257,-2.2688,0.0515885,-1.1062,0.0199491,-0.544051,1.91281,0.158039,2.55522,-0.0367754,-0.575783,0.0199491,-0.397173,1.95644,0.0250245,-2.42472,0.134994,0.293921,0.0199491,-0.124947,2.25383,0.359505,-2.14119,1.01877,0.694101,0.0199491,-0.272369,2.55122,-0.0493057,1.99998,0.690309,-0.653251,0.0199645,-0.0686749,2.15369,0.614797,2.05546,0.609876,-0.0501293,0.0199491,
0.4242,0.107731,2.15104,-0.0557574,-2.47862,0.195177,1.80604,0.256021,0.107731,2.15104,-0.0557574,-2.47862,0.195177,1.80604,0.256021,0.107731,2.15104,-0.0557574,-2.47862,0.195177,1.80604,0.256021,0.107731,2.15104,-0.0557574,-2.47862,0.195177,1.80604,0.256021,0.107731,2.15104,-0.0557574,-2.47862,0.195177,1.80604,0.256021,0.427139,2.43134,0.379084,-2.32058,0.146377,-1.2539,0.0199491,-0.535376,1.89132,0.165735,2.54682,-0.180993,-0.687055,0.0199491,-0.394894,1.95474,0.0342538,-2.47735,0.20273,0.146212,0.0199491,-0.0977301,2.18695,0.397601,-2.42376,1.11842,0.400014,0.0199491,-0.252487,2.5507,0.0515564,1.9519,0.527357,-0.686163,0.0199645,-0.0271425,2.04375,0.630557,2.01289,0.434821,-0.0741536,0.0199491,
0.4343,0.111201,2.15608,-0.0317968,-2.56186,0.223357,1.66033,0.256021,0.111201,2.15608,-0.0317968,-2.56186,0.223357,1.66033,0.256021,0.111201,2.15608,-0.0317968,-2.56186,0.223357,1.66033,0.256021,0.111201,2.15608,-0.0317968,-2.56186,0.223357,1.66033,0.256021,0.111201,2.15608,-0.0317968,-2.56186,0.223357,1.66033,0.256021,0.469879,2.36084,0.412978,-2.38845,0.195514,-1.39013,0.0199491,-0.530365,1.89978,0.197366,2.49387,-0.275489,-0.746912,0.0199491,-0.394375,1.97133,0.0656728,-2.56187,0.227177,0.0197273,0.0199491,-0.0662269,2.14528,0.434531,-2.78383,1.12862,0.0617271,0.0199491,-0.216833,2.55777,0.149122,1.88997,0.39932,-0.687643,0.0199645,0.0149497,1.96872,0.642124,1.94862,0.299128,-0.0675061,0.0199491,
0.4444,0.114761,2.15228,-0.00587172,-2.64571,0.235915,1.51751,0.256021,0.114761,2.15228,-0.00587172,-2.64571,0.235915,1.51751,0.256021,0.114761,2.15228,-0.00587172,-2.64571,0.235915,1.51751,0.256021,0.114761,2.15228,-0.00587172,-2.64571,0.235915,1.51751,0.256021,0.114761,2.15228,-0.00587172,-2.64571,0.235915,1.51751,0.256021,0.50986,2.28142,0.434006,-2.47708,0.232682,-1.53023,0.0199491,-0.525227,1.90056,0.238622,2.44464,-0.379863,-0.788046,0.0199491,-0.394443,1.97883,0.10585,-2.64433,0.222521,-0.0962839,0.0199491,-0.0345589,2.09591,0.467034,-3.098,1.07149,-0.234174,0.0199491,-0.178439,2.54358,0.238676,1.82299,0.290713,-0.667568,0.0199645,0.0550992,1.89059,0.644976,1.89217,0.160983,-0.0391897,0.0199491,
0.4545,0.11854,2.14357,0.0234113,-2.73519,0.228132,1.37998,0.256021,0.11854,2.14357,0.0234113,-2.73519,0.228132,1.37998,0.256021,0.11854,2.14357,0.0234113,-2.73519,0.228132,1.37998,0.256021,0.11854,2.14357,0.0234113,-2.73519,0.228132,1.37998,0.256021,0.11854,2.14357,0.0234113,-2.73519,0.228132,1.37998,0.256021,0.547779,2.19888,0.44402,-2.56954,0.247126,-1.66803,0.0199491,-0.51834,1.89929,0.281629,2.39769,-0.4869,-0.827003,0.0199491,-0.391468,1.98344,0.148942,-2.73027,0.205862,-0.213327,0.0199491,-0.00513069,2.04466,0.497104,2.93638,1.00011,-0.45507,0.0199491,-0.131674,2.51956,0.324242,1.73915,0.203414,-0.633723,0.0199645,0.0849983,1.81255,0.642538,1.83427,0.00736664,-0.00295164,0.0199491,
0.4646,0.122927,2.13125,0.055476,-2.82792,0.199614,1.2592,0.256021,0.122927,2.13125,0.055476,-2.82792,0.199614,1.2592,0.256021,0.122927,2.13125,0.055476,-2.82792,0.199614,1.2592,0.256021,0.122927,2.13125,0.055476,-2.82792,0.199614,1.2592,0.256021,0.122927,2.13125,0.055476,-2.82792,0.199614,1.2592,0.256021,0.581702,2.11551,0.446054,-2.6755,0.236202,-1.79467,0.0199491,-0.509952,1.8992,0.336457,2.33679,-0.592363,-0.839837,0.0199491,-0.386743,1.98674,0.202471,-2.81812,0.171165,-0.325977,0.0199491,0.024141,2.00004,0.527779,2.73458,0.931331,-0.609585,0.0199491,-0.0803088,2.48968,0.408102,1.67777,0.100093,-0.577313,0.0199645,0.107889,1.74449,0.641143,1.76209,-0.143835,0.0451476,0.0199491,
0.4747,0.12792,2.13493,0.0873098,-2.90826,0.144096,1.20519,0.256021,0.12792,2.13493,0.0873098,-2.90826,0.144096,1.20519,0.256021,0.12792,2.13493,0.0873098,-2.90826,0.144096,1.20519,0.256021,0.12792,2.13493,0.0873098,-2.90826,0.144096,1.20519,0.256021,0.12792,2.13493,0.0873098,-2.90826,0.144096,1.20519,0.256021,0.608773,2.07452,0.444188,-2.73886,0.195172,-1.85259,0.0199491,-0.49908,1.93582,0.405373,2.22317,-0.638993,-0.785389,0.0199491,-0.378862,2.0163,0.264164,-2.89309,0.106849,-0.380295,0.0199491,0.051898,1.99757,0.562604,2.65542,0.857049,-0.617383,0.0199491,-0.0260116,2.49205,0.465698,1.61994,0.0465652,-0.51036,0.0199645,0.126463,1.73456,0.6616,1.68633,-0.153834,0.106316,0.0199491,
0.4848,0.132771,2.13585,0.11978,-2.9819,0.0801897,1.17203,0.256021,0.132771,2.13585,0.11978,-2.9819,0.0801897,1.17203,0.256021,0.132771,2.13585,0.11978,-2.9819,0.0801897,1.17203,0.256021,0.132771,2.13585,0.11978,-2.9819,0.0801897,1.17203,0.256021,0.132771,2.13585,0.11978,-2.9819,0.0801897,1.17203,0.256021,0.631763,2.03318,0.439963,-2.83209,0.132077,-1.89808,0.0199491,-0.485035,1.97406,0.476223,2.11366,-0.683419,-0.723077,0.0199491,-0.367471,2.04656,0.328355,-2.97195,0.0564121,-0.398591,0.0199491,0.077971,1.99446,0.597135,2.59221,0.789467,-0.594327,0.0199491,0.0326592,2.49606,0.510782,1.53132,0.0662812,-0.445455,0.0199645,0.141569,1.72302,0.684633,1.59623,-0.171093,0.179194,0.0199491,
0.4949,0.137501,2.13188,0.152001,-3.05614,0.0142913,1.15449,0.256021,0.137501,2.13188,0.152001,-3.05614,0.0142913,1.15449,0.256021,0.137501,2.13188,0.152001,-3.05614,0.0142913,1.15449,0.256021,0.137501,2.13188,0.152001,-3.05614,0.0142913,1.15449,0.256021,0.137501,2.13188,0.152001,-3.05614,0.0142913,1.15449,0.256021,0.647887,1.98923,0.437368,-2.91274,0.0677387,-1.9231,0.0199491,-0.465305,2.01091,0.549192,1.9969,-0.720679,-0.648153,0.0199491,-0.352622,2.07438,0.393435,-3.04612,-0.00834105,-0.413914,0.0199491,0.104685,1.99036,0.63149,2.5453,0.728984,-0.555625,0.0199491,0.0904911,2.49389,0.551056,1.46185,0.0637003,-0.376897,0.0199645,0.156146,1.71229,0.711214,1.50698,-0.178019,0.250572,0.0199491,
