time,0_rod(payload_bars compound_YPlf).X,0_rod(payload_bars compound_YPlf).Y,0_rod(payload_bars compound_YPlf).Z,0_rod(payload_bars compound_YPlf).Euler1,0_rod(payload_bars compound_YPlf).Euler2,0_rod(payload_bars compound_YPlf).Euler3,0_rod(payload_bars compound_YPlf).mass,1_rod(payload_bars compound_YPlf).X,1_rod(payload_bars compound_YPlf).Y,1_rod(payload_bars compound_YPlf).Z,1_rod(payload_bars compound_YPlf).Euler1,1_rod(payload_bars compound_YPlf).Euler2,1_rod(payload_bars compound_YPlf).Euler3,1_rod(payload_bars compound_YPlf).mass,2_rod(payload_bars compound_YPlf).X,2_rod(payload_bars compound_YPlf).Y,2_rod(payload_bars compound_YPlf).Z,2_rod(payload_bars compound_YPlf).Euler1,2_rod(payload_bars compound_YPlf).Euler2,2_rod(payload_bars compound_YPlf).Euler3,2_rod(payload_bars compound_YPlf).mass,3_rod(payload_bars compound_YPlf).X,3_rod(payload_bars compound_YPlf).Y,3_rod(payload_bars compound_YPlf).Z,3_rod(payload_bars compound_YPlf).Euler1,3_rod(payload_bars compound_YPlf).Euler2,3_rod(payload_bars compound_YPlf).Euler3,3_rod(payload_bars compound_YPlf).mass,4_rod(sense_bar compound_YPlf).X,4_rod(sense_bar compound_YPlf).Y,4_rod(sense_bar compound_YPlf).Z,4_rod(sense_bar compound_YPlf).Euler1,4_rod(sense_bar compound_YPlf).Euler2,4_rod(sense_bar compound_YPlf).Euler3,4_rod(sense_bar compound_YPlf).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.2524,-0.561205,10.1184,-0.931171,0.118338,0.0641321,1.70475,0.24652,-0.561205,10.1184,-0.931171,0.118338,0.0641321,1.70475,0.24652,-0.561205,10.1184,-0.931171,0.118338,0.0641321,1.70475,0.24652,-0.561205,10.1184,-0.931171,0.118338,0.0641321,1.70475,0.24652,-0.561205,10.1184,-0.931171,0.118338,0.0641321,1.70475,0.24652,-1.28633,10.029,-0.903694,0.155515,0.0206531,-0.645504,0.0593527,0.18669,10.2062,-1.0009,0.121415,0.0656058,-0.646979,0.0593527,-0.649457,10.7041,-1.39866,0.063803,0.00266045,0.914643,0.0593527,-0.447346,9.53159,-0.506009,0.164335,0.0797741,0.918684,0.0593527,-0.521893,9.66529,-1.54269,2.2679,1.45204,-2.5615,0.0593527,-0.576561,10.5697,-0.361516,1.99648,1.35392,-2.82819,0.0593527,
1.2625,-0.582049,10.2747,-0.96539,0.102103,0.0702866,1.52355,0.24652,-0.582049,10.2747,-0.96539,0.102103,0.0702866,1.52355,0.24652,-0.582049,10.2747,-0.96539,0.102103,0.0702866,1.52355,0.24652,-0.582049,10.2747,-0.96539,0.102103,0.0702866,1.52355,0.24652,-0.582049,10.2747,-0.96539,0.102103,0.0702866,1.52355,0.24652,-1.30802,10.192,-0.931742,0.165917,0.0185886,-0.819026,0.0593527,0.16629,10.3488,-1.0404,0.184778,0.0011464,-0.81882,0.0593527,-0.665289,10.7712,-1.5284,0.1612,0.110618,0.745193,0.0593527,-0.477161,9.76941,-0.443628,0.0599677,0.000319059,0.739615,0.0593527,-0.538177,9.72267,-1.48902,-3.07494,1.49728,-1.60943,0.0593527,-0.603629,10.8185,-0.483584,-2.09059,1.44547,-0.628832,0.0593527,
1.2726,-0.604095,10.4207,-1.00034,0.0872918,0.0723915,1.35337,0.24652,-0.604095,10.4207,-1.00034,0.0872918,0.0723915,1.35337,0.24652,-0.604095,10.4207,-1.00034,0.0872918,0.0723915,1.35337,0.24652,-0.604095,10.4207,-1.00034,0.0872918,0.0723915,1.35337,0.24652,-0.604095,10.4207,-1.00034,0.0872918,0.0723915,1.35337,0.24652,-1.33047,10.347,-0.960641,0.0410333,0.110938,-1.00253,0.0593527,0.145911,10.4802,-1.07798,0.0833544,0.0841543,-0.998417,0.0593527,-0.677819,10.8117,-1.64212,0.122831,0.100521,0.568009,0.0593527,-0.50574,10.0149,-0.396829,0.0796829,0.0327573,0.56447,0.0593527,-0.55492,9.78618,-1.41901,-1.82651,1.34348,-0.354519,0.0593527,-0.629029,11.0406,-0.620459,-1.77365,1.30284,-0.302444,0.0593527,
1.2827,-0.625535,10.5572,-1.03544,0.0721821,0.0762531,1.18282,0.24652,-0.625535,10.5572,-1.03544,0.0721821,0.0762531,1.18282,0.24652,-0.625535,10.5572,-1.03544,0.0721821,0.0762531,1.18282,0.24652,-0.625535,10.5572,-1.03544,0.0721821,0.0762531,1.18282,0.24652,-0.625535,10.5572,-1.03544,0.0721821,0.0762531,1.18282,0.24652,-1.35278,10.4918,-0.992612,0.049326,0.0922825,-1.17618,0.0593527,0.125051,10.6001,-1.11313,0.00809967,0.109049,-1.18031,0.0593527,-0.690256,10.8296,-1.73652,0.053087,-0.0103907,0.389277,0.0593527,-0.535643,10.2627,-0.369411,0.112905,0.134619,0.392978,0.0593527,-0.574044,9.8589,-1.33612,-1.66506,1.12038,-0.186285,0.0593527,-0.653005,11.2331,-0.768909,-1.73366,1.23595,-0.249115,0.0593527,
1.2928,-0.647154,10.683,-1.07069,0.0555954,0.0775993,1.00346,0.24652,-0.647154,10.683,-1.07069,0.0555954,0.0775993,1.00346,0.24652,-0.647154,10.683,-1.07069,0.0555954,0.0775993,1.00346,0.24652,-0.647154,10.683,-1.07069,0.0555954,0.0775993,1.00346,0.24652,-0.647154,10.683,-1.07069,0.0555954,0.0775993,1.00346,0.24652,-1.37478,10.6272,-1.02631,0.152588,0.0597125,-1.34265,0.0593527,0.10491,10.711,-1.14556,0.113484,0.0688105,-1.34516,0.0593527,-0.702909,10.8301,-1.8094,0.0648913,0.0464334,0.214442,0.0593527,-0.566135,10.5082,-0.362444,0.0721005,0.0794398,0.214703,0.0593527,-0.594967,9.94325,-1.24543,-1.64401,1.01329,-0.152359,0.0593527,-0.674661,11.3951,-0.926608,-1.63854,0.990427,-0.147243,0.0593527,
1.3029,-0.668477,10.7986,-1.10632,0.0396578,0.0726217,0.823453,0.24652,-0.668477,10.7986,-1.10632,0.0396578,0.0726217,0.823453,0.24652,-0.668477,10.7986,-1.10632,0.0396578,0.0726217,0.823453,0.24652,-0.668477,10.7986,-1.10632,0.0396578,0.0726217,0.823453,0.24652,-0.668477,10.7986,-1.10632,0.0396578,0.0726217,0.823453,0.24652,-1.39712,10.7532,-1.0614,0.0575172,0.0774125,-1.52321,0.0593527,0.0840535,10.8118,-1.17612,0.117753,0.0745163,-1.51863,0.0593527,-0.715691,10.8159,-1.85953,0.0579508,0.147251,0.0396922,0.0593527,-0.596583,10.7487,-0.377981,0.0517432,-0.0100584,0.0389743,0.0593527,-0.617345,10.0394,-1.14952,-1.62033,0.857054,-0.11794,0.0593527,-0.69495,11.5251,-1.08865,-1.60516,0.755727,-0.106152,0.0593527,
1.313,-0.689904,10.9039,-1.14233,0.0246264,0.0650579,0.650586,0.24652,-0.689904,10.9039,-1.14233,0.0246264,0.0650579,0.650586,0.24652,-0.689904,10.9039,-1.14233,0.0246264,0.0650579,0.650586,0.24652,-0.689904,10.9039,-1.14233,0.0246264,0.0650579,0.650586,0.24652,-0.689904,10.9039,-1.14233,0.0246264,0.0650579,0.650586,0.24652,-1.41914,10.8688,-1.09864,-0.0451767,0.0630102,-1.70501,0.0593527,0.0637853,10.9028,-1.20453,-0.0254155,0.0656682,-1.70373,0.0593527,-0.728777,10.7896,-1.88803,0.0398677,0.0671981,-0.136255,0.0593527,-0.626736,10.9817,-0.415071,0.0406032,0.0618215,-0.136372,0.0593527,-0.641483,10.149,-1.05178,-1.59715,0.609489,-0.0866612,0.0593527,-0.713941,11.6224,-1.25103,-1.60556,0.683334,-0.0916246,0.0593527,
1.3231,-0.711817,10.9989,-1.17846,0.0100071,0.0574155,0.47905,0.24652,-0.711817,10.9989,-1.17846,0.0100071,0.0574155,0.47905,0.24652,-0.711817,10.9989,-1.17846,0.0100071,0.0574155,0.47905,0.24652,-0.711817,10.9989,-1.17846,0.0100071,0.0574155,0.47905,0.24652,-0.711817,10.9989,-1.17846,0.0100071,0.0574155,0.47905,0.24652,-1.44141,10.9734,-1.13798,0.0446213,0.0746326,-1.87356,0.0593527,0.0423249,10.9852,-1.23014,-0.0241725,0.0528396,-1.87795,0.0593527,-0.740992,10.7565,-1.89262,0.0494228,-0.0150005,-0.311138,0.0593527,-0.655018,11.2023,-0.475835,0.0052159,0.12176,-0.31375,0.0593527,-0.667238,10.271,-0.957169,-1.59243,0.455156,-0.0691885,0.0593527,-0.730603,11.6878,-1.41068,-1.59881,0.516943,-0.070858,0.0593527,
1.3332,-0.73266,11.0836,-1.21448,-0.00361168,0.0470891,0.302334,0.24652,-0.73266,11.0836,-1.21448,-0.00361168,0.0470891,0.302334,0.24652,-0.73266,11.0836,-1.21448,-0.00361168,0.0470891,0.302334,0.24652,-0.73266,11.0836,-1.21448,-0.00361168,0.0470891,0.302334,0.24652,-0.73266,11.0836,-1.21448,-0.00361168,0.0470891,0.302334,0.24652,-1.46322,11.0671,-1.17928,0.0634913,0.0870738,-2.0461,0.0593527,0.0220891,11.0593,-1.25402,0.0647527,0.0879005,-2.04597,0.0593527,-0.756669,10.7207,-1.87645,0.00921587,0.0557607,-0.487012,0.0593527,-0.684863,11.4057,-0.556688,0.0180002,0.0391719,-0.486672,0.0593527,-0.695116,10.405,-0.870231,-1.59439,0.342956,-0.0530757,0.0593527,-0.746234,11.7211,-1.56361,-1.58873,0.238826,-0.0514572,0.0593527,
1.3433,-0.754461,11.1577,-1.25067,-0.0139791,0.0327912,0.124554,0.24652,-0.754461,11.1577,-1.25067,-0.0139791,0.0327912,0.124554,0.24652,-0.754461,11.1577,-1.25067,-0.0139791,0.0327912,0.124554,0.24652,-0.754461,11.1577,-1.25067,-0.0139791,0.0327912,0.124554,0.24652,-0.754461,11.1577,-1.25067,-0.0139791,0.0327912,0.124554,0.24652,-1.48498,11.1502,-1.22235,-0.0448701,0.0162566,-2.22607,0.0593527,0.000512919,11.1249,-1.27636,0.0177225,0.0642615,-2.22355,0.0593527,-0.771549,10.686,-1.83989,-0.0431312,0.095308,-0.664586,0.0593527,-0.711603,11.5887,-0.658444,0.0450455,-0.0176436,-0.661509,0.0593527,-0.723261,10.5491,-0.792971,-1.59164,0.120393,-0.0369245,0.0593527,-0.760238,11.7254,-1.70538,-1.5922,0.104375,-0.0358872,0.0593527,
1.3534,-0.775437,11.2215,-1.28706,-0.0213105,0.0171578,-0.048935,0.24652,-0.775437,11.2215,-1.28706,-0.0213105,0.0171578,-0.048935,0.24652,-0.775437,11.2215,-1.28706,-0.0213105,0.0171578,-0.048935,0.24652,-0.775437,11.2215,-1.28706,-0.0213105,0.0171578,-0.048935,0.24652,-0.775437,11.2215,-1.28706,-0.0213105,0.0171578,-0.048935,0.24652,-1.50685,11.2213,-1.26646,-0.046777,-0.000481322,-2.40018,0.0593527,-0.0203982,11.1821,-1.29688,-0.0619374,-0.017264,-2.40003,0.0593527,-0.788991,10.6543,-1.78533,0.00728281,0.0117396,-0.836242,0.0593527,-0.738176,11.749,-0.778066,-0.0190868,0.0355188,-0.837005,0.0593527,-0.753394,10.7022,-0.730083,-1.59488,-0.0939413,-0.0205677,0.0593527,-0.773842,11.7017,-1.83287,-1.59726,0.0167428,-0.0203754,0.0593527,
1.3635,-0.797343,11.2751,-1.32304,-0.0280125,0.000621227,-0.220829,0.24652,-0.797343,11.2751,-1.32304,-0.0280125,0.000621227,-0.220829,0.24652,-0.797343,11.2751,-1.32304,-0.0280125,0.000621227,-0.220829,0.24652,-0.797343,11.2751,-1.32304,-0.0280125,0.000621227,-0.220829,0.24652,-0.797343,11.2751,-1.32304,-0.0280125,0.000621227,-0.220829,0.24652,-1.52829,11.2804,-1.31189,0.00455193,0.0628371,-2.57319,0.0593527,-0.0423632,11.2322,-1.3165,-0.0386951,-0.00487456,-2.57445,0.0593527,-0.806308,10.6298,-1.71501,0.0423307,-0.0252712,-1.0115,0.0593527,-0.761688,11.8829,-0.913562,-0.0679353,0.0437403,-1.01272,0.0593527,-0.783929,10.8599,-0.684095,-1.60207,-0.203102,-0.00356385,0.0593527,-0.78575,11.6527,-1.94462,-1.60317,-0.233473,-0.00216186,0.0593527,
1.3736,-0.818096,11.3182,-1.35902,-0.0317928,-0.016909,-0.39558,0.24652,-0.818096,11.3182,-1.35902,-0.0317928,-0.016909,-0.39558,0.24652,-0.818096,11.3182,-1.35902,-0.0317928,-0.016909,-0.39558,0.24652,-0.818096,11.3182,-1.35902,-0.0317928,-0.016909,-0.39558,0.24652,-0.818096,11.3182,-1.35902,-0.0317928,-0.016909,-0.39558,0.24652,-1.54974,11.3277,-1.35846,-0.0258215,0.0108135,-2.74849,0.0593527,-0.0636042,11.2749,-1.33561,-0.00874282,0.0522473,-2.74794,0.0593527,-0.827484,10.6146,-1.63302,-0.0452624,0.00530739,-1.18546,0.0593527,-0.785781,11.9879,-1.0607,0.00409106,-0.0147096,-1.18587,0.0593527,-0.815477,11.0203,-0.657685,-1.61225,-0.364779,0.0166784,0.0593527,-0.797705,11.5816,-2.03621,-1.61446,-0.464102,0.0178402,0.0593527,
1.3837,-0.839668,11.3508,-1.39466,-0.030957,-0.0349453,-0.571727,0.24652,-0.839668,11.3508,-1.39466,-0.030957,-0.0349453,-0.571727,0.24652,-0.839668,11.3508,-1.39466,-0.030957,-0.0349453,-0.571727,0.24652,-0.839668,11.3508,-1.39466,-0.030957,-0.0349453,-0.571727,0.24652,-0.839668,11.3508,-1.39466,-0.030957,-0.0349453,-0.571727,0.24652,-1.57071,11.3629,-1.40572,-0.0463588,-0.0770076,-2.92193,0.0593527,-0.0856086,11.3098,-1.35438,-0.0296744,-0.00263276,-2.92259,0.0593527,-0.848988,10.6105,-1.54277,-0.0842643,-0.00789793,-1.35889,0.0593527,-0.806758,12.062,-1.21676,0.041127,-0.034711,-1.36183,0.0593527,-0.846667,11.1797,-0.652077,-1.63005,-0.607592,0.0415149,0.0593527,-0.809109,11.4932,-2.1074,-1.62771,-0.541379,0.0410015,0.0593527,
1.3938,-0.860842,11.3733,-1.43026,-0.0270122,-0.0531884,-0.745974,0.24652,-0.860842,11.3733,-1.43026,-0.0270122,-0.0531884,-0.745974,0.24652,-0.860842,11.3733,-1.43026,-0.0270122,-0.0531884,-0.745974,0.24652,-0.860842,11.3733,-1.43026,-0.0270122,-0.0531884,-0.745974,0.24652,-0.860842,11.3733,-1.43026,-0.0270122,-0.0531884,-0.745974,0.24652,-1.59196,11.3859,-1.45252,-0.0326682,-0.0308471,-3.09682,0.0593527,-0.10777,11.3373,-1.37304,-0.0354748,-0.0959584,-3.09664,0.0593527,-0.872449,10.6185,-1.44744,0.0161301,-0.0393576,-1.5357,0.0593527,-0.826122,12.1045,-1.37816,-0.0494623,-0.0369857,-1.53347,0.0593527,-0.878355,11.3339,-0.669515,-1.65448,-0.766078,0.073746,0.0593527,-0.8209,11.3897,-2.156,-1.64823,-0.693783,0.0701288,0.0593527,
1.4039,-0.882301,11.3857,-1.46552,-0.021234,-0.0707807,-0.919108,0.24652,-0.882301,11.3857,-1.46552,-0.021234,-0.0707807,-0.919108,0.24652,-0.882301,11.3857,-1.46552,-0.021234,-0.0707807,-0.919108,0.24652,-0.882301,11.3857,-1.46552,-0.021234,-0.0707807,-0.919108,0.24652,-0.882301,11.3857,-1.46552,-0.021234,-0.0707807,-0.919108,0.24652,-1.61275,11.3964,-1.49913,-0.0347609,-0.0129288,3.01217,0.0593527,-0.130091,11.3576,-1.39254,-0.02636,-0.0785524,3.01178,0.0593527,-0.897378,10.6395,-1.35115,0.0396326,-0.0467238,-1.7118,0.0593527,-0.843637,12.1146,-1.54075,-0.0730318,-0.0623496,-1.70561,0.0593527,-0.909543,11.4786,-0.70957,-1.68318,-0.878185,0.111972,0.0593527,-0.832688,11.2748,-2.18252,-1.70246,-0.967996,0.128145,0.0593527,
1.414,-0.903342,11.3877,-1.50012,-0.0123309,-0.0874017,-1.09384,0.24652,-0.903342,11.3877,-1.50012,-0.0123309,-0.0874017,-1.09384,0.24652,-0.903342,11.3877,-1.50012,-0.0123309,-0.0874017,-1.09384,0.24652,-0.903342,11.3877,-1.50012,-0.0123309,-0.0874017,-1.09384,0.24652,-0.903342,11.3877,-1.50012,-0.0123309,-0.0874017,-1.09384,0.24652,-1.63337,11.3946,-1.54585,-0.0117268,-0.107414,2.83646,0.0593527,-0.15236,11.3703,-1.41384,-0.0371163,-0.0267147,2.83816,0.0593527,-0.924845,10.6727,-1.25837,-0.0523828,-0.0839514,-1.88019,0.0593527,-0.860413,12.0924,-1.70062,0.0268645,-0.0584076,-1.88626,0.0593527,-0.940071,11.611,-0.77245,-1.7563,-1.0847,0.190769,0.0593527,-0.845284,11.154,-2.18625,-1.77544,-1.12422,0.208436,0.0593527,
1.4241,-0.924612,11.3796,-1.53462,0.000211083,-0.101622,-1.27024,0.24652,-0.924612,11.3796,-1.53462,0.000211083,-0.101622,-1.27024,0.24652,-0.924612,11.3796,-1.53462,0.000211083,-0.101622,-1.27024,0.24652,-0.924612,11.3796,-1.53462,0.000211083,-0.101622,-1.27024,0.24652,-0.924612,11.3796,-1.53462,0.000211083,-0.101622,-1.27024,0.24652,-1.65391,11.3809,-1.59088,0.00356056,-0.12103,2.66084,0.0593527,-0.174872,11.3751,-1.43578,-0.0202327,-0.0751801,2.66318,0.0593527,-0.953272,10.7176,-1.17268,-0.0460487,-0.108782,-2.05433,0.0593527,-0.875227,12.0386,-1.85355,0.0473862,-0.0593729,-2.06232,0.0593527,-0.969638,11.7263,-0.857476,-1.94929,-1.29244,0.388152,0.0593527,-0.858741,11.0304,-2.16917,-1.84817,-1.19957,0.29278,0.0593527,
1.4342,-0.945995,11.3615,-1.56875,0.0155017,-0.114207,-1.44636,0.24652,-0.945995,11.3615,-1.56875,0.0155017,-0.114207,-1.44636,0.24652,-0.945995,11.3615,-1.56875,0.0155017,-0.114207,-1.44636,0.24652,-0.945995,11.3615,-1.56875,0.0155017,-0.114207,-1.44636,0.24652,-0.945995,11.3615,-1.56875,0.0155017,-0.114207,-1.44636,0.24652,-1.67437,11.3555,-1.63451,-0.0261359,-0.070637,2.48954,0.0593527,-0.197825,11.3721,-1.45982,0.035046,-0.149734,2.4828,0.0593527,-0.982528,10.7724,-1.09775,0.0504856,-0.0671335,-2.23732,0.0593527,-0.888144,11.955,-1.99664,-0.0217048,-0.123308,-2.2307,0.0593527,-0.998163,11.8204,-0.962653,-2.27499,-1.39294,0.723311,0.0593527,-0.87347,10.9071,-2.13182,-2.26198,-1.38924,0.711193,0.0593527,
1.4443,-0.967271,11.3335,-1.60261,0.0320324,-0.124261,-1.62165,0.24652,-0.967271,11.3335,-1.60261,0.0320324,-0.124261,-1.62165,0.24652,-0.967271,11.3335,-1.60261,0.0320324,-0.124261,-1.62165,0.24652,-0.967271,11.3335,-1.60261,0.0320324,-0.124261,-1.62165,0.24652,-0.967271,11.3335,-1.60261,0.0320324,-0.124261,-1.62165,0.24652,-1.69482,11.3181,-1.67649,0.0110707,-0.113253,2.31199,0.0593527,-0.220541,11.3608,-1.48628,0.0340116,-0.134266,2.30915,0.0593527,-1.01324,10.8355,-1.03693,0.0528745,-0.0780551,-2.41246,0.0593527,-0.900433,11.8434,-2.12583,-0.0054161,-0.142508,-2.40603,0.0593527,-1.02526,11.8906,-1.08589,3.01741,-1.44143,1.72247,0.0593527,-0.889497,10.7877,-2.07657,2.44294,-1.39925,2.29166,0.0593527,
1.4544,-0.988403,11.2956,-1.63561,0.0505179,-0.131512,-1.79761,0.24652,-0.988403,11.2956,-1.63561,0.0505179,-0.131512,-1.79761,0.24652,-0.988403,11.2956,-1.63561,0.0505179,-0.131512,-1.79761,0.24652,-0.988403,11.2956,-1.63561,0.0505179,-0.131512,-1.79761,0.24652,-0.988403,11.2956,-1.63561,0.0505179,-0.131512,-1.79761,0.24652,-1.71481,11.2689,-1.71675,0.0836634,-0.158833,2.12802,0.0593527,-0.243165,11.3402,-1.51565,-0.00785,-0.101358,2.13991,0.0593527,-1.04548,10.9032,-0.992837,0.0117944,-0.163926,-2.58166,0.0593527,-0.912452,11.7065,-2.23908,0.0672091,-0.0754263,-2.58866,0.0593527,-1.05078,11.9344,-1.22496,2.10108,-1.28482,2.64237,0.0593527,-0.906991,10.6755,-2.00709,2.15136,-1.30752,2.59443,0.0593527,
1.4645,-1.00979,11.2476,-1.66865,0.0704933,-0.134948,-1.9749,0.24652,-1.00979,11.2476,-1.66865,0.0704933,-0.134948,-1.9749,0.24652,-1.00979,11.2476,-1.66865,0.0704933,-0.134948,-1.9749,0.24652,-1.00979,11.2476,-1.66865,0.0704933,-0.134948,-1.9749,0.24652,-1.00979,11.2476,-1.66865,0.0704933,-0.134948,-1.9749,0.24652,-1.73522,11.2095,-1.75437,0.0475181,-0.132263,1.95934,0.0593527,-0.26607,11.3109,-1.54716,0.0389516,-0.128633,1.96045,0.0593527,-1.07738,10.9733,-0.968501,0.0459465,-0.154575,-2.76052,0.0593527,-0.923144,11.5473,-2.33274,0.0743349,-0.0838182,-2.7641,0.0593527,-1.07462,11.9483,-1.37614,1.93477,-1.12105,2.81592,0.0593527,-0.926063,10.5726,-1.92565,2.00301,-1.19275,2.75413,0.0593527,
1.4746,-1.03109,11.1899,-1.70141,0.0910687,-0.135056,-2.15229,0.24652,-1.03109,11.1899,-1.70141,0.0910687,-0.135056,-2.15229,0.24652,-1.03109,11.1899,-1.70141,0.0910687,-0.135056,-2.15229,0.24652,-1.03109,11.1899,-1.70141,0.0910687,-0.135056,-2.15229,0.24652,-1.03109,11.1899,-1.70141,0.0910687,-0.135056,-2.15229,0.24652,-1.75537,11.1394,-1.78966,0.0241738,-0.12703,1.78844,0.0593527,-0.289039,11.2721,-1.58172,0.129368,-0.149381,1.77393,0.0593527,-1.10964,11.0414,-0.965157,0.0885989,-0.0696086,-2.93996,0.0593527,-0.933585,11.3697,-2.40625,0.066993,-0.173876,-2.93736,0.0593527,-1.09689,11.9308,-1.53556,1.88358,-1.00258,2.87913,0.0593527,-0.947179,10.4801,-1.83562,1.86085,-0.951417,2.89845,0.0593527,
1.4847,-1.0526,11.1225,-1.73381,0.111304,-0.131947,-2.32851,0.24652,-1.0526,11.1225,-1.73381,0.111304,-0.131947,-2.32851,0.24652,-1.0526,11.1225,-1.73381,0.111304,-0.131947,-2.32851,0.24652,-1.0526,11.1225,-1.73381,0.111304,-0.131947,-2.32851,0.24652,-1.0526,11.1225,-1.73381,0.111304,-0.131947,-2.32851,0.24652,-1.77573,11.0585,-1.82247,0.127496,-0.138425,1.60057,0.0593527,-0.311763,11.2225,-1.61935,0.115319,-0.138138,1.60225,0.0593527,-1.14174,11.1044,-0.984222,0.0965636,-0.099663,-3.11532,0.0593527,-0.943967,11.177,-2.45741,0.0950484,-0.156596,-3.11533,0.0593527,-1.11706,11.8811,-1.7001,1.82703,-0.810358,2.94238,0.0593527,-0.969749,10.4002,-1.74129,1.81362,-0.757302,2.95272,0.0593527,
1.4948,-1.07365,11.0456,-1.76574,0.130862,-0.12532,-2.50443,0.24652,-1.07365,11.0456,-1.76574,0.130862,-0.12532,-2.50443,0.24652,-1.07365,11.0456,-1.76574,0.130862,-0.12532,-2.50443,0.24652,-1.07365,11.0456,-1.76574,0.130862,-0.12532,-2.50443,0.24652,-1.07365,11.0456,-1.76574,0.130862,-0.12532,-2.50443,0.24652,-1.79583,10.9681,-1.85265,0.165071,-0.126333,1.42181,0.0593527,-0.334165,11.1623,-1.65973,0.0683186,-0.139952,1.43466,0.0593527,-1.17463,11.158,-1.02588,0.123494,-0.178259,2.99008,0.0593527,-0.955731,10.973,-2.48653,0.106501,-0.0670098,2.99197,0.0593527,-1.13583,11.7985,-1.86581,1.79136,-0.594551,2.98453,0.0593527,-0.994058,10.3324,-1.64704,1.80513,-0.661476,2.97671,0.0593527,
1.5049,-1.09533,10.9587,-1.79778,0.149582,-0.114905,-2.681,0.24652,-1.09533,10.9587,-1.79778,0.149582,-0.114905,-2.681,0.24652,-1.09533,10.9587,-1.79778,0.149582,-0.114905,-2.681,0.24652,-1.09533,10.9587,-1.79778,0.149582,-0.114905,-2.681,0.24652,-1.09533,10.9587,-1.79778,0.149582,-0.114905,-2.681,0.24652,-1.81638,10.8688,-1.8805,0.0988024,-0.137911,1.25655,0.0593527,-0.356811,11.0912,-1.70284,0.125955,-0.129001,1.25293,0.0593527,-1.20539,11.1982,-1.09016,0.13894,-0.131994,2.81436,0.0593527,-0.966726,10.762,-2.49299,0.122815,-0.084675,2.81583,0.0593527,-1.15273,11.683,-2.02774,1.78116,-0.45834,3.0081,0.0593527,-1.0198,10.2772,-1.55576,1.7858,-0.483016,3.00682,0.0593527,
1.515,-1.11658,10.8622,-1.82965,0.16589,-0.10157,-2.85731,0.24652,-1.11658,10.8622,-1.82965,0.16589,-0.10157,-2.85731,0.24652,-1.11658,10.8622,-1.82965,0.16589,-0.10157,-2.85731,0.24652,-1.11658,10.8622,-1.82965,0.16589,-0.10157,-2.85731,0.24652,-1.11658,10.8622,-1.82965,0.16589,-0.10157,-2.85731,0.24652,-1.83693,10.7605,-1.90598,0.128814,-0.128291,1.07881,0.0593527,-0.379274,11.0087,-1.74869,0.199935,-0.0902006,1.07104,0.0593527,-1.23584,11.2211,-1.17615,0.121381,-0.0528159,2.64127,0.0593527,-0.979254,10.5478,-2.47832,0.174696,-0.149301,2.63599,0.0593527,-1.1684,11.5358,-2.18242,1.77347,-0.311443,3.03034,0.0593527,-1.04754,10.2331,-1.47152,1.76535,-0.236664,3.03295,0.0593527,
1.5251,-1.13829,10.7563,-1.86152,0.179939,-0.0855206,-3.03216,0.24652,-1.13829,10.7563,-1.86152,0.179939,-0.0855206,-3.03216,0.24652,-1.13829,10.7563,-1.86152,0.179939,-0.0855206,-3.03216,0.24652,-1.13829,10.7563,-1.86152,0.179939,-0.0855206,-3.03216,0.24652,-1.13829,10.7563,-1.86152,0.179939,-0.0855206,-3.03216,0.24652,-1.85761,10.6431,-1.9289,0.213458,-0.0666854,0.896514,0.0593527,-0.401334,10.9134,-1.79638,0.184459,-0.0896739,0.898779,0.0593527,-1.26492,11.2234,-1.2818,0.155318,-0.0796604,2.46453,0.0593527,-0.992531,10.3337,-2.44353,0.17722,-0.10673,2.46217,0.0593527,-1.18227,11.3582,-2.32679,1.76191,-0.0905996,3.05177,0.0593527,-1.07606,10.1989,-1.39875,1.76293,-0.0924523,3.05249,0.0593527,
