time,0_rod(payload_bars compound_9ZVkH9).X,0_rod(payload_bars compound_9ZVkH9).Y,0_rod(payload_bars compound_9ZVkH9).Z,0_rod(payload_bars compound_9ZVkH9).Euler1,0_rod(payload_bars compound_9ZVkH9).Euler2,0_rod(payload_bars compound_9ZVkH9).Euler3,0_rod(payload_bars compound_9ZVkH9).mass,1_rod(payload_bars compound_9ZVkH9).X,1_rod(payload_bars compound_9ZVkH9).Y,1_rod(payload_bars compound_9ZVkH9).Z,1_rod(payload_bars compound_9ZVkH9).Euler1,1_rod(payload_bars compound_9ZVkH9).Euler2,1_rod(payload_bars compound_9ZVkH9).Euler3,1_rod(payload_bars compound_9ZVkH9).mass,2_rod(payload_bars compound_9ZVkH9).X,2_rod(payload_bars compound_9ZVkH9).Y,2_rod(payload_bars compound_9ZVkH9).Z,2_rod(payload_bars compound_9ZVkH9).Euler1,2_rod(payload_bars compound_9ZVkH9).Euler2,2_rod(payload_bars compound_9ZVkH9).Euler3,2_rod(payload_bars compound_9ZVkH9).mass,3_rod(payload_bars compound_9ZVkH9).X,3_rod(payload_bars compound_9ZVkH9).Y,3_rod(payload_bars compound_9ZVkH9).Z,3_rod(payload_bars compound_9ZVkH9).Euler1,3_rod(payload_bars compound_9ZVkH9).Euler2,3_rod(payload_bars compound_9ZVkH9).Euler3,3_rod(payload_bars compound_9ZVkH9).mass,4_rod(sense_bar compound_9ZVkH9).X,4_rod(sense_bar compound_9ZVkH9).Y,4_rod(sense_bar compound_9ZVkH9).Z,4_rod(sense_bar compound_9ZVkH9).Euler1,4_rod(sense_bar compound_9ZVkH9).Euler2,4_rod(sense_bar compound_9ZVkH9).Euler3,4_rod(sense_bar compound_9ZVkH9).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
2.2927,-3.0478,3.11467,0.675979,0.050478,-0.0751416,-0.624654,0.24652,-3.0478,3.11467,0.675979,0.050478,-0.0751416,-0.624654,0.24652,-3.0478,3.11467,0.675979,0.050478,-0.0751416,-0.624654,0.24652,-3.0478,3.11467,0.675979,0.050478,-0.0751416,-0.624654,0.24652,-3.0478,3.11467,0.675979,0.050478,-0.0751416,-0.624654,0.24652,-3.73114,3.04271,0.665479,0.0337912,-0.169667,-2.96874,0.0592915,-2.32026,3.12757,0.717364,0.0626984,-0.000627618,-2.97121,0.0592915,-2.98132,2.38829,0.57249,0.0822537,-0.0225854,-1.408,0.0592915,-3.07027,3.78117,0.812745,0.143956,-0.0325111,-1.41131,0.0592915,-3.0316,2.96982,1.39201,-1.53441,-0.580441,0.0414749,0.0592915,-3.01886,3.19908,-0.00503587,-1.53684,-0.636544,0.0425333,0.0592915,
2.3028,-3.05771,3.09048,0.782082,0.0968816,-0.0201668,-0.593859,0.24652,-3.05771,3.09048,0.782082,0.0968816,-0.0201668,-0.593859,0.24652,-3.05771,3.09048,0.782082,0.0968816,-0.0201668,-0.593859,0.24652,-3.05771,3.09048,0.782082,0.0968816,-0.0201668,-0.593859,0.24652,-3.05771,3.09048,0.782082,0.0968816,-0.0201668,-0.593859,0.24652,-3.76667,3.01996,0.788014,0.0850552,0.0743495,-2.93425,0.0592915,-2.31915,3.10762,0.796902,0.0474279,-0.0671858,-2.93342,0.0592915,-2.99828,2.35492,0.641569,0.21898,-0.0228466,-1.37194,0.0592915,-3.08986,3.77478,0.941394,-0.0283276,0.0274411,-1.37272,0.0592915,-3.02918,2.91816,1.50432,-1.51324,-0.615432,0.00902097,0.0592915,-3.0588,3.2039,0.0773302,-1.51154,-0.619877,0.00737481,0.0592915,
2.3129,-3.07274,3.04688,0.883419,0.112023,0.0369221,-0.558034,0.24652,-3.07274,3.04688,0.883419,0.112023,0.0369221,-0.558034,0.24652,-3.07274,3.04688,0.883419,0.112023,0.0369221,-0.558034,0.24652,-3.07274,3.04688,0.883419,0.112023,0.0369221,-0.558034,0.24652,-3.07274,3.04688,0.883419,0.112023,0.0369221,-0.558034,0.24652,-3.79846,2.98845,0.908542,0.100355,0.143779,-2.89488,0.0592915,-2.3175,3.08764,0.877681,0.0945225,0.096379,-2.89727,0.0592915,-3.01075,2.31627,0.714324,0.02825,0.0458882,-1.33627,0.0592915,-3.10668,3.75604,1.07548,0.169247,0.0131271,-1.33626,0.0592915,-3.02025,2.86971,1.61542,-1.48835,-0.539232,-0.0228591,0.0592915,-3.09547,3.21089,0.172369,-1.49016,-0.49891,-0.0221029,0.0592915,
2.323,-3.08845,3.00521,0.985618,0.0846073,0.0454918,-0.518578,0.24652,-3.08845,3.00521,0.985618,0.0846073,0.0454918,-0.518578,0.24652,-3.08845,3.00521,0.985618,0.0846073,0.0454918,-0.518578,0.24652,-3.08845,3.00521,0.985618,0.0846073,0.0454918,-0.518578,0.24652,-3.08845,3.00521,0.985618,0.0846073,0.0454918,-0.518578,0.24652,-3.80703,2.94826,1.02327,0.0389242,-0.0859685,-2.8512,0.0592915,-2.33584,3.05739,0.957168,0.0995157,0.100348,-2.85826,0.0592915,-3.02419,2.28339,0.785931,0.0891247,0.0627992,-1.29233,0.0592915,-3.1225,3.70168,1.20285,0.169838,0.0436495,-1.29625,0.0592915,-3.00798,2.80404,1.70925,-1.46314,-0.499183,-0.0550839,0.0592915,-3.1357,3.19924,0.283627,-1.46623,-0.515469,-0.0544926,0.0592915,
2.3331,-3.10384,2.97293,1.08378,0.0861316,0.0622922,-0.470059,0.24652,-3.10384,2.97293,1.08378,0.0861316,0.0622922,-0.470059,0.24652,-3.10384,2.97293,1.08378,0.0861316,0.0622922,-0.470059,0.24652,-3.10384,2.97293,1.08378,0.0861316,0.0622922,-0.470059,0.24652,-3.10384,2.97293,1.08378,0.0861316,0.0622922,-0.470059,0.24652,-3.8006,2.92179,1.12318,0.0572759,0.00571752,-2.78177,0.0592915,-2.36027,3.00989,1.03686,0.0606091,0.0471835,-2.78907,0.0592915,-3.06488,2.27516,0.83423,0.11296,0.0681289,-1.22125,0.0592915,-3.12476,3.64174,1.33794,0.0147486,0.101926,-1.23351,0.0592915,-3.01322,2.71734,1.76487,-1.47652,-0.441576,-0.0624598,0.0592915,-3.16542,3.19806,0.40607,-1.45999,-0.518443,-0.0824393,0.0592915,
2.3432,-3.12001,2.94218,1.17349,0.0941355,0.0847081,-0.396649,0.24652,-3.12001,2.94218,1.17349,0.0941355,0.0847081,-0.396649,0.24652,-3.12001,2.94218,1.17349,0.0941355,0.0847081,-0.396649,0.24652,-3.12001,2.94218,1.17349,0.0941355,0.0847081,-0.396649,0.24652,-3.12001,2.94218,1.17349,0.0941355,0.0847081,-0.396649,0.24652,-3.80268,2.88423,1.22878,0.175358,0.306729,-2.67916,0.0592915,-2.38953,2.95169,1.12221,0.0760344,0.129336,-2.70184,0.0592915,-3.09493,2.26764,0.873868,-0.0352369,0.132505,-1.15326,0.0592915,-3.11819,3.56577,1.47714,0.125515,0.0591563,-1.13328,0.0592915,-3.0243,2.62223,1.81584,-1.49672,-0.326729,-0.0727204,0.0592915,-3.17903,3.20822,0.52735,-1.49171,-0.299834,-0.0831581,0.0592915,
2.3533,-3.13516,2.90012,1.26323,0.0993774,0.104575,-0.318923,0.24652,-3.13516,2.90012,1.26323,0.0993774,0.104575,-0.318923,0.24652,-3.13516,2.90012,1.26323,0.0993774,0.104575,-0.318923,0.24652,-3.13516,2.90012,1.26323,0.0993774,0.104575,-0.318923,0.24652,-3.13516,2.90012,1.26323,0.0993774,0.104575,-0.318923,0.24652,-3.81745,2.84609,1.3271,0.0205249,0.0477399,-2.6194,0.0592915,-2.40896,2.90036,1.20819,0.0167828,0.0587328,-2.6201,0.0592915,-3.11833,2.28226,0.90718,0.111522,0.0645912,-1.07132,0.0592915,-3.10235,3.48735,1.61828,0.00903803,0.120638,-1.05684,0.0592915,-3.03403,2.52682,1.87821,-1.50278,-0.305637,-0.0921161,0.0592915,-3.18995,3.21863,0.644457,-1.50874,-0.279586,-0.0873657,0.0592915,
2.3634,-3.14605,2.85487,1.34371,0.083784,0.122052,-0.250533,0.24652,-3.14605,2.85487,1.34371,0.083784,0.122052,-0.250533,0.24652,-3.14605,2.85487,1.34371,0.083784,0.122052,-0.250533,0.24652,-3.14605,2.85487,1.34371,0.083784,0.122052,-0.250533,0.24652,-3.14605,2.85487,1.34371,0.083784,0.122052,-0.250533,0.24652,-3.81324,2.82987,1.42702,0.135658,0.201934,-2.53687,0.0592915,-2.43445,2.86325,1.27802,0.0314229,0.142789,-2.54575,0.0592915,-3.13576,2.33712,0.959007,0.0442544,0.122956,-1.03203,0.0592915,-3.10759,3.4386,1.7522,0.0776851,0.0857107,-0.983074,0.0592915,-3.04747,2.44039,1.93032,-1.53218,-0.140516,-0.0981625,0.0592915,-3.20871,3.21918,0.748583,-1.52132,-0.176334,-0.104051,0.0592915,
2.3735,-3.15985,2.8751,1.4037,0.054347,0.103782,-0.229159,0.24652,-3.15985,2.8751,1.4037,0.054347,0.103782,-0.229159,0.24652,-3.15985,2.8751,1.4037,0.054347,0.103782,-0.229159,0.24652,-3.15985,2.8751,1.4037,0.054347,0.103782,-0.229159,0.24652,-3.15985,2.8751,1.4037,0.054347,0.103782,-0.229159,0.24652,-3.82051,2.82283,1.51556,0.0804497,0.129117,-2.5015,0.0592915,-2.45177,2.85303,1.33764,0.00893583,0.144139,-2.50226,0.0592915,-3.16189,2.3677,1.00451,0.0419395,0.150895,-1.00577,0.0592915,-3.11911,3.41063,1.84626,0.0434384,0.124171,-0.933553,0.0592915,-3.06286,2.40812,1.97296,-1.53371,-0.17018,-0.114187,0.0592915,-3.23785,3.23783,0.830352,-1.51971,-0.142737,-0.127915,0.0592915,
2.3836,-3.18337,2.92193,1.44816,0.0309729,0.072766,-0.252569,0.24652,-3.18337,2.92193,1.44816,0.0309729,0.072766,-0.252569,0.24652,-3.18337,2.92193,1.44816,0.0309729,0.072766,-0.252569,0.24652,-3.18337,2.92193,1.44816,0.0309729,0.072766,-0.252569,0.24652,-3.18337,2.92193,1.44816,0.0309729,0.072766,-0.252569,0.24652,-3.85016,2.85661,1.58022,0.0083952,0.0590883,-2.48555,0.0592915,-2.46639,2.89123,1.37133,-0.00654778,0.136916,-2.48286,0.0592915,-3.1875,2.39935,1.03885,0.0724105,0.152493,-0.973551,0.0592915,-3.12344,3.44488,1.91573,0.0132002,0.169586,-0.919405,0.0592915,-3.06828,2.42336,2.02641,-1.53087,-0.120152,-0.138878,0.0592915,-3.26678,3.29166,0.889109,-1.52028,-0.112588,-0.146794,0.0592915,
2.3937,-3.20788,2.97462,1.49682,0.0260585,0.107271,-0.261186,0.24652,-3.20788,2.97462,1.49682,0.0260585,0.107271,-0.261186,0.24652,-3.20788,2.97462,1.49682,0.0260585,0.107271,-0.261186,0.24652,-3.20788,2.97462,1.49682,0.0260585,0.107271,-0.261186,0.24652,-3.20788,2.97462,1.49682,0.0260585,0.107271,-0.261186,0.24652,-3.88111,2.91609,1.62931,0.0786534,0.174018,-2.47749,0.0592915,-2.47205,2.9598,1.38921,0.0453374,0.192521,-2.47378,0.0592915,-3.20953,2.42438,1.06783,0.0770027,0.17044,-0.949749,0.0592915,-3.14003,3.51425,1.95389,0.0669765,0.150802,-0.911754,0.0592915,-3.07351,2.48975,2.06883,-1.5232,-0.11853,-0.155569,0.0592915,-3.30205,3.36472,0.929511,-1.51168,-0.125823,-0.161672,0.0592915,
2.4038,-3.22326,3.03452,1.53794,0.0439098,0.188395,-0.238836,0.24652,-3.22326,3.03452,1.53794,0.0439098,0.188395,-0.238836,0.24652,-3.22326,3.03452,1.53794,0.0439098,0.188395,-0.238836,0.24652,-3.22326,3.03452,1.53794,0.0439098,0.188395,-0.238836,0.24652,-3.22326,3.03452,1.53794,0.0439098,0.188395,-0.238836,0.24652,-3.91407,2.97292,1.66478,0.0696586,0.185044,-2.48489,0.0592915,-2.4936,3.04891,1.4109,0.0389585,0.16686,-2.48837,0.0592915,-3.24461,2.44795,1.103,0.220293,0.0747004,-0.909859,0.0592915,-3.15862,3.58762,1.97579,0.0518141,0.195941,-0.927664,0.0592915,-3.0705,2.57543,2.10542,-1.49506,-0.127375,-0.176189,0.0592915,-3.34021,3.43687,0.965646,-1.49409,-0.121106,-0.177193,0.0592915,
2.4139,-3.23915,3.08745,1.57331,0.0719065,0.25445,-0.163303,0.24652,-3.23915,3.08745,1.57331,0.0719065,0.25445,-0.163303,0.24652,-3.23915,3.08745,1.57331,0.0719065,0.25445,-0.163303,0.24652,-3.23915,3.08745,1.57331,0.0719065,0.25445,-0.163303,0.24652,-3.23915,3.08745,1.57331,0.0719065,0.25445,-0.163303,0.24652,-3.93355,3.02084,1.71096,0.169168,0.32254,-2.47451,0.0592915,-2.51494,3.12836,1.43051,0.111505,0.24179,-2.49057,0.0592915,-3.26921,2.48558,1.14167,-0.0121632,0.277169,-0.957778,0.0592915,-3.18367,3.65653,1.99564,0.140125,0.167784,-0.924142,0.0592915,-3.06604,2.65791,2.14077,-1.45925,-0.191901,-0.197476,0.0592915,-3.3835,3.49642,1.00059,-1.46773,-0.136373,-0.198432,0.0592915,
2.424,-3.26417,3.12923,1.60618,0.0927531,0.269281,-0.0834421,0.24652,-3.26417,3.12923,1.60618,0.0927531,0.269281,-0.0834421,0.24652,-3.26417,3.12923,1.60618,0.0927531,0.269281,-0.0834421,0.24652,-3.26417,3.12923,1.60618,0.0927531,0.269281,-0.0834421,0.24652,-3.26417,3.12923,1.60618,0.0927531,0.269281,-0.0834421,0.24652,-3.9436,3.06003,1.76124,0.0343105,0.138023,-2.52188,0.0592915,-2.53693,3.19567,1.44322,0.0855333,0.217279,-2.51302,0.0592915,-3.27954,2.53861,1.19356,0.0884024,0.248239,-0.943887,0.0592915,-3.20098,3.72234,2.02149,0.115601,0.228321,-0.943583,0.0592915,-3.05983,2.71652,2.17508,-1.44849,-0.114373,-0.225034,0.0592915,-3.42142,3.53327,1.03053,-1.43696,-0.166783,-0.225841,0.0592915,
2.4341,-3.28484,3.17052,1.63774,0.115049,0.272271,-0.0534786,0.24652,-3.28484,3.17052,1.63774,0.115049,0.272271,-0.0534786,0.24652,-3.28484,3.17052,1.63774,0.115049,0.272271,-0.0534786,0.24652,-3.28484,3.17052,1.63774,0.115049,0.272271,-0.0534786,0.24652,-3.28484,3.17052,1.63774,0.115049,0.272271,-0.0534786,0.24652,-3.94982,3.08501,1.8167,0.158285,0.308464,-2.50639,0.0592915,-2.56998,3.24407,1.4624,0.118066,0.257485,-2.51696,0.0592915,-3.29335,2.57521,1.23809,0.218079,0.197426,-0.92673,0.0592915,-3.22215,3.75472,2.04052,0.0880322,0.287509,-0.958965,0.0592915,-3.0548,2.76937,2.20408,-1.40218,-0.201784,-0.257077,0.0592915,-3.46162,3.55924,1.07375,-1.4089,-0.184064,-0.253659,0.0592915,
2.4442,-3.30373,3.20288,1.6692,0.136323,0.276047,-0.0866779,0.24652,-3.30373,3.20288,1.6692,0.136323,0.276047,-0.0866779,0.24652,-3.30373,3.20288,1.6692,0.136323,0.276047,-0.0866779,0.24652,-3.30373,3.20288,1.6692,0.136323,0.276047,-0.0866779,0.24652,-3.30373,3.20288,1.6692,0.136323,0.276047,-0.0866779,0.24652,-3.9508,3.09831,1.86888,0.179422,0.338635,-2.50538,0.0592915,-2.60127,3.2825,1.48097,0.1596,0.310969,-2.51172,0.0592915,-3.31566,2.60419,1.2774,0.055188,0.34996,-0.982597,0.0592915,-3.24424,3.77538,2.07125,0.209028,0.246413,-0.934116,0.0592915,-3.05465,2.81038,2.22692,-1.37678,-0.206056,-0.282802,0.0592915,-3.50198,3.57348,1.12092,-1.38952,-0.153857,-0.282909,0.0592915,
2.4543,-3.32162,3.22503,1.70358,0.157631,0.280832,-0.135419,0.24652,-3.32162,3.22503,1.70358,0.157631,0.280832,-0.135419,0.24652,-3.32162,3.22503,1.70358,0.157631,0.280832,-0.135419,0.24652,-3.32162,3.22503,1.70358,0.157631,0.280832,-0.135419,0.24652,-3.32162,3.22503,1.70358,0.157631,0.280832,-0.135419,0.24652,-3.96754,3.10258,1.92006,0.09803,0.228107,-2.53347,0.0592915,-2.63048,3.3121,1.49404,0.135708,0.28194,-2.52405,0.0592915,-3.33239,2.61898,1.31248,0.237093,0.270005,-0.930672,0.0592915,-3.26325,3.79605,2.10276,0.151256,0.329494,-0.957614,0.0592915,-3.051,2.83052,2.25599,-1.38186,-0.10118,-0.308568,0.0592915,-3.54494,3.58145,1.1597,-1.36371,-0.158274,-0.310633,0.0592915,
2.4644,-3.34055,3.23707,1.73817,0.180742,0.289625,-0.183367,0.24652,-3.34055,3.23707,1.73817,0.180742,0.289625,-0.183367,0.24652,-3.34055,3.23707,1.73817,0.180742,0.289625,-0.183367,0.24652,-3.34055,3.23707,1.73817,0.180742,0.289625,-0.183367,0.24652,-3.34055,3.23707,1.73817,0.180742,0.289625,-0.183367,0.24652,-3.98908,3.09298,1.97717,0.244733,0.420898,-2.49129,0.0592915,-2.64662,3.33283,1.50464,0.204533,0.371378,-2.50682,0.0592915,-3.35184,2.61292,1.34147,0.226991,0.318618,-0.93755,0.0592915,-3.28349,3.81373,2.13933,0.158173,0.36515,-0.959641,0.0592915,-3.04435,2.83828,2.29276,-1.32375,-0.199873,-0.340637,0.0592915,-3.59088,3.58875,1.18747,-1.33259,-0.173848,-0.33945,0.0592915,
2.4745,-3.36018,3.23229,1.77301,0.213623,0.329487,-0.209231,0.24652,-3.36018,3.23229,1.77301,0.213623,0.329487,-0.209231,0.24652,-3.36018,3.23229,1.77301,0.213623,0.329487,-0.209231,0.24652,-3.36018,3.23229,1.77301,0.213623,0.329487,-0.209231,0.24652,-3.36018,3.23229,1.77301,0.213623,0.329487,-0.209231,0.24652,-4.0111,3.08044,2.03124,0.22905,0.398215,-2.50422,0.0592915,-2.66128,3.34625,1.51555,0.217822,0.388825,-2.50804,0.0592915,-3.36937,2.60495,1.36991,0.120231,0.426013,-0.987219,0.0592915,-3.3037,3.82799,2.17774,0.273077,0.324564,-0.927634,0.0592915,-3.03717,2.83884,2.3304,-1.29813,-0.202351,-0.366085,0.0592915,-3.63741,3.58712,1.21476,-1.32267,-0.141299,-0.360705,0.0592915,
2.4846,-3.37466,3.21826,1.80613,0.236628,0.387096,-0.197129,0.24652,-3.37466,3.21826,1.80613,0.236628,0.387096,-0.197129,0.24652,-3.37466,3.21826,1.80613,0.236628,0.387096,-0.197129,0.24652,-3.37466,3.21826,1.80613,0.236628,0.387096,-0.197129,0.24652,-3.37466,3.21826,1.80613,0.236628,0.387096,-0.197129,0.24652,-4.02954,3.05911,2.08187,0.149223,0.293531,-2.54078,0.0592915,-2.68804,3.3515,1.53211,0.194759,0.352749,-2.52692,0.0592915,-3.38866,2.58401,1.40618,0.279318,0.357568,-0.933801,0.0592915,-3.33136,3.82212,2.20943,0.21382,0.403308,-0.960609,0.0592915,-3.03713,2.84011,2.36356,-1.31995,-0.0887954,-0.381465,0.0592915,-3.68047,3.57167,1.25038,-1.29478,-0.1478,-0.386057,0.0592915,
2.4947,-3.39583,3.19479,1.84104,0.23592,0.418472,-0.166479,0.24652,-3.39583,3.19479,1.84104,0.23592,0.418472,-0.166479,0.24652,-3.39583,3.19479,1.84104,0.23592,0.418472,-0.166479,0.24652,-3.39583,3.19479,1.84104,0.23592,0.418472,-0.166479,0.24652,-3.39583,3.19479,1.84104,0.23592,0.418472,-0.166479,0.24652,-4.03718,3.02456,2.1299,0.252374,0.427588,-2.51701,0.0592915,-2.71832,3.346,1.54926,0.259134,0.433091,-2.51379,0.0592915,-3.4002,2.5604,1.44684,0.29032,0.390946,-0.937662,0.0592915,-3.35214,3.8076,2.23216,0.199926,0.448096,-0.977765,0.0592915,-3.03444,2.83187,2.39227,-1.26187,-0.161373,-0.411465,0.0592915,-3.72029,3.53858,1.28955,-1.25835,-0.171111,-0.411146,0.0592915,
2.5048,-3.41749,3.16465,1.87299,0.242722,0.440475,-0.141791,0.24652,-3.41749,3.16465,1.87299,0.242722,0.440475,-0.141791,0.24652,-3.41749,3.16465,1.87299,0.242722,0.440475,-0.141791,0.24652,-3.41749,3.16465,1.87299,0.242722,0.440475,-0.141791,0.24652,-3.41749,3.16465,1.87299,0.242722,0.440475,-0.141791,0.24652,-4.03842,2.98018,2.18166,0.328288,0.516196,-2.49375,0.0592915,-2.74925,3.32457,1.5688,0.307463,0.493348,-2.50373,0.0592915,-3.41305,2.52753,1.49082,0.20426,0.484383,-0.986964,0.0592915,-3.3771,3.77769,2.25913,0.311085,0.417376,-0.938173,0.0592915,-3.03356,2.81429,2.41626,-1.20105,-0.233986,-0.44372,0.0592915,-3.75652,3.49138,1.33213,-1.23164,-0.169704,-0.437821,0.0592915,
2.5149,-3.43551,3.12485,1.90659,0.259957,0.457578,-0.140092,0.24652,-3.43551,3.12485,1.90659,0.259957,0.457578,-0.140092,0.24652,-3.43551,3.12485,1.90659,0.259957,0.457578,-0.140092,0.24652,-3.43551,3.12485,1.90659,0.259957,0.457578,-0.140092,0.24652,-3.43551,3.12485,1.90659,0.259957,0.457578,-0.140092,0.24652,-4.04153,2.92927,2.22935,0.245214,0.413727,-2.54027,0.0592915,-2.78791,3.291,1.5876,0.254388,0.423969,-2.53647,0.0592915,-3.42905,2.48817,1.53165,0.308974,0.460137,-0.949213,0.0592915,-3.40061,3.73132,2.28474,0.346595,0.435393,-0.932666,0.0592915,-3.03594,2.78704,2.43837,-1.21389,-0.151024,-0.463855,0.0592915,-3.7933,3.43394,1.37901,-1.21564,-0.14766,-0.46356,0.0592915,
2.525,-3.4547,3.07445,1.94207,0.282938,0.480061,-0.147512,0.24652,-3.4547,3.07445,1.94207,0.282938,0.480061,-0.147512,0.24652,-3.4547,3.07445,1.94207,0.282938,0.480061,-0.147512,0.24652,-3.4547,3.07445,1.94207,0.282938,0.480061,-0.147512,0.24652,-3.4547,3.07445,1.94207,0.282938,0.480061,-0.147512,0.24652,-4.04526,2.86737,2.27665,0.283493,0.46028,-2.5321,0.0592915,-2.82281,3.24877,1.60488,0.296269,0.478791,-2.52637,0.0592915,-3.44515,2.438,1.57023,0.383035,0.451565,-0.923656,0.0592915,-3.4227,3.67924,2.31187,0.271392,0.522241,-0.975931,0.0592915,-3.03759,2.74702,2.45975,-1.20824,-0.112822,-0.48725,0.0592915,-3.83044,3.36788,1.42143,-1.18561,-0.154299,-0.490601,0.0592915,
2.5351,-3.47512,3.01359,1.97747,0.310113,0.504882,-0.153527,0.24652,-3.47512,3.01359,1.97747,0.310113,0.504882,-0.153527,0.24652,-3.47512,3.01359,1.97747,0.310113,0.504882,-0.153527,0.24652,-3.47512,3.01359,1.97747,0.310113,0.504882,-0.153527,0.24652,-3.47512,3.01359,1.97747,0.310113,0.504882,-0.153527,0.24652,-4.05194,2.8178,2.32128,0.34899,0.52343,-2.49777,0.0592915,-2.852,3.19853,1.61946,0.383772,0.58226,-2.48641,0.0592915,-3.46422,2.37218,1.60383,0.302135,0.541394,-0.964912,0.0592915,-3.44473,3.62421,2.34514,0.338824,0.518354,-0.947392,0.0592915,-3.03597,2.69743,2.48281,-1.14735,-0.184877,-0.515473,0.0592915,-3.86876,3.30162,1.46416,-1.15385,-0.168479,-0.520066,0.0592915,
2.5452,-3.49208,2.95905,2.0162,0.361517,0.51062,-0.140733,0.24652,-3.49208,2.95905,2.0162,0.361517,0.51062,-0.140733,0.24652,-3.49208,2.95905,2.0162,0.361517,0.51062,-0.140733,0.24652,-3.49208,2.95905,2.0162,0.361517,0.51062,-0.140733,0.24652,-3.49208,2.95905,2.0162,0.361517,0.51062,-0.140733,0.24652,-4.03987,2.8017,2.34942,0.393682,0.565221,-2.44938,0.0592915,-2.87625,3.14617,1.63925,0.295903,0.502906,-2.51848,0.0592915,-3.50701,2.32142,1.64468,0.376372,0.524217,-0.918492,0.0592915,-3.45975,3.5709,2.38628,0.340881,0.543117,-0.928209,0.0592915,-3.05123,2.65112,2.48816,-1.20264,-0.0999903,-0.519022,0.0592915,-3.90479,3.25871,1.51832,-1.17374,-0.11524,-0.551687,0.0592915,
2.5553,-3.50296,2.92571,2.0535,0.42436,0.493729,-0.095997,0.24652,-3.50296,2.92571,2.0535,0.42436,0.493729,-0.095997,0.24652,-3.50296,2.92571,2.0535,0.42436,0.493729,-0.095997,0.24652,-3.50296,2.92571,2.0535,0.42436,0.493729,-0.095997,0.24652,-3.50296,2.92571,2.0535,0.42436,0.493729,-0.095997,0.24652,-4.02815,2.78012,2.3827,0.491402,0.645768,-2.36026,0.0592915,-2.91402,3.09568,1.6706,0.359395,0.60065,-2.45242,0.0592915,-3.54595,2.30916,1.68054,0.286025,0.59596,-0.934941,0.0592915,-3.46126,3.50888,2.42328,0.356715,0.545735,-0.884548,0.0592915,-3.07478,2.6004,2.48552,-1.21203,-0.0966613,-0.53057,0.0592915,-3.91299,3.22413,1.57791,-1.16331,-0.123625,-0.573554,0.0592915,
2.5654,-3.50918,2.89718,2.08853,0.461504,0.473398,-0.0426649,0.24652,-3.50918,2.89718,2.08853,0.461504,0.473398,-0.0426649,0.24652,-3.50918,2.89718,2.08853,0.461504,0.473398,-0.0426649,0.24652,-3.50918,2.89718,2.08853,0.461504,0.473398,-0.0426649,0.24652,-3.50918,2.89718,2.08853,0.461504,0.473398,-0.0426649,0.24652,-4.02381,2.75344,2.41883,0.456393,0.611071,-2.34015,0.0592915,-2.93014,3.07354,1.70834,0.352101,0.578783,-2.41529,0.0592915,-3.5608,2.30859,1.69724,0.375504,0.546067,-0.844589,0.0592915,-3.44796,3.46321,2.4708,0.313545,0.58739,-0.866186,0.0592915,-3.07972,2.56192,2.49849,-1.19808,-0.0998348,-0.53881,0.0592915,-3.91347,3.2221,1.63795,-1.19962,-0.0542309,-0.571175,0.0592915,
2.5755,-3.50504,2.88136,2.12348,0.449766,0.476364,0.00962254,0.24652,-3.50504,2.88136,2.12348,0.449766,0.476364,0.00962254,0.24652,-3.50504,2.88136,2.12348,0.449766,0.476364,0.00962254,0.24652,-3.50504,2.88136,2.12348,0.449766,0.476364,0.00962254,0.24652,-3.50504,2.88136,2.12348,0.449766,0.476364,0.00962254,0.24652,-4.02078,2.71914,2.46144,0.46195,0.58771,-2.30027,0.0592915,-2.92176,3.08166,1.75342,0.325268,0.52083,-2.38556,0.0592915,-3.55753,2.33091,1.7073,0.267771,0.632041,-0.86842,0.0592915,-3.43073,3.43835,2.53733,0.355676,0.564672,-0.800233,0.0592915,-3.06986,2.53165,2.52101,-1.25319,0.03827,-0.530322,0.0592915,-3.90934,3.24031,1.6901,-1.2097,-0.00285182,-0.554898,0.0592915,
