time,0_rod(payload_bars compound_9ZVkH9).X,0_rod(payload_bars compound_9ZVkH9).Y,0_rod(payload_bars compound_9ZVkH9).Z,0_rod(payload_bars compound_9ZVkH9).Euler1,0_rod(payload_bars compound_9ZVkH9).Euler2,0_rod(payload_bars compound_9ZVkH9).Euler3,0_rod(payload_bars compound_9ZVkH9).mass,1_rod(payload_bars compound_9ZVkH9).X,1_rod(payload_bars compound_9ZVkH9).Y,1_rod(payload_bars compound_9ZVkH9).Z,1_rod(payload_bars compound_9ZVkH9).Euler1,1_rod(payload_bars compound_9ZVkH9).Euler2,1_rod(payload_bars compound_9ZVkH9).Euler3,1_rod(payload_bars compound_9ZVkH9).mass,2_rod(payload_bars compound_9ZVkH9).X,2_rod(payload_bars compound_9ZVkH9).Y,2_rod(payload_bars compound_9ZVkH9).Z,2_rod(payload_bars compound_9ZVkH9).Euler1,2_rod(payload_bars compound_9ZVkH9).Euler2,2_rod(payload_bars compound_9ZVkH9).Euler3,2_rod(payload_bars compound_9ZVkH9).mass,3_rod(payload_bars compound_9ZVkH9).X,3_rod(payload_bars compound_9ZVkH9).Y,3_rod(payload_bars compound_9ZVkH9).Z,3_rod(payload_bars compound_9ZVkH9).Euler1,3_rod(payload_bars compound_9ZVkH9).Euler2,3_rod(payload_bars compound_9ZVkH9).Euler3,3_rod(payload_bars compound_9ZVkH9).mass,4_rod(sense_bar compound_9ZVkH9).X,4_rod(sense_bar compound_9ZVkH9).Y,4_rod(sense_bar compound_9ZVkH9).Z,4_rod(sense_bar compound_9ZVkH9).Euler1,4_rod(sense_bar compound_9ZVkH9).Euler2,4_rod(sense_bar compound_9ZVkH9).Euler3,4_rod(sense_bar compound_9ZVkH9).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.7777,-0.000212576,20.3436,0.00850178,-9.11685e-06,0.000274862,-5.05199e-06,0.24652,-0.000212576,20.3436,0.00850178,-9.11685e-06,0.000274862,-5.05199e-06,0.24652,-0.000212576,20.3436,0.00850178,-9.11685e-06,0.000274862,-5.05199e-06,0.24652,-0.000212576,20.3436,0.00850178,-9.11685e-06,0.000274862,-5.05199e-06,0.24652,-0.000212576,20.3436,0.00850178,-9.11685e-06,0.000274862,-5.05199e-06,0.24652,-0.728417,20.326,0.0153696,0.00621846,0.0139612,-2.35193,0.0592915,0.753101,20.3214,0.0109718,0.00621832,0.0139498,-2.35193,0.0592915,0.00845537,19.8021,-0.512829,0.0175422,0.00491891,-0.788872,0.0592915,0.0166428,20.8453,0.539154,0.0150126,0.00743055,-0.788905,0.0592915,0.0242701,19.8019,0.538749,-1.57376,-0.00414918,-0.00309201,0.0592915,0.000713221,20.8455,-0.512402,-1.57392,-0.00200371,-0.00293311,0.0592915,
0.7878,-0.000212942,19.5681,0.0085028,-1.14722e-05,0.000286208,-3.18049e-06,0.24652,-0.000212942,19.5681,0.0085028,-1.14722e-05,0.000286208,-3.18049e-06,0.24652,-0.000212942,19.5681,0.0085028,-1.14722e-05,0.000286208,-3.18049e-06,0.24652,-0.000212942,19.5681,0.0085028,-1.14722e-05,0.000286208,-3.18049e-06,0.24652,-0.000212942,19.5681,0.0085028,-1.14722e-05,0.000286208,-3.18049e-06,0.24652,-0.728414,19.5505,0.0153645,0.00521002,0.0129552,-2.35194,0.0592915,0.753101,19.5459,0.0109775,0.00523239,0.0129686,-2.35194,0.0592915,0.00845293,19.0266,-0.512827,0.0166438,0.00581684,-0.788878,0.0592915,0.0166443,20.0698,0.539153,0.0145375,0.00790811,-0.78891,0.0592915,0.0242735,19.0264,0.538745,-1.57375,-0.00293,-0.00309214,0.0592915,0.000710639,20.07,-0.512404,-1.57392,-0.00263727,-0.00293319,0.0592915,
0.7979,-0.000207854,18.7826,0.00850514,-1.18411e-05,0.000289968,-8.20361e-06,0.24652,-0.000207854,18.7826,0.00850514,-1.18411e-05,0.000289968,-8.20361e-06,0.24652,-0.000207854,18.7826,0.00850514,-1.18411e-05,0.000289968,-8.20361e-06,0.24652,-0.000207854,18.7826,0.00850514,-1.18411e-05,0.000289968,-8.20361e-06,0.24652,-0.000207854,18.7826,0.00850514,-1.18411e-05,0.000289968,-8.20361e-06,0.24652,-0.728413,18.765,0.0153629,0.00490872,0.0126531,-2.35195,0.0592915,0.753107,18.7604,0.0109793,0.00494188,0.0126832,-2.35195,0.0592915,0.0084365,18.2411,-0.512828,0.0142763,0.00816944,-0.788894,0.0592915,0.0166286,19.2843,0.539158,0.0167167,0.00574614,-0.788894,0.0592915,0.0242762,18.2409,0.53874,-1.57376,-0.00145304,-0.00309031,0.0592915,0.000711352,19.2845,-0.512412,-1.57391,-0.00441929,-0.00293569,0.0592915,
0.808,-0.00020708,17.9871,0.00850467,-8.73435e-06,0.00027791,-1.03757e-05,0.24652,-0.00020708,17.9871,0.00850467,-8.73435e-06,0.00027791,-1.03757e-05,0.24652,-0.00020708,17.9871,0.00850467,-8.73435e-06,0.00027791,-1.03757e-05,0.24652,-0.00020708,17.9871,0.00850467,-8.73435e-06,0.00027791,-1.03757e-05,0.24652,-0.00020708,17.9871,0.00850467,-8.73435e-06,0.00027791,-1.03757e-05,0.24652,-0.728415,17.9694,0.0153676,0.00589598,0.0136377,-2.35193,0.0592915,0.753108,17.9649,0.0109734,0.00588883,0.0136263,-2.35193,0.0592915,0.0084377,17.4456,-0.512831,0.0149892,0.00745601,-0.788887,0.0592915,0.016626,18.4887,0.539158,0.0173567,0.00510497,-0.78889,0.0592915,0.024273,17.4454,0.538744,-1.57376,-0.00256841,-0.00309018,0.0592915,0.000713992,18.4889,-0.512411,-1.57391,-0.00392529,-0.00293587,0.0592915,
0.8181,-0.000212082,17.1815,0.00850196,-7.9499e-06,0.000273177,-5.25441e-06,0.24652,-0.000212082,17.1815,0.00850196,-7.9499e-06,0.000273177,-5.25441e-06,0.24652,-0.000212082,17.1815,0.00850196,-7.9499e-06,0.000273177,-5.25441e-06,0.24652,-0.000212082,17.1815,0.00850196,-7.9499e-06,0.000273177,-5.25441e-06,0.24652,-0.000212082,17.1815,0.00850196,-7.9499e-06,0.000273177,-5.25441e-06,0.24652,-0.728417,17.1639,0.0153699,0.00626704,0.0140096,-2.35193,0.0592915,0.753102,17.1594,0.0109713,0.00630616,0.0140373,-2.35193,0.0592915,0.00845407,16.64,-0.51283,0.0174024,0.00505741,-0.788873,0.0592915,0.0166415,17.6832,0.539154,0.0152178,0.00722641,-0.788904,0.0592915,0.02427,16.6399,0.538749,-1.57376,-0.00411443,-0.00309185,0.0592915,0.000713518,17.6834,-0.512402,-1.57392,-0.00210284,-0.00293333,0.0592915,
0.8282,-0.0002133,16.366,0.00850265,-1.19596e-05,0.000285548,-2.66319e-06,0.24652,-0.0002133,16.366,0.00850265,-1.19596e-05,0.000285548,-2.66319e-06,0.24652,-0.0002133,16.366,0.00850265,-1.19596e-05,0.000285548,-2.66319e-06,0.24652,-0.0002133,16.366,0.00850265,-1.19596e-05,0.000285548,-2.66319e-06,0.24652,-0.0002133,16.366,0.00850265,-1.19596e-05,0.000285548,-2.66319e-06,0.24652,-0.728415,16.3484,0.0153648,0.00530561,0.0130505,-2.35194,0.0592915,0.7531,16.3438,0.0109767,0.00541517,0.01315,-2.35194,0.0592915,0.00845431,15.8245,-0.512827,0.0168769,0.00558459,-0.788876,0.0592915,0.0166453,16.8677,0.539153,0.0144155,0.00802842,-0.788911,0.0592915,0.024273,15.8243,0.538746,-1.57375,-0.00310894,-0.00309206,0.0592915,0.000710921,16.8679,-0.512403,-1.57392,-0.0024526,-0.00293279,0.0592915,
0.8383,-0.000208365,15.5405,0.00850493,-1.32921e-05,0.000291815,-7.88563e-06,0.24652,-0.000208365,15.5405,0.00850493,-1.32921e-05,0.000291815,-7.88563e-06,0.24652,-0.000208365,15.5405,0.00850493,-1.32921e-05,0.000291815,-7.88563e-06,0.24652,-0.000208365,15.5405,0.00850493,-1.32921e-05,0.000291815,-7.88563e-06,0.24652,-0.000208365,15.5405,0.00850493,-1.32921e-05,0.000291815,-7.88563e-06,0.24652,-0.728413,15.5228,0.0153626,0.00486636,0.012611,-2.35195,0.0592915,0.753106,15.5183,0.0109798,0.00487904,0.0126203,-2.35195,0.0592915,0.0084379,14.999,-0.512828,0.0144339,0.00801329,-0.788893,0.0592915,0.0166299,16.0421,0.539157,0.0165018,0.00595982,-0.788896,0.0592915,0.0242762,14.9988,0.53874,-1.57376,-0.00149999,-0.00309041,0.0592915,0.000711087,16.0423,-0.512411,-1.57391,-0.00430582,-0.00293543,0.0592915,
0.8484,-0.000206813,14.7049,0.00850481,-9.27415e-06,0.000279632,-1.08499e-05,0.24652,-0.000206813,14.7049,0.00850481,-9.27415e-06,0.000279632,-1.08499e-05,0.24652,-0.000206813,14.7049,0.00850481,-9.27415e-06,0.000279632,-1.08499e-05,0.24652,-0.000206813,14.7049,0.00850481,-9.27415e-06,0.000279632,-1.08499e-05,0.24652,-0.000206813,14.7049,0.00850481,-9.27415e-06,0.000279632,-1.08499e-05,0.24652,-0.728415,14.6873,0.0153672,0.00579752,0.0135393,-2.35193,0.0592915,0.753108,14.6827,0.0109744,0.00569755,0.0134366,-2.35193,0.0592915,0.00843652,14.1634,-0.51283,0.0147696,0.00767495,-0.788889,0.0592915,0.0166251,15.2066,0.539159,0.0174634,0.00499988,-0.788889,0.0592915,0.0242736,14.1632,0.538743,-1.57376,-0.00239353,-0.00309022,0.0592915,0.0007137,15.2068,-0.512412,-1.57391,-0.0041008,-0.00293615,0.0592915,
0.8585,-0.000211544,13.8593,0.00850214,-6.91796e-06,0.000271845,-5.66513e-06,0.24652,-0.000211544,13.8593,0.00850214,-6.91796e-06,0.000271845,-5.66513e-06,0.24652,-0.000211544,13.8593,0.00850214,-6.91796e-06,0.000271845,-5.66513e-06,0.24652,-0.000211544,13.8593,0.00850214,-6.91796e-06,0.000271845,-5.66513e-06,0.24652,-0.000211544,13.8593,0.00850214,-6.91796e-06,0.000271845,-5.66513e-06,0.24652,-0.728417,13.8417,0.0153701,0.00630286,0.0140453,-2.35193,0.0592915,0.753102,13.8372,0.0109709,0.00634306,0.0140743,-2.35193,0.0592915,0.00845258,13.3178,-0.51283,0.0172286,0.00522979,-0.788873,0.0592915,0.01664,14.361,0.539155,0.0154414,0.0070042,-0.788902,0.0592915,0.02427,13.3177,0.538749,-1.57376,-0.00405533,-0.00309172,0.0592915,0.000713739,14.3612,-0.512403,-1.57392,-0.00223012,-0.00293362,0.0592915,
0.8686,-0.000213525,13.0038,0.00850255,-1.07723e-05,0.00028318,-2.23796e-06,0.24652,-0.000213525,13.0038,0.00850255,-1.07723e-05,0.00028318,-2.23796e-06,0.24652,-0.000213525,13.0038,0.00850255,-1.07723e-05,0.00028318,-2.23796e-06,0.24652,-0.000213525,13.0038,0.00850255,-1.07723e-05,0.00028318,-2.23796e-06,0.24652,-0.000213525,13.0038,0.00850255,-1.07723e-05,0.00028318,-2.23796e-06,0.24652,-0.728415,12.9862,0.0153653,0.00540671,0.0131515,-2.35194,0.0592915,0.7531,12.9816,0.0109756,0.00561133,0.0133447,-2.35194,0.0592915,0.00845537,12.4623,-0.512827,0.017082,0.00538001,-0.788875,0.0592915,0.0166462,13.5055,0.539153,0.0143251,0.00811728,-0.788912,0.0592915,0.0242724,12.4621,0.538746,-1.57375,-0.00327921,-0.00309209,0.0592915,0.000711237,13.5057,-0.512402,-1.57392,-0.00228695,-0.00293255,0.0592915,
0.8787,-0.000208877,12.1382,0.00850476,-1.36087e-05,0.000292311,-7.41651e-06,0.24652,-0.000208877,12.1382,0.00850476,-1.36087e-05,0.000292311,-7.41651e-06,0.24652,-0.000208877,12.1382,0.00850476,-1.36087e-05,0.000292311,-7.41651e-06,0.24652,-0.000208877,12.1382,0.00850476,-1.36087e-05,0.000292311,-7.41651e-06,0.24652,-0.000208877,12.1382,0.00850476,-1.36087e-05,0.000292311,-7.41651e-06,0.24652,-0.728413,12.1206,0.0153624,0.00483716,0.0125822,-2.35195,0.0592915,0.753106,12.116,0.0109799,0.00486895,0.0126098,-2.35195,0.0592915,0.00843938,11.5967,-0.512828,0.0146225,0.00782614,-0.788891,0.0592915,0.0166315,12.6399,0.539157,0.0162703,0.00618976,-0.788897,0.0592915,0.0242761,11.5965,0.53874,-1.57376,-0.00157054,-0.00309055,0.0592915,0.000710892,12.6401,-0.512411,-1.57391,-0.00416576,-0.00293519,0.0592915,
0.8888,-0.000206647,11.2626,0.00850489,-1.05153e-05,0.000282098,-1.12167e-05,0.24652,-0.000206647,11.2626,0.00850489,-1.05153e-05,0.000282098,-1.12167e-05,0.24652,-0.000206647,11.2626,0.00850489,-1.05153e-05,0.000282098,-1.12167e-05,0.24652,-0.000206647,11.2626,0.00850489,-1.05153e-05,0.000282098,-1.12167e-05,0.24652,-0.000206647,11.2626,0.00850489,-1.05153e-05,0.000282098,-1.12167e-05,0.24652,-0.728414,11.245,0.0153667,0.00569427,0.0134361,-2.35193,0.0592915,0.753108,11.2405,0.0109755,0.00550013,0.0132406,-2.35194,0.0592915,0.00843562,10.7211,-0.51283,0.0145798,0.00786428,-0.788891,0.0592915,0.0166244,11.7643,0.539159,0.0175368,0.00492787,-0.788889,0.0592915,0.0242742,10.7209,0.538742,-1.57376,-0.0022289,-0.00309022,0.0592915,0.000713378,11.7645,-0.512412,-1.57391,-0.0042554,-0.00293634,0.0592915,
0.8989,-0.000211023,10.377,0.00850229,-7.2849e-06,0.000272114,-6.17827e-06,0.24652,-0.000211023,10.377,0.00850229,-7.2849e-06,0.000272114,-6.17827e-06,0.24652,-0.000211023,10.377,0.00850229,-7.2849e-06,0.000272114,-6.17827e-06,0.24652,-0.000211023,10.377,0.00850229,-7.2849e-06,0.000272114,-6.17827e-06,0.24652,-0.000211023,10.377,0.00850229,-7.2849e-06,0.000272114,-6.17827e-06,0.24652,-0.728417,10.3594,0.0153702,0.00632516,0.0140673,-2.35193,0.0592915,0.753103,10.3549,0.0109711,0.00632639,0.0140581,-2.35193,0.0592915,0.00845104,9.83555,-0.51283,0.0170264,0.00543052,-0.788874,0.0592915,0.0166383,10.8787,0.539155,0.0156793,0.00676794,-0.7889,0.0592915,0.0242702,9.83537,0.538749,-1.57376,-0.00397354,-0.00309151,0.0592915,0.00071389,10.8789,-0.512404,-1.57392,-0.00238225,-0.00293388,0.0592915,
0.909,-0.000213677,9.48145,0.00850247,-9.83368e-06,0.000281033,-1.9194e-06,0.24652,-0.000213677,9.48145,0.00850247,-9.83368e-06,0.000281033,-1.9194e-06,0.24652,-0.000213677,9.48145,0.00850247,-9.83368e-06,0.000281033,-1.9194e-06,0.24652,-0.000213677,9.48145,0.00850247,-9.83368e-06,0.000281033,-1.9194e-06,0.24652,-0.000213677,9.48145,0.00850247,-9.83368e-06,0.000281033,-1.9194e-06,0.24652,-0.728415,9.46383,0.0153658,0.00551181,0.0132563,-2.35194,0.0592915,0.7531,9.45928,0.0109745,0.0058063,0.0135383,-2.35194,0.0592915,0.0084562,8.93995,-0.512828,0.0172558,0.00520659,-0.788874,0.0592915,0.0166468,9.98313,0.539153,0.0142696,0.0081715,-0.788912,0.0592915,0.0242718,8.93978,0.538747,-1.57375,-0.00343766,-0.00309207,0.0592915,0.000711579,9.98334,-0.512402,-1.57392,-0.00214406,-0.00293232,0.0592915,
0.9191,-0.000209385,8.57586,0.00850463,-1.2902e-05,0.000291558,-6.87286e-06,0.24652,-0.000209385,8.57586,0.00850463,-1.2902e-05,0.000291558,-6.87286e-06,0.24652,-0.000209385,8.57586,0.00850463,-1.2902e-05,0.000291558,-6.87286e-06,0.24652,-0.000209385,8.57586,0.00850463,-1.2902e-05,0.000291558,-6.87286e-06,0.24652,-0.000209385,8.57586,0.00850463,-1.2902e-05,0.000291558,-6.87286e-06,0.24652,-0.728413,8.55823,0.0153624,0.00482181,0.0125672,-2.35195,0.0592915,0.753105,8.55368,0.0109796,0.00491222,0.0126523,-2.35195,0.0592915,0.00844093,8.03435,-0.512828,0.0148369,0.00761309,-0.78889,0.0592915,0.0166332,9.07753,0.539156,0.0160272,0.00643111,-0.788899,0.0592915,0.0242759,8.03417,0.538741,-1.57376,-0.00166291,-0.00309074,0.0592915,0.000710774,9.07773,-0.51241,-1.57391,-0.00400256,-0.00293494,0.0592915,
0.9292,-0.000206528,7.66025,0.00850496,-1.09246e-05,0.00028376,-1.14893e-05,0.24652,-0.000206528,7.66025,0.00850496,-1.09246e-05,0.00028376,-1.14893e-05,0.24652,-0.000206528,7.66025,0.00850496,-1.09246e-05,0.00028376,-1.14893e-05,0.24652,-0.000206528,7.66025,0.00850496,-1.09246e-05,0.00028376,-1.14893e-05,0.24652,-0.000206528,7.66025,0.00850496,-1.09246e-05,0.00028376,-1.14893e-05,0.24652,-0.728414,7.64262,0.0153662,0.00558783,0.0133299,-2.35194,0.0592915,0.753108,7.63807,0.0109765,0.00531124,0.0130531,-2.35194,0.0592915,0.0084349,7.11875,-0.51283,0.0144229,0.00802091,-0.788892,0.0592915,0.016624,8.16192,0.539159,0.017574,0.00489181,-0.788889,0.0592915,0.0242747,7.11856,0.538742,-1.57376,-0.0020775,-0.00309032,0.0592915,0.000713033,8.16213,-0.512413,-1.57391,-0.0043856,-0.00293656,0.0592915,
0.9393,-0.000210497,6.73463,0.00850243,-8.02449e-06,0.000272989,-6.7488e-06,0.24652,-0.000210497,6.73463,0.00850243,-8.02449e-06,0.000272989,-6.7488e-06,0.24652,-0.000210497,6.73463,0.00850243,-8.02449e-06,0.000272989,-6.7488e-06,0.24652,-0.000210497,6.73463,0.00850243,-8.02449e-06,0.000272989,-6.7488e-06,0.24652,-0.000210497,6.73463,0.00850243,-8.02449e-06,0.000272989,-6.7488e-06,0.24652,-0.728417,6.71701,0.0153702,0.00633333,0.0140752,-2.35193,0.0592915,0.753103,6.71246,0.0109715,0.00625753,0.0139902,-2.35193,0.0592915,0.00844941,6.19313,-0.51283,0.0168007,0.00565484,-0.788876,0.0592915,0.0166365,7.2363,0.539156,0.015926,0.00652317,-0.788898,0.0592915,0.0242704,6.19296,0.538748,-1.57376,-0.00387096,-0.00309133,0.0592915,0.000713962,7.23652,-0.512404,-1.57392,-0.00255565,-0.00293418,0.0592915,
0.9494,-0.000213772,5.79901,0.00850236,-9.80626e-06,0.000279807,-1.68943e-06,0.24652,-0.000213772,5.79901,0.00850236,-9.80626e-06,0.000279807,-1.68943e-06,0.24652,-0.000213772,5.79901,0.00850236,-9.80626e-06,0.000279807,-1.68943e-06,0.24652,-0.000213772,5.79901,0.00850236,-9.80626e-06,0.000279807,-1.68943e-06,0.24652,-0.000213772,5.79901,0.00850236,-9.80626e-06,0.000279807,-1.68943e-06,0.24652,-0.728416,5.78139,0.0153662,0.00561925,0.0133635,-2.35194,0.0592915,0.753099,5.77684,0.0109737,0.00598557,0.0137162,-2.35193,0.0592915,0.00845683,5.25751,-0.512828,0.0173951,0.0050674,-0.788873,0.0592915,0.0166471,6.30068,0.539153,0.0142512,0.00818893,-0.788912,0.0592915,0.0242713,5.25734,0.538747,-1.57375,-0.00358143,-0.00309195,0.0592915,0.000711928,6.30089,-0.512401,-1.57392,-0.00202722,-0.00293208,0.0592915,
0.9595,-0.000209926,4.85338,0.00850451,-1.24271e-05,0.000290783,-6.27684e-06,0.24652,-0.000209926,4.85338,0.00850451,-1.24271e-05,0.000290783,-6.27684e-06,0.24652,-0.000209926,4.85338,0.00850451,-1.24271e-05,0.000290783,-6.27684e-06,0.24652,-0.000209926,4.85338,0.00850451,-1.24271e-05,0.000290783,-6.27684e-06,0.24652,-0.000209926,4.85338,0.00850451,-1.24271e-05,0.000290783,-6.27684e-06,0.24652,-0.728413,4.83576,0.0153623,0.00482087,0.0125665,-2.35195,0.0592915,0.753104,4.83121,0.0109791,0.00500547,0.0127444,-2.35195,0.0592915,0.00844261,4.31188,-0.512828,0.0150726,0.00737882,-0.788888,0.0592915,0.016635,5.35505,0.539156,0.0157783,0.00667787,-0.788901,0.0592915,0.0242756,4.3117,0.538741,-1.57376,-0.00177504,-0.00309086,0.0592915,0.000710746,5.35526,-0.512409,-1.57391,-0.00381999,-0.0029346,0.0592915,
0.9696,-0.000206464,3.89775,0.00850504,-1.07107e-05,0.000284763,-1.16788e-05,0.24652,-0.000206464,3.89775,0.00850504,-1.07107e-05,0.000284763,-1.16788e-05,0.24652,-0.000206464,3.89775,0.00850504,-1.07107e-05,0.000284763,-1.16788e-05,0.24652,-0.000206464,3.89775,0.00850504,-1.07107e-05,0.000284763,-1.16788e-05,0.24652,-0.000206464,3.89775,0.00850504,-1.07107e-05,0.000284763,-1.16788e-05,0.24652,-0.728414,3.88012,0.0153659,0.00547987,0.0132223,-2.35194,0.0592915,0.753108,3.87557,0.0109772,0.00514492,0.012888,-2.35194,0.0592915,0.00843439,3.35624,-0.51283,0.0143021,0.00814168,-0.788893,0.0592915,0.0166238,4.39942,0.539159,0.0175736,0.00489302,-0.788889,0.0592915,0.0242752,3.35606,0.538741,-1.57376,-0.00194208,-0.00309047,0.0592915,0.000712685,4.39962,-0.512413,-1.57391,-0.00448832,-0.00293677,0.0592915,
0.9797,-0.00028248,2.93398,0.00228994,0.000378852,0.00102876,-0.0146776,0.24652,-0.00028248,2.93398,0.00228994,0.000378852,0.00102876,-0.0146776,0.24652,-0.00028248,2.93398,0.00228994,0.000378852,0.00102876,-0.0146776,0.24652,-0.00028248,2.93398,0.00228994,0.000378852,0.00102876,-0.0146776,0.24652,-0.00028248,2.93398,0.00228994,0.000378852,0.00102876,-0.0146776,0.24652,-0.723556,2.92083,0.0142401,0.0187827,0.0126786,-2.34641,0.0592915,0.74818,2.91637,0.00966074,-0.00667079,0.0147889,-2.34651,0.0592915,0.00851732,2.52208,-0.518467,0.016738,0.0084772,-0.880558,0.0592915,0.0165734,3.43366,0.540256,0.0161786,0.0063844,-0.786697,0.0592915,0.024187,2.38992,0.536529,-1.5736,-0.00549486,-0.00331567,0.0592915,0.000167315,3.43611,-0.526475,-1.57413,0.00969903,-0.00306457,0.0592915,
0.9898,-0.00688468,2.65423,-0.0610398,-0.00837992,-0.0660302,0.0541214,0.24652,-0.00688468,2.65423,-0.0610398,-0.00837992,-0.0660302,0.0541214,0.24652,-0.00688468,2.65423,-0.0610398,-0.00837992,-0.0660302,0.0541214,0.24652,-0.00688468,2.65423,-0.0610398,-0.00837992,-0.0660302,0.0541214,0.24652,-0.00688468,2.65423,-0.0610398,-0.00837992,-0.0660302,0.0541214,0.24652,-0.696282,2.55077,-0.0181186,0.0737632,-0.0460231,-2.29739,0.0592915,0.692377,2.56638,-0.0216926,-0.0409175,0.0558633,-2.30971,0.0592915,0.0200169,2.2532,-0.613684,-0.0183598,0.0317749,-1.10454,0.0592915,0.0016887,2.99913,0.496357,0.0307667,0.0188433,-0.750595,0.0592915,0.0307242,1.96176,0.434493,-1.54438,-0.0687065,-0.0108815,0.0592915,0.00658915,2.97371,-0.622149,-1.5323,-0.060026,-0.00419972,0.0592915,
0.9999,-0.0389068,3.04986,-0.103828,-0.0169031,-0.0702438,-0.445866,0.24652,-0.0389068,3.04986,-0.103828,-0.0169031,-0.0702438,-0.445866,0.24652,-0.0389068,3.04986,-0.103828,-0.0169031,-0.0702438,-0.445866,0.24652,-0.0389068,3.04986,-0.103828,-0.0169031,-0.0702438,-0.445866,0.24652,-0.0389068,3.04986,-0.103828,-0.0169031,-0.0702438,-0.445866,0.24652,-0.691291,2.88008,-0.094672,-0.000443689,-0.148825,-2.45714,0.0592915,0.670867,2.91635,-0.0759351,0.00802377,0.101805,-2.46043,0.0592915,-0.00353138,2.46603,-0.490956,0.132896,-0.0657895,-0.950684,0.0592915,-0.0127877,3.46225,0.360298,0.0620735,-0.022936,-0.885576,0.0592915,0.011549,2.44374,0.400695,-1.54174,-0.0057525,0.00252437,0.0592915,-0.0177937,3.30535,-0.710885,-1.55196,0.134127,0.0212281,0.0592915,
1.01,-0.0609557,3.33126,-0.136639,-0.0860177,-0.0315856,-0.537532,0.24652,-0.0609557,3.33126,-0.136639,-0.0860177,-0.0315856,-0.537532,0.24652,-0.0609557,3.33126,-0.136639,-0.0860177,-0.0315856,-0.537532,0.24652,-0.0609557,3.33126,-0.136639,-0.0860177,-0.0315856,-0.537532,0.24652,-0.0609557,3.33126,-0.136639,-0.0860177,-0.0315856,-0.537532,0.24652,-0.717152,3.39453,-0.179654,0.0813264,0.187183,-2.64953,0.0592915,0.655132,3.42397,-0.146607,-0.0363816,-0.201028,-2.6401,0.0592915,-0.0151671,2.77028,-0.477791,-0.00916959,0.0166612,-1.06204,0.0592915,-0.0438572,3.94264,0.177838,0.0206525,-0.0171526,-1.15004,0.0592915,-0.0331593,3.10499,0.486782,-1.55836,-0.178123,0.0258851,0.0592915,-0.0468125,3.71557,-0.724296,-1.5654,-0.434395,0.0254715,0.0592915,
1.0201,-0.0814285,3.71123,-0.162611,-0.0222716,0.0967259,-0.527764,0.24652,-0.0814285,3.71123,-0.162611,-0.0222716,0.0967259,-0.527764,0.24652,-0.0814285,3.71123,-0.162611,-0.0222716,0.0967259,-0.527764,0.24652,-0.0814285,3.71123,-0.162611,-0.0222716,0.0967259,-0.527764,0.24652,-0.0814285,3.71123,-0.162611,-0.0222716,0.0967259,-0.527764,0.24652,-0.763255,3.77561,-0.233643,0.0229337,0.153833,-2.85221,0.0592915,0.636213,3.79916,-0.155802,0.0485763,-0.0454956,-2.85064,0.0592915,-0.048712,3.09256,-0.399243,0.0242702,-0.0283767,-1.28835,0.0592915,-0.0596384,4.4097,0.0280987,0.116416,-0.0652097,-1.33874,0.0592915,-0.0715438,3.61602,0.508456,-1.57797,-0.365432,0.0509493,0.0592915,-0.0586592,4.02562,-0.892303,-1.59526,-0.645767,0.0623485,0.0592915,
1.0302,-0.110094,4.16425,-0.217219,0.0483241,-0.00401174,-0.57547,0.24652,-0.110094,4.16425,-0.217219,0.0483241,-0.00401174,-0.57547,0.24652,-0.110094,4.16425,-0.217219,0.0483241,-0.00401174,-0.57547,0.24652,-0.110094,4.16425,-0.217219,0.0483241,-0.00401174,-0.57547,0.24652,-0.110094,4.16425,-0.217219,0.0483241,-0.00401174,-0.57547,0.24652,-0.812186,4.10623,-0.254184,0.00703724,-0.285444,-3.03959,0.0592915,0.644655,4.11713,-0.189294,-0.0165789,0.00825641,-3.03883,0.0592915,-0.0782322,3.40775,-0.271902,-0.0279242,-0.0254331,-1.45456,0.0592915,-0.0885064,4.86153,-0.149582,-0.0426529,-0.0285947,-1.47123,0.0592915,-0.107815,4.02225,0.506364,-1.60692,-0.780207,0.06098,0.0592915,-0.0540293,4.1651,-0.947486,-1.60049,-0.61356,0.0662721,0.0592915,
