time,0_rod(payload_bars compound_VIcYJH).X,0_rod(payload_bars compound_VIcYJH).Y,0_rod(payload_bars compound_VIcYJH).Z,0_rod(payload_bars compound_VIcYJH).Euler1,0_rod(payload_bars compound_VIcYJH).Euler2,0_rod(payload_bars compound_VIcYJH).Euler3,0_rod(payload_bars compound_VIcYJH).mass,1_rod(payload_bars compound_VIcYJH).X,1_rod(payload_bars compound_VIcYJH).Y,1_rod(payload_bars compound_VIcYJH).Z,1_rod(payload_bars compound_VIcYJH).Euler1,1_rod(payload_bars compound_VIcYJH).Euler2,1_rod(payload_bars compound_VIcYJH).Euler3,1_rod(payload_bars compound_VIcYJH).mass,2_rod(payload_bars compound_VIcYJH).X,2_rod(payload_bars compound_VIcYJH).Y,2_rod(payload_bars compound_VIcYJH).Z,2_rod(payload_bars compound_VIcYJH).Euler1,2_rod(payload_bars compound_VIcYJH).Euler2,2_rod(payload_bars compound_VIcYJH).Euler3,2_rod(payload_bars compound_VIcYJH).mass,3_rod(payload_bars compound_VIcYJH).X,3_rod(payload_bars compound_VIcYJH).Y,3_rod(payload_bars compound_VIcYJH).Z,3_rod(payload_bars compound_VIcYJH).Euler1,3_rod(payload_bars compound_VIcYJH).Euler2,3_rod(payload_bars compound_VIcYJH).Euler3,3_rod(payload_bars compound_VIcYJH).mass,4_rod(sense_bar compound_VIcYJH).X,4_rod(sense_bar compound_VIcYJH).Y,4_rod(sense_bar compound_VIcYJH).Z,4_rod(sense_bar compound_VIcYJH).Euler1,4_rod(sense_bar compound_VIcYJH).Euler2,4_rod(sense_bar compound_VIcYJH).Euler3,4_rod(sense_bar compound_VIcYJH).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.0101,-0.000401698,50.0011,0.00853942,0.000192865,0.000316657,3.05594e-05,0.24652,-0.000401698,50.0011,0.00853942,0.000192865,0.000316657,3.05594e-05,0.24652,-0.000401698,50.0011,0.00853942,0.000192865,0.000316657,3.05594e-05,0.24652,-0.000401698,50.0011,0.00853942,0.000192865,0.000316657,3.05594e-05,0.24652,-0.000401698,50.0011,0.00853942,0.000192865,0.000316657,3.05594e-05,0.24652,-0.728064,49.9836,0.0153309,0.00553328,0.0132892,-2.35194,0.0593527,0.753036,49.9789,0.0109566,0.00566308,0.0133908,-2.35194,0.0593527,0.00858128,49.4598,-0.512718,0.0153825,0.00704425,-0.788899,0.0593527,0.0167822,50.5027,0.538981,0.0163424,0.00609073,-0.788892,0.0593527,0.0243898,49.4596,0.538583,-1.57378,-0.00314046,-0.0030872,0.0593527,0.000825804,50.5029,-0.512276,-1.57393,-0.00285389,-0.00293666,0.0593527,
0.0202,-0.000913947,49.986,0.00861112,0.000402382,0.000665964,6.9473e-05,0.24652,-0.000913947,49.986,0.00861112,0.000402382,0.000665964,6.9473e-05,0.24652,-0.000913947,49.986,0.00861112,0.000402382,0.000665964,6.9473e-05,0.24652,-0.000913947,49.986,0.00861112,0.000402382,0.000665964,6.9473e-05,0.24652,-0.000913947,49.986,0.00861112,0.000402382,0.000665964,6.9473e-05,0.24652,-0.725354,49.9687,0.0152226,0.005579,0.0133101,-2.35194,0.0593527,0.75131,49.964,0.0109606,0.00561134,0.0133526,-2.35194,0.0593527,0.0088312,49.4465,-0.511186,0.0157209,0.00664878,-0.788899,0.0593527,0.0170067,50.4862,0.537378,0.0159513,0.00642011,-0.7889,0.0593527,0.024692,49.4462,0.537015,-1.5739,-0.00306033,-0.00295993,0.0593527,0.00119278,50.4864,-0.510831,-1.57386,-0.0029004,-0.00300263,0.0593527,
0.0303,-0.00128392,49.961,0.00867073,0.000654766,0.00105534,0.000109283,0.24652,-0.00128392,49.961,0.00867073,0.000654766,0.00105534,0.000109283,0.24652,-0.00128392,49.961,0.00867073,0.000654766,0.00105534,0.000109283,0.24652,-0.00128392,49.961,0.00867073,0.000654766,0.00105534,0.000109283,0.24652,-0.00128392,49.961,0.00867073,0.000654766,0.00105534,0.000109283,0.24652,-0.725512,49.9438,0.0151579,0.00554302,0.0132736,-2.35195,0.0593527,0.751882,49.9391,0.0109433,0.00543854,0.0131669,-2.35195,0.0593527,0.00918695,49.4213,-0.511487,0.0161929,0.0061193,-0.788898,0.0593527,0.0173578,50.4615,0.537587,0.0153827,0.00692445,-0.78891,0.0593527,0.0248765,49.4211,0.537194,-1.57381,-0.00290924,-0.00304592,0.0593527,0.00142325,50.4617,-0.511083,-1.57402,-0.00316835,-0.00283831,0.0593527,
0.0404,-0.000337275,49.926,0.00870958,0.000936046,0.00144583,0.000156046,0.24652,-0.000337275,49.926,0.00870958,0.000936046,0.00144583,0.000156046,0.24652,-0.000337275,49.926,0.00870958,0.000936046,0.00144583,0.000156046,0.24652,-0.000337275,49.926,0.00870958,0.000936046,0.00144583,0.000156046,0.24652,-0.000337275,49.926,0.00870958,0.000936046,0.00144583,0.000156046,0.24652,-0.728541,49.9088,0.0151531,0.00544675,0.0131572,-2.35195,0.0593527,0.753525,49.9041,0.0109015,0.00542262,0.0131309,-2.35195,0.0593527,0.00852726,49.3847,-0.513149,0.0165808,0.00569124,-0.788896,0.0593527,0.0166965,50.4283,0.539209,0.0149574,0.00730382,-0.788933,0.0593527,0.0242307,49.3845,0.538835,-1.57385,-0.0031878,-0.00298138,0.0593527,0.000845122,50.4285,-0.512799,-1.57399,-0.00292578,-0.00285068,0.0593527,
0.0505,-0.000143383,49.8813,0.00846452,-0.000364926,-0.000142404,0.00012567,0.24652,-0.000143383,49.8813,0.00846452,-0.000364926,-0.000142404,0.00012567,0.24652,-0.000143383,49.8813,0.00846452,-0.000364926,-0.000142404,0.00012567,0.24652,-0.000143383,49.8813,0.00846452,-0.000364926,-0.000142404,0.00012567,0.24652,-0.000143383,49.8813,0.00846452,-0.000364926,-0.000142404,0.00012567,0.24652,-0.730285,49.8636,0.0154336,0.00513668,0.0128924,-2.35196,0.0593527,0.754962,49.8591,0.0109262,0.00575739,0.0134963,-2.35195,0.0593527,0.00837549,49.3384,-0.514136,0.0150944,0.00741693,-0.788898,0.0593527,0.0165835,50.3842,0.540469,0.016848,0.00567535,-0.788888,0.0593527,0.0242225,49.3381,0.540239,-1.57368,-0.00333044,-0.00316838,0.0593527,0.000618784,50.3845,-0.513764,-1.57391,-0.00270168,-0.00295162,0.0593527,
0.0606,-0.00032766,49.8264,0.00835013,-1.22475e-05,-0.000287072,-8.66111e-05,0.24652,-0.00032766,49.8264,0.00835013,-1.22475e-05,-0.000287072,-8.66111e-05,0.24652,-0.00032766,49.8264,0.00835013,-1.22475e-05,-0.000287072,-8.66111e-05,0.24652,-0.00032766,49.8264,0.00835013,-1.22475e-05,-0.000287072,-8.66111e-05,0.24652,-0.00032766,49.8264,0.00835013,-1.22475e-05,-0.000287072,-8.66111e-05,0.24652,-0.728308,49.8085,0.0155233,0.00573158,0.0135102,-2.35193,0.0593527,0.753398,49.8039,0.0110468,0.00592365,0.0136849,-2.35192,0.0593527,0.00843214,49.2846,-0.512783,0.014573,0.00791461,-0.788899,0.0593527,0.0166656,50.3278,0.539348,0.0172935,0.00521299,-0.78887,0.0593527,0.0243219,49.2844,0.538928,-1.5738,-0.00309447,-0.00309942,0.0593527,0.000733573,50.3281,-0.51242,-1.57384,-0.00291012,-0.00305896,0.0593527,
0.0707,-0.00018455,49.7614,0.00838441,0.000479384,-0.000286818,-0.000324258,0.24652,-0.00018455,49.7614,0.00838441,0.000479384,-0.000286818,-0.000324258,0.24652,-0.00018455,49.7614,0.00838441,0.000479384,-0.000286818,-0.000324258,0.24652,-0.00018455,49.7614,0.00838441,0.000479384,-0.000286818,-0.000324258,0.24652,-0.00018455,49.7614,0.00838441,0.000479384,-0.000286818,-0.000324258,0.24652,-0.728361,49.7435,0.015482,0.00616212,0.0139631,-2.3519,0.0593527,0.753169,49.7389,0.0110348,0.00530038,0.013118,-2.35191,0.0593527,0.00832277,49.2197,-0.512758,0.0166241,0.00584756,-0.788867,0.0593527,0.016598,50.2628,0.539268,0.0149151,0.00754427,-0.78886,0.0593527,0.0242795,49.2194,0.538844,-1.57388,-0.00280714,-0.00306241,0.0593527,0.000640701,50.2631,-0.512369,-1.57389,-0.00327118,-0.00304591,0.0593527,
0.0808,-0.000192035,49.6862,0.0085284,0.000414374,-0.000420635,-0.000324099,0.24652,-0.000192035,49.6862,0.0085284,0.000414374,-0.000420635,-0.000324099,0.24652,-0.000192035,49.6862,0.0085284,0.000414374,-0.000420635,-0.000324099,0.24652,-0.000192035,49.6862,0.0085284,0.000414374,-0.000420635,-0.000324099,0.24652,-0.000192035,49.6862,0.0085284,0.000414374,-0.000420635,-0.000324099,0.24652,-0.729903,49.6687,0.0154583,0.00556162,0.0132657,-2.35191,0.0593527,0.754473,49.664,0.0108373,0.00506661,0.0128457,-2.35192,0.0593527,0.00845433,49.1438,-0.513888,0.016979,0.00550724,-0.788846,0.0593527,0.0167071,50.1889,0.540199,0.0144226,0.00804727,-0.788934,0.0593527,0.0242822,49.1435,0.539758,-1.57375,-0.00285647,-0.00321014,0.0593527,0.000665928,50.1892,-0.513462,-1.57401,-0.00303037,-0.0029447,0.0593527,
0.0909,-0.000186852,49.6012,0.00853653,0.000140124,0.000544274,0.000160374,0.24652,-0.000186852,49.6012,0.00853653,0.000140124,0.000544274,0.000160374,0.24652,-0.000186852,49.6012,0.00853653,0.000140124,0.000544274,0.000160374,0.24652,-0.000186852,49.6012,0.00853653,0.000140124,0.000544274,0.000160374,0.24652,-0.000186852,49.6012,0.00853653,0.000140124,0.000544274,0.000160374,0.24652,-0.729349,49.5837,0.0153139,0.00485552,0.0126271,-2.35196,0.0593527,0.754069,49.5791,0.010966,0.00598907,0.0136961,-2.35195,0.0593527,0.00839969,49.059,-0.513507,0.0149526,0.00746108,-0.788859,0.0593527,0.0165958,50.1036,0.539793,0.0166823,0.00574402,-0.788931,0.0593527,0.0242599,49.0589,0.539396,-1.5738,-0.00327402,-0.0030392,0.0593527,0.000682941,50.1038,-0.513093,-1.57391,-0.00245939,-0.00292933,0.0593527,
0.101,-0.000256096,49.5061,0.00841929,-0.000674183,0.000748623,0.000569294,0.24652,-0.000256096,49.5061,0.00841929,-0.000674183,0.000748623,0.000569294,0.24652,-0.000256096,49.5061,0.00841929,-0.000674183,0.000748623,0.000569294,0.24652,-0.000256096,49.5061,0.00841929,-0.000674183,0.000748623,0.000569294,0.24652,-0.000256096,49.5061,0.00841929,-0.000674183,0.000748623,0.000569294,0.24652,-0.728877,49.4886,0.0153983,0.00550498,0.0131288,-2.35199,0.0593527,0.753816,49.4841,0.0110576,0.00620298,0.013873,-2.35198,0.0593527,0.00846664,48.9643,-0.513149,0.0146227,0.00783556,-0.788947,0.0593527,0.0165614,50.0084,0.53961,0.0175328,0.00494558,-0.788902,0.0593527,0.0242842,48.9642,0.539257,-1.57374,-0.00334482,-0.00301892,0.0593527,0.000694404,50.0085,-0.512818,-1.57382,-0.00284883,-0.00293571,0.0593527,
0.1111,-0.000186662,49.4012,0.00850198,-0.000419779,0.000791658,0.000453258,0.24652,-0.000186662,49.4012,0.00850198,-0.000419779,0.000791658,0.000453258,0.24652,-0.000186662,49.4012,0.00850198,-0.000419779,0.000791658,0.000453258,0.24652,-0.000186662,49.4012,0.00850198,-0.000419779,0.000791658,0.000453258,0.24652,-0.000186662,49.4012,0.00850198,-0.000419779,0.000791658,0.000453258,0.24652,-0.729548,49.3835,0.0152977,0.00630905,0.0140949,-2.35197,0.0593527,0.754211,49.3791,0.0110445,0.00527792,0.0129625,-2.35198,0.0593527,0.00845083,48.8588,-0.513592,0.0168712,0.00557937,-0.788858,0.0593527,0.0166048,49.9037,0.53988,0.015373,0.00706652,-0.788924,0.0593527,0.0242614,48.8588,0.539584,-1.57372,-0.00314263,-0.00304498,0.0593527,0.000677529,49.9039,-0.513202,-1.57388,-0.00352513,-0.00288068,0.0593527,
0.1212,-0.000189421,49.2862,0.00853574,0.000418688,-0.000152178,-0.000282109,0.24652,-0.000189421,49.2862,0.00853574,0.000418688,-0.000152178,-0.000282109,0.24652,-0.000189421,49.2862,0.00853574,0.000418688,-0.000152178,-0.000282109,0.24652,-0.000189421,49.2862,0.00853574,0.000418688,-0.000152178,-0.000282109,0.24652,-0.000189421,49.2862,0.00853574,0.000418688,-0.000152178,-0.000282109,0.24652,-0.729454,49.2686,0.0154043,0.00570169,0.0134049,-2.35191,0.0593527,0.754128,49.2639,0.0108855,0.00497447,0.0127941,-2.35192,0.0593527,0.008404,48.744,-0.513582,0.0173123,0.00515252,-0.788869,0.0593527,0.0166495,49.7885,0.539922,0.0144707,0.00797529,-0.788909,0.0593527,0.0242656,48.7437,0.539429,-1.5738,-0.0030338,-0.00312664,0.0593527,0.000676133,49.7887,-0.513187,-1.57395,-0.00313795,-0.0029812,0.0593527,
0.1313,-0.000218455,49.1611,0.00851498,0.000766955,-0.000606732,-0.000454858,0.24652,-0.000218455,49.1611,0.00851498,0.000766955,-0.000606732,-0.000454858,0.24652,-0.000218455,49.1611,0.00851498,0.000766955,-0.000606732,-0.000454858,0.24652,-0.000218455,49.1611,0.00851498,0.000766955,-0.000606732,-0.000454858,0.24652,-0.000218455,49.1611,0.00851498,0.000766955,-0.000606732,-0.000454858,0.24652,-0.729199,49.1436,0.0154593,0.00475572,0.0126205,-2.35191,0.0593527,0.753996,49.1388,0.0108613,0.0058739,0.0136185,-2.35189,0.0593527,0.0083604,48.619,-0.513508,0.0148438,0.00761278,-0.788899,0.0593527,0.0166719,49.6633,0.539794,0.0162046,0.00626108,-0.788869,0.0593527,0.0242752,48.6188,0.53935,-1.57384,-0.00277305,-0.00315341,0.0593527,0.000685043,49.6636,-0.512998,-1.57396,-0.0024212,-0.00303616,0.0593527,
0.1414,-0.00018243,49.0261,0.00853334,0.000356232,-4.05167e-05,7.32036e-05,0.24652,-0.00018243,49.0261,0.00853334,0.000356232,-4.05167e-05,7.32036e-05,0.24652,-0.00018243,49.0261,0.00853334,0.000356232,-4.05167e-05,7.32036e-05,0.24652,-0.00018243,49.0261,0.00853334,0.000356232,-4.05167e-05,7.32036e-05,0.24652,-0.00018243,49.0261,0.00853334,0.000356232,-4.05167e-05,7.32036e-05,0.24652,-0.729473,49.0085,0.0153884,0.00545471,0.0131738,-2.35195,0.0593527,0.754152,49.0038,0.0108947,0.00618481,0.0139718,-2.35194,0.0593527,0.00838651,48.4838,-0.513566,0.0141028,0.00833236,-0.788887,0.0593527,0.0166292,49.5285,0.539894,0.0170245,0.00543195,-0.788905,0.0593527,0.0242645,48.4836,0.539468,-1.5738,-0.00303707,-0.00311312,0.0593527,0.000680755,49.5287,-0.513198,-1.57395,-0.00248924,-0.00296776,0.0593527,
0.1515,-0.000190596,48.881,0.00848655,-0.00035367,0.000580892,0.000359495,0.24652,-0.000190596,48.881,0.00848655,-0.00035367,0.000580892,0.000359495,0.24652,-0.000190596,48.881,0.00848655,-0.00035367,0.000580892,0.000359495,0.24652,-0.000190596,48.881,0.00848655,-0.00035367,0.000580892,0.000359495,0.24652,-0.000190596,48.881,0.00848655,-0.00035367,0.000580892,0.000359495,0.24652,-0.729437,48.8634,0.0153447,0.00627941,0.0140312,-2.35196,0.0593527,0.754133,48.8589,0.0110261,0.00545727,0.0131595,-2.35197,0.0593527,0.00843574,48.3387,-0.513523,0.0166485,0.00581197,-0.78888,0.0593527,0.0166006,49.3834,0.539846,0.0156214,0.006831,-0.788904,0.0593527,0.0242637,48.3386,0.539513,-1.57373,-0.00333964,-0.0030554,0.0593527,0.000678071,49.3836,-0.513131,-1.57387,-0.00357548,-0.00291501,0.0593527,
0.1616,-0.000208066,48.726,0.0084904,-0.000321377,0.000518507,1.40747e-05,0.24652,-0.000208066,48.726,0.0084904,-0.000321377,0.000518507,1.40747e-05,0.24652,-0.000208066,48.726,0.0084904,-0.000321377,0.000518507,1.40747e-05,0.24652,-0.000208066,48.726,0.0084904,-0.000321377,0.000518507,1.40747e-05,0.24652,-0.000208066,48.726,0.0084904,-0.000321377,0.000518507,1.40747e-05,0.24652,-0.729315,48.7083,0.0153592,0.00577482,0.0134708,-2.35194,0.0593527,0.754048,48.7038,0.0110137,0.0049649,0.0127111,-2.35195,0.0593527,0.00845171,48.1838,-0.513483,0.0178474,0.00462688,-0.788878,0.0593527,0.0166099,49.2283,0.539831,0.0149188,0.00753469,-0.788897,0.0593527,0.0242704,48.1836,0.53941,-1.57374,-0.00336308,-0.00306218,0.0593527,0.000681129,49.2285,-0.513071,-1.57387,-0.00348198,-0.00292808,0.0593527,
0.1717,-0.000176636,48.5609,0.00850954,0.000222198,5.25143e-05,-0.000291267,0.24652,-0.000176636,48.5609,0.00850954,0.000222198,5.25143e-05,-0.000291267,0.24652,-0.000176636,48.5609,0.00850954,0.000222198,5.25143e-05,-0.000291267,0.24652,-0.000176636,48.5609,0.00850954,0.000222198,5.25143e-05,-0.000291267,0.24652,-0.000176636,48.5609,0.00850954,0.000222198,5.25143e-05,-0.000291267,0.24652,-0.72949,48.5433,0.0153927,0.00488734,0.0126562,-2.35192,0.0593527,0.754147,48.5387,0.0109322,0.00565912,0.0133978,-2.35191,0.0593527,0.00839437,48.0187,-0.513608,0.0154141,0.00703785,-0.78888,0.0593527,0.0166235,49.0633,0.539926,0.0161914,0.00626603,-0.788899,0.0593527,0.0242647,48.0184,0.539491,-1.57379,-0.00280443,-0.00310522,0.0593527,0.000675706,49.0635,-0.513153,-1.57393,-0.00237784,-0.00296414,0.0593527,
0.1818,-0.000189711,48.3858,0.00851678,0.000431507,-0.00017663,-8.74639e-05,0.24652,-0.000189711,48.3858,0.00851678,0.000431507,-0.00017663,-8.74639e-05,0.24652,-0.000189711,48.3858,0.00851678,0.000431507,-0.00017663,-8.74639e-05,0.24652,-0.000189711,48.3858,0.00851678,0.000431507,-0.00017663,-8.74639e-05,0.24652,-0.000189711,48.3858,0.00851678,0.000431507,-0.00017663,-8.74639e-05,0.24652,-0.729413,48.3682,0.0154136,0.00532736,0.0130984,-2.35193,0.0593527,0.754114,48.3636,0.0108967,0.00625583,0.014008,-2.35192,0.0593527,0.00837982,47.8436,-0.513557,0.0137609,0.00867725,-0.788898,0.0593527,0.0166386,48.8882,0.539877,0.0168643,0.00559587,-0.788896,0.0593527,0.0242681,47.8434,0.539455,-1.57381,-0.00268901,-0.00312275,0.0593527,0.000682642,48.8884,-0.513134,-1.57395,-0.00224722,-0.00298271,0.0593527,
0.1919,-0.000193199,48.2007,0.00851302,0.000188314,2.19468e-05,0.000198815,0.24652,-0.000193199,48.2007,0.00851302,0.000188314,2.19468e-05,0.000198815,0.24652,-0.000193199,48.2007,0.00851302,0.000188314,2.19468e-05,0.000198815,0.24652,-0.000193199,48.2007,0.00851302,0.000188314,2.19468e-05,0.000198815,0.24652,-0.000193199,48.2007,0.00851302,0.000188314,2.19468e-05,0.000198815,0.24652,-0.729369,48.1831,0.0153897,0.00622167,0.0139804,-2.35195,0.0593527,0.754077,48.1785,0.0109364,0.00563491,0.0133981,-2.35196,0.0593527,0.00839787,47.6585,-0.513497,0.0160373,0.00641954,-0.788887,0.0593527,0.0166318,48.7031,0.539821,0.0155514,0.00690179,-0.788897,0.0593527,0.024266,47.6583,0.539428,-1.57379,-0.00330565,-0.00310013,0.0593527,0.000680901,48.7033,-0.513112,-1.57392,-0.00345606,-0.0029706,0.0593527,
0.202,-0.00018506,48.0056,0.00850172,-4.03845e-05,0.000292399,0.000102461,0.24652,-0.00018506,48.0056,0.00850172,-4.03845e-05,0.000292399,0.000102461,0.24652,-0.00018506,48.0056,0.00850172,-4.03845e-05,0.000292399,0.000102461,0.24652,-0.00018506,48.0056,0.00850172,-4.03845e-05,0.000292399,0.000102461,0.24652,-0.00018506,48.0056,0.00850172,-4.03845e-05,0.000292399,0.000102461,0.24652,-0.729484,47.988,0.0153702,0.00587202,0.0136266,-2.35194,0.0593527,0.754145,47.9835,0.0109737,0.00493792,0.012681,-2.35195,0.0593527,0.00842738,47.4634,-0.513561,0.0179465,0.00452387,-0.788869,0.0593527,0.0166235,48.5081,0.539891,0.014858,0.00759052,-0.788906,0.0593527,0.0242638,47.4632,0.539504,-1.57376,-0.00353631,-0.00308777,0.0593527,0.000675226,48.5083,-0.513163,-1.57391,-0.00379671,-0.00294028,0.0593527,
0.2121,-0.000189252,47.8005,0.00850493,-2.68117e-05,0.000282612,-0.000143155,0.24652,-0.000189252,47.8005,0.00850493,-2.68117e-05,0.000282612,-0.000143155,0.24652,-0.000189252,47.8005,0.00850493,-2.68117e-05,0.000282612,-0.000143155,0.24652,-0.000189252,47.8005,0.00850493,-2.68117e-05,0.000282612,-0.000143155,0.24652,-0.000189252,47.8005,0.00850493,-2.68117e-05,0.000282612,-0.000143155,0.24652,-0.729412,47.7829,0.0153691,0.00494512,0.0126824,-2.35193,0.0593527,0.754103,47.7784,0.0109667,0.00546949,0.0132141,-2.35193,0.0593527,0.00841691,47.2583,-0.51355,0.0158782,0.00657871,-0.788881,0.0593527,0.0166132,48.3029,0.539881,0.0162219,0.00623742,-0.788898,0.0593527,0.0242681,47.2581,0.539451,-1.57376,-0.00293789,-0.0030836,0.0593527,0.000678717,48.3031,-0.513118,-1.5739,-0.0025107,-0.00294642,0.0593527,
0.2222,-0.00018391,47.5854,0.00850529,0.000127331,9.66132e-05,-0.0001273,0.24652,-0.00018391,47.5854,0.00850529,0.000127331,9.66132e-05,-0.0001273,0.24652,-0.00018391,47.5854,0.00850529,0.000127331,9.66132e-05,-0.0001273,0.24652,-0.00018391,47.5854,0.00850529,0.000127331,9.66132e-05,-0.0001273,0.24652,-0.00018391,47.5854,0.00850529,0.000127331,9.66132e-05,-0.0001273,0.24652,-0.729417,47.5678,0.0153871,0.00521406,0.0129755,-2.35193,0.0593527,0.754109,47.5632,0.0109461,0.00625497,0.01399,-2.35192,0.0593527,0.00839057,47.0432,-0.513553,0.0138179,0.00862382,-0.788902,0.0593527,0.0166152,48.0878,0.539879,0.0169891,0.00547469,-0.78889,0.0593527,0.0242671,47.043,0.539457,-1.57378,-0.00255088,-0.00309475,0.0593527,0.000680549,48.088,-0.513118,-1.57392,-0.00201941,-0.00296164,0.0593527,
0.2323,-0.00018495,47.3603,0.0085115,0.000240459,8.82064e-06,6.95626e-05,0.24652,-0.00018495,47.3603,0.0085115,0.000240459,8.82064e-06,6.95626e-05,0.24652,-0.00018495,47.3603,0.0085115,0.000240459,8.82064e-06,6.95626e-05,0.24652,-0.00018495,47.3603,0.0085115,0.000240459,8.82064e-06,6.95626e-05,0.24652,-0.00018495,47.3603,0.0085115,0.000240459,8.82064e-06,6.95626e-05,0.24652,-0.729454,47.3427,0.0153994,0.00619075,0.0139383,-2.35194,0.0593527,0.754129,47.3381,0.0109262,0.00581543,0.0135686,-2.35194,0.0593527,0.00839915,46.8181,-0.513552,0.01566,0.00679055,-0.788883,0.0593527,0.0166319,47.8627,0.539879,0.0156353,0.00681513,-0.788902,0.0593527,0.0242642,46.8179,0.539476,-1.57379,-0.00314974,-0.00310714,0.0593527,0.000679735,47.8629,-0.513155,-1.57393,-0.00327512,-0.00296501,0.0593527,
0.2424,-0.000190587,47.1252,0.00850951,0.000154957,9.06511e-05,0.000106416,0.24652,-0.000190587,47.1252,0.00850951,0.000154957,9.06511e-05,0.000106416,0.24652,-0.000190587,47.1252,0.00850951,0.000154957,9.06511e-05,0.000106416,0.24652,-0.000190587,47.1252,0.00850951,0.000154957,9.06511e-05,0.000106416,0.24652,-0.000190587,47.1252,0.00850951,0.000154957,9.06511e-05,0.000106416,0.24652,-0.729417,47.1076,0.0153883,0.00596275,0.013725,-2.35194,0.0593527,0.754099,47.103,0.0109441,0.00498022,0.0127383,-2.35195,0.0593527,0.00841346,46.583,-0.513529,0.0178318,0.00463761,-0.788871,0.0593527,0.0166353,47.6276,0.539851,0.0147348,0.00771281,-0.788905,0.0593527,0.0242651,46.5828,0.539455,-1.57378,-0.00363344,-0.00310097,0.0593527,0.000677513,47.6278,-0.513129,-1.57392,-0.00394607,-0.00296318,0.0593527,
0.2525,-0.000185398,46.8801,0.00850351,3.85834e-05,0.000193974,-4.00725e-05,0.24652,-0.000185398,46.8801,0.00850351,3.85834e-05,0.000193974,-4.00725e-05,0.24652,-0.000185398,46.8801,0.00850351,3.85834e-05,0.000193974,-4.00725e-05,0.24652,-0.000185398,46.8801,0.00850351,3.85834e-05,0.000193974,-4.00725e-05,0.24652,-0.000185398,46.8801,0.00850351,3.85834e-05,0.000193974,-4.00725e-05,0.24652,-0.729442,46.8625,0.0153822,0.00499474,0.0127412,-2.35194,0.0593527,0.754119,46.8579,0.010958,0.00529135,0.0130408,-2.35194,0.0593527,0.00841266,46.3379,-0.513552,0.0161915,0.00626998,-0.788883,0.0593527,0.0166187,47.3825,0.539884,0.0160349,0.00642531,-0.788896,0.0593527,0.0242674,46.3377,0.539469,-1.57377,-0.0030799,-0.0030938,0.0593527,0.000677101,47.3827,-0.513135,-1.57391,-0.00273879,-0.00295385,0.0593527,
0.2626,-0.000181847,46.6249,0.00850528,3.14084e-05,0.00022168,-0.000107002,0.24652,-0.000181847,46.6249,0.00850528,3.14084e-05,0.00022168,-0.000107002,0.24652,-0.000181847,46.6249,0.00850528,3.14084e-05,0.00022168,-0.000107002,0.24652,-0.000181847,46.6249,0.00850528,3.14084e-05,0.00022168,-0.000107002,0.24652,-0.000181847,46.6249,0.00850528,3.14084e-05,0.00022168,-0.000107002,0.24652,-0.729442,46.6073,0.0153739,0.00514526,0.0128929,-2.35194,0.0593527,0.754125,46.6028,0.0109584,0.0061783,0.0139098,-2.35192,0.0593527,0.00839945,46.0827,-0.513563,0.0139277,0.00851286,-0.788897,0.0593527,0.0166083,47.1273,0.53989,0.0170837,0.00537902,-0.788895,0.0593527,0.0242666,46.0825,0.539472,-1.57377,-0.00250642,-0.00308565,0.0593527,0.000680053,47.1276,-0.513132,-1.57391,-0.00192213,-0.00294855,0.0593527,
0.2727,-0.000185302,46.3598,0.00850681,9.99161e-05,0.000137727,-8.8171e-06,0.24652,-0.000185302,46.3598,0.00850681,9.99161e-05,0.000137727,-8.8171e-06,0.24652,-0.000185302,46.3598,0.00850681,9.99161e-05,0.000137727,-8.8171e-06,0.24652,-0.000185302,46.3598,0.00850681,9.99161e-05,0.000137727,-8.8171e-06,0.24652,-0.000185302,46.3598,0.00850681,9.99161e-05,0.000137727,-8.8171e-06,0.24652,-0.729429,46.3422,0.0153855,0.00611916,0.0138638,-2.35193,0.0593527,0.754112,46.3376,0.0109491,0.00599517,0.0137374,-2.35193,0.0593527,0.00840307,45.8176,-0.513545,0.0153949,0.00705452,-0.788887,0.0593527,0.0166208,46.8622,0.539872,0.0158734,0.00657933,-0.788898,0.0593527,0.0242646,45.8174,0.539461,-1.57378,-0.00301454,-0.00309217,0.0593527,0.000680309,46.8624,-0.513131,-1.57392,-0.00303676,-0.00295577,0.0593527,
