time,0_rod(payload_bars compound_VIcYJH).X,0_rod(payload_bars compound_VIcYJH).Y,0_rod(payload_bars compound_VIcYJH).Z,0_rod(payload_bars compound_VIcYJH).Euler1,0_rod(payload_bars compound_VIcYJH).Euler2,0_rod(payload_bars compound_VIcYJH).Euler3,0_rod(payload_bars compound_VIcYJH).mass,1_rod(payload_bars compound_VIcYJH).X,1_rod(payload_bars compound_VIcYJH).Y,1_rod(payload_bars compound_VIcYJH).Z,1_rod(payload_bars compound_VIcYJH).Euler1,1_rod(payload_bars compound_VIcYJH).Euler2,1_rod(payload_bars compound_VIcYJH).Euler3,1_rod(payload_bars compound_VIcYJH).mass,2_rod(payload_bars compound_VIcYJH).X,2_rod(payload_bars compound_VIcYJH).Y,2_rod(payload_bars compound_VIcYJH).Z,2_rod(payload_bars compound_VIcYJH).Euler1,2_rod(payload_bars compound_VIcYJH).Euler2,2_rod(payload_bars compound_VIcYJH).Euler3,2_rod(payload_bars compound_VIcYJH).mass,3_rod(payload_bars compound_VIcYJH).X,3_rod(payload_bars compound_VIcYJH).Y,3_rod(payload_bars compound_VIcYJH).Z,3_rod(payload_bars compound_VIcYJH).Euler1,3_rod(payload_bars compound_VIcYJH).Euler2,3_rod(payload_bars compound_VIcYJH).Euler3,3_rod(payload_bars compound_VIcYJH).mass,4_rod(sense_bar compound_VIcYJH).X,4_rod(sense_bar compound_VIcYJH).Y,4_rod(sense_bar compound_VIcYJH).Z,4_rod(sense_bar compound_VIcYJH).Euler1,4_rod(sense_bar compound_VIcYJH).Euler2,4_rod(sense_bar compound_VIcYJH).Euler3,4_rod(sense_bar compound_VIcYJH).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.5656,-0.000185475,34.3176,0.00850899,0.00012518,0.000112433,-2.98754e-05,0.24652,-0.000185475,34.3176,0.00850899,0.00012518,0.000112433,-2.98754e-05,0.24652,-0.000185475,34.3176,0.00850899,0.00012518,0.000112433,-2.98754e-05,0.24652,-0.000185475,34.3176,0.00850899,0.00012518,0.000112433,-2.98754e-05,0.24652,-0.000185475,34.3176,0.00850899,0.00012518,0.000112433,-2.98754e-05,0.24652,-0.72944,34.3,0.0153867,0.00622562,0.0139751,-2.35193,0.0593527,0.754116,34.2954,0.0109436,0.00622586,0.0139698,-2.35193,0.0593527,0.00840651,33.7754,-0.513553,0.016306,0.00614869,-0.788879,0.0593527,0.0166268,34.82,0.539879,0.0154442,0.00700442,-0.7889,0.0593527,0.0242634,33.7752,0.539465,-1.57378,-0.00327395,-0.00309579,0.0593527,0.00068,34.8202,-0.513138,-1.57392,-0.00338982,-0.00295679,0.0593527,
0.5757,-0.000188019,33.7522,0.00850799,0.000116202,0.000125862,-9.61398e-06,0.24652,-0.000188019,33.7522,0.00850799,0.000116202,0.000125862,-9.61398e-06,0.24652,-0.000188019,33.7522,0.00850799,0.000116202,0.000125862,-9.61398e-06,0.24652,-0.000188019,33.7522,0.00850799,0.000116202,0.000125862,-9.61398e-06,0.24652,-0.000188019,33.7522,0.00850799,0.000116202,0.000125862,-9.61398e-06,0.24652,-0.72944,33.7346,0.0153869,0.0057544,0.0135088,-2.35193,0.0593527,0.754113,33.73,0.0109472,0.00529955,0.0130537,-2.35194,0.0593527,0.00841661,33.21,-0.51355,0.0178026,0.00466666,-0.788871,0.0593527,0.016632,34.2546,0.539876,0.0148271,0.00762123,-0.788904,0.0593527,0.0242647,33.2098,0.539465,-1.57378,-0.0034516,-0.0030994,0.0593527,0.00067705,34.2548,-0.513138,-1.57392,-0.00372977,-0.00295851,0.0593527,
0.5858,-0.000184507,33.1769,0.00850724,0.000110364,0.000137017,1.2495e-05,0.24652,-0.000184507,33.1769,0.00850724,0.000110364,0.000137017,1.2495e-05,0.24652,-0.000184507,33.1769,0.00850724,0.000110364,0.000137017,1.2495e-05,0.24652,-0.000184507,33.1769,0.00850724,0.000110364,0.000137017,1.2495e-05,0.24652,-0.000184507,33.1769,0.00850724,0.000110364,0.000137017,1.2495e-05,0.24652,-0.729439,33.1593,0.015383,0.00493707,0.0126953,-2.35195,0.0593527,0.754117,33.1547,0.01095,0.00493056,0.0126837,-2.35195,0.0593527,0.00840387,32.6346,-0.513547,0.0155503,0.00690679,-0.788886,0.0593527,0.0166208,33.6793,0.539874,0.0162511,0.00621079,-0.788897,0.0593527,0.0242681,32.6345,0.539467,-1.57377,-0.00290074,-0.00309789,0.0593527,0.00067702,33.6795,-0.513136,-1.57392,-0.00256702,-0.00295953,0.0593527,
0.5959,-0.000181562,32.5915,0.00850728,0.000109357,0.00013368,-4.99053e-06,0.24652,-0.000181562,32.5915,0.00850728,0.000109357,0.00013368,-4.99053e-06,0.24652,-0.000181562,32.5915,0.00850728,0.000109357,0.00013368,-4.99053e-06,0.24652,-0.000181562,32.5915,0.00850728,0.000109357,0.00013368,-4.99053e-06,0.24652,-0.000181562,32.5915,0.00850728,0.000109357,0.00013368,-4.99053e-06,0.24652,-0.729439,32.5739,0.0153827,0.00534727,0.0130988,-2.35194,0.0593527,0.754121,32.5693,0.0109482,0.00580866,0.0135509,-2.35194,0.0593527,0.00839341,32.0493,-0.513549,0.0138843,0.00855731,-0.7889,0.0593527,0.0166136,33.0939,0.539876,0.0169855,0.00547781,-0.788894,0.0593527,0.024267,32.0491,0.539468,-1.57378,-0.00270222,-0.00309335,0.0593527,0.000679811,33.0941,-0.513135,-1.57392,-0.0021489,-0.00295728,0.0593527,
0.606,-0.000185,31.9961,0.0085084,0.000116562,0.000120854,-2.73265e-05,0.24652,-0.000185,31.9961,0.0085084,0.000116562,0.000120854,-2.73265e-05,0.24652,-0.000185,31.9961,0.0085084,0.000116562,0.000120854,-2.73265e-05,0.24652,-0.000185,31.9961,0.0085084,0.000116562,0.000120854,-2.73265e-05,0.24652,-0.000185,31.9961,0.0085084,0.000116562,0.000120854,-2.73265e-05,0.24652,-0.72944,31.9785,0.0153862,0.00619229,0.0139405,-2.35193,0.0593527,0.754117,31.9739,0.0109448,0.00629928,0.0140413,-2.35193,0.0593527,0.00840538,31.4539,-0.513553,0.016008,0.0064445,-0.788881,0.0593527,0.0166247,32.4985,0.539879,0.015623,0.00682677,-0.788899,0.0593527,0.0242635,31.4537,0.539466,-1.57378,-0.00323468,-0.00309463,0.0593527,0.000680267,32.4987,-0.513137,-1.57392,-0.00327406,-0.00295598,0.0593527,
0.6161,-0.000188042,31.3908,0.00850896,0.00012942,0.000111781,-1.22645e-05,0.24652,-0.000188042,31.3908,0.00850896,0.00012942,0.000111781,-1.22645e-05,0.24652,-0.000188042,31.3908,0.00850896,0.00012942,0.000111781,-1.22645e-05,0.24652,-0.000188042,31.3908,0.00850896,0.00012942,0.000111781,-1.22645e-05,0.24652,-0.000188042,31.3908,0.00850896,0.00012942,0.000111781,-1.22645e-05,0.24652,-0.72944,31.3731,0.0153874,0.00584546,0.013601,-2.35193,0.0593527,0.754113,31.3685,0.0109445,0.00548622,0.0132399,-2.35194,0.0593527,0.00841574,30.8485,-0.513551,0.0178329,0.00463568,-0.78887,0.0593527,0.0166333,31.8931,0.539876,0.0147749,0.00767227,-0.788904,0.0593527,0.0242642,30.8483,0.539465,-1.57378,-0.00345263,-0.00310011,0.0593527,0.000677427,31.8933,-0.513139,-1.57392,-0.00376783,-0.00295922,0.0593527,
0.6262,-0.000185003,30.7754,0.00850897,0.000135161,0.000112415,1.00661e-05,0.24652,-0.000185003,30.7754,0.00850897,0.000135161,0.000112415,1.00661e-05,0.24652,-0.000185003,30.7754,0.00850897,0.000135161,0.000112415,1.00661e-05,0.24652,-0.000185003,30.7754,0.00850897,0.000135161,0.000112415,1.00661e-05,0.24652,-0.000185003,30.7754,0.00850897,0.000135161,0.000112415,1.00661e-05,0.24652,-0.729439,30.7577,0.0153839,0.00497557,0.0127373,-2.35195,0.0593527,0.754117,30.7531,0.0109463,0.00488242,0.0126388,-2.35195,0.0593527,0.00840382,30.2331,-0.513548,0.015845,0.00661413,-0.788884,0.0593527,0.0166242,31.2777,0.539873,0.016063,0.00639755,-0.788898,0.0593527,0.0242679,30.2329,0.539465,-1.57378,-0.0029382,-0.00310039,0.0593527,0.000676822,31.2779,-0.513137,-1.57392,-0.00268561,-0.00296167,0.0593527,
0.6363,-0.00018157,30.15,0.00850836,0.000127911,0.000116283,-3.0195e-06,0.24652,-0.00018157,30.15,0.00850836,0.000127911,0.000116283,-3.0195e-06,0.24652,-0.00018157,30.15,0.00850836,0.000127911,0.000116283,-3.0195e-06,0.24652,-0.00018157,30.15,0.00850836,0.000127911,0.000116283,-3.0195e-06,0.24652,-0.00018157,30.15,0.00850836,0.000127911,0.000116283,-3.0195e-06,0.24652,-0.729438,30.1323,0.0153831,0.00525716,0.0130122,-2.35194,0.0593527,0.754121,30.1278,0.010946,0.00561402,0.0133596,-2.35194,0.0593527,0.00839198,29.6077,-0.513549,0.0138683,0.00857397,-0.7889,0.0593527,0.0166149,30.6523,0.539875,0.0170141,0.00545019,-0.788894,0.0593527,0.0242675,29.6075,0.539467,-1.57378,-0.00270066,-0.00309536,0.0593527,0.000679437,30.6525,-0.513136,-1.57392,-0.00212088,-0.00295931,0.0593527,
0.6464,-0.000184492,29.5146,0.00850835,0.000115984,0.000121615,-2.5239e-05,0.24652,-0.000184492,29.5146,0.00850835,0.000115984,0.000121615,-2.5239e-05,0.24652,-0.000184492,29.5146,0.00850835,0.000115984,0.000121615,-2.5239e-05,0.24652,-0.000184492,29.5146,0.00850835,0.000115984,0.000121615,-2.5239e-05,0.24652,-0.000184492,29.5146,0.00850835,0.000115984,0.000121615,-2.5239e-05,0.24652,-0.72944,29.4969,0.0153858,0.00614599,0.0138941,-2.35193,0.0593527,0.754117,29.4923,0.0109449,0.0063195,0.0140609,-2.35193,0.0593527,0.00840357,28.9723,-0.513552,0.0157071,0.00674338,-0.788883,0.0593527,0.0166232,30.0169,0.539878,0.0158078,0.00664335,-0.788898,0.0593527,0.0242638,28.9721,0.539466,-1.57378,-0.00319749,-0.00309423,0.0593527,0.000680434,30.0171,-0.513137,-1.57392,-0.00315517,-0.00295597,0.0593527,
0.6565,-0.000188002,28.8691,0.0085079,0.00011159,0.000128447,-1.38866e-05,0.24652,-0.000188002,28.8691,0.0085079,0.00011159,0.000128447,-1.38866e-05,0.24652,-0.000188002,28.8691,0.0085079,0.00011159,0.000128447,-1.38866e-05,0.24652,-0.000188002,28.8691,0.0085079,0.00011159,0.000128447,-1.38866e-05,0.24652,-0.000188002,28.8691,0.0085079,0.00011159,0.000128447,-1.38866e-05,0.24652,-0.72944,28.8515,0.015387,0.00593178,0.0136841,-2.35193,0.0593527,0.754113,28.8469,0.0109466,0.00568387,0.0134341,-2.35193,0.0593527,0.00841696,28.3269,-0.51355,0.0178267,0.00464109,-0.78887,0.0593527,0.016632,29.3715,0.539877,0.014762,0.00768424,-0.788904,0.0593527,0.0242638,28.3267,0.539466,-1.57378,-0.00345316,-0.00309813,0.0593527,0.000677822,29.3717,-0.513138,-1.57392,-0.00378771,-0.00295726,0.0593527,
0.6666,-0.000185508,28.2137,0.00850764,0.000114154,0.000132909,8.3136e-06,0.24652,-0.000185508,28.2137,0.00850764,0.000114154,0.000132909,8.3136e-06,0.24652,-0.000185508,28.2137,0.00850764,0.000114154,0.000132909,8.3136e-06,0.24652,-0.000185508,28.2137,0.00850764,0.000114154,0.000132909,8.3136e-06,0.24652,-0.000185508,28.2137,0.00850764,0.000114154,0.000132909,8.3136e-06,0.24652,-0.729439,28.1961,0.0153837,0.00502925,0.0127878,-2.35195,0.0593527,0.754116,28.1915,0.0109493,0.00489041,0.0126453,-2.35195,0.0593527,0.00840725,27.6715,-0.513548,0.016152,0.00630907,-0.788882,0.0593527,0.016624,28.7161,0.539874,0.0158838,0.0065753,-0.788899,0.0593527,0.0242676,27.6713,0.539466,-1.57377,-0.00297573,-0.0030989,0.0593527,0.00067668,28.7163,-0.513137,-1.57392,-0.00280388,-0.00295979,0.0593527,
0.6767,-0.000181661,27.5483,0.00850758,0.000118516,0.000126584,-1.49867e-06,0.24652,-0.000181661,27.5483,0.00850758,0.000118516,0.000126584,-1.49867e-06,0.24652,-0.000181661,27.5483,0.00850758,0.000118516,0.000126584,-1.49867e-06,0.24652,-0.000181661,27.5483,0.00850758,0.000118516,0.000126584,-1.49867e-06,0.24652,-0.000181661,27.5483,0.00850758,0.000118516,0.000126584,-1.49867e-06,0.24652,-0.729438,27.5307,0.0153829,0.00517684,0.0129313,-2.35195,0.0593527,0.754121,27.5261,0.0109482,0.00541836,0.0131648,-2.35194,0.0593527,0.00839301,27.0061,-0.513549,0.0139051,0.00853836,-0.7889,0.0593527,0.0166143,28.0507,0.539875,0.0170194,0.00544575,-0.788894,0.0593527,0.0242679,27.0059,0.539468,-1.57378,-0.00270221,-0.00309506,0.0593527,0.00067902,28.0509,-0.513136,-1.57392,-0.00210776,-0.00295892,0.0593527,
0.6868,-0.000183986,26.8729,0.00850873,0.000123112,0.000114967,-2.36195e-05,0.24652,-0.000183986,26.8729,0.00850873,0.000123112,0.000114967,-2.36195e-05,0.24652,-0.000183986,26.8729,0.00850873,0.000123112,0.000114967,-2.36195e-05,0.24652,-0.000183986,26.8729,0.00850873,0.000123112,0.000114967,-2.36195e-05,0.24652,-0.000183986,26.8729,0.00850873,0.000123112,0.000114967,-2.36195e-05,0.24652,-0.72944,26.8552,0.0153857,0.00608793,0.0138371,-2.35193,0.0593527,0.754118,26.8506,0.0109441,0.00628491,0.0140268,-2.35193,0.0593527,0.00840121,26.3306,-0.513552,0.0154057,0.007043,-0.788886,0.0593527,0.0166223,27.3752,0.539878,0.01599,0.00646265,-0.788897,0.0593527,0.0242641,26.3304,0.539466,-1.57378,-0.00316119,-0.00309459,0.0593527,0.000680504,27.3754,-0.513137,-1.57392,-0.00303583,-0.00295671,0.0593527,
0.6969,-0.000187886,26.1874,0.00850916,0.000128936,0.00011031,-1.53106e-05,0.24652,-0.000187886,26.1874,0.00850916,0.000128936,0.00011031,-1.53106e-05,0.24652,-0.000187886,26.1874,0.00850916,0.000128936,0.00011031,-1.53106e-05,0.24652,-0.000187886,26.1874,0.00850916,0.000128936,0.00011031,-1.53106e-05,0.24652,-0.000187886,26.1874,0.00850916,0.000128936,0.00011031,-1.53106e-05,0.24652,-0.72944,26.1698,0.0153875,0.00600716,0.0137613,-2.35193,0.0593527,0.754113,26.1652,0.0109433,0.00587465,0.0136247,-2.35193,0.0593527,0.00841521,25.6452,-0.513551,0.0177642,0.0047023,-0.78887,0.0593527,0.0166331,26.6898,0.539877,0.0147688,0.00767669,-0.788904,0.0593527,0.0242634,25.645,0.539465,-1.57378,-0.0034499,-0.00309911,0.0593527,0.000678261,26.69,-0.513139,-1.57392,-0.00379328,-0.00295834,0.0593527,
0.707,-0.000185982,25.492,0.00850879,0.000129624,0.000117058,6.74691e-06,0.24652,-0.000185982,25.492,0.00850879,0.000129624,0.000117058,6.74691e-06,0.24652,-0.000185982,25.492,0.00850879,0.000129624,0.000117058,6.74691e-06,0.24652,-0.000185982,25.492,0.00850879,0.000129624,0.000117058,6.74691e-06,0.24652,-0.000185982,25.492,0.00850879,0.000129624,0.000117058,6.74691e-06,0.24652,-0.729439,25.4743,0.0153844,0.00509083,0.0128514,-2.35195,0.0593527,0.754115,25.4698,0.0109466,0.00495064,0.012707,-2.35195,0.0593527,0.00840782,24.9497,-0.513548,0.0164419,0.00602081,-0.78888,0.0593527,0.0166266,25.9943,0.539874,0.0156957,0.00676169,-0.7889,0.0593527,0.0242672,24.9495,0.539465,-1.57378,-0.00301036,-0.00310039,0.0593527,0.000676662,25.9945,-0.513137,-1.57392,-0.0029244,-0.00296095,0.0593527,
0.7171,-0.000181827,24.7865,0.00850772,0.000121906,0.000124141,-2.43651e-07,0.24652,-0.000181827,24.7865,0.00850772,0.000121906,0.000124141,-2.43651e-07,0.24652,-0.000181827,24.7865,0.00850772,0.000121906,0.000124141,-2.43651e-07,0.24652,-0.000181827,24.7865,0.00850772,0.000121906,0.000124141,-2.43651e-07,0.24652,-0.000181827,24.7865,0.00850772,0.000121906,0.000124141,-2.43651e-07,0.24652,-0.729438,24.7689,0.0153829,0.00510448,0.0128602,-2.35195,0.0593527,0.75412,24.7643,0.0109482,0.0052351,0.0129836,-2.35194,0.0593527,0.00839332,24.2443,-0.513549,0.0139844,0.00846036,-0.788899,0.0593527,0.0166149,25.2889,0.539875,0.0169921,0.00547358,-0.788894,0.0593527,0.0242682,24.2441,0.539467,-1.57378,-0.00270575,-0.00309586,0.0593527,0.000678616,25.2891,-0.513136,-1.57392,-0.00211178,-0.00295958,0.0593527,
0.7272,-0.000183511,24.071,0.0085079,0.000112468,0.00012612,-2.21811e-05,0.24652,-0.000183511,24.071,0.0085079,0.000112468,0.00012612,-2.21811e-05,0.24652,-0.000183511,24.071,0.0085079,0.000112468,0.00012612,-2.21811e-05,0.24652,-0.000183511,24.071,0.0085079,0.000112468,0.00012612,-2.21811e-05,0.24652,-0.000183511,24.071,0.0085079,0.000112468,0.00012612,-2.21811e-05,0.24652,-0.72944,24.0534,0.0153852,0.00602122,0.0137691,-2.35193,0.0593527,0.754118,24.0488,0.0109461,0.00619906,0.0139403,-2.35193,0.0593527,0.00840029,23.5288,-0.513552,0.0151212,0.00732594,-0.788888,0.0593527,0.0166201,24.5734,0.539878,0.016175,0.00627945,-0.788897,0.0593527,0.0242645,23.5286,0.539467,-1.57378,-0.0031273,-0.00309355,0.0593527,0.000680463,24.5736,-0.513137,-1.57392,-0.00291613,-0.00295603,0.0593527,
0.7373,-0.000187698,23.3456,0.00850814,0.000112343,0.000125915,-1.64742e-05,0.24652,-0.000187698,23.3456,0.00850814,0.000112343,0.000125915,-1.64742e-05,0.24652,-0.000187698,23.3456,0.00850814,0.000112343,0.000125915,-1.64742e-05,0.24652,-0.000187698,23.3456,0.00850814,0.000112343,0.000125915,-1.64742e-05,0.24652,-0.000187698,23.3456,0.00850814,0.000112343,0.000125915,-1.64742e-05,0.24652,-0.72944,23.3279,0.0153871,0.00607559,0.0138267,-2.35193,0.0593527,0.754113,23.3234,0.0109453,0.00604663,0.0137935,-2.35193,0.0593527,0.0084158,22.8033,-0.513551,0.0176669,0.00479822,-0.788871,0.0593527,0.0166315,23.8479,0.539877,0.014815,0.00763012,-0.788904,0.0593527,0.0242631,22.8032,0.539466,-1.57378,-0.00344582,-0.0030972,0.0593527,0.00067866,23.8482,-0.513138,-1.57392,-0.00378004,-0.00295654,0.0593527,
0.7474,-0.000186436,22.6101,0.00850824,0.000119411,0.000126443,5.46198e-06,0.24652,-0.000186436,22.6101,0.00850824,0.000119411,0.000126443,5.46198e-06,0.24652,-0.000186436,22.6101,0.00850824,0.000119411,0.000126443,5.46198e-06,0.24652,-0.000186436,22.6101,0.00850824,0.000119411,0.000126443,5.46198e-06,0.24652,-0.000186436,22.6101,0.00850824,0.000119411,0.000126443,5.46198e-06,0.24652,-0.729439,22.5925,0.0153844,0.00516364,0.0129224,-2.35194,0.0593527,0.754115,22.5879,0.0109476,0.00506114,0.012816,-2.35195,0.0593527,0.00841027,22.0679,-0.513548,0.0167248,0.00573935,-0.788878,0.0593527,0.0166272,23.1125,0.539874,0.0155205,0.00693518,-0.788901,0.0593527,0.0242667,22.0677,0.539466,-1.57378,-0.00304442,-0.0030996,0.0593527,0.00067672,23.1127,-0.513137,-1.57392,-0.00304143,-0.00295982,0.0593527,
0.7575,-0.000182063,21.8646,0.00850785,0.000124916,0.000121939,9.69357e-07,0.24652,-0.000182063,21.8646,0.00850785,0.000124916,0.000121939,9.69357e-07,0.24652,-0.000182063,21.8646,0.00850785,0.000124916,0.000121939,9.69357e-07,0.24652,-0.000182063,21.8646,0.00850785,0.000124916,0.000121939,9.69357e-07,0.24652,-0.000182063,21.8646,0.00850785,0.000124916,0.000121939,9.69357e-07,0.24652,-0.729438,21.847,0.015383,0.00504211,0.012799,-2.35195,0.0593527,0.75412,21.8424,0.0109483,0.00507894,0.0128292,-2.35195,0.0593527,0.00839393,21.3224,-0.513549,0.0141066,0.00833964,-0.788898,0.0593527,0.0166156,22.367,0.539875,0.0169351,0.0055309,-0.788894,0.0593527,0.0242685,21.3222,0.539467,-1.57378,-0.00271137,-0.00309662,0.0593527,0.000678236,22.3672,-0.513136,-1.57392,-0.00213269,-0.00296016,0.0593527,
0.7676,-0.000183066,21.1091,0.00850858,0.000125154,0.000114348,-2.0922e-05,0.24652,-0.000183066,21.1091,0.00850858,0.000125154,0.000114348,-2.0922e-05,0.24652,-0.000183066,21.1091,0.00850858,0.000125154,0.000114348,-2.0922e-05,0.24652,-0.000183066,21.1091,0.00850858,0.000125154,0.000114348,-2.0922e-05,0.24652,-0.000183066,21.1091,0.00850858,0.000125154,0.000114348,-2.0922e-05,0.24652,-0.729439,21.0915,0.0153853,0.00594411,0.0136941,-2.35193,0.0593527,0.754119,21.0869,0.0109448,0.00606685,0.01381,-2.35193,0.0593527,0.00839772,20.5669,-0.513552,0.0148469,0.00759896,-0.78889,0.0593527,0.0166197,21.6115,0.539878,0.0163444,0.00611181,-0.788896,0.0593527,0.024265,20.5667,0.539467,-1.57378,-0.00309383,-0.00309459,0.0593527,0.000680352,21.6117,-0.513137,-1.57392,-0.0028014,-0.00295743,0.0593527,
0.7777,-0.000187432,20.3436,0.00850904,0.00012486,0.000112849,-1.77449e-05,0.24652,-0.000187432,20.3436,0.00850904,0.00012486,0.000112849,-1.77449e-05,0.24652,-0.000187432,20.3436,0.00850904,0.00012486,0.000112849,-1.77449e-05,0.24652,-0.000187432,20.3436,0.00850904,0.00012486,0.000112849,-1.77449e-05,0.24652,-0.000187432,20.3436,0.00850904,0.00012486,0.000112849,-1.77449e-05,0.24652,-0.72944,20.326,0.0153874,0.00613143,0.0138837,-2.35193,0.0593527,0.754113,20.3214,0.010943,0.00618398,0.0139305,-2.35193,0.0593527,0.00841389,19.8014,-0.513551,0.0175198,0.00494377,-0.788872,0.0593527,0.0166318,20.846,0.539877,0.0148816,0.00756336,-0.788904,0.0593527,0.0242629,19.8012,0.539465,-1.57378,-0.00343836,-0.00309777,0.0593527,0.000679044,20.8462,-0.513138,-1.57392,-0.00375203,-0.00295732,0.0593527,
0.7878,-0.000186851,19.5681,0.00850869,0.000123651,0.000121339,4.10563e-06,0.24652,-0.000186851,19.5681,0.00850869,0.000123651,0.000121339,4.10563e-06,0.24652,-0.000186851,19.5681,0.00850869,0.000123651,0.000121339,4.10563e-06,0.24652,-0.000186851,19.5681,0.00850869,0.000123651,0.000121339,4.10563e-06,0.24652,-0.000186851,19.5681,0.00850869,0.000123651,0.000121339,4.10563e-06,0.24652,-0.729439,19.5505,0.0153847,0.0052434,0.0130023,-2.35194,0.0593527,0.754114,19.5459,0.0109463,0.00521174,0.0129662,-2.35194,0.0593527,0.00841146,19.0259,-0.513548,0.0169832,0.00548206,-0.788876,0.0593527,0.0166288,20.0705,0.539874,0.0153521,0.00710174,-0.788902,0.0593527,0.0242662,19.0257,0.539465,-1.57378,-0.00307642,-0.00309994,0.0593527,0.000676876,20.0707,-0.513138,-1.57392,-0.00315448,-0.00295986,0.0593527,
0.7979,-0.000182363,18.7826,0.00850746,0.000119031,0.000128372,2.19039e-06,0.24652,-0.000182363,18.7826,0.00850746,0.000119031,0.000128372,2.19039e-06,0.24652,-0.000182363,18.7826,0.00850746,0.000119031,0.000128372,2.19039e-06,0.24652,-0.000182363,18.7826,0.00850746,0.000119031,0.000128372,2.19039e-06,0.24652,-0.000182363,18.7826,0.00850746,0.000119031,0.000128372,2.19039e-06,0.24652,-0.729438,18.765,0.0153828,0.00499128,0.012748,-2.35195,0.0593527,0.75412,18.7604,0.0109495,0.00496224,0.0127133,-2.35195,0.0593527,0.00839543,18.2404,-0.513549,0.0142719,0.00817596,-0.788897,0.0593527,0.016616,19.285,0.539875,0.0168533,0.00561257,-0.788894,0.0593527,0.0242687,18.2402,0.539467,-1.57378,-0.0027197,-0.0030966,0.0593527,0.000677891,19.2852,-0.513136,-1.57392,-0.00216891,-0.0029599,0.0593527,
0.808,-0.000182676,17.9871,0.00850761,0.000113615,0.000126717,-1.94899e-05,0.24652,-0.000182676,17.9871,0.00850761,0.000113615,0.000126717,-1.94899e-05,0.24652,-0.000182676,17.9871,0.00850761,0.000113615,0.000126717,-1.94899e-05,0.24652,-0.000182676,17.9871,0.00850761,0.000113615,0.000126717,-1.94899e-05,0.24652,-0.000182676,17.9871,0.00850761,0.000113615,0.000126717,-1.94899e-05,0.24652,-0.729439,17.9694,0.0153848,0.00586145,0.0136101,-2.35193,0.0593527,0.754119,17.9649,0.0109473,0.00590036,0.0136434,-2.35193,0.0593527,0.00839716,17.4448,-0.513552,0.0146031,0.0078418,-0.788893,0.0593527,0.0166175,18.4894,0.539878,0.0165081,0.00595,-0.788895,0.0593527,0.0242656,17.4447,0.539467,-1.57378,-0.00306305,-0.00309369,0.0593527,0.000680148,18.4897,-0.513137,-1.57392,-0.00269101,-0.0029568,0.0593527,
0.8181,-0.000187101,17.1815,0.00850842,0.000115476,0.00012167,-1.88599e-05,0.24652,-0.000187101,17.1815,0.00850842,0.000115476,0.00012167,-1.88599e-05,0.24652,-0.000187101,17.1815,0.00850842,0.000115476,0.00012167,-1.88599e-05,0.24652,-0.000187101,17.1815,0.00850842,0.000115476,0.00012167,-1.88599e-05,0.24652,-0.000187101,17.1815,0.00850842,0.000115476,0.00012167,-1.88599e-05,0.24652,-0.72944,17.1639,0.0153871,0.00617757,0.0139279,-2.35193,0.0593527,0.754114,17.1593,0.0109442,0.00627823,0.0140228,-2.35193,0.0593527,0.00841342,16.6393,-0.513551,0.0173396,0.0051223,-0.788873,0.0593527,0.0166302,17.6839,0.539878,0.0149806,0.00746473,-0.788903,0.0593527,0.0242628,16.6391,0.539466,-1.57378,-0.00342969,-0.0030965,0.0593527,0.000679351,17.6841,-0.513138,-1.57392,-0.0037072,-0.00295631,0.0593527,
0.8282,-0.000187223,16.366,0.0085088,0.000123051,0.000120907,2.66776e-06,0.24652,-0.000187223,16.366,0.0085088,0.000123051,0.000120907,2.66776e-06,0.24652,-0.000187223,16.366,0.0085088,0.000123051,0.000120907,2.66776e-06,0.24652,-0.000187223,16.366,0.0085088,0.000123051,0.000120907,2.66776e-06,0.24652,-0.000187223,16.366,0.0085088,0.000123051,0.000120907,2.66776e-06,0.24652,-0.72944,16.3484,0.0153849,0.00533018,0.0130885,-2.35194,0.0593527,0.754114,16.3438,0.0109456,0.00539171,0.0131449,-2.35194,0.0593527,0.00841288,15.8238,-0.513548,0.0172163,0.00524986,-0.788875,0.0593527,0.0166299,16.8684,0.539874,0.0151996,0.00725231,-0.788903,0.0593527,0.0242656,15.8236,0.539465,-1.57378,-0.00310675,-0.00309979,0.0593527,0.000677101,16.8686,-0.513138,-1.57392,-0.00326049,-0.00295942,0.0593527,
