time,0_rod(payload_bars compound_37m).X,0_rod(payload_bars compound_37m).Y,0_rod(payload_bars compound_37m).Z,0_rod(payload_bars compound_37m).Euler1,0_rod(payload_bars compound_37m).Euler2,0_rod(payload_bars compound_37m).Euler3,0_rod(payload_bars compound_37m).mass,1_rod(payload_bars compound_37m).X,1_rod(payload_bars compound_37m).Y,1_rod(payload_bars compound_37m).Z,1_rod(payload_bars compound_37m).Euler1,1_rod(payload_bars compound_37m).Euler2,1_rod(payload_bars compound_37m).Euler3,1_rod(payload_bars compound_37m).mass,2_rod(payload_bars compound_37m).X,2_rod(payload_bars compound_37m).Y,2_rod(payload_bars compound_37m).Z,2_rod(payload_bars compound_37m).Euler1,2_rod(payload_bars compound_37m).Euler2,2_rod(payload_bars compound_37m).Euler3,2_rod(payload_bars compound_37m).mass,3_rod(payload_bars compound_37m).X,3_rod(payload_bars compound_37m).Y,3_rod(payload_bars compound_37m).Z,3_rod(payload_bars compound_37m).Euler1,3_rod(payload_bars compound_37m).Euler2,3_rod(payload_bars compound_37m).Euler3,3_rod(payload_bars compound_37m).mass,4_rod(sense_bar compound_37m).X,4_rod(sense_bar compound_37m).Y,4_rod(sense_bar compound_37m).Z,4_rod(sense_bar compound_37m).Euler1,4_rod(sense_bar compound_37m).Euler2,4_rod(sense_bar compound_37m).Euler3,4_rod(sense_bar compound_37m).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.3534,-0.72661,11.2089,-1.28887,-0.0212631,0.0135674,-0.0532806,0.24652,-0.72661,11.2089,-1.28887,-0.0212631,0.0135674,-0.0532806,0.24652,-0.72661,11.2089,-1.28887,-0.0212631,0.0135674,-0.0532806,0.24652,-0.72661,11.2089,-1.28887,-0.0212631,0.0135674,-0.0532806,0.24652,-0.72661,11.2089,-1.28887,-0.0212631,0.0135674,-0.0532806,0.24652,-1.45769,11.2091,-1.27061,-0.0503276,-0.00731748,-2.40431,0.0593527,0.0285161,11.1698,-1.29698,0.0131231,0.0620882,-2.40256,0.0593527,-0.737933,10.6396,-1.78497,-0.00706162,0.0215132,-0.840667,0.0593527,-0.690116,11.7386,-0.782251,0.028886,-0.0106477,-0.840831,0.0593527,-0.705702,10.6918,-0.729663,-1.59545,-0.0722867,-0.0178798,0.0593527,-0.722797,11.6867,-1.83716,-1.59681,-0.0411791,-0.0169951,0.0593527,
1.3635,-0.746405,11.2621,-1.32511,-0.0273344,-0.00245357,-0.226065,0.24652,-0.746405,11.2621,-1.32511,-0.0273344,-0.00245357,-0.226065,0.24652,-0.746405,11.2621,-1.32511,-0.0273344,-0.00245357,-0.226065,0.24652,-0.746405,11.2621,-1.32511,-0.0273344,-0.00245357,-0.226065,0.24652,-0.746405,11.2621,-1.32511,-0.0273344,-0.00245357,-0.226065,0.24652,-1.47792,11.2676,-1.3161,-0.0265319,0.0111276,-2.57866,0.0593527,0.00860483,11.2195,-1.31654,-0.0295938,0.00622412,-2.57868,0.0593527,-0.755677,10.6152,-1.71434,-0.0497442,0.0296196,-1.01602,0.0593527,-0.713122,11.8718,-0.918052,-0.0346147,0.0202366,-1.01603,0.0593527,-0.735172,10.8499,-0.684224,-1.60277,-0.224372,-0.000332381,0.0593527,-0.733845,11.6372,-1.94787,-1.60321,-0.168971,0.000217802,0.0593527,
1.3736,-0.7665,11.3049,-1.36118,-0.0316443,-0.019174,-0.400073,0.24652,-0.7665,11.3049,-1.36118,-0.0316443,-0.019174,-0.400073,0.24652,-0.7665,11.3049,-1.36118,-0.0316443,-0.019174,-0.400073,0.24652,-0.7665,11.3049,-1.36118,-0.0316443,-0.019174,-0.400073,0.24652,-0.7665,11.3049,-1.36118,-0.0316443,-0.019174,-0.400073,0.24652,-1.4978,11.3141,-1.36216,-0.0136402,0.0378025,-2.75251,0.0593527,-0.0119716,11.2618,-1.3353,-0.0489196,-0.0484613,-2.75232,0.0593527,-0.774275,10.6,-1.63218,-0.0195546,-0.00737985,-1.18987,0.0593527,-0.734094,11.9759,-1.06568,-0.0576738,0.00789164,-1.18989,0.0593527,-0.764972,11.0102,-0.658456,-1.61309,-0.389104,0.0191688,0.0593527,-0.744197,11.5657,-2.03959,-1.61494,-0.436487,0.0206419,0.0593527,
1.3837,-0.786325,11.3373,-1.39687,-0.0312138,-0.0376379,-0.575294,0.24652,-0.786325,11.3373,-1.39687,-0.0312138,-0.0376379,-0.575294,0.24652,-0.786325,11.3373,-1.39687,-0.0312138,-0.0376379,-0.575294,0.24652,-0.786325,11.3373,-1.39687,-0.0312138,-0.0376379,-0.575294,0.24652,-0.786325,11.3373,-1.39687,-0.0312138,-0.0376379,-0.575294,0.24652,-1.51763,11.3491,-1.40927,-0.0369576,-0.0386283,-2.92674,0.0593527,-0.0323571,11.2964,-1.35477,-0.0334055,-0.0219614,-2.92685,0.0593527,-0.795076,10.5963,-1.54164,0.0177091,-0.0316903,-1.3651,0.0593527,-0.753965,12.0492,-1.22202,0.0078616,-0.0296165,-1.36518,0.0593527,-0.79506,11.1692,-0.653562,-1.63034,-0.587511,0.043735,0.0593527,-0.754512,11.476,-2.10992,-1.63315,-0.625339,0.0459029,0.0593527,
1.3938,-0.806195,11.3593,-1.43239,-0.0267613,-0.055053,-0.749962,0.24652,-0.806195,11.3593,-1.43239,-0.0267613,-0.055053,-0.749962,0.24652,-0.806195,11.3593,-1.43239,-0.0267613,-0.055053,-0.749962,0.24652,-0.806195,11.3593,-1.43239,-0.0267613,-0.055053,-0.749962,0.24652,-0.806195,11.3593,-1.43239,-0.0267613,-0.055053,-0.749962,0.24652,-1.53715,11.3717,-1.45628,-0.034613,-0.0843189,-3.10108,0.0593527,-0.0531081,11.3236,-1.374,-0.0307222,0.00459936,-3.10123,0.0593527,-0.817756,10.6043,-1.44618,-0.0213903,-0.0399954,-1.53867,0.0593527,-0.771858,12.0908,-1.3835,0.0222114,-0.0413469,-1.54062,0.0593527,-0.825046,11.3233,-0.671485,-1.6555,-0.760339,0.0761311,0.0593527,-0.764785,11.3725,-2.15826,-1.65064,-0.704386,0.0734739,0.0593527,
1.4039,-0.826138,11.3713,-1.46758,-0.0204657,-0.0726606,-0.924117,0.24652,-0.826138,11.3713,-1.46758,-0.0204657,-0.0726606,-0.924117,0.24652,-0.826138,11.3713,-1.46758,-0.0204657,-0.0726606,-0.924117,0.24652,-0.826138,11.3713,-1.46758,-0.0204657,-0.0726606,-0.924117,0.24652,-0.826138,11.3713,-1.46758,-0.0204657,-0.0726606,-0.924117,0.24652,-1.55665,11.3818,-1.50287,-0.0321856,-0.0324631,3.0077,0.0593527,-0.0739855,11.3436,-1.39387,-0.0286439,-0.0590778,3.00754,0.0593527,-0.841922,10.6255,-1.35023,-0.0563387,-0.0619185,-1.71085,0.0593527,-0.787769,12.0999,-1.54626,-0.0439976,-0.060182,-1.71201,0.0593527,-0.854663,11.4678,-0.712223,-1.69071,-0.909583,0.119295,0.0593527,-0.775507,11.2576,-2.18411,-1.68811,-0.890657,0.117931,0.0593527,
1.414,-0.845962,11.373,-1.50268,-0.0117647,-0.0886557,-1.09883,0.24652,-0.845962,11.373,-1.50268,-0.0117647,-0.0886557,-1.09883,0.24652,-0.845962,11.373,-1.50268,-0.0117647,-0.0886557,-1.09883,0.24652,-0.845962,11.373,-1.50268,-0.0117647,-0.0886557,-1.09883,0.24652,-0.845962,11.373,-1.50268,-0.0117647,-0.0886557,-1.09883,0.24652,-1.57598,11.3799,-1.54861,-0.031016,-0.0471183,2.83364,0.0593527,-0.0951293,11.3561,-1.41447,-0.0071968,-0.121298,2.83163,0.0593527,-0.867608,10.659,-1.25755,-0.010287,-0.0718516,-1.88804,0.0593527,-0.802438,12.0768,-1.70577,-0.0450535,-0.0831749,-1.88531,0.0593527,-0.883598,11.5994,-0.775949,-1.76035,-1.089,0.195255,0.0593527,-0.787044,11.1362,-2.18749,-1.78991,-1.14716,0.222404,0.0593527,
1.4241,-0.865937,11.3646,-1.53695,0.000383633,-0.103212,-1.27423,0.24652,-0.865937,11.3646,-1.53695,0.000383633,-0.103212,-1.27423,0.24652,-0.865937,11.3646,-1.53695,0.000383633,-0.103212,-1.27423,0.24652,-0.865937,11.3646,-1.53695,0.000383633,-0.103212,-1.27423,0.24652,-0.865937,11.3646,-1.53695,0.000383633,-0.103212,-1.27423,0.24652,-1.59509,11.3658,-1.59415,0.00693734,-0.127921,2.65599,0.0593527,-0.116262,11.3603,-1.43737,-0.0084136,-0.09901,2.65773,0.0593527,-0.894608,10.7041,-1.17214,0.0324331,-0.0682544,-2.06555,0.0593527,-0.815644,12.0222,-1.85893,0.0283425,-0.0704359,-2.06563,0.0593527,-0.911453,11.7141,-0.86128,-1.92587,-1.27313,0.366029,0.0593527,-0.799411,11.0122,-2.16969,-1.92833,-1.27302,0.369056,0.0593527,
1.4342,-0.885678,11.3461,-1.57106,0.0151519,-0.115213,-1.45027,0.24652,-0.885678,11.3461,-1.57106,0.0151519,-0.115213,-1.45027,0.24652,-0.885678,11.3461,-1.57106,0.0151519,-0.115213,-1.45027,0.24652,-0.885678,11.3461,-1.57106,0.0151519,-0.115213,-1.45027,0.24652,-0.885678,11.3461,-1.57106,0.0151519,-0.115213,-1.45027,0.24652,-1.61415,11.3399,-1.63773,0.0154953,-0.12566,2.48088,0.0593527,-0.137513,11.3567,-1.46183,-0.024023,-0.0743974,2.48483,0.0593527,-0.923398,10.7592,-1.09739,0.00952813,-0.100068,-2.23846,0.0593527,-0.827747,11.9376,-2.00158,0.0403904,-0.0757417,-2.2414,0.0593527,-0.938355,11.8079,-0.967233,-2.33837,-1.40312,0.786044,0.0593527,-0.812941,10.8894,-2.13214,-2.15132,-1.35994,0.602817,0.0593527,
1.4443,-0.905692,11.3177,-1.60491,0.0322646,-0.125033,-1.62663,0.24652,-0.905692,11.3177,-1.60491,0.0322646,-0.125033,-1.62663,0.24652,-0.905692,11.3177,-1.60491,0.0322646,-0.125033,-1.62663,0.24652,-0.905692,11.3177,-1.60491,0.0322646,-0.125033,-1.62663,0.24652,-0.905692,11.3177,-1.60491,0.0322646,-0.125033,-1.62663,0.24652,-1.63311,11.3024,-1.67939,-0.0132455,-0.0920444,2.30995,0.0593527,-0.158919,11.3449,-1.48848,0.0120453,-0.115051,2.30734,0.0593527,-0.952792,10.822,-1.03712,-0.00153549,-0.139093,-2.41104,0.0593527,-0.838244,11.8253,-2.1307,0.00433304,-0.132601,-2.41203,0.0593527,-0.963733,11.8774,-1.09092,2.84078,-1.43504,1.89761,0.0593527,-0.827815,10.7698,-2.07679,2.736,-1.42853,2.00205,0.0593527,
1.4544,-0.925515,11.2793,-1.63831,0.0506348,-0.131665,-1.80278,0.24652,-0.925515,11.2793,-1.63831,0.0506348,-0.131665,-1.80278,0.24652,-0.925515,11.2793,-1.63831,0.0506348,-0.131665,-1.80278,0.24652,-0.925515,11.2793,-1.63831,0.0506348,-0.131665,-1.80278,0.24652,-0.925515,11.2793,-1.63831,0.0506348,-0.131665,-1.80278,0.24652,-1.65208,11.2535,-1.71942,0.0297826,-0.125982,2.13123,0.0593527,-0.180394,11.3243,-1.51758,0.070639,-0.151142,2.12559,0.0593527,-0.983017,10.89,-0.993812,0.0404892,-0.118126,-2.59029,0.0593527,-0.848394,11.6877,-2.24306,0.0236322,-0.145234,-2.58823,0.0593527,-0.987531,11.92,-1.23029,2.12431,-1.29583,2.61952,0.0593527,-0.84449,10.6577,-2.00652,2.04837,-1.25242,2.69273,0.0593527,
1.4645,-0.945525,11.2312,-1.67122,0.0698539,-0.135319,-1.97905,0.24652,-0.945525,11.2312,-1.67122,0.0698539,-0.135319,-1.97905,0.24652,-0.945525,11.2312,-1.67122,0.0698539,-0.135319,-1.97905,0.24652,-0.945525,11.2312,-1.67122,0.0698539,-0.135319,-1.97905,0.24652,-0.945525,11.2312,-1.67122,0.0698539,-0.135319,-1.97905,0.24652,-1.67085,11.1934,-1.75729,0.0964173,-0.152301,1.94779,0.0593527,-0.201764,11.2941,-1.54946,0.0676738,-0.14095,1.952,0.0593527,-1.01365,10.96,-0.969736,0.0713715,-0.0891575,-2.76818,0.0593527,-0.858013,11.5279,-2.33679,0.0707268,-0.0907769,-2.7683,0.0593527,-1.00959,11.9332,-1.38172,1.93899,-1.12632,2.81135,0.0593527,-0.862568,10.5546,-1.92503,1.96377,-1.15355,2.78947,0.0593527,
1.4746,-0.965389,11.1732,-1.70385,0.0901749,-0.135831,-2.15627,0.24652,-0.965389,11.1732,-1.70385,0.0901749,-0.135831,-2.15627,0.24652,-0.965389,11.1732,-1.70385,0.0901749,-0.135831,-2.15627,0.24652,-0.965389,11.1732,-1.70385,0.0901749,-0.135831,-2.15627,0.24652,-0.965389,11.1732,-1.70385,0.0901749,-0.135831,-2.15627,0.24652,-1.68978,11.1229,-1.79253,0.0704724,-0.13771,1.7776,0.0593527,-0.223111,11.2542,-1.58439,0.0398963,-0.131039,1.78169,0.0593527,-1.04478,11.0281,-0.967104,0.0757691,-0.12802,-2.94321,0.0593527,-0.867442,11.3495,-2.40945,0.0827956,-0.0931201,-2.94433,0.0593527,-1.03013,11.9149,-1.54176,1.87072,-0.976989,2.88905,0.0593527,-0.882321,10.4629,-1.83533,1.88929,-1.01276,2.87408,0.0593527,
1.4847,-0.985389,11.1053,-1.73644,0.110446,-0.132158,-2.33345,0.24652,-0.985389,11.1053,-1.73644,0.110446,-0.132158,-2.33345,0.24652,-0.985389,11.1053,-1.73644,0.110446,-0.132158,-2.33345,0.24652,-0.985389,11.1053,-1.73644,0.110446,-0.132158,-2.33345,0.24652,-0.985389,11.1053,-1.73644,0.110446,-0.132158,-2.33345,0.24652,-1.70869,11.0425,-1.82517,0.0570035,-0.136307,1.6056,0.0593527,-0.244443,11.2046,-1.62203,0.0792279,-0.137177,1.60257,0.0593527,-1.07564,11.0906,-0.986786,0.0940014,-0.163284,-3.11973,0.0593527,-0.876623,11.1565,-2.46041,0.094142,-0.156872,-3.11977,0.0593527,-1.04886,11.8642,-1.70613,1.82449,-0.804159,2.94361,0.0593527,-0.903865,10.3827,-1.74075,1.8149,-0.766532,2.95098,0.0593527,
1.4948,-1.00541,11.028,-1.76855,0.129688,-0.12484,-2.50943,0.24652,-1.00541,11.028,-1.76855,0.129688,-0.12484,-2.50943,0.24652,-1.00541,11.028,-1.76855,0.129688,-0.12484,-2.50943,0.24652,-1.00541,11.028,-1.76855,0.129688,-0.12484,-2.50943,0.24652,-1.00541,11.028,-1.76855,0.129688,-0.12484,-2.50943,0.24652,-1.72768,10.9518,-1.85564,0.136063,-0.13043,1.42098,0.0593527,-0.265724,11.144,-1.66244,0.151158,-0.128051,1.41904,0.0593527,-1.10594,11.1438,-1.02917,0.113104,-0.121198,2.98707,0.0593527,-0.886336,10.9522,-2.48869,0.117499,-0.149089,2.98617,0.0593527,-1.0657,11.7806,-1.87167,1.79301,-0.611882,2.98239,0.0593527,-0.927221,10.3155,-1.64633,1.78892,-0.586328,2.98533,0.0593527,
1.5049,-1.02542,10.9409,-1.80052,0.147507,-0.115121,-2.6851,0.24652,-1.02542,10.9409,-1.80052,0.147507,-0.115121,-2.6851,0.24652,-1.02542,10.9409,-1.80052,0.147507,-0.115121,-2.6851,0.24652,-1.02542,10.9409,-1.80052,0.147507,-0.115121,-2.6851,0.24652,-1.02542,10.9409,-1.80052,0.147507,-0.115121,-2.6851,0.24652,-1.74671,10.8521,-1.88351,0.169559,-0.114298,1.24292,0.0593527,-0.286772,11.0723,-1.70551,0.158672,-0.117941,1.24418,0.0593527,-1.13567,11.1838,-1.0941,0.119202,-0.0804649,2.8117,0.0593527,-0.896935,10.7408,-2.49487,0.119329,-0.0808382,2.81162,0.0593527,-1.08106,11.6642,-2.03371,1.77761,-0.445135,3.00864,0.0593527,-0.951956,10.2601,-1.55547,1.78474,-0.487846,3.00604,0.0593527,
1.515,-1.04548,10.8442,-1.83244,0.164425,-0.102307,-2.86146,0.24652,-1.04548,10.8442,-1.83244,0.164425,-0.102307,-2.86146,0.24652,-1.04548,10.8442,-1.83244,0.164425,-0.102307,-2.86146,0.24652,-1.04548,10.8442,-1.83244,0.164425,-0.102307,-2.86146,0.24652,-1.04548,10.8442,-1.83244,0.164425,-0.102307,-2.86146,0.24652,-1.76592,10.7435,-1.90893,0.13007,-0.127311,1.07383,0.0593527,-0.307622,10.9886,-1.75121,0.128499,-0.127916,1.07402,0.0593527,-1.16452,11.2062,-1.1805,0.148313,-0.105628,2.63465,0.0593527,-0.90829,10.5263,-2.47953,0.132378,-0.0770342,2.63578,0.0593527,-1.09507,11.5161,-2.18853,1.76876,-0.287803,3.03085,0.0593527,-0.978017,10.2163,-1.47193,1.77078,-0.2997,3.03089,0.0593527,
1.5251,-1.06553,10.7377,-1.86436,0.178087,-0.0858773,-3.03707,0.24652,-1.06553,10.7377,-1.86436,0.178087,-0.0858773,-3.03707,0.24652,-1.06553,10.7377,-1.86436,0.178087,-0.0858773,-3.03707,0.24652,-1.06553,10.7377,-1.86436,0.178087,-0.0858773,-3.03707,0.24652,-1.06553,10.7377,-1.86436,0.178087,-0.0858773,-3.03707,0.24652,-1.78534,10.6266,-1.93232,0.152224,-0.113773,0.897434,0.0593527,-0.328354,10.8932,-1.79914,0.150512,-0.115323,0.897633,0.0593527,-1.19216,11.2076,-1.28696,0.184639,-0.118642,2.45683,0.0593527,-0.920633,10.3124,-2.44455,0.181308,-0.114589,2.45719,0.0593527,-1.10778,11.3379,-2.3322,1.7608,-0.101292,3.05153,0.0593527,-1.00552,10.1823,-1.39897,1.75742,-0.0567843,3.05239,0.0593527,
1.5352,-1.08571,10.6218,-1.89625,0.188308,-0.0671835,3.07207,0.24652,-1.08571,10.6218,-1.89625,0.188308,-0.0671835,3.07207,0.24652,-1.08571,10.6218,-1.89625,0.188308,-0.0671835,3.07207,0.24652,-1.08571,10.6218,-1.89625,0.188308,-0.0671835,3.07207,0.24652,-1.08571,10.6218,-1.89625,0.188308,-0.0671835,3.07207,0.24652,-1.8048,10.501,-1.9538,0.208982,-0.0537805,0.718635,0.0593527,-0.348896,10.7854,-1.84867,0.203035,-0.0603462,0.718977,0.0593527,-1.21827,11.1851,-1.41103,0.173506,-0.0750331,2.28424,0.0593527,-0.934407,10.1017,-2.39146,0.193199,-0.0919869,2.28232,0.0593527,-1.1192,11.1313,-2.46192,1.75723,0.0840649,3.07043,0.0593527,-1.03404,10.1553,-1.34083,1.7578,0.0849228,3.07108,0.0593527,
1.5453,-1.10582,10.4962,-1.92817,0.196269,-0.0474491,2.89803,0.24652,-1.10582,10.4962,-1.92817,0.196269,-0.0474491,2.89803,0.24652,-1.10582,10.4962,-1.92817,0.196269,-0.0474491,2.89803,0.24652,-1.10582,10.4962,-1.92817,0.196269,-0.0474491,2.89803,0.24652,-1.10582,10.4962,-1.92817,0.196269,-0.0474491,2.89803,0.24652,-1.82455,10.3681,-1.97397,0.202626,-0.0492689,0.54516,0.0593527,-0.369212,10.6649,-1.89974,0.210507,-0.0362557,0.544821,0.0593527,-1.24282,11.1354,-1.55036,0.154159,-0.0402979,2.11075,0.0593527,-0.949914,9.89777,-2.32333,0.153853,-0.0401169,2.11065,0.0593527,-1.13004,10.8997,-2.5742,1.75913,0.242907,3.0899,0.0593527,-1.06317,10.1332,-1.29958,1.762,0.200952,3.0912,0.0593527,
1.5554,-1.12596,10.3609,-1.96036,0.201429,-0.0261428,2.72334,0.24652,-1.12596,10.3609,-1.96036,0.201429,-0.0261428,2.72334,0.24652,-1.12596,10.3609,-1.96036,0.201429,-0.0261428,2.72334,0.24652,-1.12596,10.3609,-1.96036,0.201429,-0.0261428,2.72334,0.24652,-1.12596,10.3609,-1.96036,0.201429,-0.0261428,2.72334,0.24652,-1.84442,10.2277,-1.99292,0.18708,-0.0780284,0.372466,0.0593527,-0.389125,10.531,-1.95157,0.192651,-0.063311,0.372067,0.0593527,-1.26597,11.0563,-1.70101,0.190782,-0.03878,1.93504,0.0593527,-0.967,9.70273,-2.24347,0.162491,-0.0279911,1.93581,0.0593527,-1.14047,10.646,-2.66692,1.76407,0.411149,3.11134,0.0593527,-1.09271,10.1127,-1.27765,1.76427,0.422609,3.11196,0.0593527,
1.5655,-1.14616,10.2159,-1.99272,0.201493,-0.00381871,2.54935,0.24652,-1.14616,10.2159,-1.99272,0.201493,-0.00381871,2.54935,0.24652,-1.14616,10.2159,-1.99272,0.201493,-0.00381871,2.54935,0.24652,-1.14616,10.2159,-1.99272,0.201493,-0.00381871,2.54935,0.24652,-1.14616,10.2159,-1.99272,0.201493,-0.00381871,2.54935,0.24652,-1.86467,10.0799,-2.01107,0.203837,-0.0210364,0.1979,0.0593527,-0.409012,10.3843,-2.00381,0.198327,-0.0491862,0.198092,0.0593527,-1.28716,10.9458,-1.86001,0.225512,-0.0244488,1.76038,0.0593527,-0.985411,9.51856,-2.15514,0.220741,-0.0235296,1.76033,0.0593527,-1.15059,10.3741,-2.73823,1.7733,0.601987,3.1355,0.0593527,-1.12259,10.0905,-1.27691,1.77394,0.639445,3.13656,0.0593527,
1.5756,-1.16636,10.0613,-2.02538,0.19721,0.0178777,2.37617,0.24652,-1.16636,10.0613,-2.02538,0.19721,0.0178777,2.37617,0.24652,-1.16636,10.0613,-2.02538,0.19721,0.0178777,2.37617,0.24652,-1.16636,10.0613,-2.02538,0.19721,0.0178777,2.37617,0.24652,-1.16636,10.0613,-2.02538,0.19721,0.0178777,2.37617,0.24652,-1.88488,9.92453,-2.02901,0.204734,0.0461064,0.0240428,0.0593527,-0.428559,10.2246,-2.05603,0.204082,0.0260052,0.0240242,0.0593527,-1.3068,10.8033,-2.0235,0.191324,0.00249277,1.58702,0.0593527,-1.00587,9.34605,-2.06177,0.215808,0.00209906,1.5869,0.0593527,-1.16072,10.0872,-2.78694,1.79117,0.77485,-3.11663,0.0593527,-1.15235,10.0617,-1.29831,1.79119,0.755375,-3.11611,0.0593527,
1.5857,-1.18661,9.89682,-2.05827,0.190596,0.0392975,2.20224,0.24652,-1.18661,9.89682,-2.05827,0.190596,0.0392975,2.20224,0.24652,-1.18661,9.89682,-2.05827,0.190596,0.0392975,2.20224,0.24652,-1.18661,9.89682,-2.05827,0.190596,0.0392975,2.20224,0.24652,-1.18661,9.89682,-2.05827,0.190596,0.0392975,2.20224,0.24652,-1.90549,9.76214,-2.04751,0.199963,0.0204603,-0.149797,0.0593527,-0.448053,10.0516,-2.1075,0.193946,0.0602658,-0.150046,0.0593527,-1.32439,10.6279,-2.1873,0.155721,0.0179655,1.4123,0.0593527,-1.02789,9.18609,-1.9677,0.155105,0.0178612,1.4121,0.0593527,-1.17134,9.79007,-2.81269,1.82052,0.932061,-3.07461,0.0593527,-1.18153,10.0237,-1.34232,1.81847,0.901953,-3.07546,0.0593527,
1.5958,-1.20671,9.72255,-2.09154,0.180759,0.059715,2.02743,0.24652,-1.20671,9.72255,-2.09154,0.180759,0.059715,2.02743,0.24652,-1.20671,9.72255,-2.09154,0.180759,0.059715,2.02743,0.24652,-1.20671,9.72255,-2.09154,0.180759,0.059715,2.02743,0.24652,-1.20671,9.72255,-2.09154,0.180759,0.059715,2.02743,0.24652,-1.92613,9.59261,-2.06679,0.2021,0.0133339,-0.323266,0.0593527,-0.467022,9.86549,-2.15753,0.195418,0.0328352,-0.323422,0.0593527,-1.34101,10.4203,-2.34733,0.179732,0.042893,1.23882,0.0593527,-1.05175,9.038,-1.87699,0.153097,0.0337008,1.23775,0.0593527,-1.18283,9.48616,-2.81566,1.87894,1.10948,-3.00397,0.0593527,-1.21008,9.97205,-1.40854,1.88909,1.13703,-2.9944,0.0593527,
1.6059,-1.22703,9.53823,-2.12526,0.166023,0.077753,1.85284,0.24652,-1.22703,9.53823,-2.12526,0.166023,0.077753,1.85284,0.24652,-1.22703,9.53823,-2.12526,0.166023,0.077753,1.85284,0.24652,-1.22703,9.53823,-2.12526,0.166023,0.077753,1.85284,0.24652,-1.22703,9.53823,-2.12526,0.166023,0.077753,1.85284,0.24652,-1.94714,9.41573,-2.08691,0.169187,0.0838964,-0.498616,0.0593527,-0.486187,9.6669,-2.20569,0.193593,0.0392812,-0.497118,0.0593527,-1.35566,10.1811,-2.49999,0.19635,0.0765149,1.0664,0.0593527,-1.07637,8.90147,-1.79305,0.191929,0.0740872,1.06579,0.0593527,-1.19504,9.17969,-2.79698,2.02155,1.29009,-2.85029,0.0593527,-1.23766,9.90293,-1.49625,2.04967,1.3112,-2.82243,0.0593527,
1.616,-1.24716,9.34419,-2.15933,0.14811,0.092384,1.67814,0.24652,-1.24716,9.34419,-2.15933,0.14811,0.092384,1.67814,0.24652,-1.24716,9.34419,-2.15933,0.14811,0.092384,1.67814,0.24652,-1.24716,9.34419,-2.15933,0.14811,0.092384,1.67814,0.24652,-1.24716,9.34419,-2.15933,0.14811,0.092384,1.67814,0.24652,-1.96805,9.2308,-2.1089,0.141342,0.111881,-0.67499,0.0593527,-0.504973,9.45583,-2.25215,0.153993,0.0958749,-0.673675,0.0593527,-1.3695,9.91206,-2.64185,0.154081,0.0773164,0.889427,0.0593527,-1.10286,8.77466,-1.7195,0.172165,0.091912,0.890841,0.0593527,-1.20856,8.87403,-2.75782,2.46083,1.42837,-2.39903,0.0593527,-1.26414,9.81236,-1.60319,2.33541,1.40378,-2.52252,0.0593527,
1.6261,-1.26747,9.13995,-2.19371,0.128455,0.105256,1.50231,0.24652,-1.26747,9.13995,-2.19371,0.128455,0.105256,1.50231,0.24652,-1.26747,9.13995,-2.19371,0.128455,0.105256,1.50231,0.24652,-1.26747,9.13995,-2.19371,0.128455,0.105256,1.50231,0.24652,-1.26747,9.13995,-2.19371,0.128455,0.105256,1.50231,0.24652,-1.98921,9.03799,-2.13314,0.161307,0.0850677,-0.84657,0.0593527,-0.523922,9.23271,-2.29574,0.116707,0.124139,-0.851237,0.0593527,-1.38176,9.61551,-2.76902,0.116405,0.0674743,0.712554,0.0593527,-1.13004,8.65546,-1.65989,0.116289,0.0673304,0.712362,0.0593527,-1.22343,8.57295,-2.70099,-2.49665,1.44571,-1.06144,0.0593527,-1.28904,9.69788,-1.72785,-2.59797,1.45095,-1.1612,0.0593527,
