tgDataLogger2 started logging at time 01242019_105114, with 2 sensors on 1 senseable objects.
time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,
0.1,0.255187,9.66588,0.161912,-0.845953,0.234932,0.540087,0.0600995,-0.245902,9.35046,-0.159518,-1.54062,-0.804665,-0.783093,0.0610156,
0.2,0.252564,8.19793,0.162891,-0.863293,0.247356,0.5508,0.0600995,-0.243318,7.87644,-0.160482,-1.53815,-0.81149,-0.770071,0.0610156,
0.3,0.250488,5.74736,0.164269,-0.868177,0.250153,0.54786,0.0600995,-0.241273,5.42301,-0.161839,-1.53787,-0.81167,-0.757769,0.0610156,
0.4,0.264503,2.33181,0.168644,-0.89019,0.259217,0.522377,0.0600995,-0.242047,2.04844,-0.172822,-1.67888,-0.849606,-0.687872,0.0610156,
0.5,0.444074,2.13387,-0.0503658,-1.37184,0.00961548,0.786319,0.0600995,-0.103922,2.00231,-0.426575,2.34946,-0.485974,0.854641,0.0610156,
0.6,0.614237,2.10858,-0.444092,-1.6062,-0.658124,0.649193,0.0600995,0.0900786,1.85231,-0.777671,-2.69029,-0.957755,0.0928772,0.0610156,
0.7,0.829187,2.11977,-0.763189,-2.156,-1.15636,0.923699,0.0600995,0.220209,1.92616,-0.9729,2.39263,-0.802125,1.07501,0.0610156,
0.8,0.964173,2.13088,-0.984504,2.64554,-1.43501,2.24273,0.0600995,0.32581,1.93009,-1.02955,2.13536,-0.970145,1.4097,0.0610156,
0.9,0.976311,2.13014,-1.00778,2.29673,-1.44136,2.60074,0.0600995,0.347593,1.90126,-1.01974,2.14946,-1.11387,1.45285,0.0610156,
1,0.908008,2.12016,-0.823478,-2.10065,-1.30447,0.830162,0.0600995,0.294726,1.8766,-0.937643,2.53195,-1.10298,1.07766,0.0610156,
1.1,0.736415,2.10428,-0.500622,-1.62544,-0.759368,0.632656,0.0600995,0.185974,1.84408,-0.783914,3.08402,-0.956271,0.56044,0.0610156,
1.2,0.488133,2.10285,-0.149296,-1.22994,-0.198942,0.775605,0.0600995,0.0604203,1.84699,-0.600391,-2.87819,-0.66646,0.315623,0.0610156,
1.3,0.26859,2.11494,0.0842512,-0.850288,0.0865734,0.992101,0.0600995,-0.0485809,1.88821,-0.463309,-2.63779,-0.450116,0.175962,0.0610156,
