time,0_rod(payload_bars compound_2kFFvD).X,0_rod(payload_bars compound_2kFFvD).Y,0_rod(payload_bars compound_2kFFvD).Z,0_rod(payload_bars compound_2kFFvD).Euler1,0_rod(payload_bars compound_2kFFvD).Euler2,0_rod(payload_bars compound_2kFFvD).Euler3,0_rod(payload_bars compound_2kFFvD).mass,1_rod(payload_bars compound_2kFFvD).X,1_rod(payload_bars compound_2kFFvD).Y,1_rod(payload_bars compound_2kFFvD).Z,1_rod(payload_bars compound_2kFFvD).Euler1,1_rod(payload_bars compound_2kFFvD).Euler2,1_rod(payload_bars compound_2kFFvD).Euler3,1_rod(payload_bars compound_2kFFvD).mass,2_rod(payload_bars compound_2kFFvD).X,2_rod(payload_bars compound_2kFFvD).Y,2_rod(payload_bars compound_2kFFvD).Z,2_rod(payload_bars compound_2kFFvD).Euler1,2_rod(payload_bars compound_2kFFvD).Euler2,2_rod(payload_bars compound_2kFFvD).Euler3,2_rod(payload_bars compound_2kFFvD).mass,3_rod(payload_bars compound_2kFFvD).X,3_rod(payload_bars compound_2kFFvD).Y,3_rod(payload_bars compound_2kFFvD).Z,3_rod(payload_bars compound_2kFFvD).Euler1,3_rod(payload_bars compound_2kFFvD).Euler2,3_rod(payload_bars compound_2kFFvD).Euler3,3_rod(payload_bars compound_2kFFvD).mass,4_rod(payload_bars compound_2kFFvD).X,4_rod(payload_bars compound_2kFFvD).Y,4_rod(payload_bars compound_2kFFvD).Z,4_rod(payload_bars compound_2kFFvD).Euler1,4_rod(payload_bars compound_2kFFvD).Euler2,4_rod(payload_bars compound_2kFFvD).Euler3,4_rod(payload_bars compound_2kFFvD).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
6.6155,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2742,5.86254,65.821,-0.33426,-1.06797,0.802537,0.199491,17.8631,5.66721,71.2002,0.94156,-1.24021,-0.365291,0.199491,18.2801,5.71128,69.0628,0.855883,-1.30302,1.40147,0.199491,19.3448,3.8681,69.244,0.0776103,-1.25715,1.97118,0.199491,19.4621,5.86507,68.7145,1.30164,0.0946015,1.7882,0.199645,16.1902,4.44218,69.0476,1.38316,0.063183,1.87465,0.199491,
6.6256,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2677,5.86297,65.813,-0.330765,-1.06912,0.79994,0.199491,17.8665,5.66857,71.1937,0.944486,-1.23985,-0.369142,0.199491,18.2818,5.7067,69.0597,0.851719,-1.30371,1.40311,0.199491,19.345,3.86794,69.2435,0.0806546,-1.25749,1.96825,0.199491,19.462,5.86547,68.713,1.30133,0.0946959,1.78805,0.199645,16.1879,4.44107,69.0434,1.38207,0.0647782,1.87506,0.199491,
6.6357,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2636,5.86305,65.8083,-0.327296,-1.0691,0.79724,0.199491,17.869,5.66965,71.1901,0.945553,-1.2393,-0.370867,0.199491,18.283,5.70396,69.0577,0.852527,-1.30376,1.40093,0.199491,19.3451,3.86775,69.2428,0.0814445,-1.25747,1.96746,0.199491,19.4619,5.86573,68.7117,1.3014,0.0947554,1.78814,0.199645,16.1867,4.44045,69.0411,1.38217,0.0654852,1.87535,0.199491,
6.6458,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2629,5.86308,65.8073,-0.326859,-1.06917,0.796909,0.199491,17.8697,5.67002,71.1896,0.945488,-1.23915,-0.37097,0.199491,18.2835,5.70376,69.0571,0.852818,-1.30371,1.40044,0.199491,19.3453,3.86765,69.2425,0.0815784,-1.25746,1.96731,0.199491,19.4621,5.86572,68.7114,1.30126,0.094822,1.78819,0.199645,16.1867,4.44049,69.0405,1.3828,0.0653962,1.87544,0.199491,
6.6559,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.266,5.8632,65.8103,-0.329124,-1.06909,0.798578,0.199491,17.8683,5.66938,71.1919,0.944688,-1.23945,-0.369764,0.199491,18.283,5.7059,69.0581,0.850663,-1.30373,1.4035,0.199491,19.3456,3.86754,69.2427,0.0809487,-1.25745,1.96788,0.199491,19.4625,5.86564,68.712,1.30127,0.0947771,1.78814,0.199645,16.1878,4.44108,69.042,1.38317,0.0647643,1.87528,0.199491,
6.666,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2722,5.86316,65.817,-0.332046,-1.06802,0.800589,0.199491,17.8653,5.66813,71.1969,0.942452,-1.23975,-0.366722,0.199491,18.2816,5.70974,69.0607,0.853462,-1.30325,1.40274,0.199491,19.3457,3.86753,69.243,0.079373,-1.25729,1.96938,0.199491,19.4629,5.86541,68.7129,1.30137,0.0947234,1.78818,0.199645,16.1895,4.44205,69.0454,1.38319,0.0636665,1.87487,0.199491,
6.6761,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2801,5.86281,65.8263,-0.335846,-1.0665,0.803285,0.199491,17.8613,5.66647,71.2041,0.939246,-1.24019,-0.362424,0.199491,18.2796,5.71488,69.0642,0.861963,-1.30231,1.39724,0.199491,19.3458,3.86758,69.2434,0.0763583,-1.25696,1.97226,0.199491,19.4633,5.86508,68.7144,1.30143,0.0946921,1.7883,0.199645,16.192,4.44324,69.0503,1.38339,0.0621239,1.87432,0.199491,
6.6862,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2887,5.86241,65.8363,-0.340776,-1.06527,0.80692,0.199491,17.8565,5.66441,71.2121,0.935983,-1.24085,-0.357865,0.199491,18.2773,5.72093,69.0681,0.865948,-1.30166,1.39653,0.199491,19.346,3.86768,69.2441,0.0732927,-1.25669,1.97519,0.199491,19.4638,5.86473,68.7164,1.30174,0.0945585,1.78837,0.199645,16.1949,4.44457,69.0555,1.38388,0.0603473,1.87373,0.199491,
6.6963,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2969,5.86202,65.8457,-0.345479,-1.06417,0.810394,0.199491,17.8517,5.66227,71.2195,0.932948,-1.24136,-0.353556,0.199491,18.275,5.72674,69.0715,0.862685,-1.30141,1.4027,0.199491,19.3461,3.86786,69.2447,0.0709258,-1.2565,1.97748,0.199491,19.464,5.86443,68.7181,1.30186,0.0944583,1.78837,0.199645,16.1975,4.44578,69.0602,1.38386,0.0588507,1.87314,0.199491,
6.7064,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3035,5.86188,65.8528,-0.348504,-1.06304,0.812468,0.199491,17.8476,5.66034,71.2252,0.930715,-1.24174,-0.350251,0.199491,18.2727,5.73124,69.074,0.844458,-1.30192,1.42267,0.199491,19.346,3.86806,69.2451,0.0709326,-1.25656,1.97752,0.199491,19.4639,5.86422,68.7191,1.30203,0.0943735,1.78836,0.199645,16.1994,4.44657,69.064,1.38417,0.0575461,1.87267,0.199491,
6.7165,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3069,5.86141,65.8573,-0.350332,-1.06237,0.813883,0.199491,17.8455,5.65933,71.2284,0.929077,-1.24162,-0.348063,0.199491,18.2715,5.7337,69.0756,0.841548,-1.30178,1.42684,0.199491,19.3459,3.86818,69.2455,0.0681566,-1.25621,1.98018,0.199491,19.4638,5.86416,68.7199,1.30224,0.0943021,1.78841,0.199645,16.2005,4.44693,69.0664,1.38387,0.0570285,1.87244,0.199491,
6.7266,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3067,5.86117,65.8578,-0.350563,-1.06242,0.814173,0.199491,17.8454,5.65936,71.2291,0.928884,-1.2418,-0.347835,0.199491,18.2715,5.73387,69.076,0.850908,-1.30131,1.41794,0.199491,19.3457,3.86837,69.2457,0.0675908,-1.25615,1.98077,0.199491,19.4636,5.864,68.7204,1.30222,0.0943091,1.78846,0.199645,16.2006,4.4469,69.0668,1.38337,0.0571164,1.87236,0.199491,
6.7367,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3035,5.86138,65.8543,-0.34947,-1.06326,0.813468,0.199491,17.847,5.66007,71.2266,0.9304,-1.24197,-0.349766,0.199491,18.2723,5.73186,69.0748,0.849321,-1.30165,1.41838,0.199491,19.3456,3.86843,69.2458,0.068479,-1.25628,1.97994,0.199491,19.4635,5.86407,68.7202,1.30232,0.0942861,1.78842,0.199645,16.1995,4.4464,69.065,1.38275,0.0579008,1.87256,0.199491,
6.7468,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2978,5.86172,65.8475,-0.346653,-1.06435,0.811459,0.199491,17.8501,5.6614,71.221,0.9328,-1.24157,-0.353021,0.199491,18.2739,5.72783,69.0723,0.841996,-1.30236,1.42333,0.199491,19.3455,3.86832,69.2456,0.0704752,-1.25649,1.97801,0.199491,19.4632,5.86428,68.719,1.30204,0.0943566,1.7883,0.199645,16.1976,4.44541,69.0615,1.38221,0.0591754,1.87295,0.199491,
6.7569,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2899,5.86198,65.8386,-0.341736,-1.06522,0.807827,0.199491,17.8547,5.66347,71.214,0.935603,-1.24098,-0.357055,0.199491,18.2765,5.72266,69.069,0.878628,-1.30094,1.38523,0.199491,19.3454,3.86821,69.2449,0.0740595,-1.25685,1.97458,0.199491,19.463,5.86462,68.7173,1.30191,0.0944389,1.78828,0.199645,16.1949,4.44419,69.0567,1.38467,0.0598822,1.87366,0.199491,
6.767,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2812,5.86225,65.8288,-0.33713,-1.06658,0.804525,0.199491,17.8598,5.66578,71.2065,0.938561,-1.24043,-0.361358,0.199491,18.2793,5.71687,69.065,0.866749,-1.30196,1.39364,0.199491,19.3452,3.86809,69.2443,0.0764604,-1.25704,1.97227,0.199491,19.4627,5.86482,68.7159,1.30183,0.0945599,1.78834,0.199645,16.1927,4.44289,69.0519,1.3849,0.0613501,1.87424,0.199491,
6.7771,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2736,5.86279,65.8194,-0.33364,-1.06824,0.802016,0.199491,17.864,5.66756,71.1993,0.941794,-1.24009,-0.365713,0.199491,18.2813,5.7118,69.0614,0.850881,-1.30332,1.40616,0.199491,19.3452,3.86803,69.2441,0.0785993,-1.25728,1.97023,0.199491,19.4626,5.86508,68.7144,1.30142,0.0946385,1.78814,0.199645,16.1901,4.44182,69.0471,1.38414,0.0630942,1.87481,0.199491,
6.7872,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2678,5.8631,65.8124,-0.329981,-1.06896,0.799247,0.199491,17.8671,5.66879,71.1935,0.944312,-1.23971,-0.369064,0.199491,18.2828,5.70769,69.0586,0.850216,-1.30373,1.40469,0.199491,19.3455,3.86786,69.2435,0.0811145,-1.25753,1.9678,0.199491,19.4624,5.86547,68.7128,1.30142,0.0946717,1.78806,0.199645,16.1881,4.44088,69.0433,1.38282,0.0646,1.87513,0.199491,
6.7973,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2645,5.86314,65.8087,-0.327247,-1.06894,0.797127,0.199491,17.8692,5.66972,71.1908,0.945088,-1.23933,-0.370372,0.199491,18.2838,5.70559,69.057,0.854188,-1.30356,1.39977,0.199491,19.3455,3.86772,69.2429,0.0814828,-1.25747,1.96742,0.199491,19.4624,5.86563,68.7118,1.3013,0.0947831,1.78816,0.199645,16.1872,4.44046,69.0415,1.38256,0.0652685,1.87534,0.199491,
6.8074,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2646,5.86319,65.8087,-0.327742,-1.06912,0.797528,0.199491,17.8694,5.66983,71.191,0.944913,-1.23935,-0.370218,0.199491,18.2841,5.70598,69.0568,0.852769,-1.3036,1.40123,0.199491,19.3457,3.86763,69.2427,0.0813865,-1.25746,1.96749,0.199491,19.4627,5.86559,68.7118,1.30127,0.0948013,1.78818,0.199645,16.1876,4.44065,69.0414,1.38277,0.0651568,1.87534,0.199491,
6.8175,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2685,5.86329,65.8125,-0.330238,-1.06886,0.799341,0.199491,17.8676,5.66902,71.1939,0.943812,-1.23963,-0.368613,0.199491,18.2834,5.7085,69.0582,0.850159,-1.3036,1.40494,0.199491,19.3459,3.86754,69.243,0.0803943,-1.2574,1.96841,0.199491,19.4631,5.86549,68.7125,1.30134,0.0947362,1.78814,0.199645,16.1888,4.44131,69.0433,1.38295,0.0644641,1.87513,0.199491,
6.8276,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2749,5.86317,65.8197,-0.333205,-1.06764,0.801383,0.199491,17.8644,5.6677,71.1993,0.941327,-1.23992,-0.365275,0.199491,18.2818,5.71252,69.0609,0.855196,-1.30296,1.40216,0.199491,19.3461,3.86757,69.2433,0.0785687,-1.25721,1.97015,0.199491,19.4634,5.86524,68.7135,1.3013,0.0947229,1.7882,0.199645,16.1906,4.44228,69.0471,1.38308,0.0632521,1.8747,0.199491,
6.8377,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2829,5.8628,65.829,-0.337121,-1.06618,0.80419,0.199491,17.8603,5.666,71.2066,0.938139,-1.2404,-0.36097,0.199491,18.2798,5.7178,69.0645,0.863647,-1.30204,1.39677,0.199491,19.3462,3.86763,69.2437,0.0755255,-1.25689,1.97306,0.199491,19.4638,5.86491,68.7151,1.3016,0.0946312,1.78833,0.199645,16.1931,4.44347,69.0519,1.38354,0.0616192,1.87416,0.199491,
6.8478,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2912,5.86242,65.8387,-0.341926,-1.06503,0.807734,0.199491,17.8556,5.66394,71.2143,0.935006,-1.24103,-0.356564,0.199491,18.2776,5.72374,69.0681,0.86595,-1.30151,1.39761,0.199491,19.3463,3.86775,69.2444,0.0727935,-1.25666,1.97568,0.199491,19.4642,5.86457,68.717,1.30172,0.0945324,1.78836,0.199645,16.1959,4.44475,69.0569,1.38418,0.0598558,1.87359,0.199491,
6.8579,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2989,5.86205,65.8474,-0.346105,-1.0639,0.81079,0.199491,17.8511,5.6619,71.2212,0.932117,-1.24142,-0.352485,0.199491,18.2752,5.72907,69.0712,0.845353,-1.30207,1.42028,0.199491,19.3464,3.86793,69.245,0.069789,-1.25636,1.97858,0.199491,19.4644,5.8643,68.7185,1.30194,0.0944257,1.78838,0.199645,16.1985,4.44591,69.0615,1.38229,0.0590495,1.87294,0.199491,
6.868,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3047,5.86192,65.8537,-0.348788,-1.06291,0.812634,0.199491,17.8474,5.66017,71.2262,0.930163,-1.24173,-0.349579,0.199491,18.2732,5.73308,69.0735,0.849803,-1.30158,1.41811,0.199491,19.3463,3.86812,69.2454,0.07014,-1.25647,1.97829,0.199491,19.4643,5.86414,68.7193,1.30215,0.0943178,1.78834,0.199645,16.1999,4.44659,69.0646,1.38335,0.0576724,1.87259,0.199491,
6.8781,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3071,5.8615,65.8572,-0.350191,-1.06241,0.813751,0.199491,17.8458,5.65944,71.2287,0.928937,-1.24171,-0.347941,0.199491,18.2724,5.7349,69.0748,0.847667,-1.30146,1.42122,0.199491,19.3462,3.86821,69.2457,0.068854,-1.25631,1.97953,0.199491,19.4641,5.86408,68.7201,1.30213,0.0943255,1.78841,0.199645,16.2009,4.44673,69.0665,1.38401,0.0569751,1.87244,0.199491,
6.8882,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3062,5.86137,65.8567,-0.349604,-1.06243,0.813365,0.199491,17.8462,5.65971,71.2287,0.928957,-1.24178,-0.348062,0.199491,18.2726,5.73461,69.0748,0.848013,-1.30145,1.42072,0.199491,19.346,3.86839,69.2459,0.0676555,-1.25616,1.98071,0.199491,19.464,5.86393,68.7204,1.30231,0.0942806,1.78846,0.199645,16.2007,4.44661,69.0665,1.38413,0.0570406,1.87247,0.199491,
6.8983,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3025,5.8616,65.8525,-0.348458,-1.06345,0.812654,0.199491,17.8481,5.66052,71.2255,0.930767,-1.24187,-0.350368,0.199491,18.2736,5.73216,69.0733,0.84693,-1.30181,1.42044,0.199491,19.346,3.86837,69.2459,0.0694037,-1.25639,1.97904,0.199491,19.4639,5.86406,68.7201,1.30217,0.0943101,1.78837,0.199645,16.1994,4.44603,69.0643,1.38334,0.0579783,1.8727,0.199491,
6.9084,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2964,5.86197,65.8453,-0.345161,-1.06446,0.810246,0.199491,17.8515,5.66195,71.2196,0.9333,-1.24146,-0.353813,0.199491,18.2753,5.7279,69.0706,0.841676,-1.30242,1.42326,0.199491,19.3459,3.86825,69.2455,0.0715991,-1.25661,1.97693,0.199491,19.4637,5.86431,68.7186,1.30196,0.0943811,1.78828,0.199645,16.1973,4.44504,69.0606,1.38247,0.0594262,1.8731,0.199491,
6.9185,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2884,5.86209,65.8365,-0.340674,-1.06552,0.807042,0.199491,17.8563,5.66412,71.2126,0.935904,-1.24078,-0.357692,0.199491,18.2779,5.72263,69.0672,0.872158,-1.30129,1.39106,0.199491,19.3457,3.86814,69.245,0.0730062,-1.25667,1.97557,0.199491,19.4634,5.8646,68.717,1.302,0.094442,1.78832,0.199645,16.1949,4.44391,69.0559,1.38298,0.0607608,1.87371,0.199491,
6.9286,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2801,5.86249,65.8268,-0.3367,-1.0671,0.804215,0.199491,17.861,5.66627,71.2054,0.939064,-1.2405,-0.3621,0.199491,18.2805,5.71713,69.0635,0.869815,-1.30185,1.39041,0.199491,19.3456,3.86808,69.2444,0.0771186,-1.25712,1.97164,0.199491,19.4632,5.86476,68.7157,1.30163,0.0945959,1.78828,0.199645,16.1926,4.44266,69.0511,1.38374,0.0619952,1.87428,0.199491,
6.9387,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2732,5.86303,65.8181,-0.333242,-1.06851,0.801672,0.199491,17.8648,5.66783,71.1986,0.942131,-1.24013,-0.366184,0.199491,18.2824,5.7124,69.0601,0.850746,-1.30337,1.40624,0.199491,19.3457,3.86796,69.2441,0.079462,-1.25738,1.96939,0.199491,19.4631,5.86509,68.7142,1.30151,0.094616,1.78811,0.199645,16.1901,4.44153,69.0466,1.38388,0.0633505,1.87486,0.199491,
6.9488,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.268,5.86322,65.8121,-0.329403,-1.06881,0.798717,0.199491,17.8677,5.66897,71.1936,0.944006,-1.23959,-0.368825,0.199491,18.2837,5.70883,69.0576,0.849431,-1.3037,1.40567,0.199491,19.3459,3.8678,69.2435,0.0813433,-1.25754,1.96756,0.199491,19.4629,5.86544,68.7127,1.30133,0.0946949,1.78807,0.199645,16.1884,4.44071,69.0434,1.38338,0.0644445,1.87517,0.199491,
6.9589,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2655,5.86324,65.8093,-0.327354,-1.06879,0.797132,0.199491,17.8693,5.66973,71.1917,0.944492,-1.23932,-0.369722,0.199491,18.2846,5.70738,69.0563,0.854653,-1.30343,1.39984,0.199491,19.3459,3.86771,69.243,0.0814712,-1.25747,1.96743,0.199491,19.4629,5.86553,68.712,1.30126,0.0947872,1.78817,0.199645,16.1879,4.44047,69.0421,1.38333,0.0648911,1.87535,0.199491,
6.969,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2665,5.8633,65.8102,-0.328518,-1.06897,0.79804,0.199491,17.869,5.6696,71.1925,0.944249,-1.23951,-0.369358,0.199491,18.2847,5.70827,69.0565,0.852832,-1.30349,1.40195,0.199491,19.3461,3.86761,69.243,0.081245,-1.25747,1.96762,0.199491,19.4633,5.86547,68.7123,1.30137,0.0947555,1.78818,0.199645,16.1885,4.44078,69.0424,1.38323,0.0647405,1.87527,0.199491,
6.9791,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2709,5.86337,65.8147,-0.331103,-1.06851,0.799886,0.199491,17.8668,5.66866,71.1959,0.94289,-1.2398,-0.367414,0.199491,18.2837,5.71108,69.0582,0.850597,-1.30342,1.40548,0.199491,19.3463,3.86756,69.2433,0.0800427,-1.25738,1.96875,0.199491,19.4636,5.86533,68.713,1.30123,0.0947405,1.78813,0.199645,16.1897,4.4415,69.0447,1.38304,0.0640561,1.875,0.199491,
6.9892,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2776,5.86317,65.8223,-0.33422,-1.06724,0.802061,0.199491,17.8635,5.66729,71.2017,0.940238,-1.24011,-0.363869,0.199491,18.282,5.71527,69.0611,0.856924,-1.30269,1.40157,0.199491,19.3464,3.86761,69.2436,0.077805,-1.25713,1.97089,0.199491,19.4639,5.86507,68.7141,1.30144,0.0946765,1.78823,0.199645,16.1917,4.44249,69.0487,1.38308,0.0628199,1.87454,0.199491,
6.9993,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2855,5.86279,65.8315,-0.338343,-1.06591,0.805058,0.199491,17.8594,5.66554,71.209,0.937106,-1.24061,-0.359605,0.199491,18.2801,5.72064,69.0646,0.864449,-1.30184,1.3971,0.199491,19.3465,3.86769,69.2441,0.0747859,-1.25682,1.97377,0.199491,19.4643,5.86474,68.7157,1.30161,0.0946023,1.78834,0.199645,16.1943,4.44369,69.0535,1.38361,0.0611728,1.874,0.199491,
7.0094,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2935,5.86244,65.8408,-0.342986,-1.06483,0.808481,0.199491,17.8548,5.66351,71.2164,0.934121,-1.24121,-0.355383,0.199491,18.2778,5.7264,69.068,0.865809,-1.30138,1.39876,0.199491,19.3467,3.86782,69.2448,0.0723372,-1.25663,1.97613,0.199491,19.4647,5.86443,68.7175,1.30172,0.0945056,1.78835,0.199645,16.1969,4.44491,69.0582,1.3843,0.0594599,1.87346,0.199491,
7.0195,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3006,5.86215,65.8488,-0.346658,-1.06371,0.81112,0.199491,17.8505,5.66158,71.2227,0.931387,-1.24146,-0.35154,0.199491,18.2755,5.73125,69.0707,0.830386,-1.30257,1.43549,0.199491,19.3467,3.86799,69.2453,0.0690604,-1.25627,1.97928,0.199491,19.4647,5.86417,68.7189,1.30207,0.0943896,1.78839,0.199645,16.1993,4.44596,69.0625,1.38165,0.0589878,1.8728,0.199491,
7.0296,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3056,5.86194,65.8543,-0.34912,-1.0629,0.812873,0.199491,17.8474,5.66009,71.2269,0.929729,-1.24174,-0.349067,0.199491,18.2737,5.73473,69.0729,0.846278,-1.30165,1.422,0.199491,19.3467,3.86815,69.2457,0.0690381,-1.25633,1.97934,0.199491,19.4647,5.86406,68.7195,1.30203,0.0943284,1.78833,0.199645,16.2004,4.44658,69.0652,1.3822,0.0579486,1.87251,0.199491,
