time,0_rod(payload_bars compound_2kFFvD).X,0_rod(payload_bars compound_2kFFvD).Y,0_rod(payload_bars compound_2kFFvD).Z,0_rod(payload_bars compound_2kFFvD).Euler1,0_rod(payload_bars compound_2kFFvD).Euler2,0_rod(payload_bars compound_2kFFvD).Euler3,0_rod(payload_bars compound_2kFFvD).mass,1_rod(payload_bars compound_2kFFvD).X,1_rod(payload_bars compound_2kFFvD).Y,1_rod(payload_bars compound_2kFFvD).Z,1_rod(payload_bars compound_2kFFvD).Euler1,1_rod(payload_bars compound_2kFFvD).Euler2,1_rod(payload_bars compound_2kFFvD).Euler3,1_rod(payload_bars compound_2kFFvD).mass,2_rod(payload_bars compound_2kFFvD).X,2_rod(payload_bars compound_2kFFvD).Y,2_rod(payload_bars compound_2kFFvD).Z,2_rod(payload_bars compound_2kFFvD).Euler1,2_rod(payload_bars compound_2kFFvD).Euler2,2_rod(payload_bars compound_2kFFvD).Euler3,2_rod(payload_bars compound_2kFFvD).mass,3_rod(payload_bars compound_2kFFvD).X,3_rod(payload_bars compound_2kFFvD).Y,3_rod(payload_bars compound_2kFFvD).Z,3_rod(payload_bars compound_2kFFvD).Euler1,3_rod(payload_bars compound_2kFFvD).Euler2,3_rod(payload_bars compound_2kFFvD).Euler3,3_rod(payload_bars compound_2kFFvD).mass,4_rod(payload_bars compound_2kFFvD).X,4_rod(payload_bars compound_2kFFvD).Y,4_rod(payload_bars compound_2kFFvD).Z,4_rod(payload_bars compound_2kFFvD).Euler1,4_rod(payload_bars compound_2kFFvD).Euler2,4_rod(payload_bars compound_2kFFvD).Euler3,4_rod(payload_bars compound_2kFFvD).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
4.0905,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2031,5.86147,65.7996,-0.304183,-1.06505,0.779225,0.199491,17.8672,5.67205,71.1704,0.948517,-1.23696,-0.375583,0.199491,18.2576,5.66918,69.063,0.832905,-1.3043,1.40905,0.199491,19.323,3.87164,69.2427,0.0823662,-1.25328,1.96758,0.199491,19.4339,5.86685,68.7078,1.30269,0.0955396,1.79197,0.199645,16.1601,4.43811,69.0396,1.38157,0.0711437,1.88122,0.199491,
4.1006,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2011,5.86166,65.794,-0.301657,-1.06466,0.777112,0.199491,17.869,5.67257,71.1664,0.948795,-1.23546,-0.37639,0.199491,18.2582,5.6673,69.0593,0.835166,-1.30414,1.40589,0.199491,19.3237,3.87051,69.2394,0.0839864,-1.2534,1.96579,0.199491,19.4344,5.86734,68.7041,1.30175,0.0959336,1.79196,0.199645,16.1592,4.43778,69.0358,1.38156,0.0715805,1.88132,0.199491,
4.1107,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2061,5.86205,65.7962,-0.305513,-1.06485,0.779964,0.199491,17.8671,5.67162,71.1685,0.9479,-1.23552,-0.374993,0.199491,18.2572,5.66969,69.0596,0.825441,-1.30457,1.41639,0.199491,19.3243,3.86977,69.2381,0.0840392,-1.25356,1.96556,0.199491,19.4355,5.86755,68.703,1.3025,0.0957676,1.79191,0.199645,16.16,4.43852,69.0362,1.38114,0.0709116,1.8809,0.199491,
4.1208,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2166,5.8621,65.8063,-0.31323,-1.06466,0.785841,0.199491,17.8627,5.66989,71.1767,0.94504,-1.23662,-0.370897,0.199491,18.2557,5.67583,69.064,0.828794,-1.30408,1.41613,0.199491,19.325,3.8694,69.2388,0.0803868,-1.25334,1.96895,0.199491,19.437,5.86709,68.7051,1.30166,0.0958384,1.79173,0.199645,16.1632,4.44022,69.0414,1.38122,0.0691143,1.88017,0.199491,
4.1309,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.231,5.86163,65.8224,-0.322586,-1.06339,0.792934,0.199491,17.8563,5.66752,71.1895,0.93971,-1.23776,-0.363811,0.199491,18.2534,5.68471,69.0709,0.853022,-1.30215,1.39724,0.199491,19.3253,3.86965,69.2401,0.0749212,-1.25288,1.97419,0.199491,19.4382,5.86618,68.7089,1.3023,0.0956031,1.79191,0.199645,16.168,4.4426,69.0499,1.3817,0.0663644,1.87917,0.199491,
4.141,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2477,5.86101,65.8413,-0.331435,-1.06089,0.799364,0.199491,17.8479,5.66391,71.2042,0.933528,-1.23875,-0.355324,0.199491,18.2495,5.69525,69.0783,0.860582,-1.30089,1.39549,0.199491,19.3256,3.86988,69.2413,0.0696849,-1.25239,1.97921,0.199491,19.4391,5.8655,68.7123,1.30278,0.0954055,1.79205,0.199645,16.1732,4.44502,69.0596,1.38217,0.0631693,1.87802,0.199491,
4.1511,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2638,5.86022,65.8596,-0.339261,-1.05805,0.804952,0.199491,17.8386,5.6596,71.2184,0.927748,-1.23961,-0.347046,0.199491,18.2449,5.70623,69.0852,0.858503,-1.30019,1.40332,0.199491,19.3258,3.86988,69.2423,0.0654744,-1.252,1.9832,0.199491,19.4396,5.86517,68.7151,1.30254,0.095339,1.79204,0.199645,16.1782,4.44727,69.0689,1.38286,0.060008,1.87694,0.199491,
4.1612,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2768,5.85937,65.8745,-0.34702,-1.05644,0.810764,0.199491,17.8305,5.65572,71.2306,0.922743,-1.24023,-0.339858,0.199491,18.2407,5.71556,69.0906,0.833586,-1.30056,1.4324,0.199491,19.3258,3.87037,69.2433,0.0630131,-1.25178,1.98565,0.199491,19.4395,5.86471,68.7176,1.30371,0.0949935,1.79219,0.199645,16.1825,4.44888,69.0768,1.3836,0.0573614,1.87604,0.199491,
4.1713,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2845,5.85806,65.8847,-0.351413,-1.05516,0.814304,0.199491,17.8253,5.65325,71.2385,0.919269,-1.24045,-0.335007,0.199491,18.2383,5.72133,69.0945,0.844532,-1.29956,1.42518,0.199491,19.3256,3.87101,69.2443,0.0608502,-1.25161,1.98785,0.199491,19.4391,5.86436,68.7199,1.30363,0.0949287,1.79222,0.199645,16.1854,4.4496,69.082,1.38359,0.0558843,1.87541,0.199491,
4.1814,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2864,5.85739,65.8881,-0.351384,-1.05455,0.814409,0.199491,17.8236,5.65233,71.2411,0.918834,-1.24103,-0.334069,0.199491,18.2376,5.72279,69.0963,0.855551,-1.29901,1.41557,0.199491,19.3254,3.87188,69.2456,0.0593917,-1.25153,1.98943,0.199491,19.4386,5.86415,68.7215,1.30419,0.0947059,1.79219,0.199645,16.1864,4.44941,69.0839,1.383,0.0556971,1.87513,0.199491,
4.1915,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2825,5.85744,65.8842,-0.349783,-1.05588,0.813528,0.199491,17.8255,5.65306,71.2378,0.921214,-1.24152,-0.336904,0.199491,18.2389,5.72001,69.0955,0.847096,-1.29988,1.42233,0.199491,19.3252,3.87281,69.2471,0.060142,-1.25177,1.98892,0.199491,19.4382,5.86397,68.7225,1.30449,0.0945116,1.79196,0.199645,16.1854,4.44834,69.082,1.38234,0.0567735,1.87535,0.199491,
4.2016,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2731,5.85771,65.8735,-0.346406,-1.05844,0.811519,0.199491,17.8308,5.65538,71.2292,0.925463,-1.24143,-0.342533,0.199491,18.2421,5.71345,69.0918,0.84683,-1.30065,1.41916,0.199491,19.3249,3.87332,69.2476,0.0626311,-1.2522,1.98667,0.199491,19.4378,5.86401,68.722,1.30389,0.0945799,1.79166,0.199645,16.1827,4.44658,69.0765,1.38187,0.0586956,1.87587,0.199491,
4.2117,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2596,5.85851,65.8576,-0.337556,-1.05985,0.804834,0.199491,17.8385,5.65877,71.2171,0.930574,-1.24057,-0.349686,0.199491,18.2459,5.70454,69.0857,0.855631,-1.30096,1.40586,0.199491,19.3248,3.87297,69.2465,0.0678239,-1.25272,1.98166,0.199491,19.4374,5.86451,68.719,1.30414,0.0946408,1.79164,0.199645,16.1782,4.44454,69.0683,1.38347,0.0607423,1.87697,0.199491,
4.2218,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2441,5.85904,65.8398,-0.326881,-1.06105,0.796777,0.199491,17.8474,5.66269,71.2028,0.935823,-1.23901,-0.357347,0.199491,18.2503,5.69412,69.0783,0.850104,-1.30186,1.40569,0.199491,19.325,3.87226,69.2448,0.0729011,-1.25309,1.97669,0.199491,19.4372,5.86537,68.7148,1.30328,0.0950175,1.79161,0.199645,16.1736,4.4423,69.0592,1.38199,0.0641096,1.87798,0.199491,
4.2319,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2296,5.85994,65.8218,-0.319765,-1.06392,0.791613,0.199491,17.8558,5.66631,71.1891,0.94183,-1.23829,-0.365586,0.199491,18.2546,5.68445,69.0713,0.849685,-1.30274,1.40082,0.199491,19.3254,3.872,69.2438,0.07832,-1.25367,1.97149,0.199491,19.4372,5.86595,68.7116,1.3031,0.0951279,1.79142,0.199645,16.1692,4.44033,69.0499,1.38143,0.0670959,1.87899,0.199491,
4.242,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2185,5.86076,65.807,-0.314328,-1.06638,0.787631,0.199491,17.8627,5.66926,71.1779,0.946771,-1.23775,-0.372355,0.199491,18.2582,5.6765,69.0656,0.839528,-1.30405,1.4063,0.199491,19.326,3.87166,69.2428,0.082427,-1.25418,1.9675,0.199491,19.4374,5.8664,68.7093,1.30281,0.0952371,1.7912,0.199645,16.1657,4.43869,69.0422,1.38114,0.0694019,1.87976,0.199491,
4.2521,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2122,5.86124,65.7982,-0.307971,-1.06626,0.782501,0.199491,17.8675,5.67133,71.171,0.949251,-1.23704,-0.376082,0.199491,18.2607,5.67155,69.062,0.838134,-1.30448,1.40493,0.199491,19.3266,3.87106,69.2415,0.0833253,-1.25425,1.96651,0.199491,19.4381,5.86689,68.707,1.30209,0.0954802,1.79111,0.199645,16.1638,4.43787,69.0374,1.38098,0.0706789,1.88012,0.199491,
4.2622,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2122,5.86172,65.7961,-0.305689,-1.06564,0.780406,0.199491,17.869,5.67203,71.1694,0.949639,-1.23678,-0.376845,0.199491,18.2618,5.67083,69.0607,0.836725,-1.30455,1.40567,0.199491,19.3273,3.87057,69.2406,0.0831562,-1.25427,1.96656,0.199491,19.439,5.86703,68.7059,1.30239,0.0954591,1.79112,0.199645,16.1638,4.43817,69.036,1.38112,0.0707715,1.8801,0.199491,
4.2723,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2182,5.86203,65.8011,-0.310084,-1.06578,0.78369,0.199491,17.8669,5.6712,71.1731,0.948234,-1.2372,-0.374861,0.199491,18.2615,5.67447,69.0623,0.835825,-1.30442,1.4081,0.199491,19.3278,3.87044,69.2409,0.0819931,-1.25431,1.96764,0.199491,19.4399,5.86679,68.7068,1.30191,0.0954912,1.79095,0.199645,16.166,4.43945,69.0381,1.38144,0.0697311,1.8797,0.199491,
4.2824,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.229,5.86186,65.8125,-0.316438,-1.06465,0.788408,0.199491,17.8618,5.66912,71.1821,0.944653,-1.23799,-0.36989,0.199491,18.2596,5.6813,69.0669,0.841047,-1.30365,1.40647,0.199491,19.3281,3.87047,69.2418,0.0787693,-1.25407,1.9707,0.199491,19.4408,5.86628,68.709,1.30221,0.0953372,1.79097,0.199645,16.1695,4.44119,69.0439,1.38173,0.0677616,1.87897,0.199491,
4.2925,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2427,5.86107,65.8287,-0.323626,-1.06236,0.793736,0.199491,17.8545,5.66599,71.1949,0.939318,-1.23887,-0.362544,0.199491,18.2561,5.69011,69.0735,0.854163,-1.30225,1.39858,0.199491,19.3284,3.87064,69.2427,0.0739298,-1.2536,1.97533,0.199491,19.4415,5.86576,68.712,1.30268,0.0951666,1.79115,0.199645,16.1737,4.44297,69.0524,1.38194,0.0651201,1.87798,0.199491,
4.3026,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2576,5.86004,65.8465,-0.332181,-1.06018,0.800183,0.199491,17.8458,5.66203,71.2091,0.933593,-1.23988,-0.354428,0.199491,18.2518,5.70018,69.0807,0.861366,-1.30114,1.39715,0.199491,19.3285,3.87101,69.2439,0.0687031,-1.25311,1.98038,0.199491,19.442,5.86523,68.7154,1.3028,0.0950275,1.79124,0.199645,16.1783,4.44478,69.0616,1.38254,0.0620971,1.87693,0.199491,
4.3127,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2715,5.85897,65.8631,-0.34093,-1.05847,0.806858,0.199491,17.8372,5.65803,71.2223,0.928153,-1.24066,-0.346672,0.199491,18.2475,5.7101,69.0869,0.85389,-1.30076,1.40976,0.199491,19.3284,3.8715,69.245,0.0642762,-1.25271,1.98469,0.199491,19.442,5.8647,68.7186,1.30371,0.0947103,1.79136,0.199645,16.183,4.44659,69.0702,1.38228,0.0595402,1.8759,0.199491,
4.3228,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2826,5.85829,65.8758,-0.346822,-1.05673,0.811157,0.199491,17.8302,5.65465,71.2326,0.923946,-1.24119,-0.34059,0.199491,18.2439,5.71814,69.0915,0.847754,-1.30041,1.42002,0.199491,19.3282,3.87193,69.2458,0.0629647,-1.25264,1.98603,0.199491,19.4418,5.86433,68.7207,1.30378,0.0946105,1.79137,0.199645,16.1864,4.44799,69.0767,1.38376,0.0569916,1.87518,0.199491,
4.3329,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2889,5.85752,65.8836,-0.35038,-1.05572,0.813902,0.199491,17.8264,5.65283,71.2382,0.921257,-1.24116,-0.33691,0.199491,18.2421,5.72242,69.0943,0.845277,-1.30007,1.42483,0.199491,19.3281,3.87213,69.2463,0.0604744,-1.25235,1.98844,0.199491,19.4416,5.86416,68.722,1.30411,0.094502,1.79146,0.199645,16.1887,4.44861,69.0807,1.38407,0.0557347,1.87473,0.199491,
4.343,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2894,5.85742,65.8845,-0.350446,-1.05557,0.813954,0.199491,17.8264,5.65286,71.2392,0.921069,-1.24143,-0.336677,0.199491,18.242,5.72268,69.095,0.852286,-1.29972,1.41819,0.199491,19.328,3.87228,69.2467,0.0600178,-1.25231,1.98891,0.199491,19.4416,5.86397,68.7226,1.30428,0.0944516,1.79149,0.199645,16.1888,4.44868,69.0814,1.38362,0.0557668,1.87465,0.199491,
4.3531,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2844,5.85792,65.8783,-0.349203,-1.05722,0.813225,0.199491,17.8296,5.65434,71.2346,0.923566,-1.2416,-0.339999,0.199491,18.2437,5.71894,69.0931,0.850496,-1.30023,1.41784,0.199491,19.3281,3.87217,69.2469,0.0613986,-1.25249,1.98757,0.199491,19.4419,5.86406,68.7221,1.30383,0.0945559,1.79136,0.199645,16.1871,4.44791,69.0785,1.38269,0.0570962,1.87501,0.199491,
4.3632,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2744,5.85868,65.8663,-0.343868,-1.05894,0.809308,0.199491,17.8357,5.65708,71.2251,0.927755,-1.24111,-0.345803,0.199491,18.2469,5.71189,69.0886,0.843487,-1.30118,1.42073,0.199491,19.3282,3.87175,69.2463,0.0651483,-1.2529,1.98392,0.199491,19.4419,5.86441,68.72,1.30377,0.0946217,1.79126,0.199645,16.1839,4.44649,69.0724,1.38165,0.0593291,1.87566,0.199491,
4.3733,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2609,5.85951,65.8502,-0.335925,-1.06081,0.8034,0.199491,17.8437,5.66067,71.2125,0.932827,-1.2401,-0.353024,0.199491,18.2511,5.70288,69.0823,0.872244,-1.30046,1.38808,0.199491,19.3281,3.87143,69.2451,0.0712703,-1.25354,1.97803,0.199491,19.4417,5.86493,68.7168,1.30314,0.0948665,1.79114,0.199645,16.1793,4.44455,69.0638,1.38416,0.0611259,1.87681,0.199491,
4.3834,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2458,5.86005,65.8327,-0.328132,-1.06329,0.79782,0.199491,17.8524,5.66449,71.1988,0.93812,-1.23883,-0.360646,0.199491,18.2556,5.69285,69.0752,0.85352,-1.30212,1.40081,0.199491,19.3284,3.87114,69.2438,0.0751108,-1.25382,1.97432,0.199491,19.4413,5.86553,68.7137,1.30293,0.0950657,1.79113,0.199645,16.1753,4.44234,69.0551,1.3833,0.0641943,1.8778,0.199491,
4.3935,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2322,5.86078,65.816,-0.320981,-1.06571,0.792589,0.199491,17.86,5.66773,71.1864,0.943453,-1.23806,-0.368,0.199491,18.2592,5.68384,69.0688,0.842262,-1.30353,1.40683,0.199491,19.3288,3.87077,69.2428,0.0796413,-1.25429,1.96994,0.199491,19.4414,5.86613,68.7106,1.30262,0.0951899,1.79094,0.199645,16.1708,4.4404,69.0466,1.38215,0.0671788,1.87873,0.199491,
4.4036,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2222,5.8613,65.8033,-0.314483,-1.06696,0.787649,0.199491,17.8657,5.67004,71.1765,0.94777,-1.23749,-0.37383,0.199491,18.262,5.67677,69.0639,0.840028,-1.30429,1.4053,0.199491,19.3293,3.87029,69.2416,0.0831416,-1.25468,1.9665,0.199491,19.4415,5.86679,68.708,1.30209,0.0953791,1.79076,0.199645,16.1676,4.43879,69.0399,1.38091,0.0694756,1.87931,0.199491,
4.4137,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2175,5.86162,65.7966,-0.31018,-1.06711,0.784228,0.199491,17.8692,5.67156,71.1712,0.949567,-1.23688,-0.376555,0.199491,18.2639,5.67318,69.0608,0.839764,-1.30452,1.40359,0.199491,19.3297,3.87004,69.2405,0.0839104,-1.25474,1.96572,0.199491,19.4418,5.86707,68.7062,1.30217,0.0954277,1.79076,0.199645,16.1663,4.43819,69.0361,1.38066,0.070485,1.87957,0.199491,
4.4238,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2189,5.86195,65.7965,-0.310421,-1.06706,0.784261,0.199491,17.8696,5.6718,71.1712,0.949376,-1.23682,-0.37645,0.199491,18.2646,5.67384,69.0603,0.837523,-1.30459,1.40582,0.199491,19.33,3.86994,69.2402,0.0832401,-1.25475,1.96633,0.199491,19.4424,5.86696,68.7061,1.30187,0.0954883,1.79068,0.199645,16.167,4.43874,69.0356,1.38107,0.0701991,1.87947,0.199491,
4.4339,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2261,5.86212,65.8033,-0.314144,-1.06629,0.786891,0.199491,17.8667,5.67063,71.1763,0.947448,-1.23741,-0.373715,0.199491,18.2638,5.67824,69.0628,0.838309,-1.30429,1.4071,0.199491,19.3305,3.86974,69.2406,0.0814754,-1.25469,1.96796,0.199491,19.4434,5.86673,68.7072,1.30192,0.0954012,1.7906,0.199645,16.1695,4.44006,69.0388,1.3815,0.0688787,1.87901,0.199491,
4.444,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2377,5.86186,65.8158,-0.320274,-1.06467,0.791355,0.199491,17.8612,5.66837,71.1861,0.943419,-1.23822,-0.368176,0.199491,18.2614,5.68538,69.068,0.846456,-1.30331,1.4029,0.199491,19.3309,3.86971,69.2414,0.0781746,-1.25442,1.97108,0.199491,19.4443,5.86626,68.7094,1.30214,0.0952774,1.79066,0.199645,16.1729,4.4418,69.0454,1.38183,0.0667367,1.87822,0.199491,
4.4541,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2517,5.86111,65.8321,-0.328456,-1.06279,0.797502,0.199491,17.8537,5.66517,71.199,0.938114,-1.23913,-0.360833,0.199491,18.2579,5.6944,69.0746,0.857502,-1.30203,1.39707,0.199491,19.3311,3.87,69.2425,0.0734509,-1.254,1.97563,0.199491,19.4449,5.86566,68.7126,1.30232,0.0951503,1.79077,0.199645,16.1773,4.44367,69.0538,1.38223,0.0640015,1.87722,0.199491,
4.4642,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.266,5.86018,65.8493,-0.336746,-1.06071,0.803714,0.199491,17.8453,5.66137,71.2126,0.932609,-1.24008,-0.353039,0.199491,18.2539,5.70438,69.0813,0.863201,-1.30101,1.39694,0.199491,19.3312,3.87033,69.2437,0.0684183,-1.25353,1.98049,0.199491,19.4454,5.86514,68.7159,1.30294,0.0948999,1.79088,0.199645,16.1819,4.44559,69.0626,1.38306,0.0610171,1.87623,0.199491,
4.4743,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2788,5.85928,65.8646,-0.343619,-1.05859,0.808781,0.199491,17.8374,5.6577,71.2248,0.927436,-1.24067,-0.345751,0.199491,18.2497,5.71351,69.0868,0.832824,-1.30165,1.43118,0.199491,19.3312,3.87067,69.2446,0.0630711,-1.25294,1.98564,0.199491,19.4454,5.86469,68.7186,1.30327,0.0947552,1.791,0.199645,16.1863,4.4474,69.0707,1.38089,0.0592551,1.87517,0.199491,
4.4844,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2885,5.8586,65.8757,-0.348756,-1.05709,0.812568,0.199491,17.8314,5.65479,71.2335,0.923875,-1.24113,-0.34058,0.199491,18.2466,5.72035,69.091,0.850362,-1.30034,1.41799,0.199491,19.331,3.87106,69.2453,0.0619122,-1.2529,1.98683,0.199491,19.4452,5.8644,68.7203,1.30359,0.0945848,1.791,0.199645,16.1891,4.44857,69.0761,1.3821,0.0571155,1.87457,0.199491,
4.4945,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2928,5.858,65.8814,-0.351164,-1.05633,0.81444,0.199491,17.8287,5.65347,71.2378,0.922113,-1.24132,-0.338086,0.199491,18.2454,5.72332,69.0933,0.853839,-1.29987,1.41638,0.199491,19.3307,3.87134,69.2458,0.0607286,-1.25278,1.98801,0.199491,19.4449,5.86422,68.7217,1.3039,0.0945007,1.79109,0.199645,16.1907,4.44885,69.0792,1.38304,0.0559546,1.87425,0.199491,
4.5046,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2916,5.85797,65.8804,-0.350377,-1.05658,0.813923,0.199491,17.8295,5.65388,71.2372,0.922531,-1.24147,-0.338693,0.199491,18.2458,5.72251,69.0931,0.849617,-1.30018,1.42001,0.199491,19.3306,3.87164,69.2464,0.0603811,-1.25277,1.98841,0.199491,19.4449,5.86405,68.7221,1.30379,0.094489,1.79105,0.199645,16.1903,4.44854,69.0789,1.38347,0.0560524,1.87433,0.199491,
