time,0_rod(payload_bars compound_6rRHNu).X,0_rod(payload_bars compound_6rRHNu).Y,0_rod(payload_bars compound_6rRHNu).Z,0_rod(payload_bars compound_6rRHNu).Euler1,0_rod(payload_bars compound_6rRHNu).Euler2,0_rod(payload_bars compound_6rRHNu).Euler3,0_rod(payload_bars compound_6rRHNu).mass,1_rod(payload_bars compound_6rRHNu).X,1_rod(payload_bars compound_6rRHNu).Y,1_rod(payload_bars compound_6rRHNu).Z,1_rod(payload_bars compound_6rRHNu).Euler1,1_rod(payload_bars compound_6rRHNu).Euler2,1_rod(payload_bars compound_6rRHNu).Euler3,1_rod(payload_bars compound_6rRHNu).mass,2_rod(payload_bars compound_6rRHNu).X,2_rod(payload_bars compound_6rRHNu).Y,2_rod(payload_bars compound_6rRHNu).Z,2_rod(payload_bars compound_6rRHNu).Euler1,2_rod(payload_bars compound_6rRHNu).Euler2,2_rod(payload_bars compound_6rRHNu).Euler3,2_rod(payload_bars compound_6rRHNu).mass,3_rod(payload_bars compound_6rRHNu).X,3_rod(payload_bars compound_6rRHNu).Y,3_rod(payload_bars compound_6rRHNu).Z,3_rod(payload_bars compound_6rRHNu).Euler1,3_rod(payload_bars compound_6rRHNu).Euler2,3_rod(payload_bars compound_6rRHNu).Euler3,3_rod(payload_bars compound_6rRHNu).mass,4_rod(sense_bar compound_6rRHNu).X,4_rod(sense_bar compound_6rRHNu).Y,4_rod(sense_bar compound_6rRHNu).Z,4_rod(sense_bar compound_6rRHNu).Euler1,4_rod(sense_bar compound_6rRHNu).Euler2,4_rod(sense_bar compound_6rRHNu).Euler3,4_rod(sense_bar compound_6rRHNu).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.5959,2.43865e-06,32.5915,0.00848436,-0.000134535,-0.000125091,0.000106841,0.24652,2.43865e-06,32.5915,0.00848436,-0.000134535,-0.000125091,0.000106841,0.24652,2.43865e-06,32.5915,0.00848436,-0.000134535,-0.000125091,0.000106841,0.24652,2.43865e-06,32.5915,0.00848436,-0.000134535,-0.000125091,0.000106841,0.24652,2.43865e-06,32.5915,0.00848436,-0.000134535,-0.000125091,0.000106841,0.24652,-0.72943,32.5739,0.0154106,0.00505498,0.0130181,-2.35188,0.0593527,0.754058,32.5693,0.0109419,0.00567632,0.0136301,-2.35187,0.0593527,0.0080965,32.0494,-0.513471,-0.0145413,0.0370822,2.35177,0.0593527,0.016531,33.0937,0.539822,-0.017291,0.0398049,2.35166,0.0593527,0.000329971,33.094,-0.513268,-1.57383,-0.00182842,-0.00305234,0.0593527,0.0242857,32.0492,0.539651,-1.57383,-0.0036393,-0.00304638,0.0593527,
0.606,6.92153e-06,31.9961,0.00848329,-0.000132484,-0.000124598,0.000119322,0.24652,6.92153e-06,31.9961,0.00848329,-0.000132484,-0.000124598,0.000119322,0.24652,6.92153e-06,31.9961,0.00848329,-0.000132484,-0.000124598,0.000119322,0.24652,6.92153e-06,31.9961,0.00848329,-0.000132484,-0.000124598,0.000119322,0.24652,6.92153e-06,31.9961,0.00848329,-0.000132484,-0.000124598,0.000119322,0.24652,-0.729426,31.9785,0.0154124,0.00567882,0.013635,-2.35187,0.0593527,0.754062,31.9739,0.0109448,0.00536315,0.0133167,-2.35188,0.0593527,0.00808127,31.454,-0.513471,-0.0168353,0.0393529,2.35168,0.0593527,0.0165182,32.4984,0.539822,-0.01571,0.0382382,2.35172,0.0593527,0.000331775,32.4986,-0.513269,-1.57382,-0.00214094,-0.00305278,0.0593527,0.024286,31.4538,0.539651,-1.57383,-0.00393002,-0.00304281,0.0593527,
0.6161,8.55793e-06,31.3908,0.00848497,-0.000115708,-0.000132122,0.000111528,0.24652,8.55793e-06,31.3908,0.00848497,-0.000115708,-0.000132122,0.000111528,0.24652,8.55793e-06,31.3908,0.00848497,-0.000115708,-0.000132122,0.000111528,0.24652,8.55793e-06,31.3908,0.00848497,-0.000115708,-0.000132122,0.000111528,0.24652,8.55793e-06,31.3908,0.00848497,-0.000115708,-0.000132122,0.000111528,0.24652,-0.729424,31.3731,0.015417,0.00642481,0.0143721,-2.35186,0.0593527,0.754062,31.3685,0.0109428,0.00583457,0.0137871,-2.35187,0.0593527,0.00807666,30.8487,-0.51347,-0.0172477,0.0397563,2.35167,0.0593527,0.0165145,31.893,0.539823,-0.0152283,0.0377565,2.35174,0.0593527,0.000334872,31.8932,-0.513274,-1.57382,-0.0039801,-0.00305285,0.0593527,0.0242826,30.8484,0.539645,-1.57384,-0.00256902,-0.00304128,0.0593527,
0.6262,4.28475e-06,30.7754,0.00848614,-0.000118294,-0.000135276,9.23805e-05,0.24652,4.28475e-06,30.7754,0.00848614,-0.000118294,-0.000135276,9.23805e-05,0.24652,4.28475e-06,30.7754,0.00848614,-0.000118294,-0.000135276,9.23805e-05,0.24652,4.28475e-06,30.7754,0.00848614,-0.000118294,-0.000135276,9.23805e-05,0.24652,4.28475e-06,30.7754,0.00848614,-0.000118294,-0.000135276,9.23805e-05,0.24652,-0.729428,30.7577,0.0154155,0.00584936,0.0138035,-2.35187,0.0593527,0.754059,30.7532,0.0109397,0.00617288,0.0141252,-2.35187,0.0593527,0.00809146,30.2333,-0.513469,-0.0149878,0.0375197,2.35175,0.0593527,0.0165269,31.2776,0.539823,-0.0167802,0.0392946,2.35168,0.0593527,0.00033278,31.2778,-0.513274,-1.57382,-0.00389351,-0.0030525,0.0593527,0.0242824,30.233,0.539643,-1.57384,-0.00210475,-0.00304475,0.0593527,
0.6363,2.26472e-06,30.15,0.00848471,-0.000133173,-0.00012637,8.0197e-05,0.24652,2.26472e-06,30.15,0.00848471,-0.000133173,-0.00012637,8.0197e-05,0.24652,2.26472e-06,30.15,0.00848471,-0.000133173,-0.00012637,8.0197e-05,0.24652,2.26472e-06,30.15,0.00848471,-0.000133173,-0.00012637,8.0197e-05,0.24652,2.26472e-06,30.15,0.00848471,-0.000133173,-0.00012637,8.0197e-05,0.24652,-0.72943,30.1323,0.0154108,0.00506294,0.0130258,-2.35188,0.0593527,0.754058,30.1278,0.0109415,0.005727,0.0136808,-2.35187,0.0593527,0.00809718,29.6079,-0.513471,-0.0144229,0.0369649,2.35178,0.0593527,0.0165316,30.6522,0.539822,-0.0173701,0.0398833,2.35166,0.0593527,0.000329975,30.6524,-0.513267,-1.57383,-0.00204438,-0.00305233,0.0593527,0.0242855,29.6076,0.539648,-1.57383,-0.00340943,-0.00304654,0.0593527,
0.6464,6.49876e-06,29.5146,0.00848328,-0.000129684,-0.000120304,8.53571e-05,0.24652,6.49876e-06,29.5146,0.00848328,-0.000129684,-0.000120304,8.53571e-05,0.24652,6.49876e-06,29.5146,0.00848328,-0.000129684,-0.000120304,8.53571e-05,0.24652,6.49876e-06,29.5146,0.00848328,-0.000129684,-0.000120304,8.53571e-05,0.24652,6.49876e-06,29.5146,0.00848328,-0.000129684,-0.000120304,8.53571e-05,0.24652,-0.729426,29.4969,0.0154118,0.00558674,0.013544,-2.35187,0.0593527,0.754061,29.4923,0.0109448,0.00536481,0.0133182,-2.35188,0.0593527,0.0080827,28.9725,-0.513471,-0.0166385,0.0391578,2.35169,0.0593527,0.0165193,30.0168,0.539821,-0.0158552,0.0383818,2.35172,0.0593527,0.000332272,30.017,-0.513266,-1.57382,-0.00190421,-0.00305267,0.0593527,0.0242854,28.9722,0.53965,-1.57383,-0.00403783,-0.0030431,0.0593527,
0.6565,8.68769e-06,28.8692,0.00848463,-0.000115609,-0.00012948,0.000101475,0.24652,8.68769e-06,28.8692,0.00848463,-0.000115609,-0.00012948,0.000101475,0.24652,8.68769e-06,28.8692,0.00848463,-0.000115609,-0.00012948,0.000101475,0.24652,8.68769e-06,28.8692,0.00848463,-0.000115609,-0.00012948,0.000101475,0.24652,8.68769e-06,28.8692,0.00848463,-0.000115609,-0.00012948,0.000101475,0.24652,-0.729424,28.8515,0.0154166,0.00640906,0.0143568,-2.35186,0.0593527,0.754062,28.8469,0.0109432,0.00578333,0.0137357,-2.35187,0.0593527,0.00807614,28.327,-0.51347,-0.0173521,0.0398598,2.35166,0.0593527,0.016514,29.3714,0.539823,-0.0151587,0.0376876,2.35174,0.0593527,0.000335136,29.3716,-0.513273,-1.57382,-0.00373367,-0.0030528,0.0593527,0.0242826,28.3268,0.539645,-1.57384,-0.00281073,-0.00304114,0.0593527,
0.6666,4.73496e-06,28.2137,0.00848619,-0.000120003,-0.000138172,0.000112674,0.24652,4.73496e-06,28.2137,0.00848619,-0.000120003,-0.000138172,0.000112674,0.24652,4.73496e-06,28.2137,0.00848619,-0.000120003,-0.000138172,0.000112674,0.24652,4.73496e-06,28.2137,0.00848619,-0.000120003,-0.000138172,0.000112674,0.24652,4.73496e-06,28.2137,0.00848619,-0.000120003,-0.000138172,0.000112674,0.24652,-0.729428,28.1961,0.015416,0.00594024,0.0138933,-2.35187,0.0593527,0.754059,28.1915,0.0109398,0.00616755,0.01412,-2.35187,0.0593527,0.00808998,27.6716,-0.513469,-0.015191,0.0377209,2.35174,0.0593527,0.0165257,28.716,0.539823,-0.0166297,0.0391457,2.35168,0.0593527,0.000332525,28.7162,-0.513275,-1.57382,-0.00409888,-0.0030526,0.0593527,0.0242828,27.6714,0.539644,-1.57384,-0.0020265,-0.00304441,0.0593527,
0.6767,2.14862e-06,27.5483,0.00848498,-0.00013405,-0.000129698,0.00010934,0.24652,2.14862e-06,27.5483,0.00848498,-0.00013405,-0.000129698,0.00010934,0.24652,2.14862e-06,27.5483,0.00848498,-0.00013405,-0.000129698,0.00010934,0.24652,2.14862e-06,27.5483,0.00848498,-0.00013405,-0.000129698,0.00010934,0.24652,2.14862e-06,27.5483,0.00848498,-0.00013405,-0.000129698,0.00010934,0.24652,-0.72943,27.5306,0.0154114,0.00508578,0.0130482,-2.35188,0.0593527,0.754058,27.5261,0.0109412,0.00577836,0.0137323,-2.35187,0.0593527,0.0080976,27.0062,-0.513471,-0.0143328,0.0368756,2.35178,0.0593527,0.0165321,28.0505,0.539822,-0.0174295,0.039942,2.35165,0.0593527,0.000329599,28.0507,-0.51327,-1.57383,-0.00231646,-0.00305238,0.0593527,0.0242857,27.006,0.539649,-1.57383,-0.00315827,-0.00304668,0.0593527,
0.6868,6.05426e-06,26.8729,0.00848326,-0.000129151,-0.00011885,9.62349e-05,0.24652,6.05426e-06,26.8729,0.00848326,-0.000129151,-0.00011885,9.62349e-05,0.24652,6.05426e-06,26.8729,0.00848326,-0.000129151,-0.00011885,9.62349e-05,0.24652,6.05426e-06,26.8729,0.00848326,-0.000129151,-0.00011885,9.62349e-05,0.24652,6.05426e-06,26.8729,0.00848326,-0.000129151,-0.00011885,9.62349e-05,0.24652,-0.729426,26.8552,0.0154114,0.00549801,0.0134563,-2.35188,0.0593527,0.754061,26.8507,0.0109446,0.00537385,0.0133273,-2.35188,0.0593527,0.00808415,26.3308,-0.513471,-0.0164298,0.0389512,2.3517,0.0593527,0.0165206,27.3751,0.539821,-0.0160103,0.0385354,2.35171,0.0593527,0.00033226,27.3753,-0.513266,-1.57383,-0.00173407,-0.00305263,0.0593527,0.0242852,26.3305,0.539651,-1.57383,-0.00408656,-0.00304346,0.0593527,
0.6969,8.75868e-06,26.1874,0.00848428,-0.000114609,-0.000126104,8.63186e-05,0.24652,8.75868e-06,26.1874,0.00848428,-0.000114609,-0.000126104,8.63186e-05,0.24652,8.75868e-06,26.1874,0.00848428,-0.000114609,-0.000126104,8.63186e-05,0.24652,8.75868e-06,26.1874,0.00848428,-0.000114609,-0.000126104,8.63186e-05,0.24652,8.75868e-06,26.1874,0.00848428,-0.000114609,-0.000126104,8.63186e-05,0.24652,-0.729424,26.1698,0.0154162,0.00637948,0.0143278,-2.35186,0.0593527,0.754062,26.1652,0.0109436,0.00573257,0.0136847,-2.35187,0.0593527,0.00807583,25.6453,-0.51347,-0.0174281,0.039935,2.35166,0.0593527,0.0165136,26.6896,0.539822,-0.0151102,0.0376395,2.35175,0.0593527,0.000335528,26.6899,-0.513271,-1.57382,-0.00344235,-0.00305275,0.0593527,0.0242823,25.6451,0.539645,-1.57383,-0.00306953,-0.00304106,0.0593527,
0.707,5.19691e-06,25.492,0.00848622,-0.000119587,-0.000138473,8.79362e-05,0.24652,5.19691e-06,25.492,0.00848622,-0.000119587,-0.000138473,8.79362e-05,0.24652,5.19691e-06,25.492,0.00848622,-0.000119587,-0.000138473,8.79362e-05,0.24652,5.19691e-06,25.492,0.00848622,-0.000119587,-0.000138473,8.79362e-05,0.24652,5.19691e-06,25.492,0.00848622,-0.000119587,-0.000138473,8.79362e-05,0.24652,-0.729427,25.4743,0.0154163,0.00602642,0.0139784,-2.35187,0.0593527,0.754059,25.4698,0.0109399,0.00615461,0.014107,-2.35186,0.0593527,0.0080885,24.9499,-0.513469,-0.0154039,0.0379317,2.35174,0.0593527,0.0165244,25.9942,0.539823,-0.0164707,0.0389882,2.35169,0.0593527,0.000332737,25.9944,-0.513274,-1.57382,-0.00423252,-0.00305263,0.0593527,0.0242828,24.9496,0.539642,-1.57384,-0.00200978,-0.003044,0.0593527,
0.7171,2.10118e-06,24.7865,0.00848534,-0.000134783,-0.000132729,9.82447e-05,0.24652,2.10118e-06,24.7865,0.00848534,-0.000134783,-0.000132729,9.82447e-05,0.24652,2.10118e-06,24.7865,0.00848534,-0.000134783,-0.000132729,9.82447e-05,0.24652,2.10118e-06,24.7865,0.00848534,-0.000134783,-0.000132729,9.82447e-05,0.24652,2.10118e-06,24.7865,0.00848534,-0.000134783,-0.000132729,9.82447e-05,0.24652,-0.72943,24.7689,0.0154118,0.00512142,0.0130832,-2.35188,0.0593527,0.754058,24.7643,0.0109409,0.00582804,0.013782,-2.35187,0.0593527,0.00809787,24.2444,-0.51347,-0.0142712,0.0368147,2.35178,0.0593527,0.0165323,25.2887,0.539822,-0.0174667,0.039979,2.35165,0.0593527,0.000329281,25.289,-0.51327,-1.57383,-0.00262214,-0.00305239,0.0593527,0.0242859,24.2442,0.539647,-1.57383,-0.00289498,-0.00304672,0.0593527,
0.7272,5.60046e-06,24.0711,0.00848333,-0.000130141,-0.000119318,0.000107223,0.24652,5.60046e-06,24.0711,0.00848333,-0.000130141,-0.000119318,0.000107223,0.24652,5.60046e-06,24.0711,0.00848333,-0.000130141,-0.000119318,0.000107223,0.24652,5.60046e-06,24.0711,0.00848333,-0.000130141,-0.000119318,0.000107223,0.24652,5.60046e-06,24.0711,0.00848333,-0.000130141,-0.000119318,0.000107223,0.24652,-0.729427,24.0534,0.0154111,0.00541489,0.013374,-2.35188,0.0593527,0.754061,24.0488,0.0109443,0.00539048,0.0133441,-2.35188,0.0593527,0.00808563,23.5289,-0.513471,-0.0162129,0.0387366,2.35171,0.0593527,0.0165219,24.5733,0.539821,-0.0161719,0.0386957,2.3517,0.0593527,0.000331898,24.5735,-0.513267,-1.57383,-0.00163683,-0.00305262,0.0593527,0.0242854,23.5287,0.539652,-1.57383,-0.0040691,-0.00304385,0.0593527,
0.7373,8.76655e-06,23.3456,0.00848387,-0.000114264,-0.000123508,0.000107127,0.24652,8.76655e-06,23.3456,0.00848387,-0.000114264,-0.000123508,0.000107127,0.24652,8.76655e-06,23.3456,0.00848387,-0.000114264,-0.000123508,0.000107127,0.24652,8.76655e-06,23.3456,0.00848387,-0.000114264,-0.000123508,0.000107127,0.24652,8.76655e-06,23.3456,0.00848387,-0.000114264,-0.000123508,0.000107127,0.24652,-0.729424,23.3279,0.0154158,0.00633816,0.0142873,-2.35186,0.0593527,0.754062,23.3234,0.0109439,0.00568454,0.0136366,-2.35187,0.0593527,0.00807567,22.8035,-0.51347,-0.017475,0.0399813,2.35166,0.0593527,0.0165135,23.8478,0.539822,-0.0150843,0.0376137,2.35174,0.0593527,0.000335756,23.848,-0.513271,-1.57382,-0.00312585,-0.00305274,0.0593527,0.0242823,22.8033,0.539648,-1.57383,-0.00333161,-0.00304107,0.0593527,
0.7474,5.65455e-06,22.6101,0.0084861,-0.000118281,-0.000137547,9.88656e-05,0.24652,5.65455e-06,22.6101,0.0084861,-0.000118281,-0.000137547,9.88656e-05,0.24652,5.65455e-06,22.6101,0.0084861,-0.000118281,-0.000137547,9.88656e-05,0.24652,5.65455e-06,22.6101,0.0084861,-0.000118281,-0.000137547,9.88656e-05,0.24652,5.65455e-06,22.6101,0.0084861,-0.000118281,-0.000137547,9.88656e-05,0.24652,-0.729427,22.5924,0.0154166,0.0061063,0.0140574,-2.35187,0.0593527,0.75406,22.5879,0.0109402,0.00613446,0.0140868,-2.35187,0.0593527,0.00808697,22.068,-0.513469,-0.0156236,0.0381489,2.35173,0.0593527,0.0165231,23.1123,0.539823,-0.0163073,0.0388259,2.3517,0.0593527,0.000333181,23.1125,-0.513275,-1.57382,-0.00429234,-0.00305267,0.0593527,0.0242825,22.0678,0.539643,-1.57384,-0.00206209,-0.00304362,0.0593527,
0.7575,2.12014e-06,21.8646,0.00848568,-0.000134782,-0.00013493,9.05712e-05,0.24652,2.12014e-06,21.8646,0.00848568,-0.000134782,-0.00013493,9.05712e-05,0.24652,2.12014e-06,21.8646,0.00848568,-0.000134782,-0.00013493,9.05712e-05,0.24652,2.12014e-06,21.8646,0.00848568,-0.000134782,-0.00013493,9.05712e-05,0.24652,2.12014e-06,21.8646,0.00848568,-0.000134782,-0.00013493,9.05712e-05,0.24652,-0.72943,21.847,0.0154122,0.00516797,0.0131289,-2.35188,0.0593527,0.754058,21.8424,0.0109406,0.005874,0.013828,-2.35187,0.0593527,0.00809793,21.3225,-0.51347,-0.0142394,0.0367832,2.35178,0.0593527,0.0165324,22.3668,0.539823,-0.0174815,0.0399937,2.35165,0.0593527,0.000329154,22.3671,-0.513271,-1.57383,-0.00294646,-0.00305239,0.0593527,0.0242859,21.3223,0.539646,-1.57383,-0.00263985,-0.0030467,0.0593527,
0.7676,5.14922e-06,21.1091,0.00848353,-0.000131616,-0.000120584,8.9833e-05,0.24652,5.14922e-06,21.1091,0.00848353,-0.000131616,-0.000120584,8.9833e-05,0.24652,5.14922e-06,21.1091,0.00848353,-0.000131616,-0.000120584,8.9833e-05,0.24652,5.14922e-06,21.1091,0.00848353,-0.000131616,-0.000120584,8.9833e-05,0.24652,5.14922e-06,21.1091,0.00848353,-0.000131616,-0.000120584,8.9833e-05,0.24652,-0.729427,21.0915,0.0154108,0.00533851,0.0132983,-2.35188,0.0593527,0.754061,21.0869,0.010944,0.00541381,0.0133675,-2.35188,0.0593527,0.00808715,20.567,-0.513471,-0.0159913,0.0385177,2.35172,0.0593527,0.0165232,21.6114,0.539821,-0.0163364,0.0388591,2.3517,0.0593527,0.000331401,21.6116,-0.513266,-1.57383,-0.00161617,-0.00305259,0.0593527,0.0242857,20.5668,0.53965,-1.57383,-0.00398413,-0.00304422,0.0593527,
0.7777,8.71679e-06,20.3436,0.00848356,-0.000114601,-0.000121675,9.66664e-05,0.24652,8.71679e-06,20.3436,0.00848356,-0.000114601,-0.000121675,9.66664e-05,0.24652,8.71679e-06,20.3436,0.00848356,-0.000114601,-0.000121675,9.66664e-05,0.24652,8.71679e-06,20.3436,0.00848356,-0.000114601,-0.000121675,9.66664e-05,0.24652,8.71679e-06,20.3436,0.00848356,-0.000114601,-0.000121675,9.66664e-05,0.24652,-0.729424,20.326,0.0154153,0.00628671,0.0142367,-2.35186,0.0593527,0.754062,20.3214,0.0109441,0.00564096,0.0135929,-2.35187,0.0593527,0.00807574,19.8015,-0.513471,-0.0174915,0.0399979,2.35166,0.0593527,0.0165135,20.8459,0.539822,-0.0150806,0.0376102,2.35175,0.0593527,0.000335788,20.8461,-0.51327,-1.57382,-0.00279839,-0.00305273,0.0593527,0.0242824,19.8013,0.539648,-1.57383,-0.00357512,-0.00304112,0.0593527,
0.7878,6.10113e-06,19.5681,0.00848589,-0.000116694,-0.000136032,0.00010399,0.24652,6.10113e-06,19.5681,0.00848589,-0.000116694,-0.000136032,0.00010399,0.24652,6.10113e-06,19.5681,0.00848589,-0.000116694,-0.000136032,0.00010399,0.24652,6.10113e-06,19.5681,0.00848589,-0.000116694,-0.000136032,0.00010399,0.24652,6.10113e-06,19.5681,0.00848589,-0.000116694,-0.000136032,0.00010399,0.24652,-0.729426,19.5505,0.0154168,0.00617894,0.0141294,-2.35187,0.0593527,0.75406,19.5459,0.0109405,0.00610835,0.0140606,-2.35187,0.0593527,0.00808546,19.026,-0.51347,-0.0158456,0.0383682,2.35172,0.0593527,0.0165218,20.0703,0.539823,-0.0161421,0.0386618,2.3517,0.0593527,0.000333702,20.0705,-0.513275,-1.57382,-0.00427221,-0.00305269,0.0593527,0.0242822,19.0258,0.539643,-1.57384,-0.00217733,-0.00304324,0.0593527,
0.7979,2.2023e-06,18.7826,0.00848595,-0.000134082,-0.000136351,0.000104987,0.24652,2.2023e-06,18.7826,0.00848595,-0.000134082,-0.000136351,0.000104987,0.24652,2.2023e-06,18.7826,0.00848595,-0.000134082,-0.000136351,0.000104987,0.24652,2.2023e-06,18.7826,0.00848595,-0.000134082,-0.000136351,0.000104987,0.24652,2.2023e-06,18.7826,0.00848595,-0.000134082,-0.000136351,0.000104987,0.24652,-0.72943,18.7649,0.0154127,0.00522406,0.0131843,-2.35188,0.0593527,0.754058,18.7604,0.0109405,0.00591499,0.0138691,-2.35187,0.0593527,0.00809776,18.2405,-0.51347,-0.0142381,0.0367816,2.35178,0.0593527,0.0165323,19.2848,0.539823,-0.0174739,0.0399858,2.35165,0.0593527,0.000329217,19.285,-0.513273,-1.57382,-0.00327136,-0.00305241,0.0593527,0.0242857,18.2403,0.539646,-1.57383,-0.00241064,-0.00304663,0.0593527,
0.808,4.70614e-06,17.9871,0.00848375,-0.000133185,-0.000122243,9.9575e-05,0.24652,4.70614e-06,17.9871,0.00848375,-0.000133185,-0.000122243,9.9575e-05,0.24652,4.70614e-06,17.9871,0.00848375,-0.000133185,-0.000122243,9.9575e-05,0.24652,4.70614e-06,17.9871,0.00848375,-0.000133185,-0.000122243,9.9575e-05,0.24652,4.70614e-06,17.9871,0.00848375,-0.000133185,-0.000122243,9.9575e-05,0.24652,-0.729428,17.9694,0.0154107,0.00526971,0.0132301,-2.35188,0.0593527,0.75406,17.9649,0.0109437,0.00544243,0.0133963,-2.35188,0.0593527,0.00808863,17.445,-0.513471,-0.0157699,0.0382988,2.35172,0.0593527,0.0165245,18.4893,0.539821,-0.0165014,0.0390229,2.35169,0.0593527,0.000330884,18.4895,-0.513267,-1.57383,-0.00167671,-0.00305257,0.0593527,0.024286,17.4448,0.53965,-1.57383,-0.00384083,-0.0030446,0.0593527,
0.8181,8.60906e-06,17.1816,0.00848329,-0.000115678,-0.000120673,9.34984e-05,0.24652,8.60906e-06,17.1816,0.00848329,-0.000115678,-0.000120673,9.34984e-05,0.24652,8.60906e-06,17.1816,0.00848329,-0.000115678,-0.000120673,9.34984e-05,0.24652,8.60906e-06,17.1816,0.00848329,-0.000115678,-0.000120673,9.34984e-05,0.24652,8.60906e-06,17.1816,0.00848329,-0.000115678,-0.000120673,9.34984e-05,0.24652,-0.729424,17.1639,0.0154149,0.00622633,0.0141772,-2.35186,0.0593527,0.754062,17.1593,0.0109442,0.00560261,0.0135544,-2.35187,0.0593527,0.008076,16.6394,-0.513471,-0.0174779,0.0399847,2.35166,0.0593527,0.0165136,17.6838,0.539822,-0.0150997,0.0376295,2.35174,0.0593527,0.000335634,17.684,-0.513268,-1.57382,-0.00248207,-0.00305272,0.0593527,0.0242826,16.6392,0.539649,-1.57383,-0.00378727,-0.00304122,0.0593527,
0.8282,6.52901e-06,16.366,0.00848564,-0.000115284,-0.000134404,9.21959e-05,0.24652,6.52901e-06,16.366,0.00848564,-0.000115284,-0.000134404,9.21959e-05,0.24652,6.52901e-06,16.366,0.00848564,-0.000115284,-0.000134404,9.21959e-05,0.24652,6.52901e-06,16.366,0.00848564,-0.000115284,-0.000134404,9.21959e-05,0.24652,6.52901e-06,16.366,0.00848564,-0.000115284,-0.000134404,9.21959e-05,0.24652,-0.729426,16.3484,0.0154169,0.00624359,0.0141935,-2.35186,0.0593527,0.75406,16.3438,0.0109409,0.00607761,0.0140297,-2.35187,0.0593527,0.00808401,15.8239,-0.51347,-0.0160654,0.0385857,2.35171,0.0593527,0.0165205,16.8682,0.539823,-0.015978,0.038499,2.35171,0.0593527,0.000334192,16.8685,-0.513274,-1.57382,-0.00417298,-0.00305271,0.0593527,0.024282,15.8237,0.539643,-1.57384,-0.00234769,-0.00304287,0.0593527,
0.8383,2.34709e-06,15.5405,0.00848622,-0.000132719,-0.000137002,9.60906e-05,0.24652,2.34709e-06,15.5405,0.00848622,-0.000132719,-0.000137002,9.60906e-05,0.24652,2.34709e-06,15.5405,0.00848622,-0.000132719,-0.000137002,9.60906e-05,0.24652,2.34709e-06,15.5405,0.00848622,-0.000132719,-0.000137002,9.60906e-05,0.24652,2.34709e-06,15.5405,0.00848622,-0.000132719,-0.000137002,9.60906e-05,0.24652,-0.72943,15.5228,0.015413,0.00528859,0.0132479,-2.35188,0.0593527,0.754058,15.5183,0.0109403,0.00595049,0.0139046,-2.35187,0.0593527,0.00809741,14.9984,-0.51347,-0.0142665,0.0368093,2.35178,0.0593527,0.016532,16.0427,0.539823,-0.0174432,0.0399551,2.35165,0.0593527,0.000329436,16.0429,-0.513273,-1.57382,-0.00357457,-0.00305241,0.0593527,0.0242854,14.9981,0.539644,-1.57383,-0.00221879,-0.00304649,0.0593527,
0.8484,4.28221e-06,14.7049,0.00848405,-0.000134315,-0.000123735,0.00010121,0.24652,4.28221e-06,14.7049,0.00848405,-0.000134315,-0.000123735,0.00010121,0.24652,4.28221e-06,14.7049,0.00848405,-0.000134315,-0.000123735,0.00010121,0.24652,4.28221e-06,14.7049,0.00848405,-0.000134315,-0.000123735,0.00010121,0.24652,4.28221e-06,14.7049,0.00848405,-0.000134315,-0.000123735,0.00010121,0.24652,-0.729428,14.6873,0.0154107,0.00520926,0.01317,-2.35188,0.0593527,0.75406,14.6827,0.0109434,0.00547513,0.0134293,-2.35188,0.0593527,0.00809007,14.1628,-0.513471,-0.0155523,0.0380836,2.35173,0.0593527,0.0165258,15.2072,0.539822,-0.0166635,0.0391837,2.35168,0.0593527,0.000330444,15.2074,-0.513267,-1.57383,-0.0018121,-0.00305255,0.0593527,0.0242862,14.1626,0.53965,-1.57383,-0.00364537,-0.00304495,0.0593527,
