time,0_rod(payload_bars compound_6rRHNu).X,0_rod(payload_bars compound_6rRHNu).Y,0_rod(payload_bars compound_6rRHNu).Z,0_rod(payload_bars compound_6rRHNu).Euler1,0_rod(payload_bars compound_6rRHNu).Euler2,0_rod(payload_bars compound_6rRHNu).Euler3,0_rod(payload_bars compound_6rRHNu).mass,1_rod(payload_bars compound_6rRHNu).X,1_rod(payload_bars compound_6rRHNu).Y,1_rod(payload_bars compound_6rRHNu).Z,1_rod(payload_bars compound_6rRHNu).Euler1,1_rod(payload_bars compound_6rRHNu).Euler2,1_rod(payload_bars compound_6rRHNu).Euler3,1_rod(payload_bars compound_6rRHNu).mass,2_rod(payload_bars compound_6rRHNu).X,2_rod(payload_bars compound_6rRHNu).Y,2_rod(payload_bars compound_6rRHNu).Z,2_rod(payload_bars compound_6rRHNu).Euler1,2_rod(payload_bars compound_6rRHNu).Euler2,2_rod(payload_bars compound_6rRHNu).Euler3,2_rod(payload_bars compound_6rRHNu).mass,3_rod(payload_bars compound_6rRHNu).X,3_rod(payload_bars compound_6rRHNu).Y,3_rod(payload_bars compound_6rRHNu).Z,3_rod(payload_bars compound_6rRHNu).Euler1,3_rod(payload_bars compound_6rRHNu).Euler2,3_rod(payload_bars compound_6rRHNu).Euler3,3_rod(payload_bars compound_6rRHNu).mass,4_rod(sense_bar compound_6rRHNu).X,4_rod(sense_bar compound_6rRHNu).Y,4_rod(sense_bar compound_6rRHNu).Z,4_rod(sense_bar compound_6rRHNu).Euler1,4_rod(sense_bar compound_6rRHNu).Euler2,4_rod(sense_bar compound_6rRHNu).Euler3,4_rod(sense_bar compound_6rRHNu).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.2827,-0.862826,9.88301,2.51209,0.484711,-0.0442772,-1.74659,0.24652,-0.862826,9.88301,2.51209,0.484711,-0.0442772,-1.74659,0.24652,-0.862826,9.88301,2.51209,0.484711,-0.0442772,-1.74659,0.24652,-0.862826,9.88301,2.51209,0.484711,-0.0442772,-1.74659,0.24652,-0.862826,9.88301,2.51209,0.484711,-0.0442772,-1.74659,0.24652,-1.48957,9.53805,2.49095,0.459304,-0.0220909,2.11238,0.0593527,-0.240958,10.2481,2.57193,0.4977,-0.0466228,2.11109,0.0593527,-0.712884,9.55404,3.14626,0.504984,-0.0449702,0.531407,0.0593527,-1.01763,10.2326,1.91529,0.513143,-0.0310851,0.530922,0.0593527,-0.550936,9.35884,2.16738,2.34799,-1.35746,2.87533,0.0593527,-1.17911,10.4278,2.89658,2.33219,-1.34332,2.89105,0.0593527,
1.2928,-0.893297,9.98991,2.59919,0.480065,-0.0457855,-1.82493,0.24652,-0.893297,9.98991,2.59919,0.480065,-0.0457855,-1.82493,0.24652,-0.893297,9.98991,2.59919,0.480065,-0.0457855,-1.82493,0.24652,-0.893297,9.98991,2.59919,0.480065,-0.0457855,-1.82493,0.24652,-0.893297,9.98991,2.59919,0.480065,-0.0457855,-1.82493,0.24652,-1.5108,9.63787,2.59276,0.561865,-0.0555827,2.04218,0.0593527,-0.277512,10.363,2.6477,0.510509,-0.0287093,2.04436,0.0593527,-0.75143,9.70545,3.25687,0.495482,-0.0725871,0.466222,0.0593527,-1.03872,10.2946,1.98415,0.512885,-0.0380166,0.465148,0.0593527,-0.570378,9.44909,2.29959,2.19299,-1.18338,3.0422,0.0593527,-1.2189,10.552,2.9413,2.22008,-1.25761,3.01763,0.0593527,
1.3029,-0.926031,10.0852,2.68779,0.482483,-0.0482803,-1.9063,0.24652,-0.926031,10.0852,2.68779,0.482483,-0.0482803,-1.9063,0.24652,-0.926031,10.0852,2.68779,0.482483,-0.0482803,-1.9063,0.24652,-0.926031,10.0852,2.68779,0.482483,-0.0482803,-1.9063,0.24652,-0.926031,10.0852,2.68779,0.482483,-0.0482803,-1.9063,0.24652,-1.53971,9.72535,2.69479,0.539027,-0.0186396,1.97762,0.0593527,-0.305977,10.4714,2.7216,0.552243,-0.0258235,1.97732,0.0593527,-0.786724,9.84621,3.3706,0.501592,-0.0760717,0.399937,0.0593527,-1.05789,10.3509,2.04607,0.487903,-0.108267,0.40126,0.0593527,-0.584165,9.52609,2.42811,2.16402,-1.21302,3.08776,0.0593527,-1.26053,10.6711,2.98897,2.1557,-1.14766,3.09557,0.0593527,
1.313,-0.956963,10.1688,2.7803,0.504057,-0.0312345,-1.99232,0.24652,-0.956963,10.1688,2.7803,0.504057,-0.0312345,-1.99232,0.24652,-0.956963,10.1688,2.7803,0.504057,-0.0312345,-1.99232,0.24652,-0.956963,10.1688,2.7803,0.504057,-0.0312345,-1.99232,0.24652,-0.956963,10.1688,2.7803,0.504057,-0.0312345,-1.99232,0.24652,-1.57273,9.80489,2.79371,0.490227,0.0168038,1.91227,0.0593527,-0.330293,10.5712,2.79388,0.531886,0.00315974,1.91261,0.0593527,-0.824876,9.97747,3.48194,0.542332,0.0182094,0.333562,0.0593527,-1.07821,10.3985,2.10562,0.54565,0.0277622,0.333421,0.0593527,-0.599088,9.59469,2.55365,2.12705,-1.15316,3.13725,0.0593527,-1.30451,10.7806,3.03289,2.12528,-1.15347,3.13813,0.0593527,
1.3231,-0.986373,10.246,2.86887,0.548302,0.0126475,-2.08346,0.24652,-0.986373,10.246,2.86887,0.548302,0.0126475,-2.08346,0.24652,-0.986373,10.246,2.86887,0.548302,0.0126475,-2.08346,0.24652,-0.986373,10.246,2.86887,0.548302,0.0126475,-2.08346,0.24652,-0.986373,10.246,2.86887,0.548302,0.0126475,-2.08346,0.24652,-1.6073,9.874,2.89172,0.586782,0.00363773,1.84926,0.0593527,-0.356043,10.6554,2.87131,0.531202,0.0209671,1.84861,0.0593527,-0.866576,10.0971,3.59123,0.536744,-0.00260992,0.269798,0.0593527,-1.09716,10.4322,2.17296,0.554576,0.0618068,0.270175,0.0593527,-0.617813,9.65393,2.68427,2.10678,-1.00299,-3.11547,0.0593527,-1.34588,10.8757,3.07809,2.10362,-1.05945,-3.11284,0.0593527,
1.3332,-1.01491,10.3131,2.95567,0.586654,0.0558221,-2.16869,0.24652,-1.01491,10.3131,2.95567,0.586654,0.0558221,-2.16869,0.24652,-1.01491,10.3131,2.95567,0.586654,0.0558221,-2.16869,0.24652,-1.01491,10.3131,2.95567,0.586654,0.0558221,-2.16869,0.24652,-1.01491,10.3131,2.95567,0.586654,0.0558221,-2.16869,0.24652,-1.64014,9.93424,2.99054,0.591695,0.0265969,1.78715,0.0593527,-0.383492,10.7293,2.95048,0.559088,0.0314694,1.7854,0.0593527,-0.910893,10.2096,3.69899,0.526364,-0.0627111,0.207116,0.0593527,-1.11576,10.4533,2.24206,0.527351,-0.0582229,0.207198,0.0593527,-0.639529,9.7057,2.81811,2.08945,-0.970864,-3.08778,0.0593527,-1.38563,10.9575,3.12467,2.09305,-0.953399,-3.08923,0.0593527,
1.3433,-1.04391,10.3695,3.0442,0.594825,0.076492,-2.23589,0.24652,-1.04391,10.3695,3.0442,0.594825,0.076492,-2.23589,0.24652,-1.04391,10.3695,3.0442,0.594825,0.076492,-2.23589,0.24652,-1.04391,10.3695,3.0442,0.594825,0.076492,-2.23589,0.24652,-1.04391,10.3695,3.0442,0.594825,0.076492,-2.23589,0.24652,-1.66215,9.99173,3.09231,0.493545,0.0619185,1.71755,0.0593527,-0.420329,10.7883,3.02352,0.560556,0.0499029,1.7198,0.0593527,-0.956055,10.315,3.79111,0.551264,0.0416496,0.140816,0.0593527,-1.13344,10.462,2.32841,0.543997,-0.011606,0.141798,0.0593527,-0.664477,9.76207,2.95397,2.06626,-0.976537,-3.05412,0.0593527,-1.42176,11.0148,3.1636,2.07383,-0.951911,-3.05688,0.0593527,
1.3534,-1.07447,10.4156,3.13473,0.587429,0.0827265,-2.29211,0.24652,-1.07447,10.4156,3.13473,0.587429,0.0827265,-2.29211,0.24652,-1.07447,10.4156,3.13473,0.587429,0.0827265,-2.29211,0.24652,-1.07447,10.4156,3.13473,0.587429,0.0827265,-2.29211,0.24652,-1.07447,10.4156,3.13473,0.587429,0.0827265,-2.29211,0.24652,-1.68527,10.039,3.19648,0.534857,0.0715269,1.65181,0.0593527,-0.460891,10.8335,3.09456,0.546903,0.0701041,1.65264,0.0593527,-0.996432,10.412,3.8724,0.561801,0.102014,0.0745187,0.0593527,-1.14736,10.4618,2.41782,0.562721,0.114164,0.0748093,0.0593527,-0.688241,9.81571,3.09097,2.06811,-0.847874,-3.03644,0.0593527,-1.4563,11.0574,3.20043,2.05964,-0.887274,-3.03115,0.0593527,
1.3635,-1.10567,10.4516,3.22597,0.579128,0.086853,-2.34735,0.24652,-1.10567,10.4516,3.22597,0.579128,0.086853,-2.34735,0.24652,-1.10567,10.4516,3.22597,0.579128,0.086853,-2.34735,0.24652,-1.10567,10.4516,3.22597,0.579128,0.086853,-2.34735,0.24652,-1.10567,10.4516,3.22597,0.579128,0.086853,-2.34735,0.24652,-1.70837,10.0752,3.29767,0.643342,0.0883277,1.59373,0.0593527,-0.492871,10.8732,3.1653,0.565501,0.0899443,1.58681,0.0593527,-1.04029,10.4984,3.95882,0.563674,0.0157212,0.00794989,0.0593527,-1.16355,10.4493,2.5046,0.563938,0.0456864,0.00748288,0.0593527,-0.711787,9.85726,3.22583,2.06553,-0.748399,-3.01723,0.0593527,-1.49125,11.0915,3.23726,2.06609,-0.754292,-3.01658,0.0593527,
1.3736,-1.13673,10.4776,3.31615,0.572199,0.0927631,-2.40316,0.24652,-1.13673,10.4776,3.31615,0.572199,0.0927631,-2.40316,0.24652,-1.13673,10.4776,3.31615,0.572199,0.0927631,-2.40316,0.24652,-1.13673,10.4776,3.31615,0.572199,0.0927631,-2.40316,0.24652,-1.13673,10.4776,3.31615,0.572199,0.0927631,-2.40316,0.24652,-1.73919,10.0995,3.40123,0.569986,0.10912,1.51994,0.0593527,-0.52195,10.9042,3.23599,0.58601,0.11135,1.52172,0.0593527,-1.08242,10.5761,4.04796,0.57298,0.0276873,-0.0592473,0.0593527,-1.1779,10.4283,2.5895,0.573855,0.0129718,-0.0592473,0.0593527,-0.731622,9.88582,3.36088,2.0483,-0.757154,-2.98669,0.0593527,-1.52923,11.1167,3.27512,2.05534,-0.71628,-2.99248,0.0593527,
1.3837,-1.1641,10.4952,3.40169,0.576017,0.115127,-2.4632,0.24652,-1.1641,10.4952,3.40169,0.576017,0.115127,-2.4632,0.24652,-1.1641,10.4952,3.40169,0.576017,0.115127,-2.4632,0.24652,-1.1641,10.4952,3.40169,0.576017,0.115127,-2.4632,0.24652,-1.1641,10.4952,3.40169,0.576017,0.115127,-2.4632,0.24652,-1.77246,10.114,3.50632,0.506325,0.120634,1.44557,0.0593527,-0.551769,10.9226,3.31068,0.57986,0.12881,1.45472,0.0593527,-1.12888,10.6413,4.13643,0.564164,0.170238,-0.126567,0.0593527,-1.19483,10.3955,2.68021,0.570962,0.11725,-0.125941,0.0593527,-0.756438,9.90702,3.50007,2.04544,-0.69414,-2.96953,0.0593527,-1.56743,11.1292,3.31746,2.04615,-0.68926,-2.97029,0.0593527,
1.3938,-1.1917,10.5027,3.48885,0.586031,0.155103,-2.53064,0.24652,-1.1917,10.5027,3.48885,0.586031,0.155103,-2.53064,0.24652,-1.1917,10.5027,3.48885,0.586031,0.155103,-2.53064,0.24652,-1.1917,10.5027,3.48885,0.586031,0.155103,-2.53064,0.24652,-1.1917,10.5027,3.48885,0.586031,0.155103,-2.53064,0.24652,-1.8036,10.1208,3.60749,0.602084,0.153447,1.39299,0.0593527,-0.582024,10.9295,3.38688,0.561544,0.143934,1.38707,0.0593527,-1.17659,10.6942,4.21832,0.563884,0.171195,-0.192052,0.0593527,-1.21161,10.3542,2.77592,0.565492,0.162839,-0.191668,0.0593527,-0.784249,9.92293,3.63717,2.06241,-0.544717,-2.96599,0.0593527,-1.6023,11.1272,3.35916,2.05691,-0.581796,-2.96128,0.0593527,
1.4039,-1.22337,10.4985,3.58094,0.591348,0.188929,-2.60468,0.24652,-1.22337,10.4985,3.58094,0.591348,0.188929,-2.60468,0.24652,-1.22337,10.4985,3.58094,0.591348,0.188929,-2.60468,0.24652,-1.22337,10.4985,3.58094,0.591348,0.188929,-2.60468,0.24652,-1.22337,10.4985,3.58094,0.591348,0.188929,-2.60468,0.24652,-1.83159,10.1196,3.70744,0.630644,0.179182,1.33377,0.0593527,-0.61325,10.9243,3.45937,0.565085,0.16534,1.3229,0.0593527,-1.22006,10.7388,4.29242,0.591634,0.0702427,-0.252729,0.0593527,-1.22272,10.3069,2.87432,0.586981,0.0881964,-0.253895,0.0593527,-0.812015,9.93439,3.76719,2.0629,-0.491776,-2.9489,0.0593527,-1.63242,11.1114,3.3975,2.06046,-0.497523,-2.94886,0.0593527,
1.414,-1.25246,10.4856,3.66891,0.585066,0.207396,-2.67956,0.24652,-1.25246,10.4856,3.66891,0.585066,0.207396,-2.67956,0.24652,-1.25246,10.4856,3.66891,0.585066,0.207396,-2.67956,0.24652,-1.25246,10.4856,3.66891,0.585066,0.207396,-2.67956,0.24652,-1.25246,10.4856,3.66891,0.585066,0.207396,-2.67956,0.24652,-1.85997,10.1108,3.81,0.513451,0.166616,1.24843,0.0593527,-0.644962,10.9083,3.5327,0.57487,0.186336,1.25915,0.0593527,-1.26645,10.7703,4.36367,0.583671,0.128968,-0.318557,0.0593527,-1.23839,10.2486,2.97934,0.594604,0.0958905,-0.317113,0.0593527,-0.84051,9.93877,3.90081,2.04399,-0.51149,-2.92407,0.0593527,-1.66417,11.0795,3.44209,2.05342,-0.473498,-2.92847,0.0593527,
1.4241,-1.28126,10.4629,3.75775,0.575211,0.214306,-2.74923,0.24652,-1.28126,10.4629,3.75775,0.575211,0.214306,-2.74923,0.24652,-1.28126,10.4629,3.75775,0.575211,0.214306,-2.74923,0.24652,-1.28126,10.4629,3.75775,0.575211,0.214306,-2.74923,0.24652,-1.28126,10.4629,3.75775,0.575211,0.214306,-2.74923,0.24652,-1.88903,10.0912,3.91305,0.50747,0.18091,1.18084,0.0593527,-0.676579,10.8812,3.6053,0.566476,0.203692,1.19213,0.0593527,-1.31223,10.7913,4.43232,0.5481,0.237458,-0.390341,0.0593527,-1.2541,10.1802,3.08587,0.555207,0.220605,-0.388911,0.0593527,-0.870008,9.9363,4.03278,2.05434,-0.41398,-2.91228,0.0593527,-1.69607,11.036,3.48607,2.05457,-0.415499,-2.91179,0.0593527,
1.4342,-1.31189,10.4291,3.84727,0.567588,0.223076,-2.81089,0.24652,-1.31189,10.4291,3.84727,0.567588,0.223076,-2.81089,0.24652,-1.31189,10.4291,3.84727,0.567588,0.223076,-2.81089,0.24652,-1.31189,10.4291,3.84727,0.567588,0.223076,-2.81089,0.24652,-1.31189,10.4291,3.84727,0.567588,0.223076,-2.81089,0.24652,-1.91928,10.0623,4.016,0.614653,0.247067,1.13762,0.0593527,-0.705178,10.8443,3.67694,0.553587,0.219476,1.12352,0.0593527,-1.35703,10.8029,4.49971,0.567194,0.203938,-0.452325,0.0593527,-1.26776,10.1041,3.19389,0.54839,0.241504,-0.45637,0.0593527,-0.898174,9.92594,4.16363,2.0775,-0.272143,-2.90261,0.0593527,-1.72659,10.9808,3.52917,2.0689,-0.305271,-2.90029,0.0593527,
1.4443,-1.3417,10.3865,3.9364,0.562925,0.247583,-2.86769,0.24652,-1.3417,10.3865,3.9364,0.562925,0.247583,-2.86769,0.24652,-1.3417,10.3865,3.9364,0.562925,0.247583,-2.86769,0.24652,-1.3417,10.3865,3.9364,0.562925,0.247583,-2.86769,0.24652,-1.3417,10.3865,3.9364,0.562925,0.247583,-2.86769,0.24652,-1.94869,10.0246,4.11712,0.597677,0.264364,1.0681,0.0593527,-0.735119,10.7952,3.75135,0.555424,0.241382,1.05752,0.0593527,-1.40308,10.8002,4.56206,0.604091,0.150054,-0.512149,0.0593527,-1.28175,10.0195,3.30616,0.596339,0.163747,-0.513855,0.0593527,-0.930093,9.90861,4.2934,2.07186,-0.247887,-2.88479,0.0593527,-1.75468,10.9117,3.57485,2.07417,-0.240363,-2.8851,0.0593527,
1.4544,-1.37133,10.3333,4.02571,0.557584,0.277938,-2.92924,0.24652,-1.37133,10.3333,4.02571,0.557584,0.277938,-2.92924,0.24652,-1.37133,10.3333,4.02571,0.557584,0.277938,-2.92924,0.24652,-1.37133,10.3333,4.02571,0.557584,0.277938,-2.92924,0.24652,-1.37133,10.3333,4.02571,0.557584,0.277938,-2.92924,0.24652,-1.97921,9.97788,4.21646,0.492049,0.222522,0.97622,0.0593527,-0.765346,10.7363,3.82657,0.552988,0.262116,0.990847,0.0593527,-1.44879,10.7864,4.62171,0.566558,0.224939,-0.585606,0.0593527,-1.29576,9.92741,3.42176,0.591311,0.18817,-0.580369,0.0593527,-0.963529,9.88351,4.42072,2.06103,-0.243939,-2.86667,0.0593527,-1.78089,10.83,3.62254,2.06845,-0.218927,-2.8682,0.0593527,
1.4645,-1.40102,10.2706,4.11472,0.548892,0.295972,-3.0001,0.24652,-1.40102,10.2706,4.11472,0.548892,0.295972,-3.0001,0.24652,-1.40102,10.2706,4.11472,0.548892,0.295972,-3.0001,0.24652,-1.40102,10.2706,4.11472,0.548892,0.295972,-3.0001,0.24652,-1.40102,10.2706,4.11472,0.548892,0.295972,-3.0001,0.24652,-2.00903,9.92194,4.31682,0.503996,0.249626,0.912905,0.0593527,-0.795396,10.6653,3.90165,0.53614,0.273262,0.921207,0.0593527,-1.49385,10.76,4.6783,0.515291,0.29978,-0.663993,0.0593527,-1.31075,9.82693,3.54031,0.521332,0.292378,-0.66224,0.0593527,-0.997275,9.85129,4.54569,2.08234,-0.128504,-2.85482,0.0593527,-1.80715,10.7358,3.67306,2.07907,-0.140317,-2.85414,0.0593527,
1.4746,-1.43092,10.1976,4.20373,0.536907,0.303975,-3.07684,0.24652,-1.43092,10.1976,4.20373,0.536907,0.303975,-3.07684,0.24652,-1.43092,10.1976,4.20373,0.536907,0.303975,-3.07684,0.24652,-1.43092,10.1976,4.20373,0.536907,0.303975,-3.07684,0.24652,-1.43092,10.1976,4.20373,0.536907,0.303975,-3.07684,0.24652,-2.03953,9.85681,4.41812,0.581881,0.335358,0.870706,0.0593527,-0.824115,10.5837,3.97603,0.522614,0.287255,0.852561,0.0593527,-1.53863,10.7221,4.73299,0.550501,0.265274,-0.718463,0.0593527,-1.32587,9.71864,3.66117,0.522805,0.295487,-0.726426,0.0593527,-1.03097,9.81139,4.66793,2.10607,-0.0107787,-2.83917,0.0593527,-1.83333,10.6295,3.72565,2.09992,-0.0312516,-2.83885,0.0593527,
1.4847,-1.46065,10.1147,4.29282,0.523167,0.316614,3.1318,0.24652,-1.46065,10.1147,4.29282,0.523167,0.316614,3.1318,0.24652,-1.46065,10.1147,4.29282,0.523167,0.316614,3.1318,0.24652,-1.46065,10.1147,4.29282,0.523167,0.316614,3.1318,0.24652,-1.46065,10.1147,4.29282,0.523167,0.316614,3.1318,0.24652,-2.0708,9.78271,4.51805,0.544374,0.333618,0.794187,0.0593527,-0.852957,10.4915,4.05118,0.521333,0.311772,0.786874,0.0593527,-1.58355,10.6716,4.78509,0.585774,0.240432,-0.774461,0.0593527,-1.34077,9.60227,3.78407,0.585244,0.240967,-0.774596,0.0593527,-1.06527,9.76305,4.78863,2.09801,0.00111454,-2.82215,0.0593527,-1.85882,10.5111,3.78063,2.10216,0.0127703,-2.82184,0.0593527,
1.4948,-1.49072,10.022,4.38212,0.509855,0.338824,3.06414,0.24652,-1.49072,10.022,4.38212,0.509855,0.338824,3.06414,0.24652,-1.49072,10.022,4.38212,0.509855,0.338824,3.06414,0.24652,-1.49072,10.022,4.38212,0.509855,0.338824,3.06414,0.24652,-1.49072,10.022,4.38212,0.509855,0.338824,3.06414,0.24652,-2.10149,9.69868,4.61582,0.461568,0.274107,0.703179,0.0593527,-0.882125,10.3887,4.12827,0.51275,0.331382,0.718441,0.0593527,-1.6274,10.608,4.83412,0.524954,0.30562,-0.856557,0.0593527,-1.35598,9.47952,3.91025,0.555557,0.28001,-0.847862,0.0593527,-1.10228,9.70716,4.90613,2.09263,0.0202391,-2.80629,0.0593527,-1.88121,10.3799,3.8379,2.09853,0.0372195,-2.80615,0.0593527,
1.5049,-1.52025,9.91927,4.47097,0.497792,0.358498,3.00108,0.24652,-1.52025,9.91927,4.47097,0.497792,0.358498,3.00108,0.24652,-1.52025,9.91927,4.47097,0.497792,0.358498,3.00108,0.24652,-1.52025,9.91927,4.47097,0.497792,0.358498,3.00108,0.24652,-1.52025,9.91927,4.47097,0.497792,0.358498,3.00108,0.24652,-2.13306,9.6053,4.71382,0.476462,0.317394,0.640816,0.0593527,-0.910427,10.2753,4.20569,0.490845,0.335179,0.645424,0.0593527,-1.67146,10.5319,4.88182,0.468222,0.352247,-0.941329,0.0593527,-1.37247,9.34816,4.03797,0.467444,0.352779,-0.941497,0.0593527,-1.14011,9.64311,5.02299,2.12365,0.141521,-2.78813,0.0593527,-1.90351,10.2374,3.89696,2.11977,0.130001,-2.78827,0.0593527,
1.515,-1.55048,9.80658,4.56009,0.484055,0.368437,2.93552,0.24652,-1.55048,9.80658,4.56009,0.484055,0.368437,2.93552,0.24652,-1.55048,9.80658,4.56009,0.484055,0.368437,2.93552,0.24652,-1.55048,9.80658,4.56009,0.484055,0.368437,2.93552,0.24652,-1.55048,9.80658,4.56009,0.484055,0.368437,2.93552,0.24652,-2.16448,9.50304,4.81213,0.516669,0.405372,0.589597,0.0593527,-0.938128,10.1502,4.28315,0.472818,0.343688,0.573556,0.0593527,-1.71433,10.4432,4.92732,0.515913,0.326429,-0.991257,0.0593527,-1.38874,9.21038,4.16766,0.48707,0.344078,-1.00104,0.0593527,-1.17807,9.5712,5.13535,2.15286,0.247685,-2.76513,0.0593527,-1.92497,10.0823,3.95924,2.14694,0.233203,-2.76658,0.0593527,
1.5251,-1.58008,9.6839,4.64901,0.465844,0.37644,2.86264,0.24652,-1.58008,9.6839,4.64901,0.465844,0.37644,2.86264,0.24652,-1.58008,9.6839,4.64901,0.465844,0.37644,2.86264,0.24652,-1.58008,9.6839,4.64901,0.465844,0.37644,2.86264,0.24652,-1.58008,9.6839,4.64901,0.465844,0.37644,2.86264,0.24652,-2.1964,9.39162,4.90898,0.473418,0.382111,0.508224,0.0593527,-0.966351,10.015,4.36139,0.465062,0.367951,0.505161,0.0593527,-1.75728,10.3411,4.97104,0.544706,0.319757,-1.0475,0.0593527,-1.40595,9.0653,4.29946,0.552216,0.315621,-1.0451,0.0593527,-1.2162,9.4903,5.24522,2.14342,0.255351,-2.75065,0.0593527,-1.94678,9.91622,4.02524,2.14859,0.266639,-2.749,0.0593527,
1.5352,-1.61028,9.55133,4.73814,0.446186,0.390107,2.78487,0.24652,-1.61028,9.55133,4.73814,0.446186,0.390107,2.78487,0.24652,-1.61028,9.55133,4.73814,0.446186,0.390107,2.78487,0.24652,-1.61028,9.55133,4.73814,0.446186,0.390107,2.78487,0.24652,-1.61028,9.55133,4.73814,0.446186,0.390107,2.78487,0.24652,-2.2285,9.2696,5.00461,0.420266,0.320939,0.424211,0.0593527,-0.99383,9.86982,4.44093,0.452462,0.387373,0.435377,0.0593527,-1.79887,10.2263,5.01315,0.464826,0.366925,-1.13912,0.0593527,-1.42328,8.91316,4.43259,0.493024,0.354624,-1.12931,0.0593527,-1.25563,9.39996,5.35157,2.14381,0.285197,-2.73443,0.0593527,-1.96661,9.73921,4.09404,2.14899,0.296758,-2.73297,0.0593527,
1.5453,-1.63994,9.4087,4.82692,0.428908,0.405069,2.70861,0.24652,-1.63994,9.4087,4.82692,0.428908,0.405069,2.70861,0.24652,-1.63994,9.4087,4.82692,0.428908,0.405069,2.70861,0.24652,-1.63994,9.4087,4.82692,0.428908,0.405069,2.70861,0.24652,-1.63994,9.4087,4.82692,0.428908,0.405069,2.70861,0.24652,-2.2608,9.13849,5.09965,0.42571,0.376295,0.36035,0.0593527,-1.02127,9.71389,4.52145,0.429469,0.385224,0.361746,0.0593527,-1.84023,10.0981,5.05421,0.407395,0.392221,-1.22541,0.0593527,-1.44222,8.754,4.56719,0.397391,0.395528,-1.22916,0.0593527,-1.29654,9.30078,5.45604,2.1879,0.405949,-2.70351,0.0593527,-1.98568,9.5516,4.16534,2.18292,0.395529,-2.7052,0.0593527,
1.5554,-1.67013,9.25625,4.9158,0.4121,0.4142,2.63695,0.24652,-1.67013,9.25625,4.9158,0.4121,0.4142,2.63695,0.24652,-1.67013,9.25625,4.9158,0.4121,0.4142,2.63695,0.24652,-1.67013,9.25625,4.9158,0.4121,0.4142,2.63695,0.24652,-1.67013,9.25625,4.9158,0.4121,0.4142,2.63695,0.24652,-2.29333,8.99821,5.19458,0.431133,0.454185,0.29752,0.0593527,-1.04787,9.5467,4.60261,0.408231,0.385486,0.288187,0.0593527,-1.88057,9.95687,5.09416,0.46173,0.380175,-1.27022,0.0593527,-1.46115,8.58809,4.70269,0.437179,0.387131,-1.27969,0.0593527,-1.33774,9.19273,5.55645,2.22448,0.498463,-2.67026,0.0593527,-2.00389,9.35216,4.24005,2.21903,0.488883,-2.67279,0.0593527,
1.5655,-1.69992,9.0937,5.00466,0.391279,0.418927,2.56751,0.24652,-1.69992,9.0937,5.00466,0.391279,0.418927,2.56751,0.24652,-1.69992,9.0937,5.00466,0.391279,0.418927,2.56751,0.24652,-1.69992,9.0937,5.00466,0.391279,0.418927,2.56751,0.24652,-1.69992,9.0937,5.00466,0.391279,0.418927,2.56751,0.24652,-2.32629,8.84821,5.28796,0.394722,0.41239,0.216857,0.0593527,-1.07494,9.36955,4.68437,0.393363,0.406507,0.216317,0.0593527,-1.92045,9.80214,5.13311,0.481348,0.384105,-1.32897,0.0593527,-1.48102,8.41548,4.83935,0.496136,0.380675,-1.32339,0.0593527,-1.37886,9.07578,5.65428,2.2143,0.505496,-2.65829,0.0593527,-2.02248,9.14188,4.31817,2.22043,0.515266,-2.65511,0.0593527,
1.5756,-1.73009,8.92134,5.09352,0.368319,0.425093,2.49671,0.24652,-1.73009,8.92134,5.09352,0.368319,0.425093,2.49671,0.24652,-1.73009,8.92134,5.09352,0.368319,0.425093,2.49671,0.24652,-1.73009,8.92134,5.09352,0.368319,0.425093,2.49671,0.24652,-1.73009,8.92134,5.09352,0.368319,0.425093,2.49671,0.24652,-2.35918,8.68763,5.38046,0.365215,0.355174,0.139402,0.0593527,-1.10152,9.18253,4.76739,0.375725,0.425028,0.143393,0.0593527,-1.95902,9.63438,5.17139,0.388784,0.408075,-1.43059,0.0593527,-1.50159,8.23593,4.97669,0.411671,0.405016,-1.42166,0.0593527,-1.42093,8.94894,5.74828,2.22398,0.544914,-2.63731,0.0593527,-2.0397,8.92103,4.39972,2.22889,0.552463,-2.63476,0.0593527,
