time,0_rod(payload_bars compound_Bt1H).X,0_rod(payload_bars compound_Bt1H).Y,0_rod(payload_bars compound_Bt1H).Z,0_rod(payload_bars compound_Bt1H).Euler1,0_rod(payload_bars compound_Bt1H).Euler2,0_rod(payload_bars compound_Bt1H).Euler3,0_rod(payload_bars compound_Bt1H).mass,1_rod(payload_bars compound_Bt1H).X,1_rod(payload_bars compound_Bt1H).Y,1_rod(payload_bars compound_Bt1H).Z,1_rod(payload_bars compound_Bt1H).Euler1,1_rod(payload_bars compound_Bt1H).Euler2,1_rod(payload_bars compound_Bt1H).Euler3,1_rod(payload_bars compound_Bt1H).mass,2_rod(payload_bars compound_Bt1H).X,2_rod(payload_bars compound_Bt1H).Y,2_rod(payload_bars compound_Bt1H).Z,2_rod(payload_bars compound_Bt1H).Euler1,2_rod(payload_bars compound_Bt1H).Euler2,2_rod(payload_bars compound_Bt1H).Euler3,2_rod(payload_bars compound_Bt1H).mass,3_rod(payload_bars compound_Bt1H).X,3_rod(payload_bars compound_Bt1H).Y,3_rod(payload_bars compound_Bt1H).Z,3_rod(payload_bars compound_Bt1H).Euler1,3_rod(payload_bars compound_Bt1H).Euler2,3_rod(payload_bars compound_Bt1H).Euler3,3_rod(payload_bars compound_Bt1H).mass,4_rod(sense_bar compound_Bt1H).X,4_rod(sense_bar compound_Bt1H).Y,4_rod(sense_bar compound_Bt1H).Z,4_rod(sense_bar compound_Bt1H).Euler1,4_rod(sense_bar compound_Bt1H).Euler2,4_rod(sense_bar compound_Bt1H).Euler3,4_rod(sense_bar compound_Bt1H).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.2625,-0.432722,10.2805,-1.07957,0.0357246,0.0978207,1.37345,0.24652,-0.432722,10.2805,-1.07957,0.0357246,0.0978207,1.37345,0.24652,-0.432722,10.2805,-1.07957,0.0357246,0.0978207,1.37345,0.24652,-0.432722,10.2805,-1.07957,0.0357246,0.0978207,1.37345,0.24652,-0.432722,10.2805,-1.07957,0.0357246,0.0978207,1.37345,0.24652,-1.1615,10.2438,-1.02537,0.063411,0.0844942,-0.972565,0.0593527,0.317343,10.3003,-1.1733,0.0957201,0.0620837,-0.970204,0.0593527,-0.500132,10.6885,-1.71145,0.027508,0.0551931,0.587033,0.0593527,-0.343941,9.85576,-0.487343,0.0321535,0.0621852,0.587638,0.0593527,-0.427865,9.65269,-1.51232,-2.03942,1.36736,-0.515592,0.0593527,-0.416253,10.8916,-0.686261,-1.94031,1.32297,-0.418797,0.0593527,
1.2726,-0.449118,10.4263,-1.11888,0.0233256,0.0896307,1.19205,0.24652,-0.449118,10.4263,-1.11888,0.0233256,0.0896307,1.19205,0.24652,-0.449118,10.4263,-1.11888,0.0233256,0.0896307,1.19205,0.24652,-0.449118,10.4263,-1.11888,0.0233256,0.0896307,1.19205,0.24652,-0.449118,10.4263,-1.11888,0.0233256,0.0896307,1.19205,0.24652,-1.17773,10.3965,-1.0635,-0.000774387,0.110458,-1.15894,0.0593527,0.301678,10.4351,-1.20922,0.0828816,0.0733838,-1.15124,0.0593527,-0.51176,10.7149,-1.81399,0.0212874,0.0465831,0.406854,0.0593527,-0.36235,10.116,-0.459534,0.00557742,0.00994633,0.405674,0.0593527,-0.436638,9.73164,-1.43184,-1.76408,1.14975,-0.240132,0.0593527,-0.438372,11.0989,-0.841365,-1.76036,1.13801,-0.235581,0.0593527,
1.2827,-0.464698,10.5628,-1.15835,0.0134579,0.0873303,1.01638,0.24652,-0.464698,10.5628,-1.15835,0.0134579,0.0873303,1.01638,0.24652,-0.464698,10.5628,-1.15835,0.0134579,0.0873303,1.01638,0.24652,-0.464698,10.5628,-1.15835,0.0134579,0.0873303,1.01638,0.24652,-0.464698,10.5628,-1.15835,0.0134579,0.0873303,1.01638,0.24652,-1.19416,10.5381,-1.10501,0.0294571,0.0899556,-1.33667,0.0593527,0.286849,10.5584,-1.24249,-0.0247775,0.102534,-1.34188,0.0593527,-0.523768,10.7202,-1.89471,0.0356766,0.115359,0.226975,0.0593527,-0.383213,10.3766,-0.452847,0.0348583,0.111848,0.226898,0.0593527,-0.446965,9.823,-1.34136,-1.70301,1.00477,-0.172716,0.0593527,-0.460133,11.2739,-1.00573,-1.71953,1.05,-0.186525,0.0593527,
1.2928,-0.481066,10.6885,-1.19804,0.00267105,0.0842604,0.835557,0.24652,-0.481066,10.6885,-1.19804,0.00267105,0.0842604,0.835557,0.24652,-0.481066,10.6885,-1.19804,0.00267105,0.0842604,0.835557,0.24652,-0.481066,10.6885,-1.19804,0.00267105,0.0842604,0.835557,0.24652,-0.481066,10.6885,-1.19804,0.00267105,0.0842604,0.835557,0.24652,-1.2104,10.6697,-1.14754,0.0526565,0.0841232,-1.51497,0.0593527,0.271298,10.6736,-1.27367,-0.027771,0.0881391,-1.52188,0.0593527,-0.533182,10.7111,-1.95117,0.0198473,0.108982,0.0453577,0.0593527,-0.403879,10.6325,-0.47038,0.0210158,0.134647,0.0453859,0.0593527,-0.458009,9.92807,-1.24551,-1.66627,0.857839,-0.130371,0.0593527,-0.480148,11.4155,-1.17569,-1.66522,0.844225,-0.128459,0.0593527,
1.3029,-0.496658,10.8039,-1.23807,-0.00643482,0.0734522,0.650548,0.24652,-0.496658,10.8039,-1.23807,-0.00643482,0.0734522,0.650548,0.24652,-0.496658,10.8039,-1.23807,-0.00643482,0.0734522,0.650548,0.24652,-0.496658,10.8039,-1.23807,-0.00643482,0.0734522,0.650548,0.24652,-0.496658,10.8039,-1.23807,-0.00643482,0.0734522,0.650548,0.24652,-1.22675,10.7909,-1.19015,-0.0138224,0.0774941,-1.70007,0.0593527,0.256328,10.7802,-1.30459,0.0545545,0.0861042,-1.69448,0.0593527,-0.543216,10.6916,-1.98351,0.0156957,0.0268856,-0.135119,0.0593527,-0.426677,10.879,-0.5112,0.0162564,0.0228842,-0.135359,0.0593527,-0.47079,10.0474,-1.14827,-1.63476,0.634768,-0.095673,0.0593527,-0.499379,11.5232,-1.3466,-1.62988,0.587676,-0.0924651,0.0593527,
1.313,-0.512844,10.9089,-1.27829,-0.013413,0.0608619,0.469658,0.24652,-0.512844,10.9089,-1.27829,-0.013413,0.0608619,0.469658,0.24652,-0.512844,10.9089,-1.27829,-0.013413,0.0608619,0.469658,0.24652,-0.512844,10.9089,-1.27829,-0.013413,0.0608619,0.469658,0.24652,-0.512844,10.9089,-1.27829,-0.013413,0.0608619,0.469658,0.24652,-1.24286,10.9012,-1.23417,-0.0291605,0.0638273,-1.8812,0.0593527,0.240696,10.8777,-1.33389,0.0351886,0.0839451,-1.87644,0.0593527,-0.551944,10.6646,-1.99187,0.0117324,0.0342024,-0.315767,0.0593527,-0.448724,11.1136,-0.576359,0.0198033,0.00956542,-0.315905,0.0593527,-0.484432,10.1812,-1.05389,-1.61817,0.446453,-0.074245,0.0593527,-0.516913,11.5972,-1.51375,-1.62119,0.469835,-0.0746426,0.0593527,
1.3231,-0.528562,11.0038,-1.31864,-0.0198581,0.0507922,0.292208,0.24652,-0.528562,11.0038,-1.31864,-0.0198581,0.0507922,0.292208,0.24652,-0.528562,11.0038,-1.31864,-0.0198581,0.0507922,0.292208,0.24652,-0.528562,11.0038,-1.31864,-0.0198581,0.0507922,0.292208,0.24652,-0.528562,11.0038,-1.31864,-0.0198581,0.0507922,0.292208,0.24652,-1.25926,10.9997,-1.27987,0.0164918,0.0765531,-2.05866,0.0593527,0.22566,10.9665,-1.36109,-0.0505971,0.0408058,-2.06259,0.0593527,-0.561259,10.6346,-1.97672,-0.024695,0.0924411,-0.498651,0.0593527,-0.471675,11.3318,-0.664385,-0.0258241,0.0944948,-0.498914,0.0593527,-0.499901,10.3279,-0.967121,-1.6105,0.312277,-0.0574342,0.0593527,-0.533378,11.6385,-1.6738,-1.61299,0.345044,-0.0577282,0.0593527,
1.3332,-0.54467,11.0881,-1.35894,-0.0246867,0.0396939,0.112174,0.24652,-0.54467,11.0881,-1.35894,-0.0246867,0.0396939,0.112174,0.24652,-0.54467,11.0881,-1.35894,-0.0246867,0.0396939,0.112174,0.24652,-0.54467,11.0881,-1.35894,-0.0246867,0.0396939,0.112174,0.24652,-0.54467,11.0881,-1.35894,-0.0246867,0.0396939,0.112174,0.24652,-1.2754,11.0874,-1.32621,-0.00653464,0.059379,-2.24033,0.0593527,0.209981,11.0476,-1.38768,-0.0474703,0.026725,-2.24208,0.0593527,-0.56964,10.6068,-1.94044,-0.0236485,0.0630186,-0.678315,0.0593527,-0.494129,11.5283,-0.773763,-0.0337006,0.0754519,-0.679087,0.0593527,-0.51656,10.4865,-0.891757,-1.60214,0.118212,-0.042081,0.0593527,-0.548085,11.6487,-1.82243,-1.60149,0.0800261,-0.0411066,0.0593527,
1.3433,-0.560338,11.1619,-1.39912,-0.026287,0.0253467,-0.0699969,0.24652,-0.560338,11.1619,-1.39912,-0.026287,0.0253467,-0.0699969,0.24652,-0.560338,11.1619,-1.39912,-0.026287,0.0253467,-0.0699969,0.24652,-0.560338,11.1619,-1.39912,-0.026287,0.0253467,-0.0699969,0.24652,-0.560338,11.1619,-1.39912,-0.026287,0.0253467,-0.0699969,0.24652,-1.29154,11.1643,-1.37305,-0.046711,0.0101839,-2.42157,0.0593527,0.194692,11.1205,-1.41468,0.004863,0.0688483,-2.41952,0.0593527,-0.57906,10.5843,-1.88546,0.0243121,0.00255927,-0.856933,0.0593527,-0.517207,11.7,-0.901741,0.0297873,-0.00214186,-0.857374,0.0593527,-0.534923,10.6539,-0.831363,-1.59723,-0.101007,-0.0282455,0.0593527,-0.561644,11.6302,-1.95575,-1.59708,-0.123548,-0.0278129,0.0593527,
1.3534,-0.576358,11.2254,-1.43944,-0.0248742,0.0115954,-0.250375,0.24652,-0.576358,11.2254,-1.43944,-0.0248742,0.0115954,-0.250375,0.24652,-0.576358,11.2254,-1.43944,-0.0248742,0.0115954,-0.250375,0.24652,-0.576358,11.2254,-1.43944,-0.0248742,0.0115954,-0.250375,0.24652,-0.576358,11.2254,-1.43944,-0.0248742,0.0115954,-0.250375,0.24652,-1.30761,11.2292,-1.41999,-0.0242166,0.0251135,-2.60131,0.0593527,0.178848,11.1851,-1.44056,-0.0040061,0.0581646,-2.60048,0.0593527,-0.588528,10.5698,-1.81416,0.00497061,0.0118756,-1.03792,0.0593527,-0.538794,11.8441,-1.04628,0.0218382,0.00193314,-1.0379,0.0593527,-0.554421,10.8278,-0.789546,-1.59649,-0.247327,-0.0145262,0.0593527,-0.573564,11.5867,-2.07067,-1.59794,-0.209177,-0.0132803,0.0593527,
1.3635,-0.592023,11.2786,-1.47938,-0.0227215,-0.00185184,-0.429238,0.24652,-0.592023,11.2786,-1.47938,-0.0227215,-0.00185184,-0.429238,0.24652,-0.592023,11.2786,-1.47938,-0.0227215,-0.00185184,-0.429238,0.24652,-0.592023,11.2786,-1.47938,-0.0227215,-0.00185184,-0.429238,0.24652,-0.592023,11.2786,-1.47938,-0.0227215,-0.00185184,-0.429238,0.24652,-1.32355,11.2821,-1.46745,-0.00976961,0.0479416,-2.78113,0.0593527,0.163304,11.2422,-1.46653,-0.0359465,-0.0214106,-2.78147,0.0593527,-0.599508,10.5663,-1.73049,-0.0564166,0.0272584,-1.21922,0.0593527,-0.560175,11.9581,-1.20357,-0.0588961,0.0281565,-1.21961,0.0593527,-0.575352,11.0037,-0.768588,-1.59768,-0.403128,0.000509515,0.0593527,-0.584645,11.5205,-2.16539,-1.59814,-0.396953,0.00115079,0.0593527,
1.3736,-0.608021,11.3214,-1.51927,-0.0180469,-0.0146487,-0.608954,0.24652,-0.608021,11.3214,-1.51927,-0.0180469,-0.0146487,-0.608954,0.24652,-0.608021,11.3214,-1.51927,-0.0180469,-0.0146487,-0.608954,0.24652,-0.608021,11.3214,-1.51927,-0.0180469,-0.0146487,-0.608954,0.24652,-0.608021,11.3214,-1.51927,-0.0180469,-0.0146487,-0.608954,0.24652,-1.33957,11.3239,-1.51457,-0.0231057,-0.0134725,-2.96139,0.0593527,0.14728,11.2912,-1.49299,-0.0274184,-0.037811,-2.96127,0.0593527,-0.610504,10.5756,-1.63848,-0.0265362,0.00267035,-1.39853,0.0593527,-0.580117,12.0393,-1.36917,-0.0375324,0.00458526,-1.3986,0.0593527,-0.59708,11.1787,-0.770536,-1.60262,-0.628356,0.0170789,0.0593527,-0.594405,11.4362,-2.23723,-1.60478,-0.66923,0.0192798,0.0593527,
1.3837,-0.623588,11.3539,-1.5585,-0.0105729,-0.0269851,-0.789655,0.24652,-0.623588,11.3539,-1.5585,-0.0105729,-0.0269851,-0.789655,0.24652,-0.623588,11.3539,-1.5585,-0.0105729,-0.0269851,-0.789655,0.24652,-0.623588,11.3539,-1.5585,-0.0105729,-0.0269851,-0.789655,0.24652,-0.623588,11.3539,-1.5585,-0.0105729,-0.0269851,-0.789655,0.24652,-1.35518,11.3542,-1.56167,-0.0161835,-0.0476423,-3.14152,0.0593527,0.131417,11.3319,-1.52101,-0.0161317,0.0174267,-3.14151,0.0593527,-0.623453,10.5987,-1.54241,0.044321,-0.0108795,-1.57915,0.0593527,-0.599887,12.0873,-1.53965,0.0514968,-0.0107899,-1.57964,0.0593527,-0.620045,11.3478,-0.79633,-1.61448,-0.81417,0.0395806,0.0593527,-0.603521,11.3383,-2.28562,-1.61489,-0.810869,0.0402712,0.0593527,
1.3938,-0.639549,11.3761,-1.59778,-0.00116223,-0.0378533,-0.970482,0.24652,-0.639549,11.3761,-1.59778,-0.00116223,-0.0378533,-0.970482,0.24652,-0.639549,11.3761,-1.59778,-0.00116223,-0.0378533,-0.970482,0.24652,-0.639549,11.3761,-1.59778,-0.00116223,-0.0378533,-0.970482,0.24652,-0.639549,11.3761,-1.59778,-0.00116223,-0.0378533,-0.970482,0.24652,-1.37107,11.3727,-1.60742,-0.0130057,-0.00440624,2.96139,0.0593527,0.115211,11.3647,-1.54947,-0.0155179,0.0107013,2.96137,0.0593527,-0.63708,10.6362,-1.44621,0.0155595,-0.0188909,-1.7595,0.0593527,-0.617272,12.1011,-1.71038,0.0323111,-0.0156803,-1.75996,0.0593527,-0.643418,11.5069,-0.846879,-1.62956,-0.944472,0.0658881,0.0593527,-0.611659,11.2309,-2.30984,-1.62762,-0.91308,0.0652992,0.0593527,
1.4039,-0.655089,11.3883,-1.63656,0.0102042,-0.0473037,-1.15095,0.24652,-0.655089,11.3883,-1.63656,0.0102042,-0.0473037,-1.15095,0.24652,-0.655089,11.3883,-1.63656,0.0102042,-0.0473037,-1.15095,0.24652,-0.655089,11.3883,-1.63656,0.0102042,-0.0473037,-1.15095,0.24652,-0.655089,11.3883,-1.63656,0.0102042,-0.0473037,-1.15095,0.24652,-1.38646,11.3797,-1.65236,-0.00813886,-0.0136917,2.78133,0.0593527,0.0989885,11.3892,-1.57948,0.0102746,-0.0626874,2.78063,0.0593527,-0.652985,10.6875,-1.35488,-0.036001,-0.0482243,-1.93771,0.0593527,-0.633984,12.0814,-1.87708,-0.038681,-0.0492557,-1.93771,0.0593527,-0.66739,11.6513,-0.921163,-1.67021,-1.13762,0.116533,0.0593527,-0.619848,11.1174,-2.31081,-1.67554,-1.15256,0.121793,0.0593527,
1.414,-0.671035,11.3903,-1.67489,0.0233406,-0.0543647,-1.33098,0.24652,-0.671035,11.3903,-1.67489,0.0233406,-0.0543647,-1.33098,0.24652,-0.671035,11.3903,-1.67489,0.0233406,-0.0543647,-1.33098,0.24652,-0.671035,11.3903,-1.67489,0.0233406,-0.0543647,-1.33098,0.24652,-0.671035,11.3903,-1.67489,0.0233406,-0.0543647,-1.33098,0.24652,-1.40217,11.3757,-1.69648,0.0268898,-0.0715903,2.59984,0.0593527,0.0825804,11.4048,-1.61142,0.0310758,-0.078295,2.59953,0.0593527,-0.669282,10.7513,-1.27214,0.00940343,-0.0444746,-2.11939,0.0593527,-0.64868,12.0292,-2.03552,0.00193561,-0.0490331,-2.11927,0.0593527,-0.691195,11.7774,-1.01863,-1.81508,-1.35701,0.269454,0.0593527,-0.627618,11.0032,-2.28902,-1.85848,-1.38254,0.312864,0.0593527,
1.4241,-0.686528,11.3823,-1.71278,0.037203,-0.0595255,-1.51145,0.24652,-0.686528,11.3823,-1.71278,0.037203,-0.0595255,-1.51145,0.24652,-0.686528,11.3823,-1.71278,0.037203,-0.0595255,-1.51145,0.24652,-0.686528,11.3823,-1.71278,0.037203,-0.0595255,-1.51145,0.24652,-0.686528,11.3823,-1.71278,0.037203,-0.0595255,-1.51145,0.24652,-1.41734,11.3607,-1.73895,0.0341675,-0.0648421,2.41931,0.0593527,0.0661265,11.4113,-1.64535,0.00907121,-0.0362581,2.42059,0.0593527,-0.68783,10.826,-1.20192,0.0694834,-0.00982419,-2.30168,0.0593527,-0.662909,11.9462,-2.1821,0.0751068,-0.00476544,-2.30189,0.0593527,-0.71533,11.8807,-1.13673,-2.37687,-1.48661,0.841871,0.0593527,-0.635648,10.8915,-2.24747,-2.24036,-1.4733,0.706359,0.0593527,
1.4342,-0.70243,11.3643,-1.75031,0.0521026,-0.062812,-1.69311,0.24652,-0.70243,11.3643,-1.75031,0.0521026,-0.062812,-1.69311,0.24652,-0.70243,11.3643,-1.75031,0.0521026,-0.062812,-1.69311,0.24652,-0.70243,11.3643,-1.75031,0.0521026,-0.062812,-1.69311,0.24652,-0.70243,11.3643,-1.75031,0.0521026,-0.062812,-1.69311,0.24652,-1.43282,11.3348,-1.77956,0.0133336,-0.038807,2.24034,0.0593527,0.0495368,11.4087,-1.68165,0.00951934,-0.0355306,2.24047,0.0593527,-0.707211,10.9086,-1.14805,0.0491534,-0.0410098,-2.48164,0.0593527,-0.674717,11.8351,-2.31284,0.0582098,-0.0293255,-2.48222,0.0593527,-0.738794,11.9577,-1.27337,2.23238,-1.45684,2.52658,0.0593527,-0.643805,10.7863,-2.18778,2.32228,-1.46803,2.4381,0.0593527,
1.4443,-0.717958,11.3365,-1.78762,0.0678197,-0.0623959,-1.87448,0.24652,-0.717958,11.3365,-1.78762,0.0678197,-0.0623959,-1.87448,0.24652,-0.717958,11.3365,-1.78762,0.0678197,-0.0623959,-1.87448,0.24652,-0.717958,11.3365,-1.78762,0.0678197,-0.0623959,-1.87448,0.24652,-0.717958,11.3365,-1.78762,0.0678197,-0.0623959,-1.87448,0.24652,-1.44795,11.2985,-1.81837,0.05124,-0.0595835,2.05863,0.0593527,0.0328685,11.3967,-1.71997,0.0704017,-0.0698156,2.05739,0.0593527,-0.728631,10.9959,-1.11354,0.0325394,-0.0959983,-2.66031,0.0593527,-0.685771,11.6992,-2.42483,0.0310963,-0.0987464,-2.66021,0.0593527,-0.761797,12.0056,-1.42485,1.83546,-1.24761,2.9324,0.0593527,-0.652954,10.6893,-2.1134,1.82242,-1.22422,2.9452,0.0593527,
1.4544,-0.733827,11.2989,-1.8243,0.083518,-0.0589727,-2.05442,0.24652,-0.733827,11.2989,-1.8243,0.083518,-0.0589727,-2.05442,0.24652,-0.733827,11.2989,-1.8243,0.083518,-0.0589727,-2.05442,0.24652,-0.733827,11.2989,-1.8243,0.083518,-0.0589727,-2.05442,0.24652,-0.733827,11.2989,-1.8243,0.083518,-0.0589727,-2.05442,0.24652,-1.46317,11.2519,-1.8559,0.0998272,-0.0707083,1.87551,0.0593527,0.0160967,11.374,-1.76062,0.104907,-0.0721569,1.87515,0.0593527,-0.75045,11.0846,-1.10024,0.0679821,-0.0559031,-2.84259,0.0593527,-0.695274,11.5415,-2.51606,0.066027,-0.0622362,-2.84276,0.0593527,-0.78369,12.0218,-1.58822,1.76564,-1.05588,3.01193,0.0593527,-0.662754,10.6044,-2.02822,1.76468,-1.04566,3.01354,0.0593527,
1.4645,-0.74939,11.2515,-1.86081,0.0982159,-0.0541795,-2.23473,0.24652,-0.74939,11.2515,-1.86081,0.0982159,-0.0541795,-2.23473,0.24652,-0.74939,11.2515,-1.86081,0.0982159,-0.0541795,-2.23473,0.24652,-0.74939,11.2515,-1.86081,0.0982159,-0.0541795,-2.23473,0.24652,-0.74939,11.2515,-1.86081,0.0982159,-0.0541795,-2.23473,0.24652,-1.47827,11.1957,-1.89119,0.0776865,-0.0575058,1.69684,0.0593527,-0.000608045,11.3411,-1.80355,0.0707359,-0.0565661,1.69724,0.0593527,-0.773746,11.1707,-1.11032,0.0897877,0.00668542,-3.02387,0.0593527,-0.704404,11.3663,-2.58435,0.090722,0.0146383,-3.02394,0.0593527,-0.804921,12.0049,-1.75853,1.74645,-0.922656,3.04415,0.0593527,-0.673577,10.5319,-1.93633,1.7509,-0.9438,3.04115,0.0593527,
1.4746,-0.765218,11.1945,-1.897,0.112553,-0.047131,-2.41636,0.24652,-0.765218,11.1945,-1.897,0.112553,-0.047131,-2.41636,0.24652,-0.765218,11.1945,-1.897,0.112553,-0.047131,-2.41636,0.24652,-0.765218,11.1945,-1.897,0.112553,-0.047131,-2.41636,0.24652,-0.765218,11.1945,-1.897,0.112553,-0.047131,-2.41636,0.24652,-1.49337,11.1298,-1.92438,0.0717934,-0.0542079,1.51734,0.0593527,-0.0174101,11.297,-1.84917,0.0627117,-0.0545116,1.51783,0.0593527,-0.797628,11.249,-1.14439,0.0962407,-0.0381233,3.07894,0.0593527,-0.712069,11.1781,-2.62899,0.0954687,-0.0259123,3.07874,0.0593527,-0.824693,11.9534,-1.93208,1.7295,-0.738128,3.07322,0.0593527,-0.685539,10.4736,-1.84159,1.73048,-0.738199,3.0733,0.0593527,
1.4847,-0.780873,11.1276,-1.93314,0.125054,-0.0358961,-2.59707,0.24652,-0.780873,11.1276,-1.93314,0.125054,-0.0358961,-2.59707,0.24652,-0.780873,11.1276,-1.93314,0.125054,-0.0358961,-2.59707,0.24652,-0.780873,11.1276,-1.93314,0.125054,-0.0358961,-2.59707,0.24652,-0.780873,11.1276,-1.93314,0.125054,-0.0358961,-2.59707,0.24652,-1.50853,11.0547,-1.95589,0.129849,-0.0402177,1.33482,0.0593527,-0.0341118,11.242,-1.89654,0.122587,-0.0420617,1.33512,0.0593527,-0.822425,11.3159,-1.20286,0.121298,-0.0860417,2.89778,0.0593527,-0.719318,10.9811,-2.64962,0.12194,-0.0885947,2.89759,0.0593527,-0.843185,11.868,-2.10416,1.71935,-0.515008,3.09575,0.0593527,-0.699044,10.4289,-1.7481,1.71891,-0.492345,3.09655,0.0593527,
1.4948,-0.79668,11.0514,-1.96892,0.135288,-0.0224514,-2.77618,0.24652,-0.79668,11.0514,-1.96892,0.135288,-0.0224514,-2.77618,0.24652,-0.79668,11.0514,-1.96892,0.135288,-0.0224514,-2.77618,0.24652,-0.79668,11.0514,-1.96892,0.135288,-0.0224514,-2.77618,0.24652,-0.79668,11.0514,-1.96892,0.135288,-0.0224514,-2.77618,0.24652,-1.52355,10.9706,-1.9862,0.146455,-0.0247387,1.15434,0.0593527,-0.0509679,11.1752,-1.94553,0.160124,-0.0185299,1.15405,0.0593527,-0.847181,11.3673,-1.28474,0.119174,-0.0247717,2.7181,0.0593527,-0.726217,10.7788,-2.6469,0.121248,-0.02937,2.71787,0.0593527,-0.86012,11.7483,-2.27066,1.71851,-0.358447,3.11238,0.0593527,-0.713846,10.3976,-1.66118,1.7193,-0.359955,3.11279,0.0593527,
1.5049,-0.812407,10.9654,-2.00474,0.144264,-0.00879823,-2.95602,0.24652,-0.812407,10.9654,-2.00474,0.144264,-0.00879823,-2.95602,0.24652,-0.812407,10.9654,-2.00474,0.144264,-0.00879823,-2.95602,0.24652,-0.812407,10.9654,-2.00474,0.144264,-0.00879823,-2.95602,0.24652,-0.812407,10.9654,-2.00474,0.144264,-0.00879823,-2.95602,0.24652,-1.53876,10.8782,-2.01485,0.118218,-0.0335363,0.975162,0.0593527,-0.0675352,11.0964,-1.99616,0.133295,-0.023257,0.974728,0.0593527,-0.872059,11.3986,-1.38903,0.0975609,0.0314164,2.53747,0.0593527,-0.733311,10.5762,-2.62197,0.0932482,0.0376425,2.5372,0.0593527,-0.875839,11.5968,-2.42718,1.7204,-0.211739,3.12875,0.0593527,-0.72998,10.3777,-1.58391,1.72127,-0.228958,3.12923,0.0593527,
1.515,-0.828215,10.8698,-2.04058,0.151088,0.00642589,-3.13682,0.24652,-0.828215,10.8698,-2.04058,0.151088,0.00642589,-3.13682,0.24652,-0.828215,10.8698,-2.04058,0.151088,0.00642589,-3.13682,0.24652,-0.828215,10.8698,-2.04058,0.151088,0.00642589,-3.13682,0.24652,-0.828215,10.8698,-2.04058,0.151088,0.00642589,-3.13682,0.24652,-1.55394,10.7775,-2.04198,0.135247,-0.0156532,0.795089,0.0593527,-0.0841186,11.0049,-2.04823,0.118425,-0.0319341,0.795486,0.0593527,-0.896869,11.4058,-1.51282,0.13692,-0.00152404,2.35788,0.0593527,-0.740246,10.377,-2.57747,0.129439,0.00598105,2.35772,0.0593527,-0.889961,11.4147,-2.56991,1.72419,0.00485591,-3.13748,0.0593527,-0.747606,10.3679,-1.52046,1.72491,0.0141906,-3.13683,0.0593527,
1.5251,-0.844032,10.7646,-2.07656,0.153582,0.0241459,2.96668,0.24652,-0.844032,10.7646,-2.07656,0.153582,0.0241459,2.96668,0.24652,-0.844032,10.7646,-2.07656,0.153582,0.0241459,2.96668,0.24652,-0.844032,10.7646,-2.07656,0.153582,0.0241459,2.96668,0.24652,-0.844032,10.7646,-2.07656,0.153582,0.0241459,2.96668,0.24652,-1.56925,10.6685,-2.06834,0.16574,0.0319186,0.615588,0.0593527,-0.100537,10.9014,-2.10085,0.15041,0.0100917,0.61526,0.0593527,-0.921304,11.3859,-1.65406,0.182815,-0.015398,2.17804,0.0593527,-0.747512,10.1843,-2.51543,0.184253,-0.0163837,2.17776,0.0593527,-0.902678,11.2057,-2.69562,1.7322,0.202921,-3.11953,0.0593527,-0.766693,10.3647,-1.4738,1.73331,0.220299,-3.11867,0.0593527,
1.5352,-0.859863,10.6499,-2.11248,0.152775,0.0418473,2.78773,0.24652,-0.859863,10.6499,-2.11248,0.152775,0.0418473,2.78773,0.24652,-0.859863,10.6499,-2.11248,0.152775,0.0418473,2.78773,0.24652,-0.859863,10.6499,-2.11248,0.152775,0.0418473,2.78773,0.24652,-0.859863,10.6499,-2.11248,0.152775,0.0418473,2.78773,0.24652,-1.5846,10.5514,-2.09464,0.155836,0.032328,0.435336,0.0593527,-0.116996,10.7856,-2.15395,0.168982,0.0608667,0.43595,0.0593527,-0.944873,11.3364,-1.80934,0.137504,0.0316742,1.99771,0.0593527,-0.755646,10.0008,-2.43916,0.141598,0.0298137,1.99779,0.0593527,-0.914066,10.9722,-2.80104,1.74253,0.337043,-3.09966,0.0593527,-0.786965,10.3647,-1.44743,1.74285,0.328611,-3.09887,0.0593527,
