time,0_rod(payload_bars compound_Bt1H).X,0_rod(payload_bars compound_Bt1H).Y,0_rod(payload_bars compound_Bt1H).Z,0_rod(payload_bars compound_Bt1H).Euler1,0_rod(payload_bars compound_Bt1H).Euler2,0_rod(payload_bars compound_Bt1H).Euler3,0_rod(payload_bars compound_Bt1H).mass,1_rod(payload_bars compound_Bt1H).X,1_rod(payload_bars compound_Bt1H).Y,1_rod(payload_bars compound_Bt1H).Z,1_rod(payload_bars compound_Bt1H).Euler1,1_rod(payload_bars compound_Bt1H).Euler2,1_rod(payload_bars compound_Bt1H).Euler3,1_rod(payload_bars compound_Bt1H).mass,2_rod(payload_bars compound_Bt1H).X,2_rod(payload_bars compound_Bt1H).Y,2_rod(payload_bars compound_Bt1H).Z,2_rod(payload_bars compound_Bt1H).Euler1,2_rod(payload_bars compound_Bt1H).Euler2,2_rod(payload_bars compound_Bt1H).Euler3,2_rod(payload_bars compound_Bt1H).mass,3_rod(payload_bars compound_Bt1H).X,3_rod(payload_bars compound_Bt1H).Y,3_rod(payload_bars compound_Bt1H).Z,3_rod(payload_bars compound_Bt1H).Euler1,3_rod(payload_bars compound_Bt1H).Euler2,3_rod(payload_bars compound_Bt1H).Euler3,3_rod(payload_bars compound_Bt1H).mass,4_rod(sense_bar compound_Bt1H).X,4_rod(sense_bar compound_Bt1H).Y,4_rod(sense_bar compound_Bt1H).Z,4_rod(sense_bar compound_Bt1H).Euler1,4_rod(sense_bar compound_Bt1H).Euler2,4_rod(sense_bar compound_Bt1H).Euler3,4_rod(sense_bar compound_Bt1H).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.707,-0.000188666,25.492,0.00850142,-1.86236e-05,0.000265018,-1.71191e-06,0.24652,-0.000188666,25.492,0.00850142,-1.86236e-05,0.000265018,-1.71191e-06,0.24652,-0.000188666,25.492,0.00850142,-1.86236e-05,0.000265018,-1.71191e-06,0.24652,-0.000188666,25.492,0.00850142,-1.86236e-05,0.000265018,-1.71191e-06,0.24652,-0.000188666,25.492,0.00850142,-1.86236e-05,0.000265018,-1.71191e-06,0.24652,-0.72943,25.4743,0.0153745,0.00507819,0.0129146,-2.35189,0.0593527,0.754114,25.4698,0.010971,0.00503698,0.0128682,-2.35189,0.0593527,0.00836548,24.9498,-0.513571,0.0158161,0.00691684,-0.788926,0.0593527,0.0166715,25.9943,0.539902,0.0149302,0.00779624,-0.788948,0.0593527,0.0244124,24.9496,0.53949,-1.57376,-0.00238372,-0.00308632,0.0593527,0.000532568,25.9945,-0.513151,-1.5739,-0.00345901,-0.00294747,0.0593527,
0.7171,-0.000184115,24.7865,0.00850349,-1.24004e-05,0.00025757,-6.15142e-06,0.24652,-0.000184115,24.7865,0.00850349,-1.24004e-05,0.00025757,-6.15142e-06,0.24652,-0.000184115,24.7865,0.00850349,-1.24004e-05,0.00025757,-6.15142e-06,0.24652,-0.000184115,24.7865,0.00850349,-1.24004e-05,0.00025757,-6.15142e-06,0.24652,-0.000184115,24.7865,0.00850349,-1.24004e-05,0.00025757,-6.15142e-06,0.24652,-0.729431,24.7689,0.0153761,0.00525669,0.0130928,-2.35189,0.0593527,0.75412,24.7643,0.0109677,0.00540319,0.0132374,-2.35189,0.0593527,0.00835308,24.2443,-0.513572,0.0143666,0.00835441,-0.788938,0.0593527,0.016657,25.2889,0.539906,0.0173056,0.00543624,-0.788933,0.0593527,0.024413,24.2441,0.539487,-1.57377,-0.00128896,-0.00308595,0.0593527,0.000534733,25.2891,-0.513158,-1.5739,-0.00447019,-0.00295032,0.0593527,
0.7272,-0.000185149,24.071,0.0085017,-6.57829e-06,0.000243854,-1.06015e-05,0.24652,-0.000185149,24.071,0.0085017,-6.57829e-06,0.000243854,-1.06015e-05,0.24652,-0.000185149,24.071,0.0085017,-6.57829e-06,0.000243854,-1.06015e-05,0.24652,-0.000185149,24.071,0.0085017,-6.57829e-06,0.000243854,-1.06015e-05,0.24652,-0.000185149,24.071,0.0085017,-6.57829e-06,0.000243854,-1.06015e-05,0.24652,-0.729434,24.0534,0.0153819,0.0061854,0.0140231,-2.35188,0.0593527,0.754118,24.0489,0.010961,0.00627391,0.0141044,-2.35187,0.0593527,0.00836101,23.5288,-0.513575,0.0161913,0.00653745,-0.788923,0.0593527,0.0166595,24.5734,0.539905,0.0173808,0.00535618,-0.788932,0.0593527,0.0244094,23.5287,0.539493,-1.57377,-0.00310857,-0.00308791,0.0593527,0.000536567,24.5736,-0.513152,-1.57391,-0.0031135,-0.00295102,0.0593527,
0.7373,-0.000189899,23.3456,0.00849971,-1.35366e-05,0.000251572,-5.91031e-06,0.24652,-0.000189899,23.3456,0.00849971,-1.35366e-05,0.000251572,-5.91031e-06,0.24652,-0.000189899,23.3456,0.00849971,-1.35366e-05,0.000251572,-5.91031e-06,0.24652,-0.000189899,23.3456,0.00849971,-1.35366e-05,0.000251572,-5.91031e-06,0.24652,-0.000189899,23.3456,0.00849971,-1.35366e-05,0.000251572,-5.91031e-06,0.24652,-0.729433,23.3279,0.0153803,0.00607551,0.0139122,-2.35188,0.0593527,0.754112,23.3234,0.0109637,0.00602542,0.0138532,-2.35188,0.0593527,0.00837416,22.8034,-0.513574,0.0177752,0.00496588,-0.788914,0.0593527,0.0166742,23.8479,0.539902,0.0150012,0.00771988,-0.788947,0.0593527,0.0244084,22.8032,0.539496,-1.57376,-0.00432599,-0.00308825,0.0593527,0.000534636,23.8481,-0.513146,-1.57391,-0.00198778,-0.00294794,0.0593527,
0.7474,-0.00018919,22.6101,0.00850118,-2.08832e-05,0.000266634,-1.38642e-06,0.24652,-0.00018919,22.6101,0.00850118,-2.08832e-05,0.000266634,-1.38642e-06,0.24652,-0.00018919,22.6101,0.00850118,-2.08832e-05,0.000266634,-1.38642e-06,0.24652,-0.00018919,22.6101,0.00850118,-2.08832e-05,0.000266634,-1.38642e-06,0.24652,-0.00018919,22.6101,0.00850118,-2.08832e-05,0.000266634,-1.38642e-06,0.24652,-0.72943,22.5925,0.0153744,0.00513835,0.0129746,-2.35189,0.0593527,0.754113,22.5879,0.0109709,0.0051209,0.0129514,-2.35189,0.0593527,0.00836729,22.0679,-0.513571,0.0160865,0.00664796,-0.788924,0.0593527,0.0166728,23.1124,0.539902,0.0147488,0.00797597,-0.78895,0.0593527,0.024412,22.0677,0.53949,-1.57376,-0.00259181,-0.00308624,0.0593527,0.000532621,23.1127,-0.51315,-1.5739,-0.00325275,-0.00294705,0.0593527,
0.7575,-0.000184442,21.8646,0.00850333,-1.36017e-05,0.000259606,-6.21195e-06,0.24652,-0.000184442,21.8646,0.00850333,-1.36017e-05,0.000259606,-6.21195e-06,0.24652,-0.000184442,21.8646,0.00850333,-1.36017e-05,0.000259606,-6.21195e-06,0.24652,-0.000184442,21.8646,0.00850333,-1.36017e-05,0.000259606,-6.21195e-06,0.24652,-0.000184442,21.8646,0.00850333,-1.36017e-05,0.000259606,-6.21195e-06,0.24652,-0.729431,21.847,0.0153757,0.00518051,0.0130167,-2.35189,0.0593527,0.754119,21.8424,0.0109688,0.00524583,0.0130806,-2.35189,0.0593527,0.00835367,21.3224,-0.513572,0.0143808,0.00834102,-0.788938,0.0593527,0.016658,22.367,0.539906,0.0171207,0.00562052,-0.788934,0.0593527,0.0244133,21.3222,0.539487,-1.57377,-0.00126,-0.00308598,0.0593527,0.000534335,22.3672,-0.513157,-1.5739,-0.00448301,-0.00295016,0.0593527,
0.7676,-0.000184658,21.1091,0.00850202,-4.98105e-06,0.000242988,-1.09367e-05,0.24652,-0.000184658,21.1091,0.00850202,-4.98105e-06,0.000242988,-1.09367e-05,0.24652,-0.000184658,21.1091,0.00850202,-4.98105e-06,0.000242988,-1.09367e-05,0.24652,-0.000184658,21.1091,0.00850202,-4.98105e-06,0.000242988,-1.09367e-05,0.24652,-0.000184658,21.1091,0.00850202,-4.98105e-06,0.000242988,-1.09367e-05,0.24652,-0.729434,21.0915,0.0153817,0.00612013,0.0139577,-2.35188,0.0593527,0.754119,21.0869,0.0109613,0.00616819,0.0139998,-2.35188,0.0593527,0.00835927,20.5669,-0.513575,0.0159236,0.00680373,-0.788925,0.0593527,0.0166583,21.6115,0.539906,0.0175493,0.00518941,-0.788931,0.0593527,0.0244098,20.5667,0.539492,-1.57377,-0.00289896,-0.00308794,0.0593527,0.000536469,21.6117,-0.513154,-1.57391,-0.00332014,-0.00295141,0.0593527,
0.7777,-0.000189516,20.3436,0.0084998,-1.14524e-05,0.000248733,-5.99632e-06,0.24652,-0.000189516,20.3436,0.0084998,-1.14524e-05,0.000248733,-5.99632e-06,0.24652,-0.000189516,20.3436,0.0084998,-1.14524e-05,0.000248733,-5.99632e-06,0.24652,-0.000189516,20.3436,0.0084998,-1.14524e-05,0.000248733,-5.99632e-06,0.24652,-0.000189516,20.3436,0.0084998,-1.14524e-05,0.000248733,-5.99632e-06,0.24652,-0.729433,20.326,0.0153809,0.00614711,0.013984,-2.35188,0.0593527,0.754113,20.3214,0.0109626,0.00616834,0.0139954,-2.35188,0.0593527,0.00837339,19.8014,-0.513574,0.0177393,0.00500085,-0.788914,0.0593527,0.0166732,20.846,0.539902,0.0151989,0.00752292,-0.788945,0.0593527,0.0244082,19.8012,0.539496,-1.57377,-0.0043398,-0.00308831,0.0593527,0.000535016,20.8462,-0.513146,-1.57391,-0.00199223,-0.0029482,0.0593527,
0.7878,-0.000189614,19.5681,0.00850101,-2.15069e-05,0.000266475,-1.04765e-06,0.24652,-0.000189614,19.5681,0.00850101,-2.15069e-05,0.000266475,-1.04765e-06,0.24652,-0.000189614,19.5681,0.00850101,-2.15069e-05,0.000266475,-1.04765e-06,0.24652,-0.000189614,19.5681,0.00850101,-2.15069e-05,0.000266475,-1.04765e-06,0.24652,-0.000189614,19.5681,0.00850101,-2.15069e-05,0.000266475,-1.04765e-06,0.24652,-0.72943,19.5505,0.0153746,0.00520866,0.0130448,-2.35189,0.0593527,0.754113,19.5459,0.0109703,0.00524629,0.0130758,-2.35189,0.0593527,0.00836889,19.0259,-0.513571,0.0163494,0.00638637,-0.788923,0.0593527,0.016674,20.0705,0.539901,0.0145941,0.00812895,-0.788951,0.0593527,0.0244116,19.0257,0.539491,-1.57376,-0.00280245,-0.00308627,0.0593527,0.000532752,20.0707,-0.513149,-1.5739,-0.00304638,-0.00294674,0.0593527,
0.7979,-0.000184868,18.7826,0.00850312,-1.59338e-05,0.0002626,-6.03621e-06,0.24652,-0.000184868,18.7826,0.00850312,-1.59338e-05,0.0002626,-6.03621e-06,0.24652,-0.000184868,18.7826,0.00850312,-1.59338e-05,0.0002626,-6.03621e-06,0.24652,-0.000184868,18.7826,0.00850312,-1.59338e-05,0.0002626,-6.03621e-06,0.24652,-0.000184868,18.7826,0.00850312,-1.59338e-05,0.0002626,-6.03621e-06,0.24652,-0.72943,18.765,0.0153752,0.00511361,0.0129499,-2.35189,0.0593527,0.754119,18.7604,0.0109698,0.00512037,0.0129554,-2.35189,0.0593527,0.00835459,18.2404,-0.513572,0.0144376,0.00828522,-0.788937,0.0593527,0.0166591,19.2849,0.539905,0.0169107,0.00582958,-0.788935,0.0593527,0.0244136,18.2402,0.539487,-1.57377,-0.0012606,-0.0030859,0.0593527,0.000533977,19.2852,-0.513157,-1.5739,-0.00446212,-0.00294985,0.0593527,
0.808,-0.000184295,17.9871,0.00850226,-5.31642e-06,0.000244174,-1.12328e-05,0.24652,-0.000184295,17.9871,0.00850226,-5.31642e-06,0.000244174,-1.12328e-05,0.24652,-0.000184295,17.9871,0.00850226,-5.31642e-06,0.000244174,-1.12328e-05,0.24652,-0.000184295,17.9871,0.00850226,-5.31642e-06,0.000244174,-1.12328e-05,0.24652,-0.000184295,17.9871,0.00850226,-5.31642e-06,0.000244174,-1.12328e-05,0.24652,-0.729433,17.9694,0.0153813,0.00604525,0.0138826,-2.35188,0.0593527,0.754119,17.9649,0.0109621,0.00602541,0.0138583,-2.35188,0.0593527,0.00835781,17.4449,-0.513575,0.0156673,0.00705893,-0.788927,0.0593527,0.0166571,18.4894,0.539906,0.0176894,0.00505094,-0.78893,0.0593527,0.0244103,17.4447,0.539492,-1.57377,-0.00268909,-0.00308786,0.0593527,0.000536307,18.4896,-0.513154,-1.57391,-0.00352412,-0.00295164,0.0593527,
0.8181,-0.000189065,17.1815,0.0084999,-9.33602e-06,0.000246025,-6.25941e-06,0.24652,-0.000189065,17.1815,0.0084999,-9.33602e-06,0.000246025,-6.25941e-06,0.24652,-0.000189065,17.1815,0.0084999,-9.33602e-06,0.000246025,-6.25941e-06,0.24652,-0.000189065,17.1815,0.0084999,-9.33602e-06,0.000246025,-6.25941e-06,0.24652,-0.000189065,17.1815,0.0084999,-9.33602e-06,0.000246025,-6.25941e-06,0.24652,-0.729434,17.1639,0.0153815,0.00620878,0.0140459,-2.35188,0.0593527,0.754113,17.1594,0.0109618,0.00627423,0.014101,-2.35188,0.0593527,0.00837237,16.6393,-0.513574,0.0176626,0.00507648,-0.788914,0.0593527,0.016672,17.6839,0.539902,0.0154202,0.00730268,-0.788944,0.0593527,0.024408,16.6392,0.539497,-1.57377,-0.00432416,-0.00308837,0.0593527,0.000535348,17.6841,-0.513147,-1.57391,-0.00203,-0.00294853,0.0593527,
0.8282,-0.000189929,16.366,0.0085009,-2.04582e-05,0.00026454,-7.71166e-07,0.24652,-0.000189929,16.366,0.0085009,-2.04582e-05,0.00026454,-7.71166e-07,0.24652,-0.000189929,16.366,0.0085009,-2.04582e-05,0.00026454,-7.71166e-07,0.24652,-0.000189929,16.366,0.0085009,-2.04582e-05,0.00026454,-7.71166e-07,0.24652,-0.000189929,16.366,0.0085009,-2.04582e-05,0.00026454,-7.71166e-07,0.24652,-0.729431,16.3484,0.015375,0.00528802,0.0131241,-2.35189,0.0593527,0.754112,16.3438,0.0109693,0.00540356,0.013232,-2.35189,0.0593527,0.00837024,15.8238,-0.513571,0.0165977,0.0061391,-0.788921,0.0593527,0.016675,16.8684,0.539901,0.0144697,0.00825177,-0.788952,0.0593527,0.024411,15.8236,0.539492,-1.57376,-0.0030112,-0.0030864,0.0593527,0.00053295,16.8686,-0.513149,-1.57391,-0.00284531,-0.00294656,0.0593527,
0.8383,-0.000185315,15.5405,0.00850292,-1.75224e-05,0.000264689,-5.7332e-06,0.24652,-0.000185315,15.5405,0.00850292,-1.75224e-05,0.000264689,-5.7332e-06,0.24652,-0.000185315,15.5405,0.00850292,-1.75224e-05,0.000264689,-5.7332e-06,0.24652,-0.000185315,15.5405,0.00850292,-1.75224e-05,0.000264689,-5.7332e-06,0.24652,-0.000185315,15.5405,0.00850292,-1.75224e-05,0.000264689,-5.7332e-06,0.24652,-0.72943,15.5228,0.0153748,0.00505722,0.0128936,-2.35189,0.0593527,0.754118,15.5183,0.0109705,0.0050364,0.0128714,-2.35189,0.0593527,0.00835566,14.9983,-0.513572,0.0145332,0.0081907,-0.788936,0.0593527,0.0166604,16.0428,0.539905,0.0166788,0.00606026,-0.788936,0.0593527,0.0244137,14.9981,0.539487,-1.57377,-0.00129038,-0.00308586,0.0593527,0.000533664,16.043,-0.513156,-1.5739,-0.00440849,-0.00294954,0.0593527,
0.8484,-0.000184037,14.7049,0.00850244,-6.7196e-06,0.000246531,-1.14652e-05,0.24652,-0.000184037,14.7049,0.00850244,-6.7196e-06,0.000246531,-1.14652e-05,0.24652,-0.000184037,14.7049,0.00850244,-6.7196e-06,0.000246531,-1.14652e-05,0.24652,-0.000184037,14.7049,0.00850244,-6.7196e-06,0.000246531,-1.14652e-05,0.24652,-0.000184037,14.7049,0.00850244,-6.7196e-06,0.000246531,-1.14652e-05,0.24652,-0.729433,14.6873,0.0153808,0.00596195,0.0137991,-2.35188,0.0593527,0.75412,14.6827,0.0109631,0.00585651,0.0136908,-2.35188,0.0593527,0.0083566,14.1627,-0.513575,0.0154282,0.00729704,-0.788929,0.0593527,0.0166562,15.2073,0.539906,0.0177973,0.00494457,-0.788929,0.0593527,0.0244109,14.1625,0.539491,-1.57377,-0.00248317,-0.00308773,0.0593527,0.000536089,15.2075,-0.513155,-1.57391,-0.00372028,-0.00295176,0.0593527,
0.8585,-0.000188596,13.8594,0.00849999,-8.34091e-06,0.000244601,-6.6129e-06,0.24652,-0.000188596,13.8594,0.00849999,-8.34091e-06,0.000244601,-6.6129e-06,0.24652,-0.000188596,13.8594,0.00849999,-8.34091e-06,0.000244601,-6.6129e-06,0.24652,-0.000188596,13.8594,0.00849999,-8.34091e-06,0.000244601,-6.6129e-06,0.24652,-0.000188596,13.8594,0.00849999,-8.34091e-06,0.000244601,-6.6129e-06,0.24652,-0.729434,13.8417,0.0153819,0.00625937,0.0140966,-2.35187,0.0593527,0.754114,13.8372,0.0109613,0.00633501,0.0141617,-2.35187,0.0593527,0.0083712,13.3172,-0.513574,0.0175491,0.00518889,-0.788915,0.0593527,0.0166705,14.3617,0.539903,0.0156614,0.00706289,-0.788942,0.0593527,0.024408,13.317,0.539497,-1.57377,-0.00427977,-0.00308835,0.0593527,0.000535623,14.3619,-0.513147,-1.57392,-0.00209976,-0.00294885,0.0593527,
0.8686,-0.000190172,13.0038,0.00850081,-1.90059e-05,0.000262109,-5.5269e-07,0.24652,-0.000190172,13.0038,0.00850081,-1.90059e-05,0.000262109,-5.5269e-07,0.24652,-0.000190172,13.0038,0.00850081,-1.90059e-05,0.000262109,-5.5269e-07,0.24652,-0.000190172,13.0038,0.00850081,-1.90059e-05,0.000262109,-5.5269e-07,0.24652,-0.000190172,13.0038,0.00850081,-1.90059e-05,0.000262109,-5.5269e-07,0.24652,-0.729431,12.9862,0.0153755,0.00537515,0.0132112,-2.35189,0.0593527,0.754112,12.9816,0.0109681,0.00558065,0.0134079,-2.35189,0.0593527,0.0083714,12.4616,-0.513571,0.0168263,0.00591133,-0.78892,0.0593527,0.0166759,13.5061,0.539901,0.0143795,0.00834051,-0.788953,0.0593527,0.0244105,12.4614,0.539492,-1.57376,-0.00321397,-0.00308654,0.0593527,0.000533208,13.5064,-0.513148,-1.57391,-0.00265456,-0.00294641,0.0593527,
0.8787,-0.000185765,12.1382,0.00850276,-1.80109e-05,0.000265495,-5.35993e-06,0.24652,-0.000185765,12.1382,0.00850276,-1.80109e-05,0.000265495,-5.35993e-06,0.24652,-0.000185765,12.1382,0.00850276,-1.80109e-05,0.000265495,-5.35993e-06,0.24652,-0.000185765,12.1382,0.00850276,-1.80109e-05,0.000265495,-5.35993e-06,0.24652,-0.000185765,12.1382,0.00850276,-1.80109e-05,0.000265495,-5.35993e-06,0.24652,-0.72943,12.1206,0.0153745,0.00501245,0.012849,-2.35189,0.0593527,0.754118,12.116,0.0109709,0.00500028,0.0128349,-2.35189,0.0593527,0.00835683,11.596,-0.513572,0.0146638,0.00806126,-0.788935,0.0593527,0.0166619,12.6406,0.539905,0.0164294,0.00630812,-0.788938,0.0593527,0.0244136,11.5958,0.539487,-1.57377,-0.00134843,-0.00308588,0.0593527,0.000533406,12.6408,-0.513156,-1.5739,-0.00432373,-0.00294927,0.0593527,
0.8888,-0.000183846,11.2626,0.0085026,-7.96252e-06,0.000248816,-1.16523e-05,0.24652,-0.000183846,11.2626,0.0085026,-7.96252e-06,0.000248816,-1.16523e-05,0.24652,-0.000183846,11.2626,0.0085026,-7.96252e-06,0.000248816,-1.16523e-05,0.24652,-0.000183846,11.2626,0.0085026,-7.96252e-06,0.000248816,-1.16523e-05,0.24652,-0.000183846,11.2626,0.0085026,-7.96252e-06,0.000248816,-1.16523e-05,0.24652,-0.729432,11.245,0.0153803,0.00587159,0.0137086,-2.35188,0.0593527,0.75412,11.2405,0.0109642,0.00567446,0.0135102,-2.35188,0.0593527,0.00835557,10.7204,-0.513575,0.0152111,0.00751336,-0.78893,0.0593527,0.0166554,11.765,0.539906,0.0178692,0.00487402,-0.788929,0.0593527,0.0244115,10.7203,0.53949,-1.57377,-0.00228514,-0.00308764,0.0593527,0.000535822,11.7652,-0.513156,-1.57391,-0.00390378,-0.00295188,0.0593527,
0.8989,-0.000188112,10.377,0.00850007,-8.18189e-06,0.000244204,-7.02453e-06,0.24652,-0.000188112,10.377,0.00850007,-8.18189e-06,0.000244204,-7.02453e-06,0.24652,-0.000188112,10.377,0.00850007,-8.18189e-06,0.000244204,-7.02453e-06,0.24652,-0.000188112,10.377,0.00850007,-8.18189e-06,0.000244204,-7.02453e-06,0.24652,-0.000188112,10.377,0.00850007,-8.18189e-06,0.000244204,-7.02453e-06,0.24652,-0.729434,10.3594,0.0153822,0.00629783,0.0141351,-2.35187,0.0593527,0.754115,10.3549,0.0109612,0.00634612,0.0141732,-2.35187,0.0593527,0.00836991,9.83486,-0.513575,0.0174024,0.00533439,-0.788916,0.0593527,0.0166689,10.8794,0.539903,0.0159174,0.00680864,-0.78894,0.0593527,0.024408,9.83467,0.539496,-1.57377,-0.00420774,-0.00308829,0.0593527,0.00053583,10.8796,-0.513148,-1.57391,-0.00219957,-0.00294918,0.0593527,
0.909,-0.000190364,9.48146,0.00850072,-1.80365e-05,0.000260096,-3.73855e-07,0.24652,-0.000190364,9.48146,0.00850072,-1.80365e-05,0.000260096,-3.73855e-07,0.24652,-0.000190364,9.48146,0.00850072,-1.80365e-05,0.000260096,-3.73855e-07,0.24652,-0.000190364,9.48146,0.00850072,-1.80365e-05,0.000260096,-3.73855e-07,0.24652,-0.000190364,9.48146,0.00850072,-1.80365e-05,0.000260096,-3.73855e-07,0.24652,-0.729431,9.46383,0.0153759,0.00546861,0.0133046,-2.35189,0.0593527,0.754112,9.45928,0.010967,0.00576398,0.01359,-2.35188,0.0593527,0.0083724,8.93926,-0.513572,0.0170307,0.00570754,-0.788918,0.0593527,0.0166766,9.98381,0.539901,0.0143269,0.00839193,-0.788953,0.0593527,0.0244099,8.93908,0.539493,-1.57376,-0.0034069,-0.00308662,0.0593527,0.000533512,9.98403,-0.513147,-1.57391,-0.00247884,-0.00294625,0.0593527,
0.9191,-0.000186232,8.57586,0.00850263,-1.80577e-05,0.000265644,-4.92848e-06,0.24652,-0.000186232,8.57586,0.00850263,-1.80577e-05,0.000265644,-4.92848e-06,0.24652,-0.000186232,8.57586,0.00850263,-1.80577e-05,0.000265644,-4.92848e-06,0.24652,-0.000186232,8.57586,0.00850263,-1.80577e-05,0.000265644,-4.92848e-06,0.24652,-0.000186232,8.57586,0.00850263,-1.80577e-05,0.000265644,-4.92848e-06,0.24652,-0.72943,8.55823,0.0153742,0.00498028,0.0128171,-2.35189,0.0593527,0.754117,8.55368,0.0109709,0.00501468,0.0128485,-2.35189,0.0593527,0.00835813,8.03366,-0.513572,0.0148256,0.0079006,-0.788934,0.0593527,0.0166635,9.07822,0.539904,0.0161682,0.0065675,-0.78894,0.0593527,0.0244135,8.03347,0.539487,-1.57377,-0.00143346,-0.0030859,0.0593527,0.00053322,9.07843,-0.513155,-1.5739,-0.00421004,-0.00294895,0.0593527,
0.9292,-0.000183709,7.66025,0.00850274,-8.62113e-06,0.000250568,-1.18069e-05,0.24652,-0.000183709,7.66025,0.00850274,-8.62113e-06,0.000250568,-1.18069e-05,0.24652,-0.000183709,7.66025,0.00850274,-8.62113e-06,0.000250568,-1.18069e-05,0.24652,-0.000183709,7.66025,0.00850274,-8.62113e-06,0.000250568,-1.18069e-05,0.24652,-0.000183709,7.66025,0.00850274,-8.62113e-06,0.000250568,-1.18069e-05,0.24652,-0.729432,7.64262,0.0153798,0.00577564,0.0136125,-2.35188,0.0593527,0.75412,7.63807,0.0109652,0.00549322,0.0133303,-2.35189,0.0593527,0.00835471,7.11806,-0.513574,0.0150205,0.00770347,-0.788932,0.0593527,0.016655,8.16261,0.539906,0.0179024,0.00484194,-0.788929,0.0593527,0.024412,7.11786,0.539489,-1.57377,-0.00209877,-0.00308763,0.0593527,0.000535521,8.16282,-0.513157,-1.5739,-0.00407008,-0.002952,0.0593527,
0.9393,-0.000187602,6.73463,0.00850016,-8.10993e-06,0.000244113,-7.49264e-06,0.24652,-0.000187602,6.73463,0.00850016,-8.10993e-06,0.000244113,-7.49264e-06,0.24652,-0.000187602,6.73463,0.00850016,-8.10993e-06,0.000244113,-7.49264e-06,0.24652,-0.000187602,6.73463,0.00850016,-8.10993e-06,0.000244113,-7.49264e-06,0.24652,-0.000187602,6.73463,0.00850016,-8.10993e-06,0.000244113,-7.49264e-06,0.24652,-0.729434,6.71701,0.0153824,0.00632326,0.0141605,-2.35187,0.0593527,0.754115,6.71245,0.0109613,0.00630686,0.0141347,-2.35187,0.0593527,0.00836848,6.19244,-0.513575,0.0172265,0.00550916,-0.788917,0.0593527,0.0166672,7.23699,0.539903,0.016182,0.00654595,-0.788938,0.0593527,0.0244082,6.19226,0.539496,-1.57377,-0.00410963,-0.00308826,0.0593527,0.00053596,7.23721,-0.513148,-1.57391,-0.00232689,-0.00294956,0.0593527,
0.9494,-0.000190495,5.79901,0.00850061,-1.75459e-05,0.00025855,-2.31638e-07,0.24652,-0.000190495,5.79901,0.00850061,-1.75459e-05,0.00025855,-2.31638e-07,0.24652,-0.000190495,5.79901,0.00850061,-1.75459e-05,0.00025855,-2.31638e-07,0.24652,-0.000190495,5.79901,0.00850061,-1.75459e-05,0.00025855,-2.31638e-07,0.24652,-0.000190495,5.79901,0.00850061,-1.75459e-05,0.00025855,-2.31638e-07,0.24652,-0.729432,5.78138,0.0153764,0.00556684,0.0134028,-2.35189,0.0593527,0.754112,5.77683,0.010966,0.00593948,0.0137644,-2.35188,0.0593527,0.00837321,5.25682,-0.513572,0.0172066,0.0055321,-0.788917,0.0593527,0.016677,6.30137,0.5399,0.0143138,0.0084041,-0.788954,0.0593527,0.0244094,5.25664,0.539494,-1.57376,-0.00358627,-0.00308665,0.0593527,0.000533837,6.30159,-0.513147,-1.57391,-0.00232259,-0.0029461,0.0593527,
0.9595,-0.000186732,4.85338,0.0085025,-1.82815e-05,0.000265737,-4.43543e-06,0.24652,-0.000186732,4.85338,0.0085025,-1.82815e-05,0.000265737,-4.43543e-06,0.24652,-0.000186732,4.85338,0.0085025,-1.82815e-05,0.000265737,-4.43543e-06,0.24652,-0.000186732,4.85338,0.0085025,-1.82815e-05,0.000265737,-4.43543e-06,0.24652,-0.000186732,4.85338,0.0085025,-1.82815e-05,0.000265737,-4.43543e-06,0.24652,-0.72943,4.83576,0.015374,0.00496156,0.0127985,-2.35189,0.0593527,0.754117,4.8312,0.0109707,0.00507829,0.0129109,-2.35189,0.0593527,0.00835958,4.31119,-0.513571,0.0150146,0.00771286,-0.788932,0.0593527,0.0166652,5.35574,0.539904,0.0159015,0.00683216,-0.788942,0.0593527,0.0244132,4.311,0.539488,-1.57377,-0.00154366,-0.00308586,0.0593527,0.000533116,5.35595,-0.513154,-1.5739,-0.0040703,-0.00294856,0.0593527,
