time,0_rod(payload_bars compound_iq7KN5).X,0_rod(payload_bars compound_iq7KN5).Y,0_rod(payload_bars compound_iq7KN5).Z,0_rod(payload_bars compound_iq7KN5).Euler1,0_rod(payload_bars compound_iq7KN5).Euler2,0_rod(payload_bars compound_iq7KN5).Euler3,0_rod(payload_bars compound_iq7KN5).mass,1_rod(payload_bars compound_iq7KN5).X,1_rod(payload_bars compound_iq7KN5).Y,1_rod(payload_bars compound_iq7KN5).Z,1_rod(payload_bars compound_iq7KN5).Euler1,1_rod(payload_bars compound_iq7KN5).Euler2,1_rod(payload_bars compound_iq7KN5).Euler3,1_rod(payload_bars compound_iq7KN5).mass,2_rod(payload_bars compound_iq7KN5).X,2_rod(payload_bars compound_iq7KN5).Y,2_rod(payload_bars compound_iq7KN5).Z,2_rod(payload_bars compound_iq7KN5).Euler1,2_rod(payload_bars compound_iq7KN5).Euler2,2_rod(payload_bars compound_iq7KN5).Euler3,2_rod(payload_bars compound_iq7KN5).mass,3_rod(payload_bars compound_iq7KN5).X,3_rod(payload_bars compound_iq7KN5).Y,3_rod(payload_bars compound_iq7KN5).Z,3_rod(payload_bars compound_iq7KN5).Euler1,3_rod(payload_bars compound_iq7KN5).Euler2,3_rod(payload_bars compound_iq7KN5).Euler3,3_rod(payload_bars compound_iq7KN5).mass,4_rod(payload_bars compound_iq7KN5).X,4_rod(payload_bars compound_iq7KN5).Y,4_rod(payload_bars compound_iq7KN5).Z,4_rod(payload_bars compound_iq7KN5).Euler1,4_rod(payload_bars compound_iq7KN5).Euler2,4_rod(payload_bars compound_iq7KN5).Euler3,4_rod(payload_bars compound_iq7KN5).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.2424,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.56962,26.6011,4.23457,0.249505,0.330448,-1.71581,0.199491,2.96449,25.1368,2.37144,-0.117374,0.250487,-1.82798,0.199491,-0.166629,25.1498,2.44581,-0.185484,0.190789,-0.270348,0.199491,1.20238,25.6751,6.01286,-0.235684,0.361772,-0.290087,0.199491,0.525944,24.0024,4.94292,-1.87257,0.395542,-0.257759,0.199645,-0.0312371,28.0528,3.88392,-1.83856,0.325029,-0.247736,0.199491,
0.2525,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.63149,27.4365,4.47891,-0.135525,0.273446,-1.80945,0.199491,3.02797,25.8706,2.45113,-0.269424,0.22495,-1.85233,0.199491,-0.245167,25.9241,2.52644,-0.257958,0.430065,-0.279112,0.199491,1.22855,26.4317,6.2807,-0.199033,0.220125,-0.275423,0.199491,0.522009,24.6864,5.0809,-1.98157,0.642138,-0.31116,0.199645,-0.0161868,28.8862,4.06232,-1.94106,0.602754,-0.308424,0.199491,
0.2626,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.68502,28.2594,4.71576,-0.467646,0.207167,-1.87649,0.199491,3.06482,26.6082,2.54096,-0.150611,0.268511,-1.81005,0.199491,-0.308236,26.6943,2.60594,-0.178206,0.122795,-0.241133,0.199491,1.27011,27.1725,6.54129,-0.220829,0.275802,-0.277261,0.199491,0.500643,25.3763,5.21856,-1.9063,0.364427,-0.278786,0.199645,0.00371224,29.6825,4.24677,-1.90851,0.468052,-0.300438,0.199491,
0.2727,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.70863,29.0454,4.95277,-0.0202668,0.33814,-1.74025,0.199491,3.08676,27.344,2.64579,-0.270583,0.252895,-1.82912,0.199491,-0.368525,27.4631,2.71734,-0.243161,0.347065,-0.242738,0.199491,1.29599,27.9041,6.74433,-0.236622,0.299992,-0.272573,0.199491,0.452307,26.0698,5.3681,-2.01466,0.617577,-0.335395,0.199645,0.0485114,30.4644,4.42982,-1.9829,0.623326,-0.350126,0.199491,
0.2828,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.67942,29.8223,5.17353,-0.296886,0.307486,-1.80691,0.199491,3.05891,28.0774,2.76368,-0.155305,0.291625,-1.78839,0.199491,-0.412637,28.2227,2.85985,-0.210586,0.183085,-0.219296,0.199491,1.31419,28.6272,6.91073,-0.242444,0.290849,-0.271692,0.199491,0.409228,26.7828,5.50817,-1.96496,0.455214,-0.315372,0.199645,0.0765241,31.1959,4.63107,-1.90634,0.386981,-0.32248,0.199491,
0.2929,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.61068,30.5792,5.3737,-0.391413,0.306961,-1.81945,0.199491,2.99487,28.8213,2.89608,-0.326685,0.270876,-1.82544,0.199491,-0.439562,28.9813,3.05788,-0.264198,0.376888,-0.216919,0.199491,1.31881,29.3329,7.03539,-0.270058,0.351531,-0.275713,0.199491,0.350786,27.5038,5.64831,-2.00392,0.524084,-0.342277,0.199645,0.112958,31.8874,4.82456,-2.05638,0.691266,-0.410766,0.199491,
0.303,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.52162,31.3132,5.56814,-0.0616947,0.385563,-1.68502,0.199491,2.89518,29.5575,3.0444,-0.177881,0.321901,-1.77226,0.199491,-0.449463,29.7336,3.2771,-0.263352,0.331221,-0.201011,0.199491,1.31672,30.0244,7.12721,-0.254591,0.261644,-0.267261,0.199491,0.292376,28.2466,5.78256,-2.00299,0.497949,-0.35125,0.199645,0.154371,32.5477,5.02539,-1.93514,0.392884,-0.355837,0.199491,
0.3131,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.41863,32.041,5.76163,-0.232293,0.383988,-1.72648,0.199491,2.79248,30.2906,3.2001,-0.266827,0.320848,-1.79058,0.199491,-0.455654,30.4713,3.51186,-0.239455,0.154547,-0.179729,0.199491,1.29861,30.7046,7.18578,-0.298363,0.374882,-0.276923,0.199491,0.241773,28.9864,5.92382,-2.08316,0.642274,-0.402888,0.199645,0.189372,33.1866,5.2305,-2.0948,0.679094,-0.44704,0.199491,
0.3232,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.31119,32.7605,5.95045,-0.525738,0.350816,-1.81518,0.199491,2.67631,31.0198,3.36033,-0.42706,0.302291,-1.83066,0.199491,-0.453904,31.2008,3.74799,-0.286835,0.348528,-0.176153,0.199491,1.28215,31.3631,7.24434,-0.326915,0.4355,-0.284368,0.199491,0.191967,29.7219,6.06709,-2.03742,0.525699,-0.387942,0.199645,0.223,33.8115,5.43235,-2.11089,0.66672,-0.462213,0.199491,
0.3333,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.20233,33.4679,6.13735,-0.649186,0.344151,-1.84395,0.199491,2.55817,31.7381,3.5226,-0.432835,0.323241,-1.82441,0.199491,-0.450668,31.9206,3.98982,-0.332562,0.532048,-0.17903,0.199491,1.26299,32.0135,7.30742,-0.326827,0.405568,-0.277936,0.199491,0.147233,30.4522,6.20538,-2.03075,0.482644,-0.395144,0.199645,0.253312,34.4225,5.62887,-2.00934,0.44577,-0.416345,0.199491,
0.3434,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.09852,34.1647,6.32372,-0.568849,0.387127,-1.80238,0.199491,2.4437,32.4477,3.68654,-0.296704,0.375966,-1.76786,0.199491,-0.445245,32.6252,4.23678,-0.33077,0.476437,-0.160465,0.199491,1.24407,32.6534,7.36677,-0.305597,0.301938,-0.263524,0.199491,0.103397,31.1717,6.34391,-2.09722,0.582096,-0.439503,0.199645,0.281681,35.0294,5.8226,-2.03143,0.451101,-0.435129,0.199491,
0.3535,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.00107,34.8526,6.51816,-0.347557,0.445296,-1.69711,0.199491,2.32861,33.147,3.85227,-0.300204,0.394286,-1.75695,0.199491,-0.435388,33.3192,4.46593,-0.318647,0.336426,-0.139911,0.199491,1.22224,33.2758,7.42185,-0.32589,0.340662,-0.26371,0.199491,0.066796,31.8821,6.48961,-2.12612,0.602421,-0.466148,0.199645,0.30826,35.6327,6.02139,-2.15652,0.620116,-0.504902,0.199491,
0.3636,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.91852,35.5398,6.72303,-0.310381,0.466729,-1.66503,0.199491,2.22588,33.825,4.01758,-0.469889,0.379676,-1.80938,0.199491,-0.43032,34.0007,4.68787,-0.335302,0.378558,-0.132269,0.199491,1.19756,33.8857,7.47716,-0.355234,0.416112,-0.262533,0.199491,0.0431732,32.5787,6.63559,-2.11582,0.553892,-0.4705,0.199645,0.332047,36.2366,6.21685,-2.11446,0.516026,-0.488105,0.199491,
0.3737,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.86169,36.2347,6.9416,-0.54654,0.4493,-1.75932,0.199491,2.13765,34.4794,4.17372,-0.33061,0.428612,-1.74179,0.199491,-0.424951,34.6678,4.89935,-0.361675,0.504751,-0.131333,0.199491,1.18519,34.4825,7.5551,-0.331872,0.310959,-0.236147,0.199491,0.027812,33.25,6.77151,-2.18233,0.624716,-0.518848,0.199645,0.34616,36.849,6.40567,-2.18947,0.59054,-0.532092,0.199491,
0.3838,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.83952,36.9356,7.18425,-0.471916,0.466703,-1.72071,0.199491,2.06664,35.1097,4.3183,-0.479806,0.424945,-1.78787,0.199491,-0.421753,35.3236,5.08472,-0.350133,0.374769,-0.11362,0.199491,1.18896,35.0606,7.66105,-0.370687,0.449728,-0.228752,0.199491,0.0265505,33.8901,6.90087,-2.16955,0.571631,-0.52304,0.199645,0.349633,37.481,6.58664,-2.15731,0.500454,-0.517253,0.199491,
0.3939,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.85157,37.6358,7.4507,-0.365805,0.481571,-1.66987,0.199491,2.02307,35.7064,4.44648,-0.328465,0.469844,-1.7053,0.199491,-0.430459,35.9723,5.24564,-0.370443,0.497104,-0.113389,0.199491,1.19885,35.6261,7.78648,-0.35249,0.364314,-0.191775,0.199491,0.0366121,34.5059,7.02604,-2.2408,0.631262,-0.573991,0.199645,0.354334,38.1311,6.76939,-2.2299,0.563842,-0.555148,0.199491,
0.404,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.88357,38.3329,7.73715,-0.476923,0.472443,-1.72098,0.199491,2.00025,36.273,4.56171,-0.46504,0.465834,-1.74875,0.199491,-0.454924,36.6179,5.38224,-0.38789,0.606303,-0.11541,0.199491,1.20603,36.1791,7.92082,-0.376303,0.480106,-0.167291,0.199491,0.0610175,35.1002,7.15556,-2.22286,0.569855,-0.572463,0.199645,0.362363,38.7914,6.95614,-2.22795,0.524817,-0.556047,0.199491,
0.4141,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.9307,39.0263,8.03578,-0.514733,0.469988,-1.73967,0.199491,1.98788,36.8269,4.66742,-0.470682,0.479038,-1.73361,0.199491,-0.48362,37.254,5.50288,-0.378886,0.518139,-0.103869,0.199491,1.21493,36.7186,8.06538,-0.373601,0.469958,-0.131533,0.199491,0.0890104,35.6779,7.28676,-2.2933,0.618151,-0.620772,0.199645,0.373981,39.4478,7.14429,-2.28158,0.560854,-0.584786,0.199491,
0.4242,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.98028,39.7098,8.33258,-0.435123,0.483708,-1.70361,0.199491,1.98026,37.3676,4.76874,-0.346293,0.507759,-1.65657,0.199491,-0.515825,37.8827,5.62856,-0.365993,0.378254,-0.0926974,0.199491,1.22104,37.2473,8.22011,-0.367257,0.411677,-0.0945232,0.199491,0.124239,36.2399,7.40828,-2.33405,0.622746,-0.649693,0.199645,0.382359,40.101,7.33313,-2.37909,0.643049,-0.640283,0.199491,
0.4343,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.01456,40.3493,8.59341,-0.273554,0.519123,-1.6078,0.199491,1.9758,37.9049,4.86659,-0.308724,0.524254,-1.62505,0.199491,-0.561544,38.4973,5.76126,-0.376467,0.445699,-0.0933654,0.199491,1.22867,37.8089,8.41077,-0.387697,0.53312,-0.0756475,0.199491,0.131394,36.7928,7.52037,-2.32309,0.572454,-0.641345,0.199645,0.412365,40.732,7.52793,-2.34535,0.577478,-0.629224,0.199491,
0.4444,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.02026,40.9698,8.85913,-0.246595,0.538302,-1.58099,0.199491,1.99342,38.4585,4.96027,-0.510229,0.520399,-1.7125,0.199491,-0.639109,39.1085,5.88449,-0.407632,0.661868,-0.0960671,0.199491,1.24705,38.3477,8.60961,-0.397792,0.562321,-0.0661495,0.199491,0.0959914,37.348,7.64236,-2.32756,0.545208,-0.642232,0.199645,0.455414,41.3295,7.71335,-2.33456,0.545984,-0.635423,0.199491,
0.4545,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.03023,41.5935,9.1127,-0.366756,0.552469,-1.62486,0.199491,2.00161,39.0236,5.05111,-0.454719,0.542129,-1.67236,0.199491,-0.7023,39.719,6.00674,-0.402195,0.5398,-0.075612,0.199491,1.27866,38.8645,8.81728,-0.396892,0.45488,-0.0641433,0.199491,0.0576917,37.8686,7.77488,-2.38671,0.5787,-0.677246,0.199645,0.487447,41.9096,7.89538,-2.4869,0.674558,-0.731245,0.199491,
0.4646,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.02645,42.2135,9.3551,-0.533009,0.554144,-1.69916,0.199491,2.00115,39.5868,5.13753,-0.269615,0.567534,-1.55906,0.199491,-0.7589,40.3188,6.1345,-0.398073,0.361559,-0.0565561,0.199491,1.31394,39.3637,9.03845,-0.400774,0.420381,-0.0626817,0.199491,0.00563206,38.3653,7.91835,-2.47348,0.632884,-0.737196,0.199645,0.517882,42.4875,8.06304,-2.4681,0.637889,-0.72793,0.199491,
0.4747,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.01978,42.7961,9.59744,-0.557814,0.567591,-1.70114,0.199491,1.99912,40.1314,5.22655,-0.213866,0.582075,-1.51197,0.199491,-0.820921,40.9154,6.26523,-0.408186,0.330087,-0.0459405,0.199491,1.35066,39.8617,9.26282,-0.416769,0.513791,-0.063557,0.199491,-0.0478665,38.8732,8.04575,-2.43498,0.565517,-0.717623,0.199645,0.552422,43.0545,8.23808,-2.41218,0.563653,-0.705439,0.199491,
0.4848,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.00415,43.3531,9.83777,-0.386563,0.598381,-1.59369,0.199491,2.00249,40.6556,5.31558,-0.491758,0.592282,-1.65281,0.199491,-0.892916,41.5097,6.39737,-0.424586,0.435375,-0.0406519,0.199491,1.37344,40.3616,9.46863,-0.445006,0.732333,-0.0684129,0.199491,-0.102205,39.3762,8.18566,-2.41086,0.510837,-0.707889,0.199645,0.597365,43.6128,8.41973,-2.44872,0.581083,-0.736486,0.199491,
0.4949,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.98491,43.9129,10.0865,-0.295251,0.617291,-1.52689,0.199491,2.00191,41.1861,5.4147,-0.528172,0.598912,-1.66085,0.199491,-0.960477,42.0882,6.51648,-0.447112,0.691488,-0.03515,0.199491,1.39308,40.8495,9.65355,-0.442784,0.586993,-0.0623541,0.199491,-0.155497,39.8692,8.3403,-2.533,0.60067,-0.777512,0.199645,0.640307,44.1397,8.60207,-2.53705,0.636863,-0.795132,0.199491,
0.505,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.95625,44.4582,10.3148,-0.515329,0.63589,-1.63795,0.199491,1.98728,41.7067,5.52083,-0.32829,0.617443,-1.53471,0.199491,-1.01066,42.651,6.66608,-0.452305,0.586634,-0.0233676,0.199491,1.41223,41.3311,9.83625,-0.449584,0.543787,-0.0614846,0.199491,-0.216439,40.3597,8.48365,-2.5171,0.565253,-0.772385,0.199645,0.678645,44.6553,8.78083,-2.44254,0.537685,-0.752581,0.199491,
0.5151,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.91895,44.9844,10.5241,-0.578898,0.656308,-1.6581,0.199491,1.95154,42.2234,5.6444,-0.581527,0.628071,-1.67248,0.199491,-1.04919,43.1882,6.83557,-0.461703,0.553591,-0.0149803,0.199491,1.4327,41.8119,10.0109,-0.479837,0.766673,-0.0716667,0.199491,-0.278002,40.8612,8.61926,-2.52766,0.554774,-0.781804,0.199645,0.717082,45.1495,8.95719,-2.60668,0.650234,-0.853903,0.199491,
0.5252,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.86771,45.5038,10.733,-0.374989,0.684289,-1.50973,0.199491,1.90994,42.7394,5.78329,-0.390248,0.647414,-1.54893,0.199491,-1.07429,43.7104,7.01059,-0.474021,0.764861,-0.00748948,0.199491,1.43203,42.2913,10.148,-0.473948,0.566335,-0.0646237,0.199491,-0.335257,41.3604,8.76965,-2.57689,0.580778,-0.813207,0.199645,0.750866,45.6098,9.13575,-2.50342,0.552246,-0.803841,0.199491,
0.5353,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.80386,46.0007,10.9326,-0.467806,0.713015,-1.54652,0.199491,1.85706,43.2477,5.93634,-0.492896,0.658565,-1.60205,0.199491,-1.09135,44.2189,7.19797,-0.483897,0.599633,0.000505245,0.199491,1.41393,42.7707,10.2629,-0.496162,0.683968,-0.072886,0.199491,-0.384443,41.8655,8.92422,-2.56413,0.556914,-0.811033,0.199645,0.784628,46.0479,9.31504,-2.60137,0.606543,-0.866104,0.199491,
0.5454,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.72292,46.4744,11.1137,-0.699724,0.725294,-1.68387,0.199491,1.78935,43.7563,6.09658,-0.601758,0.671354,-1.65887,0.199491,-1.09592,44.7186,7.40495,-0.496297,0.651972,0.00776589,0.199491,1.39181,43.2371,10.3764,-0.524906,0.830739,-0.0843924,0.199491,-0.436158,42.3672,9.0816,-2.68864,0.630311,-0.887115,0.199645,0.810184,46.4743,9.48474,-2.62037,0.600926,-0.884312,0.199491,
0.5555,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.64256,46.9443,11.2941,-0.67491,0.746779,-1.65172,0.199491,1.71352,44.262,6.26764,-0.394332,0.692807,-1.51665,0.199491,-1.08944,45.2014,7.61744,-0.505496,0.832114,0.0180733,0.199491,1.36975,43.6896,10.4819,-0.519543,0.67086,-0.0752833,0.199491,-0.483698,42.8668,9.23568,-2.59073,0.544458,-0.840229,0.199645,0.829142,46.88,9.65001,-2.5538,0.533421,-0.855321,0.199491,
0.5656,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.55909,47.3987,11.474,-0.491229,0.767978,-1.50843,0.199491,1.63838,44.7545,6.44152,-0.445856,0.710572,-1.53779,0.199491,-1.0823,45.6733,7.8316,-0.517737,0.828844,0.0249251,0.199491,1.33498,44.1384,10.5754,-0.523597,0.581496,-0.0712994,0.199491,-0.523392,43.3588,9.39357,-2.57123,0.51259,-0.837973,0.199645,0.848513,47.2767,9.81963,-2.65272,0.581545,-0.914523,0.199491,
0.5757,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.4754,47.841,11.6571,-0.376744,0.777526,-1.40983,0.199491,1.56373,45.2354,6.6183,-0.68309,0.719321,-1.68305,0.199491,-1.07605,46.134,8.04167,-0.534909,0.721383,0.0276338,0.199491,1.29219,44.5804,10.6617,-0.55074,0.734049,-0.0798507,0.199491,-0.556461,43.844,9.55554,-2.71321,0.595909,-0.919915,0.199645,0.869448,47.6617,9.99028,-2.74463,0.616108,-0.971858,0.199491,
0.5858,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.39118,48.2789,11.8403,-0.389383,0.795483,-1.39995,0.199491,1.48752,45.7098,6.7979,-0.747888,0.731587,-1.71684,0.199491,-1.06532,46.5818,8.25286,-0.55164,0.648207,0.0313223,0.199491,1.25141,45.0087,10.7489,-0.581283,0.883866,-0.0933881,0.199491,-0.589331,44.3164,9.71525,-2.82379,0.642622,-0.99062,0.199645,0.884737,48.0371,10.1582,-2.71312,0.577089,-0.958874,0.199491,
0.5959,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.30728,48.707,12.0227,-0.608282,0.826303,-1.54228,0.199491,1.41018,46.175,6.97756,-0.571015,0.762225,-1.58584,0.199491,-1.05165,47.0163,8.46755,-0.562178,0.730364,0.0386963,0.199491,1.21114,45.4237,10.8398,-0.592237,0.88313,-0.0914683,0.199491,-0.621369,44.7799,9.87157,-2.73181,0.572335,-0.944859,0.199645,0.897181,48.407,10.3231,-2.66582,0.527099,-0.939758,0.199491,
0.606,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.22429,49.1284,12.2093,-0.857649,0.833847,-1.71328,0.199491,1.33498,46.628,7.15719,-0.46215,0.779038,-1.49682,0.199491,-1.03889,47.4411,8.67982,-0.56846,0.849803,0.0487994,0.199491,1.16969,45.8275,10.9311,-0.582245,0.709435,-0.0737011,0.199491,-0.647987,45.2342,10.0257,-2.64325,0.496384,-0.90811,0.199645,0.905047,48.7657,10.4882,-2.71548,0.536212,-0.970792,0.199491,
0.6161,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.14312,49.5393,12.4026,-0.915507,0.845094,-1.74574,0.199491,1.2599,47.068,7.33638,-0.690386,0.797263,-1.64592,0.199491,-1.02666,47.856,8.88536,-0.579716,0.875075,0.0547881,0.199491,1.12349,46.2215,11.0185,-0.590586,0.68144,-0.0675516,0.199491,-0.672647,45.6715,10.1815,-2.79425,0.570869,-0.993818,0.199645,0.91795,49.1247,10.6557,-2.77405,0.547409,-1.00561,0.199491,
0.6262,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.07127,49.9421,12.6088,-0.702973,0.873254,-1.57384,0.199491,1.18757,47.4919,7.51203,-0.755423,0.811549,-1.68079,0.199491,-1.01531,48.2623,9.08224,-0.600219,0.792587,0.0528448,0.199491,1.07945,46.6031,11.1048,-0.620832,0.877938,-0.0739591,0.199491,-0.691866,46.0998,10.3363,-2.85677,0.584718,-1.03561,0.199645,0.930701,49.4778,10.8247,-2.76854,0.521214,-1.00581,0.199491,
0.6363,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.00474,50.3427,12.8259,-0.503589,0.875317,-1.40898,0.199491,1.11766,47.8984,7.68044,-0.544637,0.834123,-1.51249,0.199491,-1.00599,48.6576,9.27629,-0.612707,0.794806,0.0553949,0.199491,1.0354,46.9699,11.1975,-0.622018,0.806945,-0.0570339,0.199491,-0.705787,46.5105,10.4803,-2.7378,0.500207,-0.981479,0.199645,0.943072,49.8339,10.9974,-2.81265,0.521253,-1.03045,0.199491,
0.6464,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.94248,50.7417,13.0584,-0.65372,0.894452,-1.51656,0.199491,1.05065,48.2872,7.83986,-0.74023,0.852014,-1.64396,0.199491,-1.00055,49.0467,9.46278,-0.611916,0.921197,0.0673336,0.199491,0.997704,47.3198,11.2965,-0.624901,0.724809,-0.0384703,0.199491,-0.720118,46.903,10.6187,-2.90887,0.56885,-1.0774,0.199645,0.954781,50.1904,11.1703,-2.83539,0.509969,-1.04362,0.199491,
