time,0_rod(payload_bars compound_iq7KN5).X,0_rod(payload_bars compound_iq7KN5).Y,0_rod(payload_bars compound_iq7KN5).Z,0_rod(payload_bars compound_iq7KN5).Euler1,0_rod(payload_bars compound_iq7KN5).Euler2,0_rod(payload_bars compound_iq7KN5).Euler3,0_rod(payload_bars compound_iq7KN5).mass,1_rod(payload_bars compound_iq7KN5).X,1_rod(payload_bars compound_iq7KN5).Y,1_rod(payload_bars compound_iq7KN5).Z,1_rod(payload_bars compound_iq7KN5).Euler1,1_rod(payload_bars compound_iq7KN5).Euler2,1_rod(payload_bars compound_iq7KN5).Euler3,1_rod(payload_bars compound_iq7KN5).mass,2_rod(payload_bars compound_iq7KN5).X,2_rod(payload_bars compound_iq7KN5).Y,2_rod(payload_bars compound_iq7KN5).Z,2_rod(payload_bars compound_iq7KN5).Euler1,2_rod(payload_bars compound_iq7KN5).Euler2,2_rod(payload_bars compound_iq7KN5).Euler3,2_rod(payload_bars compound_iq7KN5).mass,3_rod(payload_bars compound_iq7KN5).X,3_rod(payload_bars compound_iq7KN5).Y,3_rod(payload_bars compound_iq7KN5).Z,3_rod(payload_bars compound_iq7KN5).Euler1,3_rod(payload_bars compound_iq7KN5).Euler2,3_rod(payload_bars compound_iq7KN5).Euler3,3_rod(payload_bars compound_iq7KN5).mass,4_rod(payload_bars compound_iq7KN5).X,4_rod(payload_bars compound_iq7KN5).Y,4_rod(payload_bars compound_iq7KN5).Z,4_rod(payload_bars compound_iq7KN5).Euler1,4_rod(payload_bars compound_iq7KN5).Euler2,4_rod(payload_bars compound_iq7KN5).Euler3,4_rod(payload_bars compound_iq7KN5).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.6565,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.88788,51.137,13.3084,-0.907463,0.895136,-1.709,0.199491,0.98641,48.6609,7.99087,-0.749968,0.870265,-1.63686,0.199491,-0.999618,49.4301,9.63724,-0.621484,0.926458,0.0707152,0.199491,0.964851,47.651,11.4002,-0.641191,0.923249,-0.0272641,0.199491,-0.734144,47.2786,10.7551,-2.87889,0.535017,-1.07008,0.199645,0.970709,50.5473,11.3438,-2.82235,0.480135,-1.03892,0.199491,
0.6666,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.83887,51.5242,13.5699,-0.87784,0.904971,-1.68149,0.199491,0.92832,49.0162,8.12966,-0.566861,0.885776,-1.47973,0.199491,-1.00492,49.8094,9.80693,-0.640622,0.838439,0.0658797,0.199491,0.9301,47.9719,11.5107,-0.64424,0.863696,-0.00470132,0.199491,-0.741576,47.6366,10.8828,-2.83274,0.490363,-1.05467,0.199645,0.987625,50.9023,11.5245,-2.88902,0.49012,-1.07086,0.199491,
0.6767,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.79625,51.9006,13.8407,-0.664314,0.915504,-1.5082,0.199491,0.870949,49.3549,8.26125,-0.646863,0.904012,-1.52539,0.199491,-1.01392,50.1844,9.97048,-0.650044,0.840025,0.0669369,0.199491,0.896486,48.2809,11.6251,-0.653238,0.744833,0.0158305,0.199491,-0.750318,47.9808,11.011,-2.99487,0.54087,-1.14164,0.199645,1.01409,51.2549,11.7048,-2.90928,0.477156,-1.08084,0.199491,
0.6868,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.75696,52.2669,14.1159,-0.516139,0.911075,-1.38547,0.199491,0.81349,49.6794,8.38715,-0.821434,0.917723,-1.64777,0.199491,-1.02687,50.5534,10.132,-0.648735,0.932707,0.0753064,0.199491,0.86592,48.5778,11.7449,-0.658242,0.851964,0.0408038,0.199491,-0.757075,48.3153,11.1367,-3.01241,0.525612,-1.15532,0.199645,1.04287,51.5994,11.8856,-2.92017,0.460556,-1.08688,0.199491,
0.6969,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.71659,52.6264,14.3928,-0.490591,0.913668,-1.3601,0.199491,0.758233,49.9955,8.50985,-0.853369,0.933128,-1.65853,0.199491,-1.04144,50.9128,10.295,-0.645642,1.01271,0.0861799,0.199491,0.835871,48.8621,11.8694,-0.648135,1.00466,0.0772189,0.199491,-0.763939,48.6358,11.2568,-2.9227,0.466026,-1.11768,0.199645,1.06959,51.9353,12.0673,-2.97269,0.463539,-1.11128,0.199491,
0.707,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.67758,52.9673,14.6616,-0.610933,0.934765,-1.44821,0.199491,0.705031,50.305,8.62966,-0.695034,0.950774,-1.51512,0.199491,-1.05644,51.2654,10.4572,-0.652231,1.02771,0.0894495,0.199491,0.807586,49.1402,12.0058,-0.650327,1.03199,0.101641,0.199491,-0.776107,48.9441,11.3782,-2.90287,0.434239,-1.11482,0.199645,1.09959,52.2615,12.2476,-3.0094,0.458348,-1.12871,0.199491,
0.7171,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.62802,53.2713,14.8938,-0.837753,0.958185,-1.61937,0.199491,0.669383,50.6147,8.74493,-0.567489,0.95559,-1.39805,0.199491,-1.099,51.6248,10.6288,-0.681526,0.93156,0.0759743,0.199491,0.793008,49.4214,12.1665,-0.694709,0.849525,0.0841976,0.199491,-0.814597,49.2554,11.5183,-3.02031,0.459235,-1.16528,0.199645,1.14168,52.5515,12.4166,-2.99091,0.435768,-1.13047,0.199491,
0.7272,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.5701,53.5786,15.1302,-0.909856,0.975561,-1.66652,0.199491,0.643329,50.9258,8.85873,-0.790226,0.980353,-1.56937,0.199491,-1.13541,51.9697,10.7967,-0.69606,0.927234,0.0787061,0.199491,0.785607,49.6761,12.3232,-0.714613,0.783519,0.0767654,0.199491,-0.874016,49.5535,11.6619,-3.11764,0.475807,-1.20964,0.199645,1.17342,52.8312,12.587,-3.0374,0.437469,-1.15773,0.199491,
0.7373,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.51989,53.8829,15.3626,-0.830789,0.995288,-1.58693,0.199491,0.613014,51.2392,8.97927,-0.955999,0.992455,-1.69549,0.199491,-1.16647,52.3071,10.9619,-0.693145,1.04451,0.0984444,0.199491,0.785859,49.9105,12.4828,-0.715381,0.893843,0.0815625,0.199491,-0.933637,49.8253,11.8136,-3.10812,0.453039,-1.21119,0.199645,1.20435,53.1053,12.7464,-3.10225,0.444021,-1.19081,0.199491,
0.7474,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.4724,54.1652,15.598,-0.699139,1.00807,-1.46293,0.199491,0.584629,51.5385,9.0958,-1.01673,1.00662,-1.73549,0.199491,-1.19102,52.6369,11.1321,-0.684158,1.15298,0.122839,0.199491,0.783891,50.1347,12.648,-0.71196,1.02695,0.0923769,0.199491,-0.996552,50.1041,11.9625,-3.03007,0.404479,-1.18157,0.199645,1.23506,53.3664,12.8991,3.12954,0.44596,-1.2193,0.199491,
0.7575,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.42407,54.4289,15.8225,-0.596362,1.01617,-1.36135,0.199491,0.549928,51.8227,9.20833,-0.935263,1.03007,-1.65398,0.199491,-1.22139,52.9589,11.3078,-0.685945,1.19876,0.136354,0.199491,0.778252,50.3525,12.8242,-0.708224,1.14786,0.106212,0.199491,-1.04929,50.3816,12.1032,-3.00408,0.372471,-1.17442,0.199645,1.27056,53.6168,13.0583,3.11376,0.435869,-1.23329,0.199491,
0.7676,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.37171,54.6823,16.0447,-0.504624,1.01887,-1.26686,0.199491,0.516409,52.0979,9.32219,-0.671578,1.04039,-1.41459,0.199491,-1.2558,53.2729,11.4817,-0.712401,1.17373,0.127417,0.199491,0.777662,50.5622,12.9891,-0.731807,1.13006,0.0958592,0.199491,-1.10921,50.6406,12.2504,-3.03932,0.365619,-1.1904,0.199645,1.30703,53.8607,13.2253,-3.12213,0.402548,-1.21985,0.199491,
0.7777,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.31349,54.9302,16.2713,-0.481817,1.03071,-1.23042,0.199491,0.484307,52.3644,9.43684,-0.480269,1.02803,-1.23628,0.199491,-1.29202,53.5785,11.6514,-0.743806,1.12765,0.114147,0.199491,0.771082,50.7607,13.1499,-0.769175,1.01258,0.0721744,0.199491,-1.16781,50.8868,12.4057,-3.12693,0.378235,-1.22674,0.199645,1.34271,54.0917,13.3869,-3.07516,0.371258,-1.21003,0.199491,
0.7878,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.26006,55.1637,16.4989,-0.623897,1.06865,-1.33721,0.199491,0.452995,52.6201,9.55256,-0.560194,1.05229,-1.29117,0.199491,-1.325,53.8757,11.8238,-0.780048,1.05203,0.0968143,0.199491,0.765554,50.9545,13.3099,-0.794062,0.953398,0.0593202,0.199491,-1.22468,51.1266,12.5576,3.0727,0.385366,-1.25904,0.199645,1.37634,54.3068,13.5483,-3.10514,0.365979,-1.22821,0.199491,
0.7979,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.21294,55.3868,16.7237,-0.909077,1.10414,-1.57538,0.199491,0.419744,52.8661,9.67184,-0.963123,1.08775,-1.63301,0.199491,-1.34929,54.1559,11.9995,-0.806888,1.01213,0.0872162,0.199491,0.759321,51.1381,13.4673,-0.801562,1.05829,0.0621208,0.199491,-1.28565,51.3609,12.7135,3.09631,0.360026,-1.252,0.199645,1.41436,54.5148,13.704,3.07287,0.383317,-1.2733,0.199491,
0.808,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.15937,55.6032,16.9452,-1.04808,1.1211,-1.68602,0.199491,0.384321,53.1066,9.79865,-1.02091,1.10042,-1.67352,0.199491,-1.37288,54.4217,12.1746,-0.809706,1.09729,0.098387,0.199491,0.753872,51.311,13.6227,-0.799563,1.20212,0.0727506,0.199491,-1.34407,51.5891,12.8689,3.13256,0.331604,-1.24253,0.199645,1.44407,54.7064,13.8586,3.06295,0.370735,-1.28278,0.199491,
0.8181,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.10133,55.8041,17.1571,-0.832963,1.14363,-1.47499,0.199491,0.347507,53.3354,9.92873,-0.639487,1.10106,-1.32138,0.199491,-1.3938,54.6718,12.3544,-0.805817,1.18675,0.115706,0.199491,0.741636,51.4865,13.7727,-0.833266,1.13037,0.0503233,0.199491,-1.40096,51.8085,13.0261,3.05651,0.338559,-1.26947,0.199645,1.47327,54.8867,14.0186,3.11815,0.339038,-1.26988,0.199491,
0.8282,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.04245,55.9898,17.3626,-0.643107,1.14847,-1.28417,0.199491,0.306756,53.5572,10.0711,-0.818195,1.12694,-1.47045,0.199491,-1.41147,54.9083,12.5353,-0.847394,1.10904,0.0911383,0.199491,0.725685,51.6589,13.916,-0.860453,1.06952,0.0353075,0.199491,-1.45162,52.0254,13.1908,3.04255,0.327653,-1.2767,0.199645,1.4998,55.0486,14.1706,3.02349,0.349696,-1.3083,0.199491,
0.8383,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.9775,56.1583,17.5521,-0.876146,1.18262,-1.48289,0.199491,0.266275,53.7764,10.2216,-1.06331,1.14125,-1.68122,0.199491,-1.41677,55.1284,12.7239,-0.872562,1.09462,0.082577,0.199491,0.700623,51.8274,14.0568,-0.873182,1.20521,0.0313842,0.199491,-1.50196,52.2324,13.3589,3.05996,0.306318,-1.27488,0.199645,1.51642,55.2003,14.3221,3.03342,0.331542,-1.31018,0.199491,
0.8484,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.91041,56.3176,17.7342,-1.15956,1.19676,-1.7313,0.199491,0.22143,53.9883,10.3863,-0.734393,1.15042,-1.36978,0.199491,-1.41771,55.3263,12.9147,-0.870414,1.21204,0.0989852,0.199491,0.673646,51.9928,14.1908,-0.897907,1.22781,0.0169631,0.199491,-1.54643,52.4376,13.5282,3.00631,0.306523,-1.29537,0.199645,1.52694,55.3359,14.4701,3.05814,0.309647,-1.30777,0.199491,
0.8585,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.84354,56.4593,17.9082,-1.03637,1.21941,-1.60159,0.199491,0.174589,54.1901,10.5589,-0.843524,1.1712,-1.45797,0.199491,-1.41275,55.5095,13.1085,-0.899314,1.20792,0.0858117,0.199491,0.637401,52.1606,14.3186,-0.926385,1.10385,0.000100134,0.199491,-1.58329,52.6366,13.7024,3.01647,0.289018,-1.29653,0.199645,1.53542,55.4574,14.6164,2.95601,0.317886,-1.34414,0.199491,
0.8686,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.77234,56.5903,18.0783,-0.757735,1.22588,-1.32374,0.199491,0.128518,54.3846,10.7397,-1.18331,1.18098,-1.76113,0.199491,-1.40426,55.676,13.3029,-0.941452,1.12714,0.061025,0.199491,0.594669,52.3266,14.4422,-0.951845,1.16159,-0.0150901,0.199491,-1.61557,52.8256,13.8762,3.004,0.277693,-1.30457,0.199645,1.53718,55.5653,14.7626,2.98479,0.294897,-1.33933,0.199491,
0.8787,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.70013,56.7111,18.2438,-0.75098,1.24044,-1.30113,0.199491,0.0807148,54.5708,10.926,-1.08001,1.20279,-1.65457,0.199491,-1.39106,55.8257,13.4992,-0.963745,1.16155,0.0541735,0.199491,0.549586,52.4843,14.5645,-0.992133,1.29566,-0.0436249,0.199491,-1.64464,53.0079,14.0503,2.94225,0.278377,-1.32631,0.199645,1.53409,55.6635,14.907,3.02975,0.268086,-1.33139,0.199491,
0.8888,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.62881,56.8197,18.4067,-1.03465,1.26879,-1.5553,0.199491,0.0316574,54.7463,11.1162,-0.803333,1.21339,-1.38386,0.199491,-1.37679,55.9625,13.6954,-0.978759,1.2611,0.0535898,0.199491,0.501535,52.636,14.6848,-1.02905,1.31086,-0.0680755,0.199491,-1.67046,53.1818,14.225,2.93817,0.264432,-1.33197,0.199645,1.53179,55.752,15.0516,2.97236,0.264192,-1.35091,0.199491,
0.8989,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.55543,56.9176,18.5701,-1.37785,1.27085,-1.86933,0.199491,-0.0160945,54.9124,11.3082,-0.735626,1.22265,-1.30729,0.199491,-1.36214,56.0894,13.8898,-1.00192,1.33019,0.0456125,0.199491,0.450273,52.7797,14.804,-1.04144,1.23024,-0.0695806,0.199491,-1.69343,53.3445,14.4,2.96317,0.243595,-1.33082,0.199645,1.5261,55.8294,15.1963,2.88438,0.264611,-1.37708,0.199491,
0.909,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.48101,57.0057,18.7333,-1.60988,1.25926,-2.07817,0.199491,-0.0626151,55.0693,11.5009,-0.889272,1.24807,-1.4392,0.199491,-1.34684,56.2037,14.0848,-1.04105,1.33423,0.0223995,0.199491,0.397588,52.9144,14.9241,-1.05283,1.14802,-0.0706609,0.199491,-1.71638,53.4963,14.5736,2.96381,0.228039,-1.3361,0.199645,1.51889,55.8985,15.3408,2.84162,0.254967,-1.39043,0.199491,
0.9191,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.40795,57.0821,18.8961,-1.75536,1.2511,-2.20476,0.199491,-0.109924,55.2153,11.6946,-1.19387,1.26323,-1.71667,0.199491,-1.33206,56.3081,14.2784,-1.08225,1.30632,-0.00333431,0.199491,0.344714,53.0402,15.0447,-1.07327,1.11784,-0.0793064,0.199491,-1.73723,53.6386,14.7473,2.93368,0.219365,-1.34822,0.199645,1.51245,55.9583,15.485,2.84131,0.237265,-1.39264,0.199491,
0.9292,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.33517,57.1473,19.0603,-1.83436,1.25436,-2.26849,0.199491,-0.156384,55.3505,11.8884,-1.49396,1.2535,-1.99128,0.199491,-1.31767,56.4032,14.4703,-1.11905,1.27197,-0.02502,0.199491,0.290708,53.1577,15.1655,-1.10602,1.14789,-0.0989363,0.199491,-1.75674,53.7701,14.9219,2.89193,0.212663,-1.3624,0.199645,1.50561,56.0084,15.6286,2.87367,0.213565,-1.38794,0.199491,
0.9393,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.262,57.2027,19.2251,-1.83067,1.27759,-2.25349,0.199491,-0.201751,55.4762,12.0828,-1.66884,1.24351,-2.14696,0.199491,-1.30329,56.487,14.6612,-1.15312,1.2453,-0.0439997,0.199491,0.23709,53.2643,15.2868,-1.15246,1.20778,-0.131458,0.199491,-1.77654,53.8915,15.0955,2.84551,0.205929,-1.37693,0.199645,1.4972,56.0502,15.7725,2.90925,0.18882,-1.38395,0.199491,
0.9494,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.18972,57.2478,19.39,-1.71987,1.31898,-2.13456,0.199491,-0.246987,55.5921,12.2771,-1.66781,1.26577,-2.13578,0.199491,-1.28834,56.559,14.8519,-1.19055,1.24735,-0.0664304,0.199491,0.183467,53.3596,15.4097,-1.2268,1.28878,-0.190592,0.199491,-1.79612,54.0037,15.2679,2.80937,0.196102,-1.38852,0.199645,1.48877,56.0843,15.9161,2.91685,0.169059,-1.3863,0.199491,
0.9595,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.11786,57.2816,19.5559,-1.48595,1.3616,-1.8937,0.199491,-0.291877,55.6969,12.4702,-1.45019,1.31522,-1.91518,0.199491,-1.27405,56.6219,15.0422,-1.23684,1.27453,-0.0977313,0.199491,0.128805,53.4466,15.5333,-1.34674,1.36634,-0.294251,0.199491,-1.81469,54.1047,15.4395,2.81017,0.178969,-1.39242,0.199645,1.4811,56.1093,16.0604,2.88966,0.155451,-1.39443,0.199491,
0.9696,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.0454,57.3039,19.7244,-1.20954,1.38643,-1.60879,0.199491,-0.336393,55.7909,12.662,-1.10862,1.34568,-1.57013,0.199491,-1.26106,56.6779,15.2299,-1.30212,1.32282,-0.147803,0.199491,0.0719947,53.5253,15.6574,-1.41345,1.37793,-0.346174,0.199491,-1.83173,54.1934,15.611,2.83822,0.157065,-1.39232,0.199645,1.47437,56.1242,16.2058,2.83697,0.14544,-1.40529,0.199491,
0.9797,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.971952,57.3158,19.8965,-1.17726,1.39991,-1.56328,0.199491,-0.381138,55.8739,12.8521,-1.18563,1.36036,-1.6313,0.199491,-1.24886,56.7253,15.4159,-1.40975,1.38491,-0.239825,0.199491,0.0146395,53.5933,15.7825,-1.3658,1.31646,-0.285794,0.199491,-1.84897,54.2707,15.7809,2.83287,0.141044,-1.3983,0.199645,1.46841,56.1311,16.3515,2.78117,0.135213,-1.41518,0.199491,
0.9898,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.897531,57.3182,20.0725,-1.60145,1.39852,-1.96872,0.199491,-0.427076,55.9461,13.0403,-1.74066,1.33639,-2.15992,0.199491,-1.23726,56.7626,15.601,-1.51275,1.4099,-0.327979,0.199491,-0.0416547,53.6481,15.9091,-1.35416,1.26903,-0.260103,0.199491,-1.86824,54.3374,15.9479,2.76796,0.134401,-1.4122,0.199645,1.46425,56.1321,16.4973,2.77692,0.116841,-1.41757,0.199491,
0.9999,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.822479,57.3108,20.2543,-2.06431,1.3484,-2.41197,0.199491,-0.474055,56.0078,13.2261,-1.93782,1.32123,-2.33888,0.199491,-1.22722,56.7923,15.7835,-1.52905,1.38712,-0.331088,0.199491,-0.0966227,53.6879,16.0362,-1.45739,1.32592,-0.343844,0.199491,-1.8879,54.394,16.1128,2.73082,0.122467,-1.4216,0.199645,1.46113,56.1263,16.6441,2.81205,0.0921293,-1.41588,0.199491,
1.01,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.746377,57.2929,20.4424,-2.22595,1.3194,-2.55954,0.199491,-0.521,56.0586,13.406,-1.67613,1.38467,-2.06986,0.199491,-1.21826,56.8147,15.9655,-1.53802,1.36067,-0.327511,0.199491,-0.152875,53.7161,16.1653,-1.72929,1.41478,-0.593744,0.199491,-1.90896,54.438,16.2734,2.76097,0.0994919,-1.42243,0.199645,1.46069,56.1129,16.7933,2.79408,0.0755724,-1.41956,0.199491,
1.0201,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.670851,57.2635,20.6371,-2.19739,1.35101,-2.52262,0.199491,-0.569706,56.0978,13.581,-1.42582,1.4176,-1.80832,0.199491,-1.21074,56.8327,16.145,-1.62591,1.37808,-0.40201,0.199491,-0.209473,53.733,16.2956,-1.69372,1.39104,-0.540644,0.199491,-1.9308,54.4698,16.4319,2.75912,0.0813629,-1.42718,0.199645,1.46513,56.0908,16.9441,2.74351,0.0632121,-1.42426,0.199491,
1.0302,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.596167,57.2224,20.8378,-1.99356,1.41219,-2.31291,0.199491,-0.621199,56.1255,13.7514,-1.88377,1.39706,-2.24553,0.199491,-1.20424,56.8454,16.3235,-1.84592,1.42514,-0.607754,0.199491,-0.265592,53.7384,16.4281,-1.57335,1.32142,-0.403843,0.199491,-1.95337,54.4899,16.5892,2.69251,0.0720308,-1.43638,0.199645,1.4745,56.0603,17.0937,2.723,0.0466588,-1.42636,0.199491,
1.0403,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.521364,57.1706,21.0418,-1.72254,1.45094,-2.0347,0.199491,-0.674414,56.1426,13.9177,-2.23296,1.34258,-2.57396,0.199491,-1.19815,56.8511,16.5024,-2.11513,1.45113,-0.863461,0.199491,-0.320739,53.7302,16.5626,-1.63671,1.33191,-0.445616,0.199491,-1.97705,54.4999,16.7437,2.65905,0.0571789,-1.44154,0.199645,1.48601,56.0219,17.2443,2.72189,0.027556,-1.42753,0.199491,
1.0504,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.444988,57.1092,21.2494,-1.68581,1.46285,-1.98862,0.199491,-0.727079,56.1512,14.0822,-2.27781,1.35822,-2.60407,0.199491,-1.19293,56.8479,16.6801,-2.15562,1.44391,-0.892202,0.199491,-0.375255,53.7063,16.6981,-1.89802,1.39998,-0.681652,0.199491,-2.00305,54.5001,16.8961,2.6817,0.0348291,-1.44374,0.199645,1.49795,55.9756,17.3954,2.70167,0.0111194,-1.42878,0.199491,
1.0605,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.367136,57.0372,21.4588,-1.98319,1.45189,-2.27497,0.199491,-0.779078,56.1503,14.2438,-2.16093,1.41728,-2.47464,0.199491,-1.18764,56.8359,16.8583,-2.0748,1.42234,-0.800891,0.199491,-0.43056,53.6714,16.8356,-2.38412,1.44695,-1.14242,0.199491,-2.03134,54.4894,17.0467,2.70289,0.0124505,-1.44686,0.199645,1.51077,55.9203,17.547,2.67958,-0.0048054,-1.42962,0.199491,
