tgDataLogger2 started logging at time 01232019_210004, with 1 sensors on 1 senseable objects.
time,0_rod(rod).X,0_rod(rod).Y,0_rod(rod).Z,0_rod(rod).Euler1,0_rod(rod).Euler2,0_rod(rod).Euler3,0_rod(rod).mass,
4.5,13.2374,1.71637,-3.08943,0.218531,0.46626,1.77395,1.99491,
4.6,13.0683,1.71141,-3.15434,0.124247,0.510065,1.50862,1.99491,
4.7,13.1719,1.72766,-3.05526,0.174032,0.481299,1.74391,1.99491,
4.8,15.4548,1.70669,-4.11221,0.18759,0.473306,1.76941,1.99491,
4.9,15.5274,1.69384,-4.13195,0.231363,0.576265,1.55129,1.99491,
5,15.668,2.04118,-4.13933,0.292214,0.498452,1.72989,1.99491,
5.1,15.626,2.04586,-4.18556,0.280821,0.504145,1.68332,1.99491,
5.2,15.3844,1.70964,-4.13145,0.133355,0.516889,1.52238,1.99491,
5.3,15.3758,1.71847,-4.12069,0.155993,0.542769,1.66577,1.99491,
5.4,15.4729,1.70694,-4.11906,0.199172,0.463352,1.76917,1.99491,
5.5,15.6061,1.70847,-4.25119,0.296114,0.520983,1.74646,1.99491,
5.6,15.4439,1.71636,-4.10453,0.18111,0.49745,1.67916,1.99491,
5.7,19.2687,5.24085,-20.7053,0.535356,0.785357,1.96588,1.99491,
5.8,27.2589,10.4791,-55.5859,1.9929,-1.48161,-0.926872,1.99491,
5.9,35.2491,14.7363,-90.4665,2.18077,0.898953,-2.62407,1.99491,
6,43.2392,18.0126,-125.347,-0.0545798,-0.581381,1.38338,1.99491,
6.1,51.2294,20.3078,-160.228,2.74618,-0.0250463,-2.07689,1.99491,
6.2,59.2196,21.622,-195.108,0.117251,0.45359,1.61281,1.99491,
6.3,67.2098,21.9553,-229.989,3.028,-1.05678,-2.03483,1.99491,
6.4,75.1999,21.3075,-264.87,1.43022,1.23618,2.90448,1.99491,
6.5,83.1901,19.6787,-299.75,-0.363787,-1.01131,1.54111,1.99491,
6.6,91.1803,17.069,-334.631,2.76879,0.453805,-2.1294,1.99491,
6.7,99.1705,13.4782,-369.511,-0.145698,0.0448644,1.50067,1.99491,
6.8,107.161,8.90643,-404.392,3.08055,-0.576648,-2.10786,1.99491,
6.9,115.151,3.35367,-439.273,0.189241,1.08841,1.71941,1.99491,
7,120.907,2.80687,-470.906,0.626521,-1.0015,0.814739,1.99491,
7.1,126.359,2.73211,-501.816,2.9275,0.265927,-1.82011,1.99491,
7.2,131.867,2.41567,-532.418,0.245069,0.325411,1.39277,1.99491,
7.3,137.375,1.11824,-563.02,2.82879,-0.884497,-1.49619,1.99491,
