tgDataLogger2 started logging at time 01232019_205721, with 6 sensors on 1 senseable objects.
time,0_rod(rod compound_Gp6g6N).X,0_rod(rod compound_Gp6g6N).Y,0_rod(rod compound_Gp6g6N).Z,0_rod(rod compound_Gp6g6N).Euler1,0_rod(rod compound_Gp6g6N).Euler2,0_rod(rod compound_Gp6g6N).Euler3,0_rod(rod compound_Gp6g6N).mass,1_rod(rod compound_Gp6g6N).X,1_rod(rod compound_Gp6g6N).Y,1_rod(rod compound_Gp6g6N).Z,1_rod(rod compound_Gp6g6N).Euler1,1_rod(rod compound_Gp6g6N).Euler2,1_rod(rod compound_Gp6g6N).Euler3,1_rod(rod compound_Gp6g6N).mass,2_rod(rod compound_Gp6g6N).X,2_rod(rod compound_Gp6g6N).Y,2_rod(rod compound_Gp6g6N).Z,2_rod(rod compound_Gp6g6N).Euler1,2_rod(rod compound_Gp6g6N).Euler2,2_rod(rod compound_Gp6g6N).Euler3,2_rod(rod compound_Gp6g6N).mass,3_rod(strut compound_Gp6g6N).X,3_rod(strut compound_Gp6g6N).Y,3_rod(strut compound_Gp6g6N).Z,3_rod(strut compound_Gp6g6N).Euler1,3_rod(strut compound_Gp6g6N).Euler2,3_rod(strut compound_Gp6g6N).Euler3,3_rod(strut compound_Gp6g6N).mass,4_rod(strut compound_Gp6g6N).X,4_rod(strut compound_Gp6g6N).Y,4_rod(strut compound_Gp6g6N).Z,4_rod(strut compound_Gp6g6N).Euler1,4_rod(strut compound_Gp6g6N).Euler2,4_rod(strut compound_Gp6g6N).Euler3,4_rod(strut compound_Gp6g6N).mass,5_rod(strut compound_Gp6g6N).X,5_rod(strut compound_Gp6g6N).Y,5_rod(strut compound_Gp6g6N).Z,5_rod(strut compound_Gp6g6N).Euler1,5_rod(strut compound_Gp6g6N).Euler2,5_rod(strut compound_Gp6g6N).Euler3,5_rod(strut compound_Gp6g6N).mass,
3.6,11.6128,2.135,2.36691,-1.51032,-0.414886,-0.149112,45.0463,11.6128,2.135,2.36691,-1.51032,-0.414886,-0.149112,45.0463,11.6128,2.135,2.36691,-1.51032,-0.414886,-0.149112,45.0463,11.6128,2.135,2.36691,-1.51032,-0.414886,-0.149112,45.0463,11.6128,2.135,2.36691,-1.51032,-0.414886,-0.149112,45.0463,11.6128,2.135,2.36691,-1.51032,-0.414886,-0.149112,45.0463,
3.7,11.6115,2.135,2.35751,-1.50787,-0.429666,-0.150113,45.0463,11.6115,2.135,2.35751,-1.50787,-0.429666,-0.150113,45.0463,11.6115,2.135,2.35751,-1.50787,-0.429666,-0.150113,45.0463,11.6115,2.135,2.35751,-1.50787,-0.429666,-0.150113,45.0463,11.6115,2.135,2.35751,-1.50787,-0.429666,-0.150113,45.0463,11.6115,2.135,2.35751,-1.50787,-0.429666,-0.150113,45.0463,
3.8,11.6102,2.135,2.34788,-1.50534,-0.444804,-0.151187,45.0463,11.6102,2.135,2.34788,-1.50534,-0.444804,-0.151187,45.0463,11.6102,2.135,2.34788,-1.50534,-0.444804,-0.151187,45.0463,11.6102,2.135,2.34788,-1.50534,-0.444804,-0.151187,45.0463,11.6102,2.135,2.34788,-1.50534,-0.444804,-0.151187,45.0463,11.6102,2.135,2.34788,-1.50534,-0.444804,-0.151187,45.0463,
3.9,11.6088,2.135,2.33803,-1.50271,-0.460277,-0.152338,45.0463,11.6088,2.135,2.33803,-1.50271,-0.460277,-0.152338,45.0463,11.6088,2.135,2.33803,-1.50271,-0.460277,-0.152338,45.0463,11.6088,2.135,2.33803,-1.50271,-0.460277,-0.152338,45.0463,11.6088,2.135,2.33803,-1.50271,-0.460277,-0.152338,45.0463,11.6088,2.135,2.33803,-1.50271,-0.460277,-0.152338,45.0463,
4,11.6074,2.135,2.32796,-1.49997,-0.476103,-0.153572,45.0463,11.6074,2.135,2.32796,-1.49997,-0.476103,-0.153572,45.0463,11.6074,2.135,2.32796,-1.49997,-0.476103,-0.153572,45.0463,11.6074,2.135,2.32796,-1.49997,-0.476103,-0.153572,45.0463,11.6074,2.135,2.32796,-1.49997,-0.476103,-0.153572,45.0463,11.6074,2.135,2.32796,-1.49997,-0.476103,-0.153572,45.0463,
4.1,11.606,2.135,2.31768,-1.49714,-0.492248,-0.154892,45.0463,11.606,2.135,2.31768,-1.49714,-0.492248,-0.154892,45.0463,11.606,2.135,2.31768,-1.49714,-0.492248,-0.154892,45.0463,11.606,2.135,2.31768,-1.49714,-0.492248,-0.154892,45.0463,11.606,2.135,2.31768,-1.49714,-0.492248,-0.154892,45.0463,11.606,2.135,2.31768,-1.49714,-0.492248,-0.154892,45.0463,
4.2,11.6046,2.135,2.30717,-1.49419,-0.508744,-0.156307,45.0463,11.6046,2.135,2.30717,-1.49419,-0.508744,-0.156307,45.0463,11.6046,2.135,2.30717,-1.49419,-0.508744,-0.156307,45.0463,11.6046,2.135,2.30717,-1.49419,-0.508744,-0.156307,45.0463,11.6046,2.135,2.30717,-1.49419,-0.508744,-0.156307,45.0463,11.6046,2.135,2.30717,-1.49419,-0.508744,-0.156307,45.0463,
4.3,11.6031,2.135,2.29645,-1.49112,-0.525574,-0.157823,45.0463,11.6031,2.135,2.29645,-1.49112,-0.525574,-0.157823,45.0463,11.6031,2.135,2.29645,-1.49112,-0.525574,-0.157823,45.0463,11.6031,2.135,2.29645,-1.49112,-0.525574,-0.157823,45.0463,11.6031,2.135,2.29645,-1.49112,-0.525574,-0.157823,45.0463,11.6031,2.135,2.29645,-1.49112,-0.525574,-0.157823,45.0463,
4.4,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
4.5,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
4.6,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
4.7,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
4.8,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
4.9,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
5,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
5.1,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
5.2,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
5.3,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
5.4,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
5.5,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
5.6,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
5.7,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
5.8,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
5.9,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
6,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
6.1,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
6.2,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
6.3,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
6.4,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
6.5,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
6.6,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
6.7,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
6.8,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
6.9,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
7,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
7.1,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
7.2,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
7.3,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
7.4,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
7.5,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
7.6,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
7.7,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
7.8,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
7.9,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,11.6017,2.135,2.28642,-1.48819,-0.541331,-0.159311,45.0463,
