tgDataLogger2 started logging at time 01242019_105152, with 2 sensors on 1 senseable objects.
time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,
0.1,0.0591137,11.8852,-1.73754,-0.726325,0.4931,0.775387,6.00995,-0.0533877,7.16084,1.70782,-1.68153,-0.451276,-0.755221,6.10156,
0.2,0.0555211,10.5473,-1.89951,-0.354008,0.755557,1.02984,6.00995,-0.049849,5.55878,1.86736,-2.00677,-0.0350914,-0.671129,6.10156,
0.3,0.0449356,7.30835,-1.22339,-0.547416,0.673407,0.848625,6.00995,-0.0394224,3.88186,1.2014,-1.91309,-0.207137,-0.645833,6.10156,
0.4,-0.0101618,3.28285,-0.428799,-0.639141,0.63676,0.827177,6.00995,-0.219585,2.19226,0.699412,-1.28089,-0.358745,-0.736471,6.10156,
0.5,-0.167565,3.5857,-0.178359,0.0548922,0.943147,1.88303,6.00995,-0.328702,2.135,0.535168,-1.11626,-0.50291,-0.792289,6.10156,
0.6,-0.131063,3.71044,0.307247,0.49998,0.827009,2.44038,6.00995,-0.325622,2.13499,0.539005,-1.22166,-0.387317,-0.766984,6.10156,
0.7,-0.0529522,3.41377,0.761536,0.599989,0.827957,2.39084,6.00995,-0.224241,2.13499,0.653479,-1.52603,-0.0494221,-0.736489,6.10156,
0.8,0.173786,3.36955,1.22894,0.798827,0.690082,2.28194,6.00995,-0.0161892,2.13499,0.873972,-1.86644,0.290515,-0.816052,6.10156,
0.9,0.438458,3.41957,1.70097,0.862443,0.595174,2.12036,6.00995,0.190748,2.13499,1.08659,-2.27055,0.584013,-0.990955,6.10156,
1,0.729695,3.37473,1.95533,0.676126,0.577314,2.02794,6.00995,0.311114,2.13498,1.21062,-2.57198,0.712794,-1.17419,6.10156,
1.1,1.03134,3.16211,2.0426,0.335045,0.602006,2.06551,6.00995,0.358538,2.13499,1.25961,-2.70727,0.749969,-1.26456,6.10156,
1.2,1.18394,3.14748,1.96493,-0.0377599,0.735642,1.8298,6.00995,0.371568,2.13499,1.27304,-2.74606,0.758499,-1.29113,6.10156,
1.3,1.26701,3.14639,1.89007,-0.274464,0.766735,1.66752,6.00995,0.371554,2.13499,1.27267,-2.74591,0.758476,-1.29102,6.10156,
1.4,1.27287,3.14628,1.88465,-0.291014,0.76777,1.656,6.00995,0.371541,2.135,1.27231,-2.74576,0.758461,-1.29092,6.10156,
1.5,1.21516,3.14699,1.93643,-0.123966,0.750397,1.77132,6.00995,0.371443,2.135,1.27217,-2.74546,0.758403,-1.29071,6.10156,
1.6,1.13238,3.14801,2.01076,0.10156,0.702659,1.92183,6.00995,0.371112,2.135,1.27219,-2.74523,0.758379,-1.29054,6.10156,
1.7,1.06374,3.14885,2.07241,0.272252,0.645562,2.02885,6.00995,0.370766,2.135,1.27222,-2.74503,0.758367,-1.29039,6.10156,
1.8,1.03361,3.1492,2.09943,0.341928,0.616492,2.07011,6.00995,0.370411,2.135,1.27226,-2.74485,0.758361,-1.29026,6.10156,
1.9,1.04637,3.149,2.08784,0.31207,0.629594,2.05267,6.00995,0.370051,2.135,1.2723,-2.74465,0.758349,-1.29012,6.10156,
2,1.08922,3.14843,2.04914,0.208923,0.669501,1.99009,6.00995,0.369695,2.135,1.27232,-2.74443,0.758328,-1.28996,6.10156,
2.1,1.1397,3.14777,2.00354,0.0795218,0.709304,1.9075,6.00995,0.369331,2.135,1.27235,-2.74417,0.758295,-1.28978,6.10156,
2.2,1.17928,3.14922,1.97636,-0.0216166,0.734276,1.8411,6.00995,0.375843,2.13499,1.28713,-2.729,0.747122,-1.28169,6.10156,
2.3,1.19632,3.14898,1.972,-0.0520322,0.74157,1.82053,6.00995,0.380737,2.135,1.29395,-2.73065,0.744399,-1.28371,6.10156,
2.4,1.18275,3.14916,1.98416,-0.0148767,0.734312,1.84558,6.00995,0.380376,2.135,1.29398,-2.7304,0.744368,-1.28354,6.10156,
2.5,1.15471,3.14954,2.00947,0.0607834,0.716935,1.89592,6.00995,0.380012,2.135,1.29399,-2.7302,0.744364,-1.28339,6.10156,
2.6,1.12657,3.14992,2.0349,0.134293,0.696713,1.94379,6.00995,0.379667,2.135,1.294,-2.73001,0.744369,-1.28325,6.10156,
2.7,1.10971,3.15014,2.05009,0.176908,0.683459,1.971,6.00995,0.379326,2.135,1.29401,-2.72983,0.744377,-1.28311,6.10156,
2.8,1.10868,3.15011,2.05091,0.179035,0.682884,1.97236,6.00995,0.378982,2.135,1.29401,-2.72964,0.744384,-1.28297,6.10156,
2.9,1.12083,3.1499,2.03976,0.147618,0.693026,1.95236,6.00995,0.378627,2.135,1.29402,-2.72945,0.744389,-1.28283,6.10156,
3,1.13868,3.1496,2.02343,0.100766,0.706897,1.92209,6.00995,0.378259,2.135,1.29403,-2.72925,0.744383,-1.28268,6.10156,
