time,0_rod(payload_bars compound_uhMVoB).X,0_rod(payload_bars compound_uhMVoB).Y,0_rod(payload_bars compound_uhMVoB).Z,0_rod(payload_bars compound_uhMVoB).Euler1,0_rod(payload_bars compound_uhMVoB).Euler2,0_rod(payload_bars compound_uhMVoB).Euler3,0_rod(payload_bars compound_uhMVoB).mass,1_rod(payload_bars compound_uhMVoB).X,1_rod(payload_bars compound_uhMVoB).Y,1_rod(payload_bars compound_uhMVoB).Z,1_rod(payload_bars compound_uhMVoB).Euler1,1_rod(payload_bars compound_uhMVoB).Euler2,1_rod(payload_bars compound_uhMVoB).Euler3,1_rod(payload_bars compound_uhMVoB).mass,2_rod(payload_bars compound_uhMVoB).X,2_rod(payload_bars compound_uhMVoB).Y,2_rod(payload_bars compound_uhMVoB).Z,2_rod(payload_bars compound_uhMVoB).Euler1,2_rod(payload_bars compound_uhMVoB).Euler2,2_rod(payload_bars compound_uhMVoB).Euler3,2_rod(payload_bars compound_uhMVoB).mass,3_rod(payload_bars compound_uhMVoB).X,3_rod(payload_bars compound_uhMVoB).Y,3_rod(payload_bars compound_uhMVoB).Z,3_rod(payload_bars compound_uhMVoB).Euler1,3_rod(payload_bars compound_uhMVoB).Euler2,3_rod(payload_bars compound_uhMVoB).Euler3,3_rod(payload_bars compound_uhMVoB).mass,4_rod(payload_bars compound_uhMVoB).X,4_rod(payload_bars compound_uhMVoB).Y,4_rod(payload_bars compound_uhMVoB).Z,4_rod(payload_bars compound_uhMVoB).Euler1,4_rod(payload_bars compound_uhMVoB).Euler2,4_rod(payload_bars compound_uhMVoB).Euler3,4_rod(payload_bars compound_uhMVoB).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
2.6058,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.94167,5.2859,2.27851,0.0526222,-0.121247,-2.41872,0.199491,1.74355,5.34726,3.05174,0.0519445,-0.0871894,-2.43592,0.199491,-0.518306,4.82297,2.89374,0.0467195,-0.130752,-0.8681,0.199491,-0.411311,6.58502,4.77736,0.0210398,-0.110457,-0.85286,0.199491,-0.703084,5.29683,5.08505,-1.44471,0.789535,0.0957515,0.199645,-1.37493,7.34587,2.22735,-1.43151,0.780968,0.185848,0.199491,
2.6159,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.94606,5.28715,2.26318,0.0643935,-0.107531,-2.42045,0.199491,1.72187,5.35204,3.0416,0.0392239,-0.109727,-2.43656,0.199491,-0.532908,4.82483,2.88545,0.0642673,-0.146385,-0.870082,0.199491,-0.431801,6.56918,4.73106,0.0210388,-0.110458,-0.852857,0.199491,-0.721468,5.30905,5.07179,-1.45609,0.667908,0.0896408,0.199645,-1.39096,7.34344,2.22603,-1.45211,0.68733,0.171647,0.199491,
2.626,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.94372,5.28531,2.24263,-0.00223448,-0.182462,-2.41023,0.199491,1.71038,5.35291,3.025,0.0334836,-0.118407,-2.43622,0.199491,-0.545171,4.82256,2.8682,0.00525398,-0.096801,-0.863535,0.199491,-0.432206,6.55933,4.70677,0.0210382,-0.110459,-0.852856,0.199491,-0.737329,5.30908,5.05018,-1.44941,0.71717,0.0917641,0.199645,-1.39761,7.33966,2.21078,-1.44278,0.72366,0.176561,0.199491,
2.6361,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.94655,5.28946,2.2205,0.054152,-0.118506,-2.41995,0.199491,1.69994,5.35655,3.00038,0.0362725,-0.117762,-2.43775,0.199491,-0.550887,4.82415,2.85117,0.0361229,-0.124395,-0.866531,0.199491,-0.445825,6.54825,4.67331,0.0210352,-0.110462,-0.852862,0.199491,-0.742385,5.31584,5.03018,-1.44212,0.765932,0.0994512,0.199645,-1.40394,7.34295,2.19068,-1.43197,0.765494,0.184715,0.199491,
2.6462,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.95729,5.28224,2.19317,0.0381492,-0.136202,-2.41564,0.199491,1.68627,5.35033,2.9771,0.0408926,-0.114582,-2.43641,0.199491,-0.554553,4.82362,2.81911,0.00553543,-0.0990842,-0.86329,0.199491,-0.445878,6.54386,4.66238,0.021035,-0.110462,-0.85286,0.199491,-0.757445,5.31064,5.00272,-1.44326,0.752191,0.0951998,0.199645,-1.41203,7.34248,2.16457,-1.44746,0.700018,0.176448,0.199491,
2.6563,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.96121,5.28297,2.16476,0.0317859,-0.143997,-2.41502,0.199491,1.6786,5.35003,2.94873,0.0400694,-0.115968,-2.43622,0.199491,-0.565804,4.82507,2.79755,0.0389284,-0.127247,-0.866654,0.199491,-0.459422,6.53375,4.63004,0.0210341,-0.110464,-0.852863,0.199491,-0.7653,5.31211,4.97753,-1.45221,0.678119,0.0906877,0.199645,-1.41821,7.34072,2.13934,-1.44422,0.712668,0.177199,0.199491,
2.6664,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.96314,5.28118,2.14842,0.0501984,-0.122814,-2.41696,0.199491,1.67519,5.35176,2.9285,0.0252935,-0.13356,-2.43503,0.199491,-0.571901,4.82137,2.7759,0.0205696,-0.110444,-0.865451,0.199491,-0.471857,6.51559,4.57708,0.0210413,-0.110456,-0.852856,0.199491,-0.767418,5.30313,4.956,-1.44564,0.729003,0.0959127,0.199645,-1.43052,7.3391,2.12234,-1.4314,0.765864,0.185581,0.199491,
2.6765,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.95586,5.28448,2.12072,0.0293963,-0.142709,-2.41501,0.199491,1.64773,5.35105,2.90162,0.0312438,-0.134173,-2.43574,0.199491,-0.579762,4.82521,2.74946,-0.0252271,-0.0710078,-0.860261,0.199491,-0.461097,6.50693,4.55332,0.0210347,-0.110463,-0.852861,0.199491,-0.785127,5.32389,4.92882,-1.43718,0.784761,0.0971382,0.199645,-1.4401,7.33886,2.10234,-1.44396,0.708644,0.176604,0.199491,
2.6866,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.95597,5.28548,2.09142,0.0548294,-0.112125,-2.4185,0.199491,1.6342,5.3522,2.85878,0.0657479,-0.0929795,-2.43996,0.199491,-0.58522,4.82523,2.72329,0.0446566,-0.130919,-0.867287,0.199491,-0.462505,6.49317,4.50774,0.0210338,-0.110464,-0.852863,0.199491,-0.796276,5.32222,4.89334,-1.4451,0.732992,0.0911466,0.199645,-1.44676,7.33426,2.07573,-1.44683,0.703526,0.17623,0.199491,
2.6967,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.96239,5.27798,2.06414,0.0293987,-0.140543,-2.41301,0.199491,1.63775,5.34294,2.8276,0.0383903,-0.117686,-2.43389,0.199491,-0.585863,4.83,2.68791,-0.0114186,-0.0823439,-0.860063,0.199491,-0.462904,6.47661,4.45947,0.0210405,-0.110456,-0.852847,0.199491,-0.785532,5.30182,4.85788,-1.45214,0.693872,0.0874395,0.199645,-1.44636,7.32922,2.04364,-1.43383,0.763809,0.183614,0.199491,
2.7068,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.94592,5.28853,2.02191,0.0158794,-0.149372,-2.4141,0.199491,1.62334,5.34505,2.77471,0.0270328,-0.135527,-2.43318,0.199491,-0.58837,4.83373,2.6451,-0.0145087,-0.0805346,-0.858761,0.199491,-0.463434,6.45879,4.40648,0.0210337,-0.110464,-0.85286,0.199491,-0.793062,5.3271,4.81008,-1.45197,0.705182,0.087096,0.199645,-1.44116,7.32763,2.00539,-1.4435,0.728196,0.176357,0.199491,
2.7169,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.96658,5.27641,1.97325,0.0602065,-0.100477,-2.41599,0.199491,1.60604,5.34221,2.72663,0.0456746,-0.117298,-2.43482,0.199491,-0.584155,4.83298,2.5978,0.0395952,-0.128731,-0.864655,0.199491,-0.463967,6.44527,4.35747,0.0210374,-0.11046,-0.852856,0.199491,-0.813675,5.30425,4.76283,-1.44321,0.75913,0.0891579,0.199645,-1.44831,7.32872,1.95971,-1.44717,0.708933,0.179134,0.199491,
2.727,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.96366,5.27598,1.93868,0.000946289,-0.164791,-2.40793,0.199491,1.60417,5.33185,2.68994,0.0291245,-0.13236,-2.42936,0.199491,-0.58655,4.83934,2.55553,-0.0294696,-0.0688403,-0.856147,0.199491,-0.464002,6.4342,4.32725,0.0210356,-0.110462,-0.852852,0.199491,-0.803802,5.30633,4.72299,-1.44061,0.800795,0.0923713,0.199645,-1.44986,7.32955,1.9198,-1.44306,0.731834,0.181113,0.199491,
2.7371,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.94656,5.2873,1.90338,0.044528,-0.108935,-2.41722,0.199491,1.6035,5.34199,2.63707,0.0404677,-0.120102,-2.43395,0.199491,-0.596938,4.83606,2.52366,0.0209673,-0.111364,-0.861531,0.199491,-0.464044,6.40845,4.24193,0.0210347,-0.110463,-0.852859,0.199491,-0.806527,5.3222,4.68379,-1.45014,0.737746,0.0871363,0.199645,-1.44575,7.32282,1.89036,-1.44195,0.746009,0.177454,0.199491,
2.7472,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.95406,5.27662,1.8634,0.022423,-0.13235,-2.4112,0.199491,1.57425,5.33346,2.59246,0.0475372,-0.119872,-2.43251,0.199491,-0.594461,4.83743,2.47335,0.00405358,-0.0960779,-0.859438,0.199491,-0.452607,6.39669,4.20743,0.021037,-0.11046,-0.852854,0.199491,-0.824973,5.31453,4.63693,-1.44983,0.721312,0.0804657,0.199645,-1.46352,7.32533,1.85417,-1.438,0.755932,0.183326,0.199491,
2.7573,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.95963,5.27804,1.83118,0.0217286,-0.133534,-2.4116,0.199491,1.57723,5.32937,2.55769,0.0349126,-0.129359,-2.42949,0.199491,-0.603715,4.83931,2.43773,-0.00295871,-0.0880842,-0.858291,0.199491,-0.463308,6.38722,4.16679,0.0210375,-0.11046,-0.852851,0.199491,-0.821968,5.30968,4.60252,-1.45317,0.713431,0.0805609,0.199645,-1.47343,7.32543,1.81046,-1.44597,0.730788,0.176932,0.199491,
2.7674,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.94827,5.28376,1.79773,0.0382708,-0.109864,-2.41519,0.199491,1.58091,5.33585,2.51826,0.0219628,-0.144575,-2.42972,0.199491,-0.615489,4.83315,2.40008,0.00838954,-0.0957418,-0.860977,0.199491,-0.462108,6.37356,4.10982,0.0210379,-0.11046,-0.852857,0.199491,-0.81627,5.31692,4.56702,-1.45239,0.723234,0.0832832,0.199645,-1.47307,7.3239,1.78023,-1.45295,0.704173,0.166464,0.199491,
2.7775,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.9503,5.27769,1.76368,0.00291979,-0.147468,-2.40869,0.199491,1.56483,5.32377,2.47462,0.0337614,-0.134722,-2.42764,0.199491,-0.603314,4.83842,2.35368,-0.010677,-0.0810194,-0.857846,0.199491,-0.451671,6.36789,4.09173,0.021035,-0.110463,-0.852854,0.199491,-0.827948,5.31781,4.52509,-1.44718,0.77896,0.0817129,0.199645,-1.47164,7.3317,1.73991,-1.44821,0.727368,0.17406,0.199491,
2.7876,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.95954,5.28133,1.72034,0.0442105,-0.100051,-2.41495,0.199491,1.56741,5.33008,2.4321,0.0399082,-0.12643,-2.43039,0.199491,-0.600297,4.8424,2.32695,0.0354297,-0.123815,-0.86153,0.199491,-0.46216,6.35338,4.0327,0.0210341,-0.110464,-0.85286,0.199491,-0.829044,5.31442,4.48908,-1.44738,0.773371,0.0847819,0.199645,-1.46353,7.32414,1.70656,-1.44498,0.742326,0.179373,0.199491,
2.7977,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.95243,5.2753,1.68954,-0.00206025,-0.150152,-2.40723,0.199491,1.55798,5.32268,2.4003,0.0377401,-0.131684,-2.4279,0.199491,-0.59433,4.84463,2.29027,-0.00518984,-0.0901648,-0.856637,0.199491,-0.462244,6.34589,4.01043,0.0210354,-0.110462,-0.852858,0.199491,-0.832288,5.31374,4.45215,-1.44532,0.784583,0.0842559,0.199645,-1.45676,7.32251,1.68202,-1.44087,0.756102,0.182098,0.199491,
2.8078,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.95353,5.28122,1.66369,0.0421063,-0.099616,-2.41458,0.199491,1.55553,5.32866,2.3701,0.0410054,-0.129089,-2.43022,0.199491,-0.597076,4.8451,2.2718,0.00339781,-0.0975918,-0.85729,0.199491,-0.460602,6.33697,3.96439,0.0210341,-0.110464,-0.852861,0.199491,-0.839647,5.32122,4.43134,-1.45086,0.73979,0.0797009,0.199645,-1.4614,7.32509,1.65401,-1.44466,0.742966,0.181053,0.199491,
2.8179,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.95189,5.281,1.63961,0.028814,-0.113548,-2.41305,0.199491,1.5456,5.32962,2.34426,0.028062,-0.147877,-2.42894,0.199491,-0.602038,4.84217,2.24185,0.0193661,-0.110393,-0.859761,0.199491,-0.470146,6.32625,3.91384,0.0210378,-0.11046,-0.852855,0.199491,-0.843069,5.32275,4.40234,-1.45202,0.713858,0.0799248,0.199645,-1.46809,7.32556,1.63609,-1.44502,0.738475,0.17892,0.199491,
2.828,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.95941,5.27563,1.60887,-0.00412059,-0.150994,-2.40703,0.199491,1.53285,5.31963,2.31316,0.0327538,-0.144873,-2.42653,0.199491,-0.610991,4.84508,2.20443,-0.0194593,-0.0756296,-0.855363,0.199491,-0.470255,6.32027,3.89552,0.0210366,-0.110461,-0.85285,0.199491,-0.857524,5.32185,4.37004,-1.4504,0.733467,0.0774506,0.199645,-1.48378,7.3229,1.60041,-1.44921,0.720289,0.176531,0.199491,
2.8381,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.96131,5.28078,1.57214,0.0353436,-0.105318,-2.41366,0.199491,1.52999,5.32662,2.27541,0.0371926,-0.140636,-2.42936,0.199491,-0.62679,4.83914,2.17089,0.0300339,-0.116591,-0.86169,0.199491,-0.479977,6.31116,3.8489,0.021034,-0.110464,-0.85286,0.199491,-0.860588,5.32698,4.33717,-1.45084,0.724482,0.0799933,0.199645,-1.49581,7.32572,1.56414,-1.45217,0.708509,0.171937,0.199491,
2.8482,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.95916,5.27256,1.54433,0.0109328,-0.130251,-2.40818,0.199491,1.52933,5.31641,2.24342,0.0465528,-0.128627,-2.42738,0.199491,-0.634124,4.8349,2.12332,-0.000380378,-0.0873558,-0.859709,0.199491,-0.468413,6.30808,3.83755,0.0210358,-0.110462,-0.852856,0.199491,-0.856896,5.31642,4.30182,-1.44815,0.760564,0.0796438,0.199645,-1.50683,7.33055,1.52671,-1.45151,0.71634,0.169444,0.199491,
2.8583,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.9721,5.26883,1.52752,0.037094,-0.103505,-2.4102,0.199491,1.55329,5.3137,2.23265,0.037587,-0.131393,-2.42509,0.199491,-0.638351,4.83271,2.10496,-0.00479936,-0.0822325,-0.859909,0.199491,-0.468414,6.30808,3.83755,0.0210354,-0.110462,-0.852857,0.199491,-0.843877,5.29947,4.29075,-1.44706,0.78325,0.0830705,0.199645,-1.50597,7.33156,1.49568,-1.451,0.72267,0.167743,0.199491,
2.8684,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.95224,5.28246,1.51125,0.0218264,-0.115565,-2.41261,0.199491,1.54697,5.32752,2.20722,0.0359229,-0.136615,-2.42933,0.199491,-0.637432,4.83328,2.10161,0.0140802,-0.0993065,-0.861444,0.199491,-0.474979,6.29974,3.77124,0.0210362,-0.110462,-0.85286,0.199491,-0.83961,5.31753,4.27673,-1.45128,0.740701,0.0830602,0.199645,-1.49857,7.32845,1.49747,-1.44545,0.748236,0.170139,0.199491,
2.8785,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.96163,5.27329,1.49037,0.00384929,-0.137698,-2.40743,0.199491,1.50527,5.31555,2.18053,0.04212,-0.140629,-2.42683,0.199491,-0.625292,4.844,2.07503,-0.00854931,-0.0831744,-0.856533,0.199491,-0.475029,6.29737,3.76373,0.0210371,-0.110461,-0.852853,0.199491,-0.87901,5.32754,4.24044,-1.44648,0.768714,0.0766106,0.199645,-1.50471,7.31935,1.48801,-1.43922,0.76288,0.18181,0.199491,
2.8886,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.95333,5.28209,1.45706,0.00809367,-0.129408,-2.41077,0.199491,1.50249,5.32454,2.15211,0.0504857,-0.131269,-2.43074,0.199491,-0.621149,4.84709,2.06253,-0.0042226,-0.0886377,-0.856036,0.199491,-0.460873,6.28953,3.71546,0.0210313,-0.110467,-0.85286,0.199491,-0.877366,5.33848,4.22193,-1.44826,0.752149,0.0752822,0.199645,-1.50149,7.32376,1.458,-1.44348,0.74536,0.182738,0.199491,
2.8987,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.95246,5.27568,1.44424,0.043161,-0.088426,-2.41255,0.199491,1.53722,5.31892,2.12978,0.0375336,-0.135105,-2.42692,0.199491,-0.618187,4.8414,2.02468,0.00130996,-0.0925918,-0.85812,0.199491,-0.467732,6.28468,3.68182,0.0210407,-0.110457,-0.852845,0.199491,-0.844674,5.31369,4.19298,-1.45001,0.766481,0.0807442,0.199645,-1.47683,7.32455,1.43246,-1.44587,0.750795,0.174308,0.199491,
2.9088,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.93722,5.28431,1.40701,-0.0422675,-0.178915,-2.40373,0.199491,1.53864,5.31563,2.0826,0.0386231,-0.134491,-2.42592,0.199491,-0.6147,4.84698,1.98608,-0.0327991,-0.0622672,-0.853949,0.199491,-0.456991,6.2778,3.65585,0.0210332,-0.110465,-0.852858,0.199491,-0.841272,5.32962,4.15571,-1.45245,0.772567,0.0778635,0.199645,-1.47362,7.32551,1.38821,-1.45298,0.727965,0.169599,0.199491,
2.9189,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.96243,5.27471,1.35776,0.0794668,-0.0450459,-2.41452,0.199491,1.52003,5.32018,2.04317,0.0464068,-0.13153,-2.42869,0.199491,-0.612898,4.84326,1.94565,0.040606,-0.127391,-0.861919,0.199491,-0.452821,6.26967,3.60652,0.0210345,-0.110464,-0.852857,0.199491,-0.862595,5.31731,4.11293,-1.44976,0.752188,0.076102,0.199645,-1.48485,7.32576,1.35108,-1.45091,0.725005,0.175993,0.199491,
2.929,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.94916,5.2719,1.33449,-0.0168334,-0.15047,-2.40414,0.199491,1.51556,5.30719,2.01337,0.0466008,-0.13005,-2.42464,0.199491,-0.616471,4.84658,1.90779,-0.0209823,-0.071999,-0.854913,0.199491,-0.442042,6.26701,3.59586,0.0210318,-0.110467,-0.852852,0.199491,-0.85594,5.31542,4.08083,-1.4509,0.767047,0.0740532,0.199645,-1.49238,7.32767,1.31981,-1.45092,0.730292,0.17366,0.199491,
2.9391,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.92968,5.28511,1.31375,-0.0032669,-0.129935,-2.41017,0.199491,1.54006,5.31643,1.97805,0.046751,-0.123068,-2.42713,0.199491,-0.623544,4.84272,1.88494,-0.0144356,-0.075391,-0.856419,0.199491,-0.436599,6.25871,3.54459,0.0210318,-0.110467,-0.85286,0.199491,-0.835841,5.33141,4.05621,-1.45688,0.748953,0.0740282,0.199645,-1.47847,7.32534,1.29283,-1.45658,0.722202,0.163519,0.199491,
2.9492,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.942,5.27486,1.28974,0.0601845,-0.0594697,-2.41308,0.199491,1.54243,5.31344,1.95517,0.0390872,-0.13196,-2.4254,0.199491,-0.612252,4.84188,1.85537,-0.00116189,-0.0881065,-0.857744,0.199491,-0.431354,6.25116,3.49734,0.0210389,-0.110459,-0.852842,0.199491,-0.832901,5.3059,4.03108,-1.45601,0.744414,0.0736551,0.199645,-1.47442,7.32757,1.26823,-1.45286,0.736585,0.168673,0.199491,
2.9593,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.9215,5.28238,1.2608,-0.0599172,-0.188684,-2.40037,0.199491,1.5232,5.30696,1.91864,0.0326827,-0.144345,-2.42254,0.199491,-0.598979,4.85287,1.82634,-0.0455259,-0.0500338,-0.851695,0.199491,-0.419611,6.25135,3.49371,0.0210306,-0.110468,-0.852856,0.199491,-0.837863,5.33411,3.99468,-1.45628,0.75894,0.0691853,0.199645,-1.47118,7.32701,1.24318,-1.45229,0.739547,0.172231,0.199491,
2.9694,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.94707,5.27006,1.24642,0.0563748,-0.0634119,-2.41131,0.199491,1.54524,5.30476,1.90444,0.0478642,-0.119199,-2.42359,0.199491,-0.597445,4.84914,1.81166,0.00992263,-0.0994738,-0.856827,0.199491,-0.419579,6.25134,3.4937,0.0210344,-0.110464,-0.852853,0.199491,-0.832911,5.29952,3.98129,-1.45531,0.775968,0.0717107,0.199645,-1.45967,7.31826,1.22324,-1.45428,0.737622,0.17116,0.199491,
2.9795,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.92441,5.27489,1.24092,-0.043044,-0.170388,-2.40114,0.199491,1.55992,5.30301,1.90436,0.0446431,-0.118846,-2.42248,0.199491,-0.598939,4.84844,1.80847,-0.0219046,-0.0702929,-0.854341,0.199491,-0.419594,6.25135,3.49371,0.0210318,-0.110467,-0.852856,0.199491,-0.805645,5.30198,3.98184,-1.45588,0.778992,0.0764041,0.199645,-1.45456,7.32398,1.21722,-1.45388,0.741774,0.167252,0.199491,
2.9896,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.94008,5.27031,1.24173,0.0240889,-0.0988746,-2.40874,0.199491,1.55459,5.30221,1.8997,0.0470709,-0.118096,-2.42261,0.199491,-0.601735,4.84721,1.80286,-0.0161529,-0.0746217,-0.855088,0.199491,-0.419576,6.25134,3.4937,0.0210348,-0.110463,-0.852854,0.199491,-0.821677,5.29997,3.97736,-1.45496,0.786126,0.0733676,0.199645,-1.46286,7.31887,1.21669,-1.45283,0.745958,0.168555,0.199491,
2.9997,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.93455,5.2711,1.23851,-0.00697209,-0.132919,-2.40539,0.199491,1.53713,5.29987,1.89511,0.0513287,-0.118956,-2.42267,0.199491,-0.605327,4.8479,1.80309,-0.0131284,-0.0763941,-0.85515,0.199491,-0.419582,6.25134,3.49371,0.0210341,-0.110464,-0.852855,0.199491,-0.831792,5.30593,3.97742,-1.45427,0.781612,0.0719258,0.199645,-1.47534,7.32217,1.21736,-1.4522,0.744409,0.170501,0.199491,
