time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_55rHy1).X,6_rod(payload_bars compound_55rHy1).Y,6_rod(payload_bars compound_55rHy1).Z,6_rod(payload_bars compound_55rHy1).Euler1,6_rod(payload_bars compound_55rHy1).Euler2,6_rod(payload_bars compound_55rHy1).Euler3,6_rod(payload_bars compound_55rHy1).mass,7_rod(payload_bars compound_55rHy1).X,7_rod(payload_bars compound_55rHy1).Y,7_rod(payload_bars compound_55rHy1).Z,7_rod(payload_bars compound_55rHy1).Euler1,7_rod(payload_bars compound_55rHy1).Euler2,7_rod(payload_bars compound_55rHy1).Euler3,7_rod(payload_bars compound_55rHy1).mass,8_rod(payload_bars compound_55rHy1).X,8_rod(payload_bars compound_55rHy1).Y,8_rod(payload_bars compound_55rHy1).Z,8_rod(payload_bars compound_55rHy1).Euler1,8_rod(payload_bars compound_55rHy1).Euler2,8_rod(payload_bars compound_55rHy1).Euler3,8_rod(payload_bars compound_55rHy1).mass,9_rod(payload_bars compound_55rHy1).X,9_rod(payload_bars compound_55rHy1).Y,9_rod(payload_bars compound_55rHy1).Z,9_rod(payload_bars compound_55rHy1).Euler1,9_rod(payload_bars compound_55rHy1).Euler2,9_rod(payload_bars compound_55rHy1).Euler3,9_rod(payload_bars compound_55rHy1).mass,10_rod(payload_bars compound_55rHy1).X,10_rod(payload_bars compound_55rHy1).Y,10_rod(payload_bars compound_55rHy1).Z,10_rod(payload_bars compound_55rHy1).Euler1,10_rod(payload_bars compound_55rHy1).Euler2,10_rod(payload_bars compound_55rHy1).Euler3,10_rod(payload_bars compound_55rHy1).mass,
0.0101,-4.42959,99.4151,-0.555845,0.000318584,0.000345127,-2.35613,0.199491,3.38775,99.3805,-0.591278,-9.7837e-05,5.60219e-06,-2.35624,0.199491,0.469114,98.6221,-0.811576,-0.000164253,9.09176e-05,-0.78535,0.199491,0.846602,101.008,1.97704,0.000223351,-0.000299172,-0.785539,0.199491,0.773909,99.0289,1.88716,-1.57637,-0.00499556,-0.00587553,0.199645,-0.309113,101.684,-1.11567,-1.57072,-0.000750303,-0.000134497,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.0202,-4.42738,99.3995,-0.555888,0.00121525,0.00144927,-2.356,0.199491,3.38649,99.3662,-0.592438,-0.00041277,-0.000129031,-2.35624,0.199491,0.468843,98.6078,-0.811116,-0.000676595,0.00035075,-0.784994,0.199491,0.846317,100.994,1.97639,0.000686165,-0.00106491,-0.786115,0.199491,0.772188,99.0132,1.88675,-1.57629,-0.0031217,-0.00594372,0.199645,-0.307993,101.668,-1.11484,-1.57066,-0.00259338,-0.00023113,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.0303,-4.42377,99.3739,-0.556077,0.00240878,0.00308008,-2.35561,0.199491,3.38469,99.342,-0.593395,-0.000748363,-0.000291902,-2.35636,0.199491,0.468345,98.5834,-0.81042,-0.00124313,0.000685238,-0.784693,0.199491,0.845934,100.969,1.97511,0.00128401,-0.00197143,-0.786769,0.199491,0.770149,98.9876,1.88634,-1.57609,-0.00112045,-0.0059899,0.199645,-0.307086,101.642,-1.11367,-1.57061,-0.00454587,-0.000428988,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.0404,-4.41966,99.3381,-0.555919,0.00333138,0.0047711,-2.35513,0.199491,3.3825,99.3079,-0.594326,-0.0010607,-0.00061344,-2.35653,0.199491,0.468027,98.5489,-0.80957,-0.00185743,0.00100703,-0.784405,0.199491,0.845539,100.934,1.97301,0.00168308,-0.0028163,-0.78743,0.199491,0.767267,98.9521,1.88587,-1.57574,5.06386e-05,-0.00607563,0.199645,-0.305611,101.606,-1.11215,-1.57058,-0.00578188,-0.00063819,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.0505,-4.41516,99.2923,-0.555998,0.00382974,0.00620372,-2.35452,0.199491,3.38004,99.2641,-0.595417,-0.00149902,-0.00108337,-2.35672,0.199491,0.467678,98.5047,-0.808472,-0.0023342,0.00119873,-0.784062,0.199491,0.845031,100.889,1.97059,0.00184216,-0.00345127,-0.788304,0.199491,0.764318,98.9066,1.88531,-1.57535,0.000164241,-0.00611681,0.199645,-0.304049,101.559,-1.11006,-1.57053,-0.0057856,-0.000899979,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.0606,-4.41016,99.2365,-0.556352,0.00380697,0.00718358,-2.35381,0.199491,3.37711,99.2104,-0.596572,-0.00208189,-0.00153602,-2.35695,0.199491,0.467379,98.4506,-0.806833,-0.00262946,0.00122012,-0.783683,0.199491,0.844653,100.834,1.96813,0.00183311,-0.00392542,-0.789252,0.199491,0.761217,98.8509,1.88457,-1.57489,-0.000677674,-0.00618716,0.199645,-0.302541,101.502,-1.10797,-1.57052,-0.00479823,-0.00114718,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.0707,-4.40497,99.1704,-0.556669,0.00323906,0.00770405,-2.35303,0.199491,3.37395,99.1466,-0.597696,-0.00267454,-0.00196382,-2.3572,0.199491,0.467089,98.3867,-0.805035,-0.00281614,0.00110566,-0.78334,0.199491,0.844222,100.769,1.9656,0.001644,-0.00426912,-0.790176,0.199491,0.757892,98.7852,1.88356,-1.5744,-0.00200061,-0.00625076,0.199645,-0.300723,101.436,-1.10575,-1.57048,-0.00343341,-0.00144352,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.0808,-4.39949,99.0944,-0.556805,0.00238319,0.00794129,-2.35231,0.199491,3.37086,99.073,-0.598853,-0.00326426,-0.00250076,-2.35745,0.199491,0.46666,98.3126,-0.803447,-0.00296275,0.000906787,-0.782938,0.199491,0.843721,100.694,1.96273,0.00132872,-0.00450004,-0.791159,0.199491,0.754495,98.7096,1.88278,-1.57393,-0.00338589,-0.00630274,0.199645,-0.298998,101.359,-1.10337,-1.57046,-0.00220991,-0.00172673,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.0909,-4.39377,99.0085,-0.556746,0.00150435,0.00803664,-2.35167,0.199491,3.36778,98.9894,-0.600165,-0.00386591,-0.00307671,-2.35765,0.199491,0.466251,98.2286,-0.80215,-0.00307834,0.00069129,-0.782525,0.199491,0.843162,100.609,1.95992,0.000972406,-0.00471016,-0.792154,0.199491,0.750863,98.624,1.88223,-1.57349,-0.00474491,-0.00636877,0.199645,-0.297237,101.272,-1.10103,-1.57041,-0.00102581,-0.00200956,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.101,-4.38806,98.9127,-0.556689,0.000625941,0.00813358,-2.35104,0.199491,3.36471,98.8958,-0.601474,-0.0044659,-0.0036528,-2.35786,0.199491,0.46582,98.1346,-0.800832,-0.0031963,0.000460979,-0.782111,0.199491,0.842604,100.514,1.95711,0.000616011,-0.0049216,-0.793147,0.199491,0.747246,98.5284,1.88168,-1.57304,-0.00611024,-0.00644147,0.199645,-0.295473,101.175,-1.09871,-1.57037,0.00016815,-0.00229475,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1111,-4.38234,98.8068,-0.556633,-0.000252661,0.00823133,-2.3504,0.199491,3.36163,98.7922,-0.602783,-0.00506564,-0.00422914,-2.35807,0.199491,0.465377,98.0306,-0.799507,-0.00331034,0.000229687,-0.781695,0.199491,0.842046,100.409,1.95431,0.000259752,-0.00513347,-0.79414,0.199491,0.743633,98.4228,1.88113,-1.57259,-0.00747626,-0.00651465,0.199645,-0.293701,101.069,-1.09639,-1.57033,0.00136491,-0.00257762,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1212,-4.37663,98.6909,-0.556578,-0.00113433,0.0083272,-2.34977,0.199491,3.35855,98.6786,-0.604092,-0.00566515,-0.00480572,-2.35827,0.199491,0.464938,97.9165,-0.798179,-0.00342731,-2.31886e-06,-0.781278,0.199491,0.841488,100.293,1.9515,-9.637e-05,-0.00534577,-0.795133,0.199491,0.74002,98.3071,1.88058,-1.57214,-0.00883769,-0.00658913,0.199645,-0.291933,100.952,-1.09408,-1.57029,0.002563,-0.0028624,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1313,-4.37091,98.5649,-0.556529,-0.00202324,0.00841729,-2.34913,0.199491,3.35548,98.555,-0.605401,-0.00626441,-0.00538254,-2.35848,0.199491,0.4645,97.7925,-0.796851,-0.00354438,-0.000234298,-0.780862,0.199491,0.84093,100.168,1.94869,-0.000452355,-0.0055585,-0.796126,0.199491,0.736406,98.1815,1.88003,-1.5717,-0.0101879,-0.0066668,0.199645,-0.290165,100.825,-1.09177,-1.57025,0.00376109,-0.00314718,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1414,-4.36519,98.429,-0.556481,-0.0029128,0.0085078,-2.34849,0.199491,3.3524,98.4213,-0.60671,-0.00686344,-0.00595962,-2.35868,0.199491,0.464061,97.6584,-0.795523,-0.00366158,-0.000466273,-0.780445,0.199491,0.840372,100.033,1.94588,-0.000808202,-0.00577166,-0.797119,0.199491,0.732793,98.0459,1.87949,-1.57126,-0.0115374,-0.00674464,0.199645,-0.288397,100.688,-1.08945,-1.5702,0.0049592,-0.00343197,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1515,-4.35948,98.283,-0.556436,-0.00381001,0.00859206,-2.34785,0.199491,3.34932,98.2777,-0.608018,-0.00746222,-0.00653693,-2.35889,0.199491,0.463612,97.5144,-0.794196,-0.00377996,-0.000705854,-0.780031,0.199491,0.839814,99.8876,1.94307,-0.00116391,-0.00598524,-0.798111,0.199491,0.729189,97.9003,1.87896,-1.57082,-0.0128762,-0.00682643,0.199645,-0.286629,100.542,-1.08714,-1.57017,0.00615731,-0.00371677,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1616,-4.35376,98.1271,-0.556394,-0.00471094,0.00867381,-2.3472,0.199491,3.34625,98.1241,-0.609327,-0.00806077,-0.0071145,-2.35909,0.199491,0.463161,97.3603,-0.792871,-0.00389871,-0.000947178,-0.779618,0.199491,0.839256,99.7323,1.94026,-0.00151948,-0.00619925,-0.799104,0.199491,0.725588,97.7447,1.87842,-1.57039,-0.0142099,-0.00690974,0.199645,-0.284861,100.385,-1.08483,-1.57013,0.00735543,-0.00400157,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1717,-4.34804,97.9611,-0.556354,-0.00561585,0.0087528,-2.34656,0.199491,3.34317,97.9604,-0.610636,-0.00865908,-0.00769231,-2.3593,0.199491,0.462709,97.1963,-0.791545,-0.00401759,-0.00118848,-0.779204,0.199491,0.838698,99.5671,1.93746,-0.00187491,-0.00641369,-0.800096,0.199491,0.721987,97.5791,1.87789,-1.56997,-0.0155379,-0.00699432,0.199645,-0.283093,100.218,-1.08252,-1.57009,0.00855357,-0.00428639,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1818,-4.34233,97.7851,-0.556317,-0.00652607,0.00882775,-2.34591,0.199491,3.34009,97.7867,-0.611945,-0.00925714,-0.00827036,-2.3595,0.199491,0.462254,97.0222,-0.79022,-0.0041369,-0.00143286,-0.778792,0.199491,0.838141,99.3918,1.93465,-0.00223021,-0.00662856,-0.801088,0.199491,0.718389,97.4035,1.87736,-1.56954,-0.0168584,-0.00708094,0.199645,-0.281325,100.041,-1.0802,-1.57005,0.00975171,-0.00457122,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.1919,-4.33661,97.5991,-0.556282,-0.00744161,0.00889867,-2.34526,0.199491,3.33701,97.6031,-0.613254,-0.00985497,-0.00884866,-2.35971,0.199491,0.461791,96.8382,-0.788893,-0.00425398,-0.00167925,-0.77838,0.199491,0.837583,99.2065,1.93184,-0.00258536,-0.00684385,-0.80208,0.199491,0.714795,97.2178,1.87683,-1.56912,-0.0181714,-0.0071695,0.199645,-0.279553,99.8542,-1.07789,-1.57001,0.0109508,-0.00485465,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.202,-4.33089,97.403,-0.556251,-0.00836445,0.00896361,-2.3446,0.199491,3.33394,97.4094,-0.614562,-0.0104526,-0.0094272,-2.35991,0.199491,0.461314,96.6441,-0.787563,-0.00436689,-0.00192959,-0.777968,0.199491,0.837025,99.0113,1.92903,-0.00294037,-0.00705958,-0.803072,0.199491,0.711209,97.0222,1.87631,-1.5687,-0.019474,-0.00726086,0.199645,-0.277774,99.6574,-1.07559,-1.56998,0.0121514,-0.00513553,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2121,-4.32518,97.197,-0.556222,-0.00929199,0.00902545,-2.34395,0.199491,3.33086,97.2057,-0.615871,-0.0110499,-0.010006,-2.36011,0.199491,0.460836,96.44,-0.786233,-0.00448055,-0.00218071,-0.777557,0.199491,0.836467,98.806,1.92622,-0.00329523,-0.0072754,-0.804064,0.199491,0.707623,96.8166,1.87579,-1.56828,-0.0207701,-0.00735354,0.199645,-0.275995,99.4506,-1.07328,-1.56994,0.0133523,-0.00541675,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2222,-4.31944,96.9809,-0.556216,-0.0102274,0.00909837,-2.3433,0.199491,3.32778,96.9921,-0.61718,-0.011647,-0.010585,-2.36031,0.199491,0.460353,96.2259,-0.784893,-0.00459686,-0.00243558,-0.777143,0.199491,0.835888,98.5907,1.92344,-0.00364973,-0.00747446,-0.805051,0.199491,0.704044,96.601,1.87528,-1.56787,-0.0220503,-0.00744969,0.199645,-0.274217,99.2337,-1.07099,-1.56991,0.014558,-0.00569939,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2323,-4.3137,96.7548,-0.556216,-0.0111702,0.00916663,-2.34265,0.199491,3.32471,96.7684,-0.618489,-0.0122439,-0.0111643,-2.36052,0.199491,0.459861,96.0018,-0.783544,-0.00471251,-0.00269324,-0.776727,0.199491,0.835307,98.3654,1.92065,-0.0040041,-0.00767255,-0.806036,0.199491,0.700471,96.3754,1.87477,-1.56746,-0.0233195,-0.00754832,0.199645,-0.272435,99.0069,-1.06871,-1.56987,0.015768,-0.0059816,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2424,-4.30796,96.5187,-0.556218,-0.0121192,0.00923003,-2.342,0.199491,3.32163,96.5347,-0.619798,-0.0128406,-0.0117438,-2.36072,0.199491,0.459367,95.7678,-0.782195,-0.00482836,-0.00295237,-0.776312,0.199491,0.834726,98.13,1.91786,-0.00435835,-0.00787108,-0.807022,0.199491,0.696899,96.1397,1.87427,-1.56706,-0.0245802,-0.00764855,0.199645,-0.270654,98.77,-1.06642,-1.56984,0.016978,-0.00626384,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2525,-4.30223,96.2726,-0.556241,-0.013064,0.0092946,-2.34135,0.199491,3.31855,96.291,-0.621107,-0.013437,-0.0123236,-2.36092,0.199491,0.458862,95.5237,-0.780844,-0.00494055,-0.00321414,-0.775896,0.199491,0.834146,97.8847,1.91508,-0.00471249,-0.00807005,-0.808008,0.199491,0.693333,95.8941,1.87376,-1.56666,-0.0258297,-0.00775103,0.199645,-0.268861,98.5232,-1.06412,-1.56981,0.0181763,-0.00655546,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2626,-4.29649,96.0165,-0.556272,-0.014015,0.00935326,-2.3407,0.199491,3.31548,96.0372,-0.622415,-0.0140331,-0.0129036,-2.36112,0.199491,0.458345,95.2696,-0.77949,-0.00504916,-0.00347978,-0.775481,0.199491,0.833565,97.6294,1.91229,-0.00506652,-0.00826944,-0.808993,0.199491,0.689773,95.6385,1.87326,-1.56626,-0.0270661,-0.00785614,0.199645,-0.267061,98.2663,-1.06182,-1.56979,0.0193732,-0.0068478,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2727,-4.29076,95.7503,-0.556309,-0.0149716,0.00941093,-2.34005,0.199491,3.3124,95.7735,-0.623724,-0.0146291,-0.0134838,-2.36132,0.199491,0.45783,95.0055,-0.778133,-0.00516088,-0.00374582,-0.775066,0.199491,0.83298,97.364,1.90951,-0.00542069,-0.00846581,-0.809978,0.199491,0.686214,95.3729,1.87277,-1.56586,-0.0282932,-0.0079627,0.199645,-0.265265,97.9994,-1.05952,-1.56976,0.0205714,-0.0071417,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2828,-4.28502,95.4741,-0.556354,-0.0159374,0.00946427,-2.3394,0.199491,3.30932,95.4998,-0.625033,-0.0152248,-0.0140643,-2.36152,0.199491,0.457305,94.7313,-0.776773,-0.00527041,-0.00401597,-0.77465,0.199491,0.832392,97.0887,1.90673,-0.00577505,-0.00865881,-0.810961,0.199491,0.682661,95.0972,1.87228,-1.56547,-0.0295049,-0.00807209,0.199645,-0.263464,97.7225,-1.05723,-1.56974,0.0217713,-0.00743435,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.2929,-4.27928,95.188,-0.556402,-0.0169116,0.00951285,-2.33875,0.199491,3.30625,95.2161,-0.626342,-0.0158202,-0.014645,-2.36173,0.199491,0.456777,94.4472,-0.775409,-0.00538056,-0.00428741,-0.774234,0.199491,0.8318,96.8033,1.90395,-0.00612955,-0.00884989,-0.811943,0.199491,0.679111,94.8116,1.87179,-1.56508,-0.0307041,-0.00818221,0.199645,-0.261663,97.4357,-1.05494,-1.56971,0.022973,-0.00772721,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.303,-4.27353,94.8917,-0.556366,-0.018123,0.00933936,-2.33811,0.199491,3.30317,94.9223,-0.627651,-0.0164155,-0.015226,-2.36193,0.199491,0.456203,94.1531,-0.774042,-0.00548051,-0.0045836,-0.773822,0.199491,0.831195,96.508,1.90119,-0.00648551,-0.00902823,-0.812922,0.199491,0.675597,94.516,1.87118,-1.56472,-0.0315745,-0.00822202,0.199645,-0.25984,97.1388,-1.05264,-1.56969,0.024159,-0.00802992,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3131,-4.26778,94.5854,-0.556313,-0.0195196,0.00899658,-2.33746,0.199491,3.30009,94.6186,-0.62896,-0.0170105,-0.0158072,-2.36213,0.199491,0.455531,93.8491,-0.772633,-0.00556661,-0.00492121,-0.77341,0.199491,0.830573,96.2026,1.89844,-0.00684339,-0.00919079,-0.813895,0.199491,0.672153,94.2104,1.87052,-1.56438,-0.0321623,-0.00823297,0.199645,-0.257976,96.8319,-1.05036,-1.56968,0.0253468,-0.0083409,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3232,-4.26203,94.269,-0.55626,-0.0209168,0.00865539,-2.33682,0.199491,3.29702,94.3048,-0.630268,-0.0176052,-0.0163886,-2.36233,0.199491,0.454861,93.535,-0.771215,-0.00565574,-0.00525711,-0.772994,0.199491,0.82995,95.8872,1.89569,-0.0072012,-0.00935385,-0.814869,0.199491,0.668708,93.8948,1.86987,-1.56404,-0.0327498,-0.00824395,0.199645,-0.256114,96.515,-1.04809,-1.56968,0.026538,-0.00865338,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3333,-4.25629,93.9426,-0.556215,-0.0223069,0.00832124,-2.33617,0.199491,3.29395,93.981,-0.631606,-0.0182217,-0.0169833,-2.36253,0.199491,0.45419,93.2109,-0.769797,-0.00574506,-0.00559301,-0.772578,0.199491,0.829327,95.5618,1.89295,-0.00755896,-0.00951736,-0.815843,0.199491,0.665264,93.5693,1.86921,-1.56369,-0.0333374,-0.00825494,0.199645,-0.25426,96.1882,-1.04578,-1.56966,0.0276709,-0.00895327,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3434,-4.25055,93.6062,-0.556203,-0.0236703,0.00800801,-2.33554,0.199491,3.2909,93.6472,-0.632992,-0.0188722,-0.0175983,-2.36275,0.199491,0.453526,92.8768,-0.768374,-0.00584046,-0.00592809,-0.772161,0.199491,0.828705,95.2264,1.8902,-0.00791665,-0.00968133,-0.816816,0.199491,0.661819,93.2337,1.86855,-1.56335,-0.0339249,-0.00826593,0.199645,-0.25242,95.8513,-1.0434,-1.56964,0.0286999,-0.00924678,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3535,-4.22765,93.2669,-0.569699,0.19358,0.225287,-2.31529,0.199491,3.26033,93.3147,-0.653739,-0.368478,-0.366557,-2.30063,0.199491,0.456263,92.5224,-0.768736,-0.00804858,-0.00337225,-0.775893,0.199491,0.831979,94.8915,1.88143,-0.00173475,-0.0134382,-0.820365,0.199491,0.648217,92.9099,1.87452,-1.55915,-0.0139327,-0.00866545,0.199645,-0.249831,95.5043,-1.0428,-1.56933,0.0293486,-0.00917251,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3636,-4.13295,92.9083,-0.583266,0.137866,0.206107,-2.34239,0.199491,3.18463,92.9838,-0.690784,-0.120524,-0.176007,-2.38517,0.199491,0.45603,92.1701,-0.786161,0.003538,-0.0155172,-0.800168,0.199491,0.826583,94.5916,1.83101,0.0131452,-0.0298329,-0.83542,0.199491,0.588969,92.6601,1.87494,-1.54648,-0.0356711,-0.0137337,0.199645,-0.250089,95.1492,-1.08414,-1.56754,-0.034912,-0.0096844,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3737,-4.00632,92.54,-0.621236,-0.108068,-0.0130315,-2.39431,0.199491,3.11832,92.6614,-0.725052,-0.113269,-0.18797,-2.42213,0.199491,0.432417,91.8489,-0.769879,-0.0056393,-0.00807456,-0.835131,0.199491,0.788381,94.3297,1.72469,0.0202147,-0.0384922,-0.868309,0.199491,0.531908,92.4353,1.83665,-1.54051,-0.0365378,-0.0142569,0.199645,-0.2388,94.7879,-1.15328,-1.55867,-0.0422365,-0.0180248,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3838,-3.92493,92.1683,-0.676829,0.141239,0.260424,-2.40042,0.199491,3.07722,92.3856,-0.762828,-0.149119,-0.219089,-2.4645,0.199491,0.394336,91.5804,-0.707581,-0.00145024,-0.0110681,-0.871353,0.199491,0.738126,94.119,1.54172,0.0151152,-0.0329467,-0.942252,0.199491,0.507719,92.2026,1.76734,-1.53926,-0.12032,-0.00860429,0.199645,-0.252893,94.3855,-1.2422,-1.548,-0.133449,-0.0233848,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.3939,-3.84374,91.8169,-0.74209,0.00191814,0.102772,-2.48618,0.199491,3.04539,92.1383,-0.823811,-0.0229878,-0.0511222,-2.54858,0.199491,0.36296,91.337,-0.659584,0.011563,-0.0183364,-0.92809,0.199491,0.665009,93.9149,1.30223,0.0350643,-0.0438234,-1.04709,0.199491,0.46644,92.0566,1.70719,-1.53424,-0.186431,-0.00302553,0.199645,-0.270355,93.9809,-1.36686,-1.53304,-0.172478,-0.0300344,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
