time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_55rHy1).X,6_rod(payload_bars compound_55rHy1).Y,6_rod(payload_bars compound_55rHy1).Z,6_rod(payload_bars compound_55rHy1).Euler1,6_rod(payload_bars compound_55rHy1).Euler2,6_rod(payload_bars compound_55rHy1).Euler3,6_rod(payload_bars compound_55rHy1).mass,7_rod(payload_bars compound_55rHy1).X,7_rod(payload_bars compound_55rHy1).Y,7_rod(payload_bars compound_55rHy1).Z,7_rod(payload_bars compound_55rHy1).Euler1,7_rod(payload_bars compound_55rHy1).Euler2,7_rod(payload_bars compound_55rHy1).Euler3,7_rod(payload_bars compound_55rHy1).mass,8_rod(payload_bars compound_55rHy1).X,8_rod(payload_bars compound_55rHy1).Y,8_rod(payload_bars compound_55rHy1).Z,8_rod(payload_bars compound_55rHy1).Euler1,8_rod(payload_bars compound_55rHy1).Euler2,8_rod(payload_bars compound_55rHy1).Euler3,8_rod(payload_bars compound_55rHy1).mass,9_rod(payload_bars compound_55rHy1).X,9_rod(payload_bars compound_55rHy1).Y,9_rod(payload_bars compound_55rHy1).Z,9_rod(payload_bars compound_55rHy1).Euler1,9_rod(payload_bars compound_55rHy1).Euler2,9_rod(payload_bars compound_55rHy1).Euler3,9_rod(payload_bars compound_55rHy1).mass,10_rod(payload_bars compound_55rHy1).X,10_rod(payload_bars compound_55rHy1).Y,10_rod(payload_bars compound_55rHy1).Z,10_rod(payload_bars compound_55rHy1).Euler1,10_rod(payload_bars compound_55rHy1).Euler2,10_rod(payload_bars compound_55rHy1).Euler3,10_rod(payload_bars compound_55rHy1).mass,
2.0604,-3.13779,93.9129,-3.44974,-0.0565074,-0.640305,2.93941,0.199491,3.13333,93.4942,0.148331,-0.0529415,-0.590426,2.90903,0.199491,0.546811,93.2586,-0.708479,-0.186877,-0.55911,-1.71097,0.199491,1.31807,96.4094,-0.949659,0.0602409,-0.513567,-1.88359,0.199491,0.28301,95.5373,0.278133,-2.34356,-0.862567,0.8407,0.199645,1.28818,94.4566,-3.26372,-2.36444,-0.847068,0.869983,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0705,-3.23242,93.9404,-3.50042,-0.0368246,-0.648848,2.90483,0.199491,3.09282,93.4854,0.239605,-0.0430846,-0.638052,2.89767,0.199491,0.518837,93.243,-0.673226,-0.0559798,-0.53815,-1.79791,0.199491,1.30245,96.4079,-0.90527,0.074532,-0.507118,-1.87738,0.199491,0.312221,95.5535,0.30815,-2.38185,-0.869455,0.86679,0.199645,1.25556,94.4127,-3.29203,-2.37588,-0.84205,0.884886,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0806,-3.3242,93.9549,-3.54125,-0.0450166,-0.595487,2.89113,0.199491,3.05591,93.4663,0.328787,-0.0400112,-0.658136,2.88969,0.199491,0.489407,93.2151,-0.639556,0.0611707,-0.508048,-1.87472,0.199491,1.28085,96.3968,-0.872428,-0.0303404,-0.53308,-1.81598,0.199491,0.341737,95.5623,0.339862,-2.37224,-0.848479,0.858074,0.199645,1.22362,94.3614,-3.31668,-2.37108,-0.82804,0.886722,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0907,-3.37111,93.9595,-3.52694,-0.117184,-0.36654,2.91592,0.199491,3.03857,93.433,0.399649,-0.0792714,-0.531972,2.9007,0.199491,0.416923,93.157,-0.61216,-0.0395879,-0.537187,-1.83863,0.199491,1.25813,96.3877,-0.884529,-0.194632,-0.566521,-1.73018,0.199491,0.326012,95.5516,0.361992,-2.29738,-0.785329,0.81084,0.199645,1.2167,94.3217,-3.31734,-2.35263,-0.815268,0.867265,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1008,-3.40827,93.9492,-3.53766,-0.154676,-0.256786,2.92083,0.199491,3.03712,93.3816,0.451827,-0.0837376,-0.526447,2.89161,0.199491,0.354223,93.0941,-0.578539,-0.206099,-0.573537,-1.75864,0.199491,1.24877,96.3863,-0.881568,-0.0044232,-0.532,-1.8456,0.199491,0.275994,95.5241,0.391937,-2.31942,-0.792747,0.830542,0.199645,1.19529,94.2688,-3.30338,-2.3881,-0.829403,0.889076,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1109,-3.45246,93.906,-3.54873,-0.12882,-0.397466,2.90852,0.199491,3.02069,93.3117,0.484135,-0.0494827,-0.659265,2.86268,0.199491,0.299038,93.0265,-0.543233,-0.0407801,-0.544314,-1.84905,0.199491,1.24937,96.3906,-0.878241,0.148692,-0.487151,-1.94178,0.199491,0.223607,95.5097,0.438604,-2.43032,-0.848326,0.907086,0.199645,1.18081,94.1934,-3.288,-2.4036,-0.829827,0.898944,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.121,-3.49577,93.8687,-3.54783,-0.0479353,-0.683931,2.85646,0.199491,3.00658,93.2307,0.523107,-0.0433503,-0.698729,2.85004,0.199491,0.254311,92.9471,-0.51818,0.144139,-0.494039,-1.94697,0.199491,1.23941,96.3918,-0.879869,0.149128,-0.488378,-1.96064,0.199491,0.16337,95.4698,0.472797,-2.4526,-0.850445,0.921527,0.199645,1.17107,94.1033,-3.26355,-2.40239,-0.825435,0.894247,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1311,-3.5271,93.8223,-3.5251,0.0201988,-0.850328,2.80021,0.199491,2.98969,93.1415,0.576119,-0.074378,-0.64082,2.86072,0.199491,0.191754,92.8572,-0.499548,0.125879,-0.502913,-1.94777,0.199491,1.21974,96.3846,-0.896648,-0.0481371,-0.556456,-1.87721,0.199491,0.12453,95.4054,0.497796,-2.35306,-0.780395,0.852514,0.199645,1.15826,94.014,-3.24421,-2.41052,-0.826125,0.894172,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1412,-3.55387,93.7645,-3.50546,0.0650427,-0.934342,2.75597,0.199491,2.97704,93.0434,0.627492,-0.12669,-0.503206,2.87953,0.199491,0.123855,92.7592,-0.478344,-0.0716487,-0.566425,-1.85372,0.199491,1.21439,96.3516,-0.911408,-0.266312,-0.60955,-1.76939,0.199491,0.0707572,95.3455,0.53237,-2.35688,-0.772021,0.856859,0.199645,1.14262,93.9142,-3.2343,-2.43505,-0.832955,0.90811,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1513,-3.58137,93.7004,-3.4987,-0.0136935,-0.811147,2.80815,0.199491,2.9611,92.9373,0.66942,-0.129901,-0.504821,2.87219,0.199491,0.0602621,92.6371,-0.449448,-0.293292,-0.613577,-1.73493,0.199491,1.20674,96.3005,-0.915325,-0.173546,-0.597817,-1.83891,0.199491,0.0149294,95.2894,0.560654,-2.48355,-0.834377,0.946964,0.199645,1.13107,93.8072,-3.21432,-2.45813,-0.839587,0.920962,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1614,-3.61318,93.6293,-3.48268,-0.140869,-0.510597,2.87768,0.199491,2.94724,92.8219,0.713005,-0.0941198,-0.618219,2.84454,0.199491,-0.00674993,92.5119,-0.416252,-0.314494,-0.623069,-1.72386,0.199491,1.19975,96.2326,-0.929769,-0.00344385,-0.556142,-1.94674,0.199491,-0.03464,95.2149,0.582035,-2.57551,-0.865659,1.01672,0.199645,1.11824,93.6949,-3.19211,-2.4657,-0.837808,0.923416,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1715,-3.64568,93.5435,-3.46225,-0.210802,-0.306687,2.90052,0.199491,2.92631,92.6991,0.75787,-0.0781265,-0.670154,2.82598,0.199491,-0.0647735,92.3836,-0.395707,0.00126347,-0.563031,-1.90852,0.199491,1.19167,96.1547,-0.938943,0.00333994,-0.558987,-1.96419,0.199491,-0.0900854,95.1306,0.6028,-2.44369,-0.796443,0.919839,0.199645,1.11112,93.5673,-3.1676,-2.4653,-0.833818,0.918224,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1816,-3.66737,93.4439,-3.44522,-0.173911,-0.476883,2.88246,0.199491,2.8994,92.5652,0.798475,-0.128993,-0.554272,2.84579,0.199491,-0.12371,92.2555,-0.365738,0.0422195,-0.554761,-1.93582,0.199491,1.18712,96.063,-0.951685,-0.200988,-0.62517,-1.86447,0.199491,-0.142689,95.0315,0.626518,-2.45501,-0.795206,0.928145,0.199645,1.09372,93.4329,-3.14424,-2.49098,-0.840643,0.933678,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1917,-3.68784,93.3306,-3.42923,-0.056619,-0.813587,2.80552,0.199491,2.85484,92.4309,0.835034,-0.192267,-0.364508,2.86755,0.199491,-0.176194,92.1209,-0.337926,-0.228679,-0.627414,-1.79,0.199491,1.17716,95.9546,-0.954292,-0.226654,-0.638166,-1.86272,0.199491,-0.194177,94.9244,0.643463,-2.63562,-0.869643,1.06167,0.199645,1.07586,93.2946,-3.11482,-2.50456,-0.842018,0.941668,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2018,-3.70694,93.1984,-3.4137,-0.0762803,-0.783616,2.8178,0.199491,2.7812,92.3135,0.868845,-0.195997,-0.3332,2.86487,0.199491,-0.219614,91.99,-0.303615,-0.0848925,-0.602668,-1.87537,0.199491,1.14383,95.8218,-0.943932,-0.0101254,-0.578411,-1.99241,0.199491,-0.249692,94.8088,0.647848,-2.44984,-0.786596,0.926863,0.199645,1.0434,93.1718,-3.08024,-2.50948,-0.836885,0.950798,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2119,-3.72677,93.0354,-3.40692,-0.198258,-0.432964,2.89143,0.199491,2.69833,92.2096,0.895356,-0.11275,-0.567919,2.82836,0.199491,-0.257224,91.8967,-0.27741,-0.0346883,-0.596178,-1.90316,0.199491,1.0764,95.6668,-0.916308,-0.00915034,-0.585946,-1.99573,0.199491,-0.307017,94.677,0.65902,-2.52764,-0.822289,0.991236,0.199645,0.996986,93.0492,-3.03765,-2.51169,-0.833335,0.961281,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.222,-3.74899,92.8501,-3.40172,-0.1767,-0.477765,2.88706,0.199491,2.61398,92.1179,0.920159,-0.132405,-0.517412,2.83819,0.199491,-0.289617,91.8172,-0.253612,-0.261909,-0.654801,-1.76904,0.199491,0.984316,95.4988,-0.872025,-0.193347,-0.653822,-1.8815,0.199491,-0.367854,94.528,0.652893,-2.62937,-0.862433,1.0777,0.199645,0.937604,92.9257,-2.98278,-2.5095,-0.8279,0.971525,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2321,-3.77289,92.6545,-3.39622,-0.0781478,-0.734601,2.83701,0.199491,2.52959,92.028,0.94272,-0.160532,-0.434359,2.85134,0.199491,-0.324057,91.7394,-0.227637,-0.281328,-0.66578,-1.75555,0.199491,0.880401,95.3014,-0.818343,-0.20433,-0.665344,-1.86289,0.199491,-0.438792,94.3773,0.647389,-2.47494,-0.800935,0.974755,0.199645,0.889015,92.7931,-2.93598,-2.53075,-0.834537,0.999745,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2422,-3.78891,92.4483,-3.39226,0.045293,-0.949941,2.75189,0.199491,2.42173,91.9254,0.962329,-0.0736057,-0.63875,2.8091,0.199491,-0.355869,91.6392,-0.197459,-0.207861,-0.660635,-1.79828,0.199491,0.793064,95.0996,-0.768362,-0.0730077,-0.637769,-1.93221,0.199491,-0.504281,94.2186,0.645746,-2.36242,-0.746015,0.90632,0.199645,0.829625,92.6614,-2.88733,-2.54309,-0.834402,1.02445,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2523,-3.7653,92.2662,-3.33733,0.0455035,-0.977318,2.7628,0.199491,2.31717,91.8071,0.982919,0.0460441,-0.851244,2.73153,0.199491,-0.39834,91.5057,-0.180603,-0.00981096,-0.624117,-1.91072,0.199491,0.700609,94.8866,-0.718411,0.0626745,-0.600867,-2.00465,0.199491,-0.571843,94.0483,0.641667,-2.36105,-0.748017,0.914707,0.199645,0.77236,92.5512,-2.82412,-2.49691,-0.810444,0.996217,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2624,-3.72684,92.0796,-3.27882,-0.117247,-0.656333,2.89487,0.199491,2.22855,91.6529,0.986586,-0.0268081,-0.714696,2.79233,0.199491,-0.449285,91.384,-0.153874,0.00741196,-0.628858,-1.91006,0.199491,0.61086,94.672,-0.665285,0.0767246,-0.60623,-2.00884,0.199491,-0.657634,93.8743,0.643627,-2.50796,-0.818277,1.02279,0.199645,0.719929,92.4292,-2.74527,-2.45927,-0.790266,0.972575,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2725,-3.69502,91.8815,-3.21021,-0.149582,-0.56792,2.92924,0.199491,2.13675,91.4923,0.980719,-0.110286,-0.524958,2.84978,0.199491,-0.48744,91.253,-0.14363,-0.2029,-0.68406,-1.76628,0.199491,0.539117,94.4608,-0.601044,-0.0046013,-0.644954,-1.96162,0.199491,-0.754784,93.69,0.659314,-2.58173,-0.845256,1.07935,0.199645,0.666733,92.2938,-2.65925,-2.51322,-0.808933,1.01497,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2826,-3.69095,91.6863,-3.14883,-0.0702964,-0.848797,2.89498,0.199491,2.03577,91.3223,0.977181,-0.103896,-0.543822,2.86003,0.199491,-0.515558,91.1194,-0.120199,-0.118862,-0.678671,-1.80061,0.199491,0.455254,94.2577,-0.540825,-0.108873,-0.690897,-1.89606,0.199491,-0.83675,93.4753,0.666277,-2.33195,-0.729006,0.9032,0.199645,0.626481,92.1582,-2.55688,-2.48927,-0.793881,1.00165,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2927,-3.68168,91.4949,-3.08872,-0.0456744,-0.932907,2.90734,0.199491,1.94148,91.1718,0.978799,-0.122535,-0.466444,2.88552,0.199491,-0.547495,90.9787,-0.0953854,0.0592349,-0.651736,-1.888,0.199491,0.359008,94.0422,-0.455065,0.0219292,-0.664917,-1.96798,0.199491,-0.94241,93.2758,0.686019,-2.52228,-0.824427,1.04292,0.199645,0.571981,92.0488,-2.4615,-2.45655,-0.77124,0.986091,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3028,-3.67247,91.3157,-3.02334,-0.133902,-0.654066,3.00734,0.199491,1.86183,91.0337,0.987505,-0.0208882,-0.744708,2.85462,0.199491,-0.590006,90.845,-0.0678913,-0.156281,-0.703461,-1.71817,0.199491,0.236916,93.8322,-0.351071,0.0723722,-0.663194,-1.98075,0.199491,-1.05887,93.0809,0.724824,-2.33654,-0.734855,0.919987,0.199645,0.525573,91.9762,-2.35721,-2.4203,-0.750337,0.966285,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3129,-3.66744,91.1417,-2.97113,-0.107897,-0.850225,3.03028,0.199491,1.79389,90.8921,1.02199,-0.0355026,-0.725196,2.89757,0.199491,-0.635062,90.6994,-0.0446913,0.0223494,-0.686572,-1.79514,0.199491,0.119306,93.6728,-0.24216,-0.00735629,-0.699413,-1.90192,0.199491,-1.17155,92.8727,0.791375,-2.43419,-0.779489,0.994466,0.199645,0.461899,91.8972,-2.25604,-2.39203,-0.73226,0.949998,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.323,-3.67988,90.9919,-2.92766,-0.127863,-0.878152,3.0871,0.199491,1.73942,90.7424,1.07579,-0.0627496,-0.682307,2.95458,0.199491,-0.687732,90.5348,-0.0146252,-0.166011,-0.7138,-1.63126,0.199491,0.0213725,93.5614,-0.123726,0.0632214,-0.690616,-1.91197,0.199491,-1.28277,92.6538,0.895914,-2.22764,-0.651796,0.862062,0.199645,0.416714,91.8187,-2.16446,-2.37653,-0.718159,0.937865,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3331,-3.72771,90.8873,-2.89525,-0.160175,-0.662236,-3.12201,0.199491,1.71304,90.6117,1.15849,-0.0711068,-0.658261,3.00673,0.199491,-0.735635,90.3528,0.0146116,0.0237079,-0.706496,-1.7075,0.199491,-0.0897652,93.4629,0.0238171,-0.0624651,-0.727618,-1.78616,0.199491,-1.39429,92.4581,1.01346,-2.39465,-0.737414,0.973333,0.199645,0.383488,91.7929,-2.07194,-2.32108,-0.677876,0.898839,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3432,-3.77445,90.8209,-2.89037,-0.193292,-0.824846,-3.0445,0.199491,1.70432,90.5181,1.26279,-0.0552363,-0.719031,3.05125,0.199491,-0.774351,90.1797,0.0456423,-0.155435,-0.718645,-1.53521,0.199491,-0.228664,93.3826,0.193314,0.0826395,-0.708967,-1.82793,0.199491,-1.51763,92.293,1.15605,-2.12465,-0.55335,0.814255,0.199645,0.337889,91.8182,-1.98052,-2.23679,-0.616466,0.847245,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3533,-3.80881,90.7929,-2.87889,-0.203323,-0.717038,-2.98076,0.199491,1.69874,90.4599,1.36541,-0.0601609,-0.702499,3.1149,0.199491,-0.81084,90.0483,0.0703886,-0.011593,-0.725022,-1.56877,0.199491,-0.359844,93.3428,0.389334,0.147927,-0.707901,-1.8125,0.199491,-1.63767,92.1453,1.3159,-2.26125,-0.636578,0.895422,0.199645,0.286877,91.8837,-1.87763,-2.17892,-0.56598,0.813071,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3634,-3.8366,90.8041,-2.84921,-0.218858,-0.705181,-2.9106,0.199491,1.67965,90.4507,1.47546,-0.0716592,-0.774222,-3.09804,0.199491,-0.838522,89.9815,0.0860757,-0.124478,-0.724793,-1.43381,0.199491,-0.491913,93.3396,0.594848,-0.0769479,-0.741307,-1.59685,0.199491,-1.74802,92.0181,1.4661,-2.06435,-0.471839,0.795927,0.199645,0.239597,91.9907,-1.76784,-2.14724,-0.535872,0.794301,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3735,-3.84248,90.8578,-2.81724,-0.203406,-0.636011,-2.86346,0.199491,1.65166,90.5018,1.57658,-0.0835566,-0.813934,-3.02843,0.199491,-0.850025,89.9862,0.113644,-0.0951578,-0.732949,-1.3938,0.199491,-0.634622,93.3646,0.789778,-0.219411,-0.734479,-1.43209,0.199491,-1.84341,91.9487,1.59596,-2.11692,-0.504503,0.826701,0.199645,0.173934,92.1464,-1.6419,-2.08714,-0.479975,0.76897,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3836,-3.831,90.9537,-2.78558,-0.215351,-0.673768,-2.80663,0.199491,1.61646,90.6028,1.67294,-0.0990732,-0.821595,-2.9612,0.199491,-0.856714,90.0707,0.150437,-0.0446505,-0.745706,-1.37334,0.199491,-0.760892,93.4178,0.96956,0.0458816,-0.751457,-1.5432,0.199491,-1.91423,91.9252,1.71326,-2.06897,-0.453604,0.810666,0.199645,0.0965142,92.324,-1.51057,-2.05419,-0.446923,0.760382,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3937,-3.82042,91.0835,-2.74884,-0.20268,-0.670622,-2.77402,0.199491,1.56312,90.7366,1.75857,-0.129403,-0.85718,-2.88709,0.199491,-0.851491,90.212,0.197696,-0.165748,-0.724028,-1.24651,0.199491,-0.877755,93.4958,1.15386,-0.00560864,-0.756273,-1.44749,0.199491,-1.95003,91.9427,1.81383,-1.96541,-0.35167,0.772852,0.199645,0.0365059,92.5205,-1.39884,-2.03158,-0.421938,0.759422,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4038,-3.81871,91.2481,-2.72658,-0.127651,-0.564622,-2.78396,0.199491,1.50974,90.8861,1.83793,-0.142841,-0.857424,-2.83073,0.199491,-0.825582,90.3857,0.261343,-0.0364447,-0.755887,-1.29436,0.199491,-0.993638,93.594,1.32456,-0.223579,-0.724937,-1.25376,0.199491,-1.95022,91.9983,1.8962,-2.05458,-0.429009,0.808275,0.199645,-0.0279225,92.7217,-1.28852,-1.99618,-0.377953,0.759077,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4139,-3.81073,91.4313,-2.71924,-0.117122,-0.609564,-2.76585,0.199491,1.46416,91.0563,1.9103,-0.152533,-0.848123,-2.78529,0.199491,-0.805415,90.5835,0.332872,-0.150112,-0.730114,-1.18299,0.199491,-1.07121,93.6956,1.47997,0.0742142,-0.779465,-1.41613,0.199491,-1.96221,92.0865,1.98571,-1.9145,-0.294082,0.760135,0.199645,-0.0814259,92.9187,-1.18829,-1.97638,-0.350026,0.76622,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.424,-3.81704,91.6254,-2.69972,-0.204426,-0.802987,-2.68627,0.199491,1.42013,91.2287,1.99624,-0.125609,-0.788171,-2.77258,0.199491,-0.790248,90.7772,0.407951,-0.18536,-0.721871,-1.13306,0.199491,-1.1215,93.7876,1.61421,-0.0759112,-0.760994,-1.26807,0.199491,-1.96868,92.1988,2.0606,-2.00526,-0.377742,0.791701,0.199645,-0.106494,93.1312,-1.09883,-1.99601,-0.358195,0.785696,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4341,-3.83852,91.827,-2.68366,-0.123296,-0.711729,-2.71883,0.199491,1.37894,91.3905,2.08886,-0.158521,-0.844747,-2.71982,0.199491,-0.760553,90.9572,0.475931,-0.033481,-0.775508,-1.21551,0.199491,-1.15888,93.8755,1.73868,-0.180581,-0.736658,-1.15721,0.199491,-1.97073,92.3277,2.1328,-1.89207,-0.26343,0.758646,0.199645,-0.12413,93.3419,-1.00369,-1.94163,-0.29248,0.780924,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4442,-3.86463,92.0286,-2.68543,-0.00257306,-0.527073,-2.77045,0.199491,1.35067,91.5497,2.17628,-0.179904,-0.874178,-2.67713,0.199491,-0.735134,91.1265,0.555511,-0.0941706,-0.764885,-1.15084,0.199491,-1.18695,93.9595,1.85941,0.113461,-0.814823,-1.33168,0.199491,-1.97774,92.4494,2.21553,-1.88504,-0.252813,0.75896,0.199645,-0.136242,93.5457,-0.913451,-1.92271,-0.258799,0.789857,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4543,-3.87808,92.2281,-2.68031,0.00743363,-0.55302,-2.7621,0.199491,1.32465,91.7018,2.26084,-0.240994,-0.941893,-2.60642,0.199491,-0.70942,91.2928,0.627207,-0.169638,-0.744997,-1.08048,0.199491,-1.20899,94.0512,1.96823,0.23589,-0.843232,-1.39622,0.199491,-1.97867,92.5816,2.29272,-1.96241,-0.323248,0.78373,0.199645,-0.145989,93.7377,-0.820691,-1.94093,-0.261661,0.806182,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
