time,0_rod(payload_bars compound_p62G42).X,0_rod(payload_bars compound_p62G42).Y,0_rod(payload_bars compound_p62G42).Z,0_rod(payload_bars compound_p62G42).Euler1,0_rod(payload_bars compound_p62G42).Euler2,0_rod(payload_bars compound_p62G42).Euler3,0_rod(payload_bars compound_p62G42).mass,1_rod(payload_bars compound_p62G42).X,1_rod(payload_bars compound_p62G42).Y,1_rod(payload_bars compound_p62G42).Z,1_rod(payload_bars compound_p62G42).Euler1,1_rod(payload_bars compound_p62G42).Euler2,1_rod(payload_bars compound_p62G42).Euler3,1_rod(payload_bars compound_p62G42).mass,2_rod(payload_bars compound_p62G42).X,2_rod(payload_bars compound_p62G42).Y,2_rod(payload_bars compound_p62G42).Z,2_rod(payload_bars compound_p62G42).Euler1,2_rod(payload_bars compound_p62G42).Euler2,2_rod(payload_bars compound_p62G42).Euler3,2_rod(payload_bars compound_p62G42).mass,3_rod(payload_bars compound_p62G42).X,3_rod(payload_bars compound_p62G42).Y,3_rod(payload_bars compound_p62G42).Z,3_rod(payload_bars compound_p62G42).Euler1,3_rod(payload_bars compound_p62G42).Euler2,3_rod(payload_bars compound_p62G42).Euler3,3_rod(payload_bars compound_p62G42).mass,4_rod(payload_bars compound_p62G42).X,4_rod(payload_bars compound_p62G42).Y,4_rod(payload_bars compound_p62G42).Z,4_rod(payload_bars compound_p62G42).Euler1,4_rod(payload_bars compound_p62G42).Euler2,4_rod(payload_bars compound_p62G42).Euler3,4_rod(payload_bars compound_p62G42).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
3.5754,-0.406448,4.95884,2.07244,0.614454,-0.00863473,-1.61058,0.00640547,-0.406448,4.95884,2.07244,0.614454,-0.00863473,-1.61058,0.00640547,-0.406448,4.95884,2.07244,0.614454,-0.00863473,-1.61058,0.00640547,-0.406448,4.95884,2.07244,0.614454,-0.00863473,-1.61058,0.00640547,-0.406448,4.95884,2.07244,0.614454,-0.00863473,-1.61058,0.00640547,-4.19734,5.34233,-1.30267,-0.00222303,-0.185108,-2.42787,0.199491,3.0915,5.30912,-0.305125,-0.028633,-0.131095,-2.41467,0.199491,0.53597,4.80698,-0.696365,-0.00547434,-0.125773,-0.866501,0.199491,0.497196,6.97405,1.70455,0.00206067,-0.151437,-0.853342,0.199491,0.312215,5.12918,1.76403,-1.58147,-0.064568,0.118756,0.199645,-0.219785,7.47523,-1.4029,-1.58607,-0.0657088,0.148392,0.199491,
3.5855,-0.424717,4.95883,2.13152,0.550384,0.0524046,-1.44384,0.00640547,-0.424717,4.95883,2.13152,0.550384,0.0524046,-1.44384,0.00640547,-0.424717,4.95883,2.13152,0.550384,0.0524046,-1.44384,0.00640547,-0.424717,4.95883,2.13152,0.550384,0.0524046,-1.44384,0.00640547,-0.424717,4.95883,2.13152,0.550384,0.0524046,-1.44384,0.00640547,-4.20031,5.34121,-1.30187,-0.00135317,-0.184956,-2.42768,0.199491,3.09328,5.30688,-0.302299,-0.0292111,-0.131093,-2.41392,0.199491,0.535714,4.80708,-0.696159,-0.00535791,-0.125873,-0.866487,0.199491,0.493166,6.97573,1.71224,0.00782164,-0.157015,-0.853958,0.199491,0.309389,5.12339,1.76806,-1.58185,-0.0615927,0.119287,0.199645,-0.220478,7.47524,-1.40242,-1.58595,-0.0648666,0.148488,0.199491,
3.5956,-0.441823,4.95617,2.19156,0.49979,0.0996402,-1.27805,0.00640547,-0.441823,4.95617,2.19156,0.49979,0.0996402,-1.27805,0.00640547,-0.441823,4.95617,2.19156,0.49979,0.0996402,-1.27805,0.00640547,-0.441823,4.95617,2.19156,0.49979,0.0996402,-1.27805,0.00640547,-0.441823,4.95617,2.19156,0.49979,0.0996402,-1.27805,0.00640547,-4.20227,5.34046,-1.30134,-0.000258339,-0.184245,-2.42765,0.199491,3.09409,5.30539,-0.300457,-0.0285455,-0.129995,-2.41356,0.199491,0.535454,4.80717,-0.695963,-0.00490635,-0.126266,-0.86652,0.199491,0.490529,6.97656,1.71708,0.000946031,-0.151493,-0.8527,0.199491,0.307365,5.11975,1.77057,-1.58264,-0.0645166,0.119654,0.199645,-0.221076,7.47519,-1.40198,-1.58582,-0.0638504,0.148571,0.199491,
3.6057,-0.457283,4.9511,2.25257,0.460013,0.130791,-1.10864,0.00640547,-0.457283,4.9511,2.25257,0.460013,0.130791,-1.10864,0.00640547,-0.457283,4.9511,2.25257,0.460013,0.130791,-1.10864,0.00640547,-0.457283,4.9511,2.25257,0.460013,0.130791,-1.10864,0.00640547,-0.457283,4.9511,2.25257,0.460013,0.130791,-1.10864,0.00640547,-4.20307,5.34011,-1.30108,0.000217184,-0.183921,-2.42763,0.199491,3.09401,5.30475,-0.299686,-0.0268398,-0.128017,-2.41358,0.199491,0.535202,4.80725,-0.695762,-0.00449198,-0.126631,-0.86655,0.199491,0.489316,6.97654,1.7188,0.000476268,-0.151254,-0.852507,0.199491,0.306316,5.11835,1.77149,-1.5828,-0.064607,0.119782,0.199645,-0.221525,7.47508,-1.40164,-1.58583,-0.0637475,0.14863,0.199491,
3.6158,-0.470331,4.94437,2.3146,0.428632,0.144086,-0.932067,0.00640547,-0.470331,4.94437,2.3146,0.428632,0.144086,-0.932067,0.00640547,-0.470331,4.94437,2.3146,0.428632,0.144086,-0.932067,0.00640547,-0.470331,4.94437,2.3146,0.428632,0.144086,-0.932067,0.00640547,-0.470331,4.94437,2.3146,0.428632,0.144086,-0.932067,0.00640547,-4.20265,5.34017,-1.30111,0.000154007,-0.183882,-2.42764,0.199491,3.09322,5.30506,-0.299918,-0.0261992,-0.127514,-2.41376,0.199491,0.534992,4.80729,-0.695578,-0.00449265,-0.126646,-0.86654,0.199491,0.489595,6.97572,1.71737,0.00735998,-0.157099,-0.853566,0.199491,0.306399,5.11927,1.7709,-1.58229,-0.0616816,0.119685,0.199645,-0.221763,7.47492,-1.40138,-1.58581,-0.0637164,0.148642,0.199491,
3.6259,-0.480316,4.93684,2.37766,0.403454,0.140692,-0.746663,0.00640547,-0.480316,4.93684,2.37766,0.403454,0.140692,-0.746663,0.00640547,-0.480316,4.93684,2.37766,0.403454,0.140692,-0.746663,0.00640547,-0.480316,4.93684,2.37766,0.403454,0.140692,-0.746663,0.00640547,-0.480316,4.93684,2.37766,0.403454,0.140692,-0.746663,0.00640547,-4.20108,5.34071,-1.3015,-0.000279954,-0.183945,-2.42773,0.199491,3.09171,5.30629,-0.301119,-0.0264189,-0.128254,-2.4141,0.199491,0.534895,4.80727,-0.695401,-0.00468955,-0.126521,-0.866521,0.199491,0.491524,6.97436,1.71303,0.00173312,-0.151926,-0.852818,0.199491,0.3076,5.12263,1.76878,-1.58218,-0.0645747,0.119428,0.199645,-0.221685,7.4748,-1.40126,-1.58582,-0.0638551,0.148642,0.199491,
3.636,-0.486355,4.92959,2.44176,0.383706,0.124291,-0.552357,0.00640547,-0.486355,4.92959,2.44176,0.383706,0.124291,-0.552357,0.00640547,-0.486355,4.92959,2.44176,0.383706,0.124291,-0.552357,0.00640547,-0.486355,4.92959,2.44176,0.383706,0.124291,-0.552357,0.00640547,-0.486355,4.92959,2.44176,0.383706,0.124291,-0.552357,0.00640547,-4.19838,5.34175,-1.30229,-0.00145917,-0.184562,-2.42784,0.199491,3.08961,5.30837,-0.303412,-0.0257533,-0.1282,-2.41481,0.199491,0.534883,4.80721,-0.695252,-0.00474799,-0.126538,-0.866529,0.199491,0.494907,6.97259,1.70587,0.0016985,-0.15138,-0.853059,0.199491,0.309822,5.12809,1.76516,-1.58143,-0.0641846,0.118954,0.199645,-0.221252,7.47471,-1.40144,-1.58601,-0.0651628,0.148626,0.199491,
3.6461,-0.48777,4.92358,2.50682,0.370693,0.101863,-0.351026,0.00640547,-0.48777,4.92358,2.50682,0.370693,0.101863,-0.351026,0.00640547,-0.48777,4.92358,2.50682,0.370693,0.101863,-0.351026,0.00640547,-0.48777,4.92358,2.50682,0.370693,0.101863,-0.351026,0.00640547,-0.48777,4.92358,2.50682,0.370693,0.101863,-0.351026,0.00640547,-4.19468,5.34321,-1.30342,-0.00267908,-0.184945,-2.42807,0.199491,3.08716,5.31119,-0.306879,-0.0244484,-0.127587,-2.41583,0.199491,0.534946,4.8071,-0.695235,-0.00532447,-0.126101,-0.866487,0.199491,0.499547,6.97034,1.69616,0.00959393,-0.15746,-0.854664,0.199491,0.312986,5.13526,1.76023,-1.58022,-0.0615279,0.118279,0.199645,-0.220547,7.47457,-1.40193,-1.58618,-0.0663673,0.148543,0.199491,
3.6562,-0.484586,4.91901,2.57262,0.367695,0.0821369,-0.145821,0.00640547,-0.484586,4.91901,2.57262,0.367695,0.0821369,-0.145821,0.00640547,-0.484586,4.91901,2.57262,0.367695,0.0821369,-0.145821,0.00640547,-0.484586,4.91901,2.57262,0.367695,0.0821369,-0.145821,0.00640547,-0.484586,4.91901,2.57262,0.367695,0.0821369,-0.145821,0.00640547,-4.19018,5.34491,-1.30472,-0.00386332,-0.18505,-2.4284,0.199491,3.08433,5.31461,-0.311214,-0.0231095,-0.127097,-2.41704,0.199491,0.535127,4.80694,-0.695317,-0.00701684,-0.124689,-0.866317,0.199491,0.505431,6.96769,1.68442,0.00544728,-0.152965,-0.854494,0.199491,0.31698,5.14394,1.75421,-1.57945,-0.0644599,0.117464,0.199645,-0.219652,7.47443,-1.40259,-1.5864,-0.0680567,0.14841,0.199491,
3.6663,-0.477554,4.91529,2.63883,0.378987,0.071709,0.0609377,0.00640547,-0.477554,4.91529,2.63883,0.378987,0.071709,0.0609377,0.00640547,-0.477554,4.91529,2.63883,0.378987,0.071709,0.0609377,0.00640547,-0.477554,4.91529,2.63883,0.378987,0.071709,0.0609377,0.00640547,-0.477554,4.91529,2.63883,0.378987,0.071709,0.0609377,0.00640547,-4.18496,5.34678,-1.30607,-0.00602201,-0.186085,-2.42859,0.199491,3.08112,5.31845,-0.316106,-0.0221589,-0.127195,-2.41833,0.199491,0.535416,4.80679,-0.69541,-0.00946379,-0.122629,-0.866056,0.199491,0.512238,6.96466,1.67115,0.00460194,-0.151155,-0.854852,0.199491,0.321658,5.15385,1.74732,-1.57809,-0.0639249,0.116483,0.199645,-0.218587,7.47434,-1.40326,-1.5867,-0.070295,0.148253,0.199491,
3.6764,-0.467751,4.91168,2.70512,0.40899,0.0727927,0.269285,0.00640547,-0.467751,4.91168,2.70512,0.40899,0.0727927,0.269285,0.00640547,-0.467751,4.91168,2.70512,0.40899,0.0727927,0.269285,0.00640547,-0.467751,4.91168,2.70512,0.40899,0.0727927,0.269285,0.00640547,-0.467751,4.91168,2.70512,0.40899,0.0727927,0.269285,0.00640547,-4.17916,5.34877,-1.30748,-0.0088317,-0.187716,-2.4287,0.199491,3.07768,5.32256,-0.321352,-0.0214465,-0.127654,-2.41966,0.199491,0.535776,4.80663,-0.695504,-0.012172,-0.120348,-0.86577,0.199491,0.51961,6.96111,1.65663,0.0132833,-0.157441,-0.856684,0.199491,0.326721,5.16447,1.73988,-1.57632,-0.0606104,0.115405,0.199645,-0.217364,7.47422,-1.4039,-1.58694,-0.0722003,0.148073,0.199491,
3.6865,-0.456471,4.90731,2.77119,0.460786,0.082913,0.481976,0.00640547,-0.456471,4.90731,2.77119,0.460786,0.082913,0.481976,0.00640547,-0.456471,4.90731,2.77119,0.460786,0.082913,0.481976,0.00640547,-0.456471,4.90731,2.77119,0.460786,0.082913,0.481976,0.00640547,-0.456471,4.90731,2.77119,0.460786,0.082913,0.481976,0.00640547,-4.17303,5.35085,-1.30895,-0.0119561,-0.189622,-2.42879,0.199491,3.07391,5.32677,-0.326765,-0.0208878,-0.1284,-2.42101,0.199491,0.536209,4.80648,-0.695582,-0.0147533,-0.118194,-0.865503,0.199491,0.527386,6.95715,1.64149,0.0116029,-0.154822,-0.856936,0.199491,0.331801,5.17555,1.73218,-1.57512,-0.0628878,0.114312,0.199645,-0.216057,7.47404,-1.4044,-1.58724,-0.0744565,0.14792,0.199491,
3.6966,-0.444698,4.90178,2.83676,0.537063,0.0965816,0.702863,0.00640547,-0.444698,4.90178,2.83676,0.537063,0.0965816,0.702863,0.00640547,-0.444698,4.90178,2.83676,0.537063,0.0965816,0.702863,0.00640547,-0.444698,4.90178,2.83676,0.537063,0.0965816,0.702863,0.00640547,-0.444698,4.90178,2.83676,0.537063,0.0965816,0.702863,0.00640547,-4.16681,5.35292,-1.31039,-0.0157518,-0.192294,-2.42874,0.199491,3.06985,5.33096,-0.332219,-0.0199043,-0.128737,-2.42242,0.199491,0.536643,4.80636,-0.695629,-0.0172201,-0.116138,-0.865244,0.199491,0.535162,6.95301,1.6262,0.00862,-0.151086,-0.856994,0.199491,0.336683,5.18671,1.72441,-1.57367,-0.0634079,0.113176,0.199645,-0.214831,7.47384,-1.4048,-1.58753,-0.076542,0.147785,0.199491,
3.7067,-0.43323,4.89529,2.90158,0.639754,0.105976,0.936138,0.00640547,-0.43323,4.89529,2.90158,0.639754,0.105976,0.936138,0.00640547,-0.43323,4.89529,2.90158,0.639754,0.105976,0.936138,0.00640547,-0.43323,4.89529,2.90158,0.639754,0.105976,0.936138,0.00640547,-0.43323,4.89529,2.90158,0.639754,0.105976,0.936138,0.00640547,-4.1608,5.35488,-1.31176,-0.0187739,-0.194114,-2.4288,0.199491,3.06577,5.33506,-0.337581,-0.0187107,-0.128824,-2.42382,0.199491,0.536919,4.80626,-0.695691,-0.0191055,-0.114549,-0.865056,0.199491,0.542532,6.94882,1.61113,0.0168539,-0.156934,-0.858748,0.199491,0.341312,5.19758,1.7168,-1.5718,-0.0598962,0.112027,0.199645,-0.213846,7.47366,-1.40517,-1.58778,-0.0785072,0.147633,0.199491,
3.7168,-0.423205,4.88856,2.96528,0.767345,0.100192,1.18578,0.00640547,-0.423205,4.88856,2.96528,0.767345,0.100192,1.18578,0.00640547,-0.423205,4.88856,2.96528,0.767345,0.100192,1.18578,0.00640547,-0.423205,4.88856,2.96528,0.767345,0.100192,1.18578,0.00640547,-0.423205,4.88856,2.96528,0.767345,0.100192,1.18578,0.00640547,-4.15532,5.3567,-1.31305,-0.0198612,-0.193809,-2.42919,0.199491,3.06175,5.33893,-0.342679,-0.0178357,-0.129256,-2.42511,0.199491,0.537042,4.80613,-0.695794,-0.0202437,-0.113577,-0.864961,0.199491,0.549402,6.9448,1.59678,0.0187027,-0.15736,-0.859471,0.199491,0.345534,5.20794,1.70957,-1.57048,-0.0608362,0.110958,0.199645,-0.213139,7.47355,-1.40552,-1.58807,-0.0807475,0.147495,0.199491,
3.7269,-0.415871,4.88293,3.0274,0.912982,0.06693,1.45244,0.00640547,-0.415871,4.88293,3.0274,0.912982,0.06693,1.45244,0.00640547,-0.415871,4.88293,3.0274,0.912982,0.06693,1.45244,0.00640547,-0.415871,4.88293,3.0274,0.912982,0.06693,1.45244,0.00640547,-0.415871,4.88293,3.0274,0.912982,0.06693,1.45244,0.00640547,-4.15046,5.35836,-1.31427,-0.0200616,-0.192638,-2.4297,0.199491,3.05782,5.34247,-0.34738,-0.0166925,-0.12932,-2.42634,0.199491,0.537068,4.806,-0.69591,-0.0204152,-0.11343,-0.864977,0.199491,0.555613,6.94118,1.58363,0.0134801,-0.151865,-0.859052,0.199491,0.349158,5.21752,1.70288,-1.56935,-0.0626533,0.109971,0.199645,-0.212658,7.47355,-1.40588,-1.5883,-0.0825446,0.147391,0.199491,
3.737,-0.412447,4.88059,3.08731,1.06269,-0.00333688,1.73178,0.00640547,-0.412447,4.88059,3.08731,1.06269,-0.00333688,1.73178,0.00640547,-0.412447,4.88059,3.08731,1.06269,-0.00333688,1.73178,0.00640547,-0.412447,4.88059,3.08731,1.06269,-0.00333688,1.73178,0.00640547,-0.412447,4.88059,3.08731,1.06269,-0.00333688,1.73178,0.00640547,-4.1462,5.35987,-1.3154,-0.0199921,-0.191324,-2.43022,0.199491,3.05426,5.34561,-0.351578,-0.0151047,-0.128716,-2.42751,0.199491,0.53699,4.80589,-0.69602,-0.0196176,-0.11411,-0.865096,0.199491,0.560877,6.93796,1.57195,0.0186578,-0.155357,-0.860218,0.199491,0.35218,5.22595,1.69699,-1.56787,-0.0598178,0.109073,0.199645,-0.212336,7.47353,-1.40623,-1.58853,-0.0843227,0.147304,0.199491,
3.7471,-0.414307,4.8838,3.14428,1.19442,-0.111989,2.01621,0.00640547,-0.414307,4.8838,3.14428,1.19442,-0.111989,2.01621,0.00640547,-0.414307,4.8838,3.14428,1.19442,-0.111989,2.01621,0.00640547,-0.414307,4.8838,3.14428,1.19442,-0.111989,2.01621,0.00640547,-0.414307,4.8838,3.14428,1.19442,-0.111989,2.01621,0.00640547,-4.14263,5.36115,-1.31637,-0.0196512,-0.189893,-2.4307,0.199491,3.05126,5.34825,-0.355117,-0.014044,-0.128534,-2.42846,0.199491,0.536891,4.80579,-0.69612,-0.0187621,-0.114834,-0.865219,0.199491,0.565217,6.93518,1.56209,0.0240055,-0.159129,-0.861389,0.199491,0.354629,5.23299,1.6921,-1.56685,-0.0593688,0.108339,0.199645,-0.212115,7.47349,-1.40649,-1.58876,-0.086059,0.147233,0.199491,
3.7572,-0.422335,4.89352,3.19776,1.28427,-0.246471,2.2999,0.00640547,-0.422335,4.89352,3.19776,1.28427,-0.246471,2.2999,0.00640547,-0.422335,4.89352,3.19776,1.28427,-0.246471,2.2999,0.00640547,-0.422335,4.89352,3.19776,1.28427,-0.246471,2.2999,0.00640547,-0.422335,4.89352,3.19776,1.28427,-0.246471,2.2999,0.00640547,-4.13986,5.36212,-1.3171,-0.0195479,-0.188969,-2.43104,0.199491,3.04886,5.35027,-0.357848,-0.0136165,-0.128885,-2.42913,0.199491,0.536878,4.80572,-0.696192,-0.0185131,-0.115049,-0.865267,0.199491,0.568737,6.93302,1.55447,0.0185088,-0.153869,-0.860765,0.199491,0.356509,5.23854,1.68827,-1.56638,-0.0622945,0.107774,0.199645,-0.211919,7.4735,-1.40667,-1.58887,-0.0869064,0.147187,0.199491,
3.7673,-0.436042,4.90875,3.24771,1.31767,-0.382556,2.58452,0.00640547,-0.436042,4.90875,3.24771,1.31767,-0.382556,2.58452,0.00640547,-0.436042,4.90875,3.24771,1.31767,-0.382556,2.58452,0.00640547,-0.436042,4.90875,3.24771,1.31767,-0.382556,2.58452,0.00640547,-0.436042,4.90875,3.24771,1.31767,-0.382556,2.58452,0.00640547,-4.13787,5.36277,-1.31758,-0.0197695,-0.188655,-2.43122,0.199491,3.04726,5.35166,-0.359716,-0.0132192,-0.128986,-2.42961,0.199491,0.536905,4.80567,-0.696234,-0.0186213,-0.114959,-0.865267,0.199491,0.571229,6.93154,1.54922,0.0186281,-0.153554,-0.860926,0.199491,0.357907,5.24235,1.68559,-1.56568,-0.0608004,0.107355,0.199645,-0.211713,7.47353,-1.40679,-1.58898,-0.0877156,0.147151,0.199491,
3.7774,-0.454167,4.92734,3.29447,1.29319,-0.495641,2.8765,0.00640547,-0.454167,4.92734,3.29447,1.29319,-0.495641,2.8765,0.00640547,-0.454167,4.92734,3.29447,1.29319,-0.495641,2.8765,0.00640547,-0.454167,4.92734,3.29447,1.29319,-0.495641,2.8765,0.00640547,-0.454167,4.92734,3.29447,1.29319,-0.495641,2.8765,0.00640547,-4.13674,5.36313,-1.31782,-0.0200626,-0.188675,-2.43128,0.199491,3.04661,5.35241,-0.360699,-0.0133099,-0.129336,-2.42983,0.199491,0.536946,4.80564,-0.69626,-0.0190464,-0.114596,-0.865226,0.199491,0.572565,6.93076,1.54642,0.0254266,-0.159092,-0.862069,0.199491,0.358803,5.2443,1.6842,-1.56516,-0.0583792,0.107134,0.199645,-0.211509,7.47353,-1.40687,-1.58908,-0.0885549,0.147116,0.199491,
3.7875,-0.475433,4.94709,3.33847,1.22183,-0.568122,-3.10586,0.00640547,-0.475433,4.94709,3.33847,1.22183,-0.568122,-3.10586,0.00640547,-0.475433,4.94709,3.33847,1.22183,-0.568122,-3.10586,0.00640547,-0.475433,4.94709,3.33847,1.22183,-0.568122,-3.10586,0.00640547,-0.475433,4.94709,3.33847,1.22183,-0.568122,-3.10586,0.00640547,-4.13658,5.36319,-1.31787,-0.0206056,-0.189274,-2.4312,0.199491,3.04674,5.35248,-0.360773,-0.0141412,-0.130288,-2.42974,0.199491,0.53707,4.80563,-0.696293,-0.0199022,-0.113874,-0.865133,0.199491,0.572841,6.93083,1.54629,0.0220357,-0.15621,-0.861558,0.199491,0.359013,5.24446,1.68412,-1.56542,-0.0608897,0.107139,0.199645,-0.211324,7.47356,-1.40692,-1.58905,-0.0883419,0.147108,0.199491,
3.7976,-0.498381,4.96662,3.38005,1.12569,-0.590388,-2.80518,0.00640547,-0.498381,4.96662,3.38005,1.12569,-0.590388,-2.80518,0.00640547,-0.498381,4.96662,3.38005,1.12569,-0.590388,-2.80518,0.00640547,-0.498381,4.96662,3.38005,1.12569,-0.590388,-2.80518,0.00640547,-0.498381,4.96662,3.38005,1.12569,-0.590388,-2.80518,0.00640547,-4.1374,5.36296,-1.31772,-0.0211311,-0.190142,-2.43102,0.199491,3.04762,5.35189,-0.35995,-0.0147936,-0.130756,-2.42947,0.199491,0.537194,4.80563,-0.69629,-0.020472,-0.113406,-0.865067,0.199491,0.571925,6.93176,1.54879,0.0172915,-0.152386,-0.860782,0.199491,0.358512,5.24279,1.68532,-1.56577,-0.0617735,0.107328,0.199645,-0.211214,7.47361,-1.40697,-1.58901,-0.0879739,0.147133,0.199491,
3.8077,-0.521498,4.98537,3.41944,1.03179,-0.561936,-2.52079,0.00640547,-0.521498,4.98537,3.41944,1.03179,-0.561936,-2.52079,0.00640547,-0.521498,4.98537,3.41944,1.03179,-0.561936,-2.52079,0.00640547,-0.521498,4.98537,3.41944,1.03179,-0.561936,-2.52079,0.00640547,-0.521498,4.98537,3.41944,1.03179,-0.561936,-2.52079,0.00640547,-4.1392,5.3624,-1.31733,-0.0210036,-0.190524,-2.43085,0.199491,3.04928,5.35065,-0.358251,-0.0149233,-0.130317,-2.42907,0.199491,0.53719,4.80566,-0.696265,-0.0203063,-0.113552,-0.865077,0.199491,0.569655,6.93335,1.5537,0.0226345,-0.157311,-0.861492,0.199491,0.357369,5.23925,1.68776,-1.56599,-0.0589829,0.107699,0.199645,-0.211288,7.47363,-1.40697,-1.58901,-0.0878659,0.147165,0.199491,
3.8178,-0.543554,5.00314,3.45675,0.960448,-0.491067,-2.26522,0.00640547,-0.543554,5.00314,3.45675,0.960448,-0.491067,-2.26522,0.00640547,-0.543554,5.00314,3.45675,0.960448,-0.491067,-2.26522,0.00640547,-0.543554,5.00314,3.45675,0.960448,-0.491067,-2.26522,0.00640547,-0.543554,5.00314,3.45675,0.960448,-0.491067,-2.26522,0.00640547,-4.14202,5.3615,-1.31669,-0.0201086,-0.19029,-2.43072,0.199491,3.05152,5.34874,-0.355679,-0.0154946,-0.130186,-2.42841,0.199491,0.537127,4.80571,-0.696235,-0.02007,-0.113745,-0.865091,0.199491,0.566209,6.93551,1.56099,0.022637,-0.157885,-0.861284,0.199491,0.355476,5.23401,1.69143,-1.56685,-0.0599952,0.108273,0.199645,-0.211595,7.47366,-1.40688,-1.58884,-0.0865941,0.14721,0.199491,
3.8279,-0.563346,5.02003,3.49207,0.918398,-0.390359,-2.04004,0.00640547,-0.563346,5.02003,3.49207,0.918398,-0.390359,-2.04004,0.00640547,-0.563346,5.02003,3.49207,0.918398,-0.390359,-2.04004,0.00640547,-0.563346,5.02003,3.49207,0.918398,-0.390359,-2.04004,0.00640547,-0.563346,5.02003,3.49207,0.918398,-0.390359,-2.04004,0.00640547,-4.14575,5.36026,-1.31579,-0.0189848,-0.190047,-2.43052,0.199491,3.05417,5.34619,-0.352282,-0.0161956,-0.130048,-2.42753,0.199491,0.53704,4.80579,-0.696179,-0.0196303,-0.11411,-0.865119,0.199491,0.561698,6.93817,1.5705,0.0152177,-0.152329,-0.859822,0.199491,0.35278,5.22721,1.69619,-1.56807,-0.0625698,0.109008,0.199645,-0.212113,7.47371,-1.40665,-1.58859,-0.0847564,0.147292,0.199491,
3.838,-0.579786,5.03632,3.52538,0.901649,-0.272882,-1.83919,0.00640547,-0.579786,5.03632,3.52538,0.901649,-0.272882,-1.83919,0.00640547,-0.579786,5.03632,3.52538,0.901649,-0.272882,-1.83919,0.00640547,-0.579786,5.03632,3.52538,0.901649,-0.272882,-1.83919,0.00640547,-0.579786,5.03632,3.52538,0.901649,-0.272882,-1.83919,0.00640547,-4.1502,5.35874,-1.31468,-0.017587,-0.189689,-2.43029,0.199491,3.05726,5.34308,-0.348173,-0.0161428,-0.128845,-2.42658,0.199491,0.536845,4.80592,-0.696094,-0.0184125,-0.115132,-0.865225,0.199491,0.556089,6.94116,1.58184,0.0170011,-0.154749,-0.859708,0.199491,0.349432,5.21893,1.70193,-1.56899,-0.0606623,0.109863,0.199645,-0.212824,7.4737,-1.40628,-1.5884,-0.0832169,0.147393,0.199491,
3.8481,-0.592655,5.05206,3.55667,0.902458,-0.150529,-1.6553,0.00640547,-0.592655,5.05206,3.55667,0.902458,-0.150529,-1.6553,0.00640547,-0.592655,5.05206,3.55667,0.902458,-0.150529,-1.6553,0.00640547,-0.592655,5.05206,3.55667,0.902458,-0.150529,-1.6553,0.00640547,-0.592655,5.05206,3.55667,0.902458,-0.150529,-1.6553,0.00640547,-4.15528,5.35699,-1.3134,-0.0156498,-0.188879,-2.43007,0.199491,3.06076,5.3395,-0.343466,-0.0164524,-0.12792,-2.42544,0.199491,0.536601,4.80606,-0.696002,-0.0169279,-0.116376,-0.865358,0.199491,0.549632,6.94445,1.59475,0.0201516,-0.158463,-0.859761,0.199491,0.345526,5.20943,1.70852,-1.57022,-0.060005,0.110851,0.199645,-0.213683,7.47368,-1.40582,-1.58808,-0.0808598,0.147502,0.199491,
3.8582,-0.602518,5.06693,3.58588,0.913888,-0.0321056,-1.48226,0.00640547,-0.602518,5.06693,3.58588,0.913888,-0.0321056,-1.48226,0.00640547,-0.602518,5.06693,3.58588,0.913888,-0.0321056,-1.48226,0.00640547,-0.602518,5.06693,3.58588,0.913888,-0.0321056,-1.48226,0.00640547,-0.602518,5.06693,3.58588,0.913888,-0.0321056,-1.48226,0.00640547,-4.16088,5.35505,-1.312,-0.0136488,-0.188146,-2.42982,0.199491,3.06455,5.33556,-0.338302,-0.0176399,-0.127928,-2.42408,0.199491,0.536399,4.8062,-0.695905,-0.0157212,-0.117387,-0.865461,0.199491,0.542659,6.94813,1.609,0.0128904,-0.153407,-0.858138,0.199491,0.341148,5.19909,1.71576,-1.57196,-0.0631261,0.111941,0.199645,-0.214604,7.47374,-1.40531,-1.58773,-0.078259,0.14764,0.199491,
